sample_group,strategy_id,ma_period,threshold,horizon,date_count,mean_daily_return,median_daily_return,positive_date_fraction
primary_development_2022_2023_partial,s0_distance_only,120,ge3,5d,3,-0.0758209521055976,-0.10899699097471371,0.3333333333333333
primary_development_2022_2023_partial,s0_distance_only,120,ge4,60m,0,,,
primary_development_2022_2023_partial,s0_distance_only,120,ge4,1d,0,,,
primary_development_2022_2023_partial,s0_distance_only,120,ge4,5d,0,,,
primary_development_2022_2023_partial,s0_distance_only,120,ge5,60m,0,,,
primary_development_2022_2023_partial,s0_distance_only,120,ge5,1d,0,,,
primary_development_2022_2023_partial,s0_distance_only,120,ge5,5d,0,,,
primary_development_2022_2023_partial,s0_distance_only,240,all,60m,331,-0.002741391854607292,-0.0027619027964666484,0.1540785498489426
primary_development_2022_2023_partial,s0_distance_only,240,all,1d,331,-0.0024541249198049312,-0.0015829102375403234,0.4501510574018127
primary_development_2022_2023_partial,s0_distance_only,240,all,5d,331,-0.0019452402337888656,0.0018917800497778763,0.5226586102719033
primary_development_2022_2023_partial,s0_distance_only,240,ge1,60m,238,-0.001721501228726241,-0.0034980526908001334,0.3697478991596639
primary_development_2022_2023_partial,s0_distance_only,240,ge1,1d,238,-0.0040833212659452355,-0.005575794309756867,0.40756302521008403
primary_development_2022_2023_partial,s0_distance_only,240,ge1,5d,238,-0.01600572681550792,-0.017983768699847864,0.3697478991596639
primary_development_2022_2023_partial,s0_distance_only,240,ge2,60m,51,-0.004775945146429354,-0.0074031286277155646,0.39215686274509803
primary_development_2022_2023_partial,s0_distance_only,240,ge2,1d,51,-0.010127040768131021,-0.01655709346191825,0.37254901960784315
primary_development_2022_2023_partial,s0_distance_only,240,ge2,5d,51,-0.01869668955650753,-0.030145062374094755,0.43137254901960786
primary_development_2022_2023_partial,s0_distance_only,240,ge3,60m,11,-0.02956298072843386,-0.021478914912791414,0.18181818181818182
primary_development_2022_2023_partial,s0_distance_only,240,ge3,1d,11,-0.03512845626391211,-0.052631039716020234,0.36363636363636365
primary_development_2022_2023_partial,s0_distance_only,240,ge3,5d,11,-0.030594827110154932,-0.04301868722603186,0.36363636363636365
primary_development_2022_2023_partial,s0_distance_only,240,ge4,60m,2,-0.02297951494598423,-0.02297951494598423,0.0
primary_development_2022_2023_partial,s0_distance_only,240,ge4,1d,2,-0.02235740987836212,-0.02235740987836212,0.5
primary_development_2022_2023_partial,s0_distance_only,240,ge4,5d,2,-0.10267078043121092,-0.10267078043121092,0.5
primary_development_2022_2023_partial,s0_distance_only,240,ge5,60m,1,-0.01136057770005842,-0.01136057770005842,0.0
primary_development_2022_2023_partial,s0_distance_only,240,ge5,1d,1,-0.08497787692634588,-0.08497787692634588,0.0
primary_development_2022_2023_partial,s0_distance_only,240,ge5,5d,1,-0.22883875916461704,-0.22883875916461704,0.0
primary_development_2022_2023_partial,s0_liquidity_matched,10,all,60m,331,-0.003005225580160562,-0.0029376546852467053,0.1419939577039275
primary_development_2022_2023_partial,s0_liquidity_matched,10,all,1d,331,-0.0031846895582301996,-0.0019116722100020833,0.4561933534743202
primary_development_2022_2023_partial,s0_liquidity_matched,10,all,5d,331,-0.002796413850296573,0.0005944737931479994,0.513595166163142
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge1,60m,331,-0.0035997375483796177,-0.0034500275536541417,0.24169184290030213
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge1,1d,331,-0.005462010274433551,-0.003975366158979843,0.40483383685800606
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge1,5d,331,-0.016497927200162025,-0.0161768068685901,0.3716012084592145
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge2,60m,330,-0.003658787503015705,-0.0032897905416965803,0.3939393939393939
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge2,1d,330,-0.006496277896488931,-0.007284827037818379,0.4393939393939394
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge2,5d,330,-0.022482890376811285,-0.030029568712103473,0.3424242424242424
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge3,60m,304,-0.0023056789635805476,-0.0030381522085851102,0.41118421052631576
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge3,1d,304,0.0007952830557503854,0.0006148357932945456,0.5032894736842105
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge3,5d,303,-0.013584572516077111,-0.039274546523920886,0.36633663366336633
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge4,60m,259,-0.0029070361732416745,-0.002688909840046354,0.4517374517374517
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge4,1d,258,0.0013142855141551498,0.0051685422923925944,0.5077519379844961
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge4,5d,259,-0.011251315686108277,-0.02919440178893657,0.416988416988417
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge5,60m,197,-0.0025209644692517214,-0.0006571187328602258,0.4720812182741117
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge5,1d,196,0.00489537284740359,0.015094743354151079,0.5510204081632653
primary_development_2022_2023_partial,s0_liquidity_matched,10,ge5,5d,193,-0.019044104667196457,-0.045207276802364416,0.38341968911917096
primary_development_2022_2023_partial,s0_liquidity_matched,20,all,60m,331,-0.0029671659272105157,-0.0029112113956464565,0.13293051359516617
primary_development_2022_2023_partial,s0_liquidity_matched,20,all,1d,331,-0.0030880383315824694,-0.0018676637145934815,0.44410876132930516
primary_development_2022_2023_partial,s0_liquidity_matched,20,all,5d,331,-0.0026849216026103555,0.0008969369652204987,0.5105740181268882
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge1,60m,331,-0.0033841801738610337,-0.00340454578341123,0.26586102719033233
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge1,1d,331,-0.00600899346536563,-0.004888392160276089,0.40483383685800606
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge1,5d,331,-0.018384624828790084,-0.01885436898949344,0.338368580060423
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge2,60m,330,-0.003105056070987088,-0.0028720978738787433,0.3787878787878788
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge2,1d,330,-0.0064000693266680715,-0.009345692283398084,0.4090909090909091
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge2,5d,330,-0.02354563504909455,-0.03725044523557964,0.3606060606060606
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge3,60m,303,-0.0012730545981244456,-0.002628695318230914,0.43234323432343236
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge3,1d,303,0.0009342236276801326,-0.0014454686864293256,0.48514851485148514
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge3,5d,302,-0.01796249324760071,-0.0412705424163196,0.36423841059602646
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge4,60m,254,-0.0017927361458175103,-0.0009589205720251125,0.484251968503937
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge4,1d,253,-0.0028072313410293314,-0.0034405254112046626,0.4901185770750988
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge4,5d,254,-0.019051057386268718,-0.04593260369297558,0.41338582677165353
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge5,60m,192,-0.0018692294348977574,-0.0029890872080030927,0.4583333333333333
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge5,1d,191,0.001650510433182384,0.014748576256438328,0.5340314136125655
primary_development_2022_2023_partial,s0_liquidity_matched,20,ge5,5d,188,-0.017854388647027077,-0.0505824621284741,0.40425531914893614
primary_development_2022_2023_partial,s0_liquidity_matched,40,all,60m,331,-0.0029268675621474992,-0.00282713019414995,0.13595166163141995
primary_development_2022_2023_partial,s0_liquidity_matched,40,all,1d,331,-0.0030818414078782274,-0.002008934204803183,0.4501510574018127
primary_development_2022_2023_partial,s0_liquidity_matched,40,all,5d,331,-0.002802585197925105,0.000286809290985685,0.5075528700906344
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge1,60m,331,-0.003787618077219838,-0.0037198590852667154,0.24471299093655588
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge1,1d,331,-0.0056866260689267855,-0.004594351889083214,0.4078549848942598
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge1,5d,331,-0.017622734146103065,-0.01724787108230952,0.32628398791540786
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge2,60m,331,-0.0023853613010312628,-0.0024135463653173093,0.42900302114803623
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge2,1d,331,-0.004291200294668843,-0.004196063428467163,0.4350453172205438
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge2,5d,331,-0.023414066299505213,-0.033975408764013615,0.3564954682779456
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge3,60m,300,-0.0018454989288336644,-0.0027702789461742047,0.44333333333333336
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge3,1d,300,0.0025475647876667504,0.003990566183858991,0.5166666666666667
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge3,5d,300,-0.022035609454931004,-0.04977008740175161,0.35
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge4,60m,251,-0.0014839974913595918,-0.002229336093935108,0.450199203187251
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge4,1d,250,-0.0005678479362049141,0.0017026622341687423,0.504
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge4,5d,251,-0.027025008692799495,-0.052421750723558536,0.3745019920318725
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge5,60m,188,-0.0017703495153861206,-0.0009315741542800268,0.4627659574468085
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge5,1d,187,0.004248587981902793,0.014748576256438328,0.5561497326203209
primary_development_2022_2023_partial,s0_liquidity_matched,40,ge5,5d,184,-0.024841482150834,-0.06494138187453512,0.375
primary_development_2022_2023_partial,s0_liquidity_matched,60,all,60m,331,-0.0029069923544559504,-0.0028302244911074708,0.1299093655589124
primary_development_2022_2023_partial,s0_liquidity_matched,60,all,1d,331,-0.003028071313904193,-0.0018664984913757342,0.4471299093655589
primary_development_2022_2023_partial,s0_liquidity_matched,60,all,5d,331,-0.0026570080542771437,0.00020537816527013304,0.5075528700906344
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge1,60m,331,-0.0034203560941731144,-0.0035414297501043975,0.27794561933534745
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge1,1d,331,-0.005426524265700511,-0.004225506020341603,0.4259818731117825
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge1,5d,331,-0.015507334122385913,-0.01717669137063603,0.3595166163141994
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge2,60m,329,-0.004677333859353638,-0.003864813914391607,0.3677811550151976
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge2,1d,329,-0.00655034511889848,-0.008671522882247073,0.4316109422492401
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge2,5d,329,-0.021764634488357467,-0.030479676271425376,0.3343465045592705
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge3,60m,300,-0.004279277245866366,-0.0030162529300138408,0.4
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge3,1d,300,-0.0025927767585337035,-0.0009758939027628786,0.4866666666666667
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge3,5d,300,-0.01803430517492938,-0.04174495370420672,0.37
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge4,60m,251,-0.004121825282367025,-0.0024942963230915956,0.4541832669322709
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge4,1d,251,-0.001509467609477997,-0.006557621141203912,0.4860557768924303
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge4,5d,252,-0.02442184816399597,-0.05949190065363428,0.373015873015873
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge5,60m,186,-0.004433209933526725,-0.0030162529300137852,0.41397849462365593
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge5,1d,186,0.00577702206597368,0.012274463043018453,0.553763440860215
primary_development_2022_2023_partial,s0_liquidity_matched,60,ge5,5d,184,-0.016108956035759407,-0.05040068642018441,0.41304347826086957
primary_development_2022_2023_partial,s0_liquidity_matched,120,all,60m,331,-0.0028906953959099767,-0.0028730976876718615,0.13595166163141995
primary_development_2022_2023_partial,s0_liquidity_matched,120,all,1d,331,-0.0029782063671727607,-0.001887639374627035,0.4501510574018127
primary_development_2022_2023_partial,s0_liquidity_matched,120,all,5d,331,-0.002484932246399354,0.0003635837768684431,0.513595166163142
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge1,60m,331,-0.00363500948198483,-0.0036531682175293544,0.28700906344410876
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge1,1d,331,-0.005789370159772923,-0.004823000108001346,0.3957703927492447
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge1,5d,331,-0.01530728718668789,-0.015262022616824113,0.34441087613293053
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge2,60m,329,-0.004530495533581812,-0.0035106876349431967,0.3981762917933131
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge2,1d,329,-0.004823761548110755,-0.006712492091527486,0.43465045592705165
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge2,5d,329,-0.01929892365013942,-0.03191576138522757,0.3708206686930091
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge3,60m,300,-0.0025251140249635804,-0.002849820320104327,0.45
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge3,1d,300,0.0013199796555795683,-6.625469912027726e-05,0.5
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge3,5d,299,-0.016745694689321855,-0.045251759274302104,0.3879598662207358
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge4,60m,247,-0.004320454115926771,-0.0030162529300137297,0.46153846153846156
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge4,1d,246,-0.0016622255959569097,-0.0035510520260958424,0.483739837398374
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge4,5d,245,-0.024922214097708062,-0.047659423382170836,0.40816326530612246
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge5,60m,189,-0.0018713739812147583,-0.0030162529300138408,0.43915343915343913
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge5,1d,188,0.007847642368203653,0.01724129649969712,0.5531914893617021
primary_development_2022_2023_partial,s0_liquidity_matched,120,ge5,5d,184,-0.01869998916496669,-0.04956531981418964,0.4076086956521739
primary_development_2022_2023_partial,s0_liquidity_matched,240,all,60m,331,-0.0029002723146615466,-0.0028330788512891825,0.1268882175226586
primary_development_2022_2023_partial,s0_liquidity_matched,240,all,1d,331,-0.0030331000970732374,-0.0019983321992905595,0.44108761329305135
primary_development_2022_2023_partial,s0_liquidity_matched,240,all,5d,331,-0.0025766481069796894,0.0005789830696387715,0.5075528700906344
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge1,60m,331,-0.0031961908722268843,-0.003335655117192774,0.31722054380664655
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge1,1d,331,-0.004888395907678811,-0.0027689663633691424,0.45317220543806647
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge1,5d,331,-0.015364298120776004,-0.016539327461190134,0.3595166163141994
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge2,60m,329,-0.0038905374884241556,-0.004543177999231871,0.3617021276595745
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge2,1d,329,-0.0036729373046686374,-0.005859348736688833,0.46504559270516715
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge2,5d,329,-0.020972858604728667,-0.03075168788609252,0.3586626139817629
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge3,60m,299,-0.0027196959451987928,-0.0030162529300137297,0.431438127090301
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge3,1d,299,0.0005102285733137758,0.006429474428186288,0.5250836120401338
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge3,5d,297,-0.02075747082144996,-0.04411605739703553,0.37037037037037035
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge4,60m,248,-0.001916726626915086,-0.0030162529300138408,0.3911290322580645
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge4,1d,248,-0.0015587659073326655,-0.002801877476921462,0.4838709677419355
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge4,5d,248,-0.02468289063276084,-0.050429829885658625,0.3709677419354839
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge5,60m,188,1.339849895671535e-05,-0.0030162529300138408,0.3776595744680851
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge5,1d,188,0.003796352617570212,0.009154276087112438,0.526595744680851
primary_development_2022_2023_partial,s0_liquidity_matched,240,ge5,5d,184,-0.02545859354523545,-0.06441247711992003,0.391304347826087
primary_development_2022_2023_partial,s0_random_matched,10,all,60m,331,-0.0029885559119935553,-0.002880841085812709,0.11782477341389729
primary_development_2022_2023_partial,s0_random_matched,10,all,1d,331,-0.0028025876257780913,-0.0019364017250342385,0.44410876132930516
primary_development_2022_2023_partial,s0_random_matched,10,all,5d,331,-0.002448588265442548,0.0003975588859479718,0.5045317220543807
primary_development_2022_2023_partial,s0_random_matched,10,ge1,60m,331,-0.00363684800794525,-0.003367194756207216,0.19939577039274925
primary_development_2022_2023_partial,s0_random_matched,10,ge1,1d,331,-0.004787626950477395,-0.004019461459878706,0.4229607250755287
primary_development_2022_2023_partial,s0_random_matched,10,ge1,5d,331,-0.014050591837815426,-0.014021514447935339,0.3504531722054381
primary_development_2022_2023_partial,s0_random_matched,10,ge2,60m,331,-0.0031111241486936492,-0.0029753398312188616,0.3595166163141994
primary_development_2022_2023_partial,s0_random_matched,10,ge2,1d,331,-0.0025761152559916262,-0.005957987344882574,0.4380664652567976
primary_development_2022_2023_partial,s0_random_matched,10,ge2,5d,331,-0.011229949346742816,-0.02109524784470461,0.3957703927492447
primary_development_2022_2023_partial,s0_random_matched,10,ge3,60m,313,-0.001857885214814973,-0.0014516379898717642,0.43450479233226835
primary_development_2022_2023_partial,s0_random_matched,10,ge3,1d,313,0.003770683491900926,0.0028602002307083784,0.5207667731629393
primary_development_2022_2023_partial,s0_random_matched,10,ge3,5d,313,-0.0030180639518926676,-0.020715602969304865,0.4249201277955272
primary_development_2022_2023_partial,s0_random_matched,10,ge4,60m,282,-0.001371508292556044,-0.0015453127544913445,0.46099290780141844
primary_development_2022_2023_partial,s0_random_matched,10,ge4,1d,282,0.004736693094759796,0.0025976060156840076,0.5070921985815603
primary_development_2022_2023_partial,s0_random_matched,10,ge4,5d,281,0.00651628833634244,-0.0137223136265609,0.4697508896797153
primary_development_2022_2023_partial,s0_random_matched,10,ge5,60m,234,0.0010282387115965268,0.0038860532876316863,0.5341880341880342
primary_development_2022_2023_partial,s0_random_matched,10,ge5,1d,234,0.013793350875801696,0.019949357786706538,0.5897435897435898
primary_development_2022_2023_partial,s0_random_matched,10,ge5,5d,229,0.022076662195969515,-0.013897210814350774,0.47161572052401746
primary_development_2022_2023_partial,s0_random_matched,20,all,60m,331,-0.002992963157579813,-0.0028440829077286396,0.11782477341389729
primary_development_2022_2023_partial,s0_random_matched,20,all,1d,331,-0.002806923717948781,-0.0019128665083777683,0.44410876132930516
primary_development_2022_2023_partial,s0_random_matched,20,all,5d,331,-0.0024616322207451475,0.00042489576384922986,0.5075528700906344
primary_development_2022_2023_partial,s0_random_matched,20,ge1,60m,331,-0.0037506021211605217,-0.0035871986930237367,0.1903323262839879
primary_development_2022_2023_partial,s0_random_matched,20,ge1,1d,331,-0.005316381410604122,-0.005052049798958082,0.4229607250755287
primary_development_2022_2023_partial,s0_random_matched,20,ge1,5d,331,-0.01573155426687013,-0.015675448325621757,0.3474320241691843
primary_development_2022_2023_partial,s0_random_matched,20,ge2,60m,331,-0.003039315000728262,-0.003249914879690872,0.3685800604229607
primary_development_2022_2023_partial,s0_random_matched,20,ge2,1d,331,-0.0034957054482165936,-0.007669555454110133,0.4169184290030212
primary_development_2022_2023_partial,s0_random_matched,20,ge2,5d,331,-0.014486362786242738,-0.0207409870507233,0.3716012084592145
primary_development_2022_2023_partial,s0_random_matched,20,ge3,60m,313,-0.0014864566140881936,-0.0019137925667877208,0.43769968051118213
primary_development_2022_2023_partial,s0_random_matched,20,ge3,1d,313,0.0034909228211577807,0.0031499114253822993,0.5239616613418531
primary_development_2022_2023_partial,s0_random_matched,20,ge3,5d,313,-0.0041753320924130585,-0.021734417972480033,0.43450479233226835
primary_development_2022_2023_partial,s0_random_matched,20,ge4,60m,282,-0.0013764433142816862,-0.00043700363327362857,0.49645390070921985
primary_development_2022_2023_partial,s0_random_matched,20,ge4,1d,282,0.004539441580153636,0.004286384749393463,0.5106382978723404
primary_development_2022_2023_partial,s0_random_matched,20,ge4,5d,281,0.006704278231620005,-0.011682416548771335,0.46619217081850534
primary_development_2022_2023_partial,s0_random_matched,20,ge5,60m,234,0.0001923663905430856,0.0012793042859427783,0.5299145299145299
primary_development_2022_2023_partial,s0_random_matched,20,ge5,1d,234,0.013387342444624525,0.017340592352101787,0.5897435897435898
primary_development_2022_2023_partial,s0_random_matched,20,ge5,5d,229,0.022283448584287636,-0.013019434338742641,0.45414847161572053
primary_development_2022_2023_partial,s0_random_matched,40,all,60m,331,-0.002993797166521891,-0.0028856558931036566,0.12084592145015106
primary_development_2022_2023_partial,s0_random_matched,40,all,1d,331,-0.002806677250537149,-0.0018675172696358505,0.44410876132930516
primary_development_2022_2023_partial,s0_random_matched,40,all,5d,331,-0.0024673385161347165,0.0003265271785345765,0.5045317220543807
primary_development_2022_2023_partial,s0_random_matched,40,ge1,60m,331,-0.003954954110587781,-0.004026880458457235,0.1691842900302115
primary_development_2022_2023_partial,s0_random_matched,40,ge1,1d,331,-0.0056687903756109615,-0.005116767775737575,0.4169184290030212
primary_development_2022_2023_partial,s0_random_matched,40,ge1,5d,331,-0.017076401558690116,-0.017014707247859837,0.3504531722054381
primary_development_2022_2023_partial,s0_random_matched,40,ge2,60m,331,-0.0038797242386667684,-0.0038193231547872775,0.3413897280966767
primary_development_2022_2023_partial,s0_random_matched,40,ge2,1d,331,-0.004629924931572294,-0.008629584112289677,0.4169184290030212
primary_development_2022_2023_partial,s0_random_matched,40,ge2,5d,331,-0.02081561415392835,-0.02900051635323108,0.3413897280966767
primary_development_2022_2023_partial,s0_random_matched,40,ge3,60m,308,-0.0029585638892947043,-0.0025992784834463116,0.4448051948051948
primary_development_2022_2023_partial,s0_random_matched,40,ge3,1d,308,0.0007100638675786877,-0.0005353407897969847,0.4967532467532468
primary_development_2022_2023_partial,s0_random_matched,40,ge3,5d,308,-0.016464302795314165,-0.038131601120796915,0.37012987012987014
primary_development_2022_2023_partial,s0_random_matched,40,ge4,60m,268,-0.001267577943227903,-0.0008977454414700089,0.458955223880597
primary_development_2022_2023_partial,s0_random_matched,40,ge4,1d,268,0.0024727882147340396,-0.0005411251664317428,0.4925373134328358
primary_development_2022_2023_partial,s0_random_matched,40,ge4,5d,267,-0.008865286084184527,-0.027559398920329596,0.4044943820224719
primary_development_2022_2023_partial,s0_random_matched,40,ge5,60m,216,0.0004210063545369754,0.001508690079506568,0.5370370370370371
primary_development_2022_2023_partial,s0_random_matched,40,ge5,1d,216,0.011412167317125998,0.013762041954306026,0.5462962962962963
primary_development_2022_2023_partial,s0_random_matched,40,ge5,5d,209,-0.0015259275947510698,-0.028846344606938207,0.41626794258373206
primary_development_2022_2023_partial,s0_random_matched,60,all,60m,331,-0.0029875721243918085,-0.002890121946087243,0.12084592145015106
primary_development_2022_2023_partial,s0_random_matched,60,all,1d,331,-0.0028003885749996486,-0.0019349430279739098,0.44108761329305135
primary_development_2022_2023_partial,s0_random_matched,60,all,5d,331,-0.0024607911826534513,0.0003945979437150529,0.5045317220543807
primary_development_2022_2023_partial,s0_random_matched,60,ge1,60m,331,-0.003910287468521978,-0.003856598464671388,0.18126888217522658
primary_development_2022_2023_partial,s0_random_matched,60,ge1,1d,331,-0.005708308553967689,-0.005302246560526778,0.4169184290030212
primary_development_2022_2023_partial,s0_random_matched,60,ge1,5d,331,-0.0173694561590258,-0.015223456835739155,0.3413897280966767
primary_development_2022_2023_partial,s0_random_matched,60,ge2,60m,331,-0.003506402506153715,-0.0036342056604340375,0.3504531722054381
primary_development_2022_2023_partial,s0_random_matched,60,ge2,1d,331,-0.0047489406821970975,-0.008976830149292426,0.4199395770392749
primary_development_2022_2023_partial,s0_random_matched,60,ge2,5d,331,-0.02210436584268535,-0.028521410768814655,0.338368580060423
primary_development_2022_2023_partial,s0_random_matched,60,ge3,60m,306,-0.0030545214893730067,-0.0029214032995530798,0.42483660130718953
primary_development_2022_2023_partial,s0_random_matched,60,ge3,1d,306,0.0002760435430508069,-0.0011438386913517652,0.4934640522875817
primary_development_2022_2023_partial,s0_random_matched,60,ge3,5d,306,-0.019331238656853534,-0.035289393208933775,0.35947712418300654
primary_development_2022_2023_partial,s0_random_matched,60,ge4,60m,262,-0.0020039979638288344,-0.002056096488475335,0.45038167938931295
primary_development_2022_2023_partial,s0_random_matched,60,ge4,1d,261,0.00020542545010733884,-0.005147330586954928,0.47126436781609193
primary_development_2022_2023_partial,s0_random_matched,60,ge4,5d,261,-0.016145255551564458,-0.03314633327409529,0.40229885057471265
primary_development_2022_2023_partial,s0_random_matched,60,ge5,60m,204,-0.0007855904605955243,0.00016466818387607385,0.5049019607843137
primary_development_2022_2023_partial,s0_random_matched,60,ge5,1d,203,0.006184823372463026,0.012262052481558788,0.5270935960591133
primary_development_2022_2023_partial,s0_random_matched,60,ge5,5d,197,-0.018677319577952718,-0.03660968752308266,0.40609137055837563
primary_development_2022_2023_partial,s0_random_matched,120,all,60m,331,-0.0029887616964131246,-0.002857423516958024,0.11782477341389729
primary_development_2022_2023_partial,s0_random_matched,120,all,1d,331,-0.0027983524484425314,-0.0018931692214382405,0.44108761329305135
primary_development_2022_2023_partial,s0_random_matched,120,all,5d,331,-0.0024455546242878284,0.0004101487974135123,0.5045317220543807
primary_development_2022_2023_partial,s0_random_matched,120,ge1,60m,331,-0.00383185531344507,-0.003788096468936289,0.17220543806646527
primary_development_2022_2023_partial,s0_random_matched,120,ge1,1d,331,-0.005604966700963227,-0.004993388319347404,0.4108761329305136
primary_development_2022_2023_partial,s0_random_matched,120,ge1,5d,331,-0.017199184564722223,-0.015153041282981549,0.34441087613293053
primary_development_2022_2023_partial,s0_random_matched,120,ge2,60m,330,-0.003531405184938962,-0.0037098742610144377,0.35454545454545455
primary_development_2022_2023_partial,s0_random_matched,120,ge2,1d,330,-0.0044022329916904015,-0.008241697669909082,0.4303030303030303
primary_development_2022_2023_partial,s0_random_matched,120,ge2,5d,330,-0.021582028223341775,-0.026985507566835,0.3393939393939394
primary_development_2022_2023_partial,s0_random_matched,120,ge3,60m,305,-0.0025295611502211567,-0.0020385907594108,0.4459016393442623
primary_development_2022_2023_partial,s0_random_matched,120,ge3,1d,305,0.0008938875086965023,-1.9736548771909224e-05,0.49836065573770494
primary_development_2022_2023_partial,s0_random_matched,120,ge3,5d,305,-0.01883541858670515,-0.03395101381063558,0.3704918032786885
primary_development_2022_2023_partial,s0_random_matched,120,ge4,60m,262,-0.002424085144054957,-0.002453189331118059,0.4541984732824427
primary_development_2022_2023_partial,s0_random_matched,120,ge4,1d,261,-0.00010468034303165165,-0.004587373212473138,0.47509578544061304
primary_development_2022_2023_partial,s0_random_matched,120,ge4,5d,261,-0.017613343356055206,-0.03211158764487001,0.39846743295019155
primary_development_2022_2023_partial,s0_random_matched,120,ge5,60m,200,-0.0014320839597007171,-1.3174174933371086e-05,0.5
primary_development_2022_2023_partial,s0_random_matched,120,ge5,1d,199,0.005327056588227897,0.007896206390781119,0.5175879396984925
primary_development_2022_2023_partial,s0_random_matched,120,ge5,5d,194,-0.019456163657727323,-0.04614779230324054,0.4020618556701031
