sample_group,strategy_id,ma_period,threshold,metric,horizon,observed_count,mean,median,win_rate,profit_factor,symbol_count,date_count
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge2,net,60m,38,-0.0065821033336753,,0.3157894736842105,0.5896887563137584,,15
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge2,net,1d,38,-0.0084935213620598,,0.4473684210526316,0.6740773806879722,,15
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge2,net,5d,38,-0.0265844341556651,,0.3947368421052631,0.5327453369985466,,15
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge3,net,60m,1,-0.0479384857195043,,0.0,,,1
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge3,net,1d,1,-0.0856151970913354,,0.0,,,1
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge3,net,5d,1,-0.0798187799572075,,0.0,,,1
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,all,net,60m,226906,-0.0026697497130807,,0.3365270199994711,0.5790702157968706,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,all,net,1d,226607,-0.0024208082338377,,0.4307545662755342,0.8045319307312104,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,all,net,5d,226492,-0.0029917307002541,,0.4550491849601752,0.8770034804592899,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge1,net,60m,1749,-0.0024689923649815,,0.4059462550028588,0.76365499869676,,243
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge1,net,1d,1743,-0.0030298575730484,,0.4377510040160642,0.8424179423802073,,242
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge1,net,5d,1745,-0.005516571285778,,0.4372492836676218,0.8468407218418267,,243
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge2,net,60m,62,0.0002645619450745,,0.5645161290322581,1.0182603416868512,,26
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge2,net,1d,62,-0.0011382212991612,,0.4516129032258064,0.9524008945445408,,26
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge2,net,5d,62,0.0037965575056119,,0.5,1.0940206544743651,,26
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge3,net,60m,7,-0.0185103672348633,,0.4285714285714285,0.1410934358457035,,3
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge3,net,1d,7,-0.0392266354949278,,0.1428571428571428,0.1521779824152689,,3
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge3,net,5d,7,-0.0943308562547123,,0.0,,,3
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,all,net,60m,171331,-0.0027662766108696,,0.3314694947207452,0.5607790019987535,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,all,net,1d,171106,-0.0024762483909293,,0.4247893118885369,0.7962478175291302,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,all,net,5d,170995,-0.0017694315886146,,0.4561653849527764,0.9222950609529932,,331
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge1,net,60m,1698,-0.0067955852078032,,0.3433451118963486,0.4921974103650418,,237
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge1,net,1d,1694,-0.0082774521695888,,0.3748524203069657,0.6505614601281801,,237
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge1,net,5d,1696,-0.0150635319155295,,0.3862028301886792,0.6370067558221055,,237
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge2,net,60m,147,-0.0081762308175655,,0.3945578231292517,0.5625655085486575,,56
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge2,net,1d,146,-0.0132175036979353,,0.3904109589041096,0.6484470765147782,,55
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge2,net,5d,147,-0.0311524194846497,,0.3537414965986394,0.4793674940969752,,56
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge3,net,60m,20,-0.0278480014965274,,0.3,0.119628470266775,,11
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge3,net,1d,20,-0.0386157153006547,,0.3,0.2450586800081697,,11
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge3,net,5d,20,-0.0349709958885766,,0.4,0.6215211409673694,,11
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge4,net,60m,4,-0.0291866236283483,,0.25,0.0746642342831052,,2
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge4,net,1d,4,-0.060324989565355,,0.25,0.3140322415828266,,2
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge4,net,5d,4,-0.1712805582360942,,0.25,0.108058151860065,,2
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge5,net,60m,3,-0.0420555430935729,,0.0,,,1
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge5,net,1d,3,-0.1172552476898742,,0.0,,,1
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,ge5,net,5d,3,-0.2560414427514297,,0.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,10,all,net,60m,1261901,-0.0029621780659231,,0.3150223353496035,0.5035653564435226,,331
primary_development_2022_2023_partial,s1_near_reversal,10,all,net,1d,1260231,-0.0026501670781323,,0.4219623227805061,0.7714178750784368,,331
primary_development_2022_2023_partial,s1_near_reversal,10,all,net,5d,1259574,-0.002698359737955,,0.4506507755796801,0.8807325493671708,,331
primary_development_2022_2023_partial,s1_near_reversal,10,ge1,net,60m,8451,-0.0067057921705972,,0.3470595195834812,0.5574571766070736,,326
primary_development_2022_2023_partial,s1_near_reversal,10,ge1,net,1d,8442,-0.0134683251537845,,0.3778725420516465,0.5623626471015082,,326
primary_development_2022_2023_partial,s1_near_reversal,10,ge1,net,5d,8433,-0.0303920619496001,,0.3459030001185817,0.50744009481337,,326
primary_development_2022_2023_partial,s1_near_reversal,10,ge2,net,60m,2431,-0.0118474010869317,,0.3319621554915672,0.4827029710570014,,305
primary_development_2022_2023_partial,s1_near_reversal,10,ge2,net,1d,2430,-0.0295155039565033,,0.3316872427983539,0.4117414349007436,,305
primary_development_2022_2023_partial,s1_near_reversal,10,ge2,net,5d,2421,-0.0572021420311228,,0.2812887236679058,0.3674192526692005,,305
primary_development_2022_2023_partial,s1_near_reversal,10,ge3,net,60m,1075,-0.0142444380174125,,0.3237209302325581,0.471720580488995,,248
primary_development_2022_2023_partial,s1_near_reversal,10,ge3,net,1d,1074,-0.0395382814416777,,0.3407821229050279,0.3758967300320554,,248
primary_development_2022_2023_partial,s1_near_reversal,10,ge3,net,5d,1068,-0.0784557720253616,,0.2528089887640449,0.319924731168035,,247
primary_development_2022_2023_partial,s1_near_reversal,10,ge4,net,60m,529,-0.0131209770550167,,0.330812854442344,0.5002727169825261,,170
primary_development_2022_2023_partial,s1_near_reversal,10,ge4,net,1d,529,-0.0381138829444312,,0.3705103969754253,0.3920866510559071,,170
primary_development_2022_2023_partial,s1_near_reversal,10,ge4,net,5d,524,-0.0881211995053606,,0.2862595419847328,0.3108870909052917,,168
primary_development_2022_2023_partial,s1_near_reversal,10,ge5,net,60m,281,-0.0099655934109554,,0.3665480427046263,0.5867005319735954,,115
primary_development_2022_2023_partial,s1_near_reversal,10,ge5,net,1d,281,-0.0302471202422653,,0.4092526690391459,0.4831882965025338,,115
primary_development_2022_2023_partial,s1_near_reversal,10,ge5,net,5d,276,-0.0863296987164746,,0.3007246376811594,0.3617528155505181,,113
primary_development_2022_2023_partial,s1_near_reversal,20,all,net,60m,867583,-0.0029452524391249,,0.3141716700304178,0.5022819874771945,,331
primary_development_2022_2023_partial,s1_near_reversal,20,all,net,1d,866494,-0.0025187211336839,,0.4216994001112529,0.7808508570032359,,331
primary_development_2022_2023_partial,s1_near_reversal,20,all,net,5d,866020,-0.0024720036891532,,0.4558474400129327,0.8902471113747212,,331
primary_development_2022_2023_partial,s1_near_reversal,20,ge1,net,60m,2269,-0.0054393010468519,,0.379021595416483,0.5989693069801487,,285
primary_development_2022_2023_partial,s1_near_reversal,20,ge1,net,1d,2265,-0.0060140633874327,,0.4406181015452539,0.7738734307966832,,283
primary_development_2022_2023_partial,s1_near_reversal,20,ge1,net,5d,2267,-0.0145452123524841,,0.4217026907807675,0.7367365248695827,,285
primary_development_2022_2023_partial,s1_near_reversal,20,ge2,net,60m,70,-0.0264858231317274,,0.2571428571428571,0.1810798737110091,,40
primary_development_2022_2023_partial,s1_near_reversal,20,ge2,net,1d,70,-0.0125882305222664,,0.3714285714285714,0.7402426848261957,,40
primary_development_2022_2023_partial,s1_near_reversal,20,ge2,net,5d,70,-0.0620002981403319,,0.2714285714285714,0.3368874150749423,,40
primary_development_2022_2023_partial,s1_near_reversal,20,ge3,net,60m,1,-0.0196499755088664,,0.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge3,net,1d,1,0.0146570773100171,,1.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge3,net,5d,1,0.1175782357666685,,1.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge4,net,60m,1,-0.0196499755088664,,0.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge4,net,1d,1,0.0146570773100171,,1.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge4,net,5d,1,0.1175782357666685,,1.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,20,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,20,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,20,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,all,net,60m,587190,-0.0028534834825806,,0.3203971457279586,0.5177597755696812,,331
primary_development_2022_2023_partial,s1_near_reversal,40,all,net,1d,586473,-0.0023967053017961,,0.427305263839938,0.7904800879790873,,331
primary_development_2022_2023_partial,s1_near_reversal,40,all,net,5d,586132,-0.0026005326419442,,0.4556106815529607,0.8862893799383301,,331
primary_development_2022_2023_partial,s1_near_reversal,40,ge1,net,60m,1708,-0.0049273437167204,,0.376463700234192,0.5789552193337023,,232
primary_development_2022_2023_partial,s1_near_reversal,40,ge1,net,1d,1701,-0.0051221760202934,,0.4609053497942387,0.7781679757179427,,232
primary_development_2022_2023_partial,s1_near_reversal,40,ge1,net,5d,1703,-0.0123255970494543,,0.4374633000587199,0.7487553538932296,,231
primary_development_2022_2023_partial,s1_near_reversal,40,ge2,net,60m,33,-0.0075299099973112,,0.2424242424242424,0.5686479282043005,,15
primary_development_2022_2023_partial,s1_near_reversal,40,ge2,net,1d,33,-0.00806299048482,,0.5454545454545454,0.694600340458521,,15
primary_development_2022_2023_partial,s1_near_reversal,40,ge2,net,5d,33,-0.0699323949461586,,0.3333333333333333,0.2597127101161386,,15
primary_development_2022_2023_partial,s1_near_reversal,40,ge3,net,60m,4,-0.0134795751250736,,0.0,,,2
primary_development_2022_2023_partial,s1_near_reversal,40,ge3,net,1d,4,-0.0072949295465318,,0.75,0.6972984510929237,,2
primary_development_2022_2023_partial,s1_near_reversal,40,ge3,net,5d,4,-0.0003741615678838,,0.75,0.9830231594574904,,2
primary_development_2022_2023_partial,s1_near_reversal,40,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,40,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,all,net,60m,470489,-0.0027391510631279,,0.3238205356554563,0.5365676810340463,,331
primary_development_2022_2023_partial,s1_near_reversal,60,all,net,1d,469950,-0.0023381246527437,,0.4313990850090435,0.7980239220465313,,331
primary_development_2022_2023_partial,s1_near_reversal,60,all,net,5d,469582,-0.0027859232690752,,0.4559842583403963,0.8802966795140071,,331
primary_development_2022_2023_partial,s1_near_reversal,60,ge1,net,60m,1785,-0.0037972466124996,,0.3843137254901961,0.6448030792295355,,245
primary_development_2022_2023_partial,s1_near_reversal,60,ge1,net,1d,1785,-0.0019262448983778,,0.4997198879551821,0.9064902191091644,,245
primary_development_2022_2023_partial,s1_near_reversal,60,ge1,net,5d,1778,-0.0056524979411036,,0.467379077615298,0.8673570070362234,,244
primary_development_2022_2023_partial,s1_near_reversal,60,ge2,net,60m,33,-0.0087040909901345,,0.1818181818181818,0.4150968026944748,,14
primary_development_2022_2023_partial,s1_near_reversal,60,ge2,net,1d,33,-0.0165752548817585,,0.3636363636363636,0.4171463286808909,,14
primary_development_2022_2023_partial,s1_near_reversal,60,ge2,net,5d,33,-0.0418857172301538,,0.3939393939393939,0.3777418751581966,,14
primary_development_2022_2023_partial,s1_near_reversal,60,ge3,net,60m,2,-0.0273087011149619,,0.0,,,2
primary_development_2022_2023_partial,s1_near_reversal,60,ge3,net,1d,2,-0.0617559593923488,,0.0,,,2
primary_development_2022_2023_partial,s1_near_reversal,60,ge3,net,5d,2,-0.1143018856419082,,0.0,,,2
primary_development_2022_2023_partial,s1_near_reversal,60,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,60,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,all,net,60m,305543,-0.0028440070822563,,0.3271716255977064,0.5382873416576939,,331
primary_development_2022_2023_partial,s1_near_reversal,120,all,net,1d,305162,-0.0026597936388715,,0.4284281791310845,0.7795547777103073,,331
primary_development_2022_2023_partial,s1_near_reversal,120,all,net,5d,304983,-0.0032129942364131,,0.4539564500316411,0.8650386904950482,,331
primary_development_2022_2023_partial,s1_near_reversal,120,ge1,net,60m,2025,-0.0024370861039665,,0.4054320987654321,0.7535586745961189,,248
primary_development_2022_2023_partial,s1_near_reversal,120,ge1,net,1d,2018,-0.0028500960869078,,0.4400396432111001,0.8451890377894069,,247
primary_development_2022_2023_partial,s1_near_reversal,120,ge1,net,5d,2019,-0.006743638957506,,0.4442793462109955,0.8099969325840995,,248
primary_development_2022_2023_partial,s1_near_reversal,120,ge2,net,60m,60,-9.786325229099724e-05,,0.55,0.9922060364299522,,28
primary_development_2022_2023_partial,s1_near_reversal,120,ge2,net,1d,60,0.000435603862566,,0.4666666666666667,1.022991774717174,,28
primary_development_2022_2023_partial,s1_near_reversal,120,ge2,net,5d,60,0.010890262480417,,0.5166666666666667,1.3397795967651327,,28
primary_development_2022_2023_partial,s1_near_reversal,120,ge3,net,60m,7,-0.0055483340913043,,0.5714285714285714,0.6683064347708054,,3
primary_development_2022_2023_partial,s1_near_reversal,120,ge3,net,1d,7,-0.0282799443043809,,0.1428571428571428,0.2244522984276318,,3
primary_development_2022_2023_partial,s1_near_reversal,120,ge3,net,5d,7,-0.0839614842639257,,0.0,,,3
primary_development_2022_2023_partial,s1_near_reversal,120,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,120,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_near_reversal,240,all,net,60m,232917,-0.0028950855613804,,0.3224968551028907,0.5222564769671945,,331
primary_development_2022_2023_partial,s1_near_reversal,240,all,net,1d,232632,-0.0028005076740592,,0.4197358918807387,0.7630113719533607,,331
primary_development_2022_2023_partial,s1_near_reversal,240,all,net,5d,232488,-0.002057294669737,,0.4540234334675338,0.9075677797686604,,331
primary_development_2022_2023_partial,s1_near_reversal,240,ge1,net,60m,1913,-0.0057918309359149,,0.3465760585467851,0.5253874732415942,,238
primary_development_2022_2023_partial,s1_near_reversal,240,ge1,net,1d,1911,-0.0057440089832576,,0.3846153846153846,0.7284751295982544,,238
primary_development_2022_2023_partial,s1_near_reversal,240,ge1,net,5d,1908,-0.0116946697650564,,0.4077568134171908,0.6995855277894774,,238
primary_development_2022_2023_partial,s1_near_reversal,240,ge2,net,60m,128,-0.0084121890640946,,0.3515625,0.5796388881862949,,49
primary_development_2022_2023_partial,s1_near_reversal,240,ge2,net,1d,128,-0.0162552258296837,,0.34375,0.5785325881516613,,49
primary_development_2022_2023_partial,s1_near_reversal,240,ge2,net,5d,128,-0.0300005092546051,,0.3671875,0.4735553771050978,,49
primary_development_2022_2023_partial,s1_near_reversal,240,ge3,net,60m,18,-0.0278180609815312,,0.1666666666666666,0.1675442098684927,,11
primary_development_2022_2023_partial,s1_near_reversal,240,ge3,net,1d,18,-0.0354343792155627,,0.2777777777777778,0.2073072953335058,,11
primary_development_2022_2023_partial,s1_near_reversal,240,ge3,net,5d,18,-0.0173209332526078,,0.4444444444444444,0.7705368444213305,,11
primary_development_2022_2023_partial,s1_near_reversal,240,ge4,net,60m,3,-0.0207667156986647,,0.0,,,2
primary_development_2022_2023_partial,s1_near_reversal,240,ge4,net,1d,3,-0.0474686356257529,,0.3333333333333333,0.2116537662654939,,2
primary_development_2022_2023_partial,s1_near_reversal,240,ge4,net,5d,3,-0.1483937369027582,,0.3333333333333333,0.0460694630423387,,2
primary_development_2022_2023_partial,s1_near_reversal,240,ge5,net,60m,2,-0.0113522374372878,,0.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,240,ge5,net,1d,2,-0.09031939316984,,0.0,,,1
primary_development_2022_2023_partial,s1_near_reversal,240,ge5,net,5d,2,-0.2333404757793351,,0.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,10,all,net,60m,1229410,-0.0027778961941631,,0.330358464629375,0.5501199355008117,,331
primary_development_2022_2023_partial,s1_touch_immediate,10,all,net,1d,1227623,-0.0026041078810313,,0.425080826931395,0.7847207084674394,,331
primary_development_2022_2023_partial,s1_touch_immediate,10,all,net,5d,1227039,-0.002638180950442,,0.4520035630489332,0.886673737937899,,331
primary_development_2022_2023_partial,s1_touch_immediate,10,ge1,net,60m,9224,-0.0040089854709725,,0.401561144839549,0.7317129431529087,,326
primary_development_2022_2023_partial,s1_touch_immediate,10,ge1,net,1d,9212,-0.0123541075985667,,0.3890577507598784,0.6146956103131556,,326
primary_development_2022_2023_partial,s1_touch_immediate,10,ge1,net,5d,9206,-0.0316563013828858,,0.3420595263958288,0.5094770771933997,,326
primary_development_2022_2023_partial,s1_touch_immediate,10,ge2,net,60m,3084,-0.0061473528656207,,0.4147211413748379,0.7126867869152649,,307
primary_development_2022_2023_partial,s1_touch_immediate,10,ge2,net,1d,3082,-0.0241291088191163,,0.3549643088903309,0.5059299805382803,,307
primary_development_2022_2023_partial,s1_touch_immediate,10,ge2,net,5d,3072,-0.05409501733901,,0.2919921875,0.3937357287470363,,307
primary_development_2022_2023_partial,s1_touch_immediate,10,ge3,net,60m,1451,-0.0074675083112055,,0.4210889042039972,0.6960610010591181,,257
primary_development_2022_2023_partial,s1_touch_immediate,10,ge3,net,1d,1450,-0.0326107859488374,,0.3558620689655172,0.4590149756582966,,257
primary_development_2022_2023_partial,s1_touch_immediate,10,ge3,net,5d,1443,-0.0723279634993962,,0.264033264033264,0.3514910812699916,,257
primary_development_2022_2023_partial,s1_touch_immediate,10,ge4,net,60m,729,-0.0058611193367102,,0.429355281207133,0.7569787020594204,,196
primary_development_2022_2023_partial,s1_touch_immediate,10,ge4,net,1d,729,-0.0304319784751148,,0.382716049382716,0.4924912853912958,,196
primary_development_2022_2023_partial,s1_touch_immediate,10,ge4,net,5d,722,-0.080363300238797,,0.2867036011080332,0.3505506874651262,,194
primary_development_2022_2023_partial,s1_touch_immediate,10,ge5,net,60m,378,-0.005301085917225,,0.4629629629629629,0.7759277317133725,,126
primary_development_2022_2023_partial,s1_touch_immediate,10,ge5,net,1d,378,-0.0255932981263595,,0.4153439153439153,0.5508342058838263,,126
primary_development_2022_2023_partial,s1_touch_immediate,10,ge5,net,5d,371,-0.0824839303820392,,0.2991913746630728,0.3834325508058032,,123
primary_development_2022_2023_partial,s1_touch_immediate,20,all,net,60m,831878,-0.0026430180750758,,0.3338999228252219,0.565958556133115,,331
primary_development_2022_2023_partial,s1_touch_immediate,20,all,net,1d,830752,-0.0023305588625919,,0.4274813662801895,0.8058119908064699,,331
primary_development_2022_2023_partial,s1_touch_immediate,20,all,net,5d,830349,-0.0023632382660434,,0.4577593277043749,0.898546986165192,,331
primary_development_2022_2023_partial,s1_touch_immediate,20,ge1,net,60m,2351,-0.0031035736771353,,0.4164185452998724,0.7639479235960869,,283
primary_development_2022_2023_partial,s1_touch_immediate,20,ge1,net,1d,2345,-0.0053984808165849,,0.4434968017057569,0.8021594897007651,,281
primary_development_2022_2023_partial,s1_touch_immediate,20,ge1,net,5d,2349,-0.0132357417826685,,0.4184759472115794,0.7643554281047122,,283
primary_development_2022_2023_partial,s1_touch_immediate,20,ge2,net,60m,70,-0.0183544812958397,,0.3285714285714285,0.4059423409151679,,40
primary_development_2022_2023_partial,s1_touch_immediate,20,ge2,net,1d,70,-0.0197998802591216,,0.3285714285714285,0.6148569840720011,,40
primary_development_2022_2023_partial,s1_touch_immediate,20,ge2,net,5d,70,-0.0462799263401004,,0.3,0.4834339082742604,,40
primary_development_2022_2023_partial,s1_touch_immediate,20,ge3,net,60m,3,-0.0227541902488108,,0.3333333333333333,0.4680319101290951,,3
primary_development_2022_2023_partial,s1_touch_immediate,20,ge3,net,1d,3,-0.0013089501611713,,0.6666666666666666,0.950066851644829,,3
primary_development_2022_2023_partial,s1_touch_immediate,20,ge3,net,5d,3,0.0364877486588528,,0.6666666666666666,2.2558397707765034,,3
primary_development_2022_2023_partial,s1_touch_immediate,20,ge4,net,60m,1,-0.0113331142194402,,0.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,20,ge4,net,1d,1,0.0146570773100171,,1.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,20,ge4,net,5d,1,0.1175782357666685,,1.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,20,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,20,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,20,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,all,net,60m,558865,-0.0025687412308931,,0.3401000241561021,0.5822685319654962,,331
primary_development_2022_2023_partial,s1_touch_immediate,40,all,net,1d,558117,-0.002202803571301,,0.4328106830646621,0.8166213106520368,,331
primary_development_2022_2023_partial,s1_touch_immediate,40,all,net,5d,557794,-0.0025061747143099,,0.4566434920418649,0.8944868712478417,,331
primary_development_2022_2023_partial,s1_touch_immediate,40,ge1,net,60m,1836,-0.0029693808812633,,0.4221132897603485,0.7466406496801923,,240
primary_development_2022_2023_partial,s1_touch_immediate,40,ge1,net,1d,1828,-0.003418085181776,,0.4677242888402625,0.8555571675385845,,240
primary_development_2022_2023_partial,s1_touch_immediate,40,ge1,net,5d,1830,-0.0105399249153757,,0.4377049180327869,0.7890082111187525,,239
primary_development_2022_2023_partial,s1_touch_immediate,40,ge2,net,60m,38,0.0112047542188447,,0.5,1.975217571861076,,16
primary_development_2022_2023_partial,s1_touch_immediate,40,ge2,net,1d,38,0.0227992172491974,,0.6052631578947368,2.5168936937347257,,16
primary_development_2022_2023_partial,s1_touch_immediate,40,ge2,net,5d,38,-0.0565240378764653,,0.3157894736842105,0.2966500722647992,,16
primary_development_2022_2023_partial,s1_touch_immediate,40,ge3,net,60m,4,0.0002367829993563,,0.5,1.037301270951679,,2
primary_development_2022_2023_partial,s1_touch_immediate,40,ge3,net,1d,4,0.0003569786551264,,0.75,1.0187797558419498,,2
primary_development_2022_2023_partial,s1_touch_immediate,40,ge3,net,5d,4,0.0073404023072999,,0.75,1.4342818762789382,,2
primary_development_2022_2023_partial,s1_touch_immediate,40,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,ge4,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,ge4,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,ge5,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,ge5,net,1d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,40,ge5,net,5d,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,60,all,net,60m,447673,-0.002470540127315,,0.344059168187494,0.6011239732889485,,331
primary_development_2022_2023_partial,s1_touch_immediate,60,all,net,1d,447119,-0.0021561436134337,,0.4358280457775223,0.8228911002389643,,331
primary_development_2022_2023_partial,s1_touch_immediate,60,all,net,5d,446766,-0.0027249809017684,,0.4561022996378417,0.8871490296852403,,331
primary_development_2022_2023_partial,s1_touch_immediate,60,ge1,net,60m,1933,-0.0019966389180991,,0.4138644593895499,0.816915033431178,,245
primary_development_2022_2023_partial,s1_touch_immediate,60,ge1,net,1d,1932,0.0002561117907728,,0.5056935817805382,1.0121139737063782,,245
primary_development_2022_2023_partial,s1_touch_immediate,60,ge1,net,5d,1926,-0.0020936032925137,,0.4771547248182762,0.951023254586432,,244
primary_development_2022_2023_partial,s1_touch_immediate,60,ge2,net,60m,46,-0.0008271811835871,,0.3043478260869565,0.9443480155302616,,18
primary_development_2022_2023_partial,s1_touch_immediate,60,ge2,net,1d,46,-0.0031026800003674,,0.5,0.8838840361006494,,18
primary_development_2022_2023_partial,s1_touch_immediate,60,ge2,net,5d,46,-0.0199050907259275,,0.5,0.6489048241971175,,18
primary_development_2022_2023_partial,s1_touch_immediate,60,ge3,net,60m,1,-0.0659535339502138,,0.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,60,ge3,net,1d,1,-0.0974221744603138,,0.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,60,ge3,net,5d,1,-0.0917006034584774,,0.0,,,1
primary_development_2022_2023_partial,s1_touch_immediate,60,ge4,net,60m,0,,,,,,0
primary_development_2022_2023_partial,s1_touch_immediate,60,ge4,net,1d,0,,,,,,0
