sample_group,strategy_id,ma_period,threshold,metric,horizon,observed_count,mean,median,win_rate,profit_factor,symbol_count,date_count
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge1,net,1d,2,-0.0021209251409706,,0.5,0.4226837234260061,,2
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge1,net,5d,2,-0.0078843980379184,,0.5,0.3965904287203924,,2
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,40,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,all,net,60m,4412,-0.0026459497381031,,0.3100634632819583,0.4854867091579439,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,60,all,net,1d,4404,-0.0024884322087286,,0.4037238873751135,0.7561385335906281,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,60,all,net,5d,4405,-0.0063525688908074,,0.3402951191827468,0.6662386103343245,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge1,net,60m,1,-0.0218580024273814,,0.0,,,1
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge1,net,1d,1,-0.0224921301405567,,0.0,,,1
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge1,net,5d,1,-0.0123460867297546,,0.0,,,1
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,60,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,all,net,60m,3450,-0.0026365910978816,,0.3202898550724637,0.49014803830474,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,120,all,net,1d,3447,-0.0032019111819927,,0.3881636205395996,0.7053542191160124,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,120,all,net,5d,3440,-0.0064306698299269,,0.3619186046511627,0.6723912429584451,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge1,net,60m,4,-0.0197595897568349,,0.0,,,2
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge1,net,1d,4,-0.0345232279678102,,0.0,,,2
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge1,net,5d,4,-0.0539317903818901,,0.0,,,2
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,120,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,all,net,60m,2251,-0.0024427776775828,,0.3362949800088849,0.5219022296838418,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,240,all,net,1d,2246,-0.0021662421115956,,0.402493321460374,0.7997761307627016,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,240,all,net,5d,2249,-0.0051120904401861,,0.3770564695420186,0.7391584675244897,,20
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge1,net,60m,5,-0.0089435307312526,,0.2,0.3711028910636864,,4
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge1,net,1d,5,-0.001241974063641,,0.2,0.9540619202571952,,4
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge1,net,5d,5,0.0027086672099581,,0.6,1.1318550264833376,,4
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ht_r3_core_pullback,240,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,all,net,60m,18296,-0.0018062666926675,,0.3519348491473546,0.5594499554043606,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,all,net,1d,18292,-0.0001944030620827,,0.4511808440848458,0.9732616933909896,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,all,net,5d,18287,-0.0045625163886242,,0.364739979220211,0.7235246065117822,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge1,net,60m,13,0.0121861419245541,,0.6923076923076923,2.491194013086171,,7
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge1,net,1d,13,-0.0005749830761005,,0.4615384615384615,0.9864639215777108,,7
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge1,net,5d,13,-0.0633204923170757,,0.2307692307692307,0.1424668147226387,,7
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge2,net,60m,4,-0.0026521645033964,,0.75,0.8241142217550957,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge2,net,1d,4,-0.0716546934957015,,0.25,0.2944133856522742,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge2,net,5d,4,-0.1156516263577099,,0.25,0.0543562422128278,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge3,net,60m,4,-0.0026521645033964,,0.75,0.8241142217550957,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge3,net,1d,4,-0.0716546934957015,,0.25,0.2944133856522742,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge3,net,5d,4,-0.1156516263577099,,0.25,0.0543562422128278,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge4,net,60m,2,-0.0263318767669099,,0.5,0.1268636180248831,,1
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge4,net,1d,2,-0.1504292531552707,,0.0,,,1
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge4,net,5d,2,-0.1292475434778412,,0.0,,,1
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,all,net,60m,14037,-0.0021283692232427,,0.3334758139203533,0.4987093308262376,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,all,net,1d,14036,-0.0014102480545083,,0.4142205756625819,0.8193882128732406,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,all,net,5d,14026,-0.0052227611438298,,0.349137316412377,0.6865142208286438,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge1,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge1,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge1,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,all,net,60m,9872,-0.0023324144996022,,0.3202998379254457,0.4897300817112306,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,all,net,1d,9870,-0.0021171629933616,,0.3980749746707193,0.7512683181701931,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,all,net,5d,9866,-0.0073448067047178,,0.3279951348064058,0.5894113704751075,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge1,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge1,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge1,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,all,net,60m,8262,-0.0022565142295437,,0.3281287823771484,0.5045953324096286,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,all,net,1d,8256,-0.001982689907212,,0.409156976744186,0.7710800081226534,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,all,net,5d,8259,-0.0079826344912046,,0.3177140089599225,0.5668437571181865,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge1,net,60m,3,0.0012234417092432,,0.3333333333333333,1.40898142382121,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge1,net,1d,3,0.0006827557236233,,0.3333333333333333,1.059466810674898,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge1,net,5d,3,-0.0002632376825972,,0.6666666666666666,0.9899175881138748,,2
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,all,net,60m,5639,-0.0019673736178155,,0.3474020216350417,0.5657913974213729,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,all,net,1d,5638,-0.0006857700248066,,0.4480312167435261,0.9160611560081896,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,all,net,5d,5635,-0.0049389307770191,,0.3698314108251996,0.7157035145375602,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge1,net,60m,13,-0.0102493489386454,,0.3076923076923077,0.1990863860098246,,4
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge1,net,1d,13,-0.0204776105194539,,0.3076923076923077,0.0829519239151275,,4
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge1,net,5d,13,-0.0839393283249544,,0.0769230769230769,0.0124588738308734,,4
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,all,net,60m,3443,-0.0020776349303112,,0.3404008132442637,0.5584335557263256,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,all,net,1d,3438,-0.0006168457286778,,0.4284467713787085,0.9248996524930608,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,all,net,5d,3443,-0.0050404939153911,,0.3668312518152773,0.714642395672591,,11
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge1,net,60m,4,-0.0101912453772306,,0.25,0.2181688976417571,,3
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge1,net,1d,4,-0.0242546093542867,,0.0,,,3
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge1,net,5d,4,-0.0332278868141605,,0.25,0.1916419768113839,,3
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,10,all,net,60m,50539,-0.0027989418826632,,0.2792299016601041,0.3777519038750243,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,all,net,1d,50502,-0.0027564763006958,,0.3861431230446319,0.6749061379808649,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,all,net,5d,50508,-0.0072598020975259,,0.3379266650827591,0.580103710608682,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge1,net,60m,195,-0.0082244148385609,,0.2923076923076923,0.4897463784511096,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge1,net,1d,192,-0.0172122424170482,,0.3541666666666667,0.4815194537253743,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge1,net,5d,195,-0.0309142861660708,,0.3076923076923077,0.5314561348679256,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge2,net,60m,61,-0.0107527809121461,,0.360655737704918,0.5664141233907308,,16
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge2,net,1d,59,-0.0401997930558267,,0.3050847457627119,0.3350275366178797,,16
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge2,net,5d,62,-0.0617434510859597,,0.2258064516129032,0.3334188138964359,,16
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge3,net,60m,21,-0.0086697597212441,,0.4761904761904761,0.6536475576744766,,10
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge3,net,1d,21,-0.0221608279013536,,0.5238095238095238,0.5453120281449761,,10
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge3,net,5d,21,-0.0774335061722047,,0.2857142857142857,0.1821963029922956,,10
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge4,net,60m,12,-0.022987528161985,,0.4166666666666667,0.2719006671159114,,6
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge4,net,1d,12,-0.0463319196807315,,0.4166666666666667,0.2454632883874988,,6
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge4,net,5d,12,-0.0566067761961232,,0.4166666666666667,0.3075606661333686,,6
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge5,net,60m,9,-0.0135062117118963,,0.4444444444444444,0.4396210143003635,,4
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge5,net,1d,9,-0.0190440153387872,,0.5555555555555556,0.513447699373188,,4
supplemental_2023_09_legacy,ng_r3_volume_quality,10,ge5,net,5d,9,-0.0470710895978212,,0.4444444444444444,0.4136493542005374,,4
supplemental_2023_09_legacy,ng_r3_volume_quality,20,all,net,60m,37403,-0.0028615801276407,,0.2760473758789402,0.3605488464490099,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,20,all,net,1d,37385,-0.0032591338173611,,0.363675270830547,0.626950280360676,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,20,all,net,5d,37367,-0.0066431643090652,,0.3346000481708459,0.6098093297176359,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge1,net,60m,57,-0.0064646952507308,,0.3684210526315789,0.4753433787411942,,13
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge1,net,1d,56,-0.0150606210044737,,0.3035714285714285,0.3966754488251751,,13
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge1,net,5d,58,-0.0225863984449183,,0.2413793103448276,0.5820163529615803,,13
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,20,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,all,net,60m,25936,-0.0029563207283482,,0.2734037631091918,0.3614168542298729,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,40,all,net,1d,25926,-0.003617660405322,,0.3688575175499498,0.601848840646121,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,40,all,net,5d,25917,-0.0081394104778006,,0.3199830227263958,0.5464159787871263,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge1,net,60m,33,0.0057740174477265,,0.4545454545454545,1.7663405100890506,,11
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge1,net,1d,33,0.0056753783239556,,0.3939393939393939,1.3097541965515376,,11
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge1,net,5d,34,-0.0340633432243093,,0.2647058823529412,0.3518148663204131,,11
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,40,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,all,net,60m,21790,-0.0028747042637233,,0.2815052776502983,0.3795799575882495,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,60,all,net,1d,21775,-0.0035591816532627,,0.3713432835820895,0.6101668399159965,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,60,all,net,5d,21778,-0.0086353406517713,,0.3145835246579117,0.5264646215778583,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge1,net,60m,26,-0.0048489929969623,,0.3076923076923077,0.4283534535999871,,7
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge1,net,1d,26,0.0079446249839646,,0.5,1.7310431578103036,,7
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge1,net,5d,26,-0.019014880935345,,0.3846153846153846,0.548119246746556,,7
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge2,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge2,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge2,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge3,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge3,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge3,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge4,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge4,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge4,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge5,net,60m,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge5,net,1d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,60,ge5,net,5d,0,,,,,,0
supplemental_2023_09_legacy,ng_r3_volume_quality,120,all,net,60m,15175,-0.0028195103806217,,0.2929818780889621,0.3932775658176278,,20
supplemental_2023_09_legacy,ng_r3_volume_quality,120,all,net,1d,15162,-0.0030691399498498,,0.3878116343490305,0.6594609625149188,,20
