sample_group,strategy_id,ma_period,threshold,metric,horizon,control_id,target_count,control_count,target_mean,control_mean,mean_difference
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge2,net,1d,s0_random_matched,66,14635,0.002825430117335573,-0.008010952220393329,0.010836382337728902
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge2,net,5d,s0_liquidity_matched,66,19168,0.009706818503911726,-0.028045978753610184,0.03775279725752191
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge2,net,5d,s0_random_matched,66,14524,0.009706818503911726,-0.02814498371099254,0.037851802214904265
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,60m,s0_liquidity_matched,8,8216,-0.004549258064144232,-0.0044368128555898655,-0.00011244520855436656
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,60m,s0_random_matched,8,6068,-0.004549258064144232,-0.0031502625080211794,-0.0013989955561230527
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,1d,s0_liquidity_matched,8,8156,-0.0163839593873234,-0.0048183594789697505,-0.011565599908353649
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,1d,s0_random_matched,8,6041,-0.0163839593873234,-0.00402690031649936,-0.01235705907082404
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,5d,s0_liquidity_matched,8,7979,-0.08644532845095897,-0.029460137611590376,-0.056985190839368594
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge3,net,5d,s0_random_matched,8,5921,-0.08644532845095897,-0.031130063927879387,-0.05531526452307958
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,60m,s0_liquidity_matched,0,4029,,-0.00549147339249169,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,60m,s0_random_matched,0,3006,,-0.002738379486904595,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,1d,s0_liquidity_matched,0,3987,,-0.0027814557879714957,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,1d,s0_random_matched,0,2991,,-0.0002075173794766186,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,5d,s0_liquidity_matched,0,3816,,-0.026828162494003313,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge4,net,5d,s0_random_matched,0,2887,,-0.028982980422030766,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,60m,s0_liquidity_matched,0,2095,,-0.0038826997503310246,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,60m,s0_random_matched,0,1560,,-0.0016356994704563503,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,1d,s0_liquidity_matched,0,2053,,0.0061491997694319706,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,1d,s0_random_matched,0,1545,,0.005666382346688214,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,5d,s0_liquidity_matched,0,1892,,-0.015754591810273784,
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,ge5,net,5d,s0_random_matched,0,1461,,-0.02777699746493992,
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,60m,s0_liquidity_matched,93335,4316465,-0.003032936460648984,-0.0026481953175910367,-0.0003847411430579475
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,60m,s0_random_matched,93335,3875953,-0.003032936460648984,-0.0029906739781933728,-4.226248245561143e-05
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,1d,s0_liquidity_matched,93209,4310569,-0.0031801403354201393,-0.002338835772139236,-0.0008413045632809034
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,1d,s0_random_matched,93209,3870538,-0.0031801403354201393,-0.0027894424518947612,-0.00039069788352537804
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,5d,s0_liquidity_matched,93117,4308069,-0.0029742498195404967,-0.0017101477196275366,-0.00126410209991296
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,all,net,5d,s0_random_matched,93117,3868397,-0.0029742498195404967,-0.002415617148526654,-0.0005586326710138425
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,60m,s0_liquidity_matched,1524,70112,-0.006140724954818872,-0.0034323262946833535,-0.002708398660135518
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,60m,s0_random_matched,1524,63098,-0.006140724954818872,-0.0038543093609919236,-0.002286415593826948
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,1d,s0_liquidity_matched,1520,69964,-0.007086757308015173,-0.004525991159634852,-0.002560766148380321
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,1d,s0_random_matched,1520,62909,-0.007086757308015173,-0.005037844204407546,-0.002048913103607627
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,5d,s0_liquidity_matched,1519,69818,-0.015808754127580944,-0.014287682428524838,-0.0015210716990561052
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge1,net,5d,s0_random_matched,1519,62791,-0.015808754127580944,-0.01613341994110921,0.00032466581352826734
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,60m,s0_liquidity_matched,139,16601,-0.0061273391372215665,-0.004912733967634553,-0.0012146051695870134
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,60m,s0_random_matched,139,14572,-0.0061273391372215665,-0.004183630608116143,-0.0019437085291054233
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,1d,s0_liquidity_matched,138,16543,-0.0034386445632201973,-0.008801342711019709,0.005362698147799511
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,1d,s0_random_matched,138,14506,-0.0034386445632201973,-0.008245911112846286,0.004807266549626089
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,5d,s0_liquidity_matched,139,16427,-0.02046129889337792,-0.030537020389736727,0.010075721496358808
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge2,net,5d,s0_random_matched,139,14395,-0.02046129889337792,-0.028747563298270294,0.008286264404892375
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,60m,s0_liquidity_matched,21,6703,-0.028672071991588884,-0.005087895701473716,-0.023584176290115166
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,60m,s0_random_matched,21,6018,-0.028672071991588884,-0.0036472144753061904,-0.025024857516282695
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,1d,s0_liquidity_matched,21,6672,-0.03176202356997895,-0.007371556386562423,-0.02439046718341653
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,1d,s0_random_matched,21,5991,-0.03176202356997895,-0.004497537301514286,-0.027264486268464668
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,5d,s0_liquidity_matched,21,6571,-0.029609747177263716,-0.03759932967972094,0.007989582502457224
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge3,net,5d,s0_random_matched,21,5872,-0.029609747177263716,-0.03258437394514528,0.002974626767881565
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,60m,s0_liquidity_matched,5,3316,-0.01690523096920824,-0.002574665089698382,-0.01433056587950986
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,60m,s0_random_matched,5,2983,-0.01690523096920824,-0.002255638354692481,-0.01464959261451576
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,1d,s0_liquidity_matched,5,3291,-0.029276657155631703,-0.005003632556674163,-0.02427302459895754
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,1d,s0_random_matched,5,2968,-0.029276657155631703,-0.0006301642534085395,-0.028646492902223163
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,5d,s0_liquidity_matched,5,3189,-0.12265390186814015,-0.03868148541577388,-0.08397241645236628
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge4,net,5d,s0_random_matched,5,2864,-0.12265390186814015,-0.030469978638091276,-0.09218392323004887
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,60m,s0_liquidity_matched,3,1636,-0.02750869695691986,-0.002194788399830666,-0.025313908557089194
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,60m,s0_random_matched,3,1551,-0.02750869695691986,-0.0009873404687618277,-0.02652135648815803
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,1d,s0_liquidity_matched,3,1611,-0.10482807614751972,-0.0051153815123309064,-0.09971269463518882
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,1d,s0_random_matched,3,1536,-0.10482807614751972,0.005680724168490051,-0.11050880031600978
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,5d,s0_liquidity_matched,3,1522,-0.2455680861133577,-0.04105408489088319,-0.2045140012224745
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,ge5,net,5d,s0_random_matched,3,1452,-0.2455680861133577,-0.02831191064240254,-0.21725617547095516
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,60m,s0_liquidity_matched,173385,16232673,-0.0035024007138867775,-0.002705546317288929,-0.0007968543965978484
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,60m,s0_random_matched,173385,3903696,-0.0035024007138867775,-0.0029883955872491894,-0.0005140051266375881
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,1d,s0_liquidity_matched,173123,16209221,-0.004290658715636935,-0.00237799700646741,-0.0019126617091695251
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,1d,s0_random_matched,173123,3898198,-0.004290658715636935,-0.002798088826172409,-0.0014925698894645264
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,5d,s0_liquidity_matched,173055,16200530,-0.006736159823960252,-0.002238381982983958,-0.0044977778409762935
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,all,net,5d,s0_random_matched,173055,3896078,-0.006736159823960252,-0.002429654275932464,-0.0043065055480277885
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,60m,s0_liquidity_matched,5986,268970,-0.0076166143951536995,-0.0035093865515825095,-0.00410722784357119
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,60m,s0_random_matched,5986,65632,-0.0076166143951536995,-0.0035816064934435805,-0.004035007901710119
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,1d,s0_liquidity_matched,5982,268160,-0.01789284940779444,-0.004841952577443435,-0.013050896830351004
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,1d,s0_random_matched,5982,65420,-0.01789284940779444,-0.004244604535943675,-0.013648244871850766
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,5d,s0_liquidity_matched,5971,267600,-0.04074409804659379,-0.015787311705474857,-0.024956786341118933
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge1,net,5d,s0_random_matched,5971,65319,-0.04074409804659379,-0.013291397162415496,-0.027452700884178297
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,60m,s0_liquidity_matched,2489,63793,-0.010897067562351108,-0.0042146821692100375,-0.006682385393141071
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,60m,s0_random_matched,2489,16039,-0.010897067562351108,-0.0034817018830696515,-0.007415365679281457
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,1d,s0_liquidity_matched,2489,63429,-0.02887755367990763,-0.00879699527947077,-0.020080558400436863
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,1d,s0_random_matched,2489,15961,-0.02887755367990763,-0.005364704028851672,-0.023512849651055958
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,5d,s0_liquidity_matched,2479,63105,-0.059786212906169485,-0.02954323976463389,-0.030242973141535595
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge2,net,5d,s0_random_matched,2479,15853,-0.059786212906169485,-0.0179002928941417,-0.04188592001202779
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,60m,s0_liquidity_matched,1212,26609,-0.012231885797693392,-0.003121007114976049,-0.009110878682717344
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,60m,s0_random_matched,1212,7075,-0.012231885797693392,-0.002302796338754332,-0.009929089458939059
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,1d,s0_liquidity_matched,1212,26420,-0.03588586398043751,-0.002564945550204354,-0.03332091843023316
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,1d,s0_random_matched,1212,7039,-0.03588586398043751,-0.00019280924319375434,-0.03569305473724376
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,5d,s0_liquidity_matched,1206,26034,-0.07762267293840591,-0.024396400977395868,-0.05322627196101004
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge3,net,5d,s0_random_matched,1206,6919,-0.07762267293840591,-0.012211383487704387,-0.06541128945070153
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,60m,s0_liquidity_matched,594,12553,-0.010755418488613718,-0.003254820833051327,-0.007500597655562391
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,60m,s0_random_matched,594,3759,-0.010755418488613718,-0.0012613970021868018,-0.009494021486426916
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,1d,s0_liquidity_matched,594,12482,-0.03209291343003262,0.0034171567492323643,-0.03551007017926498
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,1d,s0_random_matched,594,3741,-0.03209291343003262,0.004537804633770884,-0.036630718063803504
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,5d,s0_liquidity_matched,589,12108,-0.08575584746714095,-0.015589336793117694,-0.07016651067402326
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge4,net,5d,s0_random_matched,589,3629,-0.08575584746714095,-0.000916685516718256,-0.0848391619504227
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,60m,s0_liquidity_matched,291,6481,-0.00761578031823788,-0.003523454056438597,-0.004092326261799282
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,60m,s0_random_matched,291,2115,-0.00761578031823788,0.00039968243573372764,-0.008015462753971607
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,1d,s0_liquidity_matched,291,6410,-0.02322514566040271,0.007049106435230859,-0.03027425209563357
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,1d,s0_random_matched,291,2100,-0.02322514566040271,0.011590413266292177,-0.034815558926694884
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,5d,s0_liquidity_matched,286,6117,-0.08541038231387447,-0.006247378211894972,-0.0791630041019795
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,ge5,net,5d,s0_random_matched,286,2004,-0.08541038231387447,0.012443174776941006,-0.09785355709081547
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,60m,s0_liquidity_matched,105950,11600337,-0.003152646125869574,-0.0026787493942810655,-0.00047389673158850865
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,60m,s0_random_matched,105950,3902737,-0.003152646125869574,-0.0029924108217109823,-0.00016023530415859187
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,1d,s0_liquidity_matched,105775,11583375,-0.0033298854665918414,-0.0022511853850229924,-0.001078700081568849
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,1d,s0_random_matched,105775,3897247,-0.0033298854665918414,-0.002801843948337644,-0.0005280415182541973
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,5d,s0_liquidity_matched,105740,11577812,-0.00497520601984774,-0.0021872603596536887,-0.0027879456601940513
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,all,net,5d,s0_random_matched,105740,3895119,-0.00497520601984774,-0.0024417362082862462,-0.002533469811561494
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,60m,s0_liquidity_matched,990,193197,-0.007303215842258387,-0.00336330047239326,-0.003939915369865127
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,60m,s0_random_matched,990,64956,-0.007303215842258387,-0.0037297624438560506,-0.0035734533984023366
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,1d,s0_liquidity_matched,988,192646,-0.014399107253104318,-0.005029024644983385,-0.009370082608120934
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,1d,s0_random_matched,988,64752,-0.014399107253104318,-0.004738780597729298,-0.00966032665537502
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,5d,s0_liquidity_matched,987,192307,-0.030456402836155333,-0.016890142615346385,-0.013566260220808948
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge1,net,5d,s0_random_matched,987,64641,-0.030456402836155333,-0.014809237225424033,-0.0156471656107313
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,60m,s0_liquidity_matched,49,45281,-0.03321854093377579,-0.0033385839030593946,-0.029879957030716397
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,60m,s0_random_matched,49,15599,-0.03321854093377579,-0.003676494149350252,-0.029542046784425537
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,1d,s0_liquidity_matched,49,45106,-0.05075376407850002,-0.009060133653818088,-0.04169363042468193
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,1d,s0_random_matched,49,15527,-0.05075376407850002,-0.006517448987940156,-0.04423631509055986
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,5d,s0_liquidity_matched,49,44824,-0.06345340078936326,-0.029020561790673197,-0.03443283899869007
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge2,net,5d,s0_random_matched,49,15412,-0.06345340078936326,-0.021497817963279525,-0.041955582826083734
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,60m,s0_liquidity_matched,3,18899,-0.02275419024881083,-0.002391939905399333,-0.0203622503434115
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,60m,s0_random_matched,3,6901,-0.02275419024881083,-0.002305746646057429,-0.0204484436027534
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,1d,s0_liquidity_matched,3,18837,-0.001308950161171311,-0.0038880045552726183,0.002579054394101307
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,1d,s0_random_matched,3,6868,-0.001308950161171311,-0.0009486057557103517,-0.00036034440546095937
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,5d,s0_liquidity_matched,3,18529,0.03648774865885285,-0.030004138436534523,0.06649188709538736
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge3,net,5d,s0_random_matched,3,6746,0.03648774865885285,-0.015201419220366798,0.05168916787921965
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,60m,s0_liquidity_matched,1,8937,-0.011333114219440277,-0.00017249970778930232,-0.011160614511650974
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,60m,s0_random_matched,1,3751,-0.011333114219440277,-0.0011660566650383117,-0.010167057554401965
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,1d,s0_liquidity_matched,1,8900,0.014657077310017197,0.00027304069311081256,0.014384036616906385
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,1d,s0_random_matched,1,3733,0.014657077310017197,0.004628862652361558,0.010028214657655639
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,5d,s0_liquidity_matched,1,8660,0.11757823576666859,-0.028740904659373984,0.14631914042604258
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge4,net,5d,s0_random_matched,1,3621,0.11757823576666859,-0.0004301195356681081,0.1180083553023367
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,60m,s0_liquidity_matched,0,4439,,-0.0019083739344901915,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,60m,s0_random_matched,0,2116,,-0.00012621019886931452,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,1d,s0_liquidity_matched,0,4402,,0.0025876686831033846,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,1d,s0_random_matched,0,2101,,0.011359930215208695,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,5d,s0_liquidity_matched,0,4198,,-0.021638218188468464,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,ge5,net,5d,s0_random_matched,0,2005,,0.01260487424192675,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,60m,s0_liquidity_matched,53847,8350299,-0.002998084846560186,-0.0026425781907282245,-0.00035550665583196145
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,60m,s0_random_matched,53847,3900586,-0.002998084846560186,-0.0029931637631101663,-4.921083450019643e-06
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,1d,s0_liquidity_matched,53767,8338262,-0.0032222193666640226,-0.0022109088018137345,-0.0010113105648502881
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,1d,s0_random_matched,53767,3895102,-0.0032222193666640226,-0.0028010263311491566,-0.00042119303551486605
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,5d,s0_liquidity_matched,53763,8334117,-0.004695778453933684,-0.0027045586644426412,-0.001991219789491043
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,all,net,5d,s0_random_matched,53763,3892961,-0.004695778453933684,-0.0024451498937408484,-0.002250628560192836
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,60m,s0_liquidity_matched,204,140091,-0.007355314925049285,-0.003556255632795867,-0.0037990592922534185
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,60m,s0_random_matched,204,64305,-0.007355314925049285,-0.0038937452045718257,-0.0034615697204774597
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,1d,s0_liquidity_matched,204,139735,-0.01922312376108952,-0.005012007185491592,-0.014211116575597926
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,1d,s0_random_matched,204,64104,-0.01922312376108952,-0.005053288709777016,-0.014169835051312503
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,5d,s0_liquidity_matched,204,139410,-0.03884456891451652,-0.017212861381245476,-0.021631707533271045
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge1,net,5d,s0_random_matched,204,63988,-0.03884456891451652,-0.016064135905825495,-0.022780433008691026
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,60m,s0_liquidity_matched,0,32210,,-0.0032037834337482617,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,60m,s0_random_matched,0,15026,,-0.004110902256423691,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,1d,s0_liquidity_matched,0,32100,,-0.007137109015768947,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,1d,s0_random_matched,0,14957,,-0.007949707997489381,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,5d,s0_liquidity_matched,0,31854,,-0.02948991421891925,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge2,net,5d,s0_random_matched,0,14837,,-0.027224977369522042,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,60m,s0_liquidity_matched,0,13538,,-0.002607425869496033,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,60m,s0_random_matched,0,6325,,-0.003232573944895928,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,1d,s0_liquidity_matched,0,13495,,-0.0018262332013219851,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,1d,s0_random_matched,0,6295,,-0.003868444917993136,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,5d,s0_liquidity_matched,0,13290,,-0.029516473373306516,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge3,net,5d,s0_random_matched,0,6167,,-0.02829007608328286,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,60m,s0_liquidity_matched,0,6321,,0.0009588836763290993,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,60m,s0_random_matched,0,3226,,-0.0017113098432871596,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,1d,s0_liquidity_matched,0,6302,,0.006633659189149008,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,1d,s0_random_matched,0,3211,,0.0006548009900727396,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,5d,s0_liquidity_matched,0,6107,,-0.01758557029914753,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge4,net,5d,s0_random_matched,0,3095,,-0.02187006270424007,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,60m,s0_liquidity_matched,0,3148,,-0.0003195624991636544,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,60m,s0_random_matched,0,1761,,-0.0003819936228773881,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,1d,s0_liquidity_matched,0,3129,,0.0071599877478025495,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,1d,s0_random_matched,0,1746,,0.007745637581509904,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,5d,s0_liquidity_matched,0,2976,,-0.009052913313976738,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,ge5,net,5d,s0_random_matched,0,1650,,-0.013110169770294892,
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,60m,s0_liquidity_matched,32439,7001195,-0.0023618087360021784,-0.002655468056867132,0.00029365932086495346
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,60m,s0_random_matched,32439,3898305,-0.0023618087360021784,-0.0029868668362339258,0.0006250581002317473
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,1d,s0_liquidity_matched,32400,6990948,-0.0028852352253849103,-0.002269045949786976,-0.0006161892755979343
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,1d,s0_random_matched,32400,3892830,-0.0028852352253849103,-0.002794838855966554,-9.039636941835611e-05
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,5d,s0_liquidity_matched,32366,6987183,-0.005982632817460441,-0.00275654364444802,-0.0032260891730124214
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,all,net,5d,s0_random_matched,32366,3890698,-0.005982632817460441,-0.0024395453787205293,-0.003543087438739912
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,ge1,net,60m,s0_liquidity_matched,87,116304,-0.006804113419193356,-0.0033960984172383573,-0.0034080150019549986
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,ge1,net,60m,s0_random_matched,87,64059,-0.006804113419193356,-0.0038326153913266817,-0.002971498027866674
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,ge1,net,1d,s0_liquidity_matched,87,115962,-0.03043166578002398,-0.004991595098407403,-0.025440070681616578
