sample_group,strategy_id,ma_period,threshold,metric,horizon,control_id,target_count,control_count,target_mean,control_mean,mean_difference
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,60m,s0_liquidity_matched,1353,70112,-0.007537321526105347,-0.0034323262946833535,-0.004104995231421994
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,60m,s0_random_matched,1353,63098,-0.007537321526105347,-0.0038543093609919236,-0.0036830121651134236
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,1d,s0_liquidity_matched,1349,69964,-0.009476102626123436,-0.004525991159634852,-0.004950111466488584
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,1d,s0_random_matched,1349,62909,-0.009476102626123436,-0.005037844204407546,-0.00443825842171589
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,5d,s0_liquidity_matched,1351,69818,-0.014428428529481254,-0.014287682428524838,-0.00014074610095641572
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge1,net,5d,s0_random_matched,1351,62791,-0.014428428529481254,-0.01613341994110921,0.0017049914116279569
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,60m,s0_liquidity_matched,91,16601,-0.011324177981427647,-0.004912733967634553,-0.006411444013793094
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,60m,s0_random_matched,91,14572,-0.011324177981427647,-0.004183630608116143,-0.007140547373311504
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,1d,s0_liquidity_matched,90,16543,-0.01975164215210661,-0.008801342711019709,-0.0109502994410869
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,1d,s0_random_matched,90,14506,-0.01975164215210661,-0.008245911112846286,-0.011505731039260322
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,5d,s0_liquidity_matched,91,16427,-0.03645432011054373,-0.030537020389736727,-0.005917299720807005
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge2,net,5d,s0_random_matched,91,14395,-0.03645432011054373,-0.028747563298270294,-0.007706756812273438
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,60m,s0_liquidity_matched,9,6703,-0.033524320443989404,-0.005087895701473716,-0.02843642474251569
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,60m,s0_random_matched,9,6018,-0.033524320443989404,-0.0036472144753061904,-0.029877105968683215
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,1d,s0_liquidity_matched,9,6672,-0.051517003114657456,-0.007371556386562423,-0.044145446728095034
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,1d,s0_random_matched,9,5991,-0.051517003114657456,-0.004497537301514286,-0.04701946581314317
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,5d,s0_liquidity_matched,9,6571,-0.12859538173606685,-0.03759932967972094,-0.09099605205634592
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge3,net,5d,s0_random_matched,9,5872,-0.12859538173606685,-0.03258437394514528,-0.09601100779092157
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,60m,s0_liquidity_matched,3,3316,-0.03446676369130364,-0.002574665089698382,-0.03189209860160525
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,60m,s0_random_matched,3,2983,-0.03446676369130364,-0.002255638354692481,-0.032211125336611156
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,1d,s0_liquidity_matched,3,3291,-0.053298545734134097,-0.005003632556674163,-0.04829491317745993
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,1d,s0_random_matched,3,2968,-0.053298545734134097,-0.0006301642534085395,-0.05266838148072556
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,5d,s0_liquidity_matched,3,3189,-0.15309839696061345,-0.03868148541577388,-0.11441691154483957
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge4,net,5d,s0_random_matched,3,2864,-0.15309839696061345,-0.030469978638091276,-0.12262841832252216
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,60m,s0_liquidity_matched,2,1636,-0.0564102129206181,-0.002194788399830666,-0.05421542452078743
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,60m,s0_random_matched,2,1551,-0.0564102129206181,-0.0009873404687618277,-0.05542287245185627
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,1d,s0_liquidity_matched,2,1611,-0.13518071100530227,-0.0051153815123309064,-0.13006532949297137
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,1d,s0_random_matched,2,1536,-0.13518071100530227,0.005680724168490051,-0.14086143517379232
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,5d,s0_liquidity_matched,2,1522,-0.2711486430958764,-0.04105408489088319,-0.2300945582049932
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,ge5,net,5d,s0_random_matched,2,1452,-0.2711486430958764,-0.02831191064240254,-0.24283673245347384
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,60m,s0_liquidity_matched,902000,16232673,-0.0028726229594153957,-0.002705546317288929,-0.00016707664212646653
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,60m,s0_random_matched,902000,3903696,-0.0028726229594153957,-0.0029883955872491894,0.00011577262783379373
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,1d,s0_liquidity_matched,900678,16209221,-0.0025841283622652796,-0.00237799700646741,-0.0002061313557978695
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,1d,s0_random_matched,900678,3898198,-0.0025841283622652796,-0.002798088826172409,0.0002139604639071293
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,5d,s0_liquidity_matched,900282,16200530,-0.002484455146671735,-0.002238381982983958,-0.0002460731636877772
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,all,net,5d,s0_random_matched,900282,3896078,-0.002484455146671735,-0.002429654275932464,-5.48008707392713e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,60m,s0_liquidity_matched,3660,268970,-0.010145871212999246,-0.0035093865515825095,-0.006636484661416736
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,60m,s0_random_matched,3660,65632,-0.010145871212999246,-0.0035816064934435805,-0.006564264719555665
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,1d,s0_liquidity_matched,3653,268160,-0.022211415907140025,-0.004841952577443435,-0.01736946332969659
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,1d,s0_random_matched,3653,65420,-0.022211415907140025,-0.004244604535943675,-0.01796681137119635
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,5d,s0_liquidity_matched,3650,267600,-0.047162948690117945,-0.015787311705474857,-0.03137563698464309
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge1,net,5d,s0_random_matched,3650,65319,-0.047162948690117945,-0.013291397162415496,-0.03387155152770245
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,60m,s0_liquidity_matched,1523,63793,-0.013855351353275775,-0.0042146821692100375,-0.009640669184065738
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,60m,s0_random_matched,1523,16039,-0.013855351353275775,-0.0034817018830696515,-0.010373649470206123
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,1d,s0_liquidity_matched,1521,63429,-0.03371378813167555,-0.00879699527947077,-0.02491679285220478
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,1d,s0_random_matched,1521,15961,-0.03371378813167555,-0.005364704028851672,-0.028349084102823875
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,5d,s0_liquidity_matched,1514,63105,-0.06729262157561412,-0.02954323976463389,-0.03774938181098023
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge2,net,5d,s0_random_matched,1514,15853,-0.06729262157561412,-0.0179002928941417,-0.04939232868147242
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,60m,s0_liquidity_matched,797,26609,-0.015693989533791034,-0.003121007114976049,-0.012572982418814986
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,60m,s0_random_matched,797,7075,-0.015693989533791034,-0.002302796338754332,-0.013391193195036701
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,1d,s0_liquidity_matched,796,26420,-0.0417013463713178,-0.002564945550204354,-0.03913640082111345
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,1d,s0_random_matched,796,7039,-0.0417013463713178,-0.00019280924319375434,-0.04150853712812405
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,5d,s0_liquidity_matched,789,26034,-0.08413584134269553,-0.024396400977395868,-0.059739440365299656
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge3,net,5d,s0_random_matched,789,6919,-0.08413584134269553,-0.012211383487704387,-0.07192445785499114
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,60m,s0_liquidity_matched,445,12553,-0.017264146238637618,-0.003254820833051327,-0.01400932540558629
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,60m,s0_random_matched,445,3759,-0.017264146238637618,-0.0012613970021868018,-0.016002749236450817
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,1d,s0_liquidity_matched,445,12482,-0.041225665561336965,0.0034171567492323643,-0.044642822310569326
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,1d,s0_random_matched,445,3741,-0.041225665561336965,0.004537804633770884,-0.04576347019510785
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,5d,s0_liquidity_matched,439,12108,-0.09018776742850969,-0.015589336793117694,-0.074598430635392
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge4,net,5d,s0_random_matched,439,3629,-0.09018776742850969,-0.000916685516718256,-0.08927108191179144
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,60m,s0_liquidity_matched,233,6481,-0.013176783577392246,-0.003523454056438597,-0.009653329520953649
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,60m,s0_random_matched,233,2115,-0.013176783577392246,0.00039968243573372764,-0.013576466013125973
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,1d,s0_liquidity_matched,233,6410,-0.028871415573287113,0.007049106435230859,-0.035920522008517974
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,1d,s0_random_matched,233,2100,-0.028871415573287113,0.011590413266292177,-0.040461828839579286
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,5d,s0_liquidity_matched,227,6117,-0.08266281906434897,-0.006247378211894972,-0.076415440852454
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,ge5,net,5d,s0_random_matched,227,2004,-0.08266281906434897,0.012443174776941006,-0.09510599384128998
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,60m,s0_liquidity_matched,597367,11600337,-0.002742399857881981,-0.0026787493942810655,-6.365046360091563e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,60m,s0_random_matched,597367,3902737,-0.002742399857881981,-0.0029924108217109823,0.00025001096382900115
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,1d,s0_liquidity_matched,596556,11583375,-0.0022182465834167026,-0.0022511853850229924,3.2938801606289744e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,1d,s0_random_matched,596556,3897247,-0.0022182465834167026,-0.002801843948337644,0.0005835973649209415
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,5d,s0_liquidity_matched,596234,11577812,-0.0021570184141925077,-0.0021872603596536887,3.0241945461180995e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,all,net,5d,s0_random_matched,596234,3895119,-0.0021570184141925077,-0.0024417362082862462,0.00028471779409373855
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,60m,s0_liquidity_matched,883,193197,-0.005237639180898173,-0.00336330047239326,-0.0018743387085049129
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,60m,s0_random_matched,883,64956,-0.005237639180898173,-0.0037297624438560506,-0.0015078767370421222
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,1d,s0_liquidity_matched,879,192646,-0.00405049592432278,-0.005029024644983385,0.0009785287206606052
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,1d,s0_random_matched,879,64752,-0.00405049592432278,-0.004738780597729298,0.000688284673406518
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,5d,s0_liquidity_matched,883,192307,-0.009293455436349943,-0.016890142615346385,0.007596687178996442
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge1,net,5d,s0_random_matched,883,64641,-0.009293455436349943,-0.014809237225424033,0.00551578178907409
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,60m,s0_liquidity_matched,17,45281,-0.017478270052617255,-0.0033385839030593946,-0.014139686149557861
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,60m,s0_random_matched,17,15599,-0.017478270052617255,-0.003676494149350252,-0.013801775903267003
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,1d,s0_liquidity_matched,17,45106,-0.03638966514182871,-0.009060133653818088,-0.027329531488010622
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,1d,s0_random_matched,17,15527,-0.03638966514182871,-0.006517448987940156,-0.029872216153888555
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,5d,s0_liquidity_matched,17,44824,-0.0896367378751458,-0.029020561790673197,-0.0606161760844726
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge2,net,5d,s0_random_matched,17,15412,-0.0896367378751458,-0.021497817963279525,-0.06813891991186627
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,60m,s0_liquidity_matched,0,18899,,-0.002391939905399333,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,60m,s0_random_matched,0,6901,,-0.002305746646057429,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,1d,s0_liquidity_matched,0,18837,,-0.0038880045552726183,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,1d,s0_random_matched,0,6868,,-0.0009486057557103517,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,5d,s0_liquidity_matched,0,18529,,-0.030004138436534523,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge3,net,5d,s0_random_matched,0,6746,,-0.015201419220366798,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,60m,s0_liquidity_matched,0,8937,,-0.00017249970778930232,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,60m,s0_random_matched,0,3751,,-0.0011660566650383117,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,1d,s0_liquidity_matched,0,8900,,0.00027304069311081256,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,1d,s0_random_matched,0,3733,,0.004628862652361558,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,5d,s0_liquidity_matched,0,8660,,-0.028740904659373984,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge4,net,5d,s0_random_matched,0,3621,,-0.0004301195356681081,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,60m,s0_liquidity_matched,0,4439,,-0.0019083739344901915,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,60m,s0_random_matched,0,2116,,-0.00012621019886931452,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,1d,s0_liquidity_matched,0,4402,,0.0025876686831033846,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,1d,s0_random_matched,0,2101,,0.011359930215208695,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,5d,s0_liquidity_matched,0,4198,,-0.021638218188468464,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,ge5,net,5d,s0_random_matched,0,2005,,0.01260487424192675,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,60m,s0_liquidity_matched,394459,8350299,-0.0026265233730176445,-0.0026425781907282245,1.605481771057996e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,60m,s0_random_matched,394459,3900586,-0.0026265233730176445,-0.0029931637631101663,0.00036664039009252176
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,1d,s0_liquidity_matched,393941,8338262,-0.0020265497073613287,-0.0022109088018137345,0.0001843590944524058
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,1d,s0_random_matched,393941,3895102,-0.0020265497073613287,-0.0028010263311491566,0.0007744766237878279
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,5d,s0_liquidity_matched,393648,8334117,-0.0022320585146489206,-0.0027045586644426412,0.00047250014979372066
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,all,net,5d,s0_random_matched,393648,3892961,-0.0022320585146489206,-0.0024451498937408484,0.00021309137909192788
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,60m,s0_liquidity_matched,930,140091,-0.005428648283877252,-0.003556255632795867,-0.001872392651081385
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,60m,s0_random_matched,930,64305,-0.005428648283877252,-0.0038937452045718257,-0.0015349030793054262
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,1d,s0_liquidity_matched,925,139735,-0.003397622261669297,-0.005012007185491592,0.0016143849238222955
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,1d,s0_random_matched,925,64104,-0.003397622261669297,-0.005053288709777016,0.0016556664481077194
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,5d,s0_liquidity_matched,927,139410,-0.00884766369973865,-0.017212861381245476,0.008365197681506826
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge1,net,5d,s0_random_matched,927,63988,-0.00884766369973865,-0.016064135905825495,0.007216472206086845
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,60m,s0_liquidity_matched,25,32210,0.001921208430736816,-0.0032037834337482617,0.005124991864485078
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,60m,s0_random_matched,25,15026,0.001921208430736816,-0.004110902256423691,0.006032110687160507
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,1d,s0_liquidity_matched,25,32100,0.03527144368147196,-0.007137109015768947,0.042408552697240906
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,1d,s0_random_matched,25,14957,0.03527144368147196,-0.007949707997489381,0.043221151678961345
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,5d,s0_liquidity_matched,25,31854,-0.055946059668954114,-0.02948991421891925,-0.026456145450034864
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge2,net,5d,s0_random_matched,25,14837,-0.055946059668954114,-0.027224977369522042,-0.02872108229943207
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,60m,s0_liquidity_matched,3,13538,-0.01163775668997539,-0.002607425869496033,-0.009030330820479358
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,60m,s0_random_matched,3,6325,-0.01163775668997539,-0.003232573944895928,-0.008405182745079462
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,1d,s0_liquidity_matched,3,13495,0.02072358577084891,-0.0018262332013219851,0.0225498189721709
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,1d,s0_random_matched,3,6295,0.02072358577084891,-0.003868444917993136,0.024592030688842047
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,5d,s0_liquidity_matched,3,13290,0.02719409978524408,-0.029516473373306516,0.056710573158550596
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge3,net,5d,s0_random_matched,3,6167,0.02719409978524408,-0.02829007608328286,0.05548417586852694
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,60m,s0_liquidity_matched,0,6321,,0.0009588836763290993,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,60m,s0_random_matched,0,3226,,-0.0017113098432871596,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,1d,s0_liquidity_matched,0,6302,,0.006633659189149008,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,1d,s0_random_matched,0,3211,,0.0006548009900727396,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,5d,s0_liquidity_matched,0,6107,,-0.01758557029914753,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge4,net,5d,s0_random_matched,0,3095,,-0.02187006270424007,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,60m,s0_liquidity_matched,0,3148,,-0.0003195624991636544,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,60m,s0_random_matched,0,1761,,-0.0003819936228773881,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,1d,s0_liquidity_matched,0,3129,,0.0071599877478025495,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,1d,s0_random_matched,0,1746,,0.007745637581509904,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,5d,s0_liquidity_matched,0,2976,,-0.009052913313976738,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,ge5,net,5d,s0_random_matched,0,1650,,-0.013110169770294892,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,60m,s0_liquidity_matched,313306,7001195,-0.002521707161181298,-0.002655468056867132,0.0001337608956858338
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,60m,s0_random_matched,313306,3898305,-0.002521707161181298,-0.0029868668362339258,0.00046515967505262766
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,1d,s0_liquidity_matched,312917,6990948,-0.0019447164773260613,-0.002269045949786976,0.00032432947246091473
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,1d,s0_random_matched,312917,3892830,-0.0019447164773260613,-0.002794838855966554,0.0008501223786404929
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,5d,s0_liquidity_matched,312628,6987183,-0.0025239065341876553,-0.00275654364444802,0.0002326371102603646
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,all,net,5d,s0_random_matched,312628,3890698,-0.0025239065341876553,-0.0024395453787205293,-8.436115546712596e-05
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,60m,s0_liquidity_matched,1172,116304,-0.00434480468363864,-0.0033960984172383573,-0.000948706266400283
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,60m,s0_random_matched,1172,64059,-0.00434480468363864,-0.0038326153913266817,-0.0005121892923119586
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,1d,s0_liquidity_matched,1171,115962,-0.000997166228742586,-0.004991595098407403,0.003994428869664817
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,1d,s0_random_matched,1171,63864,-0.000997166228742586,-0.005080656616528501,0.004083490387785915
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,5d,s0_liquidity_matched,1167,115720,-0.0034893718304152567,-0.015566989444328959,0.012077617613913702
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge1,net,5d,s0_random_matched,1167,63750,-0.0034893718304152567,-0.016306909878556895,0.012817538048141638
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,60m,s0_liquidity_matched,31,27281,-0.0010869614671061593,-0.004367200474687177,0.0032802390075810173
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,60m,s0_random_matched,31,14837,-0.0010869614671061593,-0.004253661437113044,0.003166699970006885
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,1d,s0_liquidity_matched,31,27147,-0.0065932690014716315,-0.007830326056542566,0.0012370570550709345
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,1d,s0_random_matched,31,14771,-0.0065932690014716315,-0.008296960417446446,0.0017036914159748147
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,5d,s0_liquidity_matched,31,27036,-0.03706705551257903,-0.026471999112250552,-0.010595056400328477
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge2,net,5d,s0_random_matched,31,14656,-0.03706705551257903,-0.02874624878707267,-0.00832080672550636
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,60m,s0_liquidity_matched,1,11098,-0.06595353395021386,-0.003483393969879947,-0.06247013998033391
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,60m,s0_random_matched,1,6140,-0.06595353395021386,-0.003562038728331336,-0.062391495221882524
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,1d,s0_liquidity_matched,1,11057,-0.09742217446031387,-0.003939578016844888,-0.09348259644346898
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,1d,s0_random_matched,1,6113,-0.09742217446031387,-0.00451989720246234,-0.09290227725785154
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,5d,s0_liquidity_matched,1,10885,-0.09170060345847741,-0.027963710322287737,-0.06373689313618967
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge3,net,5d,s0_random_matched,1,5990,-0.09170060345847741,-0.03202762887996094,-0.059672974578516474
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,60m,s0_liquidity_matched,0,5628,,-0.0016241545798574577,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,60m,s0_random_matched,0,3050,,-0.002549503316413851,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,1d,s0_liquidity_matched,0,5601,,0.0015125908174996553,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,1d,s0_random_matched,0,3035,,-0.0005784612880989806,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,5d,s0_liquidity_matched,0,5455,,-0.03362187686055118,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge4,net,5d,s0_random_matched,0,2928,,-0.02944747933314395,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,60m,s0_liquidity_matched,0,2999,,-0.002604707504316361,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,60m,s0_random_matched,0,1590,,-0.0012840323178794856,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,1d,s0_liquidity_matched,0,2972,,0.010871461272007554,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,1d,s0_random_matched,0,1575,,0.005629524439404134,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,5d,s0_liquidity_matched,0,2833,,-0.012776807875741264,
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,ge5,net,5d,s0_random_matched,0,1487,,-0.02722789152701811,
