top_k,policy_name,policy_kind,fixed_day,mean_selected_return,median_selected_return,mean_resolved_day,mean_absolute_unit_time_efficiency,mean_relative_unit_time_alpha,median_absolute_unit_time_efficiency,positive_absolute_day_rate,positive_relative_alpha_day_rate,signal_date_count,absolute_rank_all,relative_alpha_rank_all,absolute_rank_within_top_k,relative_alpha_rank_within_top_k
1,fixed_d4,fixed,4.0,0.014257769095289202,0.0035753541787411,4.013812154696133,0.7229062592578949,0.8373984922823461,0.2446378038814586,0.53232462173315,0.5281980742778541,727,12,5,10,3
1,fixed_d12,fixed,12.0,0.04461552069194025,0.0198005127003639,12.042817679558011,0.7107240744104244,0.6684145642552016,0.43704171475242604,0.5804676753782668,0.5735900962861072,727,13,19,11,13
1,fixed_d14,fixed,14.0,0.0513816164205916,0.0257099183541231,14.05524861878453,0.7081113116464056,0.6553548992081171,0.4651430482848697,0.6052269601100413,0.5749656121045392,727,14,21,12,14
1,fixed_d15,fixed,15.0,0.0526224912098193,0.0274578317223681,15.053867403314918,0.6752845509136484,0.6178753589956806,0.4600171172079071,0.6024759284731774,0.5845942228335625,727,15,28,13,15
2,fixed_d10,fixed,10.0,0.032394991108049505,0.0251685988070751,10.041953232462173,0.6695729987573549,0.6378008973274799,0.6263985597653977,0.6341127922971114,0.5969738651994498,727,16,24,2,9
2,fixed_d11,fixed,11.0,0.03545968499614025,0.0258584979481477,11.039889958734525,0.6689401976621492,0.6292636345894705,0.5848649903509904,0.6451169188445667,0.6203576341127923,727,17,27,3,11
1,fixed_d16,fixed,16.0,0.05515668836866717,0.0304308871299698,16.04696132596685,0.6637770269009473,0.6026371029745432,0.4770550859770904,0.5997248968363136,0.5818431911966988,727,18,33,14,16
1,fixed_d17,fixed,17.0,0.058220026711256145,0.0266539135669328,17.052486187845304,0.6637431188556245,0.5993249263621823,0.3908455428690493,0.6052269601100413,0.5900962861072903,727,19,35,15,17
2,fixed_d8,fixed,8.0,0.025791911234703847,0.0156573673906187,8.033012379642367,0.6632920307238771,0.6524281634410213,0.489385746955626,0.6121045392022009,0.5818431911966988,727,20,22,4,7
2,fixed_d9,fixed,9.0,0.02897218112164546,0.0193502440579808,9.037826685006877,0.6594569841033893,0.636827286236985,0.5366314432104428,0.624484181568088,0.5914718019257221,727,21,25,5,10
2,fixed_d7,fixed,7.0,0.022282036449064974,0.0129751714838211,7.028198074277854,0.6561653293189292,0.6616801157401417,0.4641017428272434,0.5887207702888583,0.5818431911966988,727,22,20,6,6
1,fixed_d18,fixed,18.0,0.06059382653276787,0.0326583652495984,18.045580110497237,0.654206431284518,0.5875392373607653,0.4549547838903651,0.6189821182943603,0.5928473177441541,727,23,38,16,18
1,fixed_d20,fixed,20.0,0.06761434179466572,0.0409533000987449,20.081491712707184,0.6523422367568976,0.5815551793529197,0.508617982896028,0.6464924346629987,0.6011004126547456,727,24,45,17,21
2,fixed_d12,fixed,12.0,0.037828237918913536,0.0295901361304012,12.048143053645116,0.6521890893989528,0.6059790808207258,0.612376736180169,0.6533700137551581,0.6286107290233838,727,25,32,7,12
1,fixed_d3,fixed,3.0,0.009352385281149485,-3.1708699025578824e-05,3.015193370165746,0.6513638669583363,0.840352697214859,-0.04235992961208798,0.4951856946354883,0.5268225584594223,727,26,3,18,2
1,fixed_d19,fixed,19.0,0.06374897684008672,0.038492776146316,19.04281767955801,0.651139690994955,0.5824384135373136,0.5046813878913821,0.6217331499312242,0.594222833562586,727,27,44,19,20
2,fixed_d6,fixed,6.0,0.018552186461182243,0.0126417088512443,6.020632737276479,0.6436209766232768,0.6709802848265567,0.5276237217053643,0.594222833562586,0.5763411279229711,727,28,17,8,4
1,fixed_d21,fixed,21.0,0.07010393370590086,0.0413486147814492,21.13950276243094,0.6398053072542721,0.5684420246565368,0.5148873528483298,0.6341127922971114,0.5969738651994498,727,29,50,20,22
