is_st_label,shrink_run_bucket,reexpansion_scope,event_count,unique_symbol_count,unique_event_date_count,d1_observed_count,d1_missing_count,d1_close_mean,d1_close_median,d1_close_positive_probability,d1_close_ge_1pct_probability,d1_close_ge_3pct_probability,d1_high_mean,d1_high_positive_probability,d1_open_mean,d1_open_positive_probability,d2_observed_count,d2_missing_count,d2_close_mean,d2_close_median,d2_close_positive_probability,d2_close_ge_1pct_probability,d2_close_ge_3pct_probability,d2_high_mean,d2_high_positive_probability,d2_open_mean,d2_open_positive_probability,d3_observed_count,d3_missing_count,d3_close_mean,d3_close_median,d3_close_positive_probability,d3_close_ge_1pct_probability,d3_close_ge_3pct_probability,d3_high_mean,d3_high_positive_probability,d3_open_mean,d3_open_positive_probability,d5_observed_count,d5_missing_count,d5_close_mean,d5_close_median,d5_close_positive_probability,d5_close_ge_1pct_probability,d5_close_ge_3pct_probability,d5_high_mean,d5_high_positive_probability,d5_open_mean,d5_open_positive_probability,success_to_3board_observed_count,success_to_3board_count,success_to_3board_rate,industry_joined_count,industry_join_rate
ST,1,immediate,23,23,23,22,1,-0.007989225787989142,-0.008924575412809554,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.020106261455186056,0.7727272727272727,-0.007395179744654978,0.3181818181818182,23,0,-0.011025892358296855,-0.010101010101010055,0.34782608695652173,0.2608695652173913,0.13043478260869565,0.016476761401121073,0.6521739130434783,-0.012739647302696977,0.34782608695652173,23,0,-0.004160581379852115,-0.007861635220125951,0.391304347826087,0.30434782608695654,0.21739130434782608,0.01747263068966221,0.6521739130434783,-0.00359583080916489,0.43478260869565216,22,1,-0.0034858066939899668,-0.01099586911943895,0.3181818181818182,0.3181818181818182,0.18181818181818182,0.015316316798988398,0.5454545454545454,-0.006878088747500389,0.45454545454545453,0,0,,23,1.0
ST,1,within_5_days,8,8,8,8,0,-0.021131530047650768,-0.03456891016286262,0.25,0.25,0.125,0.015850083751764985,0.625,-0.010676246867586406,0.25,8,0,-0.04317654166355782,-0.0463740968691464,0.0,0.0,0.0,-0.010409369332582644,0.25,-0.04087725163200788,0.125,8,0,-0.07704401262970277,-0.08852934073895191,0.0,0.0,0.0,-0.04070706661913964,0.125,-0.0711438881322583,0.0,8,0,-0.06537046670634539,-0.10169221066389061,0.375,0.25,0.25,-0.050348910521754706,0.375,-0.08717708764424975,0.25,0,0,,8,1.0
ST,2,immediate,14,14,13,14,0,0.0007444278035509955,-0.006913638508730446,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.030556147638743987,0.9285714285714286,0.0030635083981360722,0.35714285714285715,13,1,0.025750424211939252,0.03846153846153855,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.03597242125407766,0.8461538461538461,0.014500503822386537,0.5384615384615384,13,1,0.04266473227363721,0.03296703296703307,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.07212488593503832,0.8461538461538461,0.04148529899941157,0.6923076923076923,12,2,0.06831783366656688,0.09447076182340608,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09313619820309561,0.9166666666666666,0.0659954637207319,0.9166666666666666,0,0,,14,1.0
ST,2,within_5_days,3,3,3,3,0,0.03579347909202246,0.049411764705882266,1.0,0.6666666666666666,0.6666666666666666,0.044023931766919544,1.0,0.01618563595476759,0.6666666666666666,3,0,0.010688764937815343,-0.0023529411764705577,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05076722503794784,1.0,0.026578599724637646,1.0,2,1,-0.04029565753002773,-0.04029565753002773,0.0,0.0,0.0,-0.007323683400061565,0.0,-0.03206036341238061,0.0,2,1,-0.02395749923005852,-0.02395749923005852,0.5,0.0,0.0,-0.015722205112411514,0.5,-0.07117955035417312,0.0,0,0,,3,1.0
ST,3+,immediate,12,12,11,12,0,-0.006969724876174209,-0.007109278350515502,0.5,0.4166666666666667,0.25,0.029261689111642997,0.75,0.00883925342475512,0.5,12,0,-0.02209720353683022,-0.03255632079517645,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.005864776308326704,0.3333333333333333,-0.013322075954246707,0.25,12,0,-0.05029904711564336,-0.05724910101340308,0.08333333333333333,0.08333333333333333,0.08333333333333333,-0.009307410690632891,0.3333333333333333,-0.04060613633386668,0.16666666666666666,12,0,-0.049997862192457054,-0.07335099534515205,0.25,0.25,0.25,-0.02499573626823079,0.25,-0.054211804591770794,0.25,0,0,,12,1.0
ordinary,1,immediate,293,271,248,293,0,-0.007881152728375817,-0.02622377622377614,0.40273037542662116,0.3720136518771331,0.29692832764505117,0.033167393264019226,0.6416382252559727,-0.016164346744923896,0.22184300341296928,293,0,-0.00961045122732373,-0.031531531531531654,0.3583617747440273,0.32764505119453924,0.26621160409556316,0.026904955242961052,0.4948805460750853,-0.014470178744799842,0.3412969283276451,293,0,-0.01285438992792269,-0.03978494623655926,0.3651877133105802,0.33447098976109213,0.30716723549488056,0.025977255730480354,0.4641638225255973,-0.017043011609746,0.3412969283276451,293,0,-0.021027319661547725,-0.05096525096525095,0.3310580204778157,0.31399317406143346,0.2901023890784983,0.01325430739280015,0.40273037542662116,-0.023081604842613564,0.31399317406143346,0,0,,292,0.9965870307167235
ordinary,1,within_5_days,30,30,29,30,0,-0.020598757742788004,-0.0678765880217786,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.027300964931994298,0.5,-0.01593703380515896,0.26666666666666666,30,0,-0.03669004122391947,-0.05108145839617656,0.36666666666666664,0.3,0.23333333333333334,0.010061574725330853,0.4,-0.024433304712678936,0.3333333333333333,30,0,-0.018139970801432474,-0.053349126718691964,0.4,0.36666666666666664,0.36666666666666664,0.009904443024097787,0.4666666666666667,-0.040440774329797556,0.3,30,0,-0.04363539466994688,-0.06529093709533429,0.23333333333333334,0.23333333333333334,0.2,-0.014816417272892124,0.3,-0.045087019622546375,0.23333333333333334,0,0,,30,1.0
ordinary,2,immediate,64,63,60,64,0,-0.023497584764013382,-0.05853797829811541,0.390625,0.34375,0.296875,0.03134155539706286,0.625,-0.026586266361986754,0.296875,64,0,-0.04365064692169098,-0.051469892345912704,0.265625,0.21875,0.203125,0.0076524116164343875,0.453125,-0.03773624481059913,0.328125,64,0,-0.06401352313870803,-0.08397224243102575,0.265625,0.25,0.1875,-0.01728990515661936,0.375,-0.05765289928675567,0.234375,64,0,-0.0754526106180204,-0.09723024992486062,0.265625,0.25,0.171875,-0.04734195503739988,0.34375,-0.08590972184599872,0.25,0,0,,64,1.0
ordinary,2,within_5_days,13,13,13,13,0,-0.04201229655204653,-0.05936675461741425,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.034225076585999936,0.6923076923076923,-0.021724494039804775,0.23076923076923078,13,0,-0.055445113626709994,-0.07876712328767121,0.23076923076923078,0.23076923076923078,0.23076923076923078,-0.023984100551884456,0.38461538461538464,-0.05947584159572986,0.23076923076923078,13,0,-0.06296707050246844,-0.09281767955801101,0.3076923076923077,0.23076923076923078,0.15384615384615385,-0.027167080363684818,0.38461538461538464,-0.06630575547303705,0.23076923076923078,13,0,-0.10237200835705201,-0.09060773480662987,0.23076923076923078,0.23076923076923078,0.23076923076923078,-0.07731197699031987,0.3076923076923077,-0.09622998810937874,0.23076923076923078,0,0,,13,1.0
ordinary,3+,immediate,32,32,31,32,0,-0.03615875259736452,-0.05179970094824721,0.25,0.21875,0.21875,0.016270864060486806,0.5,-0.02712502124540003,0.21875,32,0,-0.052637991105047494,-0.057227933713481005,0.25,0.25,0.21875,-0.008479286540855724,0.40625,-0.05873446830678471,0.1875,32,0,-0.0594848068673207,-0.09359839196826031,0.21875,0.1875,0.15625,-0.011003756570728117,0.40625,-0.05581266122619916,0.21875,32,0,-0.09058078631826089,-0.10604167938206549,0.1875,0.15625,0.125,-0.0431724680200911,0.3125,-0.07695911346526166,0.1875,0,0,,32,1.0
