变更日期,证券代码,证券简称,变更前全称,变更后全称
2015-10-20,002162,悦心健康,上海斯米克控股股份有限公司,上海悦心健康集团股份有限公司
2015-10-21,002581,*ST未名,淄博万昌科技股份有限公司,山东未名生物医药股份有限公司
2015-10-23,002366,融发核电,台海玛努尔核电设备股份有限公司,四川丹甫制冷压缩机股份有限公司
2015-10-23,000687,华讯退,恒天天鹅股份有限公司,华讯方舟股份有限公司
2015-10-27,300050,世纪鼎利,珠海世纪鼎利科技股份有限公司,珠海世纪鼎利通信科技股份有限公司
2015-10-29,002366,融发核电,四川丹甫制冷压缩机股份有限公司,台海玛努尔核电设备股份有限公司
2015-11-03,300050,世纪鼎利,珠海世纪鼎利通信科技股份有限公司,珠海世纪鼎利科技股份有限公司
2015-11-04,002314,南山控股,雅致集成房屋（集团）股份有限公司,深圳市新南山控股（集团）股份有限公司
2015-11-04,000889,中嘉博创,茂业物流股份有限公司,茂业通信网络股份有限公司
2015-11-05,002696,百洋股份,百洋水产集团股份有限公司,百洋产业投资集团股份有限公司
2015-11-06,002413,雷科防务,江苏常发制冷股份有限公司,江苏雷科防务科技股份有限公司
2015-11-09,300189,神农种业,海南神农大丰种业科技股份有限公司,海南神农基因科技股份有限公司
2015-11-10,300021,大禹节水,甘肃大禹节水集团股份有限公司,大禹节水集团股份有限公司
2015-11-11,000826,*ST启环,桑德环境资源股份有限公司,启迪桑德环境资源股份有限公司
2015-11-12,000971,*ST高升,湖北蓝鼎控股股份有限公司,高升控股股份有限公司
2015-11-12,300139,晓程科技,北京福星晓程电子科技股份有限公司,北京晓程科技股份有限公司
2015-11-18,000838,*ST发展,国兴融达地产股份有限公司,财信国兴地产发展股份有限公司
2015-11-27,300080,易成新能,河南新大新材料股份有限公司,河南易成新能源股份有限公司
2015-12-07,002137,实益达,深圳市实益达科技股份有限公司,深圳市麦达数字股份有限公司
2015-12-07,200018,神城B退,深圳中冠纺织印染股份有限公司,神州长城股份有限公司
2015-12-07,000018,神城A退,深圳中冠纺织印染股份有限公司,神州长城股份有限公司
2015-12-09,002298,中电鑫龙,安徽鑫龙电器股份有限公司,安徽中电兴发与鑫龙科技股份有限公司
2015-12-09,300450,先导智能,无锡先导自动化设备股份有限公司,无锡先导智能装备股份有限公司
2015-12-09,002584,西陇科学,西陇化工股份有限公司,西陇科学股份有限公司
2015-12-11,300062,中能电气,福建中能电气股份有限公司,中能电气股份有限公司
2015-12-21,002722,物产金轮,金轮科创股份有限公司,金轮蓝海股份有限公司
2015-12-21,002293,罗莱生活,罗莱家纺股份有限公司,罗莱生活科技股份有限公司
2015-12-22,002684,猛狮退,广东猛狮电源科技股份有限公司,广东猛狮新能源科技股份有限公司
2015-12-23,002689,ST远智,沈阳博林特电梯集团股份有限公司,沈阳远大智能工业集团股份有限公司
2015-12-24,002568,百润股份,上海百润香精香料股份有限公司,上海百润投资控股集团股份有限公司
2016-01-05,300256,星星科技,浙江星星瑞金科技股份有限公司,浙江星星科技股份有限公司
2016-01-08,002044,美年健康,江苏三友集团股份有限公司,美年大健康产业控股股份有限公司
2016-01-08,300362,天翔退,成都天保重型装备股份有限公司,成都天翔环境股份有限公司
2016-01-12,300253,卫宁健康,上海金仕达卫宁软件股份有限公司,卫宁健康科技集团股份有限公司
2016-01-12,002343,慈文传媒,浙江禾欣实业集团股份有限公司,慈文传媒股份有限公司
2016-01-14,002503,*ST搜特,东莞市搜于特服装股份有限公司,搜于特集团股份有限公司
2016-01-22,002188,中天服务,浙江新嘉联电子股份有限公司,巴士在线股份有限公司
2016-01-26,002434,万里扬,浙江万里扬变速器股份有限公司,浙江万里扬股份有限公司
2016-01-29,300479,神思电子,山东神思电子技术股份有限公司,神思电子技术股份有限公司
2016-01-29,300066,三川智慧,江西三川水表股份有限公司,三川智慧科技股份有限公司
2016-02-03,002517,恺英网络,泰亚鞋业股份有限公司,恺英网络股份有限公司
2016-02-17,000007,全新好,深圳市零七股份有限公司,深圳市全新好股份有限公司
2016-02-23,002552,宝鼎科技,宝鼎重工股份有限公司,宝鼎科技股份有限公司
2016-02-23,000415,渤海租赁,渤海租赁股份有限公司,渤海金控投资股份有限公司
2016-03-01,300301,ST长方,深圳市长方半导体照明股份有限公司,深圳市长方集团股份有限公司
2016-03-02,000967,盈峰环境,浙江上风实业股份有限公司,盈峰环境科技集团股份有限公司
2016-03-03,002036,联创电子,汉麻产业投资股份有限公司,联创电子科技股份有限公司
2016-03-04,002411,必康退,江苏九九久科技股份有限公司,江苏必康制药股份有限公司
2016-03-04,000893,亚钾国际,广州东凌粮油股份有限公司,广州东凌国际投资股份有限公司
2016-03-04,002653,海思科,海思科医药集团股份有限公司,海思科医药集团股份1有限公司
2016-03-07,002653,海思科,海思科医药集团股份1有限公司,海思科医药集团股份有限公司
2016-03-07,002127,南极电商,江苏新民纺织科技股份有限公司,南极电商股份有限公司
2016-03-07,000795,英洛华,太原双塔刚玉股份有限公司,英洛华科技股份有限公司
2016-03-17,300242,佳云科技,广东明家科技股份有限公司,广东明家联合移动科技股份有限公司
2016-03-17,002680,长生退,连云港黄海机械股份有限公司,长生生物科技股份有限公司
2016-03-24,002291,遥望科技,佛山星期六鞋业股份有限公司,星期六股份有限公司
2016-03-25,300233,金城医药,山东金城医药化工股份有限公司,山东金城医药股份有限公司
2016-03-28,000591,太阳能,重庆桐君阁股份有限公司,中节能太阳能股份有限公司
2016-03-28,002656,摩登大道,广州卡奴迪路服饰股份有限公司,摩登大道时尚集团股份有限公司
2016-04-01,002292,奥飞娱乐,广东奥飞动漫文化股份有限公司,奥飞娱乐股份有限公司
2016-04-06,002191,劲嘉股份,深圳劲嘉彩印集团股份有限公司,深圳劲嘉集团股份有限公司
2016-04-11,000590,古汉医药,紫光古汉集团股份有限公司,启迪古汉集团股份有限公司
2016-04-14,002322,理工能科,宁波理工监测科技股份有限公司,宁波理工环境能源科技股份有限公司
2016-04-15,002431,ST棕榈,棕榈园林股份有限公司,棕榈生态城镇发展股份有限公司
2016-04-18,002027,分众传媒,七喜控股股份有限公司,分众传媒信息技术股份有限公司
2016-04-25,000587,*ST金洲,金叶珠宝股份有限公司,金洲慈航集团股份有限公司
2016-04-25,000034,神州数码,深圳市深信泰丰(集团)股份有限公司,神州数码集团股份有限公司
2016-04-26,300145,南方泵业,南方泵业股份有限公司,南方中金环境股份有限公司
2016-04-26,002147,新光退,马鞍山方圆回转支承股份有限公司,新光圆成股份有限公司
2016-05-03,000662,天夏退,索芙特股份有限公司,天夏智慧城市科技股份有限公司
2016-05-03,300495,*ST美尚,江苏美尚生态景观股份有限公司,美尚生态景观股份有限公司
2016-05-06,002305,*ST南置,武汉南国置业股份有限公司,南国置业股份有限公司
2016-05-09,000010,*ST美丽,北京深华新股份有限公司,深圳美丽生态股份有限公司
2016-05-09,300448,浩云科技,广州市浩云安防科技股份有限公司,浩云科技股份有限公司
2016-05-10,002445,中南文化,江阴中南重工股份有限公司,中南红文化集团股份有限公司
2016-05-11,002502,ST鼎龙,骅威科技股份有限公司,骅威文化股份有限公司
2016-05-11,000972,中基健康,新疆中基实业股份有限公司,中基健康产业股份有限公司
2016-05-23,200168,*ST舜喆B,广东雷伊(集团)股份有限公司,广东舜喆（集团）股份有限公司
2016-05-24,002356,鹏飞绿能,深圳浩宁达仪表股份有限公司,深圳赫美集团股份有限公司
2016-05-25,300008,天海防务,上海佳豪船舶工程设计股份有限公司,天海融合防务装备技术股份有限公司
2016-05-26,000615,*ST美谷,湖北金环股份有限公司,京汉实业投资股份有限公司
2016-05-26,000557,西部创业,广夏(银川)实业股份有限公司,宁夏西部创业实业股份有限公司
2016-05-27,300431,暴风退,北京暴风科技股份有限公司,暴风集团股份有限公司
2016-05-31,002505,鹏都农牧,湖南大康牧业股份有限公司,湖南大康国际农业食品股份有限公司
2016-05-31,002270,华明装备,山东法因数控机械股份有限公司,华明电力装备股份有限公司
2016-06-02,002757,南兴股份,东莞市南兴家具装备制造股份有限公司,南兴装备股份有限公司
2016-06-03,300343,联创股份,山东联创节能新材料股份有限公司,山东联创互联网传媒股份有限公司
2016-06-07,002241,歌尔股份,歌尔声学股份有限公司,歌尔股份有限公司
2016-06-14,000709,河钢股份,河北钢铁股份有限公司,河钢股份有限公司
2016-06-15,000606,顺利退,青海明胶股份有限公司,神州易桥信息服务股份有限公司
2016-06-17,002482,广田集团,深圳广田装饰集团股份有限公司,深圳广田集团股份有限公司
2016-06-17,002102,ST能特,福建冠福现代家用股份有限公司,冠福控股股份有限公司
2016-06-20,002049,紫光国微,同方国芯电子股份有限公司,紫光国芯股份有限公司
2016-06-21,300355,蒙草生态,内蒙古和信园蒙草抗旱绿化股份有限公司,内蒙古蒙草生态环境（集团）股份有限公司
2016-06-21,002788,鹭燕医药,鹭燕（福建）药业股份有限公司,鹭燕医药股份有限公司
2016-06-21,002100,天康生物,新疆天康畜牧生物技术股份有限公司,天康生物股份有限公司
2016-06-21,000421,南京公用,南京中北(集团)股份有限公司,南京公用发展股份有限公司
2016-06-22,002173,创新医疗,千足珍珠集团股份有限公司,创新医疗管理股份有限公司
2016-06-22,002450,康得退,康得新集团股份有限公司,康得新复合材料集团股份有限公司
2016-06-22,300300,海峡创新,汉鼎信息科技股份有限公司,汉鼎宇佑互联网股份有限公司
2016-06-23,002410,广联达,广联达软件股份有限公司,广联达科技股份有限公司
2016-06-29,000611,天首退,内蒙古敕勒川科技发展股份有限公司,内蒙古天首科技发展股份有限公司
2016-07-06,002113,*ST天润,湖南天润实业控股股份有限公司,湖南天润数字娱乐文化传媒股份有限公司
2016-07-08,002588,史丹利,史丹利化肥股份有限公司,史丹利农业集团股份有限公司
2016-07-13,000609,*ST中迪,北京绵世投资集团股份有限公司,北京绵石投资集团股份有限公司
2016-07-13,000526,学大教育,厦门银润投资股份有限公司,厦门紫光学大股份有限公司
2016-07-15,300359,全通教育,广东全通教育股份有限公司,全通教育集团（广东）股份有限公司
2016-07-15,000040,*ST旭蓝,宝安鸿基地产集团股份有限公司,东旭蓝天新能源股份有限公司
2016-07-19,300219,鸿利智汇,广州市鸿利光电股份有限公司,鸿利智汇集团股份有限公司
2016-07-19,000711,ST京蓝,黑龙江京蓝科技股份有限公司,京蓝科技股份有限公司
2016-07-21,002607,中公教育,芜湖亚夏汽车股份有限公司,亚夏汽车股份有限公司
2016-07-26,002624,完美世界,完美环球娱乐股份有限公司,完美世界股份有限公司
2016-07-26,300459,汤姆猫,浙江金科过氧化物股份有限公司,浙江金科娱乐文化股份有限公司
2016-07-27,002509,天茂退,天广消防股份有限公司,天广中茂股份有限公司
2016-07-29,000987,越秀资本,广州友谊集团股份有限公司,广州越秀金融控股集团股份有限公司
2016-08-01,002355,兴民智通,山东兴民钢圈股份有限公司,兴民智通（集团）股份有限公司
2016-08-02,002707,众信旅游,北京众信国际旅行社股份有限公司,众信旅游集团股份有限公司
2016-08-02,000815,美利云,中冶美利纸业股份有限公司,中冶美利云产业投资股份有限公司
2016-08-11,000423,东阿阿胶,山东东阿阿胶股份有限公司,东阿阿胶股份有限公司
2016-08-16,002053,云南能投,云南盐化股份有限公司,云南能源投资股份有限公司
2016-08-17,002670,国盛证券,广东华声电器股份有限公司,广东国盛金控集团股份有限公司
2016-08-17,002123,梦网科技,荣信电力电子股份有限公司,梦网荣信科技集团股份有限公司
2016-08-17,000620,盈新发展,新华联不动产股份有限公司,新华联文化旅游发展股份有限公司
2016-08-19,002105,信隆健康,深圳信隆实业股份有限公司,深圳信隆健康产业发展股份有限公司
2016-08-19,300157,新锦动力,恒泰艾普石油天然气技术服务股份有限公司,恒泰艾普集团股份有限公司
2016-08-22,002102,ST能特,冠福控股股份有限公司,福建冠福现代家用股份有限公司
2016-08-23,002102,ST能特,福建冠福现代家用股份有限公司,冠福控股股份有限公司
2016-08-26,000676,智度股份,智度投资股份有限公司,智度科技股份有限公司
2016-09-14,002425,凯撒文化,凯撒（中国）股份有限公司,凯撒（中国）文化股份有限公司
2016-09-19,002247,聚力文化,浙江帝龙新材料股份有限公司,浙江帝龙文化发展股份有限公司
2016-09-20,002539,云图控股,成都市新都化工股份有限公司,成都云图控股股份有限公司
2016-09-26,300054,鼎龙股份,湖北鼎龙化学股份有限公司,湖北鼎龙控股股份有限公司
2016-09-27,000790,华神科技,成都华神集团股份有限公司,成都泰合健康科技集团股份有限公司
2016-10-11,002637,赞宇科技,浙江赞宇科技股份有限公司,赞宇科技集团股份有限公司
2016-10-11,002019,亿帆医药,亿帆鑫富药业股份有限公司,亿帆医药股份有限公司
2016-10-17,000813,德展健康,新疆天山毛纺织股份有限公司,德展大健康股份有限公司
2016-10-18,000863,三湘印象,三湘股份有限公司,三湘印象股份有限公司
2016-10-19,000910,大亚圣象,大亚科技股份有限公司,大亚圣象家居股份有限公司
2016-10-21,002742,冀衡医药,重庆三圣特种建材股份有限公司,重庆三圣实业股份有限公司
2016-10-21,002310,东方新能,北京东方园林生态股份有限公司,北京东方园林环境股份有限公司
2016-10-24,002589,瑞康医药,山东瑞康医药股份有限公司,瑞康医药股份有限公司
2016-10-25,000626,远大控股,连云港如意集团股份有限公司,远大产业控股股份有限公司
2016-10-31,300116,*ST保力,陕西坚瑞消防股份有限公司,陕西坚瑞沃能股份有限公司
2016-11-04,002629,仁智股份,四川仁智油田技术服务股份有限公司,浙江仁智股份有限公司
2016-11-07,002728,特一药业,广东台城制药股份有限公司,特一药业集团股份有限公司
2016-11-08,002622,皓宸医疗,吉林永大集团股份有限公司,融钰集团股份有限公司
2016-11-08,002256,兆新股份,深圳市彩虹精细化工股份有限公司,深圳市兆新能源股份有限公司
2016-11-14,300086,康芝药业,海南康芝药业股份有限公司,康芝药业股份有限公司
2016-11-15,300084,海默科技,兰州海默科技股份有限公司,海默科技（集团）股份有限公司
2016-11-16,002010,传化智联,浙江传化股份有限公司,传化智联股份有限公司
2016-11-18,002050,三花智控,浙江三花股份有限公司,浙江三花智能控制股份有限公司
2016-12-02,300048,合康新能,北京合康亿盛变频科技股份有限公司,北京合康新能科技股份有限公司
2016-12-05,002156,通富微电,南通富士通微电子股份有限公司,通富微电子股份有限公司
2016-12-13,002548,金新农,深圳市金新农饲料股份有限公司,深圳市金新农科技股份有限公司
2016-12-16,000820,神雾节能,金城造纸股份有限公司,神雾节能股份有限公司
2016-12-23,002565,顺灏股份,上海绿新包装材料科技股份有限公司,上海顺灏新材料科技股份有限公司
2016-12-30,002468,申通快递,浙江艾迪西流体控制股份有限公司,申通快递股份有限公司
2017-01-09,300439,美康生物,宁波美康生物科技股份有限公司,美康生物科技股份有限公司
2017-01-09,002761,浙江建投,多喜爱家纺股份有限公司,多喜爱集团股份有限公司
2017-01-10,000519,中兵红箭,湖南江南红箭股份有限公司,中兵红箭股份有限公司
2017-01-11,002787,华源控股,苏州华源包装股份有限公司,苏州华源控股股份有限公司
2017-01-11,002308,*ST威创,广东威创视讯科技股份有限公司,威创集团股份有限公司
2017-01-18,002120,韵达股份,宁波新海电气股份有限公司,韵达控股股份有限公司
2017-01-19,000906,浙商中拓,物产中拓股份有限公司,浙商中拓集团股份有限公司
2017-01-23,002141,贤丰控股,广东蓉胜超微线材股份有限公司,贤丰控股股份有限公司
2017-02-08,002309,中利集团,中利科技集团股份有限公司,江苏中利集团股份有限公司
2017-02-10,000617,中油资本,济南柴油机股份有限公司,中国石油集团资本股份有限公司
2017-02-14,002692,远程股份,远程电缆股份有限公司,睿康文远电缆股份有限公司
2017-02-14,300556,丝路视觉,深圳丝路数字视觉股份有限公司,丝路视觉科技股份有限公司
2017-02-15,000892,欢瑞世纪,星美联合股份有限公司,欢瑞世纪联合股份有限公司
2017-02-15,000881,中广核技,中国大连国际合作（集团）股份有限公司,大连国际合作（集团）股份有限公司
2017-02-21,300425,中建环能,四川环能德美科技股份有限公司,环能科技股份有限公司
2017-02-22,002399,海普瑞,深圳市海普瑞药业股份有限公司,深圳市海普瑞药业集团股份有限公司
2017-02-23,300128,锦富技术,苏州锦富新材料股份有限公司,苏州锦富技术股份有限公司
2017-02-24,002371,北方华创,北京七星华创电子股份有限公司,北方华创科技集团股份有限公司
2017-02-24,002352,顺丰控股,马鞍山鼎泰稀土新材料股份有限公司,顺丰控股股份有限公司
2017-02-24,000564,供销大集,西安民生集团股份有限公司,供销大集集团股份有限公司
2017-02-27,000881,中广核技,大连国际合作（集团）股份有限公司,中广核核技术发展股份有限公司
2017-02-28,300140,节能环境,西安启源机电装备股份有限公司,中节能环保装备股份有限公司
2017-03-07,002601,龙佰集团,河南佰利联化学股份有限公司,龙蟒佰利联集团股份有限公司
2017-03-10,300500,启迪设计,苏州设计研究院股份有限公司,启迪设计集团股份有限公司
2017-03-17,002290,禾盛新材,苏州禾盛新型材料股份有限公司,苏州中科创新型材料股份有限公司
2017-03-21,300349,金卡智能,金卡高科技股份有限公司,金卡智能集团股份有限公司
2017-03-23,002647,仁东控股,浙江宏磊铜业股份有限公司,民盛金科控股股份有限公司
2017-03-28,002608,江苏国信,江苏舜天船舶股份有限公司,江苏国信股份有限公司
2017-03-29,000066,中国长城,中国长城计算机深圳股份有限公司,中国长城科技集团股份有限公司
2017-04-06,300099,尤洛卡,尤洛卡矿业安全工程股份有限公司,尤洛卡精准信息工程股份有限公司
2017-04-06,000540,*ST中天,中天城投集团股份有限公司,中天金融集团股份有限公司
2017-04-07,300492,华图山鼎,四川山鼎建筑工程设计股份有限公司,山鼎设计股份有限公司
2017-04-07,002054,德美化工,广东德美精细化工股份有限公司,广东德美精细化工集团股份有限公司
2017-04-11,300299,富春股份,富春通信股份有限公司,富春科技股份有限公司
2017-04-11,002542,*ST中岩,中化岩土工程股份有限公司,中化岩土集团股份有限公司
2017-04-18,000532,华金资本,力合股份有限公司,珠海华金资本股份有限公司
2017-04-19,300463,迈克生物,四川迈克生物科技股份有限公司,迈克生物股份有限公司
2017-04-20,000738,航发控制,中航动力控制股份有限公司,中国航发动力控制股份有限公司
2017-04-25,002154,报 喜 鸟,浙江报喜鸟服饰股份有限公司,报喜鸟控股股份有限公司
2017-04-26,002212,天融信,广东南洋电缆集团股份有限公司,南洋天融信科技集团股份有限公司
2017-05-05,002401,中远海科,中海网络科技股份有限公司,中远海运科技股份有限公司
2017-05-16,300396,ST迪瑞,长春迪瑞医疗科技股份有限公司,迪瑞医疗科技股份有限公司
2017-05-16,200160,东沣B退,承德南江股份有限公司,东沣科技集团股份有限公司
2017-05-19,002739,儒意电影,万达电影院线股份有限公司,万达电影股份有限公司
2017-05-22,002614,奥佳华,厦门蒙发利科技(集团)股份有限公司,奥佳华智能健康科技集团股份有限公司
2017-05-25,300233,金城医药,山东金城医药股份有限公司,山东金城医药集团股份有限公司
2017-05-25,000968,蓝焰控股,太原煤气化股份有限公司,山西蓝焰控股股份有限公司
2017-05-26,002180,奔图科技,珠海艾派克科技股份有限公司,纳思达股份有限公司
2017-05-31,002530,金财互联,江苏丰东热技术股份有限公司,金财互联控股股份有限公司
2017-06-01,002379,宏桥控股,鲁丰环保科技股份有限公司,山东宏创铝业控股股份有限公司
2017-06-02,002124,天邦食品,宁波天邦股份有限公司,天邦食品股份有限公司
2017-06-05,300081,ST恒信,恒信移动商务股份有限公司,恒信东方文化股份有限公司
2017-06-06,002435,ST长康,长江润发机械股份有限公司,长江润发医药股份有限公司
2017-06-07,000980,众泰汽车,黄山金马股份有限公司,安徽众泰汽车股份有限公司
2017-06-09,002558,巨人网络,重庆新世纪游轮股份有限公司,巨人网络集团股份有限公司
2017-06-12,002193,ST如意,山东济宁如意毛纺织股份有限公司,山东如意毛纺服装集团股份有限公司
2017-06-16,002625,光启技术,浙江龙生汽车部件股份有限公司,光启技术股份有限公司
2017-06-27,000408,藏格矿业,金谷源控股股份有限公司,藏格控股股份有限公司
2017-06-29,300268,佳沃食品,万福生科（湖南）农业开发股份有限公司,佳沃农业开发股份有限公司
2017-07-06,300143,盈康生命,广东星河生物科技股份有限公司,广东星普医学科技股份有限公司
2017-07-07,300007,汉威科技,河南汉威电子股份有限公司,汉威科技集团股份有限公司
2017-07-10,300350,华鹏飞,深圳市华鹏飞现代物流股份有限公司,华鹏飞股份有限公司
2017-07-13,300083,创世纪,东莞劲胜精密组件股份有限公司,广东劲胜智能集团股份有限公司
2017-07-14,000545,金浦钛业,吉林金浦钛业股份有限公司,金浦钛业股份有限公司
2017-07-17,300195,长荣股份,天津长荣印刷设备股份有限公司,天津长荣科技集团股份有限公司
2017-07-19,300459,汤姆猫,浙江金科娱乐文化股份有限公司,浙江金科文化产业股份有限公司
2017-07-28,300061,旗天科技,上海康耐特光学股份有限公司,上海康耐特旗计智能科技集团股份有限公司
2017-08-01,300309,吉艾退,吉艾科技（北京）股份公司,吉艾科技集团股份公司
2017-08-01,300053,航宇微,珠海欧比特控制工程股份有限公司,珠海欧比特宇航科技股份有限公司
2017-08-04,300294,博雅生物,江西博雅生物制药股份有限公司,博雅生物制药集团股份有限公司
2017-08-07,002537,海联金汇,青岛海立美达股份有限公司,海联金汇科技股份有限公司
2017-08-10,300278,华昌达,湖北华昌达智能装备股份有限公司,华昌达智能装备集团股份有限公司
2017-08-14,300416,苏试试验,苏州苏试试验仪器股份有限公司,苏州苏试试验集团股份有限公司
2017-08-15,002619,*ST艾格,浙江巨龙管业股份有限公司,艾格拉斯股份有限公司
2017-08-24,000584,工智退,江苏友利投资控股股份有限公司,江苏哈工智能机器人股份有限公司
2017-08-25,000710,贝瑞基因,成都天兴仪表股份有限公司,成都市贝瑞和康基因技术股份有限公司
2017-08-28,002359,北讯退,山东齐星铁塔科技股份有限公司,北讯集团股份有限公司
2017-08-29,002670,国盛证券,广东国盛金控集团股份有限公司,国盛金融控股集团股份有限公司
2017-08-29,300108,*ST吉药,通化双龙化工股份有限公司,吉药控股股份有限公司
2017-09-04,002496,辉丰股份,江苏辉丰农化股份有限公司,江苏辉丰生物农业股份有限公司
2017-09-12,300480,光力科技,郑州光力科技股份有限公司,光力科技股份有限公司
2017-09-13,000669,ST金鸿,中油金鸿能源投资股份有限公司,金鸿控股集团股份有限公司
2017-09-15,000511,烯碳退,银基烯碳新材料股份有限公司,银基烯碳新材料集团股份有限公司
2017-09-18,002582,好想你,好想你枣业股份有限公司,好想你健康食品股份有限公司
2017-09-19,300575,中旗股份,江苏中旗作物保护股份有限公司,江苏中旗科技股份有限公司
2017-09-22,002089,新海退,苏州新海宜通信科技股份有限公司,新海宜科技集团股份有限公司
2017-09-27,000811,冰轮环境,烟台冰轮股份有限公司,冰轮环境技术股份有限公司
2017-10-09,300308,中际旭创,山东中际电工装备股份有限公司,中际旭创股份有限公司
2017-10-10,000976,*ST华铁,广东开平春晖股份有限公司,广东华铁通达高铁装备股份有限公司
2017-10-12,002042,华孚时尚,华孚色纺股份有限公司,华孚时尚股份有限公司
2017-10-24,000736,中交发展,中房地产股份有限公司,中交地产股份有限公司
2017-10-24,000633,合金投资,沈阳合金投资股份有限公司,新疆合金投资股份有限公司
2017-10-24,000158,常山北明,石家庄常山纺织股份有限公司,石家庄常山北明科技股份有限公司
2017-11-15,002464,众应退,昆山金利表面材料应用科技股份有限公司,众应互联科技股份有限公司
2017-11-28,000980,众泰汽车,安徽众泰汽车股份有限公司,众泰汽车股份有限公司
2017-11-29,300567,精测电子,武汉精测电子技术股份有限公司,武汉精测电子集团股份有限公司
2017-11-30,300244,迪安诊断,浙江迪安诊断技术股份有限公司,迪安诊断技术集团股份有限公司
2017-12-01,002456,欧菲光,深圳欧菲光科技股份有限公司,欧菲科技股份有限公司
2017-12-07,300237,ST美晨,山东美晨科技股份有限公司,山东美晨生态环境股份有限公司
2017-12-11,002881,美格智能,深圳市美格智能技术股份有限公司,美格智能技术股份有限公司
2017-12-19,002664,信质集团,信质电机股份有限公司,长鹰信质科技股份有限公司
2017-12-22,002061,浙江交科,浙江江山化工股份有限公司,浙江交通科技股份有限公司
2017-12-27,200054,建车B,重庆建设摩托车股份有限公司,重庆建设汽车系统股份有限公司
2017-12-28,300167,ST迪威迅,深圳市迪威视讯股份有限公司,深圳市迪威迅股份有限公司
2018-01-03,002082,ST万邦,浙江栋梁新材股份有限公司,万邦德新材股份有限公司
2018-01-05,002034,旺能环境,浙江美欣达印染集团股份有限公司,旺能环境股份有限公司
2018-01-15,000950,重药控股,重庆建峰化工股份有限公司,重药控股股份有限公司
2018-01-16,300178,腾邦退,深圳市腾邦国际商业服务股份有限公司,腾邦国际商业服务集团股份有限公司
2018-01-24,002659,凯文教育,江苏中泰桥梁钢构股份有限公司,北京凯文德信教育科技股份有限公司
2018-01-25,300123,ST亚光,太阳鸟游艇股份有限公司,亚光科技集团股份有限公司
2018-01-30,300420,五洋自控,徐州五洋科技股份有限公司,江苏五洋停车产业集团股份有限公司
2018-01-31,002447,晨鑫退,大连壹桥海参股份有限公司,大连晨鑫网络科技股份有限公司
2018-01-31,002084,海鸥住工,广州海鸥卫浴用品股份有限公司,广州海鸥住宅工业股份有限公司
2018-01-31,000958,电投产融,石家庄东方能源股份有限公司,国家电投集团东方新能源股份有限公司
2018-02-06,000981,山子高科,银亿房地产股份有限公司,银亿股份有限公司
2018-02-07,002024,ST易购,苏宁云商集团股份有限公司,苏宁易购集团股份有限公司
2018-02-09,002417,深南退,福建三元达通讯股份有限公司,深南金科股份有限公司
2018-02-13,300109,新开源,博爱新开源制药股份有限公司,博爱新开源医疗科技集团股份有限公司
2018-02-27,300249,依米康,四川依米康环境科技股份有限公司,依米康科技集团股份有限公司
2018-03-01,002717,*ST岭南,岭南园林股份有限公司,岭南生态文旅股份有限公司
2018-03-02,000609,*ST中迪,北京绵石投资集团股份有限公司,北京中迪投资股份有限公司
2018-03-08,300427,红相股份,厦门红相电力设备股份有限公司,红相股份有限公司
2018-03-08,002600,领益智造,广东江粉磁材股份有限公司,广东领益智造股份有限公司
2018-03-08,002455,百川股份,无锡百川化工股份有限公司,江苏百川高科新材料股份有限公司
2018-03-13,200505,京粮B,海南珠江控股股份有限公司,海南京粮控股股份有限公司
2018-03-13,000505,京粮控股,海南珠江控股股份有限公司,海南京粮控股股份有限公司
2018-03-21,300344,立方退,北京太空板业股份有限公司,太空智造股份有限公司
2018-04-03,000818,航锦科技,方大锦化化工科技股份有限公司,航锦科技股份有限公司
2018-04-04,002701,奥瑞金,奥瑞金包装股份有限公司,奥瑞金科技股份有限公司
2018-04-19,300701,森霸传感,南阳森霸光电股份有限公司,森霸传感科技股份有限公司
2018-04-24,300635,中达安,广东达安项目管理股份有限公司,中达安股份有限公司
2018-05-02,000560,我爱我家,昆明百货大楼(集团)股份有限公司,我爱我家控股集团股份有限公司
2018-05-02,300560,中富通,中富通股份有限公司,中富通集团股份有限公司
2018-05-08,002049,紫光国微,紫光国芯股份有限公司,紫光国芯微电子股份有限公司
2018-05-14,300108,*ST吉药,吉药控股股份有限公司,吉药控股集团股份有限公司
2018-05-14,300176,鸿特科技,广东鸿特精密技术股份有限公司,广东鸿特科技股份有限公司
2018-05-14,002798,帝欧水华,四川帝王洁具股份有限公司,帝欧家居股份有限公司
2018-05-15,000546,金圆股份,金圆水泥股份有限公司,金圆环保股份有限公司
2018-05-21,300242,佳云科技,广东明家联合移动科技股份有限公司,广东佳兆业佳云科技股份有限公司
2018-05-23,300282,三盛退,北京汇冠新技术股份有限公司,三盛智慧教育科技股份有限公司
2018-05-25,002815,崇达技术,深圳市崇达电路技术股份有限公司,崇达技术股份有限公司
2018-05-25,000503,国新健康,海虹企业(控股)股份有限公司,国新健康保障服务集团股份有限公司
2018-05-29,300521,爱司凯,广州市爱司凯科技股份有限公司,爱司凯科技股份有限公司
2018-06-01,000043,中航善达,中航地产股份有限公司,中航善达股份有限公司
2018-06-06,300058,蓝色光标,北京蓝色光标品牌管理顾问股份有限公司,北京蓝色光标数据科技股份有限公司
