变更日期,证券代码,证券简称,变更前全称,变更后全称
2010-05-17,000069,华侨城Ａ,深圳华侨城控股股份有限公司,深圳华侨城股份有限公司
2010-05-21,300052,中青宝,深圳中青宝互动娱乐股份有限公司,深圳中青宝互动网络股份有限公司
2010-05-26,002150,正泰电源,江苏通润工具箱柜股份有限公司,江苏通润装备科技股份有限公司
2010-05-28,000581,威孚高科,无锡威孚高科技股份有限公司,无锡威孚高科技集团股份有限公司
2010-05-28,200581,苏威孚Ｂ,无锡威孚高科技股份有限公司,无锡威孚高科技集团股份有限公司
2010-06-01,000738,航发控制,南方宇航科技股份有限公司,中航动力控制股份有限公司
2010-06-23,000598,兴蓉环境,蓝星清洗股份有限公司,成都市兴蓉投资股份有限公司
2010-06-28,000403,派林生物,三九宜工生化股份有限公司,振兴生化股份有限公司
2010-07-13,000503,国新健康,海虹企业(控股)股份有限公司,海虹企业（控股）股份有限公司
2010-07-13,000010,*ST美丽,深圳市华新股份有限公司,北京深华新股份有限公司
2010-07-22,300021,大禹节水,甘肃大禹节水股份有限公司,甘肃大禹节水集团股份有限公司
2010-08-05,000536,华映科技,华映科技（集团）股份有限公司,闽东电机（集团）股份有限公司
2010-08-11,002144,宏达高科,浙江宏达经编股份有限公司,宏达高科控股股份有限公司
2010-09-03,000861,海印股份,广东海印永业（集团）股份有限公司,广东海印集团股份有限公司
2010-09-08,000796,凯撒旅业,宝鸡商场(集团)股份有限公司,宝鸡商场（集团）股份有限公司
2010-09-09,002092,中泰化学,新疆中泰化学股份有限公司,新疆中泰化学（集团）股份有限公司
2010-09-16,002059,云南旅游,昆明世博园股份有限公司,云南旅游股份有限公司
2010-09-16,000507,珠海港,珠海经济特区富华集团股份有限公司,珠海港股份有限公司
2010-09-27,000796,凯撒旅业,宝鸡商场（集团）股份有限公司,易食集团股份有限公司
2010-09-29,000519,中兵红箭,成都银河动力股份有限公司,湖南江南红箭股份有限公司
2010-09-30,002433,太安退,广东皮宝制药股份有限公司,广东太安堂药业股份有限公司
2010-10-13,000818,航锦科技,锦化化工集团氯碱股份有限公司,方大锦化化工科技股份有限公司
2010-10-14,000607,华媒控股,重庆华立药业股份有限公司,重庆华智控股股份有限公司
2010-11-19,002431,ST棕榈,广东棕榈园林股份有限公司,棕榈园林股份有限公司
2010-11-30,000801,四川九洲,四川湖山电子股份有限公司,四川九洲电器股份有限公司
2010-12-14,000883,湖北能源,湖北三环股份有限公司,湖北能源集团股份有限公司
2011-01-18,000408,藏格矿业,玉源控股股份有限公司,金谷源控股股份有限公司
2011-01-26,000722,湖南发展,湖南金果实业股份有限公司,湖南发展集团股份有限公司
2011-02-01,000536,华映科技,闽东电机（集团）股份有限公司,华映科技（集团）股份有限公司
2011-02-01,002113,*ST天润,湖南天润化工发展股份有限公司,湖南天润实业控股股份有限公司
2011-02-23,002103,广博股份,浙江广博集团股份有限公司,广博集团股份有限公司
2011-02-23,000639,ST西王,湖南金德发展股份有限公司,西王食品股份有限公司
2011-03-07,200026,飞亚达Ｂ,深圳市飞亚达(集团)股份有限公司,飞亚达(集团)股份有限公司
2011-03-07,000026,飞亚达,深圳市飞亚达(集团)股份有限公司,飞亚达(集团)股份有限公司
2011-03-29,002075,沙钢股份,高新张铜股份有限公司,江苏沙钢股份有限公司
2011-04-01,000673,当代退,大同水泥股份有限公司,山西当代投资股份有限公司
2011-04-13,000973,佛塑科技,佛山塑料集团股份有限公司,佛山佛塑科技集团股份有限公司
2011-04-27,300081,ST恒信,河北恒信移动商务股份有限公司,恒信移动商务股份有限公司
2011-05-11,000930,中粮科技,安徽丰原生物化学股份有限公司,中粮生物化学（安徽）股份有限公司
2011-05-12,000572,海马汽车,海马投资集团股份有限公司,海马汽车集团股份有限公司
2011-05-12,000792,盐湖股份,青海盐湖钾肥股份有限公司,青海盐湖工业股份有限公司
2011-05-23,300091,*ST金灵,江苏金通灵风机股份有限公司,江苏金通灵流体机械科技股份有限公司
2011-05-23,000759,中百集团,武汉中百集团股份有限公司,中百控股集团股份有限公司
2011-05-23,000040,*ST旭蓝,鸿基地产集团股份有限公司,宝安鸿基地产集团股份有限公司
2011-05-31,002509,天茂退,福建天广消防科技股份有限公司,天广消防股份有限公司
2011-06-01,002245,蔚蓝锂芯,江苏澳洋顺昌金属材料股份有限公司,江苏澳洋顺昌股份有限公司
2011-06-02,300099,尤洛卡,山东省尤洛卡自动化装备股份有限公司,尤洛卡矿业安全工程股份有限公司
2011-06-03,000516,国际医学,西安开元控股集团股份有限公司,西安开元投资集团股份有限公司
2011-06-07,000703,恒逸石化,世纪光华科技股份有限公司,恒逸石化股份有限公司
2011-06-08,000430,张家界,张家界旅游开发股份有限公司,张家界旅游集团股份有限公司
2011-06-10,000620,盈新发展,黑龙江圣方科技股份有限公司,新华联不动产股份有限公司
2011-06-20,002509,天茂退,天广消防股份有限公司,福建天广消防科技股份有限公司
2011-06-20,300145,南方泵业,杭州南方特种泵业股份有限公司,南方泵业股份有限公司
2011-06-21,002509,天茂退,福建天广消防科技股份有限公司,天广消防股份有限公司
2011-06-28,300209,行云科技,江苏天泽信息产业股份有限公司,天泽信息产业股份有限公司
2011-07-01,000656,金科股份,重庆东源产业发展股份有限公司,金科地产集团股份有限公司
2011-07-22,300203,聚光科技,聚光科技（杭州）股份有限公司,聚光科技(杭州)股份有限公司
2011-07-22,000031,大悦城,中粮地产（集团）股份有限公司,中粮地产(集团)股份有限公司
2011-07-22,000048,京基智农,深圳市康达尔（集团）股份有限公司,深圳市康达尔(集团)股份有限公司
2011-07-22,000503,国新健康,海虹企业（控股）股份有限公司,海虹企业(控股)股份有限公司
2011-07-22,000536,华映科技,华映科技（集团）股份有限公司,华映科技(集团)股份有限公司
2011-07-22,000658,ST 海 洋,厦门海洋实业（集团）股份有限公司,厦门海洋实业(集团)股份有限公司
2011-07-22,000803,山高环能,四川金宇汽车城（集团）股份有限公司,四川金宇汽车城(集团)股份有限公司
2011-07-22,000930,中粮科技,中粮生物化学（安徽）股份有限公司,中粮生物化学(安徽)股份有限公司
2011-07-22,000955,欣龙控股,欣龙控股（集团）股份有限公司,欣龙控股(集团)股份有限公司
2011-07-22,002092,中泰化学,新疆中泰化学（集团）股份有限公司,新疆中泰化学(集团)股份有限公司
2011-07-22,002186,全 聚 德,中国全聚德（集团）股份有限公司,中国全聚德(集团)股份有限公司
2011-07-22,000003,PT金田Ａ,金田实业（集团）股份有限公司,金田实业(集团)股份有限公司
2011-07-22,002425,凯撒文化,凯撒（中国）股份有限公司,凯撒(中国)股份有限公司
2011-07-22,002531,天顺风能,天顺风能（苏州）股份有限公司,天顺风能(苏州)股份有限公司
2011-07-22,002541,鸿路钢构,安徽鸿路钢结构（集团）股份有限公司,安徽鸿路钢结构(集团)股份有限公司
2011-07-22,200003,PT金田Ｂ,金田实业（集团）股份有限公司,金田实业(集团)股份有限公司
2011-07-22,200168,*ST舜喆B,广东雷伊（集团）股份有限公司,广东雷伊(集团)股份有限公司
2011-07-22,300009,安科生物,安徽安科生物工程（集团）股份有限公司,安徽安科生物工程(集团)股份有限公司
2011-07-22,300104,乐视退,乐视网信息技术（北京）股份有限公司,乐视网信息技术(北京)股份有限公司
2011-07-22,300194,福安药业,重庆福安药业（集团）股份有限公司,重庆福安药业(集团)股份有限公司
2011-07-22,300204,舒泰神,舒泰神（北京）生物制药股份有限公司,舒泰神(北京)生物制药股份有限公司
2011-07-22,002225,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司,濮阳濮耐高温材料(集团)股份有限公司
2011-07-27,300074,华平股份,上海华平信息技术股份有限公司,华平信息技术股份有限公司
2011-07-28,002097,山河智能,湖南山河智能机械股份有限公司,山河智能装备股份有限公司
2011-08-03,000750,国海证券,桂林集琦药业股份有限公司,国海证券股份有限公司
2011-08-03,000502,绿景退,绿景地产股份有限公司,绿景控股股份有限公司
2011-08-04,000856,冀东装备,唐山陶瓷股份有限公司,唐山冀东装备工程股份有限公司
2011-08-08,000719,中原传媒,焦作鑫安科技股份有限公司,中原大地传媒股份有限公司
2011-08-11,300071,福石控股,北京华谊嘉信整合营销顾问股份有限公司,北京华谊嘉信整合营销顾问集团股份有限公司
2011-08-16,002401,中远海科,上海交技发展股份有限公司,中海网络科技股份有限公司
2011-08-19,000981,山子高科,甘肃兰光科技股份有限公司,银亿房地产股份有限公司
2011-08-19,000732,ST泰禾,福建三农集团股份有限公司,泰禾集团股份有限公司
2011-08-24,002178,延华智能,上海延华智能科技股份有限公司,上海延华智能科技(集团)股份有限公司
2011-09-23,002254,泰和新材,烟台氨纶股份有限公司,烟台泰和新材料股份有限公司
2011-09-28,000979,中弘退,中弘地产股份有限公司,中弘控股股份有限公司
2011-10-17,002572,索菲亚,广州市宁基装饰实业股份有限公司,索菲亚家居股份有限公司
2011-10-25,000415,渤海租赁,新疆汇通(集团)股份有限公司,渤海租赁股份有限公司
2011-10-26,000157,中联重科,长沙中联重工科技发展股份有限公司,中联重科股份有限公司
2011-11-01,300173,ST福能,中山市松德包装机械股份有限公司,松德机械股份有限公司
2011-11-11,000603,盛达资源,威达医用科技股份有限公司,盛达矿业股份有限公司
2011-11-23,300148,天舟文化,湖南天舟科教文化股份有限公司,天舟文化股份有限公司
2011-11-24,002263,大东南,浙江大东南包装股份有限公司,浙江大东南股份有限公司
2011-11-28,002477,雏鹰退,河南雏鹰农牧股份有限公司,雏鹰农牧股份有限公司
2011-11-30,002204,大连重工,大连华锐重工铸钢股份有限公司,大连华锐重工集团股份有限公司
2011-12-06,002502,ST鼎龙,广东骅威玩具工艺股份有限公司,骅威科技股份有限公司
2011-12-16,000587,*ST金洲,光明集团家具股份有限公司,金叶珠宝股份有限公司
2011-12-19,000607,华媒控股,重庆华智控股股份有限公司,浙江华智控股股份有限公司
2011-12-22,000426,兴业银锡,赤峰富龙热电股份有限公司,内蒙古兴业矿业股份有限公司
2011-12-29,002477,雏鹰退,雏鹰农牧股份有限公司,雏鹰农牧集团股份有限公司
2012-01-04,000876,新 希 望,四川新希望农业股份有限公司,新希望六和股份有限公司
2012-01-04,000028,国药一致,深圳一致药业股份有限公司,国药集团一致药业股份有限公司
2012-01-04,200028,一致Ｂ,深圳一致药业股份有限公司,国药集团一致药业股份有限公司
2012-01-04,000809,和展能源,四川中汇医药(集团)股份有限公司,铁岭新城投资控股股份有限公司
2012-01-19,000506,招金黄金,山东中润投资控股集团股份有限公司,中润资源投资股份有限公司
2012-03-09,000863,三湘印象,深圳和光现代商务股份有限公司,三湘股份有限公司
2012-03-26,002002,ST鸿达,江苏琼花高科技股份有限公司,江苏金材科技股份有限公司
2012-03-29,000526,学大教育,厦门旭飞投资股份有限公司,厦门银润投资股份有限公司
2012-03-30,002307,北新路桥,新疆北新路桥建设股份有限公司,新疆北新路桥集团股份有限公司
2012-04-13,002532,天山铝业,浙江新界泵业股份有限公司,新界泵业集团股份有限公司
2012-04-17,300146,汤臣倍健,广东汤臣倍健生物科技股份有限公司,汤臣倍健股份有限公司
2012-04-19,000697,炼石航空,咸阳偏转股份有限公司,陕西炼石有色资源股份有限公司
2012-05-03,000716,黑芝麻,广西南方食品集团股份有限公司,南方黑芝麻集团股份有限公司
2012-05-11,300222,科大智能,上海科大智能科技股份有限公司,科大智能科技股份有限公司
2012-05-16,300151,昌红科技,深圳市昌红模具科技股份有限公司,深圳市昌红科技股份有限公司
2012-05-22,002117,东港股份,东港安全印刷股份有限公司,东港股份有限公司
2012-06-05,300298,三诺生物,长沙三诺生物传感技术股份有限公司,三诺生物传感股份有限公司
2012-06-06,300049,福瑞医科,内蒙古福瑞中蒙药科技股份有限公司,内蒙古福瑞医疗科技股份有限公司
2012-06-06,002162,悦心健康,上海斯米克建筑陶瓷股份有限公司,上海斯米克控股股份有限公司
2012-06-13,002349,精华制药,南通精华制药股份有限公司,精华制药集团股份有限公司
2012-06-20,300143,盈康生命,广东星河生物科技股份有限公司,广东菇木真生物科技股份有限公司
2012-06-25,002017,东信和平,东信和平智能卡股份有限公司,东信和平科技股份有限公司
2012-06-25,002092,中泰化学,新疆中泰化学(集团)股份有限公司,新疆中泰化学股份有限公司
2012-07-02,002173,创新医疗,浙江山下湖珍珠集团股份有限公司,千足珍珠集团股份有限公司
2012-07-12,002660,茂硕电源,深圳茂硕电源科技股份有限公司,茂硕电源科技股份有限公司
2012-07-23,002049,紫光国微,唐山晶源裕丰电子股份有限公司,同方国芯电子股份有限公司
2012-07-24,300149,睿智医药,江门量子高科生物股份有限公司,量子高科(中国)生物股份有限公司
2012-07-31,002181,粤 传 媒,广东九州阳光传媒股份有限公司,广东广州日报传媒股份有限公司
2012-08-02,000001,平安银行,深圳发展银行股份有限公司,平安银行股份有限公司
2012-08-03,000611,天首退,内蒙古时代科技股份有限公司,内蒙古四海科技股份有限公司
2012-08-13,000955,欣龙控股,欣龙控股(集团)股份有限公司,欣龙控股（集团）股份有限公司
2012-08-13,000930,中粮科技,中粮生物化学(安徽)股份有限公司,中粮生物化学（安徽）股份有限公司
2012-08-13,000881,中广核技,中国大连国际合作(集团)股份有限公司,中国大连国际合作（集团）股份有限公司
2012-08-13,000833,粤桂股份,广西贵糖(集团)股份有限公司,广西贵糖（集团）股份有限公司
2012-08-13,000406,大明退市,中国石化胜利油田大明(集团)股份有限公司,中国石化胜利油田大明（集团）股份有限公司
2012-08-13,000660,*ST 南华,广州汇集实业股份有限公司,广州南华西实业股份有限公司
2012-08-13,000536,华映科技,华映科技(集团)股份有限公司,华映科技（集团）股份有限公司
2012-08-13,002011,盾安环境,浙江盾安人工环境股份有限公司,浙江盾安人工环境设备股份有限公司
2012-08-13,000031,大悦城,中粮地产(集团)股份有限公司,中粮地产（集团）股份有限公司
2012-08-13,000661,长春高新,长春高新技术产业(集团)股份有限公司,长春高新技术产业（集团）股份有限公司
2012-08-13,002225,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司,濮阳濮耐高温材料（集团）股份有限公司
2012-08-13,000026,飞亚达,飞亚达(集团)股份有限公司,飞亚达（集团）股份有限公司
2012-08-13,002531,天顺风能,天顺风能(苏州)股份有限公司,天顺风能（苏州）股份有限公司
2012-08-13,002616,长青集团,广东长青(集团)股份有限公司,广东长青（集团）股份有限公司
2012-08-13,200026,飞亚达Ｂ,飞亚达(集团)股份有限公司,飞亚达（集团）股份有限公司
2012-08-13,300003,乐普医疗,乐普(北京)医疗器械股份有限公司,乐普（北京）医疗器械股份有限公司
2012-08-13,300104,乐视退,乐视网信息技术(北京)股份有限公司,乐视网信息技术（北京）股份有限公司
2012-08-13,300148,天舟文化,天舟文化股份有限公司,湖南天舟科教文化股份有限公司
2012-08-13,300149,睿智医药,量子高科(中国)生物股份有限公司,江门量子高科生物股份有限公司
2012-08-13,300172,中电环保,南京中电联环保股份有限公司,南京中电环保股份有限公司
2012-08-13,300194,福安药业,重庆福安药业(集团)股份有限公司,重庆福安药业（集团）股份有限公司
2012-08-13,300203,聚光科技,聚光科技(杭州)股份有限公司,聚光科技（杭州）股份有限公司
2012-08-13,300268,佳沃食品,万福生科(湖南)农业开发股份有限公司,万福生科（湖南）农业开发股份有限公司
2012-08-13,002425,凯撒文化,凯撒(中国)股份有限公司,凯撒（中国）股份有限公司
2012-08-13,300309,吉艾退,吉艾科技(北京)股份公司,吉艾科技（北京）股份公司
2012-08-22,000156,华数传媒,湖南嘉瑞新材料集团股份有限公司,浙江嘉瑞联合新材料集团股份有限公司
2012-08-23,000906,浙商中拓,南方建材股份有限公司,物产中拓股份有限公司
2012-09-12,300098,高新兴,广东高新兴通信股份有限公司,高新兴科技集团股份有限公司
2012-09-20,002632,道明光学,浙江道明光学股份有限公司,道明光学股份有限公司
2012-09-21,000922,佳电股份,阿城继电器股份有限公司,哈尔滨电气集团佳木斯电机股份有限公司
2012-09-24,300187,永清环保,湖南永清环保股份有限公司,永清环保股份有限公司
2012-09-25,200160,东沣B退,承德大路股份有限公司,承德南江股份有限公司
2012-09-27,300261,雅本化学,苏州雅本化学股份有限公司,雅本化学股份有限公司
2012-10-10,000156,华数传媒,浙江嘉瑞联合新材料集团股份有限公司,华数传媒控股股份有限公司
2012-10-15,002069,獐子岛,大连獐子岛渔业集团股份有限公司,獐子岛集团股份有限公司
2012-11-23,002475,立讯精密,深圳立讯精密工业股份有限公司,立讯精密工业股份有限公司
2012-11-28,300110,华仁药业,青岛华仁药业股份有限公司,华仁药业股份有限公司
2012-12-03,000665,湖北广电,武汉塑料工业集团股份有限公司,湖北省广播电视信息网络股份有限公司
2012-12-06,300349,金卡智能,浙江金卡高科技股份有限公司,金卡高科技股份有限公司
2012-12-17,002122,ST汇洲,浙江天马轴承股份有限公司,天马轴承集团股份有限公司
2012-12-20,000736,中交发展,重庆国际实业投资股份有限公司,中房重实地产股份有限公司
2012-12-20,000498,山东路桥,丹东化学纤维股份有限公司,山东高速路桥集团股份有限公司
2012-12-27,000791,甘肃能源,西北永新化工股份有限公司,甘肃电投能源发展股份有限公司
2012-12-27,000768,中航西飞,西安飞机国际航空制造股份有限公司,中航飞机股份有限公司
2013-01-07,000757,浩物股份,四川方向光电股份有限公司,四川浩物机电股份有限公司
2013-01-23,300143,盈康生命,广东菇木真生物科技股份有限公司,广东星河生物科技股份有限公司
2013-01-24,000806,银河退,北海银河高科技产业股份有限公司,北海银河产业投资股份有限公司
2013-01-29,300271,华宇软件,北京紫光华宇软件股份有限公司,北京华宇软件股份有限公司
2013-01-29,300178,腾邦退,深圳市腾邦国际票务股份有限公司,深圳市腾邦国际商业服务股份有限公司
2013-02-05,002347,泰尔股份,安徽泰尔重工股份有限公司,泰尔重工股份有限公司
2013-02-05,000673,当代退,山西当代投资股份有限公司,当代东方投资股份有限公司
2013-02-21,002004,华邦健康,重庆华邦制药股份有限公司,华邦颖泰股份有限公司
2013-03-12,300149,睿智医药,江门量子高科生物股份有限公司,量子高科（中国）生物股份有限公司
2013-03-13,000068,华控赛格,深圳赛格三星股份有限公司,深圳华控赛格股份有限公司
2013-03-13,000030,富奥股份,广东盛润集团股份有限公司,富奥汽车零部件股份有限公司
2013-03-13,200030,富奥B,广东盛润集团股份有限公司,富奥汽车零部件股份有限公司
2013-03-22,002024,ST易购,苏宁电器股份有限公司,苏宁云商集团股份有限公司
2013-03-25,000975,山金国际,南方科学城发展股份有限公司,银泰资源股份有限公司
2013-03-25,000831,中国稀土,山西关铝股份有限公司,五矿稀土股份有限公司
2013-04-02,002131,利欧股份,浙江利欧股份有限公司,利欧集团股份有限公司
2013-04-09,000638,*ST万方,万方地产股份有限公司,万方城镇投资发展股份有限公司
2013-04-10,002520,日发精机,浙江日发数码精密机械股份有限公司,浙江日发精密机械股份有限公司
2013-04-19,000971,*ST高升,湖北迈亚股份有限公司,湖北蓝鼎控股股份有限公司
2013-04-22,000739,普洛药业,普洛股份有限公司,普洛药业股份有限公司
2013-04-23,002031,巨轮智能,广东巨轮模具股份有限公司,巨轮股份有限公司
2013-04-25,000672,上峰材料,白银铜城商厦(集团)股份有限公司,甘肃上峰水泥股份有限公司
2013-04-25,300263,隆华科技,洛阳隆华传热科技股份有限公司,洛阳隆华传热节能股份有限公司
2013-05-03,002009,天奇股份,江苏天奇物流系统工程股份有限公司,天奇自动化工程股份有限公司
2013-05-08,300286,安科瑞,上海安科瑞电气股份有限公司,安科瑞电气股份有限公司
2013-05-13,000669,ST金鸿,吉林领先科技发展股份有限公司,中油金鸿能源投资股份有限公司
2013-05-14,000534,万泽股份,广东万泽实业股份有限公司,万泽实业股份有限公司
2013-05-31,000688,国城矿业,朝华科技(集团)股份有限公司,建新矿业股份有限责任公司
2013-06-14,002692,远程股份,江苏新远程电缆股份有限公司,远程电缆股份有限公司
2013-06-14,000687,华讯退,保定天鹅股份有限公司,恒天天鹅股份有限公司
2013-06-17,002002,ST鸿达,江苏金材科技股份有限公司,鸿达兴业股份有限公司
2013-06-24,002610,ST爱康,江苏爱康太阳能科技股份有限公司,江苏爱康科技股份有限公司
2013-07-04,002702,海欣食品,福建腾新食品股份有限公司,海欣食品股份有限公司
2013-07-12,000735,罗 牛 山,海口农工贸(罗牛山)股份有限公司,罗牛山股份有限公司
2013-07-15,000735,罗 牛 山,罗牛山股份有限公司,海口农工贸(罗牛山)股份有限公司
2013-07-16,002216,三全食品,郑州三全食品股份有限公司,三全食品股份有限公司
2013-07-22,000889,中嘉博创,秦皇岛渤海物流控股股份有限公司,茂业物流股份有限公司
2013-07-26,000545,金浦钛业,吉林制药股份有限公司,吉林金浦钛业股份有限公司
2013-07-31,000735,罗 牛 山,海口农工贸(罗牛山)股份有限公司,罗牛山股份有限公司
2013-08-08,300194,福安药业,重庆福安药业（集团）股份有限公司,福安药业（集团）股份有限公司
2013-08-13,002229,鸿博股份,福建鸿博印刷股份有限公司,鸿博股份有限公司
2013-08-15,000629,钒钛股份,攀钢集团钢铁钒钛股份有限公司,攀钢集团钒钛资源股份有限公司
2013-08-20,002224,三 力 士,浙江三力士橡胶股份有限公司,三力士股份有限公司
2013-08-23,000670,盈方微,舜元地产发展股份有限公司,舜元实业发展股份有限公司
2013-09-02,002524,光正眼科,光正钢结构股份有限公司,光正集团股份有限公司
2013-09-04,002302,西部建设,新疆西部建设股份有限公司,中建西部建设股份有限公司
2013-09-09,002306,ST云网,北京湘鄂情股份有限公司,北京湘鄂情集团股份有限公司
2013-09-13,002521,齐峰新材,山东齐峰特种纸业股份有限公司,齐峰新材料股份有限公司
2013-09-24,000677,ST海龙,山东海龙股份有限公司,恒天海龙股份有限公司
2013-09-25,300148,天舟文化,湖南天舟科教文化股份有限公司,天舟文化股份有限公司
2013-10-15,000693,华泽退,成都聚友网络股份有限公司,成都华泽钴镍材料股份有限公司
2013-11-07,002264,新 华 都,福建新华都购物广场股份有限公司,新华都购物广场股份有限公司
2013-11-18,300259,新天科技,河南新天科技股份有限公司,新天科技股份有限公司
2013-11-20,002501,*ST利源,吉林利源铝业股份有限公司,吉林利源精制股份有限公司
2013-11-25,000788,北大医药,北大国际医院集团西南合成制药股份有限公司,北大医药股份有限公司
2013-12-12,000736,中交发展,中房重实地产股份有限公司,中房地产股份有限公司
2013-12-18,300090,盛运退,安徽盛运机械股份有限公司,安徽盛运环保（集团）股份有限公司
2013-12-18,002285,世联行,深圳世联地产顾问股份有限公司,深圳世联行地产顾问股份有限公司
2013-12-25,000409,云鼎科技,泰复实业股份有限公司,山东地矿股份有限公司
2013-12-27,002689,ST远智,沈阳博林特电梯股份有限公司,沈阳博林特电梯集团股份有限公司
2014-01-02,002266,浙富控股,浙江富春江水电设备股份有限公司,浙富控股集团股份有限公司
2014-01-03,200413,ST东旭B,石家庄宝石电子玻璃股份有限公司,东旭光电科技股份有限公司
2014-01-03,002219,新里程,甘肃独一味生物制药股份有限公司,恒康医疗集团股份有限公司
2014-01-03,000413,ST旭电,石家庄宝石电子玻璃股份有限公司,东旭光电科技股份有限公司
2014-01-14,000511,烯碳退,沈阳银基发展股份有限公司,银基烯碳新材料股份有限公司
2014-01-17,002035,华帝股份,中山华帝燃具股份有限公司,华帝股份有限公司
2014-01-22,000622,恒立退,岳阳恒立冷气设备股份有限公司,恒立实业发展集团股份有限公司
2014-01-24,002379,宏桥控股,山东鲁丰铝箔股份有限公司,鲁丰环保科技股份有限公司
2014-01-28,002164,宁波东力,宁波东力传动设备股份有限公司,宁波东力股份有限公司
2014-02-10,002570,贝因美,浙江贝因美科工贸股份有限公司,贝因美婴童食品股份有限公司
2014-02-10,002470,金正大,山东金正大生态工程股份有限公司,金正大生态工程集团股份有限公司
2014-02-20,002047,宝鹰股份,深圳成霖洁具股份有限公司,深圳市宝鹰建设控股集团股份有限公司
2014-02-28,000667,ST美置,名流置业集团股份有限公司,美好置业集团股份有限公司
2014-03-05,002013,中航机电,湖北中航精机科技股份有限公司,中航工业机电系统股份有限公司
2014-03-05,000555,神州信息,深圳市太光电信股份有限公司,神州数码信息服务股份有限公司
2014-03-05,000059,华锦股份,辽宁华锦通达化工股份有限公司,北方华锦化学工业股份有限公司
2014-03-14,000042,中洲控股,深圳市长城投资控股股份有限公司,深圳市中洲投资控股股份有限公司
2014-03-18,000605,渤海股份,四环药业股份有限公司,渤海水业股份有限公司
2014-03-25,002011,盾安环境,浙江盾安人工环境设备股份有限公司,浙江盾安人工环境股份有限公司
2014-03-25,300043,星辉娱乐,广东星辉车模股份有限公司,星辉互动娱乐股份有限公司
2014-04-09,300248,新开普,郑州新开普电子股份有限公司,新开普电子股份有限公司
2014-04-11,000616,*ST海投,亿城集团股份有限公司,亿城投资集团股份有限公司
2014-04-14,000416,*ST民控,民生投资管理股份有限公司,民生控股股份有限公司
2014-04-16,000582,北部湾港,北海港股份有限公司,北部湾港股份有限公司
2014-04-18,002230,科大讯飞,安徽科大讯飞信息科技股份有限公司,科大讯飞股份有限公司
2014-04-23,300144,宋城演艺,杭州宋城旅游发展股份有限公司,宋城演艺发展股份有限公司
2014-04-25,300041,回天新材,湖北回天胶业股份有限公司,湖北回天新材料股份有限公司
2014-04-30,300101,振芯科技,成都国腾电子技术股份有限公司,成都振芯科技股份有限公司
2014-04-30,000046,*ST泛海,泛海建设集团股份有限公司,泛海控股股份有限公司
2014-05-05,300028,金亚退,成都金亚科技股份有限公司,金亚科技股份有限公司
2014-05-06,000592,平潭发展,福建中福实业股份有限公司,中福海峡（平潭）发展股份有限公司
2014-05-07,002217,ST合力泰,山东联合化工股份有限公司,合力泰科技股份有限公司
2014-05-12,000902,新洋丰,中国服装股份有限公司,湖北新洋丰肥业股份有限公司
2014-06-04,002276,万马股份,浙江万马电缆股份有限公司,浙江万马股份有限公司
2014-06-05,000760,斯太退,湖北博盈投资股份有限公司,斯太尔动力股份有限公司
2014-06-05,002174,游族网络,梅花伞业股份有限公司,游族网络股份有限公司
2014-06-05,002071,长城退,江苏宏宝五金股份有限公司,长城影视股份有限公司
2014-06-17,002675,东诚药业,烟台东诚生化股份有限公司,烟台东诚药业集团股份有限公司
2014-06-24,000035,中国天楹,中国科健股份有限公司,中国天楹股份有限公司
2014-06-25,002021,中捷资源,中捷缝纫机股份有限公司,中捷资源投资股份有限公司（最终以工商行政管理机关登记为准）
2014-07-03,002314,南山控股,雅致集成房屋股份有限公司,雅致集成房屋（集团）股份有限公司
2014-07-07,002021,中捷资源,中捷资源投资股份有限公司（最终以工商行政管理机关登记为准）,中捷缝纫机股份有限公司
2014-07-08,002373,千方科技,北京联信永益科技股份有限公司,北京千方科技股份有限公司
2014-07-25,002382,蓝帆医疗,山东蓝帆塑胶股份有限公司,蓝帆医疗股份有限公司
2014-08-04,300156,神雾退,天立环保工程股份有限公司,神雾环保技术股份有限公司
2014-08-11,002200,交投生态,云南绿大地生物科技股份有限公司,云南云投生态环境科技股份有限公司
2014-08-18,000670,盈方微,舜元实业发展股份有限公司,盈方微电子股份有限公司
2014-08-20,000681,视觉中国,远东实业股份有限公司,视觉（中国）文化发展股份有限公司
2014-08-25,002306,ST云网,北京湘鄂情集团股份有限公司,中科云网科技集团股份有限公司
2014-08-26,002450,康得退,北京康得新复合材料股份有限公司,江苏康得新复合材料股份有限公司
2014-09-16,002301,齐心集团,深圳市齐心文具股份有限公司,深圳齐心集团股份有限公司
2014-09-19,300254,仟源医药,山西仟源制药股份有限公司,山西仟源医药集团股份有限公司
2014-10-10,300202,聚龙退,辽宁聚龙金融设备股份有限公司,聚龙股份有限公司
2014-10-13,000928,中钢国际,中钢集团吉林炭素股份有限公司,中钢国际工程技术股份有限公司
2014-10-15,000958,电投产融,石家庄东方热电股份有限公司,石家庄东方能源股份有限公司
2014-10-20,300067,安诺其,上海安诺其纺织化工股份有限公司,上海安诺其集团股份有限公司
2014-10-22,000611,天首退,内蒙古四海科技股份有限公司,内蒙古敕勒川科技发展股份有限公司
