sample_group,selection_ranker,selection_seed,strategy_id,policy_id,entry_year,trade_row_count,total_pnl,mean_trade_net_return,trade_win_rate,mean_holding_trading_days
primary_development_2022_2023_partial,flow_quality,0,s0_distance_only,protect_3pct_target6pct_3d,2022,619,-40387.887055027786,-0.00399437770237903,0.43618739903069464,1.752827140549273
primary_development_2022_2023_partial,flow_quality,0,s0_distance_only,protect_3pct_target6pct_3d,2023,156,-4925.952750591321,-0.0029683814454209106,0.4935897435897436,2.301282051282051
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,2022,884,-48785.37550295451,-0.0038136127719564355,0.4253393665158371,1.1549773755656108
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,2023,261,-5364.582414266878,-0.0021859057745256968,0.41379310344827586,1.371647509578544
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,momentum_trail_4pct_5d,2022,431,-35196.92586257328,-0.0044323569946052915,0.4385150812064965,2.3109048723897914
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,momentum_trail_4pct_5d,2023,101,-385.35051810596633,-0.00044824638453193745,0.46534653465346537,3.5841584158415842
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_1d,2022,1020,-52959.41453369073,-0.00392691599360906,0.39215686274509803,1.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_1d,2023,356,-3416.6894757193995,-0.0014219532630897857,0.39325842696629215,1.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_2d,2022,429,-39870.01893034864,-0.0057363048285632105,0.4219114219114219,2.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_2d,2023,135,1697.271225289879,0.00108530560728099,0.4666666666666667,2.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_3d,2022,374,-39839.1247666822,-0.006216817770792757,0.42780748663101603,3.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_3d,2023,120,-2896.8515684249523,-0.001390720837568473,0.38333333333333336,3.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_5d,2022,160,-6664.510980922552,-0.0007309409292293129,0.46875,5.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,next_open_5d,2023,54,4500.58855333236,0.0050187196488029615,0.5,5.0
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,protect_3pct_target6pct_3d,2022,656,-36834.28082136722,-0.003388277776560485,0.4329268292682927,1.5579268292682926
primary_development_2022_2023_partial,flow_quality,0,s0_strong_no_ma,protect_3pct_target6pct_3d,2023,175,320.11039508063095,-7.452315668123143e-06,0.4857142857142857,2.057142857142857
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,fast_failure_2pct_target4pct_2d,2022,995,-34685.62855614592,-0.0019033657015386696,0.4452261306532663,1.2170854271356784
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,fast_failure_2pct_target4pct_2d,2023,252,-9865.21624385165,-0.0034446725996240273,0.4087301587301587,1.4206349206349207
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,momentum_trail_4pct_5d,2022,481,-18415.39847714125,-0.001753878508772128,0.4781704781704782,2.542619542619543
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,momentum_trail_4pct_5d,2023,114,3376.4489969319056,0.002014591126691309,0.5087719298245614,3.824561403508772
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_1d,2022,1164,-38686.72955187571,-0.0019670200836816344,0.41408934707903783,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_1d,2023,356,-10379.789104847243,-0.0028529704482610396,0.3707865168539326,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_2d,2022,518,-20524.397873194364,-0.0016029247971523061,0.4517374517374517,2.001930501930502
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_2d,2023,89,-3613.053970326766,-0.00400227921214538,0.4157303370786517,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_3d,2022,405,-16428.970202388617,-0.0021294218079704746,0.43950617283950616,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_3d,2023,150,-4120.154710147668,-0.001563747274936324,0.44666666666666666,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_5d,2022,245,-3719.543036334664,7.734726180965054e-05,0.4897959183673469,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,next_open_5d,2023,90,-9615.505502570108,-0.005979272091129742,0.4666666666666667,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,protect_3pct_target6pct_3d,2022,669,-30513.602921435628,-0.002553055498687075,0.44245142002989535,1.7473841554559044
primary_development_2022_2023_partial,flow_quality,0,s1_break_reclaim_stable3,protect_3pct_target6pct_3d,2023,157,-5122.395982377528,-0.002626225140357739,0.45222929936305734,2.2420382165605095
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,fast_failure_2pct_target4pct_2d,2022,619,-27685.5825123092,-0.002680143672488772,0.4345718901453958,1.2197092084006462
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,fast_failure_2pct_target4pct_2d,2023,193,-1256.7537467399588,-0.00048577333347076977,0.47150259067357514,1.383419689119171
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,momentum_trail_4pct_5d,2022,453,-45171.61996435466,-0.006198201763204781,0.45253863134657835,2.684326710816777
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,momentum_trail_4pct_5d,2023,130,-3213.824390784759,-0.0017851408314208663,0.47692307692307695,3.4153846153846152
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_1d,2022,754,-32169.90081812263,-0.002812254035210805,0.40318302387267907,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_1d,2023,267,-5375.263885530288,-0.0020596884248817835,0.39325842696629215,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_2d,2022,605,-17714.618933381833,-0.0012116484239004103,0.4446280991735537,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_2d,2023,225,-4624.02308338374,-0.001523948371750347,0.4088888888888889,2.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_3d,2022,405,-22829.787095982414,-0.0028482574051409636,0.4691358024691358,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_3d,2023,150,-3995.3380255666107,-0.0015812063816129178,0.44,3.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_5d,2022,245,-11736.507698799922,-0.001697004417169481,0.46938775510204084,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,next_open_5d,2023,90,-9255.019632720954,-0.007477796893892071,0.3888888888888889,5.0
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,protect_3pct_target6pct_3d,2022,437,-25876.94606425349,-0.0030572568116393503,0.459954233409611,1.759725400457666
primary_development_2022_2023_partial,flow_quality,0,s1_near_reversal,protect_3pct_target6pct_3d,2023,126,-563.7024480828927,-0.00040519225430400935,0.4444444444444444,2.119047619047619
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,fast_failure_2pct_target4pct_2d,2022,653,-19112.759932196263,-0.001582426059717995,0.45329249617151607,1.1929555895865238
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,fast_failure_2pct_target4pct_2d,2023,128,-1995.9551380566354,-0.001421419196212272,0.40625,1.390625
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,momentum_trail_4pct_5d,2022,461,-5167.934594607019,-0.0005720520361657022,0.5032537960954447,2.644251626898048
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,momentum_trail_4pct_5d,2023,106,3941.5197333174874,0.001723439004971764,0.5283018867924528,3.4150943396226414
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_1d,2022,782,-14837.78367928478,-0.001037310598664155,0.4437340153452685,1.0
primary_development_2022_2023_partial,flow_quality,0,s1_touch_immediate,next_open_1d,2023,267,-8889.612171272469,-0.0022723753994775896,0.40074906367041196,1.0
