sample_group,market_regime,strategy_id,ma_period,signal_count,net_return_5m_mean,net_return_5m_median,net_return_5m_win_rate,net_return_15m_mean,net_return_15m_median,net_return_15m_win_rate,net_return_30m_mean,net_return_30m_median,net_return_30m_win_rate,net_return_60m_mean,net_return_60m_median,net_return_60m_win_rate,net_return_1d_mean,net_return_1d_median,net_return_1d_win_rate,net_return_2d_mean,net_return_2d_median,net_return_2d_win_rate,net_return_3d_mean,net_return_3d_median,net_return_3d_win_rate,net_return_5d_mean,net_return_5d_median,net_return_5d_win_rate
primary_development_2022_2023_partial,neutral,s1_touch_immediate,60,142805,-0.0027507267880023506,-0.0030162529300138408,0.18629991176594166,-0.0026284028211773732,-0.0030162529300138408,0.24787641543126449,-0.002612682457152648,-0.0030162529300138408,0.28764609900768223,-0.002795323178124909,-0.0030162529300139518,0.3272468762256962,-0.002898391713330202,-0.004278257673140495,0.41889703046664095,-0.0028774485172990694,-0.004978819361253772,0.4315573885475409,-0.0043863464056475236,-0.006903129136914321,0.4223263513797893,-0.006432492376040364,-0.009101783486127335,0.4251105340725665
primary_development_2022_2023_partial,neutral,s1_touch_immediate,120,90532,-0.0027547657019244697,-0.0030162529300138408,0.19230981652693552,-0.002649334857738242,-0.0030162529300138408,0.2542831578831093,-0.0026678705810770816,-0.0030162529300138408,0.29084924001413925,-0.002884965359218681,-0.0031596889387926486,0.3274852509004132,-0.0029369213670950595,-0.004400952578722084,0.4198854083709406,-0.002876607593398692,-0.0052249010183391675,0.4304429126235077,-0.004542522088159275,-0.007069032389647512,0.4209029230445706,-0.0063990836933318,-0.008544813449810618,0.4278898838843936
primary_development_2022_2023_partial,neutral,s1_touch_immediate,240,67933,-0.0028336537544858924,-0.0030162529300138408,0.1883767830067861,-0.0028004427487930833,-0.0030162529300138408,0.24565380595586828,-0.002828581842588947,-0.0030162529300139518,0.28050521853056776,-0.0030284639796875857,-0.0033706730320650635,0.31908722856091276,-0.0028300578413636293,-0.0045268343649683684,0.41287783885753027,-0.002524970557154958,-0.005135240702744959,0.4267453004054552,-0.0037192183270057305,-0.006639253001956336,0.4196069180071657,-0.004469943714675891,-0.007992865708761232,0.4272497897392767
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,10,391567,-0.0030253021104862284,-0.0030162529300138408,0.15682453743312094,-0.0029411342812398268,-0.0030162529300138408,0.22011947358070852,-0.00293109303803997,-0.0030162529300139518,0.26347903374930404,-0.0031828968016206147,-0.0037299134504646947,0.30616196553468245,-0.003363824405588014,-0.004606338651018671,0.40781678467646215,-0.0035568483313008757,-0.005318755810083009,0.4183632744743884,-0.004922053020639927,-0.006825168869154297,0.4127265145099765,-0.006008207372810775,-0.007699676286772816,0.42672942212257786
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,20,254329,-0.0029567599771790415,-0.0030162529300138408,0.1645467091837738,-0.00284270893909294,-0.0030162529300138408,0.2300517849489425,-0.0028476762841350505,-0.0030162529300139518,0.27025390371555863,-0.0030493988803250243,-0.0036467898904860574,0.31074597281651145,-0.0029925249334046915,-0.004383857521330858,0.41148883052242363,-0.0030595498799330244,-0.00507330330223521,0.42437241254347713,-0.004516651353673925,-0.006618072825497923,0.4183065748633191,-0.005952006084831268,-0.007631918425708095,0.4294848813158672
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,40,166117,-0.0029039647194178944,-0.0030162529300138408,0.17159592335522553,-0.0027633522525922546,-0.0030162529300138408,0.2370480513382376,-0.0027990288887381367,-0.0030162529300139518,0.2760459936186864,-0.003033227417184315,-0.003615942456178689,0.31524409335035286,-0.003011068270743771,-0.004350456822503124,0.41404441550925924,-0.0031242760534119594,-0.005292471530630172,0.42412749330696314,-0.004778068426773252,-0.0071190667039644495,0.41546217068567326,-0.006526393765537655,-0.008687129636165802,0.42390301275671766
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,60,132647,-0.002854079355341703,-0.0030162529300138408,0.1750248786224782,-0.0027055546041491953,-0.0030162529300138408,0.23879134217410644,-0.0026839550966877195,-0.0030162529300139518,0.2773262564272682,-0.0028319527532122447,-0.003016252930014063,0.3205048936073955,-0.0028832192293768493,-0.004274277086383671,0.41796497584541065,-0.0030513220526477026,-0.00510636560730926,0.42879470858721996,-0.00463230979517271,-0.007040405289529428,0.4193947906990794,-0.0067076120343728795,-0.009262416164669052,0.4227563642408626
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,120,83688,-0.0028525492445997825,-0.0030162529300138408,0.18047008495943218,-0.00273869326792342,-0.0030162529300138408,0.2434486467108801,-0.0027481499595955303,-0.0030162529300139518,0.28039672581705205,-0.0029185032986631305,-0.003678260730193006,0.3211869875947128,-0.0029249322852686163,-0.004428411211982564,0.4185681978629462,-0.003008229671585123,-0.005365782577468781,0.4277746526073895,-0.0046086890135211295,-0.007091118381253647,0.4196391153896811,-0.006613899747613913,-0.008703823950125478,0.4255041433156105
primary_development_2022_2023_partial,neutral,s1_touch_reclaim,240,62838,-0.0029439589539162194,-0.0030162529300138408,0.1751806231897896,-0.002856755525256671,-0.0030162529300138408,0.23551035997326458,-0.002899226459047709,-0.0030162529300139518,0.27253918994191134,-0.0030826270840069118,-0.0037729769456957274,0.31122075441667996,-0.002899849779884802,-0.00462949523918843,0.4103140085073842,-0.0027671757530834335,-0.005280409812080555,0.423883071135976,-0.004032465104245964,-0.006771370621425965,0.41716745038654657,-0.004821108399112381,-0.00806853543205771,0.425445032859057
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,10,1548,-0.0030469056425547073,-0.0030162529300138963,0.22093023255813954,-0.002911933707111021,-0.0030162529300139518,0.29328165374677,-0.0030530348742102207,-0.0030162529300139518,0.31976744186046513,-0.0034839989893388555,-0.0036708757955840055,0.34689922480620156,-0.00418958138431485,-0.004508743569340057,0.42718446601941745,-0.00475148779887659,-0.005690352642485519,0.42884864165588615,-0.007391759470900055,-0.007775125231064051,0.4050550874918989,-0.008243562859045362,-0.007909785691583127,0.4339378238341969
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,20,10008,-0.0029899543449370884,-0.0030162529300138408,0.20303756994404476,-0.0028655733767205386,-0.0030162529300138408,0.2812749800159872,-0.0030172498618070307,-0.0030162529300139518,0.30628560007994404,-0.0034983225558151217,-0.004029062224214119,0.32340595642614434,-0.003893844696442707,-0.004989501799213425,0.4050240192153723,-0.0050257786241839995,-0.006275706123614555,0.410674944922892,-0.006296589396578127,-0.007797949558646766,0.41435579137050754,-0.007552817438160735,-0.007997021025284434,0.4279139569784892
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,40,14596,-0.0027487286962527275,-0.0030162529300138408,0.23102219786242806,-0.0025517329207164377,-0.0030162529300138408,0.2910386407234859,-0.002645215776716157,-0.0030162529300139518,0.32262263633872296,-0.0028793158112993458,-0.00387276817663762,0.34409044193216853,-0.0030890027272879985,-0.004675127717151839,0.41570026761819806,-0.00335745185320914,-0.005791435198290229,0.42587508579272476,-0.0051119097675554614,-0.007381809780603543,0.4197090310183914,-0.008017344300897516,-0.009662811243813685,0.4188503224036219
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,60,13390,-0.002787194555054282,-0.0030162529300138408,0.2314586600941071,-0.0024643145298712536,-0.0030162529300138408,0.2973336320860408,-0.002541026172265316,-0.0030162529300139518,0.32519232205541865,-0.002649261353803514,-0.0032065533207504826,0.35193068937187244,-0.0025585710933348654,-0.004277459945742745,0.4257070178063744,-0.0029890559566886866,-0.005142017849139813,0.43192874784821494,-0.00457576239081574,-0.0074670732294335185,0.42195450463932954,-0.007227135606366662,-0.010486839590620023,0.41398936568561373
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,120,9977,-0.002782666750539723,-0.0030162529300138408,0.24666733487020145,-0.0026558216841095147,-0.0030162529300139518,0.30032076984763434,-0.00269601342364073,-0.0030162529300139518,0.32197273456295106,-0.0027950932479069946,-0.003942817750710925,0.3499749373433584,-0.0016271217579800375,-0.003355825050950223,0.4374310085298545,-0.0014344508376103477,-0.004982720901631488,0.44013660104459623,-0.00330824875724362,-0.007102251893415068,0.4245804441764647,-0.005858326999753865,-0.009812766236310055,0.420249096022499
primary_development_2022_2023_partial,neutral,s2_first_touch_reclaim,240,7512,-0.0029004417750872684,-0.0030162529300138408,0.24893503727369543,-0.002918911088995987,-0.0030162529300139518,0.29818956336528224,-0.0030543464334377695,-0.0037028808549930403,0.32294994675186367,-0.0033429435704133634,-0.004099350269580804,0.3439829605963791,-0.0027906546430348004,-0.004831429272363019,0.422553985603839,-0.003209285536963479,-0.006521273915806813,0.4198799199466311,-0.004030106984930073,-0.008157553821398156,0.41175686483604373,-0.005572663144861817,-0.01114201816381849,0.4069674319273892
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,10,191958,-0.00302777228624601,-0.0030162529300138408,0.15073167428121922,-0.0028798462289306853,-0.0030162529300138408,0.2173315064782158,-0.002837792440156378,-0.0030162529300138408,0.26232651189930395,-0.003075628523699496,-0.003016252930014063,0.3075756628314157,-0.0031284103088639213,-0.00416883529656864,0.4131438739674273,-0.002860273400315069,-0.004389981827113476,0.43030106932057177,-0.004375704028676226,-0.006163794357227581,0.4198988723589666,-0.005189138725309743,-0.006317523615676057,0.4406138070027046
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,20,121902,-0.002952796130733067,-0.0030162529300138408,0.15751177175107872,-0.002771156433388231,-0.0030162529300138408,0.22546349466776047,-0.0027464874775298465,-0.0030162529300138408,0.2681330040774134,-0.0029358889893905,-0.0030162529300139518,0.31276257056583956,-0.002791575858842469,-0.003955917159109035,0.4159957279000986,-0.002453148497644219,-0.0040746220882621476,0.43554510938347496,-0.004281932108564846,-0.005965908986433843,0.42567667504806983,-0.005365615521711756,-0.005945686075175538,0.4461759750133564
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,40,78720,-0.002875150799148562,-0.0030162529300138408,0.1651168699186992,-0.0027083356228293763,-0.0030162529300138408,0.23224380391011065,-0.0027336576363410515,-0.0030162529300138408,0.2723715635957112,-0.002966602623811398,-0.0030162529300139518,0.3142152876600935,-0.003086515029651132,-0.00439520693702633,0.40999809196718184,-0.0028532690939403514,-0.004888698710578565,0.426850367656413,-0.0049529835068894065,-0.007019504707704072,0.4136382716206419,-0.006694749616323545,-0.008345342001212286,0.4259148475784382
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,60,63915,-0.002902229827457827,-0.0030162529300138408,0.16760283510396945,-0.002754272974201083,-0.0030162529300138408,0.23217862060332958,-0.002722231698650756,-0.0030162529300139518,0.2696959739629786,-0.0029181755640558613,-0.003205865662434859,0.31208626113084714,-0.002970684228165911,-0.004725123835445877,0.4060923250493591,-0.002801935184073856,-0.004955910025480792,0.42716575529197937,-0.004534888407597227,-0.0067623002888380634,0.4176227195787098,-0.006276370444686712,-0.008506795452702998,0.4272943980929678
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,120,41787,-0.0028562163789944256,-0.0030162529300138408,0.18173550950078973,-0.0026789329880277032,-0.0030162529300138408,0.24556659088189542,-0.0026620640213272265,-0.0030162529300139518,0.28045949503410317,-0.002844679254527636,-0.0037418597328303105,0.31895643848731453,-0.0030193294846617633,-0.004695524911410065,0.4105396855828221,-0.002769471123237215,-0.005086834076718061,0.42464407267149223,-0.004200749738856153,-0.006367458802518211,0.4229800705086697,-0.005535573747433343,-0.00717035187613857,0.434704401007315
primary_development_2022_2023_partial,neutral,s2_reclaim_acceleration,240,30075,-0.0029895749480714326,-0.0030162529300138408,0.17815461346633416,-0.002926998571880405,-0.0030162529300139518,0.23561097256857855,-0.002959146823378829,-0.0030162529300139518,0.27252776484671143,-0.003280816145927662,-0.004084831437055514,0.3067868187410634,-0.0036997667097881676,-0.005477941194384051,0.3933956925535102,-0.004032916675684084,-0.006462053864376316,0.4060105284200706,-0.00526083921075567,-0.008033575425662798,0.40417027513157017,-0.005992349597271948,-0.009511261054248266,0.41620558629424703
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,10,61495,-0.0031710234055479063,-0.0030162529300139518,0.17574072267213062,-0.0032364410214424286,-0.0030162529300139518,0.23171624192945078,-0.0033583254884184443,-0.0038062558991661666,0.2689111165324876,-0.0036782918966227337,-0.004285487490255702,0.30742578283855226,-0.004708932304710596,-0.005722384026360439,0.38975954646161864,-0.00608002048873086,-0.007497078759541975,0.3895471064682779,-0.007325710635739882,-0.008483262510158296,0.39403471599706624,-0.008590924597349498,-0.009551247317383382,0.40291989832496905
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,20,36056,-0.0031196159250327722,-0.0030162529300138408,0.1796649656090526,-0.0031220792538575624,-0.0030162529300139518,0.2421922671548233,-0.003279009233057366,-0.0037278758758166886,0.2747822710378876,-0.0034891395024047797,-0.004366722095472952,0.30881700144268115,-0.003744483300334803,-0.005110756600328836,0.3995943768405845,-0.0049391097950737765,-0.006943104327022442,0.398510035025296,-0.006365370175032781,-0.008478297306484972,0.3995106897606272,-0.007537810502351893,-0.009703341524686215,0.40267971312614664
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,40,16188,-0.0031457296784287965,-0.0030162529300138408,0.1818631084754139,-0.0031321897133708854,-0.0030162529300139518,0.24328164576512015,-0.0032604494775259015,-0.0036157620984262895,0.2783715327114351,-0.0035996391057406675,-0.004065295573491057,0.32088998763906057,-0.0034096332103828214,-0.004559571423930153,0.4148560817084494,-0.004464875666312221,-0.0066951597457703405,0.4101040118870728,-0.005826276782084257,-0.008376380602432953,0.4064492170576221,-0.008082495493304644,-0.010104803201945955,0.4131873569617121
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,60,8943,-0.0029437702224390937,-0.0030162529300138408,0.1875209661187521,-0.002763705216497085,-0.0030162529300138408,0.25628983562562896,-0.0029082535795278467,-0.0030162529300139518,0.2902829028290283,-0.0027813990212681985,-0.0030162529300139518,0.34790874524714827,-0.002576819145742629,-0.0030162529300138408,0.4507499440340273,-0.003453590224786838,-0.005055074498664047,0.4376889486059792,-0.005475272826447948,-0.007122640062711294,0.4284113824781537,-0.008765145963958118,-0.009931349284188151,0.41986101770903383
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,120,3457,-0.00297078068961884,-0.0030162529300138408,0.19062771188892103,-0.002923566492164539,-0.0030162529300138408,0.26186342592592593,-0.002902778404634929,-0.0030162529300139518,0.3012152777777778,-0.003011882383837039,-0.0037256126388440225,0.3382523148148148,-0.0028836075536959657,-0.0034064607871317487,0.43778935185185186,-0.003118799649714014,-0.005841569960322146,0.44045204288611994,-0.005793461353963567,-0.007797949558646822,0.42439165701042875,-0.007709789208758026,-0.00971991746173978,0.4315942028985507
primary_development_2022_2023_partial,neutral,s2_reclaim_breakout_recent,240,7839,-0.0029967357317101442,-0.0030162529300138408,0.17999744865416506,-0.0029638413889465946,-0.0030162529300138408,0.2361270570225794,-0.0032108456021241803,-0.0030162529300139518,0.2671259089169537,-0.0032421978918121467,-0.0036053243183594708,0.3166624138810921,-0.0022146531754032423,-0.0030162529300138408,0.43194586312563843,-0.001212703225078724,-0.0030162529300138408,0.446360153256705,-0.0020812814530243506,-0.004103476209261214,0.4470693398033457,-0.0014511912866331867,-0.0030162529300138408,0.4672897196261682
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,10,35853,-0.003203672877581882,-0.0030162529300139518,0.1871809890385742,-0.0033355628573609832,-0.003563144727638745,0.2398114312812073,-0.0034618674485438865,-0.004080269735851627,0.27743681303353235,-0.004042963840130614,-0.004774601690278213,0.30127239243261345,-0.006285340074217291,-0.008102904700779012,0.36448284539887593,-0.008690449421616448,-0.011513273501633114,0.3496044060499315,-0.01061518542120395,-0.013714597362893877,0.34889833351974053,-0.01399509208268092,-0.01738201297424996,0.3465194296896841
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,20,24729,-0.003160610289382799,-0.0030162529300138408,0.1836305552185693,-0.003159797921192393,-0.0030162529300139518,0.24313503457758726,-0.0033045111319774515,-0.003934497277172655,0.2766723287228019,-0.0037122321829598866,-0.0046347330388936125,0.30293225480283115,-0.005005329649175575,-0.007142651733434258,0.37436167625840966,-0.006959516605630961,-0.010764831275117182,0.36357371599983784,-0.009083027673374917,-0.014093850119680229,0.353596757852077,-0.01305357729066138,-0.017637772068354263,0.34816796368352787
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,40,9188,-0.003082213044639956,-0.0030162529300138408,0.18447975620374402,-0.003037195233213999,-0.0030162529300139518,0.2501088376142795,-0.0031806941559035518,-0.00371198478421475,0.2783280722760422,-0.0035576344218764527,-0.004205971005276421,0.31540555253130104,-0.0061226180768559095,-0.007047184521941086,0.36296215508779583,-0.008222710408543292,-0.011334365139557767,0.35740781147719836,-0.011036197541503368,-0.015009474299034653,0.3447862129144852,-0.013983474118093035,-0.01892556804283263,0.35067059208374224
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,60,3629,-0.002796598274467757,-0.0030162529300138408,0.20639294571507302,-0.0024616492311973675,-0.0030162529300138408,0.2788647010195646,-0.0024851907134408394,-0.0030162529300138408,0.31193166161476993,-0.0025751718429652512,-0.0030162529300138408,0.3458252962248553,-0.0048091113551153725,-0.005671336144581041,0.39580458183825556,-0.00723366797575911,-0.010112222660049297,0.38455172413793104,-0.009962324095360629,-0.013715920892797606,0.3713418001104362,-0.014174361453237853,-0.017903775164681224,0.37054434926775354
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,120,581,-0.0031063439591035857,-0.0030162529300138408,0.24268502581755594,-0.0025609671123497644,-0.0030162529300138408,0.30120481927710846,-0.0027273422263339184,-0.0030162529300138408,0.3373493975903614,-0.002896980399858635,-0.0030162529300138408,0.35972461273666095,-0.004934174749613805,-0.005914461497077861,0.4079173838209983,-0.007745613257039032,-0.01153748153744949,0.36316695352839934,-0.010147815543208963,-0.015743705020268894,0.35060449050086356,-0.013585381651334053,-0.01702539223310484,0.36660929432013767
primary_development_2022_2023_partial,neutral,s2_reclaim_bull_stack,240,60,-0.0030371316202910965,-0.0030162529300138408,0.3333333333333333,-0.0024444173053156585,-0.0022091331991525576,0.35,-0.003232490396481848,-0.0033766953548403644,0.3333333333333333,-0.001501943247250546,-0.0030162529300137297,0.4166666666666667,0.001499312978014198,0.002780296772865065,0.5333333333333333,0.0008745624118791022,0.004149267999184025,0.5333333333333333,0.006357249066682238,0.0004918530269645283,0.5166666666666667,-0.0133929894181671,-0.017827625475713427,0.4166666666666667
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,10,169025,-0.0030828432005174235,-0.0030162529300138408,0.1633969140477092,-0.0030918466493511,-0.0030162529300139518,0.22108358528633892,-0.0031332524030718524,-0.003016252930014063,0.2628885194104386,-0.0033150997183122597,-0.003984198315518772,0.30362458206349674,-0.003541734383943002,-0.004768421202544726,0.4037389269102006,-0.004002291960934074,-0.005836574703903641,0.410285436570968,-0.004989517501029343,-0.006836114029898699,0.4120662881257483,-0.005827846983564743,-0.0074937248479927665,0.42422679189791757
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,20,112270,-0.003050195700551539,-0.0030162529300138408,0.16681214928297852,-0.0030432522058446865,-0.0030162529300139518,0.22903639570306236,-0.0030868033854321106,-0.0030162529300139518,0.26716251725827284,-0.0032755471175896036,-0.004021276868592549,0.30498614711672944,-0.0033078375001974027,-0.004769962247639259,0.4041283462529995,-0.0036144424008762487,-0.0058843737783702554,0.41264557583329614,-0.0046163253449958645,-0.007069032389647623,0.41272589353442507,-0.005718441033257964,-0.008128990094475319,0.4208731972011995
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,40,70652,-0.003029912953267713,-0.0030162529300138408,0.169407801619204,-0.00298002442973135,-0.0030162529300138408,0.23433497048874044,-0.0030375326953439633,-0.0030162529300139518,0.27342854312040876,-0.0032843690115740352,-0.003929241709382025,0.3113577485524993,-0.0032334365307450726,-0.004600653254908271,0.4106859410430839,-0.003544262650331698,-0.005893550901355682,0.4169100757167569,-0.004792603221808016,-0.007483025990363268,0.4132654508324588,-0.0060495823509597035,-0.008638341729280685,0.42441258632180484
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,60,53138,-0.0029169453462826594,-0.0030162529300138408,0.17193292809153696,-0.002797607512346939,-0.0030162529300138408,0.23787567984643468,-0.002801882342997324,-0.0030162529300138408,0.27864872494589255,-0.00286815189723234,-0.0030162529300139518,0.32571708198449145,-0.0030028012694524936,-0.003677821441672502,0.4265614405183455,-0.0034314669501660407,-0.005146560081872753,0.42976141117937505,-0.004845112826589316,-0.007299749158026447,0.42053573111651493,-0.006912556224262174,-0.009326276645646503,0.4213921901528014
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,120,19914,-0.0029863150741461565,-0.0030162529300138408,0.16154464196042984,-0.002971003247812077,-0.0030162529300138408,0.23231055089639935,-0.0029677780265980605,-0.0030162529300138408,0.27645256867373075,-0.0028928136034372044,-0.0030162529300138408,0.32710562000904025,-0.0022974701434140717,-0.0030162529300136187,0.45651518198270663,-0.0012768838863524254,-0.0018450304977575271,0.47726129389274574,-0.002948989379643595,-0.0030162529300139518,0.45706092468682397,-0.004391780945015253,-0.004569187115481044,0.4608765661953404
primary_development_2022_2023_partial,neutral,s2_reclaim_daily_trend,240,24192,-0.0029288207421947457,-0.0030162529300138408,0.17604993386243387,-0.00281573124733159,-0.0030162529300138408,0.23916997354497355,-0.0029381278830795353,-0.0030162529300139518,0.27414021164021163,-0.0028841161596487486,-0.0030162529300139518,0.31803902116402116,-0.00190260752921096,-0.0030162529300138408,0.43053315134218473,-0.0010063157823014923,-0.0030162529300138408,0.4514032618594255,-0.0018265144628212663,-0.0038537144940678503,0.44698914934150585,-0.0018149630770177786,-0.003037028907294126,0.45839893925582165
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,10,189454,-0.0030123341133189287,-0.0030162529300138408,0.1553472365177643,-0.002907592302929958,-0.0030162529300138408,0.2188633232513579,-0.002851486039584981,-0.0030162529300138408,0.26566582735521876,-0.0029473873623424396,-0.0030162529300139518,0.3106310187531678,-0.0028236627106967816,-0.0037195924341197895,0.4183376241654023,-0.002975188189009705,-0.004729283423261288,0.42640036803781906,-0.004560679058895045,-0.006354368154578682,0.41805615048202266,-0.0054789659578920406,-0.006750274454620286,0.4322371448672037
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,20,127373,-0.003056385177471887,-0.0030162529300138408,0.15731748486727956,-0.002975458203448153,-0.0030162529300138408,0.22344877401524726,-0.003006999626560391,-0.0030162529300139518,0.26417035042124354,-0.0031565816480234243,-0.0036237069773929487,0.30827705355740537,-0.0034650006280383776,-0.004926183479956436,0.3992421145319035,-0.003135526133930471,-0.0051930733384635275,0.4197574556436391,-0.004300423591773722,-0.006285052100734934,0.42000959428746687,-0.004714338440589164,-0.006540019195139912,0.4368909129521697
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,40,85240,-0.0029964398297923347,-0.0030162529300138408,0.1651806663538245,-0.002906874588948689,-0.0030162529300138408,0.23245228123276904,-0.0029550270089789806,-0.0030162529300139518,0.2712906366953318,-0.0031656101950616657,-0.0035132538009360337,0.31319306727373003,-0.0029133978506759167,-0.004244065426405319,0.41508236787065544,-0.0031167362708636676,-0.005266780575769958,0.42521211836322187,-0.004657501976249665,-0.00738898866277693,0.4143856143856144,-0.005853794528498426,-0.008757042260551073,0.4259886208680115
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,60,64254,-0.002875645491509496,-0.0030162529300138408,0.1780122638279329,-0.002805996611167063,-0.0030162529300138408,0.2395648519936502,-0.002848126734005356,-0.0030162529300139518,0.2803336861109382,-0.003013923807337395,-0.0031341839016184037,0.3258412975126856,-0.0033321508361321387,-0.003991775187420998,0.4257539880358923,-0.0034192180619427794,-0.005015551888041814,0.4341307566430297,-0.004883848422185725,-0.007085574346626211,0.4250576719246836,-0.006288226111567384,-0.008959524149507014,0.42883661435747045
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,120,41379,-0.0028690167123661095,-0.0030162529300138408,0.17813383600377003,-0.002776364545321823,-0.0030162529300138408,0.24140847793513462,-0.002827939182600165,-0.0030162529300139518,0.2774662864324037,-0.0031607319112432484,-0.004065709505877035,0.3157373166074493,-0.004083971501647431,-0.006146500173561775,0.3934993586485636,-0.005214250165092685,-0.008394820578953965,0.3914201326683775,-0.006900908086692269,-0.010979381900221075,0.3807113973703964,-0.009332557826331094,-0.014197379065378157,0.3860817750218002
primary_development_2022_2023_partial,neutral,s2_reclaim_positive_slope,240,30950,-0.0029638277143637856,-0.0030162529300138408,0.1756058158319871,-0.0028517031525378093,-0.0030162529300139518,0.23751211631663974,-0.002837190720626746,-0.0030162529300139518,0.275526689931498,-0.0030842980250981324,-0.0037732658732741453,0.31542040974600916,-0.0028391036738786564,-0.004341588585806244,0.42124672467893765,-0.00282783775756071,-0.004963486811009776,0.43413939335081414,-0.0038320986818341277,-0.006580091167976088,0.4232747743375716,-0.004604719523676678,-0.008169003149988918,0.42912187540474034
