sample_group,selection_ranker,selection_seed,strategy_id,policy_id,equity_row_count,equity_start_date,equity_end_date,minimum_marked_equity,maximum_marked_equity,mean_daily_return,daily_return_std,daily_sharpe,annualized_geometric_return,minimum_daily_return,maximum_daily_return,mean_position_count,invested_day_fraction,maximum_position_count
primary_development_2022_2023_partial,flow_quality,0,fu_r3_core_pullback,next_open_3d,342,2022-01-04,2023-06-02,90341.94218019208,120756.41477054657,0.00048245017642230406,0.013762577849281171,0.5564843450571973,0.10255525800593812,-0.058018820762971046,0.042396025320392106,3.9473684210526314,0.7894736842105263,5
primary_development_2022_2023_partial,flow_quality,0,fu_r3_core_pullback,next_open_5d,342,2022-01-04,2023-06-02,82557.93485492512,116565.19876318902,0.00010633337131860099,0.016808226660759967,0.1004264146078762,-0.009003306249812715,-0.08696191632740768,0.05488312847444421,4.385964912280702,0.8771929824561403,5
primary_development_2022_2023_partial,flow_quality,0,fu_r3_core_pullback,protect_3pct_target6pct_3d,342,2022-01-04,2023-06-02,75884.82216194631,107573.08569364711,-0.0005032821585533721,0.011045781530656372,-0.7232948219005069,-0.13258116410686294,-0.03306328483121834,0.03528589788858594,3.3421052631578947,0.8304093567251462,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,fast_failure_2pct_target4pct_2d,342,2022-01-04,2023-06-02,41141.09522156718,102194.18566076206,-0.002473329740912594,0.01474075255565499,-2.663560919298169,-0.47877322469692885,-0.044230043993267465,0.03518852900699243,4.833333333333333,0.9678362573099415,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,momentum_trail_4pct_5d,342,2022-01-04,2023-06-02,78219.36132363805,108773.9970721781,0.00014373919288597793,0.01666429688238879,0.1369268061101396,0.0011960915906557013,-0.049194957190542454,0.050531467363386984,4.87719298245614,1.0,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,next_open_1d,342,2022-01-04,2023-06-02,33006.28393640214,101599.897067208,-0.003135130630282875,0.014165404945996257,-3.5133945017678276,-0.558143011397175,-0.051614120465912516,0.04141053449942933,4.8391812865497075,0.9678362573099415,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,next_open_2d,342,2022-01-04,2023-06-02,54265.44281681275,102176.443002485,-0.0016066339267692146,0.016230464695187578,-1.5713981939448252,-0.3550690806008362,-0.057221915528562706,0.05407527499408982,4.853801169590644,0.9707602339181286,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,next_open_3d,342,2022-01-04,2023-06-02,85702.51480623905,141682.80926111783,0.0010109404175184832,0.017701324107847066,0.9066091052042853,0.24013320123775772,-0.06423904943653469,0.06389499830903489,4.921052631578948,1.0,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,next_open_5d,342,2022-01-04,2023-06-02,80141.32419091614,114656.82837668085,0.00020083151921127023,0.018454197886370424,0.1727575238527426,0.007760729447375603,-0.07391534110441744,0.07320873421114649,4.918128654970761,1.0,5
primary_development_2022_2023_partial,flow_quality,0,ht_r3_core_pullback,protect_3pct_target6pct_3d,342,2022-01-04,2023-06-02,65407.328364823814,105384.89953822806,-0.0008841020968058197,0.014958027858600929,-0.938271129262786,-0.2221475083371398,-0.05741925162607309,0.041042545795513474,4.845029239766082,0.9736842105263158,5
primary_development_2022_2023_partial,flow_quality,0,ng_r1_auction_reclaim,fast_failure_2pct_target4pct_2d,342,2022-01-04,2023-06-02,84836.455323603,106593.76064491601,-0.0003649088809396858,0.009410908136262592,-0.6155355909458728,-0.09797031866147976,-0.029605420512340164,0.039116573726951875,3.0789473684210527,0.716374269005848,5
primary_development_2022_2023_partial,flow_quality,0,ng_r1_auction_reclaim,momentum_trail_4pct_5d,342,2022-01-04,2023-06-02,88149.49227163839,114744.13336477704,-0.00017582212490093425,0.012488133175850197,-0.22349935458906856,-0.061970213943555286,-0.05316910899653837,0.04804442986034885,4.055555555555555,1.0,5
primary_development_2022_2023_partial,flow_quality,0,ng_r1_auction_reclaim,next_open_1d,342,2022-01-04,2023-06-02,80574.8983757972,104592.47596346219,-0.0004947029988066974,0.009066848669320629,-0.8661406992106394,-0.12631893437683372,-0.027471167083346404,0.03280666350018868,2.8801169590643276,0.5760233918128655,5
