sample_group,selection_ranker,selection_seed,strategy_id,policy_id,trade_row_count,distinct_signal_count,distinct_symbol_count,total_entry_notional,total_buy_cost,total_sell_cost,total_cost,mean_cost_rate,total_pnl,total_proceeds,mean_pnl,mean_trade_net_return,median_trade_net_return,trade_win_rate,mean_holding_trading_days,max_holding_trading_days,total_exit_attempt_count
primary_development_2022_2023_partial,trend_structure,4,ng_r1_auction_reclaim,next_open_3d,402,402,370,6792917.0,6952.682714998509,13742.37147599784,20695.054190996336,0.0030538400582487725,-21077.961802780534,6778791.720912214,-52.43274080293665,-0.0026624229901988056,-0.0035138837144502158,0.4577114427860697,3.0,3,402.0
primary_development_2022_2023_partial,trend_structure,4,ng_r1_auction_reclaim,next_open_5d,299,299,290,4343181.0,4606.894961516693,8906.297831207934,13513.192792724616,0.0031343852511191792,-38488.116267107,4309299.778694411,-128.72279687995652,-0.00817220904665999,-0.009693400687796191,0.38461538461538464,5.0,5,299.0
primary_development_2022_2023_partial,trend_structure,4,ng_r1_auction_reclaim,protect_3pct_target6pct_3d,651,651,565,11245918.9,11516.96887817141,22772.392781333976,34289.36165950537,0.0030567553590030213,-24970.972702841827,11232464.896175316,-38.35786897517946,-0.0019893129419819677,-0.003890033602292432,0.4608294930875576,1.7910906298003073,3,652.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,fast_failure_2pct_target4pct_2d,1133,1133,927,11936215.7,14227.726985479,26107.03476599448,40334.761751473445,0.003546492236737884,-67606.97477523459,11882836.452210255,-59.67076326146036,-0.005223629540240828,-0.006986365906269779,0.41394527802294795,1.179170344218888,2,1135.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,momentum_trail_4pct_5d,624,624,562,9131776.3,9722.307337853348,18831.05858163236,28553.36591948572,0.0031567985965993296,-38635.67944064997,9102862.927897215,-61.916152949759564,-0.00400283625048709,-0.005876652543508023,0.4791666666666667,2.6586538461538463,5,624.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,next_open_1d,829,829,716,9268645.0,10801.003000844259,20016.771901118213,30817.774901962417,0.0035481302199242047,-57060.25996283561,9222385.743038025,-68.83022914696696,-0.005942157801111429,-0.005796347022061572,0.3594692400482509,1.0,1,829.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,next_open_2d,830,830,708,11140052.0,12099.626375133075,23212.221222250628,35311.84759738377,0.003201342246974607,-47381.63729740218,11104769.989077725,-57.0863099968701,-0.004205253768154851,-0.004906513542896706,0.41927710843373495,2.0,2,830.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,next_open_3d,327,327,304,4450967.5,4822.730348162133,9223.051661118629,14045.782009280761,0.003209773215627686,-42370.698826019965,4413419.531522138,-129.57400252605493,-0.009422352115590664,-0.010697110744975626,0.38837920489296635,3.0,3,335.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,next_open_5d,315,315,302,4098978.0,4508.59894368567,8531.697487138727,13040.296430824399,0.0032213792309646974,-53653.50670865664,4049833.0922350273,-170.3285927258941,-0.011729143878966754,-0.013836797515292504,0.3523809523809524,5.0,5,315.0
primary_development_2022_2023_partial,trend_structure,4,ng_r3_volume_quality,protect_3pct_target6pct_3d,912,912,766,10360730.5,12001.132952932676,22305.371557614348,34306.504510546976,0.003436781784134932,-61903.71411812059,10310827.918834805,-67.8768795154831,-0.005541963282527115,-0.008307768427445534,0.43969298245614036,1.6403508771929824,3,915.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,fast_failure_2pct_target4pct_2d,1114,1114,920,13612416.3,15335.995565363062,28921.42612520194,44257.42169056496,0.003346941055395817,-54595.900239548035,13573156.395325795,-49.008887109109544,-0.003677148239495537,-0.004841873510188025,0.4263913824057451,1.2450628366247756,2,1118.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,momentum_trail_4pct_5d,616,616,556,9004042.1,9616.710554993968,18582.630730719564,28199.341285713548,0.0031711020963762953,-44415.44218352983,8969243.368371459,-72.1029905576783,-0.004240904891725017,-0.0032897297772149616,0.4724025974025974,2.7012987012987013,5,617.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,next_open_1d,1146,1146,915,12699967.1,14819.762425368703,27484.969860982474,42304.7322863512,0.00351817840995931,-57479.98496583935,12657306.877459498,-50.157054944013396,-0.0043236564812676685,-0.004915828946157298,0.38917975567190227,1.0,1,1170.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,next_open_2d,659,659,576,7499063.2,8655.512332021797,16084.387684779296,24739.900016801097,0.0034072403037913356,-61421.405562399545,7446297.306769626,-93.2039538124424,-0.007591949153655469,-0.00725003688024973,0.37481031866464337,2.0,2,793.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,next_open_3d,497,497,460,6581052.5,7283.95356088697,13814.894345222185,21098.847906109175,0.0035381287451126185,-47248.05307485849,6541088.400486028,-95.0665051808018,-0.0071431800921535294,-0.006873056593727168,0.4124748490945674,3.0020120724346078,4,737.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,next_open_5d,278,278,269,5400131.600000001,5466.853569596729,10876.360127157985,16343.213696754725,0.0030293485339426877,-10497.721895280607,5395100.731674318,-37.76158955136909,-0.0014680619687057394,-0.0030162529300136968,0.4748201438848921,5.0,5,278.0
primary_development_2022_2023_partial,trend_structure,4,s0_distance_only,protect_3pct_target6pct_3d,885,885,757,11384143.800000003,12611.88532797575,23951.300464564443,36563.185792540244,0.003274492262677768,-56643.947007435854,11340111.738320524,-64.00445989540775,-0.004571723120051334,-0.007832121813636662,0.4327683615819209,1.7514124293785311,3,888.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,260,260,247,4070302.0,4283.802388683688,8318.56223474418,12602.364623427859,0.003135920129152103,-31116.364623427846,4043469.4377652537,-119.67832547472248,-0.007359646763072617,-0.01704640069412085,0.35384615384615387,1.1153846153846154,2,260.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,momentum_trail_4pct_5d,624,624,562,9453119.3,9942.093225704424,19368.623936276712,29310.717161981123,0.0031266495207547293,-40946.2192839156,9422115.173941785,-65.61894116012115,-0.004143056021427612,-0.010410540118465032,0.4519230769230769,2.2259615384615383,5,801.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,next_open_1d,290,290,273,4736253.0,4922.147925570651,9631.286011313168,14553.433936883814,0.0030931314867080613,-27235.43393688378,4713939.713988688,-93.91528943753028,-0.005596155595751662,-0.010235848094892471,0.3310344827586207,1.0,1,290.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,next_open_2d,781,781,697,8423675.6,10227.525899098559,18599.389109647982,28826.915008746502,0.004558699363217151,-56337.46378717734,8377565.6621119045,-72.135036859382,-0.006313765749552599,-0.00923611911680941,0.39180537772087065,2.001280409731114,3,1059.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,next_open_3d,518,518,473,6241486.0,7532.477134961573,13743.552685145552,21276.029820107124,0.0055776577088483496,-40731.254347735085,6208287.222787232,-78.63176515006774,-0.00934712000899609,-0.013197829124302587,0.3803088803088803,3.0154440154440154,11,2470.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,next_open_5d,303,303,281,4901904.0,5402.798163137646,10390.021365739796,15792.819528877446,0.003896154034289396,24599.381246337387,4931906.179409476,81.18607672058543,-0.00435547960049444,-0.011293793265465382,0.43564356435643564,5.01980198019802,11,1745.0
primary_development_2022_2023_partial,trend_structure,4,s0_strong_no_ma,protect_3pct_target6pct_3d,196,196,191,2434180.0,2753.928342499817,5135.967715740093,7889.89605823991,0.0033976781479749633,-36099.896058239945,2400834.032284259,-184.18314315428543,-0.014956860051643686,-0.026178427981096923,0.33163265306122447,1.4795918367346939,3,196.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,fast_failure_2pct_target4pct_2d,1064,1064,878,14257745.7,15630.987688258752,29863.541873128022,45494.52956138689,0.003296806965361798,-54349.391122614,14219027.296565657,-51.08025481448684,-0.004127494831463796,-0.007117390288042316,0.4201127819548872,1.1983082706766917,2,1064.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,momentum_trail_4pct_5d,621,621,559,8249724.0,9054.912636997344,17249.79236578109,26304.70500277842,0.00324580083101632,-51682.9054872304,8207096.007149771,-83.22529063966248,-0.005187250550225562,-0.011650272822107958,0.43478260869565216,2.677938808373591,5,622.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,next_open_1d,1206,1206,976,15759142.5,17383.16647842628,33129.58513683143,50512.75161525774,0.0033048715814563917,-51629.94751530218,15724895.718963113,-42.8109017539819,-0.003453267180647915,-0.004963399533966876,0.3888888888888889,1.0,1,1206.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,next_open_2d,742,742,630,9219958.9,10282.249882311546,19459.2225986992,29741.472481010704,0.0032695309297369056,-50092.0213446839,9180149.128537636,-67.5094627286845,-0.004858851065636139,-0.006094972559320894,0.4029649595687331,2.0,2,745.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,next_open_3d,451,451,426,8117147.0,8249.585743928366,16376.789495664201,24626.375239592526,0.0030369805184902675,-18125.885298216737,8107270.7004457135,-40.19043303373999,-0.0022761027383579415,-0.006192805606158265,0.4190687361419069,3.0,3,451.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,next_open_5d,335,335,315,6539302.4,6613.1343047003065,13160.873802343107,19774.008107043424,0.0030255929591810568,-13784.193403674304,6532131.340901024,-41.14684598111732,-0.0017341809530815875,-0.006181280698489746,0.4208955223880597,5.0,5,335.0
primary_development_2022_2023_partial,trend_structure,4,s1_break_reclaim_stable3,protect_3pct_target6pct_3d,806,806,702,10490059.0,11619.7443500222,22077.248095583782,33696.99244560604,0.003299948013191502,-48146.69648906422,10453532.04786096,-59.735355445489105,-0.004428626023018427,-0.006762330124974049,0.43548387096774194,1.715880893300248,3,807.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,fast_failure_2pct_target4pct_2d,830,830,719,8472327.5,10199.006699041858,18642.937162766208,28841.943861808057,0.0035481374518470726,-40682.477404954305,8441844.029294098,-49.015033018017235,-0.004209377022004706,-0.007532308177526473,0.40602409638554215,1.2144578313253012,2,832.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,momentum_trail_4pct_5d,632,632,557,10232044.0,10615.556738277257,20834.074613866887,31449.6313521441,0.0030917970469218283,-36896.61615991322,10205762.940578373,-58.38072177201458,-0.0034044900508429774,-0.00607929963525143,0.46835443037974683,2.6376582278481013,5,992.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,next_open_1d,1331,1331,1033,13241484.299999999,16117.086300229123,29319.24095813299,45436.32725836206,0.0036205060342931134,-61756.43754805197,13195844.94875217,-46.398525580805384,-0.0046439486023055285,-0.005907878193530738,0.3643876784372652,1.0,1,1332.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,next_open_2d,738,738,642,9379106.3,10390.097597813325,19714.45896787675,30104.556565690084,0.003266152733932099,-57882.093769322,9331614.3038285,-78.43102136764499,-0.006384324088485644,-0.006897621198271947,0.3902439024390244,2.0,2,739.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,next_open_3d,434,434,409,5493766.4,6102.597102474356,11534.210548409146,17636.8076508835,0.0032558776194537846,-50196.95986365701,5449672.037238819,-115.66119784252767,-0.008092432761692423,-0.010066632486142932,0.3870967741935484,3.0,3,434.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,next_open_5d,335,335,315,5719516.8,5812.109818087178,11548.539304154863,17360.649122242045,0.0030392201897462895,-10773.385174322668,5714555.524643764,-32.1593587293214,-0.0011147914117240162,-0.0013601337488341608,0.47761194029850745,5.0,5,335.0
primary_development_2022_2023_partial,trend_structure,4,s1_near_reversal,protect_3pct_target6pct_3d,749,749,673,9857791.3,10813.05012814836,20646.320184375847,31459.370312524185,0.003232369850555858,-39909.579004310974,9828694.771123841,-53.28381709520824,-0.003493569918333245,-0.006770239137739882,0.4445927903871829,1.781041388518024,3,749.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,fast_failure_2pct_target4pct_2d,1079,1079,890,12726227.9,14539.816121104326,27223.659319658273,41763.47544076268,0.003415393921813049,-60447.85273409558,12680319.863386998,-56.02210633373084,-0.004651553604865797,-0.005596612217260309,0.42446709916589437,1.1946246524559778,2,1107.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,momentum_trail_4pct_5d,626,626,563,8087213.2,8961.342727191752,16995.234413677845,25956.57714086961,0.0032907868385699114,-53896.25455135571,8042278.288175826,-86.09625327692606,-0.006459689226634932,-0.008744100078673324,0.4472843450479233,2.6565495207667733,5,628.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,next_open_1d,1197,1197,987,13247179.6,15450.28523665622,28652.4099834246,44102.69522008082,0.003459389369196272,-64035.87632983485,13198594.008906813,-53.496972706628945,-0.004691925804264368,-0.0050315469136603,0.3968253968253968,1.0,1,1198.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,next_open_2d,519,519,479,6228226.0,7070.603799331539,13255.865379675062,20326.469179006588,0.003356710304533552,-41401.37442529636,6193895.229374037,-79.77143434546504,-0.006280139593573381,-0.006775510867050722,0.3969171483622351,2.0,2,519.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,next_open_3d,353,353,336,4169691.0,4749.642373546695,8871.52145433639,13621.163827883081,0.0033213032948595346,-39031.29432437784,4135409.348049168,-110.57023887925735,-0.00697172155213556,-0.008678443360066825,0.3937677053824363,3.0,3,353.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,next_open_5d,331,331,309,5749641.8,5842.312274300144,11601.465003052319,17443.777277352474,0.0030388761870641778,-12528.486902239296,5742955.625372069,-37.85041360193141,-0.0007856936750927454,0.0008435692891601444,0.5075528700906344,5.0,5,331.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_immediate,protect_3pct_target6pct_3d,795,795,689,9589730.1,10887.492383280012,20424.546777801865,31312.03916108186,0.0033790068146663443,-56512.01603841485,9544105.576344877,-71.08429690366647,-0.005596727745170796,-0.006215839662559876,0.4327044025157233,1.6943396226415095,3,797.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,1213,1213,973,15500188.4,17163.225665407565,32643.453942265816,49806.67960767338,0.003284161194382029,-54313.775530910556,15463037.850134466,-44.77640192160804,-0.003336436759044183,-0.004935403747922157,0.4361088211046991,1.2052761747732894,2,1240.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,momentum_trail_4pct_5d,625,625,559,10575015.4,10920.327803600952,21494.694376587315,32415.022180188273,0.0030883547381982597,-29740.242894809613,10556195.484908797,-47.58438863169538,-0.0028547411218312994,-0.0013742093469602736,0.4848,2.6624,5,627.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,next_open_1d,1169,1169,959,15036969.5,16620.465407515334,31646.27282179511,48266.7382293104,0.0032881009601785235,-48847.28991290237,15004742.675494613,-41.785534570489624,-0.003293339800752198,-0.0042385085932510795,0.39863130881094955,1.0,1,1169.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,next_open_2d,361,361,342,6270679.0,6404.520463002471,12687.925120802076,19092.445583804558,0.0030512269140017295,-10434.433766217791,6266649.086696782,-28.904248659883077,-0.0013208500611761329,-0.003016252930013845,0.4598337950138504,2.0,2,361.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,next_open_3d,555,555,504,9037802.0,9288.050026153327,18358.739129951595,27646.789156104933,0.0030659990694955775,-9428.637812251984,9037661.4122139,-16.98853659865222,-0.0005629813215240895,-0.004439535897748727,0.42342342342342343,3.0,3,555.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,next_open_5d,313,313,297,6537151.6,6608.782303136699,13196.161872216075,19804.944175352786,0.003033649279173376,8034.232998750085,6551794.615301887,25.66847603434532,0.0029551200796170914,-0.003016252930013659,0.4792332268370607,5.0,5,313.0
primary_development_2022_2023_partial,trend_structure,4,s1_touch_reclaim,protect_3pct_target6pct_3d,952,952,825,14152597.0,14965.104165737881,29104.26960655472,44069.37377229253,0.003144041186806557,-47287.14928684934,14120274.954878874,-49.67137530131233,-0.0030528008361181526,-0.004649805298858059,0.45063025210084034,1.7394957983193278,3,953.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,1049,1049,893,15121002.0,16106.781826102862,31235.734984073133,47342.51681017594,0.0031622998319486713,-39412.54079287036,15097696.241033219,-37.571535550877364,-0.0023287218991939846,-0.004479593800476358,0.43660629170638704,1.1792183031458532,2,1052.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,momentum_trail_4pct_5d,515,515,476,8297835.1,8630.33812716503,16930.135492873505,25560.473620038487,0.0031066308416475012,-19597.208332047332,8286868.229795122,-38.052831712713264,-0.0014789128035883998,-0.006963706122143176,0.4563106796116505,2.6970873786407767,5,516.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,next_open_1d,803,803,719,13036557.5,13540.921515061496,26593.966785740668,40134.88830080207,0.0031166185419463305,-27055.278467885757,13023043.143047182,-33.69275027133967,-0.0019005538473373558,-0.005097638623270114,0.40597758405977585,1.0,1,804.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,next_open_2d,641,641,582,12685769.0,12837.614380261954,25615.272928553703,38452.88730881572,0.0030339643871326173,13380.722266464287,12711987.336646728,20.874761726153334,0.0014959808162075955,-0.0030162529300133585,0.46021840873634945,2.0,2,641.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,next_open_3d,555,555,501,7664669.6,8257.38644519663,15881.418768561205,24138.805213757845,0.0031729291887570813,-44596.544303462004,7628330.442141732,-80.35413388011172,-0.004523045659290112,-0.0050513259800696805,0.436036036036036,3.0,3,563.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,next_open_5d,282,282,269,4346086.0,4516.689447751645,8853.063921971527,13369.753369723176,0.0030884731067296186,-21039.76405968164,4329562.925388064,-74.6090924102186,-0.0032728361832989514,-0.004914818202714688,0.4219858156028369,5.0,5,282.0
primary_development_2022_2023_partial,trend_structure,4,s2_first_touch_reclaim,protect_3pct_target6pct_3d,751,751,674,12401521.1,12759.951798666772,25176.469662900625,37936.42146156738,0.003069029816405092,-25644.055359972193,12388636.99643871,-34.14654508651424,-0.0017819751677119965,-0.004410970312566441,0.4567243675099867,1.6311584553928096,3,751.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,fast_failure_2pct_target4pct_2d,833,833,724,12386551.100000001,13117.213973216854,25495.153100809137,38612.367074025955,0.003146253108943854,-38620.24628115871,12361048.067692062,-46.36284067365992,-0.003030148908989461,-0.003243811028387336,0.4429771908763505,1.2136854741896759,2,833.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,momentum_trail_4pct_5d,609,609,549,11145691.9,11348.538344180422,22510.59236243941,33859.13070661981,0.0030443542899779115,-19345.902712244773,11137694.535631923,-31.766671120270562,-0.0013117739037969887,-0.00231316142996438,0.4729064039408867,2.7241379310344827,5,612.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,next_open_1d,696,696,614,11203344.8,11604.426255642826,22808.240162565893,34412.666418208784,0.003083856909549131,-29519.175805944127,11185430.050449694,-42.41260891658639,-0.0024785048828824077,-0.004004311062910813,0.4109195402298851,1.0,1,696.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,next_open_2d,662,662,582,12443368.8,12597.251651370672,25081.165006532286,37678.41665790296,0.003029713521305529,-12745.934554667252,12443220.117096705,-19.25367757502606,-0.0009991266281864342,-0.0048938845698384085,0.42900302114803623,2.0,2,662.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,next_open_3d,451,451,414,9996504.0,10104.015059617215,20169.4299896723,30273.4450492895,0.0030296707962489205,9261.685370873956,10015869.7004305,20.53588774029702,0.0011599844072660785,-0.001992655653761143,0.47671840354767187,3.0,3,451.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,next_open_5d,335,335,317,6911873.7,6987.714493492365,13913.706822005553,20901.421315497904,0.0030255578232230348,-11386.695115416705,6907474.719378076,-33.99013467288569,-0.0012663642809943004,-0.0030162529300138395,0.45671641791044776,5.0,5,335.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_acceleration,protect_3pct_target6pct_3d,856,856,749,12194022.9,13091.249886759453,25257.728434566503,38348.97832132593,0.0031887115454561996,-47522.98393861446,12159591.165948154,-55.51750460118512,-0.0035872426526983533,-0.005756536392265647,0.4485981308411215,1.699766355140187,3,857.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,fast_failure_2pct_target4pct_2d,1205,1205,959,15678420.4,17281.605727481587,32937.0344332723,50218.64016075396,0.0033000007752443826,-58753.693048359564,15636948.312679136,-48.75825149241457,-0.0037073200676099346,-0.006832630190483925,0.4141078838174274,1.1510373443983402,2,1438.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,momentum_trail_4pct_5d,683,683,609,10771584.0,11280.726413057137,22048.8417003446,33329.568113401736,0.0031232082536234488,-34390.08514961471,10748474.64126346,-50.35151559240806,-0.0028575358412016123,-0.006424013644206169,0.45534407027818447,2.4348462664714496,5,683.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,next_open_1d,1206,1206,933,16758380.0,18125.39768536872,34892.72214286272,53018.11982823138,0.0032313005535614513,-42724.41918771713,16733780.978497641,-35.42654990689646,-0.002454483685458556,-0.004834774468097306,0.4079601990049751,1.0,1,1442.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,next_open_2d,742,742,656,15101255.7,15276.822433075731,30442.095069415256,45718.91750249103,0.003029889856758687,-6564.85712686421,15109967.665306216,-8.847516343482763,-1.230768237245638e-06,-0.005308605709379448,0.4272237196765499,2.0,2,744.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,next_open_3d,490,490,449,8699026.8,8836.297401764989,17557.98321189496,26394.280613659936,0.0030387718442904652,-12294.083255882126,8695569.014145883,-25.089965828330868,-0.0005640330724157569,-0.004474700406902448,0.44693877551020406,3.0,3,490.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,next_open_5d,274,274,261,4620334.0,4712.972556227654,9339.53524387105,14052.507800098714,0.0030480227657422904,-11954.993021617714,4613091.979534609,-43.631361392765385,-0.0012318298674911298,-0.0040908405173621125,0.43795620437956206,5.0,5,274.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_breakout_recent,protect_3pct_target6pct_3d,885,885,742,11589634.0,12745.376548287142,24302.595447064443,37047.97199535158,0.003252778249082766,-50102.98295203894,11552276.393596254,-56.613540058801064,-0.0037866776451085625,-0.006616465765254453,0.4350282485875706,1.5728813559322035,3,1142.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,957,957,748,10531418.0,12365.824075395174,22835.95349880562,35201.77757420084,0.003683546468026447,-65726.99219727791,10478056.831878122,-68.68024263038444,-0.005691695485533571,-0.006572535384398281,0.40856844305120166,1.1138975966562172,2,1328.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,momentum_trail_4pct_5d,538,538,477,6618382.0,7464.652958083497,14043.178793176332,21507.831751259822,0.0033776005358735974,-42381.4198487387,6583465.233109336,-78.77587332479311,-0.005704727592840456,-0.013380014327483612,0.44423791821561337,2.070631970260223,5,1259.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,next_open_1d,1095,1095,832,12714389.0,14582.041765761986,27264.92374247458,41846.96550823661,0.003492217500884089,-57188.99866631042,12671782.043099463,-52.227396042292625,-0.004033337905197651,-0.005658424255797919,0.3908675799086758,1.0009132420091325,2,1464.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,next_open_2d,742,742,632,11712488.3,12281.517698757147,23991.13997258472,36272.65767134189,0.003129991164756484,-36274.93359402206,11688494.88410474,-48.88805066579793,-0.0027940993861860735,-0.005174718284454687,0.42452830188679247,2.0,2,744.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,next_open_3d,545,545,475,6663809.5,7494.262934905984,14090.258809824927,21584.521744730937,0.003314846959636109,-57206.62776680994,6614097.135168105,-104.96628948038521,-0.007489359865393993,-0.009382094395618852,0.4091743119266055,3.0,3,545.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,next_open_5d,335,335,312,5258899.0,5453.130669922589,10694.332240385434,16147.462910308024,0.003082051468643886,-28076.30622842464,5236275.824441497,-83.80986933858102,-0.004398740599956991,-0.004359797407642119,0.43582089552238806,5.0,5,336.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,907,907,719,10249924.0,11918.593586617208,22104.27757445952,34022.87116107673,0.003638108554546357,-67808.2372761075,10194034.356310524,-74.76101132977674,-0.006042503291980288,-0.011162135752249332,0.4178610804851158,1.4465270121278941,3,1870.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,1104,1104,915,13855786.9,15521.041042377294,29363.912594487116,44884.95363686445,0.003327700624315593,-46337.04017505701,13824970.900867334,-41.97195668030526,-0.0033688697842297432,-0.004941903103196048,0.43568840579710144,1.2228260869565217,2,1104.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,momentum_trail_4pct_5d,646,646,580,11468096.0,11726.691675121077,23237.049678995576,34963.74135411667,0.0030598137545369015,-8150.835353930437,11471671.85632121,-12.617392188746807,-0.00011310116789867417,0.0009722957697432455,0.5061919504643962,2.5727554179566563,5,648.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,next_open_1d,739,739,652,11544140.6,12061.636897913368,23612.843069191014,35674.47996710436,0.003108730516945436,-26448.716446504186,11529753.520451413,-35.78987340528307,-0.002082346202225269,-0.003149047641066441,0.4167794316644114,1.0,1,740.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,next_open_2d,586,586,538,9905429.0,10100.862123952342,20029.055152506276,30129.917276458596,0.003046457061828241,-15426.345217117916,9900103.516906833,-26.324821189621016,-0.001237946183114066,-0.00301625293001389,0.4402730375426621,2.0,2,586.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,next_open_3d,451,451,415,8913761.7,9018.307387098299,17974.314158736364,26992.62154583466,0.003030401561013207,-1699.1213221964063,8921080.886064904,-3.7674530425640937,0.00011421464179315475,-0.0018138544555378717,0.4656319290465632,3.0,3,451.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,next_open_5d,282,282,266,5067201.0,5136.075058796607,10215.268311682074,15351.343370478688,0.0030328827423928137,-9469.289082864048,5062867.785975931,-33.579039300936344,-0.0011995058361629752,-0.0046289401214726685,0.4574468085106383,5.0,5,282.0
primary_development_2022_2023_partial,trend_structure,4,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,992,992,837,15137393.0,15885.066343649856,31036.656800221102,46921.723143870935,0.003119434270532813,-33489.29948130285,15119788.766862346,-33.759374477119806,-0.0019004298463217014,-0.0032018129027936884,0.46774193548387094,1.6743951612903225,3,992.0
