sample_group,selection_ranker,selection_seed,strategy_id,policy_id,trade_row_count,distinct_signal_count,distinct_symbol_count,total_entry_notional,total_buy_cost,total_sell_cost,total_cost,mean_cost_rate,total_pnl,total_proceeds,mean_pnl,mean_trade_net_return,median_trade_net_return,trade_win_rate,mean_holding_trading_days,max_holding_trading_days,total_exit_attempt_count
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,momentum_trail_4pct_5d,676,676,515,9910705.0,10595.557669104275,20473.52537124333,31069.083040347563,0.0031883820528344664,-47087.706577694684,9874212.85109142,-69.65637067706314,-0.004662706047010613,-0.012202261640704056,0.44822485207100593,1.985207100591716,5,676.0
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,next_open_1d,308,308,260,4639158.0,4895.8370610156335,9492.525072406535,14388.362133422157,0.003128397140067349,-36162.85969914761,4607890.977361868,-117.41188214008963,-0.008077477145884202,-0.012456396558992245,0.33116883116883117,1.0,1,308.0
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,next_open_2d,710,710,516,12365892.399999999,12666.036572119798,25110.915355003464,37776.95192712321,0.0030645534300235977,4878.3550049859605,12383436.791577118,6.870922542233747,0.00029528423882909467,-0.006553311872606472,0.4422535211267606,2.0,2,711.0
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,next_open_3d,80,80,76,1599769.0,1623.0484151629162,3215.3188955240516,4838.367310686966,0.0030341169660005325,-7999.367310687008,1593392.6811044759,-99.9920913835876,-0.003566787450235643,-0.012776786732221304,0.375,3.0,3,96.0
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,next_open_5d,272,272,234,4515515.0,4637.666548554611,9157.789890633709,13795.456439188323,0.0030655139955573334,-14097.035607561786,4506055.6309409905,-51.827336792506564,-0.0017800766504204113,-0.008202310275754812,0.4522058823529412,5.0,5,272.0
primary_development_2022_2023_partial,sector_leader,2,ng_r3_volume_quality,protect_3pct_target6pct_3d,873,873,602,10084710.0,11618.646987859222,21653.817956417603,33272.464944276835,0.0034383224538296195,-55914.985561135465,10040413.661426727,-64.04923890164429,-0.004298026719198841,-0.011530913879633597,0.4352806414662085,1.3321878579610538,3,873.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,fast_failure_2pct_target4pct_2d,1190,1190,762,14098908.100000001,16076.692986845648,30142.340849254615,46219.03383610026,0.0033920072170230287,-60899.42537174121,14054085.3676151,-51.17598770734555,-0.004116044315164716,-0.00839789419727431,0.4092436974789916,1.0974789915966388,2,1431.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,momentum_trail_4pct_5d,548,548,456,7793773.0,8373.941649490374,16120.001068823462,24493.94271831383,0.003189939324961609,-48041.9428831734,7754104.998766313,-87.66777898389306,-0.0058462211351736695,-0.010110852604391238,0.4470802919708029,2.1952554744525545,5,548.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,next_open_1d,1304,1304,808,15698014.4,17752.15010006963,33429.00072026713,51181.150820336836,0.0033539512265887777,-57941.82464431539,15657824.725455748,-44.43391460453634,-0.0034445261730944453,-0.007077213778726324,0.40107361963190186,1.0007668711656441,2,1544.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,next_open_2d,531,531,411,9690293.2,9845.682291993708,19584.442412008244,29430.124704001963,0.0030422400901129808,-2437.6661714949787,9697701.216120506,-4.590708420894498,4.878637516855398e-05,-0.0040092646302830656,0.455743879472693,2.0,2,531.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,next_open_3d,418,418,350,6752114.0,6964.726509207465,13725.369236559805,20690.095745767267,0.0030751887416727024,-15715.61923611482,6743363.107273098,-37.59717520601632,-0.0015495932752182266,-0.006117992207505865,0.4258373205741627,3.0,3,418.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,next_open_5d,319,319,279,5534031.4,5653.094772618337,11209.671602486645,16862.766375104995,0.0030563513646183886,-5427.050491384036,5534257.444281238,-17.012697465153718,0.0002352853208790181,-0.008001171665363653,0.43573667711598746,5.0,5,319.0
primary_development_2022_2023_partial,sector_leader,2,s0_distance_only,protect_3pct_target6pct_3d,967,967,691,15462294.7,16076.122702871846,31562.206392288204,47638.32909516012,0.003098721377735795,-31676.8454989456,15446693.977203922,-32.757854704183664,-0.001915214855974404,-0.005683892216679415,0.46018614270941055,1.451913133402275,3,970.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,1181,1181,711,15994221.400000002,17304.173382958605,33314.055847666634,50618.22923062521,0.003193698507074152,-37756.37165798445,15973769.201724965,-31.969832055871674,-0.0015081761627595198,-0.008705084734727298,0.4343776460626588,1.0220152413209145,4,2948.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,momentum_trail_4pct_5d,756,756,563,13619511.0,13924.76416114584,27608.601124551842,41533.3652856977,0.0030605653171814004,-5207.668603718117,13628228.095557423,-6.8884505340186735,0.00042563528436076286,-0.01343847256820954,0.4497354497354497,1.8002645502645502,5,766.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,next_open_1d,885,885,531,13246159.899999999,13990.116033737317,27281.691424090797,41271.807457828116,0.003139743708391736,-13279.049885187247,13246870.966148548,-15.004576141454516,-3.851201236494116e-06,-0.00382491789711886,0.4666666666666667,1.0056497175141244,4,2412.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,next_open_2d,681,681,440,7611307.9,9163.472658024695,16755.457838766873,25918.930496791534,0.004029346193271219,-34257.49049679175,7586213.882161226,-50.30468501731534,-0.0020659258684032735,-0.014554120121501554,0.4111600587371512,2.0102790014684286,4,2827.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,next_open_3d,297,297,252,3676392.0,4109.905523153716,7762.764773828411,11872.670296982122,0.003286678999062086,-25874.70241652865,3654627.2031066227,-87.12021015666213,-0.0010123552317007876,-0.020310100764030885,0.4006734006734007,3.0,3,306.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,next_open_5d,261,261,207,5773019.6,6205.51803092673,12108.996919343863,18314.514950270575,0.0035006497605341628,45950.86351708201,5825175.9815480085,176.0569483413104,0.00894207690117971,-0.023842124044599556,0.39846743295019155,5.007662835249042,6,741.0
primary_development_2022_2023_partial,sector_leader,2,s0_strong_no_ma,protect_3pct_target6pct_3d,947,947,632,11691023.200000001,13074.536122721458,24762.38521845314,37836.92134117456,0.0032775819638080064,-34904.02614117438,11669193.709981538,-36.85747216597083,-0.001936849852985588,-0.0050244238023569605,0.46884899683210135,1.1795142555438225,4,2473.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,fast_failure_2pct_target4pct_2d,1062,1062,688,12591406.0,14353.019807601038,26905.355654256877,41258.37546185784,0.003498994668503326,-59288.52573539447,12546470.49407219,-55.82723703897784,-0.004770079176489433,-0.010150537470776084,0.3898305084745763,1.0451977401129944,2,1062.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,momentum_trail_4pct_5d,850,850,634,11565169.0,12625.422984992107,24149.433741377015,36774.85672636919,0.0032712536921326017,-57117.41930891725,11520677.003676077,-67.19696389284383,-0.004321734097222508,-0.012139683853687782,0.4435294117647059,1.9576470588235295,5,851.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,next_open_1d,793,793,539,9861859.0,11060.192532692257,20895.366729814672,31955.55926250697,0.00340350449439572,-44083.96710868451,9828835.22542402,-55.59138349140544,-0.004536367889888764,-0.010313541530867073,0.37957124842370743,1.0,1,793.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,next_open_2d,490,490,372,7105326.9,7594.064097727756,14676.299269897607,22270.36336762534,0.0031700800954336363,-32556.84520797043,7080364.118889756,-66.44254124075597,-0.00373133085510703,-0.010592434323670696,0.4,2.0,2,490.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,next_open_3d,280,280,232,5150693.0,5222.064971650598,10385.71267988886,15607.77765153946,0.0030351579225321224,-7965.423423418124,5147949.641548235,-28.44794079792187,-0.0003987264028806203,-0.009689817978625578,0.42142857142857143,3.0,3,280.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,next_open_5d,229,229,204,3046222.0,3328.4239523937786,6321.597515841147,9650.02146823493,0.003196897688723,-38234.72455597925,3011315.699396416,-166.96386268986572,-0.009883230200744915,-0.01927103414549048,0.39737991266375544,5.0,5,229.0
primary_development_2022_2023_partial,sector_leader,2,s1_break_reclaim_stable3,protect_3pct_target6pct_3d,923,923,647,11407968.9,12825.189991661435,24198.749915351385,37023.93990701281,0.0033604883120762503,-52836.9801445306,11367957.10984714,-57.24483222592698,-0.004094154394288842,-0.010194013475787928,0.419284940411701,1.3011917659804983,3,923.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,fast_failure_2pct_target4pct_2d,973,973,698,19691426.0,19981.776337150666,39741.77079289181,59723.54713004253,0.003037813619147687,-15416.057787321202,19695991.71854984,-15.843841508038235,-0.0006669600794571105,-0.007415170071752882,0.4244604316546763,1.0616649537512848,2,973.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,momentum_trail_4pct_5d,538,538,456,10659126.6,10881.377614191437,21567.79391711854,32449.17153130999,0.0030590109517261398,-15283.338665094543,10654724.638949107,-28.407692686049337,-0.0016154592990515677,-0.008802158211065269,0.45539033457249073,2.0613382899628254,5,538.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,next_open_1d,1033,1033,722,19165092.5,19589.7092919661,38806.981353630305,58396.6906455964,0.0030588213639407744,-23975.365776923583,19160706.84351506,-23.20945380147491,-0.001177470278879001,-0.008043061738770209,0.4027105517909003,1.0,1,1033.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,next_open_2d,474,474,387,10494863.5,10609.285280818765,21178.651212425804,31787.93649324458,0.0030309656555783998,11374.672311347977,10516847.457592178,23.997198969088558,0.0015924213093208627,-0.004147266879235898,0.4641350210970464,2.0,2,474.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,next_open_3d,494,494,417,8042510.1,9364.636278190068,17504.712651399655,26869.34892958974,0.006796071422182361,28250.542630563,8080125.278908752,57.187333260248984,0.0010232919716060202,-0.006742395600416052,0.4291497975708502,3.0020242914979756,4,734.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,next_open_5d,227,227,213,3807696.0,3894.8636510117376,7714.595180700935,11609.458831712673,0.003056094961571213,-6303.565212057776,3805287.2984389565,-27.769009744747912,-0.00037762357477192927,-0.0059311419469621285,0.43612334801762115,5.0,5,228.0
primary_development_2022_2023_partial,sector_leader,2,s1_near_reversal,protect_3pct_target6pct_3d,998,998,737,16928128.0,17495.659032084834,34455.72633935207,51951.38537143684,0.0030886476948592543,-27063.099134039505,16918560.559898045,-27.11733380164279,-0.0013676113917552783,-0.007996807126877172,0.4438877755511022,1.4178356713426854,3,999.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,fast_failure_2pct_target4pct_2d,1013,1013,630,11796580.9,13520.259160745445,25274.613269912395,38794.872430657815,0.0034208364622881535,-60098.571978777836,11750002.587181976,-59.327316859602995,-0.005019523114393387,-0.010756186507490951,0.3810463968410661,1.0552813425468903,2,1013.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,momentum_trail_4pct_5d,658,658,514,9895652.0,10486.105866453237,20356.81160128581,30842.917467739026,0.0031610755760646428,-43269.76443318223,9862868.341433266,-65.75952041517056,-0.004401464467557892,-0.00875673356008601,0.4574468085106383,2.155015197568389,5,658.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,next_open_1d,952,952,596,10028293.8,11911.264797955813,21890.355616766577,33801.62041472238,0.0035902553905806218,-58896.57143668289,9981308.493361251,-61.866146467103874,-0.005252110664312333,-0.009172889362593126,0.3802521008403361,1.0,1,952.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,next_open_2d,754,754,530,8629008.4,9914.927054558173,18493.04722596773,28407.97428052588,0.003338811586649627,-53626.68923680986,8585296.637817742,-71.12293002229426,-0.004874890412458963,-0.009175548989602635,0.4270557029177719,2.0,2,754.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,next_open_3d,443,443,359,6178861.0,6626.297052716527,12778.122966679619,19404.420019396188,0.0031649221463153653,-32677.191079463475,6152810.105973246,-73.76341101459023,-0.0036859819237099857,-0.010919107311698997,0.4153498871331828,3.0,3,443.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,next_open_5d,274,274,236,4071361.0,4300.075838445669,8340.431051874473,12640.506890320143,0.003128107427463574,-28460.42031573451,4047200.6555227116,-103.8701471377172,-0.004255559266873685,-0.0133212450940039,0.4197080291970803,5.0,5,274.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_immediate,protect_3pct_target6pct_3d,984,984,681,13955914.5,14990.526720640422,28933.58660618151,43924.11332682191,0.0032077008137503743,-47108.450811854826,13923796.575908773,-47.874441881966284,-0.002930824303975546,-0.009490950725588539,0.43191056910569103,1.3607723577235773,3,984.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,1009,1009,685,10020382.700000001,12190.684289888122,22160.803424418038,34351.48771430627,0.003568870412274356,-59139.349241514596,9973434.035048371,-58.61184265759623,-0.0047216653660300525,-0.009658713992989948,0.39643211100099107,1.0525272547076314,2,1249.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,momentum_trail_4pct_5d,456,456,392,5320176.0,6088.779968111637,11369.8581028398,17458.63807095148,0.003415595166066392,-36298.18239755942,5289966.597570551,-79.60127718763032,-0.0053873520420316835,-0.012231785386383628,0.43640350877192985,2.085526315789474,5,458.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,next_open_1d,872,872,609,9200765.0,10918.976929624292,20074.131352215987,30993.10828184033,0.0035445846679777434,-53897.26980904871,9157786.707120568,-61.808795652578794,-0.004749633346017938,-0.008938587958313506,0.38646788990825687,1.0,1,872.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,next_open_2d,437,437,350,5200382.4,5894.500198206458,11051.463499967751,16945.96369817422,0.0033153220680296833,-39863.94125125001,5166412.958946958,-91.2218335268879,-0.005770992641938211,-0.009273034623146294,0.4279176201372998,2.0,2,437.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,next_open_3d,338,338,291,4696076.0,5055.823932521653,9721.549663098607,14777.373595620258,0.003187298770987041,-29570.112418373894,4671561.711514149,-87.48553969933104,-0.004359963893772474,-0.010575158515542854,0.40532544378698226,3.0,3,338.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,next_open_5d,274,274,240,4201503.8,4419.736818864248,8607.789191528991,13027.526010393252,0.0031274225646240423,-19109.65715732652,4186813.8796615396,-69.74327429681212,-0.0019498150932814515,-0.00871893922155171,0.4416058394160584,5.0,5,275.0
primary_development_2022_2023_partial,sector_leader,2,s1_touch_reclaim,protect_3pct_target6pct_3d,730,730,542,9873030.0,10733.605106759278,20585.51474328356,31319.119850042778,0.0032169396947165597,-39003.20408649333,9844760.401020264,-53.42904669382648,-0.0034034759206870878,-0.00956234322909327,0.4452054794520548,1.2972602739726027,3,730.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,1212,1212,944,9686628.600000001,12987.706943729436,22586.486094955595,35574.19303868501,0.004039731751883469,-80812.32793102776,9618803.979012707,-66.6768382269206,-0.006919320638912248,-0.012393123907198284,0.39603960396039606,1.1097359735973598,4,2078.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,momentum_trail_4pct_5d,669,669,588,8444483.2,9375.955736231725,17752.99614593773,27128.951882169513,0.003270789324817638,-60106.81532050623,8393752.340415733,-89.84576281092113,-0.006615465692054116,-0.014360389271976354,0.4155455904334828,2.2541106128550075,5,816.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,next_open_1d,1088,1088,869,8951251.8,11828.656609881888,20692.476780805093,32521.13339068695,0.004073803947867353,-77405.47364284538,8885674.982967036,-71.14473680408582,-0.007438370859461587,-0.01010561919678946,0.3630514705882353,1.0009191176470589,2,1474.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,next_open_2d,628,628,554,6841847.0,8014.442759758469,14791.943109084159,22806.385868842674,0.0034004871935531993,-55656.65014012968,6794204.792619633,-88.62523907663962,-0.006287383219973947,-0.008542708916410588,0.4012738853503185,2.0031847133757963,4,1108.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,next_open_3d,414,414,379,4937949.0,5593.430697632629,10478.064090473586,16071.494788106223,0.0033069542342534525,-43803.51088692118,4899738.919810714,-105.80558185246663,-0.006456365751600807,-0.010047687315549444,0.42028985507246375,3.0144927536231885,9,1862.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,next_open_5d,273,273,260,3795865.0,4325.689038444712,8052.261241707334,12377.95028015205,0.003828623356675783,-49571.00234775164,3750619.6866906877,-181.57876317857742,-0.012304276886473745,-0.013009289697519074,0.3956043956043956,5.014652014652015,9,1233.0
primary_development_2022_2023_partial,sector_leader,2,s2_first_touch_reclaim,protect_3pct_target6pct_3d,928,928,765,11466614.4,12845.673375289913,24267.15902787389,37112.832403163826,0.0033082092285772083,-58395.71662237229,11421064.356752912,-62.92641877410807,-0.004704238959801294,-0.010755343268134751,0.4191810344827586,1.449353448275862,3,1078.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,fast_failure_2pct_target4pct_2d,1346,1346,944,15333187.6,17704.960315412027,33003.23723966617,50708.1975550782,0.003438352491708159,-66858.24245737692,15284034.31785803,-49.67179974545091,-0.004052308951790344,-0.008084611980922541,0.40713224368499257,1.111441307578009,2,1347.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,momentum_trail_4pct_5d,590,590,501,8873056.3,9390.997309251452,18246.155142462576,27637.15245171406,0.0031540692143475217,-32447.73661932224,8849999.56068993,-54.99616376156312,-0.0029333088183118995,-0.002895549496404223,0.4830508474576271,2.288135593220339,5,591.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,next_open_1d,1017,1017,743,11195081.399999999,13101.626242998951,24257.591288086012,37359.21753108491,0.0034800729086642487,-55994.485431084875,11152188.540811902,-55.058491082679325,-0.004492340084110769,-0.009124537790583701,0.3834808259587021,1.0,1,1017.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,next_open_2d,621,621,513,8977243.299999999,9564.8688609024,18545.716345029607,28110.585205931966,0.0031562086757961467,-22471.439335434112,8964336.729525467,-36.18589264965235,-0.0014564528627569228,-0.005836945443517199,0.4428341384863124,2.0,2,621.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,next_open_3d,389,389,326,6581770.0,6756.263378539519,13343.998194803631,20100.261573343152,0.003063815542811648,-14687.219349192614,6573839.04402935,-37.756347941369185,-0.0012861450354634894,-0.0047787462954881595,0.44473007712082263,3.0,3,389.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,next_open_5d,305,305,277,4326812.4,4619.285535786467,8933.014301571344,13552.299837357812,0.003153265764806383,-18870.356807103843,4312561.328728683,-61.87002231837325,-0.0017739015173233,-0.009480758438106952,0.4262295081967213,5.0,5,305.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_acceleration,protect_3pct_target6pct_3d,866,866,668,10976058.999999998,12193.441362702153,23151.64792661176,35345.08928931387,0.003274317630627644,-40333.744999966046,10947918.696362741,-46.57476327940652,-0.0030140776844362264,-0.006486012287417377,0.4503464203233256,1.4491916859122402,3,867.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,fast_failure_2pct_target4pct_2d,951,951,758,15802038.0,16488.095260754802,32320.309261234408,48808.4045219892,0.0031245844233425044,-27887.16236965488,15790638.932891078,-29.324040346640253,-0.0014098216265194222,-0.006407354110523576,0.42691903259726605,1.0694006309148265,2,951.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,momentum_trail_4pct_5d,487,487,428,6319674.0,7031.141803667532,13311.21347874488,20342.355282412434,0.0033097979771052376,-40074.12342708675,6286631.01837658,-82.28772777635884,-0.005483152101607706,-0.009463030720238375,0.44969199178644764,2.0944558521560577,5,494.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,next_open_1d,940,940,742,19729435.0,19974.13574868349,39787.61447345597,59761.75022213937,0.0030317638700240158,-7864.817180901688,19741544.318567805,-8.366826788193285,-0.00018836972668883977,-0.005832591198572875,0.42446808510638295,1.0,1,940.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,next_open_2d,532,532,462,12747004.0,12882.743308977075,25703.991246387388,38586.73455536445,0.0030291194493912385,5456.042111873883,12765342.785420846,10.255718255402035,0.0010964403484396736,-0.006063634842468503,0.4342105263157895,2.0,2,532.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,next_open_3d,555,555,488,12858967.3,12996.986244693173,26015.00609488237,39011.99233957554,0.003035882573047557,46426.45245342862,12918390.738698116,83.65126568185336,0.0042664024251838845,-0.0034421323606292197,0.4756756756756757,3.0,3,555.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,next_open_5d,322,322,302,6495964.4,6571.861784704282,13103.993834877567,19675.85561958186,0.003033970878088079,1108.4277187172993,6503644.689503426,3.4423221078176995,0.0020227350984735747,-0.00619525156892585,0.4440993788819876,5.0,5,322.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_breakout_recent,protect_3pct_target6pct_3d,750,750,634,12113166.0,12630.379540971117,24758.22474122483,37388.60428219595,0.0031155749438425053,-27622.297413564476,12098174.082127428,-36.82972988475264,-0.002150779528791722,-0.007831815598497698,0.44266666666666665,1.352,3,750.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,1277,1277,913,21237036.6,22173.12899651462,43446.11482431456,65619.24382082906,0.0031381270865034343,-39467.52018192761,21219742.208814546,-30.906437104093666,-0.0018322860088848696,-0.006502210087600985,0.42129992169146435,1.0712607674236492,2,1643.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,momentum_trail_4pct_5d,718,718,585,13699236.0,13982.655751470984,27722.79570046723,41705.45145193821,0.003059921906164094,-14887.905733835409,13698330.75001764,-20.735244754645414,-0.0004915811761785272,0.001481785472010287,0.5125348189415042,1.9428969359331476,5,965.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,next_open_1d,1043,1043,774,18002870.0,18664.65111855864,36712.9681073389,55377.6192258975,0.0031038836761133437,-24554.872228750366,17996979.77888984,-23.542542884707924,-0.0010806576682455453,-0.00460633865101866,0.4304889741131352,1.0009587727708533,2,1409.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,next_open_2d,830,830,678,13422134.0,13929.770795796852,27354.14270956599,41283.91350536282,0.003090286383415521,-37871.17126637964,13398192.59952941,-45.62791718840921,-0.002505271980996034,-0.0066229582874345865,0.41807228915662653,2.0,2,830.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,next_open_3d,554,554,462,13794359.0,15546.02895001195,29463.481048129437,45009.509998141395,0.006734384701087257,22207.361873017275,13832112.390823029,40.08549074551855,-0.004680113292586476,-0.014667541872677235,0.3700361010830325,3.0018050541516246,4,794.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,next_open_5d,322,322,297,6015328.0,6120.130543605497,12109.002885493226,18229.13342909871,0.0030356561971198875,-34143.29621929358,5987304.8343243105,-106.03508142637759,-0.00562623343107002,-0.009852141029397774,0.391304347826087,5.0,5,322.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,1029,1029,799,16746412.7,17445.62287379762,34211.39177795605,51657.01465175375,0.003118145701776535,-35447.898467042134,16728410.424406754,-34.448880920351925,-0.0020402575811622743,-0.004944654761870604,0.4616132167152575,1.3304178814382897,3,1395.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,1092,1092,761,16214913.0,17241.905007929843,33475.40182988401,50717.30683781377,0.0031624301059850353,-34590.975017896104,16197563.929990042,-31.676717049355407,-0.0016004010154004108,-0.0065944399179664,0.4267399267399267,1.065934065934066,2,1092.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,momentum_trail_4pct_5d,634,634,541,7960703.3,8930.460090922525,16859.25262792615,25789.71271884869,0.0033280756118279258,-39164.452117562905,7930469.307973357,-61.77358378164496,-0.003350834944563343,-0.007059639544418686,0.45741324921135645,2.1151419558359623,5,634.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,next_open_1d,1164,1164,815,18990161.3,19770.637732027673,38807.82569745145,58578.46342947923,0.0031057196953204634,-28009.453700300226,18981922.48403172,-24.063104553522532,-0.0013211175565536301,-0.006594439917966512,0.40463917525773196,1.0,1,1164.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,next_open_2d,665,665,539,14595030.0,14755.891070588932,29437.26240289463,44193.153473483595,0.0030301577817427425,6852.903675031503,14616638.794745618,10.305118308318049,0.000978347200077617,-0.005106365607309226,0.44661654135338347,2.0,2,665.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,next_open_3d,427,427,374,10133631.1,10245.765953798018,20535.784091426645,30781.55004522467,0.003039706481101977,51467.38877165907,10195344.254725447,120.53252639732803,0.005347194456671742,-0.005457845779981119,0.46604215456674475,3.0,3,427.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,next_open_5d,322,322,294,8582909.0,8673.94734193216,17427.845805435416,26101.793147367578,0.003046755179372417,63182.077453364065,8654765.024795301,196.21763184274553,0.009712771326684739,0.000889024080847722,0.5031055900621118,5.0,5,322.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,961,961,728,12681274.8,14053.538583442723,26711.677421153792,40765.216004596514,0.003324638237674455,-47977.684301752546,12647350.654281683,-49.924749533561446,-0.00327860581413311,-0.008940978016800955,0.4297606659729448,1.3933402705515088,3,961.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,1027,1027,733,18146746.0,18517.43890848054,36735.62171051195,55253.0606189925,0.003050988153422648,-11600.432978306608,18153663.00593018,-11.295455675079463,-0.0002572840055838872,-0.00569299853377516,0.436222005842259,1.071080817916261,2,1027.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_positive_slope,momentum_trail_4pct_5d,497,497,429,6516091.0,7176.146348806487,13660.763163120839,20836.90951192735,0.003258287791446982,-35115.24232109394,6488151.904027704,-70.65441110884092,-0.003671040959749032,-0.007826354705171375,0.4688128772635815,2.0724346076458753,5,497.0
primary_development_2022_2023_partial,sector_leader,2,s2_reclaim_positive_slope,next_open_1d,1100,1100,759,18471150.5,18941.86296169209,37470.984099963585,56412.847061655615,0.0030611487145295524,-21498.672024332365,18468593.69093735,-19.544247294847604,-0.0008629912524969407,-0.005742741007193242,0.42,1.0,1,1100.0
