sample_group,strategy_id,ma_period,horizon,event_observed_count,event_mean,event_median,event_win_rate,event_profit_factor,daily_date_count,daily_mean,daily_median,positive_date_fraction,daily_bh_q_value,author_id,hypothesis_id,author_label,is_control
primary_development_2022_2023_partial,s0_distance_only,240,2d,279360,-0.0025156310713196,-0.0039889200003258,0.4394616265750286,0.8313745428121193,331,-0.0023605953093404,-0.0017935610453899,0.4561933534743202,0.039274693915341,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,30m,279812,-0.002791685904772,-0.0030162529300138,0.2764391805926837,0.4211679308930094,331,-0.0027453270391086,-0.002602646195901,0.0302114803625377,3.838559297624492e-99,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,3d,279290,-0.002207340374184,-0.0042203395810646,0.4479179347631494,0.8737100203583288,331,-0.0021528521558121,-0.0009692769310188,0.4803625377643504,0.125375444349208,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,5d,279233,-0.0018195606795043,-0.0047263451205284,0.4554189511984615,0.9167406656184331,331,-0.0019452402337888,0.0018917800497778,0.5226586102719033,0.2765316634074015,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,5m,279823,-0.0028826166420709,-0.0030162529300138,0.1683278358104944,0.1980348910156504,331,-0.0028536572777137,-0.0028568505494068,0.0,3.248269521441729e-263,,,rule_or_control,False
primary_development_2022_2023_partial,s0_distance_only,240,60m,279739,-0.0027971583834574,-0.0030162529300139,0.3268939976192093,0.5266599992096307,331,-0.0027413918546072,-0.0027619027964666,0.1540785498489426,4.038909065798306e-48,,,rule_or_control,False
primary_development_2022_2023_partial,s0_liquidity_matched,10,15m,16238271,-0.0028042601629547,-0.0030162529300138,0.2298892536034162,0.3234483340934924,331,-0.0028952827632248,-0.0028494507310208,0.0060422960725075,2.8658064102905383e-151,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,1d,16209221,-0.0023779970064674,-0.0030162529300139,0.4288342419416701,0.8017341920175886,331,-0.0031846895582301,-0.001911672210002,0.4561933534743202,0.0004283249012588,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,2d,16207262,-0.0022436499349563,-0.0042624826138513,0.438631768894709,0.856320406917063,331,-0.0030427152736315,-0.001214712077177,0.4712990936555891,0.0143942194697674,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,30m,16237276,-0.0027592353909034,-0.0030162529300138,0.276126180278022,0.424516845528002,331,-0.0029388370093128,-0.0027545042325116,0.0302114803625377,2.066590953993863e-91,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,3d,16204118,-0.0021980533476806,-0.0046533362585359,0.4447612020598714,0.8814447379945645,331,-0.0029725793449872,-0.0022013824246638,0.4682779456193353,0.0619537625806731,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,5d,16200530,-0.0022383819829839,-0.0051892776620757,0.4521660093836436,0.904309235707314,331,-0.0027964138502965,0.0005944737931479,0.513595166163142,0.202668959463207,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,5m,16238841,-0.002890044102892,-0.0030162529300138,0.1574960922395878,0.1824017985037409,331,-0.0029263281696073,-0.0029263858644277,0.0,2.078913380691744e-264,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,10,60m,16232673,-0.0027055463172889,-0.0030162529300139,0.3277978925590382,0.5482289177647179,331,-0.0030052255801605,-0.0029376546852467,0.1419939577039275,2.283263227361902e-44,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,15m,11603835,-0.0027978887387888,-0.0030162529300138,0.231474163498533,0.3249278208621572,331,-0.0028877549440724,-0.0028526445299556,0.0060422960725075,4.191109637839406e-154,,,rule_or_control,True
primary_development_2022_2023_partial,s0_liquidity_matched,20,1d,11583375,-0.0022511853850229,-0.0030162529300139,0.4308372991464059,0.8117678018043791,331,-0.0030880383315824,-0.0018676637145934,0.4441087613293051,0.0005174511249746,,,rule_or_control,True
