sample_group,sample_variant,source_signal_root,selection_ranker,selection_seed,strategy_id,policy_id,starting_cash,ending_cash,ending_equity,net_return,maximum_drawdown,selection_count,accepted_signal_count,filled_entry_count,skipped_slot_count,skipped_cash_count,skipped_duplicate_count,closed_trade_count,positive_trade_fraction,mean_trade_net_return,delayed_exit_count,unresolved_position_count,unresolved_exit_count,unresolved_position_value,annual,exit_reason_delayed_one_price_down_count,exit_reason_stop_loss_count,exit_reason_take_profit_count,exit_reason_time_stop_count,exit_reason_trailing_stop_count,fully_resolved,positive_return
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s2_reclaim_positive_slope,momentum_trail_4pct_5d,100000.0,72669.616572055,72669.616572055,-0.2733038343,-0.318679781,1275080,595,590,1271720,5,2765,590,0.4779661017,-0.0024618253,1,0,0,0.0,"[{'year': 2022, 'net_return': -0.2520421689, 'maximum_drawdown': -0.318679781}, {'year': 2023, 'net_return': -0.0284262889, 'maximum_drawdown': -0.2918740055}]",1,201,0,182,207,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s2_reclaim_positive_slope,next_open_2d,100000.0,73973.387930253,73973.387930253,-0.2602661207,-0.3592295013,1275080,836,830,1271952,6,2292,830,0.4542168675,-0.0016917514,0,0,0,0.0,"[{'year': 2022, 'net_return': -0.0437487404, 'maximum_drawdown': -0.291069696}, {'year': 2023, 'net_return': -0.226423106, 'maximum_drawdown': -0.3592295013}]",0,0,0,830,0,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s2_reclaim_recent_high,next_open_5d,100000.0,55393.0690615199,55393.0690615199,-0.4460693094,-0.4515613952,1176890,341,335,1174637,6,1912,335,0.4119402985,-0.0089995117,0,0,0,0.0,"[{'year': 2022, 'net_return': -0.3838201748, 'maximum_drawdown': -0.4172093802}, {'year': 2023, 'net_return': -0.1010242985, 'maximum_drawdown': -0.4515613952}]",0,0,0,335,0,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_auction_confirmed_reclaim,next_open_5d,100000.0,91610.9722545445,91610.9722545445,-0.0838902775,-0.3159204175,1176297,337,335,1173795,2,2165,335,0.447761194,-6.6234e-05,0,0,0,0.0,"[{'year': 2022, 'net_return': -0.0813146842, 'maximum_drawdown': -0.3159204175}, {'year': 2023, 'net_return': -0.0028035642, 'maximum_drawdown': -0.1880647226}]",0,0,0,335,0,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_amount_acceleration,momentum_trail_4pct_5d,100000.0,113619.5716544075,113619.5716544075,0.1361957165,-0.1846120589,1943656,567,560,1939580,7,3509,560,0.5125,0.0018129007,0,0,0,0.0,"[{'year': 2022, 'net_return': -0.0542879842, 'maximum_drawdown': -0.1846120589}, {'year': 2023, 'net_return': 0.2014182939, 'maximum_drawdown': -0.1677049791}]",0,181,0,193,186,True,True
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_amount_acceleration,next_open_3d,100000.0,127211.6913166719,127211.6913166719,0.2721169132,-0.2366654019,1943656,556,555,1940015,1,3085,555,0.5027027027,0.0027280218,2,0,0,0.0,"[{'year': 2022, 'net_return': -0.0108474438, 'maximum_drawdown': -0.2366654019}, {'year': 2023, 'net_return': 0.2860674576, 'maximum_drawdown': -0.1325727232}]",2,0,0,555,0,True,True
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_amount_acceleration,next_open_5d,100000.0,111508.1292913051,111508.1292913051,0.1150812929,-0.1682095715,1943656,336,335,1940173,1,3147,335,0.5104477612,0.0024522115,0,0,0,0.0,"[{'year': 2022, 'net_return': 0.0548532376, 'maximum_drawdown': -0.1682095715}, {'year': 2023, 'net_return': 0.0570961468, 'maximum_drawdown': -0.1250294272}]",0,0,0,335,0,True,True
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,100000.0,96331.6767970926,96331.6767970926,-0.036683232,-0.199891314,1943656,898,891,1939320,7,3438,891,0.4915824916,4.4863e-06,4,0,0,0.0,"[{'year': 2022, 'net_return': -0.0705795044, 'maximum_drawdown': -0.199891314}, {'year': 2023, 'net_return': 0.0364703302, 'maximum_drawdown': -0.1811931456}]",4,277,55,307,252,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_volume_normal,fast_failure_2pct_target4pct_2d,100000.0,57862.0719716187,57862.0719716187,-0.4213792803,-0.4455493904,1846125,1311,1295,1841892,16,2922,1295,0.4463320463,-0.0020868733,5,0,0,0.0,"[{'year': 2022, 'net_return': -0.4024380355, 'maximum_drawdown': -0.427352117}, {'year': 2023, 'net_return': -0.0316975408, 'maximum_drawdown': -0.4455493904}]",5,476,99,360,360,True,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,0,s4_reclaim_volume_normal,momentum_trail_4pct_5d,100000.0,96137.4534661771,96137.4534661771,-0.0386254653,-0.2814697715,1846125,579,572,1842277,7,3269,572,0.506993007,-9.1613e-05,1,0,0,0.0,"[{'year': 2022, 'net_return': -0.1537489751, 'maximum_drawdown': -0.2814697715}, {'year': 2023, 'net_return': 0.1360394331, 'maximum_drawdown': -0.1551317476}]",1,198,0,178,196,True,False
