sample_group,strategy_id,ma_period,metric,horizon,observed_count,mean,median,std,win_rate,profit_factor,signal_count,date_count,symbol_count,event_trigger_count,entry_observed_count,entry_executable_count
supplemental_2023_09_legacy,s2_reclaim_daily_trend,240,gross_return,15m,5629,-0.00028138551464167074,0.0,0.00689692536504602,0.37821993249244984,0.8684689817373945,5630,20,1055,1,5630,5630
supplemental_2023_09_legacy,s2_reclaim_daily_trend,60,gross_return,15m,9553,-5.590939693615109e-05,0.0,0.006412974713616943,0.38783628179629437,0.9699934915320646,9555,20,1880,1,9555,9555
supplemental_2023_09_legacy,s2_reclaim_daily_trend,40,gross_return,15m,11667,-0.000112967968149282,0.0,0.006670832941895788,0.38116053827033514,0.9403167133980974,11667,20,1895,1,11667,11667
supplemental_2023_09_legacy,s2_reclaim_daily_trend,120,gross_return,15m,7357,-5.95624482116535e-05,0.0,0.005591853212091743,0.39187168682887047,0.9648174861830033,7357,20,1542,1,7357,7357
supplemental_2023_09_legacy,s2_reclaim_positive_slope,120,gross_return,15m,6136,9.32325616683168e-05,0.0,0.00725279112835061,0.40123859191655803,1.0463316437307608,6137,20,1291,1,6137,6137
supplemental_2023_09_legacy,s2_reclaim_positive_slope,10,gross_return,15m,32793,-0.0004583556895092191,0.0,0.005813402261940428,0.34745220016466927,0.7628944893206546,32793,20,3043,1,32793,32793
supplemental_2023_09_legacy,s2_reclaim_positive_slope,20,gross_return,15m,23763,-0.000306275614726737,0.0,0.005920431961601943,0.36396919580861004,0.8365210374287556,23763,20,3008,1,23763,23763
supplemental_2023_09_legacy,s2_reclaim_positive_slope,240,gross_return,15m,10263,-0.00015530775023700385,0.0,0.006085584991733961,0.3689954204423658,0.9190733592854554,10263,20,1419,1,10263,10263
supplemental_2023_09_legacy,s2_reclaim_positive_slope,60,gross_return,15m,13734,-6.11751956940297e-05,0.0,0.006226078887479776,0.38102519295179843,0.9670954501526917,13736,20,2467,1,13736,13736
supplemental_2023_09_legacy,s2_reclaim_positive_slope,40,gross_return,15m,17429,-0.00022406628606613365,0.0,0.006237745138687174,0.36467955706007227,0.8793646204619922,17429,20,2828,1,17429,17429
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,120,gross_return,15m,21501,-5.396313231610754e-05,0.0,0.0070094687191500716,0.3852844053764941,0.973357295815088,21502,20,2334,1,21502,21502
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,10,gross_return,15m,71736,-0.0002390666682211096,0.0,0.006167274661064004,0.3562646370023419,0.8740448990874712,71739,20,3049,1,71739,71739
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,40,gross_return,15m,37043,-0.00020201532682855358,0.0,0.0063052997827301544,0.36144480738601087,0.8936430859058241,37043,20,3033,1,37043,37043
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,20,gross_return,15m,53029,-0.0002076571843596951,0.0,0.006051842425138775,0.363536932621773,0.8884182356962987,53032,20,3049,1,53032,53032
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,240,gross_return,15m,14559,-0.000183510467783361,0.0,0.0074426866647405426,0.37193488563774985,0.9156666987737148,14560,20,1787,1,14560,14560
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,60,gross_return,15m,31074,-0.00018711179770968076,0.0,0.00645712772827663,0.36570766557250434,0.9045183804937025,31077,20,2969,1,31077,31077
supplemental_2023_09_legacy,s4_reclaim_vwap_support,120,gross_return,15m,21668,-5.6044962697683236e-05,0.0,0.006983361503772535,0.38346870961786966,0.9721626986625808,21669,20,2332,1,21669,21669
supplemental_2023_09_legacy,s4_reclaim_vwap_support,10,gross_return,15m,72962,-0.00025122959613448775,0.0,0.006108592015357106,0.35456813135604837,0.8670171119214095,72966,20,3046,1,72966,72966
supplemental_2023_09_legacy,s4_reclaim_vwap_support,40,gross_return,15m,37542,-0.0002159916817696106,0.0,0.006256145596340297,0.359623887912205,0.8859510044938019,37543,20,3029,1,37543,37543
supplemental_2023_09_legacy,s4_reclaim_vwap_support,20,gross_return,15m,53883,-0.00021608311150773772,0.0,0.005975379926819045,0.3614312491880556,0.8831998510603433,53886,20,3046,1,53886,53886
supplemental_2023_09_legacy,s4_reclaim_vwap_support,240,gross_return,15m,14647,-0.00017702346941683155,0.0,0.007391947017368883,0.37256776131631053,0.9179744839881584,14648,20,1784,1,14648,14648
supplemental_2023_09_legacy,s4_reclaim_vwap_support,60,gross_return,15m,31435,-0.00018688977908906524,0.0,0.0063807552416159236,0.36637505964689043,0.9038455776445491,31438,20,2965,1,31438,31438
supplemental_2023_09_legacy,s1_near_reversal,10,gross_return,15m,85071,-0.00022188410228700996,0.0,0.005235764835855083,0.35412772860316677,0.8672615667554417,85074,20,3049,1,85074,85074
supplemental_2023_09_legacy,s1_near_reversal,120,gross_return,15m,26170,-8.753925042962048e-05,0.0,0.005692800229486587,0.3772258311043179,0.9494896614063131,26170,20,2308,1,26170,26170
supplemental_2023_09_legacy,s1_near_reversal,20,gross_return,15m,64285,-0.00018694410231277384,0.0,0.0051739464894878075,0.3558061756241736,0.8852897837543777,64287,20,3049,1,64287,64287
supplemental_2023_09_legacy,s1_near_reversal,240,gross_return,15m,17417,-0.0001423190614238408,0.0,0.0060814375142000734,0.36768674283745767,0.9215853563878973,17418,20,1770,1,17418,17418
supplemental_2023_09_legacy,s1_near_reversal,60,gross_return,15m,37867,-0.00017536061743731756,0.0,0.005360718777773195,0.3624263870916629,0.8965539591910844,37870,20,2955,1,37870,37870
supplemental_2023_09_legacy,s1_near_reversal,40,gross_return,15m,45149,-0.00014845336248752808,0.0,0.005231465730551201,0.36056169571862057,0.9088906683376942,45149,20,3033,1,45149,45149
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,10,gross_return,15m,54265,-6.0654589059966325e-05,0.0,0.006199913885465675,0.363088546945545,0.9666214844850661,54268,20,3049,1,54268,54268
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,120,gross_return,15m,15819,7.2998507164656e-05,0.0,0.007188430021431415,0.38011252291548137,1.0367871882386552,15820,20,2288,1,15820,15820
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,20,gross_return,15m,39205,-9.235132998026305e-05,0.0,0.006174630191791617,0.3644943247034817,0.9493586126055542,39206,20,3048,1,39206,39206
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,40,gross_return,15m,27294,-0.00011059072407742174,0.0,0.006446467314711729,0.3621308712537554,0.9411718888402014,27294,20,3017,1,27294,27294
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,60,gross_return,15m,22661,-7.120701463089907e-05,0.0,0.006507565038794948,0.3677242840121795,0.9628197401092145,22664,20,2935,1,22664,22664
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,240,gross_return,15m,10705,-0.00011771286846384962,0.0,0.007695521881680109,0.37431106959364785,0.9458775293748349,10706,20,1724,1,10706,10706
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,gross_return,15m,18554,7.123622325032535e-05,0.0,0.006363183474279836,0.39711113506521506,1.039243535905097,18555,20,2278,1,18555,18555
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,gross_return,15m,61984,-1.496550983301163e-05,0.0,0.005808775292118835,0.375,0.9911448998616587,61986,20,3049,1,61986,61986
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,gross_return,15m,45602,-2.9667392904668414e-05,0.0,0.005736023398606672,0.3771764396298408,0.9824365453310664,45606,20,3049,1,45606,45606
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,gross_return,15m,26493,-1.6675839810070063e-05,0.0,0.005943277630547258,0.3836107651077643,0.990481033612997,26494,20,2937,1,26494,26494
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,gross_return,15m,31942,-4.712011312511179e-05,0.0,0.006007651432708833,0.3760879093356709,0.9727399422890544,31943,20,3028,1,31943,31943
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,gross_return,15m,12482,-7.033754323999353e-05,0.0,0.006999365032493475,0.3870373337606153,0.9649160024824199,12483,20,1736,1,12483,12483
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,120,gross_return,15m,12373,5.368880728498995e-05,0.0,0.007179939549863987,0.3861634203507638,1.0267267569705092,12373,20,2164,1,12373,12373
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,10,gross_return,15m,43293,-0.00011564468301427211,0.0,0.00619565826648476,0.3598503222229922,0.9362359666434427,43294,20,3049,1,43294,43294
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,60,gross_return,15m,17547,-0.00010675215566763657,0.0,0.006367033363763209,0.36262608992990253,0.9436803963338207,17548,20,2815,1,17548,17548
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,20,gross_return,15m,31704,-0.0001693181687956723,0.0,0.006197873358681903,0.3603961645218269,0.9084710174758043,31704,20,3048,1,31704,31704
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,40,gross_return,15m,21228,-0.00012546185182489233,0.0,0.006368715283953493,0.36018466176747693,0.9327078002515482,21228,20,2954,1,21228,21228
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,240,gross_return,15m,8036,-0.00012671204079732026,0.0,0.007524998274310008,0.3700846192135391,0.9418492434478519,8036,20,1564,1,8036,8036
supplemental_2023_09_legacy,s2_reclaim_recent_high,10,gross_return,15m,41961,-3.520500601067677e-05,0.0,0.006288276408251953,0.3722742546650461,0.9804479156882553,41964,20,3049,1,41964,41964
supplemental_2023_09_legacy,s2_reclaim_recent_high,20,gross_return,15m,30522,-8.578227625625412e-05,0.0,0.006142161753099555,0.37241989384706115,0.9523691902987819,30525,20,3048,1,30525,30525
supplemental_2023_09_legacy,s2_reclaim_recent_high,120,gross_return,15m,12831,-5.4308081873018946e-05,0.0,0.006887283839148461,0.37752318603382434,0.9729070564657701,12832,20,2233,1,12832,12832
supplemental_2023_09_legacy,s2_reclaim_recent_high,60,gross_return,15m,17953,-3.412936438696017e-05,0.0,0.006423826246404736,0.38004790285746115,0.9818480422768019,17956,20,2899,1,17956,17956
supplemental_2023_09_legacy,s2_reclaim_recent_high,240,gross_return,15m,8361,-0.000176805097400453,0.0,0.007441565038268671,0.36861619423513936,0.9190337199288666,8362,20,1673,1,8362,8362
supplemental_2023_09_legacy,s2_reclaim_recent_high,40,gross_return,15m,21124,-0.00012407471428267351,0.0,0.006263258288053679,0.36763870479075933,0.9330907150894292,21124,20,3006,1,21124,21124
supplemental_2023_09_legacy,ht_r3_core_pullback,10,gross_return,15m,8226,0.00043644018034744777,0.0,0.006647560498690921,0.40444930707512766,1.2344317877189201,8226,20,2713,1,8226,8226
supplemental_2023_09_legacy,ht_r3_core_pullback,20,gross_return,15m,7019,0.00034046184305245176,0.0,0.006533631076082847,0.40119675167402763,1.1810643787481525,7019,20,2573,1,7019,7019
supplemental_2023_09_legacy,ht_r3_core_pullback,40,gross_return,15m,5278,0.00019632129236791116,0.0,0.006381958918933088,0.39238347859037515,1.1020360036996668,5278,20,2219,1,5278,5278
supplemental_2023_09_legacy,ht_r3_core_pullback,60,gross_return,15m,4412,0.0003486360038236874,0.0,0.0069145947385734355,0.39664551223934724,1.179150121016283,4412,20,2020,1,4412,4412
supplemental_2023_09_legacy,ht_r3_core_pullback,240,gross_return,15m,2253,0.0004600833361486669,0.0,0.006936674084840175,0.4172214824678207,1.2304313877514552,2253,20,1077,1,2253,2253
supplemental_2023_09_legacy,ht_r3_core_pullback,120,gross_return,15m,3450,0.000573534010471341,0.0,0.007566829070305465,0.4063768115942029,1.291117279563149,3450,20,1549,1,3450,3450
supplemental_2023_09_legacy,ng_r3_volume_quality,10,gross_return,15m,50549,-7.476360124314849e-06,0.0,0.004729096659221365,0.36924568240716926,0.9947021892933944,50551,20,3049,1,50551,50551
supplemental_2023_09_legacy,ng_r3_volume_quality,60,gross_return,15m,21796,5.5934800936707246e-05,0.0,0.004820711095416794,0.3793356579188842,1.0384508466111397,21799,20,2886,1,21799,21799
supplemental_2023_09_legacy,ng_r3_volume_quality,20,gross_return,15m,37407,-3.2651351407122323e-05,0.0,0.004600695822938055,0.37482289411072794,0.9770608267790895,37408,20,3047,1,37408,37408
supplemental_2023_09_legacy,ng_r3_volume_quality,40,gross_return,15m,25938,-3.1410909771182515e-05,0.0,0.004745630318133871,0.3703832215282597,0.978280276405571,25938,20,3002,1,25938,25938
supplemental_2023_09_legacy,ng_r3_volume_quality,240,gross_return,15m,10208,-5.352963411565588e-06,0.0,0.005404768426871956,0.3793103448275862,0.9966678464021536,10209,20,1667,1,10209,10209
supplemental_2023_09_legacy,ng_r3_volume_quality,120,gross_return,15m,15178,0.00010977720531526264,0.0,0.005160460436196624,0.39030175253656607,1.0732830044224706,15179,20,2206,1,15179,15179
supplemental_2023_09_legacy,s4_reclaim_volume_normal,10,gross_return,15m,66030,0.00012707867143615148,0.0,0.004951740953097816,0.37875208238679386,1.0895378772676965,66032,20,3049,1,66032,66032
supplemental_2023_09_legacy,s4_reclaim_volume_normal,60,gross_return,15m,28185,0.00012034349748718592,0.0,0.0049932641496893675,0.38321802377150965,1.0814428255942488,28188,20,2935,1,28188,28188
supplemental_2023_09_legacy,s4_reclaim_volume_normal,20,gross_return,15m,48529,5.095256160894088e-05,0.0,0.004825633041253678,0.37851593892311813,1.0352936893154283,48531,20,3049,1,48531,48531
supplemental_2023_09_legacy,s4_reclaim_volume_normal,40,gross_return,15m,33757,5.850280915421501e-05,0.0,0.004893425235413957,0.37778831057262197,1.0401410932431667,33757,20,3024,1,33757,33757
supplemental_2023_09_legacy,s4_reclaim_volume_normal,120,gross_return,15m,19516,0.00019339510369776106,0.0,0.005306095731915802,0.3940356630457061,1.128056903437769,19518,20,2277,1,19518,19518
supplemental_2023_09_legacy,s4_reclaim_volume_normal,240,gross_return,15m,13186,0.00010575293708823642,0.0,0.00542853275422192,0.3834369786136812,1.0662665481726084,13187,20,1735,1,13187,13187
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,gross_return,15m,14037,0.0003618583405999754,0.0,0.00562071536140251,0.4097029279760633,1.23096329976454,14037,11,2974,1,14037,14037
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,gross_return,15m,5639,0.0005733554405831395,0.0,0.006777910305068494,0.4234793403085653,1.3235497509690821,5639,11,1833,1,5639,5639
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,gross_return,15m,18296,0.0005049631043285883,0.0,0.005752102011865787,0.42326191517271533,1.3301748372369488,18296,11,3025,1,18296,18296
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,gross_return,15m,9872,0.00014093506675294772,0.0,0.0058267603009723844,0.3880672609400324,1.0822293362338353,9872,11,2710,1,9872,9872
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,gross_return,15m,8263,0.0002679606443044892,0.0,0.005836388623381567,0.3997337528742587,1.1604532626139932,8263,11,2478,1,8263,8263
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,gross_return,15m,3444,0.00037960041630990854,0.0,0.006685492813769795,0.414924506387921,1.2034805691308024,3444,11,1248,1,3444,3444
supplemental_2023_09_legacy,s2_reclaim_bull_stack,240,gross_return,15m,23,0.0010408443697575841,0.0,0.006795270053291282,0.4782608695652174,1.6436097925866222,23,11,15,1,23,23
primary_development_2022_2023_partial,cs_r3_leader_confirmation,120,gross_return,30m,50896,0.000648210914840076,-0.0007239821139071734,0.014249207664063344,0.4140207481923923,1.1506494252186459,50899,331,3038,1,50899,50899
primary_development_2022_2023_partial,cs_r3_leader_confirmation,10,gross_return,30m,163587,0.00020809465610934817,-0.0009624639076034613,0.013589139734018551,0.41079058849419575,1.048580817754602,163598,331,3071,1,163598,163598
primary_development_2022_2023_partial,cs_r3_leader_confirmation,20,gross_return,30m,125640,0.00032018834629728935,-0.0009126169765498182,0.013565084313889956,0.4110235593759949,1.0760312690209792,125647,331,3067,1,125647,125647
primary_development_2022_2023_partial,cs_r3_leader_confirmation,40,gross_return,30m,89704,0.000584701691246622,-0.0006847183981041338,0.013950714994806669,0.4184317310264871,1.139419613625675,89709,331,3063,1,89709,89709
primary_development_2022_2023_partial,cs_r3_leader_confirmation,60,gross_return,30m,73335,0.0006635788238955315,-0.0007396449704142327,0.014204501445614092,0.4178632303811277,1.1560860410109814,73339,331,3062,1,73339,73339
primary_development_2022_2023_partial,cs_r3_leader_confirmation,240,gross_return,30m,38396,0.0005351039592382967,-0.0007079668195373867,0.014203087851260893,0.4105375559954162,1.1242347617529198,38397,330,3022,1,38397,38397
primary_development_2022_2023_partial,fu_r3_core_pullback,120,gross_return,30m,21677,0.0007868266791567969,-0.0004370629370628043,0.014466666614208099,0.41947686487982655,1.1804709460358938,21678,199,2988,1,21678,21678
primary_development_2022_2023_partial,fu_r3_core_pullback,10,gross_return,30m,57883,0.00035330147578188816,-0.000848896434634816,0.013806302813202019,0.4194495793238084,1.081173733353916,57886,199,3055,1,57886,57886
primary_development_2022_2023_partial,fu_r3_core_pullback,20,gross_return,30m,49235,0.00037289362949516065,-0.0008654262224143672,0.01371322052215873,0.41580176703564536,1.0871229162823541,49238,199,3047,1,49238,49238
primary_development_2022_2023_partial,fu_r3_core_pullback,40,gross_return,30m,36870,0.0007260335911873549,-0.0003271198048196422,0.01393708126254984,0.42514239218877137,1.1743105211068636,36871,199,3040,1,36871,36871
primary_development_2022_2023_partial,fu_r3_core_pullback,60,gross_return,30m,30426,0.0007705260447399617,-0.0006058837349307566,0.014156409777328254,0.4215473608098337,1.1822235830446541,30428,199,3026,1,30428,30428
primary_development_2022_2023_partial,fu_r3_core_pullback,240,gross_return,30m,15915,0.0007469936647253345,0.0,0.01457756496373365,0.4222431668237512,1.171512637159452,15915,199,2915,1,15915,15915
primary_development_2022_2023_partial,s0_distance_only,20,gross_return,30m,1048462,0.00026630067232669667,0.0,0.00926223702308316,0.42340590312286,1.098809945557628,1048526,331,3072,1,1048526,1048526
primary_development_2022_2023_partial,s0_distance_only,120,gross_return,30m,365865,0.0002946417678733735,0.0,0.010089638657442866,0.42458557118062673,1.0996602353174625,365879,331,3049,1,365879,365879
primary_development_2022_2023_partial,s0_distance_only,10,gross_return,30m,1534586,0.00019153552271339872,0.0,0.009212049866015804,0.41971580608711406,1.0708859398997386,1534685,331,3073,1,1534685,1534685
primary_development_2022_2023_partial,s0_distance_only,40,gross_return,30m,705322,0.0003281510007378002,0.0,0.009577214483438984,0.4274799311520128,1.119224833248873,705367,331,3071,1,705367,705367
primary_development_2022_2023_partial,s0_distance_only,60,gross_return,30m,562758,0.0003820135899004088,0.0,0.009750565612194471,0.42766873149737544,1.137816555658684,562790,331,3068,1,562790,562790
primary_development_2022_2023_partial,s0_distance_only,240,gross_return,30m,279812,0.00022524642543338266,0.0,0.009852507973417718,0.4214829957257015,1.0774719544408222,279823,331,3033,1,279823,279823
primary_development_2022_2023_partial,s0_liquidity_matched,20,gross_return,30m,11603197,0.00025605489067036724,0.0,0.009954502673714736,0.4253014061555621,1.0886283158800016,11604391,331,3071,1,11604391,11604391
primary_development_2022_2023_partial,s0_liquidity_matched,60,gross_return,30m,7002954,0.0002709809470384775,0.0,0.010068218258167701,0.4274500446525852,1.0927647636746463,7003515,331,3071,1,7003515,7003515
primary_development_2022_2023_partial,s0_liquidity_matched,120,gross_return,30m,5117382,0.0002677031549911812,0.0,0.010174823089005714,0.42670939945464303,1.090536980465318,5117908,331,3061,1,5117908,5117908
primary_development_2022_2023_partial,s0_liquidity_matched,240,gross_return,30m,4317593,0.0002935590247507422,0.0,0.01014652000648428,0.4287020569099496,1.1002309928329501,4317956,331,3046,1,4317956,4317956
primary_development_2022_2023_partial,s0_liquidity_matched,10,gross_return,30m,16237276,0.00025779511431843174,0.0,0.009979906394726649,0.42514514134021003,1.0895031126943746,16239010,331,3071,1,16239010,16239010
primary_development_2022_2023_partial,s0_liquidity_matched,40,gross_return,30m,8352276,0.00029081067775269366,0.0,0.010017542645834276,0.42783511943331376,1.1005807655650404,8353238,331,3071,1,8353238,8353238
primary_development_2022_2023_partial,s0_random_matched,20,gross_return,30m,3903659,2.444829466886146e-05,0.0,0.00979402784594788,0.41591235300009555,1.0084610137687258,3904539,331,3073,1,3904539,3904539
primary_development_2022_2023_partial,s0_random_matched,120,gross_return,30m,3892981,2.2411289644956856e-05,0.0,0.009752089488093965,0.4156023366155653,1.0077713027231423,3893840,331,3061,1,3893840,3893840
primary_development_2022_2023_partial,s0_random_matched,60,gross_return,30m,3899226,2.771060044064978e-05,0.0,0.009762484159853918,0.4161551548948432,1.0096103937253746,3900109,331,3072,1,3900109,3900109
primary_development_2022_2023_partial,s0_random_matched,40,gross_return,30m,3901527,1.9370654771666746e-05,0.0,0.009762694783500279,0.41580591394087496,1.0067055420627098,3902386,331,3072,1,3902386,3902386
primary_development_2022_2023_partial,s0_random_matched,240,gross_return,30m,3876859,2.1099922377737783e-05,0.0,0.009742692550318151,0.41601796712235345,1.007323678162058,3877727,331,3046,1,3877727,3877727
primary_development_2022_2023_partial,s0_random_matched,10,gross_return,30m,3904558,2.112247818782873e-05,0.0,0.009806546728851333,0.4156521685681196,1.0073022023468883,3905499,331,3074,1,3905499,3905499
primary_development_2022_2023_partial,s0_strong_no_ma,10,gross_return,30m,1702794,6.598302881686284e-05,0.0,0.011792390616289516,0.39238510354159106,1.0188747436875745,1702966,331,3073,1,1702966,1702966
primary_development_2022_2023_partial,s0_strong_no_ma,20,gross_return,30m,1702075,6.58522714159358e-05,0.0,0.011789930617264958,0.3925126683606774,1.0188348396923597,1702247,331,3073,1,1702247,1702247
primary_development_2022_2023_partial,s0_strong_no_ma,40,gross_return,30m,1701083,6.67705423970996e-05,0.0,0.011780958609245738,0.3926263445111144,1.0191034015432836,1701255,331,3072,1,1701255,1701255
primary_development_2022_2023_partial,s0_strong_no_ma,60,gross_return,30m,1700233,6.592227701901811e-05,0.0,0.01177456640136851,0.3926397146744005,1.0188648147628583,1700405,331,3072,1,1700405,1700405
primary_development_2022_2023_partial,s0_strong_no_ma,120,gross_return,30m,1697769,6.53500945963146e-05,0.0,0.01176307497877674,0.39265294630777214,1.0187144030246806,1697940,331,3061,1,1697940,1697940
primary_development_2022_2023_partial,s0_strong_no_ma,240,gross_return,30m,1691353,6.46314200528674e-05,0.0,0.011747061899162897,0.3926377284931058,1.0185278427183786,1691522,331,3046,1,1691522,1691522
primary_development_2022_2023_partial,s1_touch_immediate,20,gross_return,30m,832058,0.0003902624605369892,0.0,0.010832302583832948,0.4300205033783703,1.12570579533085,832155,331,3072,1,832155,832155
primary_development_2022_2023_partial,s1_touch_immediate,10,gross_return,30m,1229716,0.00029925388634210147,0.0,0.010759335224568093,0.42606748224793367,1.0965267980701061,1229846,331,3073,1,1229846,1229846
primary_development_2022_2023_partial,s1_touch_immediate,40,gross_return,30m,558978,0.00045636000486635043,0.0,0.011246205432625,0.43429079498656475,1.1430757806617866,559033,331,3071,1,559033,559033
primary_development_2022_2023_partial,s1_touch_immediate,60,gross_return,30m,447757,0.0005244682943413797,0.0,0.011494363758227495,0.43595745013478293,1.1621145485313462,447796,331,3068,1,447796,447796
primary_development_2022_2023_partial,s1_touch_immediate,120,gross_return,30m,294365,0.0004322878544140942,0.0,0.01186385585950656,0.4325514242522039,1.1255281680049585,294388,331,3050,1,294388,294388
primary_development_2022_2023_partial,s1_touch_immediate,240,gross_return,30m,223096,0.0003195907436423324,0.0,0.011662112404340058,0.4287526446014272,1.0934362741378136,223115,331,3034,1,223115,223115
primary_development_2022_2023_partial,s1_touch_reclaim,10,gross_return,30m,1123634,0.00012773451698377969,0.0,0.01064950755237759,0.41271891025013485,1.0406624030427472,1123765,331,3073,1,1123765,1123765
primary_development_2022_2023_partial,s1_touch_reclaim,20,gross_return,30m,760434,0.0001904899392014405,0.0,0.010712313288026923,0.41538779170841916,1.0603506605913695,760523,331,3072,1,760523,760523
primary_development_2022_2023_partial,s1_touch_reclaim,40,gross_return,30m,510023,0.00029894337509851353,0.0,0.01108425328350728,0.4204535873872355,1.0931029146836841,510072,331,3071,1,510072,510072
primary_development_2022_2023_partial,s1_touch_reclaim,120,gross_return,30m,267768,0.00028971164134113054,0.0,0.011678606039825491,0.4200016432135281,1.0840419594453266,267789,331,3048,1,267789,267789
primary_development_2022_2023_partial,s1_touch_reclaim,60,gross_return,30m,409073,0.0003885529025959387,0.0,0.011321011932055546,0.4232105272164137,1.1199986933103698,409107,331,3068,1,409107,409107
primary_development_2022_2023_partial,s1_touch_reclaim,240,gross_return,30m,202939,0.0001868309483132441,0.0,0.011462053797682874,0.4161102597332203,1.0547145485332547,202958,331,3033,1,202958,202958
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,gross_return,30m,37287,0.000336528717750235,0.0,0.014057892693649614,0.43827607477136804,1.0757892179766357,37290,331,3047,1,37290,37290
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,gross_return,30m,49265,0.0007700642530981028,0.0,0.013402430050863733,0.44810717547954937,1.196298639222386,49268,331,3065,1,49268,49268
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,gross_return,30m,28254,2.5389501292172584e-06,0.0,0.0146515333130896,0.42942592199334606,1.0005290557372568,28255,331,3032,1,28255,28255
primary_development_2022_2023_partial,s2_first_touch_reclaim,20,gross_return,30m,36428,0.0003381168453337223,0.0,0.011975198696779191,0.4401559240144943,1.0945612132711893,36433,331,3063,1,36433,36433
primary_development_2022_2023_partial,s2_first_touch_reclaim,10,gross_return,30m,6399,0.0009883212146886893,0.0,0.015289792061123275,0.4619471792467573,1.2429004409111806,6401,330,2692,1,6401,6401
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,gross_return,30m,53858,0.0006460628857039044,0.0,0.012768785992196857,0.44999814326562443,1.1743848050738492,53867,331,3067,1,53867,53867
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,gross_return,30m,561388,0.00016510073990753604,0.0,0.009638863360171017,0.413637270479597,1.0575502634750908,561464,331,3068,1,561464,561464
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,gross_return,30m,376631,0.00022611379765732705,0.0,0.009717476542870033,0.41560572549790115,1.0787347377309395,376683,331,3066,1,376683,376683
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,gross_return,30m,247393,0.0003196080535101054,0.0,0.01018039634648432,0.4206182066590405,1.1088095130318056,247414,331,3063,1,247414,247414
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,gross_return,30m,127177,0.00021534456807647837,0.0,0.011718603445681717,0.41206350204832637,1.062025718440005,127187,331,3042,1,127187,127187
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,gross_return,30m,196361,0.0002936254627083585,0.0,0.010704985642461706,0.41429306226796564,1.095101599397715,196379,331,3062,1,196379,196379
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,gross_return,30m,93352,9.332447333798918e-05,0.0,0.011761499680627232,0.41023223926643243,1.0264692759880527,93362,331,3021,1,93362,93362
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,gross_return,30m,173428,-0.00022005847365696353,-0.0006480881399869576,0.01355236273153043,0.40984731415918996,0.9463047614077326,173457,331,3033,1,173457,173457
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,gross_return,30m,53865,0.00019656614347654771,0.0,0.012633041592227494,0.43226584980970945,1.0520369730266377,53873,331,3020,1,53873,53873
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,gross_return,30m,26234,0.00022025748282633533,0.0,0.012221653659576432,0.4288328123808798,1.061244405659954,26235,331,2758,1,26235,26235
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,gross_return,30m,105988,-5.5349157984838504e-05,-0.0003356267924690126,0.012857635732974241,0.4166132014945088,0.9858098295178528,105999,331,3031,1,105999,105999
