sample_group,strategy_id,ma_period,control_id,horizon,matched_date_count,mean_daily_difference,median_daily_difference,std_daily_difference,positive_date_fraction,ttest_p_value,sign_test_p_value,bh_q_value
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,5m,331,-0.0001063123452619881,-7.350252555724955e-05,0.0003074946776027113,0.3716012084592145,1.06323782120044e-09,3.463203917849445e-06,4.446267252292749e-09
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,15m,331,-8.150431604241726e-05,-0.00011352242091806267,0.0004811103985291539,0.40181268882175225,0.002262559492747117,0.00041875989026729775,0.006504858541647961
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,30m,331,-5.9059232280836565e-05,-1.8069807863025285e-05,0.0006588752933355608,0.48036253776435045,0.10440990501155094,0.5095843076624359,0.18238692267840542
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,60m,331,-4.910394599268517e-05,-5.838926173150917e-05,0.0009224770800638475,0.46827794561933533,0.334261838654736,0.2716127621266505,0.46128133734353566
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,1d,331,6.133729507753189e-05,0.00022793164817094924,0.0032976425368662684,0.5317220543806647,0.7356593595741111,0.2716127621266505,0.904960637234764
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,2d,331,5.610540542115806e-05,0.00022470847601736686,0.004149160799706881,0.5317220543806647,0.8061126056774662,0.2716127621266505,0.9642697927400099
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,3d,331,0.00013754132815029362,0.000602470267857453,0.005073335719977395,0.5498489425981873,0.6227011532958121,0.07844038321120742,0.8634806364467853
primary_development_2022_2023_partial,s1_near_reversal,120,s0_liquidity_matched,5d,331,-1.1308929265792702e-05,0.00012883133292197638,0.006434527531001326,0.5166163141993958,0.9745493520408228,0.5826263292692689,0.9937766535937366
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,5m,331,-0.00015012583525734083,-0.00010736132367059546,0.00037126388626401117,0.34441087613293053,1.6169872668526314e-12,1.595821129623185e-08,2.975256571008842e-12
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,15m,331,-0.0002757593324037559,-0.00020678521979371463,0.0006584193189208141,0.33534743202416917,2.9308005322610605e-13,2.1052903896039494e-09,4.872897270506341e-13
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,30m,331,-0.0004500167333894001,-0.0003721545739541865,0.0008320127882969088,0.2719033232628399,3.731702221866155e-20,4.647553309933355e-17,6.51866970401936e-20
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,60m,331,-0.0005540216145410318,-0.0005152591409268695,0.0008045659951595183,0.2175226586102719,1.1907187428364009e-29,6.535495203826079e-26,2.0799897026762446e-29
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,1d,331,-0.0005433790546276397,-0.0005201032117377273,0.0007122679972462721,0.19637462235649547,9.737669531829732e-35,5.3326854873863485e-30,1.7681557834111882e-34
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,2d,331,-0.0005433164523364992,-0.0005129736631789317,0.0007132559327753757,0.1903323262839879,1.169337927982742e-34,3.0632385231827916e-31,2.1515817874882453e-34
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,3d,331,-0.0005434670861826098,-0.0005163936376844691,0.0007144162538474205,0.19939577039274925,1.3778307204501282e-34,2.1624318202146582e-29,2.535208525628236e-34
primary_development_2022_2023_partial,s1_near_reversal,120,s0_random_matched,5d,331,-0.0005479089169952912,-0.0005152397453433056,0.0007241433870355682,0.1933534743202417,2.645601767753212e-34,1.2904006784611573e-30,4.86790725266591e-34
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,5m,331,-0.0001220084224686851,-0.00012787496434464354,0.00031665063743987137,0.311178247734139,1.4417067299770558e-11,5.277416817060455e-12,6.631850957894457e-11
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,15m,331,-0.00012286006378950994,-0.0001136532952044821,0.00048078278462349277,0.4229607250755287,4.98334395987929e-06,0.005908455633866707,2.2923382215444733e-05
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,30m,331,-0.00015316598924748506,-9.806464300416515e-05,0.0007200554458153974,0.4229607250755287,0.00013421632717305847,0.005908455633866707,0.0005005906256724884
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,60m,331,-0.00015273112115615528,-0.00012078013326756543,0.000943430972398336,0.4229607250755287,0.00350421857173733,0.005908455633866707,0.010746270286661145
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,1d,331,-0.00022274661456525048,-0.00024574403327843643,0.003087283665341593,0.47129909365558914,0.1908825354468549,0.3224854616925212,0.6109113374613879
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,2d,331,-0.0002693926948552062,-0.00021027001184336887,0.004260809777436746,0.486404833836858,0.2515726307285394,0.6602051224044762,0.48218087556303385
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,3d,331,-0.0001607889847674388,-1.747589179874436e-06,0.004983561645973847,0.4984894259818731,0.5582074202095018,1.0,0.8465123515264972
primary_development_2022_2023_partial,s1_near_reversal,240,s0_liquidity_matched,5d,331,-0.00016364150141697856,4.605105556856172e-05,0.006464792337586682,0.5015105740181269,0.6459421525063875,1.0,0.8409435570366177
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,5m,331,-0.00015257816781992297,-0.00016047523715137393,0.0004127922675522098,0.32326283987915405,8.253370942628775e-11,1.174445197254624e-10,1.4602117821573987e-10
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,15m,331,-0.0003024097858429641,-0.0002907265388875879,0.0006665228564991832,0.33534743202416917,4.040059985437035e-15,2.1052903896039494e-09,6.799125341345254e-15
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,30m,331,-0.0004904672550968083,-0.0003821071862337701,0.0009258698007627632,0.3021148036253776,1.750079037949173e-19,4.45584236577217e-13,2.9452549663047056e-19
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,60m,331,-0.0005655460889302317,-0.0004870200489062632,0.0008708838471961207,0.24773413897280966,4.889959245100284e-27,1.0307236357763064e-20,8.229443607607796e-27
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,1d,331,-0.0005939867246584313,-0.0004957656855937267,0.00073244986314788,0.17522658610271905,4.213379124710069e-38,1.7178226216067189e-34,8.075643322360965e-38
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,2d,331,-0.0005956670113382717,-0.0004975416403543606,0.0007349573241589831,0.17522658610271905,4.5548333052961283e-38,1.7178226216067189e-34,8.730097168484246e-38
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,3d,331,-0.0005968168937120024,-0.000483388079979184,0.0007377644173796087,0.17522658610271905,5.832565292117831e-38,1.7178226216067189e-34,1.1179083476559177e-37
primary_development_2022_2023_partial,s1_near_reversal,240,s0_random_matched,5d,331,-0.000596070431619107,-0.0004888154403676788,0.0007438166391072031,0.17220543806646527,1.992365586007035e-37,3.6162607353126335e-35,3.818700706513483e-37
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,5m,331,8.652456405908862e-05,7.655304607140573e-05,0.0002646648375589595,0.6646525679758308,7.278642354878594e-09,2.1052903896039494e-09,2.86986469992356e-08
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,15m,331,7.30056948034382e-05,3.1049523992341454e-05,0.0003890540353067413,0.56797583081571,0.0007332979176051502,0.015459633987649112,0.002353374712314203
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,30m,331,4.997292108762484e-05,1.6062775045559205e-05,0.0004895454592519744,0.5196374622356495,0.06457680548561155,0.5095843076624359,0.1273085593859199
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,60m,331,1.0442009364709489e-05,1.5115425363213289e-05,0.0006447629839659413,0.5045317220543807,0.7687909330292536,0.9124867149020457,0.8431833815431374
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,1d,331,1.0504387088444578e-05,-5.470963828855372e-05,0.001962752051015713,0.48942598187311176,0.922609526331166,0.7416149670525334,0.9671623093493806
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,2d,331,-0.000195574226099824,-0.000187007515035876,0.002467048901246707,0.459214501510574,0.1507888147991809,0.15287097030698535,0.3650676568822275
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,3d,331,-0.00034340217486376656,-0.00020752285673558655,0.0026073365126048033,0.4561933534743202,0.01729011256626427,0.12367020291162287,0.07953451780481566
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_liquidity_matched,5d,331,-0.0002959813441064493,-0.00012425996733102083,0.0035174472706827205,0.47129909365558914,0.12732169351126835,0.3224854616925212,0.39045319343455626
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,5m,331,0.00010090106322312076,9.1272940284562e-05,0.0006245837688986591,0.5800604229607251,0.003572831389089645,0.004191441220551718,0.004250437342192853
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,15m,331,5.246937141212469e-05,8.760980590469436e-05,0.0010526927655369516,0.552870090634441,0.3658912426711166,0.06148593768932176,0.3914185386714271
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,30m,331,-6.036207987380879e-05,4.486873580612098e-05,0.0013907653799836873,0.5166163141993958,0.43100683233674647,0.5826263292692689,0.4505980519884168
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,60m,331,-0.00016497556823341628,2.641336404199052e-05,0.0014325517314913894,0.5105740181268882,0.03720038862942028,0.7416149670525334,0.04010666899109374
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,1d,331,-0.00012750892822702882,-8.299215134710514e-05,0.0016026731034672753,0.48036253776435045,0.1493275960806287,0.5095843076624359,0.1549414154821561
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,2d,331,-0.00012828542568820946,-7.59959332004701e-05,0.0016067022051053897,0.48036253776435045,0.1478864707017112,0.5095843076624359,0.15344611245741466
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,3d,331,-0.00013130589934011647,-8.47758417641556e-05,0.001612423575862156,0.4773413897280967,0.14000880367901797,0.4416382410514279,0.14527229253913143
primary_development_2022_2023_partial,s1_touch_immediate,10,s0_random_matched,5d,331,-0.00013372450788103545,-7.631336371911925e-05,0.0016188219826542259,0.4743202416918429,0.13441166461061463,0.37919070006212147,0.13946473470875806
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,5m,331,0.00014152344151416237,0.00013161689088156536,0.0002994576514785553,0.7099697885196374,3.6315731309786354e-16,1.3546812033663024e-14,2.179132821126529e-15
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,15m,331,0.00013778914039641436,0.00013226132160999178,0.00042321522313045536,0.6374622356495468,8.325034551017846e-09,6.461376746483297e-07,4.41867218477101e-08
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,30m,331,0.00013309127716304846,0.00012165927945353077,0.0005134553502529779,0.5981873111782477,3.676069609944091e-06,0.00041875989026729775,2.029190424689138e-05
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,60m,331,9.627232845006737e-05,6.928840988016318e-05,0.000702541341584289,0.5558912386706949,0.013289677709289622,0.04768149843926189,0.03334500952512669
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,1d,331,9.269978175736583e-05,-1.6243758788279995e-05,0.0026900311496053245,0.49244712990936557,0.5317438550994799,0.8260214930986781,0.8577629173719984
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,2d,331,-0.00010910664983499207,9.604355827488814e-05,0.0031867009792294777,0.513595166163142,0.5343934714821506,0.6602051224044762,0.8558907354524442
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,3d,331,-0.00018685472228215192,6.709153694469027e-05,0.003696608593496911,0.5196374622356495,0.35916235041521893,0.5095843076624359,0.6195550544662527
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_liquidity_matched,5d,331,-0.00015595905609434068,-3.423217811286156e-05,0.004534766648586595,0.49244712990936557,0.5325608703255477,0.8260214930986781,0.7618722358723227
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,5m,331,0.00012546079267910306,0.0001479242602444155,0.0005964038460008658,0.6344410876132931,0.00015855463647271003,1.1450741999826543e-06,0.0002025975910484628
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,15m,331,5.455729041143395e-05,5.3698621144634134e-05,0.0009826472602729784,0.5438066465256798,0.3139130861123975,0.12367020291162287,0.33843754596492853
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,30m,331,-6.515603857021012e-05,1.1394194569262933e-05,0.0013487314535207484,0.5015105740181269,0.3808107533731449,1.0,0.4073789454689457
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,60m,331,-0.00016783790337035535,-5.3987725909768984e-05,0.0012816970097749658,0.47129909365558914,0.017936575501729845,0.3224854616925212,0.019490137159359988
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,1d,331,-0.00012825608454449457,-9.644195676334609e-05,0.0013466938675969359,0.4773413897280967,0.08455101205933802,0.4416382410514279,0.08906900507014233
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,2d,331,-0.00012917400064130826,-9.319091248920676e-05,0.0013558853327189696,0.48036253776435045,0.08444909272017229,0.5095843076624359,0.08896163965941813
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,3d,331,-0.00013146596078515168,-9.032677207364807e-05,0.0013617058569715635,0.4743202416918429,0.0803882883848295,0.37919070006212147,0.0859967736209804
primary_development_2022_2023_partial,s1_touch_immediate,20,s0_random_matched,5d,331,-0.0001342096059869269,-8.252284011346254e-05,0.0013643411173303564,0.4743202416918429,0.07485985065148347,0.37919070006212147,0.07946661069157476
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,5m,331,0.00019190528401132807,0.0001784381275984137,0.00031077166473371935,0.7764350453172205,5.886600321731537e-25,8.194861074500898e-25,6.248852649222708e-24
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,15m,331,0.00020399344135068196,0.00017307051724016118,0.000487173936288754,0.7009063444108762,2.9632373058106774e-13,1.9007368197436197e-13,2.4054514600110205e-12
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,30m,331,0.0001789741555547447,0.0001611847369033064,0.0006117342355860161,0.6374622356495468,1.9703723515221555e-07,6.461376746483297e-07,1.2359608386820793e-06
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,60m,331,0.00014611801074071535,0.00011092131937313643,0.0008148917663726346,0.5558912386706949,0.0012416050484552995,0.04768149843926189,0.004283537417170783
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,1d,331,0.00014877657361595683,0.00011237548069565402,0.0030560100495172567,0.5226586102719033,0.3771373769374456,0.4416382410514279,0.7973412067568839
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,2d,331,4.036200206311665e-05,0.0003256841108209129,0.003730112207474422,0.5468277945619335,0.8442883993474128,0.0990117771110954,0.9642697927400099
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,3d,331,0.00011575410083745421,0.0002999725006969806,0.004306933494384011,0.5377643504531722,0.6257106061208589,0.18703395961266983,0.8634806364467853
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_liquidity_matched,5d,331,0.0003493617925416393,0.0003908687888151189,0.005128338167499064,0.540785498489426,0.21677020341568307,0.15287097030698535,0.5094405171497766
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,5m,331,0.0001496683502421211,0.00018169510999378272,0.0005828471565385048,0.6586102719033232,4.495207717082229e-06,8.231068523428787e-09,6.461861093305704e-06
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,15m,331,9.054913019297588e-05,0.00015118826614014415,0.0009855100308845653,0.595166163141994,0.09604756462030584,0.00063303510088358,0.10689164449679198
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,30m,331,-3.820599853166599e-05,3.770743829306353e-05,0.001235794283072012,0.513595166163142,0.574756356188659,0.6602051224044762,0.587528719659518
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,60m,331,-0.00017324645838850847,-4.3378105062639283e-05,0.0012574521593080132,0.49244712990936557,0.012803766460174167,0.8260214930986781,0.01413535817203228
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,1d,331,-0.00014257689676829612,2.0320172255491963e-05,0.001215689389109654,0.5015105740181269,0.03386869650437124,1.0,0.03769258159357445
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,2d,331,-0.00014514679165572721,7.211523411970981e-06,0.0012209667547532798,0.5015105740181269,0.031528566579879055,1.0,0.035088243451800886
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,3d,331,-0.00014586157213550586,7.631619674621699e-07,0.001221977162670829,0.5015105740181269,0.030844131713446788,1.0,0.03432653368109401
primary_development_2022_2023_partial,s1_touch_immediate,40,s0_random_matched,5d,331,-0.00014726514885060295,1.2178966239231407e-05,0.001230350488050552,0.5015105740181269,0.03038947853386448,1.0,0.0338205486909137
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,5m,331,0.00022797804261239795,0.00021522257946455915,0.0003456739455090741,0.7885196374622356,1.0467744263187161e-27,4.858716494233405e-27,2.0636410118854688e-26
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,15m,331,0.00025606822609124433,0.0002377704879343796,0.0004936593517035433,0.7341389728096677,7.936257175890297e-19,6.221600953520282e-18,9.956395366116917e-18
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,30m,331,0.00027172354747552545,0.00025049829461440046,0.0005775749035835924,0.7129909365558912,4.787955933420477e-16,5.45745090904122e-15,7.341532431244731e-15
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,60m,331,0.0002306659154995871,0.0001799717609452812,0.0007692621890242355,0.6163141993957704,1.0024160491195982e-07,2.7289963157288692e-05,7.685189709916919e-07
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,1d,331,0.00022473026029271108,0.00017453579408577437,0.0028996365529281205,0.5438066465256798,0.16009897136513626,0.12367020291162287,0.6109113374613879
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,2d,331,0.00019112248316062883,0.000364020499924416,0.003615863986110763,0.5498489425981873,0.33766315674623065,0.07844038321120742,0.6051625406620756
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,3d,331,0.00022793544568176107,0.00031150938785136606,0.004108859537617398,0.5226586102719033,0.31431869509728577,0.4416382410514279,0.5941915058003484
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_liquidity_matched,5d,331,0.00031933771259967946,0.0003641436029742889,0.004634605280853073,0.5438066465256798,0.21157181815209758,0.12367020291162287,0.5094405171497766
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,5m,331,0.00016783441774958065,0.0001584554293862909,0.0005731127641790435,0.6586102719033232,1.920553081905955e-07,8.231068523428787e-09,2.9448480589224644e-07
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,15m,331,0.00010736300349299803,0.0001337019464688065,0.0009395552863649826,0.5921450151057401,0.03868480218522509,0.000945718186005133,0.04448752251300885
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,30m,331,-8.187233705631842e-06,6.770285983650901e-05,0.0011898766779978559,0.5226586102719033,0.9006037162108698,0.4416382410514279,0.9071774659642338
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,60m,331,-0.00013420987203934423,-3.571434784041614e-05,0.0011985137579109315,0.4773413897280967,0.042728513928713116,0.4416382410514279,0.045709573040018686
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,1d,331,-0.00010755413080270595,4.784322101362659e-05,0.0011237798992741388,0.5075528700906344,0.08303558475497418,0.8260214930986781,0.08814546689374181
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,2d,331,-0.00010818148129097379,2.3342347393386794e-05,0.0011292316179183565,0.513595166163142,0.08273659829153363,0.6602051224044762,0.08782808126332031
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,3d,331,-0.0001073892204507603,1.8496940606493542e-05,0.0011260173821992273,0.513595166163142,0.08411936029913333,0.6602051224044762,0.08929593631754154
primary_development_2022_2023_partial,s1_touch_immediate,60,s0_random_matched,5d,331,-0.00011318035714500871,3.8247400730038957e-05,0.0011347278330286123,0.5105740181268882,0.0709091542864352,0.7416149670525334,0.07585630458548881
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,5m,331,0.00018595741313006233,0.00019933746325990603,0.0003934786260011417,0.7341389728096677,3.6318880352108815e-16,6.221600953520282e-18,2.179132821126529e-15
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,15m,331,0.00020383735232877296,0.00021428329464092018,0.0005818331529814319,0.6374622356495468,6.563637997460706e-10,6.461376746483297e-07,3.774091848539906e-09
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,30m,331,0.00022026531835817696,0.00020167065738280492,0.0007218464215645553,0.6253776435045317,6.088233229613304e-08,5.911069616817262e-06,4.000838979460172e-07
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,60m,331,0.00018032603698307336,0.00024676285319611324,0.0009568262981469269,0.5981873111782477,0.0006958651460591758,0.00041875989026729775,0.002667483059893507
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,1d,331,0.0003087523771283119,0.00043340024336262824,0.003197758516301523,0.5770392749244713,0.0803642778060344,0.005908455633866707,0.44361081348930986
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,2d,331,0.0002539186288743991,0.0003927309456357957,0.003995978497669579,0.5468277945619335,0.24920188337304378,0.0990117771110954,0.48218087556303385
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,3d,331,0.0003101961987093127,0.0006518248594356471,0.0048100808977065545,0.5589123867069486,0.24224433243602808,0.036577927738126986,0.4989510130771922
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_liquidity_matched,5d,331,0.0002577398340790524,0.0007074900255092794,0.006029515885973911,0.5287009063444109,0.43799461997968675,0.3224854616925212,0.7282320187614069
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,5m,331,0.00014117076651041255,0.00016916594591689642,0.0005739618718608784,0.6314199395770392,1.0860417735920322e-05,2.0038993665417267e-06,1.513876411673742e-05
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,15m,331,5.910778799592924e-05,0.00011518867237298515,0.0009012237146127144,0.5498489425981873,0.23434042751903428,0.07844038321120742,0.2546376299025727
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,30m,331,-4.351197923374602e-05,1.7487950301970484e-05,0.0011462097103031184,0.5045317220543807,0.49092593094650083,0.9124867149020457,0.5093817930121588
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,60m,331,-0.00018250804590093988,-7.5603101156831e-05,0.0011179565096849312,0.4501510574018127,0.003240992954034191,0.07844038321120742,0.0038227096380916096
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,1d,331,-0.00014516209013246584,-6.328179063546392e-05,0.0009868933943064772,0.4471299093655589,0.007913771579503045,0.06148593768932176,0.00887886567456439
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,2d,331,-0.00014602443180813485,-6.912211989633329e-05,0.0009852467620870017,0.4501510574018127,0.007456211282460947,0.07844038321120742,0.008365505341297649
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,3d,331,-0.0001466893517986318,-9.292950501743842e-05,0.0009838036662620556,0.4501510574018127,0.00710884512553342,0.07844038321120742,0.007975777457915546
primary_development_2022_2023_partial,s1_touch_immediate,120,s0_random_matched,5d,331,-0.00014940262557683535,-6.544506256683596e-05,0.0009916473736598134,0.4471299093655589,0.006538194886154963,0.06148593768932176,0.007335535725929959
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,5m,331,0.00011705016606828648,0.00011268155791498427,0.00040244653010874595,0.6344410876132931,2.3072768607720115e-07,1.1450741999826543e-06,8.605519102338853e-07
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,15m,331,8.859315255085969e-05,9.096874340671644e-05,0.000621380961605844,0.552870090634441,0.010023161940392022,0.06148593768932176,0.022309618512485467
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,30m,331,3.867924231563691e-05,3.993467267118883e-05,0.0007752076247033481,0.513595166163142,0.3653888237230468,0.6602051224044762,0.45839688794345873
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,60m,331,-9.582836594118388e-06,7.3236332489311755e-06,0.0010032903419933,0.5015105740181269,0.8623569776617629,1.0,0.901555022100934
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,1d,331,7.543106610671437e-05,6.881594086865992e-05,0.003116273147242445,0.5105740181268882,0.6604310545354486,0.7416149670525334,0.9019902118408667
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,2d,331,-3.235238649082718e-05,0.0002198928336859931,0.004045021786611807,0.5166163141993958,0.8845688404940019,0.5826263292692689,0.9642697927400099
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,3d,331,7.886103481764103e-05,0.0001917498861350164,0.004825254528548927,0.5226586102719033,0.7667353706612987,0.4416382410514279,0.9043545397543523
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_liquidity_matched,5d,331,8.775102726810411e-05,0.0006059794236629743,0.00633662460471606,0.5287009063444109,0.8015334605877701,0.3224854616925212,0.9066526029599367
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,5m,331,6.387735055106608e-05,7.264349251832894e-05,0.0005727988665028129,0.5589123867069486,0.04358711043639703,0.036577927738126986,0.04736237197025819
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,15m,331,-3.784607454254541e-05,-2.106195368547772e-05,0.0009240750694920283,0.4954682779456193,0.4574083564919044,0.9124867149020457,0.48185002439605196
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,30m,331,-0.00019901677953576,-6.92392473016605e-05,0.001146791803363036,0.4561933534743202,0.0017670196523150356,0.12367020291162287,0.0021204235827780426
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,60m,331,-0.00030660888520673017,-0.00024578719449287094,0.0011204334656752582,0.4169184290030212,1.071725062350076e-06,0.0029394515441761803,1.3445278054937317e-06
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,1d,331,-0.0002884601357227215,-0.00022512770129025638,0.000954578016033013,0.40181268882175225,8.051676589647071e-08,0.00041875989026729775,1.0193865774048586e-07
primary_development_2022_2023_partial,s1_touch_immediate,240,s0_random_matched,2d,331,-0.0002905720822964926,-0.00021658307184033876,0.0009546649941200579,0.39274924471299094,6.549969312195863e-08,0.0001128593770883741,8.292621698009441e-08
