sample_group,strategy_id,ma_period,horizon,gross_observed_count,gross_mean,gross_median,gross_win_rate,gross_profit_factor,net_observed_count,net_mean,net_median,net_win_rate,net_profit_factor,mean_cost_drag,median_cost_drag,win_rate_change,observed_count_difference
primary_development_2022_2023_partial,s2_first_touch_reclaim,20,3d,36339,0.0038717708571721,0.0011318619128466,0.5059577864002862,1.2390152204164862,36339,0.000843839686966,-0.0018878049989781,0.4805855967417926,1.047752410799878,0.0030279311702061,0.0030196669118247,-0.025372189658493638,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,20,5d,36356,0.0045514092039076,0.0024330900243307,0.5172186159093409,1.224604845736601,36356,0.0015214280725468,-0.0005905017205979,0.494608867862251,1.0701580921223195,0.0030299811313608,0.0030235917449286,-0.022609748047089928,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,20,5m,36433,4.172960596846668e-05,0.0,0.3957950209974473,1.020781131785509,36433,-0.0029746491910915,-0.0030162529300138,0.2034968297971619,0.2714593324317233,0.0030163787970599668,0.0030162529300138,-0.19229819120028538,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,20,60m,36418,0.000661997113519,0.0,0.4573287934537866,1.1465596215823528,36418,-0.002356252567228,-0.0030162529300138,0.3593552638804986,0.6235966938726538,0.0030182496807469998,0.0030162529300138,-0.09797352957328798,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,15m,53862,0.0004388101941446,0.0,0.434406446103004,1.147655292425762,53862,-0.0025787662984029,-0.0030162529300138,0.2912257250009283,0.4682323742499961,0.0030175764925475003,0.0030162529300138,-0.1431807211020757,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,1d,53767,0.0026306455813597,0.0010416666666666,0.5068908438261387,1.265980473399106,53767,-0.0003935420410966,-0.0019777281934822,0.4636301076868711,0.9654738612946784,0.0030241876224563,0.0030193948601488,-0.04326073613926762,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,2d,53754,0.0033182090706061,0.0014145948568978,0.510492242437772,1.2548541310557817,53754,0.0002919475827607,-0.0016059248489979,0.4781783681214421,1.0201387766230037,0.0030262614878454,0.0030205197058957,-0.03231387431632993,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,30m,53858,0.0006460628857039,0.0,0.4499981432656244,1.1743848050738492,53858,-0.0023721387333818,-0.0030162529300138,0.3313528166660477,0.5686797862810419,0.0030182016190857,0.0030162529300138,-0.11864532659957666,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,3d,53742,0.0033153936377326,0.0012767327378234,0.5067358862714451,1.2092816153752026,53742,0.0002891406419448,-0.0017433711410516,0.480015630233337,1.0167005791200705,0.0030262529957878,0.0030201038788750002,-0.02672025603810807,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,5d,53744,0.0023862655038024,0.0,0.4931713307532003,1.1128397662022411,53744,-0.000637185006529,-0.0030162529300138,0.4715689193212266,0.9718529872064016,0.0030234505103314,0.0030162529300138,-0.021602411431973723,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,5m,53867,0.0002284418567285,0.0,0.4050160580689476,1.1097332645049949,53867,-0.002788500111705,-0.0030162529300138,0.2218612508585961,0.3222319701050515,0.0030169419684335,0.0030162529300138,-0.1831548072103515,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,40,60m,53855,0.0007932927617389,0.0,0.4574134249373317,1.169540706568886,53855,-0.0022253529398918,-0.0030162529300138,0.3651657227741157,0.6530316528287942,0.0030186457016307,0.0030162529300138,-0.09224770216321604,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,15m,49267,0.0005037012286361,0.0,0.4323786713215742,1.1583937150057004,49267,-0.0025140709916843,-0.0030162529300138,0.2988004140702701,0.502075206280065,0.0030177722203204,0.0030162529300138,-0.13357825725130412,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,1d,49184,0.0021792936209409,0.0,0.4951203643461288,1.2063083711367826,49184,-0.0008435326098424,-0.0030162529300137,0.4523625569290826,0.930312907218266,0.0030228262307832997,0.0030162529300137,-0.04275780741704621,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,2d,49175,0.0025813862168925,0.0005141388174807,0.5011489578037621,1.1861855069487566,49175,-0.0004426528268614,-0.0025036648852475,0.4699135739705135,0.9711875271948782,0.0030240390437539,0.0030178037027281997,-0.031235383833248642,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,30m,49265,0.0007700642530981,0.0,0.4481071754795493,1.196298639222386,49265,-0.0022485113854753,-0.0030162529300138,0.3369126154470719,0.6064169527488114,0.0030185756385734,0.0030162529300138,-0.11119456003247741,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,3d,49159,0.0025741826010667,0.0,0.4971012429056734,1.1531720264568102,49159,-0.0004498347147599,-0.0030162529300137,0.4726499725380907,0.9754202640083052,0.0030240173158265996,0.0030162529300137,-0.02445127036758271,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,5d,49148,0.0022505009487967,-0.0002311215463837,0.4885651501587043,1.1014955342470216,49148,-0.0007725400612979,-0.0032466773553561,0.469357857898592,0.9673652854941308,0.0030230410100946,0.0030155558089724,-0.019207292260112252,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,5m,49267,0.0002278470997186,0.0,0.4049160695800434,1.1028881618290551,49267,-0.0027890930747771,-0.0030162529300138,0.2288347169504942,0.3414433723477038,0.0030169401744957,0.0030162529300138,-0.1760813526295492,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,60,60m,49260,0.001007747310455,0.0,0.4621396670726756,1.20795570725728,49260,-0.0020115452403366,-0.0030162529300138,0.3711124644742184,0.6935785601669674,0.0030192925507916,0.0030162529300138,-0.0910272025984572,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,15m,37289,0.000158916180906,0.0,0.426265118399528,1.043663122881278,37289,-0.0028578160805039,-0.0030162529300138,0.3002494033092869,0.4820168413633026,0.0030167322614099,0.0030162529300138,-0.12601571509024112,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,1d,37224,0.0014149901000536,0.0,0.4847410272942188,1.1243672161056637,37224,-0.0016055307979954,-0.0030162529300138,0.4457339350956372,0.8759527817832201,0.0030205208980490002,0.0030162529300138,-0.03900709219858162,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,2d,37203,0.0018220696074727,0.0,0.4847996129344408,1.1232581002865965,37203,-0.0011996791453333,-0.0030162529300139,0.4552858640432223,0.9265233752650048,0.003021748752806,0.0030162529300139,-0.029513748891218494,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,30m,37287,0.0003365287177502,0.0,0.438276074771368,1.0757892179766355,37287,-0.0026807392679944,-0.0030162529300138,0.3341110842921125,0.5709935856571666,0.0030172679857446,0.0030162529300138,-0.10416499047925548,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,3d,37196,0.0014581167138825,-0.0012128567225654,0.4785191956124314,1.082415451742517,37196,-0.0015625342649418,-0.0042254513699361,0.4534896225400581,0.9187915165307616,0.0030206509788243,0.0030125946473707,-0.0250295730723733,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,5d,37203,0.0005656054029889,-0.0027855153203342,0.472865091524877,1.024256148041243,37203,-0.0024523535359788,-0.0057933664316015,0.4532430180361799,0.9013593888871568,0.0030179589389677,0.0030078511112673,-0.0196220734886971,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,5m,37290,0.0001011987490038,0.0,0.4083132207026012,1.0403913080386449,37290,-0.002915359422033,-0.0030162529300138,0.2397425583266291,0.3525641220121698,0.0030165581710368,0.0030162529300138,-0.16857066237597207,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,120,60m,37280,0.0003805581824078,0.0,0.4432135193133047,1.069446887330498,37280,-0.0026368426073386,-0.0030162529300139,0.3620976394849785,0.6357267717560288,0.0030174007897463997,0.0030162529300139,-0.08111587982832624,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,15m,28254,5.674114253988373e-07,0.0,0.4215332342323211,1.0001469940807624,28254,-0.0030156872300448,-0.0030162529300139,0.2987895519218517,0.4752073720117574,0.003016254641470199,0.0030162529300139,-0.12274368231046939,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,1d,28192,-0.0001646711586018,-0.0018315018315017,0.4584279228149829,0.9869008486411192,28192,-0.003180427398751,-0.0048422304887499,0.4202965380249716,0.7762034870607029,0.0030157562401492,0.0030107286572482,-0.038131384790011325,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,2d,28193,-0.0005800166615263,-0.0028089887640448,0.4558578370517504,0.9643748797188176,28193,-0.0035945201145853,-0.0058167690734687,0.4276593480651225,0.7992532771679111,0.003014503453059,0.0030077803094239,-0.028198488986627912,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,30m,28254,2.5389501292172584e-06,0.0,0.429425921993346,1.0005290557372568,28254,-0.0030137216380003,-0.0030162529300139,0.3305018758405889,0.5451747294234228,0.0030162605881295175,0.0030162529300139,-0.09892404615275713,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,3d,28188,-0.0003151438983955,-0.0033155769692839,0.4578544061302682,0.983171582521991,28188,-0.0033304462747024,-0.0063218292805495,0.4342273307790549,0.8362058819549568,0.0030153023763069002,0.0030062523112655997,-0.023627075351213278,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,5d,28183,-9.350972746870732e-05,-0.0041666666666668,0.4610580846609658,0.9960347619036386,28183,-0.003109480608493,-0.0071703518761389,0.4438491289074974,0.8763959029800531,0.0030159708810242923,0.0030036852094721,-0.017208955753468425,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,5m,28255,5.830914711456502e-05,0.0,0.4056981065298177,1.0218604173120545,28255,-0.0029581196580351,-0.0030162529300138,0.2436736860732613,0.3655349384852048,0.003016428805149665,0.0030162529300138,-0.1620244204565564,0
primary_development_2022_2023_partial,s2_first_touch_reclaim,240,60m,28250,-0.0001782106580378,-0.0004069065751003,0.4343716814159292,0.9702983505377564,28250,-0.0031939260596322,-0.0034219321719647,0.355575221238938,0.5895403727814731,0.0030157154015944,0.0030150255968643997,-0.07879646017699121,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,15m,561438,0.0001224840670952,0.0,0.3980261400190226,1.0557475515210617,561438,-0.0028941383058398,-0.0030162529300138,0.2239552719979766,0.3162696289468802,0.003016622372935,0.0030162529300138,-0.174070868021046,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,1d,560442,0.0005653174042497,0.0,0.4720720431373808,1.0581917225737063,560442,-0.0024526406660406,-0.0030162529300139,0.4264366339424953,0.7835551979675657,0.0030179580702903,0.0030162529300139,-0.04563540919488551,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,2d,560397,0.0006253480034175,-0.0011928429423458,0.4705003774110139,1.047788247215503,560397,-0.0023927911343434,-0.0042054979563397,0.4364441636910975,0.8370437142541146,0.0030181391377609003,0.0030126550139939,-0.034056213719916406,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,30m,561388,0.0001651007399075,0.0,0.413637270479597,1.0575502634750908,561388,-0.002851650175693,-0.0030162529300139,0.2694161613714579,0.4072146314261479,0.0030167509156005,0.0030162529300139,-0.14422110910813907,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,3d,560366,0.0007101248139183,-0.0014224751066856,0.4729230538612264,1.0447938125763492,560366,-0.0023082700321458,-0.004434437491991,0.4446236923724851,0.8675592270330628,0.0030183948460641,0.0030119623853054004,-0.028299361488741293,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,5d,560175,0.0014306210688801,-0.0003507541213609,0.485721426339983,1.070851639116739,560175,-0.0015899469761242,-0.0033659490882285,0.464526264113893,0.9267536103630536,0.0030205680450043,0.0030151949668676,-0.021195162226090025,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,5m,561455,1.9922047539864857e-05,0.0,0.366540506362932,1.0134731566209867,561455,-0.0029963909724006,-0.0030162529300138,0.1568460517761886,0.1852421487010152,0.0030163130199404647,0.0030162529300138,-0.2096944545867434,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,60m,561257,0.000169148972476,0.0,0.4274334217657864,1.0419163548365156,561257,-0.0028476141536189,-0.0030162529300139,0.3203897679672592,0.515815518857631,0.0030167631260949,0.0030162529300139,-0.1070436537985272,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,15m,376664,0.0001948138975295,0.0,0.4012408937408406,1.088577378957918,376664,-0.0028220266404742,-0.0030162529300138,0.2292414459571395,0.331600062653447,0.0030168405380037004,0.0030162529300138,-0.1719994477837011,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,1d,376062,0.0007421873242506,0.0,0.4736878493439911,1.076693075330087,376062,-0.0022763042304548,-0.0030162529300139,0.4283229892943185,0.7983622840176944,0.0030184915547054,0.0030162529300139,-0.045364860049672606,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,2d,375985,0.000874339439169,0.0,0.4788967644985837,1.0666437513614535,375985,-0.0021445507197401,-0.0030162529300139,0.4452065906884583,0.8540288294856331,0.0030188901589091,0.0030162529300139,-0.0336901738101254,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,30m,376631,0.0002261137976573,0.0,0.4156057254979011,1.0787347377309395,376631,-0.0027908211487618,-0.0030162529300138,0.2726328953272566,0.4192031513695356,0.0030169349464191,0.0030162529300138,-0.1429728301706445,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,3d,375994,0.0010047922238413,0.0,0.4840768735671314,1.0629742742514496,375994,-0.0020144914136617,-0.0030162529300139,0.4568450560381282,0.8848583923830522,0.0030192836375030003,0.0030162529300139,-0.02723181752900322,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,5d,375903,0.0013148364792272,0.0,0.492613786003304,1.0644548837074614,375903,-0.0017053823301695,-0.0030162529300138,0.4706134295283624,0.9221070286341676,0.0030202188093966997,0.0030162529300138,-0.02200035647494164,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,5m,376681,6.058932687433778e-05,0.0,0.3695328407857046,1.0407494197610312,376681,-0.002955846355874,-0.0030162529300138,0.1610115721260164,0.1953287589759402,0.0030164356827483375,0.0030162529300138,-0.20852126865968817,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,60m,376553,0.0002544128393602,0.0,0.4293658528812677,1.0638463097758677,376553,-0.0027626074641261,-0.0030162529300139,0.3222069668811562,0.525660184299754,0.0030170203034863,0.0030162529300139,-0.10715888600011153,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,15m,247406,0.0002635650544001,0.0,0.4045172712060338,1.1161473253333325,247406,-0.0027534828544824,-0.0030162529300138,0.2346628618546033,0.3564328915875751,0.0030170479088824998,0.0030162529300138,-0.1698544093514305,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,1d,247033,0.0009055526310748,0.0,0.4762643047689984,1.093711306456792,247033,-0.0021134316747159,-0.0030162529300138,0.4310193374974194,0.812424705610505,0.0030189843057907002,0.0030162529300138,-0.045244967271579006,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,2d,246996,0.0009860377494413,0.0,0.4788458112681987,1.0746606775230234,246996,-0.0020331893198233,-0.0030162529300139,0.4460517579232052,0.8624147869022564,0.0030192270692646003,0.0030162529300139,-0.03279405334499347,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,30m,247393,0.0003196080535101,0.0,0.4206182066590405,1.1088095130318056,247393,-0.0026976088952325,-0.0030162529300138,0.2780515212637383,0.4442249802071384,0.0030172169487425998,0.0030162529300138,-0.1425666853953022,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,3d,246986,0.0007947121800627,-0.0009416195856873,0.4788044666499316,1.0491100271065614,246986,-0.0022239378028928,-0.0039550323528669,0.4523981116338578,0.8746110522280219,0.0030186499829555,0.0030134127671795994,-0.0264063550160738,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,5d,246870,0.0009452038265155,-0.0012121212121212,0.4817879855794548,1.0456833428276386,246870,-0.0020739000773094,-0.0042247180779774,0.4612589622068295,0.9066431156502922,0.0030191039038249,0.0030125968658562003,-0.0205290233726253,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,5m,247414,0.0001332063556769,0.0,0.3734348096712393,1.0873366847976789,247414,-0.0028834483583991,-0.0030162529300138,0.1674844592464452,0.2196627110758203,0.0030166547140760003,0.0030162529300138,-0.20595035042479412,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,60m,247353,0.000326491777918,0.0,0.4330774237628005,1.0804449291755511,247353,-0.0026907459338782,-0.0030162529300139,0.3258945717254288,0.5428847642451419,0.0030172377117962,0.0030162529300139,-0.10718285203737171,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,15m,196371,0.0002081676801025,0.0,0.3967948424156316,1.0863434049068292,196371,-0.0028087131362873,-0.0030162529300138,0.2336852182857957,0.3665808247231041,0.0030168808163898,0.0030162529300138,-0.16310962412983593,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,1d,196067,0.0009845704856743,0.0,0.4713082772725649,1.1009131656783366,196067,-0.0020346521579518,-0.0030162529300139,0.4269050885666634,0.8210984991107079,0.0030192226436261,0.0030162529300139,-0.044403188705901486,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,2d,196037,0.0012453166189446,0.0,0.4783994858113519,1.0947627054519704,196037,-0.0017746925009699,-0.0030162529300139,0.4458495080010406,0.8793804690763014,0.0030200091199145,0.0030162529300139,-0.03254997781031127,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,30m,196361,0.0002936254627083,0.0,0.4142930622679656,1.095101599397715,196361,-0.0027235131159685,-0.0030162529300139,0.2763328766914,0.4570993922982359,0.0030171385786768,0.0030162529300139,-0.13796018557656559,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,3d,195979,0.0012007965518142,-0.0007347538574578,0.4799238693941698,1.0748192540814674,195979,-0.0018190782843174,-0.0037487905839961,0.4542068282826221,0.8966432828188328,0.0030198748361316002,0.0030140367265383,-0.02571704111154771,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,5d,195904,0.0013579691711533,-0.0007995203197698,0.4843443727540019,1.065608394590333,195904,-0.0016623797373518,-0.0038133616942765,0.463640354459327,0.925169014195886,0.0030203489085051,0.0030138413745066997,-0.020704018294674886,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,5m,196377,9.35121816610128e-05,0.0,0.3690859927588261,1.0572600494158375,196377,-0.0029230228047463,-0.0030162529300138,0.1693171807289041,0.2324707891898591,0.0030165349864073126,0.0030162529300138,-0.199768812029922,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,60m,196323,0.0003238291600689,0.0,0.4275607035344814,1.0768925956322974,196323,-0.0026934005205984,-0.0030162529300139,0.3233395985187675,0.5549512152129242,0.0030172296806673,0.0030162529300139,-0.10422110501571391,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,15m,127183,0.0001961574774017,0.0,0.4003286602769238,1.072204124259854,127183,-0.0028206871131788,-0.0030162529300139,0.2454573331341452,0.4020790474750396,0.0030168445905805,0.0030162529300139,-0.15487132714277863,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,1d,126995,0.0004577874548548,-0.0009132420091323,0.466664041891413,1.0433330196353117,126995,-0.0025598462779111,-0.0039267403702603,0.4234733650931139,0.7900450022153361,0.0030176337327659,0.0030134983611279998,-0.04319067679829908,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,2d,126960,0.0005171297298186,-0.0012292567643121,0.4709120982986767,1.036937379026576,126960,-0.002500682994258,-0.004241801945009,0.4384373030875866,0.8396200089375946,0.0030178127240766,0.0030125451806969,-0.03247479521109009,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,30m,127177,0.0002153445680764,0.0,0.4120635020483263,1.062025718440005,127177,-0.0028015578956223,-0.0030162529300139,0.2834081634257767,0.4807158047912029,0.0030169024636987,0.0030162529300139,-0.12865533862254963,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,3d,126907,0.0005348183271958,-0.0012269938650305,0.4765379372296248,1.0319275493636402,126907,-0.0024830477501645,-0.0042395458712038,0.4490296043559457,0.8643992280487173,0.0030178660773602997,0.0030125520061733,-0.027508332873679098,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,5d,126899,0.0008153854021936,-0.000639795265515,0.4860243185525497,1.038282575794081,126899,-0.0022033269364286,-0.0036541184111847,0.4644008227015185,0.9034056363099136,0.0030187123386222,0.0030143231456697,-0.021623495851031183,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,5m,127186,0.0001126061706053,0.0,0.3774078908055918,1.0607975474929112,127186,-0.0029039864081016,-0.0030162529300138,0.1846586888494016,0.2721092020685864,0.0030165925787069003,0.0030162529300138,-0.1927492019561902,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,60m,127160,0.0002096832233335,-0.0005720823798627,0.4239383453916326,1.0451902388525625,127160,-0.0028072021643174,-0.0035866097647221,0.3277760301981755,0.5667788501657551,0.0030168853876509,0.0030145273848594,-0.09616231519345708,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,15m,93360,6.592015084680407e-05,0.0,0.397407883461868,1.0237896348537416,93360,-0.0029505316110157,-0.0030162529300139,0.2422343616109682,0.3827662797190004,0.003016451761862504,0.0030162529300139,-0.1551735218508998,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,1d,93209,-0.0001643832267956,-0.0018214936247722,0.4509221212543853,0.9848541037749692,93209,-0.0031801403354201,-0.0048322524693034,0.4076323101846388,0.7461560629241384,0.0030157571086245,0.0030107588445312003,-0.0432898110697465,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,2d,93177,-0.0005044389947151,-0.0026881720430108,0.4518497053994011,0.9650790629037076,93177,-0.0035191704091332,-0.0056963167662236,0.4218530324006997,0.7812791702183013,0.0030147314144180998,0.0030081447232128,-0.0299966729987014,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,30m,93352,9.332447333798918e-05,0.0,0.4102322392664324,1.0264692759880527,93352,-0.0029232099468924,-0.0030162529300139,0.2817722169851744,0.4638708812170732,0.003016534420230389,0.0030162529300139,-0.12846002228125797,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,3d,93163,-0.0004416907341539,-0.002998500749625,0.4569517941672123,0.9741928826257192,93163,-0.0034566114131968,-0.006005709442967,0.4316520507068256,0.8154635989110903,0.0030149206790429,0.0030072086933419996,-0.025299743460386714,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,5d,93117,4.213018576970775e-05,-0.0032362459546925,0.4646197794172922,1.0019737095196175,93117,-0.0029742498195404,-0.0062427375483631,0.4441938636339229,0.8702337979752468,0.0030163800053101078,0.0030064915936705997,-0.02042591578336933,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,5m,93362,1.1772298661218972e-05,0.0,0.3744349949658319,1.0062531168931377,93362,-0.0030045161395838,-0.0030162529300138,0.1817334675778154,0.2540339960921213,0.0030162884382450186,0.0030162529300138,-0.1927015273880165,0
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,60m,93335,-1.6734004625340946e-05,-0.0006930006930007,0.4213639042159961,0.9964952182204294,93335,-0.0030329364606489,-0.0037071633576437,0.323319226442385,0.5420850338324987,0.003016202456023559,0.0030141626646430003,-0.09804467777361114,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,15m,173444,-0.0001444851008621,0.0,0.3999331196236249,0.9541925531275728,173444,-0.003160302227268,-0.0030162529300139,0.2434503355549918,0.387567618847549,0.0030158171264058997,0.0030162529300139,-0.15648278406863309,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,1d,173123,-0.0012782613451505,-0.0023391812865499,0.4442217383016699,0.9001869506678978,173123,-0.0042906587156369,-0.0053483786541543,0.4001432507523552,0.7040261174868934,0.0030123973704864,0.0030091973676044,-0.044078487549314704,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,2d,173049,-0.0022605866180912,-0.0034129692832765,0.4418055001762506,0.8671992625143349,173049,-0.0052700210470948,-0.0064189278346895,0.4083063178637264,0.718101122956948,0.0030094344290036,0.0030059585514130003,-0.03349918231252419,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,30m,173428,-0.0002200584736569,-0.0006480881399869,0.4098473141591899,0.9463047614077326,173428,-0.0032356476516554,-0.0036623862722495,0.2819844546440021,0.4633022672930437,0.0030155891779985,0.0030142981322626,-0.12786285951518778,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,3d,173025,-0.0028817443874895,-0.0039215686274509,0.4436931079323797,0.8587349431909237,173025,-0.0058893052475512,-0.0069259931146019,0.4148649039156191,0.7329195268916467,0.0030075608600617,0.0030044244871510004,-0.028828204016760617,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,5d,173055,-0.0037311610193035,-0.0054249547920434,0.441541706393921,0.8560506561159343,173055,-0.0067361598239602,-0.0084248446862703,0.4195544769004073,0.7555158304317316,0.0030049988046567,0.0029998898942269004,-0.02198722949351367,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,5m,173455,-6.656274324180923e-05,0.0,0.3832290795883659,0.9685410002534666,173455,-0.0030826149031875,-0.0030162529300138,0.1859963679340463,0.2736251157615415,0.0030160521599456908,0.0030162529300138,-0.19723271165431958,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,60m,173385,-0.0004876185647972,-0.0011520737327189,0.4194249790927704,0.9145717595048002,173385,-0.0035024007138867,-0.0041648517169609,0.3229287423940941,0.5367735696781796,0.0030147821490895,0.003012777984242,-0.0964962366986763,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,15m,105996,-3.4432334494358933e-05,0.0,0.4059021095135665,0.9886313870574576,105996,-0.003050581407879,-0.0030162529300139,0.2514340163779765,0.3914455557665317,0.003016149073384641,0.0030162529300139,-0.15446809313558996,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,1d,105775,-0.0003145813936281,-0.0016795431642593,0.4554100685417159,0.9737097436418284,105775,-0.0033298854665918,-0.0046907301672829,0.4092082250059087,0.755651738821517,0.0030153040729636997,0.0030111870030236,-0.0462018435358072,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,2d,105747,-0.0009022971511973,-0.0023255813953488,0.4578758735472401,0.9438706097444886,105747,-0.0039158285247852,-0.0053348197836649,0.4239269199126216,0.77879517343278,0.0030135313735879,0.0030092383883160998,-0.03394895363461847,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,30m,105988,-5.53491579848385e-05,-0.000335626792469,0.4166132014945088,0.9858098295178528,105988,-0.0030714351409392,-0.0033508673871867,0.2881458278295656,0.4714138822526205,0.0030160859829543615,0.0030152405947176998,-0.1284673736649432,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,3d,105733,-0.001219022277001,-0.0028530670470756,0.4572555398976667,0.9370369641933224,105733,-0.0042315983275002,-0.0058607144052491,0.4294591092657921,0.7982340587471021,0.0030125760504992,0.0030076473581735004,-0.02779643063187459,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,5d,105740,-0.001964879663877,-0.0041948508321515,0.4535653489691696,0.9208624311616808,105740,-0.0049752060198477,-0.0071984510310519,0.4301967089086438,0.8117570102320512,0.0030103263559707,0.0030036001989004,-0.023368640060525803,0
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,5m,105998,-1.39228272909724e-05,0.0,0.3845261231343987,0.9932098470186788,105998,-0.0030301337625371,-0.0030162529300138,0.1859563387988452,0.2740875698322494,0.0030162109352461276,0.0030162529300138,-0.1985697843355535,0
