sample_group,strategy_id,ma_period,event_trigger,signal_count,net_return_5m_mean,net_return_5m_median,net_return_5m_win_rate,net_return_15m_mean,net_return_15m_median,net_return_15m_win_rate,net_return_30m_mean,net_return_30m_median,net_return_30m_win_rate,net_return_60m_mean,net_return_60m_median,net_return_60m_win_rate,net_return_1d_mean,net_return_1d_median,net_return_1d_win_rate,net_return_2d_mean,net_return_2d_median,net_return_2d_win_rate,net_return_3d_mean,net_return_3d_median,net_return_3d_win_rate,net_return_5d_mean,net_return_5d_median,net_return_5d_win_rate
primary_development_2022_2023_partial,fu_r3_core_pullback,240,touch_reclaim,15915,-0.0027396374737765636,-0.0030162529300139518,0.24260131950989633,-0.002555177097619499,-0.0030162529300139518,0.29167452089224005,-0.00227151238711842,-0.0030162529300139518,0.3293119698397738,-0.0018926895056072758,-0.0030162529300139518,0.35991704374057315,0.0021751356274274693,-0.0014030106208390292,0.4772398161556381,0.0038467320624049977,-0.0006239703935531082,0.49290981281905843,0.005158080722590446,0.000168998658069075,0.5020793950850662,0.005593406916071718,-0.00013146199520519541,0.49870801033591733
primary_development_2022_2023_partial,ht_r3_core_pullback,10,touch_reclaim,116070,-0.0030225951085965583,-0.0030162529300139518,0.1864338146603715,-0.003012611199377432,-0.0031860973321434782,0.25081851392335264,-0.002928074079071144,-0.0037163819658775354,0.29170508103636944,-0.002933047718451374,-0.004140248135278801,0.32407279746311873,-0.0023475430543644198,-0.004624291231739575,0.4274479674726565,-0.0028007005329581712,-0.0056029417621767386,0.4304953640554587,-0.0027563733696862503,-0.006290056404138433,0.4333580826743102,-0.0027741295078804653,-0.006547482258478898,0.44706593548944257
primary_development_2022_2023_partial,ht_r3_core_pullback,20,touch_reclaim,91775,-0.0029943699468568752,-0.0030162529300139518,0.1850068101334786,-0.0029205815160324514,-0.0030162529300139518,0.2520730949864336,-0.002802155191902432,-0.0035782505326461544,0.2928221948588303,-0.002744262736308669,-0.003995608280770335,0.3257699601124698,-0.0017688163141858604,-0.00426209341032735,0.4325327510917031,-0.0018044742088242363,-0.004940313110550154,0.4379393912929566,-0.0016210700291808197,-0.005373188502283299,0.44259807186295597,-0.0023361090080373246,-0.006131827139607526,0.45153256286457083
primary_development_2022_2023_partial,ht_r3_core_pullback,40,touch_reclaim,66342,-0.0029471036568994953,-0.0030162529300138408,0.18933707153839197,-0.002829776323153769,-0.0030162529300139518,0.2544580274641624,-0.0027195858643932536,-0.0030162529300139518,0.29608972233109226,-0.0026370712940309653,-0.0038249467030914697,0.3296698326549073,-0.0015827271240683436,-0.0037064499533758233,0.4376547683759135,-0.001845708793250311,-0.004720498651501037,0.44273806287940565,-0.0016470823540117566,-0.005010220424153833,0.4490621885287988,-0.002264661792778149,-0.005484034482167166,0.457053916827853
primary_development_2022_2023_partial,ht_r3_core_pullback,60,touch_reclaim,54528,-0.0029667548295537185,-0.0030162529300138408,0.1873349471830986,-0.0028407282133798115,-0.0030162529300139518,0.25419967723004694,-0.0027108906935101582,-0.0032453040968241087,0.29394395128750644,-0.0026651662104732626,-0.0038850083736090557,0.32695658553584855,-0.001559640375730643,-0.0037968249548099853,0.43800271789032946,-0.0016731732431686898,-0.004320920927172234,0.44835378849121776,-0.0018354019500690067,-0.004628192135546216,0.4533811098860713,-0.00239867015273854,-0.005130354013905825,0.4599121210449874
primary_development_2022_2023_partial,ht_r3_core_pullback,120,touch_reclaim,38088,-0.002955372609961243,-0.0030162529300138408,0.19092627599243855,-0.002809365557663431,-0.0030162529300139518,0.25911728411268936,-0.002698331511680498,-0.0031053568487796612,0.29389523434423004,-0.002688315794932747,-0.0038885046772317855,0.326032721447517,-0.0012975599463864375,-0.0034597532321646307,0.43841056119497185,-0.001150332058132574,-0.00386247120234795,0.45328037038985636,-0.0011076771419231489,-0.004491080958223814,0.4534951047478682,-0.0019423406846069088,-0.005065551485142095,0.4584133666622813
primary_development_2022_2023_partial,ht_r3_core_pullback,240,touch_reclaim,28805,-0.0029621001726486307,-0.0030162529300138408,0.18604408956778337,-0.0028146638918423728,-0.0030162529300139518,0.25048604360505483,-0.002636165055625279,-0.0030162529300139518,0.2922510762394112,-0.0025526953540991894,-0.0037028808549932624,0.32488455261970073,-0.000704460057341858,-0.0030162529300139518,0.43897097166695637,-0.0004533132512064806,-0.003683578061921433,0.4511830201809325,-3.844997981637228e-07,-0.0035770536722128377,0.4561012940030611,6.816744084246154e-06,-0.004519787459417446,0.46353006681514475
primary_development_2022_2023_partial,ng_r1_auction_reclaim,10,touch_reclaim,323179,-0.002970306036619577,-0.0030162529300138408,0.15813218061817136,-0.002884911091695911,-0.0030162529300138408,0.22534169639845653,-0.002783368588531883,-0.0030162529300138408,0.27410151197261984,-0.002480597644840277,-0.0030162529300138408,0.3311110698434511,-0.000565009737960121,-0.00201626923184961,0.45983840525136443,0.0003638871101224003,-0.002033034244540488,0.47028062529254405,0.0010569424709075221,-0.0018077459275443464,0.4774463362309495,0.0010099339831093589,-0.0025991049186874227,0.47865079340467825
primary_development_2022_2023_partial,ng_r1_auction_reclaim,20,touch_reclaim,222984,-0.0029660484787662053,-0.0030162529300138408,0.16280832361646785,-0.002874107317151111,-0.0030162529300138408,0.2296576684860363,-0.002779427945105478,-0.0030162529300138408,0.27684261987737546,-0.002395525366702385,-0.0030162529300138408,0.33289821331646685,-0.0001655358864266539,-0.0018935234851152338,0.46106719367588933,0.0008671581794704698,-0.001460896070310247,0.47737952970986497,0.0019439562819866265,-0.0007077520198191523,0.4916333408222871,0.0016264686967928097,-0.0014657338832484434,0.4854925260442415
primary_development_2022_2023_partial,ng_r1_auction_reclaim,40,touch_reclaim,149097,-0.0028865366031866862,-0.0030162529300138408,0.17022589472554595,-0.0027608321195475224,-0.0030162529300138408,0.23517851513505175,-0.002612423292465029,-0.0030162529300138408,0.28303418115475426,-0.0022572808086081995,-0.0030162529300138408,0.33728473577931184,0.0002467196842635129,-0.0014003959655567444,0.4708592768721328,0.0015445719195082619,-0.0007295929596699002,0.4884027199182949,0.0025249340518590934,0.00011891608592962122,0.5015222081090345,0.002592725573318471,-0.0007075291270515205,0.4931716758965536
