sample_group,strategy_id,ma_period,signal_count,recent_high_breakout_true_count,recent_high_breakout_true_fraction,prior_acceleration_true_count,prior_acceleration_true_fraction,breakout_recent_true_count,breakout_recent_true_fraction,daily_trend_positive_true_count,daily_trend_positive_true_fraction,market_supportive_true_count,market_supportive_true_fraction,sector_strong_true_count,sector_strong_true_fraction,leader_sync_true_count,leader_sync_true_fraction,auction_confirmed_true_count,auction_confirmed_true_fraction,volume_normal_true_count,volume_normal_true_fraction,not_repeated_cross_true_count,not_repeated_cross_true_fraction,sector_strength_rank_finite_count,sector_strength_rank_invalid_count,sector_strength_rank_finite_mean,sector_strength_rank_finite_median,sector_breadth_finite_count,sector_breadth_invalid_count,sector_breadth_finite_mean,sector_breadth_finite_median,leader_relative_return_finite_count,leader_relative_return_invalid_count,leader_relative_return_finite_mean,leader_relative_return_finite_median,vwap_deviation_finite_count,vwap_deviation_invalid_count,vwap_deviation_finite_mean,vwap_deviation_finite_median,volume_acceleration_5_20_finite_count,volume_acceleration_5_20_invalid_count,volume_acceleration_5_20_finite_mean,volume_acceleration_5_20_finite_median,amount_curve_surprise_finite_count,amount_curve_surprise_invalid_count,amount_curve_surprise_finite_mean,amount_curve_surprise_finite_median
primary_development_2022_2023_partial,ng_r1_auction_reclaim,120,74680,20070.0,0.2687466523835029,39346.0,0.5268612747723621,2374.0,0.03178896625602571,9387.0,0.12569630423138725,74680.0,1.0,28543.0,0.3822040707016604,31814.0,0.42600428494911624,74680.0,1.0,33554.0,0.44930369576861273,65152.0,0.8724156400642742,74680,0,0.5781008248361784,0.6,74680,0,0.698975942847294,0.72,74680,0,0.007370972729304532,0.003980179854798618,74680,0,0.006620489620274593,0.005217684017442381,49579,25101,1.1090454775228946,0.3257491675915649,74680,0,1.7740502550905042,0.6273200932229974
primary_development_2022_2023_partial,ng_r1_auction_reclaim,240,56405,15091.0,0.26754720326212217,28103.0,0.4982359719882989,5675.0,0.10061164790355465,17746.0,0.3146174984487191,56405.0,1.0,21543.0,0.3819342256892119,23383.0,0.41455544721212656,56405.0,1.0,25704.0,0.4557042815353249,48772.0,0.8646751174541264,56405,0,0.5791599471853163,0.6,56405,0,0.702082794305068,0.7241379310344828,56405,0,0.007103408307865822,0.003551014597326858,56405,0,0.006583035422755844,0.005040039190958856,37957,18448,1.1479667863579501,0.3220030349013656,56405,0,2.0707798129158954,0.6540117858032561
primary_development_2022_2023_partial,ng_r3_volume_quality,10,792897,188872.0,0.23820496230910193,394763.0,0.4978742510061206,125135.0,0.1578199942741617,329295.0,0.41530614947464806,273134.0,0.3444760164308857,189264.0,0.2386993518704195,97214.0,0.12260608881103094,455674.0,0.5746950738872767,792897.0,1.0,792897.0,1.0,792897,0,0.5385810081087429,0.55,792897,0,0.48449610168563284,0.4782608695652174,792897,0,0.0010856763136258907,0.0005877919902203474,792897,0,0.0017514848305499604,0.0013135655390643652,792897,0,0.2236400673913966,0.10788381742738595,791907,990,0.6914840945785032,0.102092715291483
primary_development_2022_2023_partial,ng_r3_volume_quality,20,531552,123983.0,0.23324717054963578,262603.0,0.4940306874962374,76262.0,0.14347044127385467,226297.0,0.42572880922280415,182381.0,0.34311036361447234,129092.0,0.24285864788393233,84669.0,0.15928639154776955,303538.0,0.5710410270302811,531552.0,1.0,531552.0,1.0,531552,0,0.5348255279113255,0.5432098765432098,531552,0,0.47861789764597035,0.46938775510204084,531552,0,0.0014210523162615605,0.0006904138049659973,531552,0,0.0017512205131418102,0.0012640942790417276,531552,0,0.23724940932858174,0.12460421788178655,531007,545,0.667836450794721,0.1516758998035801
primary_development_2022_2023_partial,ng_r3_volume_quality,40,356776,81731.0,0.22908211314662422,172230.0,0.4827398703948696,40023.0,0.11217963091687781,153233.0,0.42949357580106284,120573.0,0.3379515438258179,86559.0,0.24261441352557347,62236.0,0.1744399847523376,202870.0,0.5686200865529072,356776.0,1.0,356776.0,1.0,356776,0,0.5323384924821776,0.5375,356776,0,0.4711405238657895,0.4594594594594595,356776,0,0.0019540414727674473,0.0007379233791159692,356776,0,0.0016576079206724226,0.0011410906120592479,356776,0,0.2395981580394247,0.1284983433136827,356481,295,0.6817041061409338,0.20260252421892955
primary_development_2022_2023_partial,ng_r3_volume_quality,60,285699,64311.0,0.22510054287904402,135023.0,0.4726057844094659,24388.0,0.085362566897329,120795.0,0.42280512007392396,93607.0,0.3276420288485434,68624.0,0.24019685053150344,51404.0,0.1799236259139864,161037.0,0.5636596557915848,285699.0,1.0,285699.0,1.0,285699,0,0.5300079963614562,0.5375,285699,0,0.4644061286896133,0.4506172839506173,285699,0,0.0021781149960929573,0.00078004142535959,285699,0,0.0014820854253204195,0.0009502829686718339,285699,0,0.2397270034640896,0.12808539026017352,285587,112,0.714251599604108,0.2277344670721042
primary_development_2022_2023_partial,ng_r3_volume_quality,120,186990,42603.0,0.2278357131397401,87124.0,0.4659286592865929,10869.0,0.05812610300016044,53747.0,0.28743248302048235,60444.0,0.32324723247232473,45533.0,0.24350500026739397,35511.0,0.18990855125942563,103943.0,0.5558746457029787,186990.0,1.0,186990.0,1.0,186990,0,0.5324040641573982,0.5432098765432098,186990,0,0.46163271611581974,0.44715447154471544,186990,0,0.0028184150595662485,0.0010163448756458579,186990,0,0.0016019085955365619,0.0010046059515377292,186990,0,0.24384820480053412,0.13261229183344547,186990,0,0.9076045676606204,0.31042292693876605
primary_development_2022_2023_partial,ng_r3_volume_quality,240,141107,31580.0,0.2238017958003501,64071.0,0.4540596852034272,18748.0,0.13286371335227876,54387.0,0.38543091412899433,45592.0,0.323102326603216,34574.0,0.24501973679548145,26613.0,0.1886015576831766,78156.0,0.553877553912988,141107.0,1.0,141107.0,1.0,141107,0,0.5319272058626189,0.5375,141107,0,0.4607307805541824,0.4444444444444444,141107,0,0.002957653067674639,0.0010163633780634514,141107,0,0.0016344346467478017,0.001007845443927069,141107,0,0.24467377314642455,0.13293757870120526,141107,0,1.0983333998760145,0.3354897293770569
primary_development_2022_2023_partial,s0_distance_only,10,1534685,221657.0,0.14443159345403128,779733.0,0.5080736437770618,225745.0,0.14709533226688212,615145.0,0.4008281829821755,482137.0,0.3141602348364648,317347.0,0.2067831509397694,132407.0,0.08627633683785271,683835.0,0.44558655359243104,822700.0,0.5360709200910936,1523904.0,0.9929751056405712,1534685,0,0.5218648044535933,0.525,1534685,0,0.4570467890854042,0.4418604651162791,1534685,0,-0.0008632652767309746,-0.0005487909850708794,1534630,55,0.00016061149132485353,-3.992759809456903e-05,1111016,423669,0.5366176981035362,0.12317846627197504,1532898,1787,1.20066837322808,0.2054092254956118
primary_development_2022_2023_partial,s0_distance_only,20,1048526,158076.0,0.15076021004724727,529028.0,0.5045444748151214,139886.0,0.13341204700694118,430421.0,0.4105010271562174,331243.0,0.31591300549533347,222310.0,0.21202144725071195,126270.0,0.1204261983012343,478699.0,0.45654471133763014,548243.0,0.5228702006435701,1040486.0,0.9923320928617888,1048526,0,0.5190782466570187,0.525,1048526,0,0.4538351070036876,0.43478260869565216,1048526,0,-0.0006305780514864332,-0.0004598465688405662,1048499,27,0.000164578828275852,-0.00010109829860105446,758868,289658,0.660501799293211,0.16814159292035402,1047550,976,1.1566937692123165,0.24455362210705012
primary_development_2022_2023_partial,s0_distance_only,40,705367,106394.0,0.15083495542036982,349171.0,0.4950203227539706,72057.0,0.10215533190523515,291667.0,0.41349680379150144,218300.0,0.30948428265002476,150104.0,0.2128026970357275,95678.0,0.13564286392757247,324487.0,0.46002577381703424,365838.0,0.5186491571054501,699528.0,0.991722039732508,705367,0,0.5166617429973386,0.5185185185185185,705367,0,0.4474155784854507,0.42424242424242425,705367,0,-0.0002675335336129507,-0.00043721146631939235,705351,16,6.0401021512258175e-05,-0.0002590382935289126,510407,194960,0.7253902080712632,0.1915227629513343,704885,482,1.1399808062570917,0.2858317626853146
primary_development_2022_2023_partial,s0_distance_only,60,562790,84077.0,0.14939320172710957,275388.0,0.4893263917269319,43036.0,0.07646902041614101,226186.0,0.4019012420263331,170329.0,0.3026510776666252,119953.0,0.21313989232218056,79684.0,0.1415874482489028,257135.0,0.4568933349917376,291107.0,0.5172568808969598,557804.0,0.9911405675296292,562790,0,0.5154637429449141,0.5185185185185185,562790,0,0.44356804910684844,0.4186046511627907,562790,0,-0.00014791957687852563,-0.00043868181653400665,562781,9,-0.00011204827454260268,-0.00041752760981317305,406761,156029,0.7574406699043158,0.1971674814777482,562614,176,1.1815290048597702,0.3145116029037911
primary_development_2022_2023_partial,s0_distance_only,120,365879,56366.0,0.15405639569365828,173944.0,0.47541400299005954,19241.0,0.052588424041828036,101233.0,0.2766843683294204,110331.0,0.3015505126011605,79444.0,0.21713189333085528,55850.0,0.1526460933805985,166299.0,0.4545191169758308,189160.0,0.5170015223612178,362271.0,0.9901388163846517,365879,0,0.51768717751222,0.525,365879,0,0.44238097496118234,0.41702127659574467,365879,0,0.0002650287574455395,-0.00027258762426065177,365874,5,-0.0001019626295186536,-0.0004077944123715982,263875,102004,0.78503440140511,0.20796665122742009,365879,0,1.4517115413240884,0.41628086456521984
primary_development_2022_2023_partial,s0_distance_only,240,279823,41893.0,0.14971249682835222,128866.0,0.4605268330337392,35244.0,0.12595104762653533,105861.0,0.3783141485867852,84008.0,0.3002183523155709,61355.0,0.21926360592231517,42198.0,0.1508024715623805,127326.0,0.45502335404880945,143895.0,0.51423578476394,277049.0,0.9900865904518213,279823,0,0.5185492128004483,0.525,279823,0,0.4425272758871309,0.4146341463414634,279823,0,0.00039987618137861907,-0.00028108580888078173,279819,4,-9.972077166776815e-05,-0.00047747758997629397,202105,77718,0.8107706701822815,0.2107232270949957,279823,0,1.7446616236361323,0.4525152828171053
primary_development_2022_2023_partial,s0_liquidity_matched,10,16239010,647184.0,0.03985366102982879,8251785.0,0.5081458167708499,2619061.0,0.16128206091381186,6520962.0,0.40156154839488367,5770889.0,0.3553719715672322,3765374.0,0.23187213998882936,2364732.0,0.145620453463604,7426061.0,0.45729764314450205,8576592.0,0.5281474671177615,14758960.0,0.9088583602079191,16239010,0,0.5187468505088526,0.525,16239010,0,0.4733515254358934,0.4634146341463415,16239010,0,8.382936911080872e-05,-0.0008503236552434741,16238716,294,0.00038368450904625715,0.0,11892902,4346108,0.22451882759468145,-0.10618892508143318,16239010,0,2.1715814313535247,0.3888886936397191
primary_development_2022_2023_partial,s0_liquidity_matched,20,11604391,461091.0,0.03973418337937769,5883134.0,0.5069748166879244,1869945.0,0.16114115768763737,4693190.0,0.4044322532737823,4194226.0,0.361434391516108,2674384.0,0.23046310659473643,1706209.0,0.14703132633155847,5339701.0,0.4601448710233911,6102974.0,0.5259193696592953,10868598.0,0.9365935704855171,11604391,0,0.5182906914303554,0.525,11604391,0,0.47379672548405655,0.46511627906976744,11604391,0,0.0001173600070920536,-0.0008254663122107926,11604250,141,0.0003499259823553099,2.0385855834526012e-06,8466402,3137989,0.2270113514384438,-0.10749849199521389,11604391,0,2.180623410615927,0.406980411769178
primary_development_2022_2023_partial,s0_liquidity_matched,40,8353238,331413.0,0.039674794373152064,4220517.0,0.5052552076212841,1325097.0,0.1586327361916421,3366584.0,0.40302742481418585,3023326.0,0.36193461745014327,1909160.0,0.22855328676137326,1226300.0,0.14680534662127429,3811382.0,0.45627599740364155,4372933.0,0.5235015451493181,8005174.0,0.9583318468838072,8353238,0,0.5175424987907722,0.5185185185185185,8353238,0,0.47222498743467667,0.4634146341463415,8353238,0,8.999126229479932e-05,-0.0008423536883872085,8353131,107,0.0002984097597615304,4.0825874791927674e-07,6056560,2296678,0.2205799793123095,-0.10892065056678168,8353238,0,2.2084477062462105,0.42372580819342853
primary_development_2022_2023_partial,s0_liquidity_matched,60,7003515,279369.0,0.03988982675128132,3524984.0,0.5033164061189275,1109457.0,0.1584143105283561,2810433.0,0.40128892420448875,2520770.0,0.35992926409096004,1591667.0,0.2272668795597639,1023283.0,0.14610991766277362,3161226.0,0.45137705851990034,3645618.0,0.5205411853904789,6771533.0,0.9668763470914248,7003515,0,0.5167917896394999,0.5185185185185185,7003515,0,0.4712673969118472,0.46153846153846156,7003515,0,9.149522413576117e-05,-0.0008204167867572288,7003427,88,0.00023065391882772933,0.0,5051315,1952200,0.22537033346019777,-0.10424710424710426,7003515,0,2.2814530524776386,0.4316356236260497
primary_development_2022_2023_partial,s0_liquidity_matched,120,5117908,211706.0,0.04136572990370284,2616207.0,0.5111867974180075,788753.0,0.15411629126588441,1987020.0,0.3882484796522329,1874280.0,0.3662199476817481,1158888.0,0.22643783358356578,751911.0,0.14691764681975525,2267679.0,0.44308709730616497,2646658.0,0.5171366894442025,5014470.0,0.9797890075397995,5117908,0,0.5164580624765146,0.5185185185185185,5117908,0,0.47337062729995594,0.46551724137931033,5117908,0,6.360473888125223e-05,-0.0008123651001888503,5117809,99,0.00029738687054957954,3.45424113874504e-05,3661398,1456510,0.23570482043585303,-0.09983888015648712,5117908,0,2.3314157914836153,0.43513280590950854
primary_development_2022_2023_partial,s0_liquidity_matched,240,4317956,181431.0,0.04201779730965299,2157960.0,0.4997642403025876,693374.0,0.1605792185006054,1725348.0,0.399575169362541,1602094.0,0.37103064505520666,985120.0,0.2281449834134484,640486.0,0.14833083060596264,1908852.0,0.44207305493617816,2217562.0,0.5135675305630719,4253687.0,0.9851158742701408,4317956,0,0.5178476269740215,0.525,4317956,0,0.47727009259897535,0.47058823529411764,4317956,0,6.541298128883761e-05,-0.0008018573532689497,4317862,94,0.00036664279105210504,8.392636161858036e-05,3074361,1243595,0.24672602149899758,-0.09599308157970599,4317956,0,2.389125831626278,0.4438945642940999
primary_development_2022_2023_partial,s0_random_matched,10,3905499,118697.0,0.030392275097241093,2003943.0,0.513108056102434,604280.0,0.15472542689167249,1503917.0,0.38507678532243894,1295836.0,0.3317978061190132,859984.0,0.2201982384325281,537588.0,0.13764899184457607,1978406.0,0.5065693269925303,2543866.0,0.6513549228920555,3371522.0,0.8632756019141216,3905499,0,0.5149577342622792,0.5185185185185185,3905499,0,0.4545371125140897,0.4375,3905499,0,-5.0087262643055455e-06,-0.0011554227777642156,3905494,5,-0.00042722892498865266,-0.0006358823714234796,3512184,393315,0.13753725196691147,-0.1442070591676891,3897812,7687,1.055496200515087,0.1928961854812058
primary_development_2022_2023_partial,s0_random_matched,20,3904539,118135.0,0.030255812529981132,2004051.0,0.5132618729125257,604194.0,0.15474144322799696,1503930.0,0.38517479272200894,1294934.0,0.3316483712930003,859515.0,0.22013226145263243,537386.0,0.137631100624171,1977548.0,0.5064741317733028,2546145.0,0.6520987496859424,3548507.0,0.9088158678911902,3904539,0,0.5148979815937819,0.5185185185185185,3904539,0,0.4544806591613837,0.4375,3904539,0,-1.4895245727136215e-05,-0.001155470665895681,3904532,7,-0.0004280287532889668,-0.0006383765582350098,3512549,391990,0.13933714295125604,-0.14372061786433843,3897912,6627,1.0528702130471828,0.19295438684190602
primary_development_2022_2023_partial,s0_random_matched,40,3902386,117793.0,0.030184866386872032,2004008.0,0.5135340276436006,604247.0,0.15484039764390298,1503970.0,0.38539754908919827,1295513.0,0.3319797170244051,859269.0,0.22019067309077062,537523.0,0.1377421403213316,1977094.0,0.5066372214332462,2543863.0,0.6518737510845929,3667199.0,0.9397325123655118,3902386,0,0.5149883751596287,0.5185185185185185,3902386,0,0.4545379810624588,0.4375,3902386,0,-1.8781552189434228e-05,-0.0011533166180460724,3902379,7,-0.0004282903048202248,-0.0006365918566870743,3510615,391771,0.1386061393965522,-0.14439710487141322,3897919,4467,1.051743990547869,0.19272189405858664
primary_development_2022_2023_partial,s0_random_matched,60,3900109,117666.0,0.030169926020016363,2004093.0,0.5138556383936962,604239.0,0.1549287468632287,1503909.0,0.3856069150887834,1293422.0,0.3316373978265736,858569.0,0.22013974481226037,536096.0,0.13745667108278256,1975522.0,0.5065299457015175,2542179.0,0.6518225516261212,3713104.0,0.9520513401035715,3900109,0,0.5149571907619779,0.5185185185185185,3900109,0,0.45455737046933836,0.4375,3900109,0,-1.989494829549542e-05,-0.0011525770992838946,3900101,8,-0.0004318055687191367,-0.0006389159091586549,3508033,392076,0.13682271660854947,-0.14461912620515938,3897835,2274,1.0515316228514875,0.19287938842347785
primary_development_2022_2023_partial,s0_random_matched,120,3893840,117761.0,0.030242896472376882,2001859.0,0.5141092083906889,603984.0,0.15511269081420911,1503124.0,0.3860261335853553,1292072.0,0.3318246255624268,857426.0,0.22020062457625378,535454.0,0.13751309761058492,1972983.0,0.5066933926406837,2537086.0,0.6515640087933762,3772603.0,0.9688644114806977,3893840,0,0.5149636602537873,0.5185185185185185,3893840,0,0.4546027326408517,0.4375,3893840,0,-1.8473106074797025e-05,-0.0011522252420639867,3893834,6,-0.00043227180284700933,-0.0006377456578650076,3502758,391082,0.13688386148267426,-0.1437557441440349,3893840,0,1.053147929357013,0.19316093128891632
primary_development_2022_2023_partial,s0_random_matched,240,3877727,117132.0,0.03020635542419567,1991721.0,0.5136310524180789,602443.0,0.15535982806422421,1498821.0,0.38652050544042943,1286951.0,0.331882827233583,853113.0,0.2200033679524113,532913.0,0.1374292207780486,1965310.0,0.5068201036328757,2525116.0,0.6511845728180452,3785506.0,0.9762177688114713,3877727,0,0.5149286634481932,0.5185185185185185,3877727,0,0.45453114155727753,0.4375,3877727,0,-1.532477385838371e-05,-0.0011493830589380935,3877721,6,-0.00043089808489438957,-0.0006380310574889414,3487793,389934,0.1393842378180955,-0.1446862996158771,3877727,0,1.054627501814856,0.1939890334125851
primary_development_2022_2023_partial,s0_strong_no_ma,10,1702966,682642.0,0.40085474401720295,881754.0,0.5177754576427245,256441.0,0.15058492066195098,652087.0,0.38291251851181995,712429.0,0.41834599164046726,513420.0,0.30148576072569855,422931.0,0.2483496440915438,841757.0,0.4942887879147323,777269.0,0.4564207388755853,1613974.0,0.9477429379095061,1702966,0,0.5705229970556255,0.5875,1702966,0,0.5484201371972167,0.5606060606060606,1702966,0,0.006875683680751241,0.0036044043858160365,1702929,37,0.006994398105406883,0.005228039407621843,1140896,562070,1.229318176316641,0.5562949790017563,1699526,3440,3.5069326981600453,0.4094469985753849
primary_development_2022_2023_partial,s0_strong_no_ma,20,1702247,682534.0,0.40096061264904564,881754.0,0.5179941571346579,256441.0,0.15064852515528004,652087.0,0.38307425420635194,712202.0,0.4183893406773518,513206.0,0.30148738696558136,422653.0,0.24829122918119403,841272.0,0.49421264951561084,776968.0,0.4564366980820057,1648773.0,0.9685862274981245,1702247,0,0.5705062138746653,0.5875,1702247,0,0.548454732975254,0.5606060606060606,1702247,0,0.0068489497543245586,0.003601376532493039,1702210,37,0.006995064036107709,0.005229801307756743,1140313,561934,1.2292137544376929,0.5563636363636364,1699526,2721,3.5069326981600453,0.4094469985753849
primary_development_2022_2023_partial,s0_strong_no_ma,40,1701255,682211.0,0.4010045525215209,881754.0,0.5182961989825159,256441.0,0.1507363681517468,652087.0,0.38329762440081,711851.0,0.4184269847847618,512936.0,0.3015044775768477,422308.0,0.24823321606696233,840719.0,0.49417577024020504,776498.0,0.45642657920182456,1667377.0,0.9800864655798219,1701255,0,0.5705017537707384,0.5875,1701255,0,0.5484889556417538,0.5606060606060606,1701255,0,0.006829243001076516,0.0035985561878539045,1701218,37,0.006992908804169204,0.005230313796277697,1139552,561703,1.2288974891687252,0.5563738621075114,1699526,1729,3.5069326981600453,0.4094469985753849
primary_development_2022_2023_partial,s0_strong_no_ma,60,1700405,681784.0,0.4009538903966996,881754.0,0.5185552853584882,256441.0,0.15081171838473775,652087.0,0.3834892275663739,711536.0,0.4184508984624251,512690.0,0.30151052249317073,422017.0,0.2481861674130575,840240.0,0.4941411016787177,776089.0,0.45641420720357795,1673580.0,0.984224346552733,1700405,0,0.5704975066579819,0.5875,1700405,0,0.5485010976623442,0.5606060606060606,1700405,0,0.006820586687972794,0.0035967729339030866,1700368,37,0.006990087471869047,0.005229417522940261,1138939,561466,1.2282709168277377,0.5562958027981346,1699526,879,3.5069326981600453,0.4094469985753849
primary_development_2022_2023_partial,s0_strong_no_ma,120,1697940,680430.0,0.40073854199795045,880871.0,0.5187880608266487,256363.0,0.15098472266393395,651759.0,0.3838527863175377,710619.0,0.418518322202198,511968.0,0.3015230220149122,421313.0,0.2481318538935416,838924.0,0.49408341873093276,774979.0,0.4564230773761146,1681383.0,0.9902487720414149,1697940,0,0.570490103694351,0.5875,1697940,0,0.5485369577434296,0.5606060606060606,1697940,0,0.006808242671607363,0.00359412614610117,1697903,37,0.006982694022568026,0.005226305316978541,1137236,560704,1.2274086561591366,0.5560081466395113,1697940,0,3.5021022228290986,0.4097848884608436
primary_development_2022_2023_partial,s0_strong_no_ma,240,1691522,677076.0,0.4002762009598456,876841.0,0.5183739850856212,255717.0,0.151175686748384,650011.0,0.3842758178728979,707886.0,0.41849056648391214,510071.0,0.3015455903026978,419558.0,0.24803579261753617,835608.0,0.49399771330198483,772072.0,0.45643627455037533,1678604.0,0.9923630907549532,1691522,0,0.5704803119015132,0.5875,1691522,0,0.5485582197222273,0.5606060606060606,1691522,0,0.006790811491220443,0.0035901042005626067,1691485,37,0.006971763840556177,0.005220470767458574,1132886,558636,1.2261754216165548,0.5553664956200981,1691522,0,3.504651400437775,0.4104013346632167
primary_development_2022_2023_partial,s1_break_reclaim_stable3,10,952519,70798.0,0.07432712628304528,476559.0,0.500314429423455,146840.0,0.15415965455807182,392664.0,0.4122374461821759,327205.0,0.3435154574344449,233375.0,0.24500823605618366,128122.0,0.13450860297799833,485951.0,0.5101746001917022,474625.0,0.49828402373076025,689372.0,0.7237356945110807,952519,0,0.5427802221086245,0.5555555555555556,952519,0,0.48811787177184157,0.484375,952519,0,0.0010967046409411203,0.0008024481067197325,952519,0,0.0024528644028824877,0.002043694205455804,673722,278797,0.8975549549703593,0.24678505817513785,951330,1189,1.3220773770828553,0.24808157288216326
primary_development_2022_2023_partial,s1_break_reclaim_stable3,20,644150,48375.0,0.07509896763176278,319184.0,0.49551191492664753,90081.0,0.13984475665605836,271694.0,0.42178685088876816,219891.0,0.3413661414266863,159992.0,0.24837693083909027,108346.0,0.1681999534269968,329267.0,0.5111651012962819,314947.0,0.4889342544438407,467002.0,0.7249895210742839,644150,0,0.5393777930624764,0.55,644150,0,0.4817126504396979,0.47368421052631576,644150,0,0.001499528881529624,0.0009196290502300647,644150,0,0.002532538570400091,0.0021166043597737882,456152,187998,1.0122413634240994,0.27075337208027195,643514,636,1.2641248067698283,0.30152675822137553
primary_development_2022_2023_partial,s1_break_reclaim_stable3,40,432563,32216.0,0.07447701259700899,209653.0,0.48467622057365056,46178.0,0.10675439184581205,183281.0,0.42370937874945386,144502.0,0.33406000975580435,107221.0,0.24787372012862866,79283.0,0.18328659640329847,220126.0,0.5088877227132232,210398.0,0.48639851304896625,315448.0,0.7292533110783863,432563,0,0.5371231566554188,0.55,432563,0,0.47468225157936145,0.46511627906976744,432563,0,0.0020376666593498486,0.0009803244654797323,432563,0,0.0024941081305770193,0.002060623384047666,306097,126466,1.075370671547423,0.27212020033388984,432223,340,1.2693393189349873,0.3542986627517315
primary_development_2022_2023_partial,s1_break_reclaim_stable3,60,347734,25751.0,0.0740537307252095,165786.0,0.47676097246746074,28096.0,0.08079739110929618,144151.0,0.4145438754910363,112835.0,0.32448653280956136,84911.0,0.24418377265381008,64728.0,0.18614228116893947,174691.0,0.5023696273588433,168293.0,0.4839705061915142,254549.0,0.7320221778715915,347734,0,0.5343369474197943,0.5432098765432098,347734,0,0.46848419864074087,0.45643153526970953,347734,0,0.002190497523621018,0.0009918627656884432,347734,0,0.0023183834735241355,0.0019267954923717356,245058,102676,1.08567761841776,0.27059120355597766,347604,130,1.326988339365227,0.3901154975938721
primary_development_2022_2023_partial,s1_break_reclaim_stable3,120,226979,17426.0,0.07677362222936923,107125.0,0.4719599610536658,12345.0,0.054388291427841344,62686.0,0.27617532899519337,73298.0,0.3229285528617185,57020.0,0.2512126672511554,45025.0,0.1983663686949013,113117.0,0.4983588790152393,109838.0,0.4839126086554263,167153.0,0.7364249556126338,226979,0,0.537670567663884,0.55,226979,0,0.4672508254044494,0.4556213017751479,226979,0,0.002915864920204038,0.0012986895904760765,226979,0,0.0025052032043487655,0.002039298291807823,160064,66915,1.1283235733471113,0.28698640317198676,226979,0,1.6524095775830678,0.5025260099393905
primary_development_2022_2023_partial,s1_break_reclaim_stable3,240,171376,12852.0,0.07499299785267483,78225.0,0.4564524787601531,22450.0,0.13099850620857062,65750.0,0.38365932219213894,55061.0,0.32128769489310055,42776.0,0.24960321165157315,33449.0,0.19517902156661376,85341.0,0.49797521239846887,82989.0,0.4842510036411166,125581.0,0.7327805527028288,171376,0,0.5366143445255424,0.55,171376,0,0.4660683225827016,0.45320197044334976,171376,0,0.003078713904828664,0.0012148419297458503,171376,0,0.002507436504840339,0.001953131289380905,121327,50049,1.1640258675003319,0.28862360141773524,171376,0,2.011080375063227,0.5381762660287219
primary_development_2022_2023_partial,s1_near_reversal,10,1262374,246248.0,0.19506738890376385,639605.0,0.5066683882906333,190345.0,0.15078336531012204,518932.0,0.41107627375088523,429511.0,0.34024068936781016,295812.0,0.23432992124362512,153707.0,0.1217602707280093,635866.0,0.5037065085307524,668673.0,0.5296948447924308,1183563.0,0.937569214828569,1262374,0,0.5370846412257431,0.55,1262374,0,0.48344833254258723,0.4772727272727273,1262374,0,0.0006550387095744695,0.0007316428541410142,1262374,0,0.0019157739091757414,0.0017923926404315171,914899,347475,0.6291461638515895,0.17741686001546797,1260903,1471,1.0667082488322386,0.22165463132972718
primary_development_2022_2023_partial,s1_near_reversal,20,867875,167756.0,0.19329511738441596,435881.0,0.5022393777905805,120042.0,0.13831715396802535,368015.0,0.4240414806279706,288188.0,0.332061644822123,201221.0,0.23185481780210285,129568.0,0.14929338902491718,432030.0,0.4978021028373902,451247.0,0.5199446924960391,814242.0,0.9382019300014403,867875,0,0.5303579893061815,0.5375,867875,0,0.47130965364655636,0.46,867875,0,0.0007230530459482862,0.0006832629648718998,867875,0,0.001780039532229255,0.0016368943679896386,629468,238407,0.7275491445292749,0.21435957619091783,867097,778,1.0330071908312832,0.2652707310691347
primary_development_2022_2023_partial,s1_near_reversal,40,587382,111116.0,0.18917161234086166,287804.0,0.4899775614506403,63596.0,0.10827025683456422,253442.0,0.43147730097279113,187984.0,0.32003704573854835,134152.0,0.22838970210186896,93896.0,0.15985508578744326,289737.0,0.4932684351920896,303648.0,0.516951489831149,551186.0,0.9383774102713396,587382,0,0.5260043044211178,0.5308641975308642,587382,0,0.4606019014121719,0.4444444444444444,587382,0,0.001000767226102214,0.0006235587618455966,587382,0,0.0016133865395706062,0.0014519156232255526,426274,161108,0.7723722886884687,0.23282664030090428,586988,394,1.0189592087119963,0.30385118899653096
primary_development_2022_2023_partial,s1_near_reversal,60,470627,87188.0,0.18525923927016513,224972.0,0.47802612259815097,38839.0,0.08252607691441417,201935.0,0.42907652982085603,146545.0,0.3113824748686327,106339.0,0.22595176222358684,76633.0,0.1628317117377456,229049.0,0.486689033990825,242646.0,0.5155802790745112,441543.0,0.9382015906439707,470627,0,0.5232769502502492,0.5308641975308642,470627,0,0.4541719203439133,0.43478260869565216,470627,0,0.0010401966555603655,0.0005955030856607187,470627,0,0.0014001092456623113,0.0012836260108435305,340923,129704,0.7872136608674507,0.2367430893493203,470487,140,1.060495319370315,0.3357629860443694
