sample_group,metric,horizon,strategy_id,ma_period,observed_count,positive_count,mean_exact,min_exact,max_exact,q01,q05,q25,q50,q75,q95,q99,positive_q99,tail_estimate_method
primary_development_2022_2023_partial,gross_return,15m,s4_auction_confirmed_reclaim,60,244709,97660,0.00022603635035791202,-0.09882352941176464,0.1522406384284838,-0.02134319218264602,-0.011092359759014327,-0.003433073041495993,0.0,0.0028217218619796224,0.013332293568997318,0.03287244513547417,0.048952894442872645,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,30m,s4_auction_confirmed_reclaim,60,244699,101272,0.00030051217281425126,-0.10723404255319147,0.1522406384284838,-0.02617911784539537,-0.014166020652919355,-0.004494587007878031,-8.007203048368305e-07,0.0036793502012119304,0.017346439412479084,0.04139599825345529,0.058727238446079785,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,60m,s4_auction_confirmed_reclaim,60,244653,104757,0.00038635954362367913,-0.13107080163838503,0.14913657770800626,-0.03325485551607976,-0.018476122053777487,-0.006201807428403773,-0.00020102734260617642,0.005213940902936557,0.022793932055934222,0.05175226087304222,0.07111399667852668,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,1d,s4_auction_confirmed_reclaim,60,244358,116769,0.0010849325786491015,-0.21962095875139354,0.23703703703703694,-0.07717704681344587,-0.04414969938703217,-0.014596138502883133,-5.485048777963879e-05,0.014394867278075405,0.051913694763413946,0.10224176015272174,0.11959020502673094,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,2d,s4_auction_confirmed_reclaim,60,244305,117411,0.0009367654893436576,-0.2661782661782661,0.35791757049891526,-0.10042901479613858,-0.05991120847712401,-0.020416545639494542,-0.00045523411274140757,0.01907407683108896,0.06772966735148682,0.13191223173889466,0.16830887875906358,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,3d,s4_auction_confirmed_reclaim,60,244230,117223,0.0007291623676796491,-0.3349753694581279,0.4830339321357284,-0.1223636468183304,-0.07185350045207783,-0.02524865641821629,-0.0009199774691351722,0.022673100950604604,0.08009762441778205,0.15725119221439363,0.2012289868604591,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5d,s4_auction_confirmed_reclaim,60,244197,115989,0.00011334852190186612,-0.36352657004830913,0.7793209876543206,-0.15271520998765314,-0.09137252732763655,-0.034438086357819746,-0.002123432804032387,0.029245541683551892,0.10038877386470031,0.19539167055719986,0.24956724359321977,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5m,s4_reclaim_amount_acceleration,60,401143,73082,-0.002839816144384827,-0.10257240456325079,0.11818569279221958,-0.018222163590803808,-0.010514580845557859,-0.005316665709628488,-0.0030162529300138408,-0.0010329361607051251,0.005845892184957474,0.018412545081352757,0.04267087632126494,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,15m,s4_reclaim_amount_acceleration,60,401131,99300,-0.0027191449737384433,-0.1219225713879023,0.14876518922674276,-0.02476375739930577,-0.014132961107834834,-0.006421427590971306,-0.003016252930013864,-4.055337202986636e-05,0.010470123839369119,0.029496997391034244,0.05515650480015893,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,30m,s4_reclaim_amount_acceleration,60,401111,116772,-0.002607425903575603,-0.11482751428365734,0.1592834268255654,-0.029912212074051616,-0.01727289160523705,-0.0074710656135392114,-0.0030162529300139236,0.0008823137683332963,0.014569422391569255,0.03841467831201742,0.06436600236546702,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,60m,s4_reclaim_amount_acceleration,60,401038,135015,-0.0025512794267969455,-0.14885289872000462,0.15422035189384897,-0.03799795075332572,-0.02213454590190846,-0.009244104609177042,-0.003018939737579094,0.002528963116263589,0.02027327000688373,0.049228658188529284,0.0751357622223497,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,1d,s4_reclaim_amount_acceleration,60,400539,174009,-0.0021618996510684935,-0.20559063978487147,0.26374426317790167,-0.08349953058354076,-0.04892517859763288,-0.01827716301944186,-0.003217499745782397,0.011729613209273433,0.04942723429486811,0.09960265601045583,0.11912614412755947,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,2d,s4_reclaim_amount_acceleration,60,400460,180305,-0.002056779877949914,-0.28503157580638416,0.3770142343901246,-0.10713555544158002,-0.06395528754897771,-0.02391499736179532,-0.0034834025196688752,0.016662359301578143,0.06664704005331709,0.13006902010800725,0.17005785991249966,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,3d,s4_reclaim_amount_acceleration,60,400354,181790,-0.0022150200428983653,-0.3534711458394635,0.5153516921175387,-0.12855795379756857,-0.07641034872774176,-0.028731553447511347,-0.004103037968014647,0.02044947394569632,0.07947304664546695,0.15752938663751698,0.20358989560259289,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5d,s4_reclaim_amount_acceleration,60,400221,182467,-0.0027521404603360108,-0.44389989715669853,0.8333688363184912,-0.1588820162376208,-0.09694374577338624,-0.03801363372178252,-0.005252360783491913,0.02719182287491503,0.10026405329426154,0.19746159612102737,0.25533754408434484,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5m,s4_reclaim_amount_acceleration,60,401143,153354,0.00017697057363979867,-0.09985734664764634,0.1215686274509804,-0.015251914291961394,-0.0075210131936259824,-0.002307372398371894,0.0,0.001989317052697614,0.00888895645592625,0.02149362823049345,0.03346031212909987,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,15m,s4_reclaim_amount_acceleration,60,401131,163724,0.00029800682022030814,-0.11926605504587162,0.1522406384284838,-0.021813298896000262,-0.011150340424797962,-0.0034154766022664665,0.0,0.002984702174663503,0.013527178160143252,0.03261161520095048,0.04846282097546539,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,30m,s4_reclaim_amount_acceleration,60,401111,170276,0.0004100638828270081,-0.11214953271028039,0.16279069767441867,-0.02697732959346806,-0.014299770399589472,-0.004468290176863514,0.0,0.0039103613371878265,0.01763887864096602,0.04155627547970742,0.059202693193454135,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,60m,s4_reclaim_amount_acceleration,60,401038,175253,0.0004663802239344638,-0.1462778568041726,0.15771230502599654,-0.03508753069056423,-0.019176133039360936,-0.006246693286090268,-2.4209176453594866e-06,0.005561992422217639,0.023359982552717238,0.052402971735582,0.0723502655751358,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,1d,s4_reclaim_amount_acceleration,60,400539,191065,0.0008569380207614981,-0.20318725099601598,0.2675675675675675,-0.08072677001010052,-0.04604781753217121,-0.015307080114673919,-0.0002018556635050202,0.014790477961775796,0.052602148609751126,0.10292936995417842,0.11988923558959898,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,2d,s4_reclaim_amount_acceleration,60,400460,192851,0.000962375820953727,-0.2828685258964142,0.3811802232854866,-0.1044343027833303,-0.06112339824802197,-0.020961971038344802,-0.000468562893856534,0.019738147476751677,0.06987405079376964,0.1334879063266002,0.1688000415652981,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,3d,s4_reclaim_amount_acceleration,60,400354,191978,0.0008036569196541492,-0.35151515151515156,0.5199362041467304,-0.12592151199706747,-0.0736161406978039,-0.025793099028014906,-0.0010900729738019743,0.023536719575091413,0.08273886090711789,0.16103135085136058,0.20406546544164036,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5d,s4_reclaim_amount_acceleration,60,400221,190177,0.00026491150979529197,-0.4422174840085288,0.838915470494418,-0.15633731619565278,-0.09421165903598114,-0.0351032611059325,-0.002242872925511301,0.030299466660020005,0.10359276821493187,0.20108437037235702,0.25618169287840215,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5m,s4_reclaim_volume_normal,60,363829,51894,-0.002999930390270438,-0.10257240456325079,0.10804339623143155,-0.01297151614059182,-0.008520109870210894,-0.004978006949944104,-0.0030162529300138408,-0.0013878675886565906,0.0030590212034867087,0.010334753759015748,0.02678931751049239,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,15m,s4_reclaim_volume_normal,60,363819,78788,-0.0029474981594652906,-0.1219225713879023,0.14876518922674276,-0.018857430160366284,-0.011642982872571227,-0.0060191274592099825,-0.0030162529300138616,-0.0005379502560575885,0.006901718886790472,0.019236579405453227,0.038270766438254805,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,30m,s4_reclaim_volume_normal,60,363797,96737,-0.0028683459288375845,-0.12136850038385194,0.14876518922674276,-0.024160322296242227,-0.014611995698995435,-0.006962072068306954,-0.0030162529300139223,0.0003030857989474464,0.010734382249553151,0.027514554461471146,0.049483474419421955,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,60m,s4_reclaim_volume_normal,60,363730,116134,-0.0027901904098077963,-0.14859853872375628,0.14672084976680932,-0.03332047836213573,-0.019712453577989467,-0.008729733578709644,-0.003016924361757329,0.0018154189956101458,0.01679218489967105,0.039870683072241134,0.06500773862300326,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,1d,s4_reclaim_volume_normal,60,363285,156971,-0.002277964095531551,-0.19937974514716073,0.2453166950581147,-0.08058084282992108,-0.047052105508539,-0.017635179241580496,-0.0031625864730735528,0.011084350257151978,0.04683379116398777,0.09669211878726554,0.11132697064798974,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,2d,s4_reclaim_volume_normal,60,363220,162982,-0.002171562337040026,-0.2683916581330137,0.36575091136780946,-0.10524894743686217,-0.062495160644615314,-0.02332493714894731,-0.0034480288457375136,0.016025850265353307,0.06423035055039578,0.12694742634977366,0.1660301993530871,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,3d,s4_reclaim_volume_normal,60,363136,164539,-0.00230179827725217,-0.31738049750163133,0.49862067974400115,-0.12700075891202414,-0.07525953260424968,-0.028186465414625998,-0.004044194959504924,0.0198711991859652,0.07749280643917386,0.1545733723000843,0.20084216440936606,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5d,s4_reclaim_volume_normal,60,362981,165652,-0.002707401891613382,-0.425870769309757,0.8131265936462049,-0.15766631223599523,-0.09587021340109657,-0.037376746013025805,-0.005034817764346415,0.02672508065848128,0.09935792108155089,0.19456479652783837,0.2524796136855683,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5m,s4_reclaim_volume_normal,60,363829,132404,1.637192160035137e-05,-0.09985734664764634,0.11139564660691414,-0.009985381647228753,-0.005520508189197891,-0.0019676890678465525,0.0,0.001633311822928769,0.006093654135641663,0.013391398534095031,0.02055801413105773,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,15m,s4_reclaim_volume_normal,60,363819,143204,6.896277973547411e-05,-0.11926605504587162,0.1522406384284838,-0.015889102783177563,-0.00865282906357331,-0.0030119593604421694,0.0,0.0024868228258164123,0.009947977432883951,0.02232015557010372,0.0330213466350294,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,30m,s4_reclaim_volume_normal,60,363797,149701,0.00014835447579936219,-0.1187103077674646,0.1522406384284838,-0.021208038173509105,-0.011630824276784916,-0.003957756733637246,0.0,0.003329380984109718,0.013792236051970165,0.030623174631694162,0.04414336323406688,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,60m,s4_reclaim_volume_normal,60,363730,155430,0.0002267464448353394,-0.14602272727272736,0.15019011406844118,-0.030395907176202518,-0.016746712970039625,-0.005730766088702095,-7.09670714617278e-07,0.004846289560711148,0.019868365846383615,0.04301668520504415,0.06116672701448299,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,1d,s4_reclaim_volume_normal,60,363285,172985,0.0007405224374541991,-0.19695756605284231,0.2490842490842491,-0.0777992521220733,-0.04416907768851919,-0.014663154093063154,-0.00014685312878938753,0.014143262845162517,0.05000085933246635,0.10001002725501801,0.1127704166791131,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,2d,s4_reclaim_volume_normal,60,363220,174753,0.0008472461015100338,-0.2661782661782661,0.3698828244508352,-0.10254198707581504,-0.05965885390750132,-0.020370125670170835,-0.0004330822011819328,0.019099712759941715,0.06745004989102288,0.13035686856654885,0.16560403636958532,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,3d,s4_reclaim_volume_normal,60,363136,174118,0.0007166161483188143,-0.3153153153153154,0.5031545741324919,-0.12435960600800726,-0.07246184292025845,-0.025246361897658196,-0.001031051942934975,0.022956695315487826,0.08075262972520231,0.15806639345248596,0.20150365121471675,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5d,s4_reclaim_volume_normal,60,362981,172844,0.00030978542961014236,-0.42413381123058536,0.8186119873817033,-0.15511793422959916,-0.09313487882221666,-0.03446444657096302,-0.0020246717564503043,0.029831312371842868,0.10268389460954604,0.19817880686472428,0.25315172395866375,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5m,s4_reclaim_volume_proxy,60,280893,51102,-0.002884852400427737,-0.10625249899078038,0.1169708501090434,-0.018048520273512537,-0.010669143034382857,-0.005462843333060139,-0.0030162529300138525,-0.0010847494020289918,0.006085378350121794,0.019186085875519603,0.044599494350335486,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,15m,s4_reclaim_volume_proxy,60,280885,68399,-0.002782419677817292,-0.11110348764472111,0.13155973092645223,-0.02475517156656533,-0.014314458258026918,-0.006599542417734695,-0.0030162529300139357,-0.0001237284194521574,0.01093258612572717,0.030804953373393004,0.05711101417596002,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,30m,s4_reclaim_volume_proxy,60,280875,80341,-0.00269362272113463,-0.11123852628026965,0.14672084976680932,-0.029777753700911392,-0.017489615346905168,-0.007699182907724819,-0.0030165588723472677,0.0007741595679653705,0.015061280856395232,0.03981463652307917,0.06540158422167983,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,60m,s4_reclaim_volume_proxy,60,280827,92698,-0.002622018549818316,-0.157244489859385,0.15422035189384897,-0.03757430988501976,-0.022208963749880926,-0.009534206756534052,-0.0034896168991982554,0.002431431229407202,0.020836889449327243,0.05130185058834698,0.07590082879089591,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,1d,s4_reclaim_volume_proxy,60,280490,121574,-0.0020491523105505387,-0.21206609762577788,0.23812676001539246,-0.08212291863684845,-0.04827311498813158,-0.018236675468968348,-0.003272037907283698,0.011620721485007533,0.049791000145240114,0.10017021830813938,0.12080275880685591,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,2d,s4_reclaim_volume_proxy,60,280409,125943,-0.0019913600566928546,-0.28217170210960985,0.3621988933928608,-0.10537450680046004,-0.06345288287252929,-0.023850173610490258,-0.00351890107254134,0.01643210163294692,0.06660085399852371,0.13100316714363405,0.17114335830980043,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,3d,s4_reclaim_volume_proxy,60,280329,126907,-0.0021447961262344756,-0.3534711458394635,0.48049946989791925,-0.12674048882996844,-0.07557381273573935,-0.02859555949301882,-0.004136342043994343,0.02019852652656496,0.07924236931805441,0.1575091542003518,0.2038854034238998,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5d,s4_reclaim_volume_proxy,60,280257,128042,-0.0026181603659717408,-0.43130631232220906,0.7717482252147345,-0.1579484102916743,-0.0956625548393428,-0.037460042867732926,-0.005062781949782374,0.02684654308309519,0.09963996623360984,0.1966443481449056,0.25272249468306907,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5m,s4_reclaim_volume_proxy,60,280893,103886,0.0001317980658900684,-0.10354857475276336,0.12035010940919033,-0.015077745637957206,-0.007676042991533148,-0.0024539922644040606,0.0,0.001937347056721117,0.009129167157322472,0.0222695092781436,0.03574504587721102,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,15m,s4_reclaim_volume_proxy,60,280885,111035,0.0002345406862296443,-0.10841423948220064,0.1349831271091113,-0.02180468708786833,-0.011332386672518121,-0.00359413029375026,0.0,0.0029006757245695616,0.01399103956983746,0.03392352824487185,0.05123827286642159,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,30m,s4_reclaim_volume_proxy,60,280875,115942,0.00032360628729225476,-0.1085496866606982,0.15019011406844118,-0.026842464432892094,-0.014517149812548898,-0.004697097612146197,-3.708929088684718e-07,0.003801879929455978,0.018132225163686694,0.04296046909387225,0.06087935244063747,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,60m,s4_reclaim_volume_proxy,60,280827,119626,0.00039542708830977633,-0.15469483568075126,0.15771230502599654,-0.03466260814839548,-0.019250776029470992,-0.006537673102170116,-0.00047663232478776596,0.005464165464513458,0.02392530715715532,0.05448243632656508,0.07413458739076006,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,1d,s4_reclaim_volume_proxy,60,280490,133441,0.0009700264646295891,-0.20968229954614215,0.24187256176853067,-0.07934599329158526,-0.04539378118361727,-0.015266470074046388,-0.00025768767435910793,0.01468125679885719,0.052967014989409845,0.10349864934248491,0.12135596533505497,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,2d,s4_reclaim_volume_proxy,60,280409,134761,0.0010279935619143625,-0.2799999999999999,0.366320060278011,-0.10266792630397914,-0.0606194736073997,-0.02089695117067332,-0.000504084894290406,0.01950719319158124,0.06982772500869103,0.13442487951033794,0.170795485215737,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,3d,s4_reclaim_volume_proxy,60,280329,134221,0.0008740932902272457,-0.35151515151515156,0.4849785407725322,-0.12409854851050997,-0.0727770738680176,-0.025656693640372243,-0.0011234778072083153,0.02328501294509986,0.08250748569353945,0.16101105720341993,0.20373273182484575,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5d,s4_reclaim_volume_proxy,60,280257,133469,0.00039929694462127594,-0.429585798816568,0.7771084337349399,-0.15540088573859637,-0.09292659201476974,-0.034547995430161474,-0.002052720544124274,0.029953142266232684,0.10296679305486944,0.20026464991199444,0.254144252710255,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5m,s4_reclaim_vwap_support,60,313367,60447,-0.002860172006405911,-0.07843819124263685,0.1169708501090434,-0.01910794485185505,-0.01120065675276605,-0.00561610112231548,-0.0030162529300138703,-0.0009513966607525344,0.006856831279789586,0.02088458188561072,0.04642899561846728,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,15m,s4_reclaim_vwap_support,60,313359,79053,-0.0027355663247069758,-0.1219225713879023,0.13155973092645223,-0.02575109756261368,-0.014876271862752519,-0.0067544141695741146,-0.0030162534215955913,5.140366744474598e-05,0.01180035386312804,0.03276039998606229,0.05875723626240491,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,30m,s4_reclaim_vwap_support,60,313346,91664,-0.0026054816132933013,-0.12425898580767536,0.14672084976680932,-0.03048092334708007,-0.01790882313486599,-0.007864089020505645,-0.0030164461814106472,0.0009785652705605096,0.016030201784193992,0.04167095894033152,0.06789002127861168,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,60m,s4_reclaim_vwap_support,60,313306,104455,-0.002521707161181298,-0.14885289872000462,0.15422035189384897,-0.037761093427151206,-0.022253267213641088,-0.009509210798450029,-0.00338873222474035,0.002528511604965205,0.021366266893124312,0.05213542420205105,0.07739409390106676,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,1d,s4_reclaim_vwap_support,60,312917,135941,-0.0019447164773260613,-0.20559063978487147,0.2427518335570058,-0.0831566715306163,-0.048732591755673973,-0.018354155115798996,-0.0032365570717779956,0.011979282084887454,0.05063826386980827,0.1019912269367197,0.12336348807032886,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,2d,s4_reclaim_vwap_support,60,312825,140455,-0.0019135063561531633,-0.28503157580638416,0.36387376599174126,-0.10599013016584144,-0.06374785017668119,-0.02396271566973676,-0.0035886930431529153,0.016714019411651987,0.06739345298554254,0.13207014716976406,0.17275829126602454,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,3d,s4_reclaim_vwap_support,60,312738,141418,-0.0021063893280421405,-0.3534711458394635,0.47605385929842114,-0.12655070961889733,-0.07587188459353768,-0.028791003737263326,-0.004181764078487339,0.020424985394077357,0.07977738872956483,0.1586176923903877,0.2049474771610876,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,net_return,5d,s4_reclaim_vwap_support,60,312628,143036,-0.0025239065341876553,-0.44389989715669853,0.7792140756977011,-0.15820620950105718,-0.09587005302954373,-0.037518437963682046,-0.004993659816272761,0.02711177068404889,0.09999113094398536,0.1970154204173698,0.2553769099272912,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,5m,s4_reclaim_vwap_support,60,313367,117057,0.0001565531274387012,-0.07565011820330969,0.12035010940919033,-0.01614037537636171,-0.008209164739952042,-0.0026077137164395117,0.0,0.002075702994131032,0.009902954023893797,0.023973143881097565,0.0377225279131734,duckdb_approx_quantile_per_ma_period
primary_development_2022_2023_partial,gross_return,15m,s4_reclaim_vwap_support,60,313359,124869,0.0002815357884547213,-0.11926605504587162,0.1349831271091113,-0.022803626136749792,-0.011895899975896138,-0.0037494705912170597,-1.9786609628247283e-09,0.0030769374189639925,0.014861432632864947,0.035884890823164775,0.052986768861686864,duckdb_approx_quantile_per_ma_period
