sample_group,signal_year,strategy_id,ma_period,signal_count,net_return_5m_mean,net_return_5m_median,net_return_5m_win_rate,net_return_15m_mean,net_return_15m_median,net_return_15m_win_rate,net_return_30m_mean,net_return_30m_median,net_return_30m_win_rate,net_return_60m_mean,net_return_60m_median,net_return_60m_win_rate,net_return_1d_mean,net_return_1d_median,net_return_1d_win_rate,net_return_2d_mean,net_return_2d_median,net_return_2d_win_rate,net_return_3d_mean,net_return_3d_median,net_return_3d_win_rate,net_return_5d_mean,net_return_5d_median,net_return_5d_win_rate
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,10,482863,-0.0031747065165823323,-0.0030162529300139518,0.15073449463496869,-0.0032305234293338184,-0.0036619677921058136,0.2200879440438933,-0.0031536092256675636,-0.003849154974349789,0.27167421714299916,-0.003254823408269559,-0.0043491189020328225,0.3161011593332021,-0.002988542251597634,-0.004453864677771535,0.4225965480379031,-0.0034693920839298847,-0.005433183225941107,0.4295812806347743,-0.003587234796240264,-0.006061551029616696,0.43381078236172216,-0.0036830993700002054,-0.0062072392455659875,0.4489059280919785
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,20,325239,-0.0031481092190769507,-0.0030162529300139518,0.15551455892752822,-0.0031904033557095092,-0.003672163289928254,0.22470096245502905,-0.0031169133902460297,-0.003851247693053894,0.27486660618455244,-0.0031957130147995203,-0.004325632935283152,0.31609449981543003,-0.0026880155666686983,-0.004314408850677964,0.4249924511791566,-0.0029697173348201085,-0.004852318762555208,0.4372902561763682,-0.002911217065381014,-0.005225839238419239,0.44492107809601295,-0.0031779049025472458,-0.005302039462630359,0.4563866385528798
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,40,218593,-0.0031244939774801024,-0.0030162529300139518,0.1606851213922018,-0.003136918167157003,-0.003648856830438918,0.22850802946424487,-0.0030528003829369006,-0.0038151181119608912,0.2788525775365834,-0.0031512974273890503,-0.004240547544157758,0.3211350114416476,-0.002642701857779144,-0.004022291019892932,0.42946000082505603,-0.002782824144656734,-0.004438483667631332,0.44298074674565435,-0.0028537637882186753,-0.004877909818450932,0.45068407732091115,-0.00297927964330336,-0.005042642659830843,0.46040825688073395
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,60,175078,-0.0031290637764148136,-0.0030162529300139518,0.16272069365350453,-0.003101832860088414,-0.0035895615827279403,0.23078592767340503,-0.0030027006663786893,-0.003768693493840236,0.2807131798888299,-0.00304904172836985,-0.0042017270644608695,0.32279334460849296,-0.002561061935088602,-0.0039105691724520275,0.4319270317748239,-0.0026559994460801832,-0.004106448714705557,0.4485300851726349,-0.0027776931683219327,-0.004596885109276583,0.4531499602068101,-0.0031413221294940195,-0.00521225237289924,0.46089865499621935
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,120,115221,-0.003112379102855101,-0.0030162529300139518,0.16896665451578746,-0.0030966893199665525,-0.0036190244605474597,0.23838208488846455,-0.0029715016512508467,-0.0038276884865384164,0.28574156698668424,-0.0030449098343977602,-0.004296078022529848,0.32776764782495443,-0.0030096624624098324,-0.004536045227376717,0.42521218867399474,-0.003364601486353801,-0.004988915666598759,0.43951167303324834,-0.0035408553804392212,-0.005540262416267039,0.4436242720728406,-0.003944778039258214,-0.0060012342086665504,0.45358267922098267
primary_development_2022_2023_partial,2022,s2_reclaim_recent_high,240,86076,-0.003161549041421209,-0.0030162529300139518,0.16617872577722012,-0.0032062323757019243,-0.003705253446302681,0.23343789938422216,-0.003108844597634888,-0.0038101881103481117,0.28258191959098306,-0.0032383951165238477,-0.004359896793989404,0.32160582075153715,-0.0030711856305483585,-0.004882215987063343,0.41605932894032177,-0.0032870276961207033,-0.005345654208214312,0.43210638471301976,-0.0030808640773456034,-0.005730364764142459,0.4394819895885497,-0.0028623259055884395,-0.006221988451139304,0.45084583838195547
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,10,493382,-0.002990955897361958,-0.0030162529300138408,0.17146789195368287,-0.0030151355769234356,-0.0030162529300139518,0.23372122013065588,-0.003008361935664442,-0.0030162529300139518,0.2769353017609224,-0.003006086775745698,-0.003761940100597161,0.3256406669140323,-0.0027271735258969374,-0.00404779327876692,0.426308339950085,-0.003336844383785666,-0.005115166081740119,0.42988403030241484,-0.0036390838970873614,-0.005785652227430327,0.43361223001562066,-0.0036745105508666433,-0.00584323898030692,0.44944121591417074
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,20,328439,-0.0029348214203878172,-0.0030162529300138408,0.17836601844493769,-0.002920353956586574,-0.0030162529300139518,0.24144010279488826,-0.0029138301144686547,-0.0030162529300139518,0.28276141377661795,-0.0028489444745618524,-0.0036496606473390703,0.32924485488287375,-0.002327050069743314,-0.003016252930014063,0.43205485636198365,-0.002788257152400743,-0.0044759655904383355,0.43972139679905303,-0.002847720755630872,-0.004848943641539538,0.44660220834337633,-0.003139562961710368,-0.00494857923378933,0.45653739578374286
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,40,219362,-0.002859470673916281,-0.0030162529300138408,0.1862682974639977,-0.0027902097216062705,-0.0030162529300139518,0.24884773718834197,-0.0027491905540456257,-0.0030162529300139518,0.29046876567187313,-0.0027125797593614332,-0.003381560345566581,0.33451895628699374,-0.0021109155933832727,-0.0030162529300139518,0.43726141988274186,-0.0024705455703736747,-0.003836140879906802,0.4476881754812304,-0.0025240759317423224,-0.004281460730863995,0.45391058900906167,-0.0029001076347801255,-0.004738159228925509,0.4604354680253147
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,60,174301,-0.0028627918306241584,-0.0030162529300138408,0.18635004962679502,-0.0027775773822708363,-0.0030162529300139518,0.24979202166417092,-0.00267487237068446,-0.0030162529300139518,0.29264276411289164,-0.0025783039915954556,-0.003016252930014063,0.33645905665899584,-0.0019954985226954013,-0.0030162529300138408,0.4391040007355561,-0.0023451790177985514,-0.0030162529300139518,0.452020855249165,-0.0025408836015195766,-0.003916870587710175,0.45678536722806495,-0.0032033291593627955,-0.005261711819811166,0.4574756276421361
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,120,113241,-0.0028712387401881134,-0.0030162529300138408,0.19200812433768985,-0.0028320589860777365,-0.0030162529300139518,0.25301140979900383,-0.0027569078081562987,-0.0030162529300139518,0.29294249604776246,-0.0026754768817110414,-0.0036423585757822674,0.33580678786593876,-0.002303808895435686,-0.003276596526717468,0.43547302676975885,-0.0029855105451740346,-0.004666727533206738,0.441198594677829,-0.0031407628404490195,-0.005072596412072916,0.4464364763169544,-0.0037234498535915006,-0.005674876255533756,0.45586608004390816
primary_development_2022_2023_partial,2022,s4_auction_confirmed_reclaim,240,84604,-0.0029549502473997457,-0.0030162529300138408,0.18811167320694058,-0.00292278120941428,-0.0030162529300139518,0.24918738106213728,-0.002839024965886302,-0.0030162529300139518,0.29009113367454287,-0.0027862180812266613,-0.0036791410597145635,0.3319264645031625,-0.0022760912052046697,-0.004176211143467501,0.42600923404759083,-0.0026738230544637686,-0.004918893668696911,0.4347099998815601,-0.002455686085638666,-0.004998891063391686,0.4432436275729674,-0.002220650399605147,-0.00533481978366479,0.4547048855920655
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,10,788594,-0.002967034763961635,-0.0030162529300138408,0.17771555670529277,-0.0029217327680058245,-0.0030162529300139518,0.24181787284984554,-0.0028819722644197457,-0.0030162529300139518,0.2864580294794301,-0.0028884499740699896,-0.0036642060022801792,0.3324787127155369,-0.002786215816794451,-0.004096408668984641,0.42661056986707296,-0.003075221408172915,-0.004922531605100033,0.43417186459461243,-0.003315187057545812,-0.005477941194384273,0.43850656159639034,-0.0033945947112446963,-0.005762764629931194,0.45114405115015377
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,20,536691,-0.0029213401693088904,-0.0030162529300138408,0.18288872284963117,-0.0028500668450928968,-0.0030162529300138408,0.24838911642709938,-0.0028018785227661956,-0.0030162529300139518,0.29103997823401045,-0.002769272718127716,-0.003492367530988305,0.33537690128243364,-0.0024903644298360102,-0.0037498686379385804,0.430237724535248,-0.0026136295580074737,-0.004312720741548426,0.44307808360111806,-0.002644567247317209,-0.0045325780206146304,0.4503667271654455,-0.0029118568094880447,-0.004830049922863844,0.45881280619801756
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,40,362266,-0.002851737860155145,-0.0030162529300138408,0.19045174112873173,-0.0027491544134999237,-0.0030162529300138408,0.25565705168020714,-0.002665169314187,-0.0030162529300139518,0.29913118859032795,-0.002649880375127587,-0.0030162529300139518,0.3425597892568487,-0.002278215371299881,-0.0030162529300139518,0.43684305131147766,-0.002387740166347205,-0.0037608263034790146,0.449204250634774,-0.002470640825051368,-0.0042425552019328405,0.4551643250928746,-0.0028400057968704607,-0.0049470731080928365,0.4601254157926488
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,60,292588,-0.0028325729368784696,-0.0030162529300138408,0.19241929695644,-0.0027092437426965562,-0.0030162529300138408,0.2580218473148857,-0.002572727420035863,-0.0030162529300139518,0.30202280526653996,-0.0024935192232099874,-0.0030162529300139518,0.3459337308207751,-0.0021512636177709395,-0.0030162529300138408,0.44056295981841775,-0.002160103398571525,-0.0030162529300139518,0.4552530648585713,-0.0023438066495780506,-0.0038669216561828534,0.4581867508880584,-0.0029816579126416202,-0.005214875564554244,0.4597328545091938
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,120,193758,-0.002889720875088886,-0.0030162529300138408,0.1966948290900458,-0.002815510288674878,-0.0030162529300139518,0.2602773663103674,-0.002725689194837805,-0.0030162529300139518,0.30218801777667664,-0.002683291858670743,-0.0034478476257151502,0.3449344051546551,-0.0027125714817309377,-0.004026368175272188,0.4322092614423693,-0.002866668357116123,-0.004519999154855403,0.4438766009393557,-0.003063424050784939,-0.005002276330551669,0.4480753311258278,-0.0036748548319524067,-0.0058405694939513975,0.45463482274053685
primary_development_2022_2023_partial,2022,s4_reclaim_amount_acceleration,240,145426,-0.002967144926220942,-0.0030162529300138408,0.19280596317027215,-0.0029180460997612254,-0.0030162529300139518,0.2560547922597681,-0.0028400850387229008,-0.0030162529300139518,0.2994250818364372,-0.0028530026318558843,-0.0035790436872775166,0.34044323997138615,-0.0029621108555584795,-0.004544783238234706,0.42182376766869645,-0.0030542339010614507,-0.005001288259208148,0.4359626276406631,-0.002804460710265214,-0.005239182131953735,0.44356372859860493,-0.00264094328162523,-0.006010198116410015,0.4516427005638813
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,10,723023,-0.0030273002759140994,-0.0030162529300138408,0.14331574026433863,-0.0030148157666731712,-0.0030162529300138408,0.2168999824338885,-0.002969349607208641,-0.0030162529300139518,0.2685468375862656,-0.0029965983713222664,-0.003355478430888459,0.32169864188904035,-0.0027882779161356305,-0.003851247693054005,0.4262988236859319,-0.0030679351482792096,-0.004793407559372187,0.43477483421677127,-0.003311931792705347,-0.005369664889828041,0.4384201216570646,-0.0034243756068025556,-0.005626158027055461,0.4516145582723318
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,20,488671,-0.0030235950172842543,-0.0030162529300138408,0.14543151415187971,-0.0029936783427250585,-0.0030162529300138408,0.22120853056321282,-0.002945901665978638,-0.0030162529300139518,0.2707472021874923,-0.002955914488656678,-0.0030891585056678217,0.321586281867818,-0.002519819483602157,-0.003436389359457559,0.4294448465265234,-0.0026419615414356914,-0.004154362230322062,0.44304664415148737,-0.002678678241042337,-0.00447596559043828,0.44999897467445915,-0.002904030377069669,-0.004703196664480713,0.45910153846153845
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,40,328667,-0.002992033733166766,-0.0030162529300138408,0.1508557345625485,-0.0029245087771914455,-0.0030162529300138408,0.2275153204359706,-0.002878368139852413,-0.0030162529300139518,0.2764696216321488,-0.002865214595718693,-0.0030162529300139518,0.32742751395542785,-0.002378504051521335,-0.0030162529300139518,0.4352734976300428,-0.002457644901229021,-0.0034663585509066563,0.4488012779864397,-0.0025099706300796857,-0.0041302012507623,0.45477966060354763,-0.002814331223279027,-0.004771506005841197,0.4600929086256173
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,60,264893,-0.002971106196765242,-0.0030162529300138408,0.15262677055963275,-0.0028911074772648357,-0.0030162529300138408,0.2298050822822324,-0.002790349267801408,-0.0030162529300138408,0.27936012927291537,-0.0027328192919929047,-0.0030162529300139518,0.32995608188481595,-0.0022529426993758107,-0.0030162529300138408,0.43887645208131654,-0.002290725180662153,-0.0030162529300139518,0.45386291255966654,-0.002464334379628627,-0.0038222220060608603,0.4570662166968076,-0.0029666248232442204,-0.005016889211759579,0.4600607898133533
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,120,174361,-0.002972908926280009,-0.0030162529300138408,0.15818421656343198,-0.002918205305251444,-0.0030162529300138408,0.235410513033753,-0.0028536397562287305,-0.0030162529300139518,0.282576774385977,-0.002859689798444311,-0.0030162529300139518,0.3299636255149227,-0.0027486518744030295,-0.003848691349498945,0.43049116094153067,-0.0029173765384503205,-0.004385736099066118,0.44389010231061043,-0.0031251935828619697,-0.004900020468090627,0.4475082216038452,-0.003699744639721662,-0.005777980761232593,0.45413622016913974
primary_development_2022_2023_partial,2022,s4_reclaim_volume_normal,240,130962,-0.0030025474165643424,-0.0030162529300138408,0.1572746292817764,-0.0029685730494660658,-0.0030162529300138408,0.23128202387043076,-0.0029347162210897437,-0.0030162529300139518,0.27963221761476015,-0.002959035417209668,-0.0030162529300139518,0.32718439927587706,-0.002971739059823163,-0.004336761204278505,0.42101357812201184,-0.0030489353712002992,-0.0047949928891040106,0.43586035942986984,-0.0028837521404492046,-0.005151121767422606,0.44309571553215266,-0.0027728000442949225,-0.005955042284421785,0.45088793631353336
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,10,580069,-0.0029926178782871404,-0.0030162529300138408,0.17744401862569154,-0.002984242612543648,-0.0030162529300139518,0.24036929761042722,-0.0029448190297419654,-0.003016252930014063,0.2837378356196506,-0.0029396109547223793,-0.003930078546026561,0.32972009941136193,-0.002661862386926532,-0.004070146954400888,0.4269008979749783,-0.00298011743245425,-0.004908062696750148,0.43414318936532675,-0.0031168840186200993,-0.005490158009592072,0.4380573559319691,-0.003083846150830652,-0.005603377539065479,0.45234979837141487
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,20,385550,-0.0029337970872837264,-0.0030162529300138408,0.18389340775631316,-0.0029030957765268047,-0.0030162529300139518,0.2466195097024546,-0.0028797642274769994,-0.0030162529300139518,0.2870132093679634,-0.0028279872953509565,-0.0038540543981397946,0.33125493004525264,-0.002355158664800656,-0.003701072914080228,0.4305794487726538,-0.0025617817626957516,-0.004388563662388156,0.44187255365710393,-0.0024576001215659547,-0.004586306075005875,0.4499124097456504,-0.002730423659110344,-0.004764357916392181,0.4592347430900946
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,40,255277,-0.002858792961051651,-0.0030162529300138408,0.19274824111941585,-0.0027893262056293572,-0.0030162529300139518,0.25355809498438864,-0.0027260533650979865,-0.0030162529300139518,0.29534439999843287,-0.00270134816457931,-0.0037213333734862353,0.3371984576077245,-0.002108311153283611,-0.0030162529300139518,0.43687038148946106,-0.002251062289999425,-0.0037355774228494676,0.4488552734352002,-0.0023381065644954282,-0.004280925985385986,0.4543074072329266,-0.002558337036400724,-0.004606338651018671,0.46266675568157273
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,60,204039,-0.002874201787235835,-0.0030162529300138408,0.19165547594075613,-0.0027793176161058186,-0.0030162529300139518,0.2535680677540778,-0.002675364217059779,-0.0030162529300139518,0.29612402340878125,-0.0025854139068238803,-0.0035872630944298045,0.3385494031423879,-0.0020829657675156344,-0.0030162529300139518,0.4380405863121828,-0.0021781485871856195,-0.0030162529300139518,0.4532459241799254,-0.00236224150055395,-0.004041956373501465,0.45626608767413984,-0.002852147215374969,-0.004935121701967526,0.4612814465408805
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,120,134258,-0.0028831479919836154,-0.0030162529300138408,0.19733794141087616,-0.002815341731615682,-0.0030162529300139518,0.2567001862197393,-0.0027076603736378283,-0.0030162529300139518,0.29806095008231465,-0.0026141177413673508,-0.0038000451839995675,0.34213055756320365,-0.0023837819691700122,-0.004021757001054227,0.4326046883046129,-0.0026254039939099176,-0.004404004365556546,0.44430011198208286,-0.0027834439380627516,-0.0049183752379779455,0.4482936300500336,-0.0033755687614465645,-0.005430257160207508,0.45705773423732865
primary_development_2022_2023_partial,2022,s4_reclaim_volume_proxy,240,100850,-0.002989793849571522,-0.0030162529300138408,0.19243430837878037,-0.0029440687488355597,-0.0030162529300139518,0.25148988071038303,-0.0028578459230958423,-0.0030162529300139518,0.29307985243365464,-0.002801260915981315,-0.003859724797247388,0.3368910755557319,-0.0024987832684373475,-0.004303929844467036,0.42384717779587944,-0.00256996760548948,-0.004689044451943403,0.4394196850002484,-0.0023596686813411945,-0.004926183479956436,0.44500541647203806,-0.0022274495117337876,-0.005480984072337547,0.45471718748446494
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,10,651984,-0.0030246594876057907,-0.0030162529300138408,0.18456774217297675,-0.002979729389255147,-0.0030162529300139518,0.24552679169919792,-0.0029176356950078187,-0.0032213725180439967,0.28713828142257564,-0.0028582389912582954,-0.0038809396143762442,0.33146600136252324,-0.0026279502121744113,-0.003974123648316841,0.42828181915989116,-0.002932406523629148,-0.004820952574463855,0.43552106102948634,-0.0029889501440096755,-0.0053721674240072015,0.4393879765963923,-0.0029993463442367255,-0.005442004139429857,0.4541157221524253
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,20,433365,-0.0029509001341228923,-0.0030162529300138408,0.19166282074949234,-0.0028735864492323076,-0.0030162529300139518,0.25266077741777665,-0.0028163833781411547,-0.003016252930014063,0.291370202238167,-0.0027208412476341258,-0.0038125658270345975,0.3338450174280372,-0.0022287392974207738,-0.0035501130738088693,0.43254896702239815,-0.002426181979617588,-0.004324630550840647,0.4427047925598087,-0.00231209397789339,-0.004504288373401999,0.45103725132445815,-0.002533279593011457,-0.004550959998383564,0.4610728164322724
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,40,287110,-0.002863744592956036,-0.0030162529300138408,0.201404344691389,-0.002751445320745214,-0.0030162529300139518,0.26060530064751636,-0.002650513556712309,-0.0030162529300139518,0.299884350376558,-0.002584246189260242,-0.0035420882396499653,0.34056274431925077,-0.002036351252945723,-0.0030162529300139518,0.4390657492568143,-0.0022645607221847687,-0.0038755368461171336,0.4482225495054688,-0.0023567880497594802,-0.0043833888425809375,0.4536887734802002,-0.0024325700452448563,-0.004558179101372017,0.4628106099758356
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,60,228963,-0.002851352139555541,-0.0030162529300138408,0.2028179717766063,-0.0027366078226738447,-0.0030162529300139518,0.26138115683131474,-0.0025848436487620387,-0.0030162529300139518,0.30189000659558574,-0.0024530914932458787,-0.003235998080348912,0.34258454306770875,-0.0018904246708928965,-0.0030162529300138408,0.4408086128378881,-0.0020286983169133534,-0.0030162529300139518,0.4534919849984027,-0.0022945433830676913,-0.0041427882374377445,0.45561037107724905,-0.0027283676288727896,-0.004829500287411415,0.4617789766855261
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,120,150236,-0.002880923983352256,-0.0030162529300138408,0.20746302434868272,-0.002782248628287801,-0.0030162529300139518,0.2648055328128016,-0.0026540905642854296,-0.0030162529300139518,0.30409197116248726,-0.0025684485550441613,-0.003741859732830477,0.34336715670608287,-0.002360165652430319,-0.0039189091066273996,0.43342691197161964,-0.0026602276169373387,-0.00448025255860407,0.4435594158811482,-0.002797167225021053,-0.004963486811009776,0.448133666075027,-0.003143200759168266,-0.005207043302598191,0.4590045780334477
primary_development_2022_2023_partial,2022,s4_reclaim_vwap_support,240,113097,-0.0030203191152553955,-0.0030162529300139518,0.2006507688090754,-0.0029672355286606855,-0.0030162529300139518,0.2575622264467925,-0.002867923366958086,-0.003248948784834893,0.2968714076012946,-0.002808058814004527,-0.003916464171799805,0.33657621962005163,-0.002492359088239488,-0.004421940446320993,0.42393268379096544,-0.002550837545588099,-0.004729283423261399,0.43871447938541697,-0.002295146397830464,-0.005022256445245121,0.4458358813467691,-0.0021090719322083055,-0.005498885318479307,0.4552917604922073
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,10,46443,-0.0028846278361573784,-0.0030162529300139518,0.20074501528788596,-0.0027329568514467563,-0.0030162529300139518,0.26308083200551224,-0.002675649512702255,-0.003614682550103887,0.2964557943241032,-0.002789244432354919,-0.004191594908994567,0.3184539190353144,-0.0016450860317360348,-0.003824181412242278,0.4252581208371953,-0.0009091603227561389,-0.003565555269997245,0.4405785854405139,-0.0002426245334248159,-0.0030162529300139518,0.45405533630933126,0.00017991692922251717,-0.003332354308285712,0.46222203049845784
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,20,35776,-0.0028470782600942945,-0.0030162529300139518,0.19923971377459748,-0.0026386244561418396,-0.0030162529300139518,0.26140429338103754,-0.0025195833096095075,-0.0033565204204815124,0.2960167714884696,-0.0025492882832388025,-0.004001220077879841,0.32223619846261353,-0.0010608939413490526,-0.0031324379605546238,0.42899515907882585,0.00023945482412469435,-0.0030162529300138408,0.449960819433561,0.0009333265016035694,-0.0030162529300137297,0.46122837467107103,0.0009348276795814093,-0.0030162529300139518,0.46482777933352004
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,40,25116,-0.002667949113706213,-0.0030162529300138408,0.213139558033048,-0.0024423438326516326,-0.0030162529300139518,0.2733824407724467,-0.0023384565901488296,-0.0030162529300139518,0.306402803217329,-0.0023887250413924415,-0.0038732590163205183,0.32998845219607376,-0.0007598662519319795,-0.0030162529300138408,0.43780400287058446,0.00010625104865127058,-0.0030162529300138408,0.45508194106623073,0.0005189850790186533,-0.0030162529300138408,0.46182064675625023,-7.832607318384811e-05,-0.004061284297718848,0.4611456837402266
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,60,20378,-0.002648507522525335,-0.0030162529300138408,0.21377042744270502,-0.0024129240689268632,-0.0030162529300139518,0.27177700348432055,-0.0022894096743034022,-0.0030162529300139518,0.30452493129171576,-0.0022843809123890527,-0.0040142346588124544,0.33207361963190185,-0.0006920093298956012,-0.0030162529300138408,0.4416605256693687,-7.06290354269563e-05,-0.0030162529300138408,0.4563807839669909,-0.0001468184696288918,-0.0030162529300139518,0.459822086794122,-0.0004090114018529905,-0.004236619174015299,0.45860373647984265
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,120,14117,-0.0025816152749538472,-0.0030162529300138408,0.21789332011050505,-0.0023844920205783856,-0.0030162529300139518,0.2764751717787065,-0.002148569183365392,-0.003016252930014063,0.30934334490330806,-0.002201468371380427,-0.0039285141826009284,0.3345140266364409,-0.00029773806871059676,-0.0030162529300138408,0.444586258242927,0.0007116969989689448,-0.0030162529300137297,0.4673520028358738,0.000740792996944321,-0.0030162529300138408,0.462885501595179,0.001049560014316099,-0.0030162529300138408,0.47290780141843974
primary_development_2022_2023_partial,2023,cs_r3_leader_confirmation,240,10767,-0.002741099366352253,-0.0030162529300138408,0.2106436333240457,-0.0025111620923889046,-0.0030162529300139518,0.2663013189671187,-0.0022526467560003284,-0.0030162529300139518,0.3021549321939439,-0.0022305523140493085,-0.0038786957791351884,0.32862715957644434,0.00017488838893864938,-0.0030162529300138408,0.44306033280654455,0.001341560239561755,-0.0030162529300137297,0.46456473214285715,0.0018702919820091522,-0.0030162529300137297,0.46591648842183575,0.0030021425815474185,-0.002649591219117342,0.4793972653706632
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,10,15053,-0.002768513417621004,-0.0030162529300138408,0.21842822028831463,-0.0024850042183727264,-0.0030162529300138408,0.28346509001527936,-0.0023186429119701818,-0.0030162529300139518,0.3171460838371089,-0.00227707924381576,-0.003796976781574979,0.3391575870316237,0.0010085004133053564,-0.0017380665380002935,0.46720766263136887,0.003024485527615622,-0.0007794351119924658,0.48868778280542985,0.003951376822665524,-0.0007115321808665587,0.489354624085163,0.0025420498936768853,-0.0030162529300138408,0.46962943250615397
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,20,12926,-0.002860130030754762,-0.0030162529300139518,0.20199597710041775,-0.0025674091820754954,-0.0030162529300139518,0.270694723812471,-0.002456246894757544,-0.0030637736043262476,0.3015627417607922,-0.002282644000139419,-0.003942818551008531,0.331966578988086,0.0013661017145763458,-0.002096667591999002,0.46189000774593336,0.0041903239793926435,-0.0002621541812015682,0.49577617608308144,0.0053652224433096765,0.00010419698256836085,0.5018981947780274,0.004288652217893057,-0.0018433308746371724,0.48244866330879504
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,40,9547,-0.0026024406069703947,-0.0030162529300138408,0.21682203833665026,-0.0022578907823744532,-0.0030162529300138408,0.2801927307007437,-0.0021039827561727445,-0.0030162529300139518,0.3193673405258196,-0.001982631968340991,-0.003468604902368777,0.3450298523096261,0.0019546344609554013,-0.001225263520637565,0.4750367107195301,0.004715181041017981,0.00011952396717307412,0.5022040302267002,0.00541908808330403,0.00042905306170903934,0.5055637203443208,0.004472731079876213,-0.0016932914822034295,0.48556430446194226
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,60,7733,-0.0026192668621932286,-0.0030162529300138408,0.21802663907927067,-0.0023976919315042877,-0.0030162529300139518,0.27259795680848314,-0.0022008987831859165,-0.0030162529300139518,0.3108754687702056,-0.0019684372539575854,-0.0037796401789188527,0.3411353937669727,0.0023597378355657505,-0.0005947865538227237,0.48944710604687297,0.005012504890687925,0.00040309358125023564,0.5066666666666667,0.005419561261979061,0.000649128493037554,0.5088060088060088,0.004979317720303927,-0.0008764201693556295,0.49176928062216463
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,120,5479,-0.0025762079845175344,-0.0030162529300138408,0.22467603577295125,-0.002065862826555138,-0.0030162529300138408,0.2907464865851433,-0.0016549503832704072,-0.0030162529300138408,0.3336375250958204,-0.0012991817852505622,-0.0030162529300139518,0.3615623288921336,0.002846886256345212,-0.00023764363095046814,0.4961622807017544,0.005748638873438499,0.0015649490274372013,0.5276051188299817,0.007033503188195649,0.0016725320190777992,0.5189179309084262,0.008580416456583221,0.0032279041497564886,0.5298957761930884
primary_development_2022_2023_partial,2023,fu_r3_core_pullback,240,4203,-0.0025210199245075567,-0.0030162529300138408,0.22055674518201285,-0.0020678918225020683,-0.0030162529300138408,0.2862241256245539,-0.0017312632388247413,-0.0030162529300138408,0.3338091839162503,-0.0015497046683732416,-0.0030162529300139518,0.35427075898167976,0.0026485527391262435,-0.0008056459520313641,0.484393614486538,0.0055564935319699065,0.0010483339648802437,0.515490943755958,0.006720337779459246,0.0006754255441869805,0.5085795996186845,0.007818975062178053,0.0009368943620955417,0.5094114843936145
primary_development_2022_2023_partial,2023,ht_r3_core_pullback,10,32988,-0.0030257118091292492,-0.0030162529300138408,0.16433746627459303,-0.003010092602533376,-0.0030162529300139518,0.22742292418225363,-0.0030394215405906443,-0.003777890628310243,0.26431624579379753,-0.0029693893610076775,-0.004194025044492067,0.3019159643485115,-0.0019270671694616747,-0.004179594525194563,0.42004309690734165,-0.0010740843344396382,-0.0039471434501540115,0.43717190107722653,-0.0002966157136511095,-0.0030162529300139518,0.45185185185185184,7.144455527457395e-05,-0.003707643821093287,0.461344588849751
