strategy_id,selection_ranker,policy_id,shared_account_count,same_return_sign_fraction,primary_mean_return,supplemental_mean_return,primary_median_return,supplemental_median_return
s1_break_reclaim_stable3,random_hash,next_open_1d,5,0.8,-0.40932134824000005,-0.00494595234,-0.4308535692,-0.0069797927
s1_break_reclaim_stable3,random_hash,next_open_2d,5,0.4,-0.15135182894,0.02178091908,-0.1587872864,0.0069519155
s1_break_reclaim_stable3,random_hash,next_open_3d,5,0.2,-0.05411452860000001,-0.0053151862000000005,-0.0019142849,-0.0044119549
s1_break_reclaim_stable3,random_hash,next_open_5d,5,0.4,-0.13314925760000001,-0.00325584832,-0.0988760979,-0.0127290717
s1_break_reclaim_stable3,random_hash,protect_3pct_target6pct_3d,5,0.8,-0.34539318198,-0.01098275366,-0.3914260715,-0.0041889045
s1_break_reclaim_stable3,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.5984441312,-0.0607682902,-0.5984441312,-0.0607682902
s1_break_reclaim_stable3,sector_leader,momentum_trail_4pct_5d,5,1.0,-0.5711741931,-0.1153628602,-0.5711741931,-0.1153628602
s1_break_reclaim_stable3,sector_leader,next_open_1d,5,1.0,-0.3938022836,-0.0457614568,-0.3938022836,-0.0457614568
s1_break_reclaim_stable3,sector_leader,next_open_2d,5,1.0,-0.24639384829999997,-0.0642236376,-0.2463938483,-0.0642236376
s1_break_reclaim_stable3,sector_leader,next_open_3d,5,1.0,-0.10806787739999998,-0.0077178288,-0.1080678774,-0.0077178288
s1_break_reclaim_stable3,sector_leader,next_open_5d,5,1.0,-0.40575881789999996,-0.0521708852,-0.4057588179,-0.0521708852
s1_break_reclaim_stable3,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.53456018884,-0.1003876638,-0.5345544966,-0.1003876638
s1_break_reclaim_stable3,trend_structure,fast_failure_2pct_target4pct_2d,5,0.8,-0.61156103142,-0.03625397962,-0.5903456867,-0.0435033437
s1_break_reclaim_stable3,trend_structure,momentum_trail_4pct_5d,5,0.6,-0.43277758962,-0.01808746138,-0.4717150732,-0.0265898098
s1_break_reclaim_stable3,trend_structure,next_open_1d,5,0.6,-0.5394275364600001,-0.03805754132,-0.5308180286,-0.0593090682
s1_break_reclaim_stable3,trend_structure,next_open_2d,5,0.6,-0.54972710236,-0.026342718239999997,-0.5187590136,-0.0547767669
s1_break_reclaim_stable3,trend_structure,next_open_3d,5,0.6,-0.07590077118,-0.0318413748,-0.0854997765,-0.0461810678
s1_break_reclaim_stable3,trend_structure,next_open_5d,5,0.8,-0.24150657301999998,-0.02908216944,-0.2758189283,-0.0303542442
s1_break_reclaim_stable3,trend_structure,protect_3pct_target6pct_3d,5,0.2,-0.50210874124,0.00307077076,-0.5212465091,0.0049431766
s1_near_reversal,flow_quality,fast_failure_2pct_target4pct_2d,5,1.0,-0.4913895099,-0.0382923991,-0.5483934816,-0.0396840351
s1_near_reversal,flow_quality,momentum_trail_4pct_5d,5,0.8,-0.24754060732000002,-0.03167278236,-0.3741004647,-0.0285909697
s1_near_reversal,flow_quality,next_open_1d,5,0.6,-0.46620705372,-0.026559799819999997,-0.4870229395,-0.0463237308
s1_near_reversal,flow_quality,next_open_2d,5,0.8,-0.27446426422000003,-0.017603507159999997,-0.240561684,-0.0178094335
s1_near_reversal,flow_quality,next_open_3d,5,1.0,-0.19965205446,-0.02765423278,-0.2223615639,-0.0200761276
s1_near_reversal,flow_quality,next_open_5d,5,1.0,-0.13740303656000002,-0.034748790880000005,-0.1257434923,-0.0401466823
s1_near_reversal,flow_quality,protect_3pct_target6pct_3d,5,0.8,-0.40029253546000004,-0.02165718452,-0.5073264076,-0.0163888493
s1_near_reversal,random_hash,fast_failure_2pct_target4pct_2d,5,1.0,-0.49408423904000004,-0.04420764178,-0.5023134888,-0.0469727007
s1_near_reversal,random_hash,momentum_trail_4pct_5d,5,0.8,-0.12611434145999997,-0.01578236502,-0.1691530872,-0.0141634152
s1_near_reversal,random_hash,next_open_1d,5,0.6,-0.4447699464,-0.030708779539999998,-0.4608816207,-0.0507624855
s1_near_reversal,random_hash,next_open_2d,5,1.0,-0.26375771678,-0.02076146082,-0.2253450132,-0.0178094335
s1_near_reversal,random_hash,next_open_3d,5,1.0,-0.18202842594,-0.028477993,-0.2252105147,-0.0200761276
s1_near_reversal,random_hash,next_open_5d,5,1.0,-0.12339865643999999,-0.036324601899999996,-0.1138890154,-0.0401466823
s1_near_reversal,random_hash,protect_3pct_target6pct_3d,5,0.8,-0.36821304356,-0.015828107619999997,-0.3365417917,-0.0241817339
s1_near_reversal,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.0748420753,-0.0780126768,-0.0748420753,-0.0780126768
s1_near_reversal,sector_leader,momentum_trail_4pct_5d,5,1.0,-0.0935710991,-0.0554444825,-0.0935710991,-0.0554444825
s1_near_reversal,sector_leader,next_open_1d,5,1.0,-0.1706955193,-0.0350986535,-0.1706955193,-0.0350986535
s1_near_reversal,sector_leader,next_open_2d,5,1.0,0.1170160517,0.0499776689,0.1170160517,0.0499776689
s1_near_reversal,sector_leader,next_open_3d,5,0.0,0.2527672571,-0.0161971458,0.2527672571,-0.0161971458
s1_near_reversal,sector_leader,next_open_5d,5,1.0,-0.0023993644,-0.0590110242,-0.0023993644,-0.0590110242
s1_near_reversal,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.22301832399999996,-0.0969997702,-0.223018324,-0.0969997702
s1_near_reversal,trend_structure,fast_failure_2pct_target4pct_2d,5,1.0,-0.49620006192000005,-0.04203871192,-0.508937719,-0.0410224204
s1_near_reversal,trend_structure,momentum_trail_4pct_5d,5,0.8,-0.38044694922,-0.03118678194,-0.3689661616,-0.033705722
s1_near_reversal,trend_structure,next_open_1d,5,1.0,-0.53037633916,-0.0433035907,-0.5403815252,-0.0450469867
s1_near_reversal,trend_structure,next_open_2d,5,1.0,-0.5424038794999999,-0.044284318020000005,-0.5506544612,-0.0528751831
s1_near_reversal,trend_structure,next_open_3d,5,0.6,-0.43157056897999996,-0.012939678739999998,-0.4681458494,-0.0257371412
s1_near_reversal,trend_structure,next_open_5d,5,1.0,-0.1992928649,-0.020928722,-0.2216286865,-0.0136543215
s1_near_reversal,trend_structure,protect_3pct_target6pct_3d,5,1.0,-0.50089488746,-0.03835971204,-0.4630914602,-0.0428754125
s1_touch_immediate,flow_quality,fast_failure_2pct_target4pct_2d,5,0.8,-0.3666292796,-0.020399592299999998,-0.3687853431,-0.0321581368
s1_touch_immediate,flow_quality,momentum_trail_4pct_5d,5,0.8,-0.24786635372000002,-0.03540799942,-0.3415881181,-0.024937465
s1_touch_immediate,flow_quality,next_open_1d,5,1.0,-0.35596757228000003,-0.04241164186,-0.3297499812,-0.0471184639
s1_touch_immediate,flow_quality,next_open_2d,5,0.8,-0.11291029932,-0.03047590628,-0.1717597649,-0.0305281952
s1_touch_immediate,flow_quality,next_open_3d,5,0.6,-0.14169252691999998,-0.0276890938,-0.136329077,-0.0346362361
s1_touch_immediate,flow_quality,next_open_5d,5,1.0,-0.22152353688,-0.060919337899999995,-0.2014318381,-0.0657645034
s1_touch_immediate,flow_quality,protect_3pct_target6pct_3d,5,0.8,-0.32384966051999997,-0.027261324240000002,-0.3170820692,-0.0361563341
s1_touch_immediate,random_hash,fast_failure_2pct_target4pct_2d,5,0.8,-0.41634880444,-0.01705741284,-0.4675618399,-0.0254619039
s1_touch_immediate,random_hash,momentum_trail_4pct_5d,5,0.8,-0.29136972650000004,-0.02763826226,-0.3249758483,-0.038503888
s1_touch_immediate,random_hash,next_open_1d,5,1.0,-0.36192999152,-0.039754833239999995,-0.3912688493,-0.0389614597
s1_touch_immediate,random_hash,next_open_2d,5,0.8,-0.10132738554000001,-0.03061241824,-0.1378828601,-0.0313798971
s1_touch_immediate,random_hash,next_open_3d,5,0.6,-0.13065386276000002,-0.02608684126,-0.0710905228,-0.0254804847
s1_touch_immediate,random_hash,next_open_5d,5,1.0,-0.19866990108,-0.06165395812,-0.1936922287,-0.0657645034
s1_touch_immediate,random_hash,protect_3pct_target6pct_3d,5,1.0,-0.42907225897999995,-0.03380088578,-0.4235720934,-0.0361878983
s1_touch_immediate,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.541364921,-0.0571578141,-0.541364921,-0.0571578141
s1_touch_immediate,sector_leader,momentum_trail_4pct_5d,5,1.0,-0.385084977,-0.0977073101,-0.385084977,-0.0977073101
s1_touch_immediate,sector_leader,next_open_1d,5,0.0,-0.5317254694,0.0031361238,-0.5317254694,0.0031361238
s1_touch_immediate,sector_leader,next_open_2d,5,0.0,-0.5351020994,0.0019032688,-0.5351020994,0.0019032688
s1_touch_immediate,sector_leader,next_open_3d,5,1.0,-0.3308816556,-0.0839559332,-0.3308816556,-0.0839559332
s1_touch_immediate,sector_leader,next_open_5d,5,1.0,-0.20751656069999996,-0.0753048995,-0.2075165607,-0.0753048995
s1_touch_immediate,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.40598041244000005,-0.1248592176,-0.4059401094,-0.1248592176
s1_touch_immediate,trend_structure,fast_failure_2pct_target4pct_2d,5,1.0,-0.52966581068,-0.07925395332,-0.4965401838,-0.0798829849
s1_touch_immediate,trend_structure,momentum_trail_4pct_5d,5,1.0,-0.31802042068,-0.04881383822,-0.2292885583,-0.0577406263
s1_touch_immediate,trend_structure,next_open_1d,5,1.0,-0.52289037902,-0.09922944924,-0.6225425746,-0.1052037663
s1_touch_immediate,trend_structure,next_open_2d,5,1.0,-0.38638846561999995,-0.057850749140000005,-0.4158779488,-0.0481388546
s1_touch_immediate,trend_structure,next_open_3d,5,0.6,-0.19266456982,-0.05677125674,-0.3474781507,-0.0637984435
s1_touch_immediate,trend_structure,next_open_5d,5,0.8,-0.1862181098,-0.0445006032,-0.2117701088,-0.0272441647
s1_touch_immediate,trend_structure,protect_3pct_target6pct_3d,5,1.0,-0.40868289286000004,-0.0532145801,-0.4644144759,-0.0564136722
s1_touch_reclaim,flow_quality,fast_failure_2pct_target4pct_2d,5,0.8,-0.36204097082,-0.02508734308,-0.3649098107,-0.0332685296
s1_touch_reclaim,flow_quality,momentum_trail_4pct_5d,5,0.6,-0.21805096532,-0.00945796656,-0.2437000234,-0.0025669128
s1_touch_reclaim,flow_quality,next_open_1d,5,1.0,-0.3921632503,-0.0547471509,-0.3879076644,-0.0737460916
s1_touch_reclaim,flow_quality,next_open_2d,5,0.8,-0.30227319308,-0.035054775780000005,-0.3837983535,-0.0541933617
s1_touch_reclaim,flow_quality,next_open_3d,5,0.6,-0.09571171028,-0.04426316358,-0.0900026436,-0.0582355099
s1_touch_reclaim,flow_quality,next_open_5d,5,0.8,-0.10557405154000002,-0.028705578580000002,-0.059515735,-0.0388062567
s1_touch_reclaim,flow_quality,protect_3pct_target6pct_3d,5,1.0,-0.26308298106,-0.04313513024,-0.2402825558,-0.0342567793
s1_touch_reclaim,random_hash,fast_failure_2pct_target4pct_2d,5,0.6,-0.24174959054,-0.021745287199999998,-0.2830570896,-0.0151270273
s1_touch_reclaim,random_hash,momentum_trail_4pct_5d,5,0.6,-0.25843265836,-0.02787784628,-0.3258299329,-0.0162104518
s1_touch_reclaim,random_hash,next_open_1d,5,1.0,-0.40316058278,-0.05429750273999999,-0.4062422208,-0.0744217936
s1_touch_reclaim,random_hash,next_open_2d,5,0.8,-0.3079793811,-0.03611829478,-0.4034725946,-0.0541933617
s1_touch_reclaim,random_hash,next_open_3d,5,0.6,-0.10110434609999999,-0.042669357660000004,-0.1028156668,-0.0546739474
s1_touch_reclaim,random_hash,next_open_5d,5,0.8,-0.10771506166,-0.028705578580000002,-0.0848528954,-0.0388062567
s1_touch_reclaim,random_hash,protect_3pct_target6pct_3d,5,1.0,-0.2861891889,-0.04132508366,-0.3185289396,-0.0345167218
s1_touch_reclaim,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.5464098567,-0.025992175299999996,-0.5464098567,-0.0259921753
s1_touch_reclaim,sector_leader,momentum_trail_4pct_5d,5,1.0,-0.2814076315,-0.0855712607,-0.2814076315,-0.0855712607
s1_touch_reclaim,sector_leader,next_open_1d,5,0.0,-0.4851012937,0.0301423975,-0.4851012937,0.0301423975
s1_touch_reclaim,sector_leader,next_open_2d,5,0.0,-0.3972325343,0.0396697379,-0.3972325343,0.0396697379
s1_touch_reclaim,sector_leader,next_open_3d,5,1.0,-0.2795879906,-0.031567053,-0.2795879906,-0.031567053
s1_touch_reclaim,sector_leader,next_open_5d,5,1.0,-0.1139709668,-0.0326303712,-0.1139709668,-0.0326303712
s1_touch_reclaim,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.2807851928,-0.0266109569,-0.2807851928,-0.0266109569
s1_touch_reclaim,trend_structure,fast_failure_2pct_target4pct_2d,5,1.0,-0.5107963519800001,-0.06211752793999999,-0.5435248171,-0.0545847764
s1_touch_reclaim,trend_structure,momentum_trail_4pct_5d,5,0.8,-0.28104088038,-0.036887772060000004,-0.3229617106,-0.0318715534
s1_touch_reclaim,trend_structure,next_open_1d,5,1.0,-0.51632871658,-0.08457863260000001,-0.6107969999,-0.0868920272
s1_touch_reclaim,trend_structure,next_open_2d,5,1.0,-0.28766154504,-0.052156156220000006,-0.2274752313,-0.0482145165
s1_touch_reclaim,trend_structure,next_open_3d,5,0.2,0.1018105335,-0.0611887353,0.0886634294,-0.0592165633
s1_touch_reclaim,trend_structure,next_open_5d,5,0.2,0.03447523304,-0.03243132276,0.0178703212,-0.0328013374
s1_touch_reclaim,trend_structure,protect_3pct_target6pct_3d,5,1.0,-0.39306770358,-0.049767244,-0.458242989,-0.03365187
s2_first_touch_reclaim,flow_quality,fast_failure_2pct_target4pct_2d,5,1.0,-0.35734116908,-0.04073658168,-0.3635785524,-0.0465733027
s2_first_touch_reclaim,flow_quality,momentum_trail_4pct_5d,5,1.0,-0.21793467274,-0.03716414236,-0.2105406007,-0.0253474472
s2_first_touch_reclaim,flow_quality,next_open_1d,5,1.0,-0.35149691835999997,-0.0601332951,-0.3096880782,-0.0488598242
s2_first_touch_reclaim,flow_quality,next_open_2d,5,0.6,-0.27990929111999996,-0.04953928238000001,-0.3192482238,-0.0484592802
s2_first_touch_reclaim,flow_quality,next_open_3d,5,0.6,-0.24291427836,-0.03506468816,-0.1199675915,-0.0281367175
s2_first_touch_reclaim,flow_quality,next_open_5d,5,0.6,-0.24770962566,-0.038686692720000006,-0.2834996469,-0.041320635
s2_first_touch_reclaim,flow_quality,protect_3pct_target6pct_3d,5,0.8,-0.32871436002000004,-0.02757555802,-0.3613245576,-0.0336836422
s2_first_touch_reclaim,random_hash,fast_failure_2pct_target4pct_2d,5,1.0,-0.38012945278,-0.05472200214,-0.3932895373,-0.0501143289
s2_first_touch_reclaim,random_hash,momentum_trail_4pct_5d,5,0.8,-0.34254137344,-0.03422833398,-0.3778463803,-0.0364040518
s2_first_touch_reclaim,random_hash,next_open_1d,5,1.0,-0.35524492138,-0.05940104885999999,-0.3010150645,-0.0477789354
s2_first_touch_reclaim,random_hash,next_open_2d,5,0.6,-0.28201085108,-0.05194045648000001,-0.3360991244,-0.0591704621
s2_first_touch_reclaim,random_hash,next_open_3d,5,0.6,-0.25435850876,-0.03506468816,-0.1553026434,-0.0281367175
s2_first_touch_reclaim,random_hash,next_open_5d,5,0.6,-0.24509483486,-0.038686692720000006,-0.2973424388,-0.041320635
s2_first_touch_reclaim,random_hash,protect_3pct_target6pct_3d,5,1.0,-0.392249642,-0.048126313,-0.3775294674,-0.0391109793
s2_first_touch_reclaim,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.8160095727,-0.0801760667,-0.8160095727,-0.0801760667
s2_first_touch_reclaim,sector_leader,momentum_trail_4pct_5d,5,0.0,-0.599599662,0.0514206799,-0.599599662,0.0514206799
s2_first_touch_reclaim,sector_leader,next_open_1d,5,1.0,-0.7774481853,-0.0321937252,-0.7774481853,-0.0321937252
s2_first_touch_reclaim,sector_leader,next_open_2d,5,1.0,-0.5262044869,-0.0532575444,-0.5262044869,-0.0532575444
s2_first_touch_reclaim,sector_leader,next_open_3d,5,0.0,-0.49194976849999994,0.0415249008,-0.4919497685,0.0415249008
s2_first_touch_reclaim,sector_leader,next_open_5d,5,1.0,-0.4677141809,-0.0333675678,-0.4677141809,-0.0333675678
s2_first_touch_reclaim,sector_leader,protect_3pct_target6pct_3d,5,0.0,-0.6039594658,0.0160058827,-0.6039594658,0.0160058827
s2_first_touch_reclaim,trend_structure,fast_failure_2pct_target4pct_2d,5,1.0,-0.37220091568,-0.05784287582000001,-0.3906650617,-0.0632836066
s2_first_touch_reclaim,trend_structure,momentum_trail_4pct_5d,5,0.8,-0.18718900162,-0.03334325438,-0.2005378068,-0.0484812528
s2_first_touch_reclaim,trend_structure,next_open_1d,5,1.0,-0.33980780272,-0.08919455188,-0.3302538978,-0.0907991929
s2_first_touch_reclaim,trend_structure,next_open_2d,5,0.8,-0.15571579324,-0.09835930870000001,-0.2176638451,-0.0902251493
s2_first_touch_reclaim,trend_structure,next_open_3d,5,1.0,-0.31201727236,-0.07113073236,-0.3500656344,-0.0569126954
s2_first_touch_reclaim,trend_structure,next_open_5d,5,0.8,-0.21201705452000003,-0.02534439182,-0.2072206865,-0.0253576091
s2_first_touch_reclaim,trend_structure,protect_3pct_target6pct_3d,5,0.8,-0.29441250722,-0.046564223700000004,-0.2826233166,-0.0493791658
s2_reclaim_acceleration,flow_quality,fast_failure_2pct_target4pct_2d,5,1.0,-0.45400956806000003,-0.02351485934,-0.4214189966,-0.0192335474
s2_reclaim_acceleration,flow_quality,momentum_trail_4pct_5d,5,0.4,-0.24558189038,0.0008561745400000001,-0.2773054621,0.0039959413
s2_reclaim_acceleration,flow_quality,next_open_1d,5,1.0,-0.50680596922,-0.043596679640000004,-0.4939329805,-0.046019826
s2_reclaim_acceleration,flow_quality,next_open_2d,5,0.6,-0.24270993615999997,-0.006357597920000001,-0.2595332361,-0.032216823
s2_reclaim_acceleration,flow_quality,next_open_3d,5,0.6,-0.1633369753,0.013398388059999999,-0.1386709499,0.0156422175
s2_reclaim_acceleration,flow_quality,next_open_5d,5,0.4,-0.1288556277,-0.0054775501800000004,-0.2412039953,-0.0012834903
s2_reclaim_acceleration,flow_quality,protect_3pct_target6pct_3d,5,0.8,-0.32862266815999996,-0.014383326100000001,-0.3185659838,-0.0091941363
s2_reclaim_acceleration,random_hash,fast_failure_2pct_target4pct_2d,5,0.8,-0.35692750007999996,-0.0190940305,-0.4665670897,-0.0243470293
s2_reclaim_acceleration,random_hash,momentum_trail_4pct_5d,5,0.2,-0.24462198736000001,0.01263780008,-0.2621609193,0.0077065244
s2_reclaim_acceleration,random_hash,next_open_1d,5,1.0,-0.5145036790399999,-0.0395126813,-0.502765198,-0.046019826
s2_reclaim_acceleration,random_hash,next_open_2d,5,0.6,-0.26475016444,-0.00491498176,-0.2753889803,-0.0307104777
s2_reclaim_acceleration,random_hash,next_open_3d,5,0.4,-0.1622901147,0.01253028234,-0.1578944848,0.0130760463
s2_reclaim_acceleration,random_hash,next_open_5d,5,0.4,-0.15769997106,-0.0065674008,-0.2294593229,-0.0012834903
s2_reclaim_acceleration,random_hash,protect_3pct_target6pct_3d,5,0.6,-0.32949052887999997,-0.014077359000000001,-0.3252229792,-0.0080494197
s2_reclaim_acceleration,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.6899013663,-0.11516885220000002,-0.6899013663,-0.1151688522
s2_reclaim_acceleration,sector_leader,momentum_trail_4pct_5d,5,1.0,-0.3049217909,-0.0220774962,-0.3049217909,-0.0220774962
s2_reclaim_acceleration,sector_leader,next_open_1d,5,1.0,-0.5957724798,-0.1218815186,-0.5957724798,-0.1218815186
s2_reclaim_acceleration,sector_leader,next_open_2d,5,1.0,-0.210601474,-0.0697818888,-0.210601474,-0.0697818888
s2_reclaim_acceleration,sector_leader,next_open_3d,5,1.0,-0.1321168073,-0.0654150604,-0.1321168073,-0.0654150604
s2_reclaim_acceleration,sector_leader,next_open_5d,5,1.0,-0.1062882299,-0.0675909547,-0.1062882299,-0.0675909547
s2_reclaim_acceleration,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.3865743005,-0.0847862241,-0.3865743005,-0.0847862241
s2_reclaim_acceleration,trend_structure,fast_failure_2pct_target4pct_2d,5,0.6,-0.54023595566,-0.007391156279999998,-0.5913323948,-0.0383471308
s2_reclaim_acceleration,trend_structure,momentum_trail_4pct_5d,5,1.0,-0.34284502706,-0.02208210134,-0.3503734418,-0.0173918349
s2_reclaim_acceleration,trend_structure,next_open_1d,5,0.6,-0.45989412766,-0.037908147,-0.4455278056,-0.0411619257
s2_reclaim_acceleration,trend_structure,next_open_2d,5,0.6,-0.37201327017999997,-0.029283362079999996,-0.3129686457,-0.0399816596
s2_reclaim_acceleration,trend_structure,next_open_3d,5,0.6,0.027074742000000006,-0.0403981431,0.0259536689,-0.0457623985
s2_reclaim_acceleration,trend_structure,next_open_5d,5,0.6,-0.10608841958,-0.029387790320000003,-0.0557853679,-0.0354216545
s2_reclaim_acceleration,trend_structure,protect_3pct_target6pct_3d,5,1.0,-0.37184500460000003,-0.02673357482,-0.3672872234,-0.025923321
s2_reclaim_bull_stack,flow_quality,fast_failure_2pct_target4pct_2d,5,1.0,-0.70315760944,-0.03989481722,-0.7034077477,-0.0429556239
s2_reclaim_bull_stack,flow_quality,momentum_trail_4pct_5d,5,1.0,-0.66260261334,-0.06135582636,-0.6703812816,-0.0613750828
s2_reclaim_bull_stack,flow_quality,next_open_1d,5,0.8,-0.55681126036,-0.00124850956,-0.5832739611,-0.0018069339
s2_reclaim_bull_stack,flow_quality,next_open_2d,5,1.0,-0.14706332530000002,-0.023598295,-0.1432204527,-0.0218231098
s2_reclaim_bull_stack,flow_quality,next_open_3d,5,0.0,-0.51127910184,0.03992857644,-0.5219028655,0.044631773
s2_reclaim_bull_stack,flow_quality,next_open_5d,5,1.0,-0.38975304644,-0.0391193556,-0.4073278651,-0.0413299553
s2_reclaim_bull_stack,flow_quality,protect_3pct_target6pct_3d,5,1.0,-0.69134844438,-0.04368317142,-0.6945287901,-0.0541215829
s2_reclaim_bull_stack,random_hash,fast_failure_2pct_target4pct_2d,5,1.0,-0.6979561569799999,-0.048648678099999995,-0.6887540979,-0.048998075
s2_reclaim_bull_stack,random_hash,momentum_trail_4pct_5d,5,1.0,-0.53464444276,-0.06135582636,-0.5551388212,-0.0613750828
s2_reclaim_bull_stack,random_hash,next_open_1d,5,0.2,-0.5613991175599999,0.00268722874,-0.5839796124,0.0038208767
s2_reclaim_bull_stack,random_hash,next_open_2d,5,1.0,-0.17431291704000001,-0.023598295,-0.1614021093,-0.0218231098
s2_reclaim_bull_stack,random_hash,next_open_3d,5,0.0,-0.5150627819,0.03992857644,-0.5285820023,0.044631773
s2_reclaim_bull_stack,random_hash,next_open_5d,5,1.0,-0.38975304644,-0.0391193556,-0.4073278651,-0.0413299553
s2_reclaim_bull_stack,random_hash,protect_3pct_target6pct_3d,5,1.0,-0.73194226216,-0.04626591274,-0.7454101829,-0.0557890155
s2_reclaim_bull_stack,sector_leader,fast_failure_2pct_target4pct_2d,5,0.0,-0.45290748890000004,0.0325539008,-0.4529074889,0.0325539008
s2_reclaim_bull_stack,sector_leader,momentum_trail_4pct_5d,5,0.0,-0.1096793967,0.0494956325,-0.1096793967,0.0494956325
s2_reclaim_bull_stack,sector_leader,next_open_1d,5,0.0,-0.2698377635,0.0080976439,-0.2698377635,0.0080976439
s2_reclaim_bull_stack,sector_leader,next_open_2d,5,1.0,-0.3787117127,-0.0681817228,-0.3787117127,-0.0681817228
s2_reclaim_bull_stack,sector_leader,next_open_3d,5,0.0,0.2220736187,-0.0112534359,0.2220736187,-0.0112534359
s2_reclaim_bull_stack,sector_leader,next_open_5d,5,1.0,-0.3669174215,-0.0581861183,-0.3669174215,-0.0581861183
s2_reclaim_bull_stack,sector_leader,protect_3pct_target6pct_3d,5,1.0,-0.42447787209999993,-0.027289269999999997,-0.4244778721,-0.02728927
s2_reclaim_bull_stack,trend_structure,fast_failure_2pct_target4pct_2d,5,0.0,-0.6891812874000001,0.045631185819999996,-0.6939842813,0.0430774958
s2_reclaim_bull_stack,trend_structure,momentum_trail_4pct_5d,5,1.0,-0.44829132960000007,-0.0101008491,-0.459102402,-0.0101008491
s2_reclaim_bull_stack,trend_structure,next_open_1d,5,0.0,-0.65590645722,0.00387918824,-0.6643369547,0.0038218142
s2_reclaim_bull_stack,trend_structure,next_open_2d,5,0.0,-0.36585602684,0.01825763314,-0.3630088097,0.0187578885
s2_reclaim_bull_stack,trend_structure,next_open_3d,5,0.0,-0.56468747966,0.03915298872,-0.5643267101,0.0426872321
s2_reclaim_bull_stack,trend_structure,next_open_5d,5,1.0,-0.28420256911999997,-0.0101008491,-0.2807630623,-0.0101008491
s2_reclaim_bull_stack,trend_structure,protect_3pct_target6pct_3d,5,0.0,-0.76480183662,0.04454073712,-0.7757942949,0.0521344454
s2_reclaim_daily_trend,flow_quality,fast_failure_2pct_target4pct_2d,5,1.0,-0.33327987102,-0.058300945879999996,-0.295497641,-0.0419445853
s2_reclaim_daily_trend,flow_quality,momentum_trail_4pct_5d,5,0.8,-0.32688708546,-0.028053766200000003,-0.3959051992,-0.0314485294
s2_reclaim_daily_trend,flow_quality,next_open_1d,5,1.0,-0.33037807799999996,-0.07369710877999999,-0.3285504805,-0.0748493416
s2_reclaim_daily_trend,flow_quality,next_open_2d,5,0.6,-0.26975643068,-0.029455377980000003,-0.3708468853,-0.0133927775
s2_reclaim_daily_trend,flow_quality,next_open_3d,5,0.6,-0.21673106908,-0.006400807200000002,-0.2619074584,-0.0344860681
s2_reclaim_daily_trend,flow_quality,next_open_5d,5,0.8,-0.05464334064,-0.04652646576,-0.0220870202,-0.0473848447
s2_reclaim_daily_trend,flow_quality,protect_3pct_target6pct_3d,5,1.0,-0.31924442838,-0.043299419240000005,-0.3308924716,-0.0442124248
s2_reclaim_daily_trend,random_hash,fast_failure_2pct_target4pct_2d,5,1.0,-0.3698477837,-0.06865362427999999,-0.3841887274,-0.0679039707
s2_reclaim_daily_trend,random_hash,momentum_trail_4pct_5d,5,1.0,-0.33509110228,-0.0553023963,-0.3506109184,-0.0388982643
s2_reclaim_daily_trend,random_hash,next_open_1d,5,1.0,-0.33581853532,-0.07279785736,-0.3208838048,-0.0743730716
s2_reclaim_daily_trend,random_hash,next_open_2d,5,0.6,-0.24884141629999998,-0.029980270019999998,-0.2924984088,-0.0153130755
s2_reclaim_daily_trend,random_hash,next_open_3d,5,0.6,-0.18720575228,-0.005692462679999998,-0.1678445234,-0.0320868529
s2_reclaim_daily_trend,random_hash,next_open_5d,5,0.6,-0.05208137388000002,-0.04469433786,-0.0562054212,-0.0382242052
s2_reclaim_daily_trend,random_hash,protect_3pct_target6pct_3d,5,1.0,-0.36025525786,-0.055740729499999996,-0.3980242732,-0.0472673595
s2_reclaim_daily_trend,sector_leader,fast_failure_2pct_target4pct_2d,5,1.0,-0.2799217183,-0.0294313487,-0.2799217183,-0.0294313487
s2_reclaim_daily_trend,sector_leader,momentum_trail_4pct_5d,5,0.0,-0.3266008801,0.0212244825,-0.3266008801,0.0212244825
s2_reclaim_daily_trend,sector_leader,next_open_1d,5,1.0,-0.2154897408,-0.0343052822,-0.2154897408,-0.0343052822
s2_reclaim_daily_trend,sector_leader,next_open_2d,5,0.0,0.0723148578,-0.0586503938,0.0723148578,-0.0586503938
s2_reclaim_daily_trend,sector_leader,next_open_3d,5,0.0,0.5291129121,-0.0666508029,0.5291129121,-0.0666508029
s2_reclaim_daily_trend,sector_leader,next_open_5d,5,0.0,0.5808613067,-0.0819486207,0.5808613067,-0.0819486207
