sample_group,signal_month,strategy_id,ma_period,signal_count,net_return_5m_mean,net_return_5m_median,net_return_5m_win_rate,net_return_15m_mean,net_return_15m_median,net_return_15m_win_rate,net_return_30m_mean,net_return_30m_median,net_return_30m_win_rate,net_return_60m_mean,net_return_60m_median,net_return_60m_win_rate,net_return_1d_mean,net_return_1d_median,net_return_1d_win_rate,net_return_2d_mean,net_return_2d_median,net_return_2d_win_rate,net_return_3d_mean,net_return_3d_median,net_return_3d_win_rate,net_return_5d_mean,net_return_5d_median,net_return_5d_win_rate
primary_development_2022_2023_partial,2022-03,s0_random_matched,40,267006,-0.0030415825722020394,-0.0030162529300138408,0.1492569177066323,-0.0031393506761322413,-0.0030162529300139518,0.2291508257265607,-0.003274698798647586,-0.003403656770971264,0.2764454234189686,-0.003507671596955131,-0.004420455390675815,0.3143172961630695,-0.005768772398736135,-0.005848381404288727,0.4034619656580211,-0.0074370589108452715,-0.008362010286957378,0.40689391152913623,-0.010187097342336755,-0.012316474451189108,0.3854856812525573,-0.015427750920085404,-0.02027564570006446,0.36025283272553826
primary_development_2022_2023_partial,2022-03,s0_random_matched,60,266913,-0.003018080909063952,-0.0030162529300138408,0.15094770837782448,-0.0031165166523005046,-0.0030162529300138408,0.23009622157941279,-0.003264121539006043,-0.0034967270249872673,0.27660714620299415,-0.0034909890044984254,-0.004391402925972454,0.3150741412657241,-0.0057429665685584524,-0.0058405694939515085,0.40387531718742964,-0.007394782558741692,-0.008359145465222984,0.4069803677157993,-0.010135314341870483,-0.012362975558794953,0.38566997611787857,-0.015356549007377963,-0.020263448938913298,0.3602780125857049
primary_development_2022_2023_partial,2022-03,s0_random_matched,120,266553,-0.003043068389032183,-0.0030162529300138408,0.1497666461575401,-0.00311479628476741,-0.0030162529300138408,0.23065580597838117,-0.0032520845726127265,-0.0033534591010611625,0.27704563704998986,-0.003504018838100913,-0.00439711684562305,0.3130916188116954,-0.005740218200577617,-0.005836574703903585,0.40413528182460573,-0.007390782268628869,-0.008328103500960915,0.40707003112828766,-0.01013205975715709,-0.01231833387568515,0.3856395678935752,-0.015335184893429046,-0.02025968251770227,0.3606941591615316
primary_development_2022_2023_partial,2022-03,s0_random_matched,240,265421,-0.0030310583739700868,-0.0030162529300138408,0.14926981447711482,-0.003139043663983077,-0.0030162529300139518,0.22934030656076204,-0.003271617354318798,-0.0033965633566163667,0.27776731005479227,-0.0035117144300430185,-0.0044234282963793725,0.31446147351280446,-0.00574967627152291,-0.005793366431601277,0.40376340027178015,-0.007397883983626882,-0.008397044163236667,0.4068050018122508,-0.010131331794298412,-0.012360055620453947,0.3855971724510333,-0.015310669754144664,-0.020178727449215228,0.36079595900063094
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,10,108138,-0.0030834917223459993,-0.0030162529300138408,0.20140931032569495,-0.002472198292561022,-0.0030162529300138408,0.2803399517261151,-0.0022569517823415454,-0.0030162529300139518,0.3144854756818245,-0.00216362809120481,-0.0036328167810159018,0.3536426291687867,-0.0030018630098488015,-0.004332837751056973,0.4278302760793033,-0.005601327916240508,-0.006880531019432312,0.4222139845234234,-0.008171194883326788,-0.010928822351204404,0.3978594264004077,-0.013554343787927624,-0.019120248844506915,0.365405836478454
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,20,108096,-0.0030834146047231787,-0.0030162529300138408,0.201478315571344,-0.002471068707963323,-0.0030162529300138408,0.28044888103542387,-0.002254803892857096,-0.0030162529300139518,0.3146076771489633,-0.002164984282628818,-0.003640538307014385,0.3537245610950182,-0.003022279798993634,-0.004336761204278727,0.42771877143227865,-0.005651962274812462,-0.006880531019432645,0.4220909857875268,-0.008252473309216194,-0.010948359559651677,0.3977362268593624,-0.01368238050876873,-0.01912912156952895,0.3652699054704676
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,40,108028,-0.0030852388197512583,-0.0030162529300138408,0.20150331395564114,-0.0024710108612763723,-0.0030162529300138408,0.2805328494857577,-0.0022544401757261297,-0.0030162529300139518,0.3147038946851943,-0.002173992269562655,-0.00365183106186151,0.35374357549659674,-0.003063012303950141,-0.004347783959351148,0.4274877121394788,-0.005731045182864174,-0.0069031291369141545,0.42190268565332345,-0.008366218371371385,-0.010966681535037548,0.3974954779462919,-0.013799816964593816,-0.019139979297722487,0.3650827539474051
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,60,107952,-0.0030870151564458773,-0.0030162529300138408,0.20152475174151474,-0.002472533145850151,-0.0030162529300138408,0.28054508230891084,-0.0022581754218792844,-0.0030162529300139518,0.3147494510991912,-0.0021762131112079788,-0.003654322528138576,0.35378884059716986,-0.003072256322492669,-0.0043509031938290255,0.4274180076841695,-0.005743231644642662,-0.006899122048041217,0.42190328539997585,-0.008371921880261264,-0.010964870503464619,0.39746957643717107,-0.013788922960924776,-0.019133248841208816,0.36508039720212165
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,120,107806,-0.0030900224156643866,-0.0030162529300138408,0.20140808489323414,-0.0024727688038830827,-0.0030162529300138408,0.2805076019702971,-0.002258620979932046,-0.0030162529300139518,0.31470263550933697,-0.002177056411628218,-0.0036588464528071185,0.35377305964886235,-0.003068363978735219,-0.004349118902032656,0.42738728022897077,-0.0057364245357438785,-0.006884279106812996,0.4219503806504987,-0.008357611053237672,-0.010948359559651677,0.39752563137298647,-0.013734122035813453,-0.019096635947271623,0.36522183982885315
primary_development_2022_2023_partial,2022-03,s0_strong_no_ma,240,107324,-0.0030894307517487815,-0.0030162529300138408,0.20137154783645783,-0.002469679184159755,-0.0030162529300138408,0.2806120071935072,-0.0022572998507836145,-0.0030162529300139518,0.3147556259609561,-0.002171447949509805,-0.0036550466868741083,0.3536846814936336,-0.0030630876289021005,-0.0043500110479308685,0.4273499486605059,-0.005720085105916939,-0.006880531019432312,0.4220006162637609,-0.00831742214492371,-0.010920980359706678,0.3977087048673682,-0.01365363105171106,-0.01902287272242198,0.3654464252345181
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,10,61560,-0.0028149723071878587,-0.0030162529300138408,0.18465512199876538,-0.0025691403572988825,-0.0030162529300138408,0.2625696508926686,-0.002530076076443689,-0.0030162529300138408,0.30684254987328613,-0.0025758691843497205,-0.0033947585287497084,0.3485821077435606,-0.00615010462241056,-0.005764783845507548,0.39787483320857875,-0.01073553335078639,-0.010992122906573809,0.37338412946501254,-0.014031761179708124,-0.015262982337491793,0.35198840976054435,-0.016538002657541486,-0.020513727206447507,0.34701693202744327
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,20,42684,-0.0028732625569856613,-0.0030162529300138408,0.18114515977883985,-0.0026693244480709274,-0.0030162529300138408,0.2551661121784359,-0.0027795373363862963,-0.0030162529300139518,0.29483574675476826,-0.0028850762289797578,-0.0039128210478824865,0.3358724950193367,-0.006611713746744276,-0.006263756992130887,0.39691665102308993,-0.009071326145170913,-0.008658036462341978,0.4030134478631275,-0.010859749117182129,-0.011951858833823659,0.3853863486996526,-0.015210444268821859,-0.01821610702473131,0.3605328696959729
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,40,30295,-0.002862228150329463,-0.0030162529300138408,0.18624149996699016,-0.0026455747696720873,-0.0030162529300138408,0.25566962664641996,-0.002626569064434312,-0.0030162529300139518,0.29726339418347475,-0.00287017989461005,-0.003981387244699097,0.3319245881071087,-0.005789410437441336,-0.006526759081668776,0.38936824357830013,-0.008246518945299854,-0.008826181525992793,0.39054076401521415,-0.011471684566638869,-0.01278315632489646,0.3644813442709712,-0.017957400649712647,-0.022038290828376272,0.3406516987879992
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,60,22670,-0.002805781992031496,-0.0030162529300138408,0.2,-0.0026251628552588276,-0.0030162529300139518,0.26296982530439383,-0.0026535264227231224,-0.0030162529300139518,0.3019941762993029,-0.0029397657780585703,-0.004230981263414091,0.33099461653869916,-0.006369641022872352,-0.007497078759541864,0.3941589714134229,-0.008583281104011166,-0.009959178845857009,0.4057137802936494,-0.011203391595978163,-0.013374525626844824,0.381375801813758,-0.018570595678509872,-0.02569897232171503,0.3479550283286119
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,120,15379,-0.0027397293619260714,-0.0030162529300138408,0.22050981922226556,-0.002572625459710696,-0.0030162529300138408,0.28603017689906346,-0.002447010465209159,-0.0030162529300139518,0.3268943089430894,-0.002434829176943465,-0.004378562834971733,0.3555815768930523,-0.006228711121635515,-0.007858593101019384,0.3961698801459093,-0.008932041844381278,-0.011285859325750325,0.39565019209481017,-0.012270214858093183,-0.01634977416742389,0.37030038443995567,-0.01908649131079834,-0.0291940384676056,0.3431270358306189
primary_development_2022_2023_partial,2022-03,s1_break_reclaim_stable3,240,10408,-0.0027421725135645557,-0.0030162529300138408,0.23203305149884704,-0.002537585315191729,-0.0030162529300138408,0.29912558854617083,-0.0024946208395451724,-0.0030162529300139518,0.3347746708945902,-0.0024973648287806055,-0.004063504765171311,0.3618800461361015,-0.005549224890391917,-0.006664161378436229,0.41365036580670006,-0.00747108817199417,-0.00996387486081518,0.4131921039961483,-0.010142031364757628,-0.014628376439980162,0.39978811518828855,-0.016678644740550235,-0.02548772497753382,0.3691417550626808
primary_development_2022_2023_partial,2022-03,s1_near_reversal,10,80115,-0.00299949455948286,-0.0030162529300138408,0.1666500237162044,-0.002747511951158464,-0.0030162529300138408,0.24524721948296738,-0.0026778229751680495,-0.0030162529300138408,0.29003869679191113,-0.002916119228862982,-0.003927572625690157,0.33044032068732987,-0.006081736483698588,-0.00553187357912166,0.40026509278247385,-0.010378012779632814,-0.010593762408287133,0.3750390874182291,-0.014155386145391056,-0.015100904409650007,0.3492732594501288,-0.017438638700157914,-0.020939556248125824,0.33989506242408307
primary_development_2022_2023_partial,2022-03,s1_near_reversal,20,55922,-0.003026652270486226,-0.0030162529300138408,0.1646221522835378,-0.0028582814066939713,-0.0030162529300138408,0.23550659847644934,-0.0029677741174648385,-0.0030162529300139518,0.2771687619592625,-0.0032470354043705103,-0.004267173566237403,0.3193323911915708,-0.006755485907021187,-0.006331797286892538,0.39335482715385994,-0.0091616576285536,-0.00868818447453118,0.3998674452763945,-0.011465968699847525,-0.012276163893512049,0.37785979181969653,-0.0160395589647948,-0.018930270766779778,0.35379786566227245
primary_development_2022_2023_partial,2022-03,s1_near_reversal,40,39921,-0.0030136625253072463,-0.0030162529300138408,0.1650551102204409,-0.0028489866685844968,-0.0030162529300139518,0.23537663769132494,-0.002861333230168796,-0.0030162529300139518,0.27787659393240977,-0.003143770942085337,-0.0041905565190244465,0.31847452955473704,-0.006070932167539631,-0.006708785326569544,0.3813538060113403,-0.008549283737434061,-0.009102844792467812,0.38687578419071517,-0.011959513672114123,-0.013189556471544295,0.36008834676103707,-0.018575470280757615,-0.02233522820330075,0.3364664488564966
primary_development_2022_2023_partial,2022-03,s1_near_reversal,60,29273,-0.0030091955079014103,-0.0030162529300138408,0.17774058005670754,-0.0028393114677800987,-0.0030162529300139518,0.24460235036895325,-0.0028993025591055738,-0.003602369183435483,0.2856752417068088,-0.003344672023081145,-0.004559571423930042,0.3170556675665516,-0.006856893233770118,-0.007863823823384908,0.38770483390920596,-0.009217569046927958,-0.010293506558262,0.399260248638652,-0.012186058216879504,-0.01415574323267571,0.3761131661871489,-0.01998777149954072,-0.026481146906749575,0.3406224293940225
primary_development_2022_2023_partial,2022-03,s1_near_reversal,120,19473,-0.002960403220191312,-0.0030162529300138408,0.20407744055872235,-0.002765598796080126,-0.0030162529300139518,0.2694638455217749,-0.002864422644436097,-0.003836140879906913,0.3055826613938678,-0.0030528321228339246,-0.004765347223119054,0.3382141389231402,-0.006914773989100917,-0.008214799435837472,0.3915950825574816,-0.00959147474987341,-0.011931159759253629,0.39205100519306907,-0.013132535628113241,-0.016911496791616354,0.36569928990429146,-0.02044879997193462,-0.03093308138031603,0.3345166435149457
primary_development_2022_2023_partial,2022-03,s1_near_reversal,240,13188,-0.0029240897554094216,-0.0030162529300138408,0.20875037913254474,-0.002706849367718332,-0.0030162529300139518,0.28040643008795874,-0.0027196623965075103,-0.003016252930014063,0.3179405520169851,-0.0028350123427439426,-0.004357186619261544,0.34918828705810956,-0.006317103965916776,-0.007336880957479031,0.4038286235186873,-0.00825447065396417,-0.010484295979226954,0.40817567054175213,-0.011123566787089494,-0.014918077366029237,0.39296031625361105,-0.018256365073207003,-0.027758915266057227,0.35989952043845624
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,10,78497,-0.0028304922036395583,-0.0030162529300138408,0.19855788830004076,-0.002370449734958464,-0.0030162529300138408,0.27790659158661807,-0.002082917268699864,-0.0030162529300138408,0.32715435967996737,-0.0025094016703945525,-0.0034468168289109036,0.34718717340878386,-0.006283523354323179,-0.005862947917950334,0.3999004492546457,-0.010776707377646326,-0.011203163261792937,0.37439197211689457,-0.014060071855127643,-0.015263803872028303,0.3540804861855881,-0.016639455246066755,-0.020330008306048364,0.3497706275476954
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,20,55022,-0.00274956999823421,-0.0030162529300138408,0.20382755988513684,-0.0023525400596890143,-0.0030162529300138408,0.27717193747728097,-0.0023027988582085233,-0.0030162529300138408,0.31707139741166207,-0.0027403461399130237,-0.0037434474938871087,0.3414971181294205,-0.00669774828752093,-0.006302110075660727,0.3968141270708174,-0.009067487416041938,-0.008936583969621936,0.4023597530999071,-0.010902292875741851,-0.012153578514158436,0.38692232055063913,-0.015256895185410024,-0.0180461586647373,0.3640406838977799
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,40,39089,-0.002770778206093874,-0.0030162529300138408,0.2043082275890299,-0.002333742309088018,-0.0030162529300138408,0.2766207849357826,-0.0022701946387427736,-0.0030162529300138408,0.31287417489638236,-0.0026591490998099094,-0.0037971327987514347,0.33803357559627395,-0.005864315381574242,-0.0065516562884179175,0.38807040918291524,-0.008101499699933979,-0.008779164762788283,0.39458711363985854,-0.011325202063198082,-0.012740947470863462,0.3669179100651182,-0.018189474114781227,-0.022106286921914742,0.34105781815382247
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,60,29432,-0.0027532485393212086,-0.0030162529300138408,0.218129926610492,-0.002292562272734755,-0.0030162529300138408,0.28621427843283836,-0.002379812256160064,-0.0030162529300139518,0.320748946581487,-0.0028788672479572036,-0.004158273258845213,0.33947448927563817,-0.006685929323420153,-0.007951816034320602,0.3886714096061545,-0.008679462584647983,-0.010512371329036152,0.3995094699550347,-0.011203223117721985,-0.01383343644252727,0.3808842564207371,-0.01923636518308748,-0.026201921466525058,0.3439460049086447
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,120,20059,-0.0027391738285190595,-0.0030162529300138408,0.2365023181614238,-0.0021727522868761322,-0.0030162529300138408,0.31084853923621497,-0.002125150028022295,-0.0030162529300139518,0.3386019146390108,-0.002454832538141691,-0.0043341428798751025,0.3561418383123036,-0.006418406660152887,-0.008019943352141845,0.3978725529364762,-0.008615072256768365,-0.011210639892232921,0.39937091217734283,-0.011653730011901219,-0.015815811459977125,0.37709832134292565,-0.01905533002585424,-0.029581650579214136,0.3447724661571507
primary_development_2022_2023_partial,2022-03,s1_touch_immediate,240,13627,-0.0027674763101112384,-0.0030162529300138408,0.2472297644382476,-0.00220222452934382,-0.0030162529300138408,0.3191458134585749,-0.00217426056185854,-0.0030162529300138408,0.3472772640540144,-0.0024283029038810328,-0.003995324721992155,0.36806167400881057,-0.005681317775316879,-0.006972537640609122,0.41253033311272885,-0.0074086811915397175,-0.010503001181037419,0.4137981759340983,-0.01005518545791514,-0.014885107061799296,0.39617365710080943,-0.017137497571798367,-0.026970294906011882,0.36429255358326584
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,10,72227,-0.0029619908870725715,-0.0030162529300138408,0.1857502838313073,-0.0026217638399258602,-0.0030162529300138408,0.25992744793974304,-0.0023819954837750804,-0.0030162529300138408,0.3100163385118108,-0.002705292978121766,-0.0038412292789845592,0.34121949192453666,-0.006382402677289724,-0.00593995893315169,0.3968346441402078,-0.010830904042068922,-0.011183647390386353,0.37396275636222354,-0.014065866054443136,-0.015270173461023051,0.35226042794105406,-0.01657535681072974,-0.020250310715332676,0.3489486403155468
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,20,50390,-0.0028999399558511272,-0.0030162529300138408,0.18791426870410796,-0.0026278045308114396,-0.0030162529300138408,0.2588116218147178,-0.0026133694898732157,-0.0030162529300139518,0.2986206212166319,-0.002937678764908263,-0.004120332384133452,0.33366423125794153,-0.006744068525896133,-0.006395858852285108,0.3954043094537648,-0.009176154705709887,-0.00889469483490768,0.40257261575776854,-0.010885869927633726,-0.011961824466427795,0.38612955819779693,-0.015270112135946682,-0.018057969057425294,0.36167333373136706
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,40,35765,-0.0028722470706890528,-0.0030162529300138408,0.19094620288558325,-0.0025786864014916886,-0.0030162529300139518,0.25783631127142576,-0.002524424905122976,-0.0030162529300139518,0.2974582669239158,-0.002856304990609474,-0.004097287161871244,0.330965432374986,-0.005938200935077294,-0.0067124361034169855,0.3863127240143369,-0.008317585559028557,-0.008950679995906763,0.39069415653538014,-0.011506661245952312,-0.012952968017090338,0.36431393426545994,-0.018190045254495156,-0.02220873347043617,0.34014922024009875
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,60,26839,-0.0028857437375807847,-0.0030162529300138408,0.20298818882968814,-0.0026151814793504307,-0.0030162529300139518,0.26672131758393264,-0.0026300409336625845,-0.003128851161517232,0.30690117752273066,-0.0030573846496049295,-0.004387619844827939,0.3292832917148075,-0.006522177117027183,-0.0077865100930281095,0.39091655470965814,-0.008574061239750583,-0.010302624337182265,0.4030257751214046,-0.011205241860974617,-0.013755754693783873,0.3812992640741156,-0.018872925222652874,-0.025973115527020085,0.3455571754326941
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,120,18231,-0.0028797089858315864,-0.0030162529300138408,0.22258789973122703,-0.002520053905627897,-0.0030162529300139518,0.29007131102578165,-0.0024158094035431265,-0.003459850251773755,0.326036866359447,-0.002610757261853954,-0.0045185842637895934,0.3504170324846356,-0.006379501706973602,-0.008038841076462244,0.3960771386187572,-0.008737959944860214,-0.01120503114003435,0.39667106130520763,-0.011952917489716601,-0.016058684248435318,0.373694624601517,-0.019224303988452728,-0.029704154381218095,0.34295136026380874
primary_development_2022_2023_partial,2022-03,s1_touch_reclaim,240,12367,-0.0029204642220129057,-0.0030162529300138408,0.2314223336298213,-0.002499887057071009,-0.0030162529300138408,0.3017952450266861,-0.002414366355883057,-0.0030162529300139518,0.33778101245350156,-0.002623367382328833,-0.004267173566237015,0.3603785795178774,-0.005764100163618865,-0.006933674333039153,0.41043506440897676,-0.007650354880436811,-0.010285926085732422,0.412188994245887,-0.010344974630624353,-0.014660786495882205,0.3955732122587968,-0.017074687666497317,-0.02634991509548168,0.36888239590942296
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,10,679,-0.002005875552180971,-0.0030162529300138408,0.2650957290132548,-0.0021364867960951836,-0.0030162529300139518,0.29896907216494845,-0.0016123704406147217,-0.0030162529300138408,0.37702503681885124,-0.001296774229887687,-0.002466729480603669,0.4174041297935103,-0.004108749325556468,-0.006312852006215175,0.39349112426035504,-0.017105870614721207,-0.015498052580342203,0.35745937961595275,-0.01712933866919438,-0.01914867602176107,0.3466666666666667,-0.008012463112435916,-0.014385365835198005,0.40296296296296297
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,20,2238,-0.002853524995975006,-0.0030162529300138408,0.22117962466487937,-0.0026455645517405595,-0.0030162529300139518,0.28820375335120646,-0.0026298601665517,-0.0030162529300138408,0.32409476978095664,-0.0026859046850469777,-0.00415613365772205,0.35062611806797855,-0.00807270756529336,-0.008056067829339653,0.36155913978494625,-0.015079546476739782,-0.010421431005160853,0.3974014336917563,-0.012673246323694641,-0.01427582296879193,0.380653828929691,-0.010220728566413899,-0.015028105304350836,0.36587550380653827
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,40,3394,-0.0027881135134214243,-0.0030162529300139518,0.24248674130819092,-0.0026969332985546817,-0.0033995607912480352,0.28853521956970235,-0.0025325796715659735,-0.0034408627030418915,0.31712348953728264,-0.002557338986519673,-0.004439498821619758,0.35750073681108163,-0.004161483006515698,-0.006976200898311136,0.38931523022432113,-0.005581121844794446,-0.007843092664073459,0.40183052849129025,-0.008517858343942442,-0.012383511358669885,0.36887182516243355,-0.01711391826672012,-0.0207141892685343,0.32998225901833234
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,60,3056,-0.0026718481942671264,-0.0030162529300138408,0.26210732984293195,-0.002677349027638486,-0.003613139030349155,0.30726439790575916,-0.00249441352258563,-0.0034855415545016477,0.3357329842931937,-0.002656400886836451,-0.004463487439216152,0.3475130890052356,-0.007992397348580631,-0.011517488980044288,0.34076015727391873,-0.009588506443756679,-0.012304921380976386,0.37340320995741894,-0.010959202149827532,-0.015204041291819848,0.36811023622047245,-0.02121783742928785,-0.028256347792545156,0.3255661306202822
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,120,2188,-0.002796543165194841,-0.0030162529300138408,0.2970749542961609,-0.003113790267699065,-0.0030162529300139518,0.32678244972577697,-0.002772486088828574,-0.0030162529300139518,0.35390946502057613,-0.001923648465271291,-0.0030162529300139518,0.39003200731595794,-0.005857770177792459,-0.010359796454099346,0.38038496791934007,-0.004887080734354389,-0.008617285216923953,0.4082379862700229,-0.008090330743434685,-0.012727873523736444,0.3918423464711274,-0.024044908426472607,-0.03492214100955554,0.31805682859761686
primary_development_2022_2023_partial,2022-03,s2_first_touch_reclaim,240,1649,-0.0026897710795495363,-0.0030162529300138408,0.30624620982413586,-0.0026065242513207097,-0.0030162529300138408,0.3470873786407767,-0.0022130032748277424,-0.0030162529300138408,0.3786407766990291,-0.0019617646841346573,-0.0030162529300138408,0.41444174757281554,-0.0042606962125991635,-0.007704264279872919,0.4083992696287279,-0.0029067630492568375,-0.007527491604538583,0.4365513054037644,-0.006189338518650667,-0.010756809972482406,0.40922890103217974,-0.022234107704812833,-0.03363307322331838,0.3400243309002433
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,10,44042,-0.003019241070628942,-0.0030162529300138408,0.16906973047841783,-0.0026631122814812446,-0.0030162529300138408,0.24904066665152927,-0.0023971867384757943,-0.0030162529300138408,0.30168714094325483,-0.0026435139590524144,-0.0035209270616614052,0.33621805792163545,-0.004533516070907712,-0.004564364338507598,0.40786810687890845,-0.0070137485456623445,-0.007475035340881453,0.3983345846699884,-0.00871086562680077,-0.01017163867453541,0.38416922552030025,-0.010640457096806093,-0.013675464537096449,0.3835207868494149
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,20,30370,-0.002955834352372902,-0.0030162529300138408,0.1708594007243991,-0.0025954435751514705,-0.0030162529300138408,0.2518440463645943,-0.0025681516853088946,-0.0030162529300138408,0.29500098794704604,-0.0027846847399567985,-0.0036399524902702707,0.33485951447676143,-0.004494891030906776,-0.004656028829799874,0.4087925859965041,-0.0047419969756824385,-0.00482566081943292,0.4360386505293012,-0.005382004132466446,-0.006211713657802376,0.4255662896897359,-0.009242047086607044,-0.010931335873892056,0.40015183522577236
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,40,21537,-0.0029991428811195616,-0.0030162529300139518,0.16780424385940473,-0.0027985437139780977,-0.0030162529300138408,0.24172354552630357,-0.0027195384262045513,-0.0030162529300139518,0.2870409063472164,-0.0029962555664165315,-0.003880190319155985,0.32354990015325313,-0.0035895965846625346,-0.005261711819811388,0.3906431660698507,-0.0034672300545197455,-0.005566083485180062,0.41521011528449236,-0.0060480675930363005,-0.008986215487318816,0.386442884373983,-0.010794689534767915,-0.013908944341347262,0.3754889178617992
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,60,14552,-0.0029935895135565485,-0.0030162529300139518,0.18402968664101155,-0.0028967796675502867,-0.0030162529300139518,0.25077314273933066,-0.002839173830964933,-0.003016252930014063,0.29434403133805237,-0.003172507742424845,-0.004395206937026441,0.3174101312805004,-0.003536380791036206,-0.0059834664629602186,0.39858214605272213,-0.0034307719172012373,-0.005575907333044305,0.43443526170798896,-0.005656693995380749,-0.008544813449810507,0.4108163968308646,-0.011180059609267795,-0.015412143213299645,0.39017998758706296
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,120,7213,-0.00287898838374253,-0.0030162529300139518,0.2223762650769444,-0.0026297543050272827,-0.0030162529300139518,0.284070428393179,-0.0024260104010733717,-0.0037283841779209848,0.323998336337169,-0.002430808103255724,-0.00435135001346898,0.35574656869541105,-0.0018874380963405312,-0.004634733038893835,0.4392614188532556,-0.0017235530220606273,-0.00518951450400873,0.44668147736739794,-0.004987759916139708,-0.007832599534216778,0.4286309937456567,-0.009050414295031447,-0.012798595501428367,0.4220030559799972
primary_development_2022_2023_partial,2022-03,s2_reclaim_acceleration,240,4895,-0.0030261315168826717,-0.0030162529300139518,0.22431052093973441,-0.0026834370102453357,-0.0030162529300139518,0.29765066394279877,-0.0025575287379305494,-0.0030162529300139518,0.3334014300306435,-0.002715674496716226,-0.004254742056808869,0.3589376915219612,-0.0009828927531835671,-0.0030162529300138408,0.45779685264663805,-0.0004163979077630225,-0.0030162529300137297,0.4748054076198279,-0.0019751753724265007,-0.005178907478972428,0.462169366413779,-0.003841349327910141,-0.008494185606222282,0.45996313741552325
primary_development_2022_2023_partial,2022-03,s2_reclaim_breakout_recent,10,7313,-0.003238789189196201,-0.0030528462039014492,0.2239846848078764,-0.0032284148346774693,-0.003921504516336327,0.2759469437987146,-0.0033078377560605775,-0.004416511001741341,0.3089019554218515,-0.0037398715885471772,-0.005304225563945775,0.33679890560875514,-0.008551595329588914,-0.010070383215886491,0.3852896863443364,-0.015178439719681846,-0.018841391772394522,0.3522960932145305,-0.02207178485385942,-0.027421133525481978,0.3271232876712329,-0.02689911020287715,-0.034983667665724805,0.3207676490747087
primary_development_2022_2023_partial,2022-03,s2_reclaim_breakout_recent,20,4575,-0.0030669922292162156,-0.0030162529300139518,0.23978142076502731,-0.0030935390493384194,-0.003773264127485243,0.28655737704918033,-0.003280177476443966,-0.004480252558603959,0.310080909687295,-0.003198705575416525,-0.005088984212903658,0.34755030621172356,-0.008001458802130582,-0.010836562160793983,0.3799518494200044,-0.013943819241708228,-0.017465292742622318,0.37097833223900195,-0.016929430040198663,-0.021989992061103636,0.35736196319018404,-0.025210056877280576,-0.03170643270181184,0.32910006568863587
primary_development_2022_2023_partial,2022-03,s2_reclaim_breakout_recent,40,3053,-0.002803326179139765,-0.0030162529300138408,0.262364886996397,-0.0019218872791244154,-0.0030162529300139518,0.3299475753604194,-0.0022503477693207197,-0.0036561783941315706,0.34665792922673655,-0.002623175621682979,-0.0046466444486143454,0.3764744429882045,-0.008421394182704496,-0.011510385021583802,0.39711664482306686,-0.011396321935995959,-0.016105817754507756,0.39049180327868854,-0.01656937179294889,-0.0220698320745486,0.3678688524590164,-0.0356062195421327,-0.046563734485738084,0.2856204858831254
primary_development_2022_2023_partial,2022-03,s2_reclaim_breakout_recent,60,2193,-0.002625133778889282,-0.0030162529300138408,0.2672138622891017,-0.001854452817664595,-0.0030162529300138408,0.33606931144550845,-0.0022394463419473537,-0.003752034293165063,0.3492932056543548,-0.002658175238388091,-0.004855706337891785,0.3684450524395805,-0.008816562217556568,-0.01226185182092554,0.3907888736890105,-0.0093472615163563,-0.012067986042192835,0.40894568690095845,-0.015103038348241017,-0.018354464423398165,0.3795620437956204,-0.03828735547736941,-0.04750974246867434,0.28284671532846717
