sample_group,strategy_id,ma_period,metric,horizon,observed_count,mean,median,std,win_rate,profit_factor,signal_count,date_count,symbol_count,event_trigger_count,entry_observed_count,entry_executable_count,missing_count,missing_fraction,observed_fraction
supplemental_2023_09_legacy,s2_reclaim_recent_high,10,gross_return,30m,41958,-0.0001540560053755,-0.0006915629322269,0.0078631751229069,0.3758758758758759,0.9362952949403972,41964,20,3049,1,41964,41964,6,0.00014297969688304262,0.999857020303117
supplemental_2023_09_legacy,s2_reclaim_recent_high,20,gross_return,30m,30519,-0.0003337317405959,-0.0007683442182098,0.0076007841121503,0.3726203348733576,0.8642738997063601,30525,20,3048,1,30525,30525,6,0.00019656019656019656,0.9998034398034398
supplemental_2023_09_legacy,s2_reclaim_recent_high,40,gross_return,30m,21123,-0.0003715613745652,-0.0008333333333333,0.0080103656981466,0.3656677555271505,0.8540052715056995,21124,20,3006,1,21124,21124,1,4.733951903048665e-05,0.9999526604809695
supplemental_2023_09_legacy,s2_reclaim_recent_high,60,gross_return,30m,17953,-0.0002964699859444,-0.0007621951219511,0.007900119694422,0.3787110789283128,0.8843831598745795,17956,20,2899,1,17956,17956,3,0.00016707507239919803,0.9998329249276008
supplemental_2023_09_legacy,s2_reclaim_recent_high,120,gross_return,30m,12831,-0.0002634906143209,-0.0008598452278592,0.0083441299558169,0.3792377834931026,0.9023259821998584,12832,20,2233,1,12832,12832,1,7.793017456359102e-05,0.9999220698254364
supplemental_2023_09_legacy,s2_reclaim_recent_high,240,gross_return,30m,8361,-0.0003225555570273,-0.0008244023083266,0.0091261069760112,0.3761511780887454,0.8869020908295812,8362,20,1673,1,8362,8362,1,0.00011958861516383641,0.9998804113848362
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,10,gross_return,30m,43293,0.0002436490807654,0.0,0.0078156503136484,0.3913796687686231,1.1114322161587578,43294,20,3049,1,43294,43294,1,2.309788885295884e-05,0.9999769021111471
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,20,gross_return,30m,31704,8.232734886102369e-05,0.0,0.0076490245884697,0.3907077971233914,1.036935566621166,31704,20,3048,1,31704,31704,0,0.0,1.0
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,40,gross_return,30m,21228,3.967550118788707e-05,0.0,0.0079406882610205,0.3839739966082532,1.01712739026353,21228,20,2954,1,21228,21228,0,0.0,1.0
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,60,gross_return,30m,17547,3.679382408075036e-05,0.0,0.0081090360075215,0.3867327748333048,1.015388817726896,17548,20,2815,1,17548,17548,1,5.6986551173922956e-05,0.9999430134488261
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,120,gross_return,30m,12373,0.000271733090003,0.0,0.0087864421996023,0.4038632506263638,1.1100525803685757,12373,20,2164,1,12373,12373,0,0.0,1.0
supplemental_2023_09_legacy,s4_auction_confirmed_reclaim,240,gross_return,30m,8036,0.0001632934386568,0.0,0.0091258430759379,0.3982080637132902,1.0623602387298652,8036,20,1564,1,8036,8036,0,0.0,1.0
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,10,gross_return,30m,71734,3.7498464783729576e-05,0.0,0.0077288504242271,0.3889229653999498,1.016395163407928,71739,20,3049,1,71739,71739,5,6.969709641896318e-05,0.9999303029035811
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,20,gross_return,30m,53027,-4.955002110022453e-05,0.0,0.0076218755424431,0.3895939804250665,0.97841867363456,53032,20,3049,1,53032,53032,5,9.428269723940262e-05,0.9999057173027606
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,40,gross_return,30m,37043,-0.0001175768888595,0.0,0.0079494841172645,0.3822854520422212,0.9508523921095344,37043,20,3033,1,37043,37043,0,0.0,1.0
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,60,gross_return,30m,31073,-0.0001455580141796,0.0,0.0080002995154014,0.3866700994432465,0.9412056007868064,31077,20,2969,1,31077,31077,4,0.00012871255269170125,0.9998712874473082
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,120,gross_return,30m,21500,0.0001091496033362,0.0,0.0086953790635893,0.4052093023255814,1.0431208678316757,21502,20,2334,1,21502,21502,2,9.301460329271696e-05,0.9999069853967073
supplemental_2023_09_legacy,s4_reclaim_amount_acceleration,240,gross_return,30m,14559,-4.69530878657286e-05,0.0,0.0090960396557656,0.3963184284634933,0.98249535056017,14560,20,1787,1,14560,14560,1,6.868131868131868e-05,0.9999313186813187
supplemental_2023_09_legacy,s4_reclaim_volume_normal,10,gross_return,30m,66028,5.223211495963603e-05,0.0,0.0064706239036422,0.3871842248742957,1.0269065178853578,66032,20,3049,1,66032,66032,4,6.05766900896535e-05,0.9999394233099104
supplemental_2023_09_legacy,s4_reclaim_volume_normal,20,gross_return,30m,48527,-0.0001018146901779,0.0,0.0063486052697845,0.3839512024233931,0.9487812556121304,48531,20,3049,1,48531,48531,4,8.242154499186087e-05,0.9999175784550082
supplemental_2023_09_legacy,s4_reclaim_volume_normal,40,gross_return,30m,33757,-8.696982664428499e-05,0.0,0.0065185483539886,0.3832686553899931,0.9569263303011224,33757,20,3024,1,33757,33757,0,0.0,1.0
supplemental_2023_09_legacy,s4_reclaim_volume_normal,60,gross_return,30m,28185,-5.0444649132547865e-05,0.0,0.0064566965262517,0.3904913961326947,0.975446224915676,28188,20,2935,1,28188,28188,3,0.00010642826734780758,0.9998935717326521
supplemental_2023_09_legacy,s4_reclaim_volume_normal,120,gross_return,30m,19516,4.384135177606471e-05,0.0,0.0067952419345783,0.4001332240213158,1.0208246058485648,19518,20,2277,1,19518,19518,2,0.00010246951531919253,0.9998975304846808
supplemental_2023_09_legacy,s4_reclaim_volume_normal,240,gross_return,30m,13186,-1.2915282262003977e-07,0.0,0.0071016993116621,0.3946610040952525,0.9999406459430338,13187,20,1735,1,13187,13187,1,7.58322590429969e-05,0.999924167740957
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,10,gross_return,30m,54263,0.0002955755766864,0.0,0.007789978491534,0.3964579916333413,1.1355416064678594,54268,20,3049,1,54268,54268,5,9.213532837031031e-05,0.9999078646716297
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,20,gross_return,30m,39204,0.0001481648835207,0.0,0.0076936078388619,0.3950107131925314,1.066477973090303,39206,20,3048,1,39206,39206,2,5.101260011222772e-05,0.9999489873998878
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,40,gross_return,30m,27292,3.9897316281477606e-05,0.0,0.0081744384148287,0.382786164443793,1.01689409991757,27294,20,3017,1,27294,27294,2,7.327617791455998e-05,0.9999267238220855
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,60,gross_return,30m,22660,5.975356643643679e-05,0.0,0.008236902381664,0.3909090909090909,1.024655221713352,22664,20,2935,1,22664,22664,4,0.00017649135192375574,0.9998235086480762
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,120,gross_return,30m,15819,0.0002551997347042,0.0,0.008829601434729,0.4066628737594032,1.102509898126263,15820,20,2288,1,15820,15820,1,6.321112515802781e-05,0.9999367888748419
supplemental_2023_09_legacy,s4_reclaim_volume_proxy,240,gross_return,30m,10705,9.326119260844325e-05,0.0,0.0094011701124172,0.3970107426436244,1.034927993668568,10706,20,1724,1,10706,10706,1,9.340556697179151e-05,0.9999065944330282
supplemental_2023_09_legacy,s4_reclaim_vwap_support,10,gross_return,30m,72961,2.1504323319961024e-05,0.0,0.0076306365606816,0.3863022710763285,1.009490857756324,72966,20,3046,1,72966,72966,5,6.852506646931448e-05,0.9999314749335307
supplemental_2023_09_legacy,s4_reclaim_vwap_support,20,gross_return,30m,53881,-6.065676811083112e-05,0.0,0.0075125078645433,0.3877804792041721,0.9733379080658217,53886,20,3046,1,53886,53886,5,9.278847938239989e-05,0.9999072115206176
supplemental_2023_09_legacy,s4_reclaim_vwap_support,40,gross_return,30m,37542,-0.0001267564164333,0.0,0.0078227807679458,0.3812796334771722,0.9464377331168377,37543,20,3029,1,37543,37543,1,2.6636123911248436e-05,0.9999733638760887
supplemental_2023_09_legacy,s4_reclaim_vwap_support,60,gross_return,30m,31435,-0.0001413846825524,0.0,0.0079225438650805,0.3859710513758549,0.9422271902121538,31438,20,2965,1,31438,31438,3,9.542591767924168e-05,0.9999045740823208
supplemental_2023_09_legacy,s4_reclaim_vwap_support,120,gross_return,30m,21668,0.0001031105695944,0.0,0.0085918659559479,0.4046058704079749,1.0411080715154697,21669,20,2332,1,21669,21669,1,4.614887627486271e-05,0.9999538511237251
supplemental_2023_09_legacy,s4_reclaim_vwap_support,240,gross_return,30m,14647,-2.557548058581912e-05,0.0,0.0090048280323205,0.3969413531781252,0.9903471839414232,14648,20,1784,1,14648,14648,1,6.826870562534134e-05,0.9999317312943746
supplemental_2023_09_legacy,cs_r3_leader_confirmation,10,gross_return,3d,11463,-0.0022891359991292,-0.0059276822762299,0.0376704263829243,0.388467242432173,0.8307847970309324,11475,20,2895,1,11475,11475,12,0.0010457516339869282,0.9989542483660131
supplemental_2023_09_legacy,cs_r3_leader_confirmation,20,gross_return,3d,9393,-0.0038676090106067,-0.0074766355140185,0.0375628895384972,0.3595230490791014,0.7325237102865045,9403,20,2805,1,9403,9403,10,0.0010634903754121025,0.9989365096245879
supplemental_2023_09_legacy,cs_r3_leader_confirmation,40,gross_return,3d,6954,-0.0048105719905392,-0.0080851638713782,0.0371551429079918,0.3551912568306011,0.681490696751172,6966,20,2515,1,6966,6966,12,0.0017226528854435831,0.9982773471145564
supplemental_2023_09_legacy,cs_r3_leader_confirmation,60,gross_return,3d,5827,-0.0050103812696293,-0.0084317032040471,0.0384544615641709,0.3576454436245066,0.6773109979413214,5834,20,2299,1,5834,5834,7,0.0011998628728145354,0.9988001371271855
supplemental_2023_09_legacy,cs_r3_leader_confirmation,120,gross_return,3d,4468,-0.0048678011626609,-0.0081395848158418,0.0395625686480372,0.3708594449418084,0.6930051846061352,4477,20,1764,1,4477,4477,9,0.0020102747375474648,0.9979897252624526
supplemental_2023_09_legacy,cs_r3_leader_confirmation,240,gross_return,3d,2975,-0.0033169471926327,-0.006711409395973,0.0421294270292564,0.3979831932773109,0.7874144586062353,2980,20,1253,1,2980,2980,5,0.0016778523489932886,0.9983221476510067
supplemental_2023_09_legacy,fu_r3_core_pullback,10,gross_return,3d,3483,-0.0025947633452366,-0.0082644628099172,0.0430159210964237,0.3838644846396784,0.8388020444150941,3486,11,2056,1,3486,3486,3,0.0008605851979345956,0.9991394148020654
supplemental_2023_09_legacy,fu_r3_core_pullback,20,gross_return,3d,3485,-0.0045751160373072,-0.0105820105820104,0.0422776329835478,0.3529411764705882,0.7288696425154251,3488,11,1995,1,3488,3488,3,0.0008600917431192661,0.9991399082568807
supplemental_2023_09_legacy,fu_r3_core_pullback,40,gross_return,3d,3020,-0.0065704661172357,-0.0124332985124709,0.0399549026485657,0.3294701986754967,0.6258258971224753,3025,11,1722,1,3025,3025,5,0.001652892561983471,0.9983471074380166
supplemental_2023_09_legacy,fu_r3_core_pullback,60,gross_return,3d,2490,-0.0068859367581718,-0.0123906535256207,0.0420136118033649,0.3333333333333333,0.6242369110855587,2491,11,1499,1,2491,2491,1,0.0004014452027298274,0.9995985547972702
supplemental_2023_09_legacy,fu_r3_core_pullback,120,gross_return,3d,1894,-0.0064612165679449,-0.0120495203526056,0.0430124494017543,0.3611404435058078,0.6539649710283957,1897,11,1141,1,1897,1897,3,0.0015814443858724301,0.9984185556141276
supplemental_2023_09_legacy,fu_r3_core_pullback,240,gross_return,3d,1163,-0.0053420650271908,-0.0106100795755967,0.0440243038033691,0.3680137575236457,0.7050658842479677,1165,11,764,1,1165,1165,2,0.0017167381974248926,0.9982832618025751
supplemental_2023_09_legacy,ht_r3_core_pullback,10,gross_return,3d,8216,-0.0025868349833856,-0.0059880239520957,0.0373807218767625,0.3879016553067186,0.8095555685707324,8226,20,2713,1,8226,8226,10,0.0012156576707999028,0.9987843423292001
supplemental_2023_09_legacy,ht_r3_core_pullback,20,gross_return,3d,7011,-0.0044355560337202,-0.0078277886497064,0.0374357260978808,0.3600057053202111,0.7011853187102404,7019,20,2573,1,7019,7019,8,0.0011397634990739421,0.998860236500926
supplemental_2023_09_legacy,ht_r3_core_pullback,40,gross_return,3d,5266,-0.0060254600754239,-0.0092095219247405,0.0367356344482214,0.3446638815039878,0.6193349199532846,5278,20,2219,1,5278,5278,12,0.0022735884804850324,0.997726411519515
supplemental_2023_09_legacy,ht_r3_core_pullback,60,gross_return,3d,4407,-0.0057652320350651,-0.009433962264151,0.0379070081489236,0.350124801452235,0.6396369568152307,4412,20,2020,1,4412,4412,5,0.0011332728921124207,0.9988667271078876
supplemental_2023_09_legacy,ht_r3_core_pullback,120,gross_return,3d,3442,-0.0060095154304391,-0.0083629700345848,0.037965251521905,0.3715862870424172,0.629815214633772,3450,20,1549,1,3450,3450,8,0.002318840579710145,0.9976811594202899
supplemental_2023_09_legacy,ht_r3_core_pullback,240,gross_return,3d,2248,-0.0039201069927434,-0.0067146298419405,0.0413825933347725,0.3959074733096085,0.7539228592113114,2253,20,1077,1,2253,2253,5,0.0022192632046160675,0.9977807367953839
supplemental_2023_09_legacy,ng_r1_auction_reclaim,10,gross_return,3d,18290,-0.0065604835161193,-0.0106990014265335,0.0342126112322248,0.3158009841443411,0.5736666039414419,18296,11,3025,1,18296,18296,6,0.00032794053344993443,0.99967205946655
supplemental_2023_09_legacy,ng_r1_auction_reclaim,20,gross_return,3d,14030,-0.0078366041710098,-0.0116279069767439,0.0340706416468159,0.292943692088382,0.5144351507205646,14037,11,2974,1,14037,14037,7,0.0004986820545700648,0.99950131794543
supplemental_2023_09_legacy,ng_r1_auction_reclaim,40,gross_return,3d,9864,-0.0092375367461749,-0.0126582278481012,0.0330873963089382,0.2821370640713706,0.4545401383042318,9872,11,2710,1,9872,9872,8,0.0008103727714748784,0.9991896272285251
supplemental_2023_09_legacy,ng_r1_auction_reclaim,60,gross_return,3d,8256,-0.0097222237504444,-0.0134228187919461,0.0341155681482396,0.2749515503875969,0.4431497157641776,8263,11,2478,1,8263,8263,7,0.0008471499455403607,0.9991528500544596
supplemental_2023_09_legacy,ng_r1_auction_reclaim,120,gross_return,3d,5636,-0.0082848880413709,-0.0122609801771152,0.0354180143803775,0.3112136266855926,0.515132807793909,5639,11,1833,1,5639,5639,3,0.0005320092214931725,0.9994679907785068
supplemental_2023_09_legacy,ng_r1_auction_reclaim,240,gross_return,3d,3441,-0.0077542224787058,-0.0121580547112462,0.0375017706303395,0.3109561174077303,0.546306372205814,3444,11,1248,1,3444,3444,3,0.0008710801393728223,0.9991289198606271
supplemental_2023_09_legacy,ng_r3_volume_quality,10,gross_return,3d,50501,-0.0037212676538405,-0.0059790732436472,0.0321333080873415,0.3684283479535059,0.7026487839744744,50551,20,3049,1,50551,50551,50,0.0009891001167138139,0.9990108998832862
supplemental_2023_09_legacy,ng_r3_volume_quality,20,gross_return,3d,37371,-0.003286147265989,-0.0056433408577876,0.0321680981865568,0.3756656230767172,0.7339200578960232,37408,20,3047,1,37408,37408,37,0.000989093242087254,0.9990109067579127
supplemental_2023_09_legacy,ng_r3_volume_quality,40,gross_return,3d,25908,-0.004054538740919,-0.0062893081761006,0.0323078632463212,0.3684190211517678,0.6865100912538709,25938,20,3002,1,25938,25938,30,0.0011566042100393246,0.9988433957899607
supplemental_2023_09_legacy,ng_r3_volume_quality,60,gross_return,3d,21780,-0.0044050422239953,-0.0068516623320533,0.0326562196698859,0.3664830119375574,0.6691459871763888,21799,20,2886,1,21799,21799,19,0.000871599614661223,0.9991284003853388
supplemental_2023_09_legacy,ng_r3_volume_quality,120,gross_return,3d,15162,-0.0032906306026814,-0.0054545454545454,0.0334353512876059,0.39196675900277,0.7486376183003096,15179,20,2206,1,15179,15179,17,0.0011199683773634626,0.9988800316226365
supplemental_2023_09_legacy,ng_r3_volume_quality,240,gross_return,3d,10200,-0.0032354366075398,-0.0054401635815755,0.0354774475679891,0.3913725490196078,0.7582498222641716,10209,20,1667,1,10209,10209,9,0.000881575080811049,0.9991184249191889
supplemental_2023_09_legacy,s0_distance_only,10,gross_return,3d,107292,-0.0032056013256616,-0.0053361792956242,0.0307155694548126,0.3773720314655333,0.7281764349983535,107398,20,3049,1,107398,107398,106,0.0009869829978211885,0.9990130170021788
supplemental_2023_09_legacy,s0_distance_only,20,gross_return,3d,80856,-0.0032283262134622,-0.00528867445167,0.0303989789641493,0.3771767092114376,0.7258550631300428,80921,20,3048,1,80921,80921,65,0.0008032525549610113,0.999196747445039
supplemental_2023_09_legacy,s0_distance_only,40,gross_return,3d,56615,-0.0037425827668392,-0.0056100981767182,0.0301592673068157,0.3734169389737702,0.6914332854007056,56678,20,3041,1,56678,56678,63,0.0011115423974028724,0.9988884576025971
supplemental_2023_09_legacy,s0_distance_only,60,gross_return,3d,47520,-0.0038979924223042,-0.0061224489795917,0.030490979455043,0.3696338383838384,0.6857135634983202,47562,20,2988,1,47562,47562,42,0.0008830579033682352,0.9991169420966317
supplemental_2023_09_legacy,s0_distance_only,120,gross_return,3d,32078,-0.0030933187736993,-0.0052356020942409,0.0315886032748082,0.394351268782343,0.7503771571421105,32107,20,2390,1,32107,32107,29,0.0009032298252717476,0.9990967701747282
supplemental_2023_09_legacy,s0_distance_only,240,gross_return,3d,21515,-0.0026316852177766,-0.0050251256281408,0.0338975909668478,0.3955844759470137,0.7888081699998004,21536,20,1847,1,21536,21536,21,0.000975111441307578,0.9990248885586924
supplemental_2023_09_legacy,s0_liquidity_matched,10,gross_return,3d,1059712,-0.0030843472108326,-0.0054644808743169,0.0353512726456404,0.3858727654306075,0.7614987436512866,1060771,20,3047,1,1060771,1060771,1059,0.000998330459637377,0.9990016695403626
supplemental_2023_09_legacy,s0_liquidity_matched,20,gross_return,3d,816337,-0.0032828400920385,-0.0056726094003242,0.0349811236627192,0.3817320542864038,0.7477028015877655,816888,20,3047,1,816888,816888,551,0.0006745110712851701,0.9993254889287149
supplemental_2023_09_legacy,s0_liquidity_matched,40,gross_return,3d,605175,-0.0033819688140681,-0.0057183702644746,0.0349763280862185,0.3820911306646837,0.7398645786190433,605657,20,3047,1,605657,605657,482,0.0007958299829771636,0.9992041700170229
supplemental_2023_09_legacy,s0_liquidity_matched,60,gross_return,3d,523417,-0.0034156304325948,-0.0055910543130992,0.0351078054727308,0.3851346058687432,0.7393114404128645,523784,20,3047,1,523784,523784,367,0.0007006705053991722,0.9992993294946009
supplemental_2023_09_legacy,s0_liquidity_matched,120,gross_return,3d,391641,-0.0033467820054673,-0.005599104143337,0.0343888808291437,0.3824803838208972,0.7376514042204618,391950,20,3046,1,391950,391950,309,0.0007883658629927287,0.9992116341370073
supplemental_2023_09_legacy,s0_liquidity_matched,240,gross_return,3d,305092,-0.0032930267109607,-0.0055043213879469,0.0351805845688704,0.384582355486214,0.7449394542238715,305350,20,3044,1,305350,305350,258,0.0008449320451940397,0.9991550679548059
supplemental_2023_09_legacy,s0_random_matched,10,gross_return,3d,242375,-0.002767317327208,-0.0048387096774192,0.0349291959550622,0.3971449200618875,0.7810776320886934,242602,20,3050,1,242602,242602,227,0.0009356889061095952,0.9990643110938904
supplemental_2023_09_legacy,s0_random_matched,20,gross_return,3d,242265,-0.0027465455927719,-0.0048309178743959,0.0349069328917258,0.3971725176975625,0.7824082075775161,242493,20,3049,1,242493,242493,228,0.0009402333263228217,0.9990597666736771
supplemental_2023_09_legacy,s0_random_matched,40,gross_return,3d,242292,-0.0027482194598458,-0.004830917874396,0.0348831588430404,0.3973016030244498,0.7822336480973386,242520,20,3049,1,242520,242520,228,0.0009401286491835725,0.9990598713508164
supplemental_2023_09_legacy,s0_random_matched,60,gross_return,3d,242281,-0.0027541212387581,-0.0048169556840077,0.0348035189094975,0.3965395553097436,0.7816066732543587,242509,20,3048,1,242509,242509,228,0.0009401712926118206,0.9990598287073882
supplemental_2023_09_legacy,s0_random_matched,120,gross_return,3d,242123,-0.0027311932883859,-0.0048030739673391,0.0348349593106888,0.3969511364058763,0.7832697964581351,242351,20,3046,1,242351,242351,228,0.0009407842344368293,0.9990592157655632
supplemental_2023_09_legacy,s0_random_matched,240,gross_return,3d,241940,-0.0027487006791262,-0.0048465266558966,0.0348661873809126,0.3967057948251632,0.7820899290948797,242168,20,3044,1,242168,242168,228,0.0009414951603845265,0.9990585048396154
supplemental_2023_09_legacy,s0_strong_no_ma,10,gross_return,3d,108501,-0.0045315335945651,-0.0069605568445474,0.0365080698820513,0.3583284946682519,0.6737723748908541,108608,20,3050,1,108608,108608,107,0.0009851944608131997,0.9990148055391868
supplemental_2023_09_legacy,s0_strong_no_ma,20,gross_return,3d,108497,-0.0045275739043449,-0.0069605568445473,0.0364981726274082,0.358332488455902,0.6739674676558478,108604,20,3049,1,108604,108604,107,0.000985230746565504,0.9990147692534345
supplemental_2023_09_legacy,s0_strong_no_ma,40,gross_return,3d,108486,-0.0045244738765765,-0.0069573861180742,0.0364959388938176,0.3583319506664454,0.6741295451818182,108593,20,3049,1,108593,108593,107,0.0009853305461678008,0.9990146694538322
supplemental_2023_09_legacy,s0_strong_no_ma,60,gross_return,3d,108461,-0.0045216552640003,-0.0069560378408459,0.0364555453821736,0.3583500059929375,0.6741007589773209,108568,20,3048,1,108568,108568,107,0.0009855574386559577,0.9990144425613441
supplemental_2023_09_legacy,s0_strong_no_ma,120,gross_return,3d,108416,-0.0045168557356918,-0.0069547029229481,0.0364576010960175,0.3583603896103896,0.6743852043685902,108523,20,3046,1,108523,108523,107,0.0009859661085668476,0.9990140338914332
supplemental_2023_09_legacy,s0_strong_no_ma,240,gross_return,3d,108340,-0.0045205971525074,-0.0069605568445473,0.0364632302294106,0.3582333394868008,0.6741826505205277,108447,20,3044,1,108447,108447,107,0.0009866570767287247,0.9990133429232713
supplemental_2023_09_legacy,s1_break_reclaim_stable3,10,gross_return,3d,61927,-0.0036676276065495,-0.0061728395061728,0.0326228313568825,0.3659954462512313,0.7079613809890121,61986,20,3049,1,61986,61986,59,0.0009518278320911174,0.9990481721679089
supplemental_2023_09_legacy,s1_break_reclaim_stable3,20,gross_return,3d,45570,-0.0034205249355478,-0.0058365758754863,0.0324504547681636,0.3730963353083169,0.7252664871601513,45606,20,3049,1,45606,45606,36,0.0007893698197605578,0.9992106301802395
supplemental_2023_09_legacy,s1_break_reclaim_stable3,40,gross_return,3d,31908,-0.0040966055832929,-0.0064377682403432,0.032561229350987,0.3656763194183277,0.683826802042744,31943,20,3028,1,31943,31943,35,0.0010957017186864102,0.9989042982813136
supplemental_2023_09_legacy,s1_break_reclaim_stable3,60,gross_return,3d,26467,-0.0044515267443238,-0.0069589422407793,0.0327753868853197,0.3598821173536857,0.6659815000442781,26494,20,2937,1,26494,26494,27,0.0010190986638484185,0.9989809013361516
supplemental_2023_09_legacy,s1_break_reclaim_stable3,120,gross_return,3d,18536,-0.0033492096498636,-0.0057142857142857,0.0335817651041946,0.3873543375053949,0.7439752327249401,18555,20,2278,1,18555,18555,19,0.00102398275397467,0.9989760172460254
supplemental_2023_09_legacy,s1_break_reclaim_stable3,240,gross_return,3d,12473,-0.0029610086886733,-0.005540166204986,0.0362324125117066,0.3916459552633689,0.7779791690862347,12483,20,1736,1,12483,12483,10,0.0008010894816951053,0.9991989105183049
supplemental_2023_09_legacy,s1_near_reversal,10,gross_return,3d,84996,-0.0039351857995409,-0.0063118811881187,0.0312906525101297,0.3634759282789778,0.6834012835509167,85074,20,3049,1,85074,85074,78,0.0009168488609916073,0.9990831511390084
supplemental_2023_09_legacy,s1_near_reversal,20,gross_return,3d,64237,-0.00354875473024,-0.0057937427578216,0.0310399336108854,0.3700826626399116,0.7094006018052312,64287,20,3049,1,64287,64287,50,0.0007777622225333271,0.9992222377774667
supplemental_2023_09_legacy,s1_near_reversal,40,gross_return,3d,45093,-0.0040375590120627,-0.0061022120518688,0.0307135291900878,0.3678397977513139,0.6763297647830698,45149,20,3033,1,45149,45149,56,0.0012403375490044077,0.9987596624509956
supplemental_2023_09_legacy,s1_near_reversal,60,gross_return,3d,37837,-0.004406781003994,-0.0067934782608697,0.0312255061184208,0.3649073658059571,0.6593179763694991,37870,20,2955,1,37870,37870,33,0.0008714021653023501,0.9991285978346977
supplemental_2023_09_legacy,s1_near_reversal,120,gross_return,3d,26143,-0.0033716441350017,-0.0054844606946982,0.0318774774813316,0.3898557931377424,0.732610023911478,26170,20,2308,1,26170,26170,27,0.0010317157050057319,0.9989682842949943
supplemental_2023_09_legacy,s1_near_reversal,240,gross_return,3d,17400,-0.002998870996964,-0.0053763440860216,0.0344674337186901,0.389367816091954,0.7673913721946831,17418,20,1770,1,17418,17418,18,0.0010334137099552187,0.9989665862900448
supplemental_2023_09_legacy,s1_touch_immediate,10,gross_return,3d,80968,-0.0032109587569,-0.0055741360089186,0.0326871753007776,0.3767290781543326,0.7389448169631128,81045,20,3049,1,81045,81045,77,0.000950089456474798,0.9990499105435252
supplemental_2023_09_legacy,s1_touch_immediate,20,gross_return,3d,59670,-0.0031223563741041,-0.0054794520547944,0.0323600349782023,0.3787665493547846,0.7448387565437364,59726,20,3049,1,59726,59726,56,0.0009376151089977564,0.9990623848910023
supplemental_2023_09_legacy,s1_touch_immediate,40,gross_return,3d,41726,-0.003663910299264,-0.0058823529411766,0.0324387089444824,0.3736998514115899,0.7112032026634434,41774,20,3037,1,41774,41774,48,0.001149040072772538,0.9988509599272275
supplemental_2023_09_legacy,s1_touch_immediate,60,gross_return,3d,34989,-0.0040441073515508,-0.0065055762081785,0.0325289468016559,0.3682871759695904,0.6901229855985836,35025,20,2982,1,35025,35025,36,0.0010278372591006424,0.9989721627408994
supplemental_2023_09_legacy,s1_touch_immediate,120,gross_return,3d,24159,-0.0030939830320094,-0.0055517002081886,0.0335397637727514,0.391613891303448,0.7616043977566378,24182,20,2372,1,24182,24182,23,0.0009511206682656521,0.9990488793317344
supplemental_2023_09_legacy,s1_touch_immediate,240,gross_return,3d,16322,-0.0027732206580946,-0.0053944731203916,0.0358936910105134,0.3934566842298738,0.7895285333493226,16336,20,1830,1,16336,16336,14,0.0008570029382957884,0.9991429970617042
supplemental_2023_09_legacy,s1_touch_reclaim,10,gross_return,3d,73479,-0.0035834052993014,-0.0059880239520957,0.032592083280354,0.3692347473427782,0.7133301192780503,73548,20,3049,1,73548,73548,69,0.0009381628324359602,0.999061837167564
supplemental_2023_09_legacy,s1_touch_reclaim,20,gross_return,3d,54301,-0.0034074758503203,-0.0058055152394774,0.0324146566783706,0.3716690300362792,0.7257112979568072,54349,20,3049,1,54349,54349,48,0.0008831809232920569,0.9991168190767079
supplemental_2023_09_legacy,s1_touch_reclaim,40,gross_return,3d,37842,-0.0039466994316687,-0.0062148940563717,0.0323855400425631,0.3681887849479414,0.6926102128469555,37885,20,3033,1,37885,37885,43,0.0011350138577273328,0.9988649861422727
supplemental_2023_09_legacy,s1_touch_reclaim,60,gross_return,3d,31720,-0.0043818475501713,-0.0068390684893464,0.0326249818232825,0.3627049180327868,0.669680830003139,31752,20,2970,1,31752,31752,32,0.0010078105316200555,0.99899218946838
supplemental_2023_09_legacy,s1_touch_reclaim,120,gross_return,3d,21872,-0.0033106609038603,-0.0057728389137165,0.0336026260869618,0.3878931967812729,0.747151087337423,21894,20,2334,1,21894,21894,22,0.0010048415090892482,0.9989951584909108
supplemental_2023_09_legacy,s1_touch_reclaim,240,gross_return,3d,14798,-0.0029959231334141,-0.0055933774383626,0.0358665154088607,0.3897148263278821,0.774783052085082,14812,20,1788,1,14812,14812,14,0.000945179584120983,0.999054820415879
supplemental_2023_09_legacy,s2_first_touch_reclaim,10,gross_return,3d,229,-0.0059048580125991,-0.0095155709342561,0.0449730081030417,0.3187772925764192,0.6653983015454703,229,20,221,1,229,229,0,0.0,1.0
