sample_group,strategy_id,ma_period,metric,horizon,observed_count,mean,median,std,win_rate,profit_factor,signal_count,date_count,symbol_count,event_trigger_count,entry_observed_count,entry_executable_count,missing_count,missing_fraction,observed_fraction
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,gross_return,1d,126995,0.0004577874548548,-0.0009132420091323,0.0312294959244046,0.466664041891413,1.0433330196353117,127187,331,3042,1,127187,127187,192,0.0015095882440815493,0.9984904117559185
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,gross_return,1d,93209,-0.0001643832267956,-0.0018214936247722,0.0310166329075592,0.4509221212543853,0.9848541037749692,93362,331,3021,1,93362,93362,153,0.001638782373985133,0.9983612176260148
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,gross_return,1d,173123,-0.0012782613451505,-0.0023391812865499,0.0363175112136008,0.4442217383016699,0.9001869506678978,173457,331,3033,1,173457,173457,334,0.0019255492715773937,0.9980744507284226
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,gross_return,1d,105775,-0.0003145813936281,-0.0016795431642593,0.0353170350858861,0.4554100685417159,0.9737097436418284,105999,331,3031,1,105999,105999,224,0.002113227483278144,0.9978867725167219
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,gross_return,1d,53767,-0.0002065895630249,-0.0010775862068964,0.0353186725237755,0.4661781390071977,0.9829076244772332,53873,331,3020,1,53873,53873,106,0.001967590444192824,0.9980324095558072
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,gross_return,1d,32400,0.000131414082741,0.0,0.0361584654021063,0.4844444444444444,1.010636609377831,32448,330,2937,1,32448,32448,48,0.0014792899408284023,0.9985207100591716
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,gross_return,1d,14390,9.474691659691416e-05,-0.000839266402307,0.0375642728395995,0.4733842946490618,1.007201241429031,14408,330,2459,1,14408,14408,18,0.001249305941143809,0.9987506940588562
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,gross_return,1d,26212,0.001060588536318,0.0,0.0328477642094391,0.4837860521898367,1.1005080093571766,26235,331,2758,1,26235,26235,23,0.0008766914427291786,0.9991233085572708
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,gross_return,1d,100384,-0.0029589084059462,-0.0044843049327354,0.039471029200226,0.4134722664966528,0.8024102453846614,100611,331,3039,1,100611,100611,227,0.0022562145292264264,0.9977437854707736
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,gross_return,1d,71085,-0.0017895917317924,-0.00354609929078,0.0375898894089822,0.4251951888584089,0.8697221772145454,71246,331,3035,1,71246,71246,161,0.0022597759874238552,0.9977402240125761
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,gross_return,1d,29777,-0.002046497460673,-0.0031847133757962,0.0358135705624063,0.4261678476676629,0.8462893516435674,29835,331,2947,1,29835,29835,58,0.0019440254734372382,0.9980559745265628
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,gross_return,1d,13057,-0.0015575986328135,-0.0022435897435898,0.0361492844372188,0.4471930765106839,0.8831900555317802,13079,326,2623,1,13079,13079,22,0.001682085786375105,0.9983179142136249
primary_development_2022_2023_partial,s2_reclaim_bull_stack,120,gross_return,1d,2462,-0.0012783192323092,-0.0017162109475573,0.0387488645066076,0.4565393988627132,0.9099758870206888,2467,279,1194,1,2467,2467,5,0.002026753141467369,0.9979732468585326
primary_development_2022_2023_partial,s2_reclaim_bull_stack,240,gross_return,1d,360,-0.0023837719872591,-0.0003474635163307,0.0420208939177821,0.45,0.8509066748785541,361,116,251,1,361,361,1,0.002770083102493075,0.997229916897507
primary_development_2022_2023_partial,s2_reclaim_daily_trend,10,gross_return,1d,460967,-0.0001005537230355,-0.0013831258644537,0.0328332206063564,0.4593821249677309,0.9909425956145068,461774,331,3048,1,461774,461774,807,0.0017476081373139242,0.9982523918626861
primary_development_2022_2023_partial,s2_reclaim_daily_trend,20,gross_return,1d,318297,0.0002569946868777,-0.0012091898428052,0.0326311760521014,0.4619364932751487,1.0236097896258711,318855,331,3048,1,318855,318855,558,0.001750011760831726,0.9982499882391683
primary_development_2022_2023_partial,s2_reclaim_daily_trend,40,gross_return,1d,213884,0.000227021039837,-0.0009389671361502,0.0326344907767445,0.4660329898449626,1.0205835720446728,214241,331,3043,1,214241,214241,357,0.0016663477112224083,0.9983336522887776
primary_development_2022_2023_partial,s2_reclaim_daily_trend,60,gross_return,1d,166187,0.0001570613551738,0.0,0.0328601267546805,0.476613694211942,1.0139004878879492,166421,331,3043,1,166421,166421,234,0.0014060725509400856,0.99859392744906
primary_development_2022_2023_partial,s2_reclaim_daily_trend,120,gross_return,1d,72156,0.0002107787644221,0.0,0.0317387436433592,0.4882338267087976,1.01913232998108,72271,331,3035,1,72271,72271,115,0.0015912329980213363,0.9984087670019787
primary_development_2022_2023_partial,s2_reclaim_daily_trend,240,gross_return,1d,76983,0.0013111983198439,0.0,0.0308144821218897,0.4853928789473,1.133535098794325,77085,331,3012,1,77085,77085,102,0.00132321463319712,0.9986767853668029
primary_development_2022_2023_partial,s2_reclaim_positive_slope,10,gross_return,1d,535323,0.0001704435685938,-0.0008424599831509,0.0313558005203543,0.4666285588327047,1.0161956334590787,536283,331,3072,1,536283,536283,960,0.001790099630232545,0.9982099003697674
primary_development_2022_2023_partial,s2_reclaim_positive_slope,20,gross_return,1d,372798,0.0003792201595388,-0.0011098779134294,0.0308437860128218,0.4623683603452808,1.037039304996266,373443,331,3069,1,373443,373443,645,0.0017271712148841992,0.9982728287851158
primary_development_2022_2023_partial,s2_reclaim_positive_slope,40,gross_return,1d,260359,0.0005672246755047,0.0,0.0314360625540347,0.4730084229851858,1.054500429193384,260789,331,3064,1,260789,260789,430,0.0016488425508744617,0.9983511574491255
primary_development_2022_2023_partial,s2_reclaim_positive_slope,60,gross_return,1d,208180,0.0003961156347456,0.0,0.0325916990905542,0.4813286578922087,1.0354793629417571,208487,331,3048,1,208487,208487,307,0.0014725138737667098,0.9985274861262333
primary_development_2022_2023_partial,s2_reclaim_positive_slope,120,gross_return,1d,133632,-0.0003026891026851,-0.002061855670103,0.0328328239940734,0.4521072796934866,0.9741387717104804,133850,331,3040,1,133850,133850,218,0.0016286888307807247,0.9983713111692193
primary_development_2022_2023_partial,s2_reclaim_positive_slope,240,gross_return,1d,102674,8.680186560356224e-05,-0.0011764722165705,0.0321671791000463,0.4644895494477667,1.0076990279363702,102833,331,3020,1,102833,102833,159,0.0015461962599554618,0.9984538037400446
primary_development_2022_2023_partial,s2_reclaim_recent_high,10,gross_return,1d,656823,0.0001277854062857,-0.0013003901170353,0.0309916853226312,0.4646898783995079,1.011960875348522,658158,331,3073,1,658158,658158,1335,0.0020283883201298166,0.9979716116798701
primary_development_2022_2023_partial,s2_reclaim_recent_high,20,gross_return,1d,441773,0.0004095902825768,-0.0012084592145015,0.0311085935032928,0.4658795354175108,1.038709226755593,442601,331,3071,1,442601,442601,828,0.0018707594424775362,0.9981292405575225
primary_development_2022_2023_partial,s2_reclaim_recent_high,40,gross_return,1d,295795,0.0004929646216239,-0.0009009009009008,0.0312089608319233,0.4704778647374026,1.046561380008779,296324,331,3069,1,296324,296324,529,0.0017852080830442353,0.9982147919169557
primary_development_2022_2023_partial,s2_reclaim_recent_high,60,gross_return,1d,235869,0.0005195049700508,-0.000886524822695,0.0314562809028676,0.471435415421272,1.0483734020646849,236267,331,3067,1,236267,236267,398,0.0016845348694485476,0.9983154651305515
primary_development_2022_2023_partial,s2_reclaim_recent_high,120,gross_return,1d,154272,0.0002246570373867,-0.0013003001818993,0.0319037537380516,0.4658654843393486,1.0201585260135082,154551,331,3044,1,154551,154551,279,0.0018052293417706777,0.9981947706582294
primary_development_2022_2023_partial,s2_reclaim_recent_high,240,gross_return,1d,115599,0.0003257283228542,-0.0014880952380952,0.0313706449585853,0.4612323636017613,1.0301136011101446,115816,331,3031,1,115816,115816,217,0.001873661670235546,0.9981263383297645
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,10,gross_return,1d,695219,0.0004286945202305,-0.000682128240109,0.0303301788584759,0.4685660202037056,1.0420841916313055,696383,331,3073,1,696383,696383,1164,0.0016714939910939814,0.998328506008906
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,20,gross_return,1d,462530,0.0007422077057451,0.0,0.030627329455276,0.4717575076211273,1.0735074684363115,463273,331,3070,1,463273,463273,743,0.001603805963222549,0.9983961940367775
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,40,gross_return,1d,308034,0.0010045950511226,0.0,0.0306914109231531,0.4771908295837472,1.1002769729596809,308491,331,3067,1,308491,308491,457,0.001481404643895608,0.9985185953561044
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,60,gross_return,1d,244358,0.0010849325786491,0.0,0.0308633049441525,0.4778603524337242,1.1074862854208116,244714,331,3064,1,244714,244714,356,0.0014547594334611016,0.9985452405665389
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,120,gross_return,1d,157768,0.0009091170465451,0.0,0.031488014588729,0.4755463718878353,1.086683101560471,158021,331,3046,1,158021,158021,253,0.0016010530245979965,0.998398946975402
primary_development_2022_2023_partial,s4_auction_confirmed_reclaim,240,gross_return,1d,119357,0.0010620092441756,0.0,0.0307983762042929,0.4706301264274403,1.1054990647352303,119526,331,3030,1,119526,119526,169,0.0014139183106604422,0.9985860816893396
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,10,gross_return,1d,1091833,0.0003526875391298,-0.0008116883116883,0.030973600174711,0.4674130567586801,1.0337463221377854,1093792,331,3073,1,1093792,1093792,1959,0.0017910169392352476,0.9982089830607648
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,20,gross_return,1d,741288,0.0006074588931243,-0.0005577244841049,0.0311634429535239,0.4692278844389765,1.0585361780537952,742529,331,3072,1,742529,742529,1241,0.0016713151944233828,0.9983286848055766
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,40,gross_return,1d,498572,0.0007857348245606,0.0,0.0313186921230324,0.4744730951597763,1.0757842786070313,499377,331,3071,1,499377,499377,805,0.0016120085626690856,0.9983879914373309
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,60,gross_return,1d,400539,0.0008569380207614,0.0,0.0316119317279176,0.4770197159327806,1.0815392062823106,401147,331,3068,1,401147,401147,608,0.0015156538625491402,0.9984843461374509
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,120,gross_return,1d,262513,0.0004985471642566,-0.0006443298969073,0.0321874386885382,0.4710585761467051,1.0453700579892624,262942,331,3048,1,262942,262942,429,0.0016315385141970472,0.9983684614858029
primary_development_2022_2023_partial,s4_reclaim_amount_acceleration,240,gross_return,1d,198754,0.0004473250944359,-0.0009295852662787,0.0314615793024282,0.4650673697133139,1.0418730054994676,199064,331,3033,1,199064,199064,310,0.0015572881083470642,0.9984427118916529
primary_development_2022_2023_partial,s4_reclaim_volume_normal,10,gross_return,1d,1002504,0.0003283608734309,-0.0005973715651133,0.0297104156020617,0.4686425191320932,1.0326424715908349,1004259,331,3073,1,1004259,1004259,1755,0.00174755715408077,0.9982524428459192
primary_development_2022_2023_partial,s4_reclaim_volume_normal,20,gross_return,1d,676184,0.0005560678122654,-0.0001102764933978,0.0297543731869453,0.4699534446245401,1.0558376654473736,677308,331,3071,1,677308,677308,1124,0.0016595108872182228,0.9983404891127817
primary_development_2022_2023_partial,s4_reclaim_volume_normal,40,gross_return,1d,453138,0.0006822788078238,0.0,0.0298079951170779,0.4743985276008633,1.0686830229678057,453881,331,3071,1,453881,453881,743,0.0016369929563035245,0.9983630070436965
primary_development_2022_2023_partial,s4_reclaim_volume_normal,60,gross_return,1d,363285,0.0007405224374541,0.0,0.0301002796263049,0.4761688481495245,1.0735383446107891,363834,331,3068,1,363834,363834,549,0.0015089298966011971,0.9984910701033988
primary_development_2022_2023_partial,s4_reclaim_volume_normal,120,gross_return,1d,236760,0.0004330541383376,-0.0004557893663136,0.0305944504059437,0.4715788139888495,1.041256572213613,237130,331,3045,1,237130,237130,370,0.0015603255598195082,0.9984396744401804
primary_development_2022_2023_partial,s4_reclaim_volume_normal,240,gross_return,1d,179376,0.0004072773819075,-0.0007570022710068,0.029936551383182,0.4666454821157791,1.0399347589699757,179659,331,3031,1,179659,179659,283,0.0015752063631657752,0.9984247936368342
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,10,gross_return,1d,803466,0.0004360175845287,-0.0008169934640522,0.0306973351542001,0.4668274699862844,1.0421821929388164,804909,331,3073,1,804909,804909,1443,0.001792749242460949,0.998207250757539
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,20,gross_return,1d,532989,0.0007286577208669,-0.0005112474437626,0.0310401243073461,0.4694055599646521,1.0707661545407632,533876,331,3071,1,533876,533876,887,0.0016614344904060119,0.998338565509594
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,40,gross_return,1d,352299,0.0009607598535641,0.0,0.0312445473743412,0.4750652144910999,1.0936087658414393,352866,331,3070,1,352866,352866,567,0.0016068422574008264,0.9983931577425992
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,60,gross_return,1d,280490,0.0009700264646295,0.0,0.0314947984883298,0.4757424507112553,1.0931942084653856,280895,331,3067,1,280895,280895,405,0.00144181989711458,0.9985581801028854
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,120,gross_return,1d,182764,0.0008155739498846,-0.0005613258317641,0.0320473635678561,0.471569893414458,1.0757056003491443,183081,331,3046,1,183081,183081,317,0.0017314740470065163,0.9982685259529935
primary_development_2022_2023_partial,s4_reclaim_volume_proxy,240,gross_return,1d,138409,0.0008532671612495,-0.0006357279084551,0.0313797147984001,0.4677441495856483,1.0818291335128465,138636,331,3032,1,138636,138636,227,0.001637381343951066,0.9983626186560489
primary_development_2022_2023_partial,s4_reclaim_vwap_support,10,gross_return,1d,900678,0.0004334319080104,-0.0008326394671107,0.0311366049190378,0.466944901507531,1.0414148114649813,902304,331,3073,1,902304,902304,1626,0.0018020534099372275,0.9981979465900628
primary_development_2022_2023_partial,s4_reclaim_vwap_support,20,gross_return,1d,596556,0.0008004206176301,-0.000506200994209,0.0315276305502928,0.4697882512287195,1.0769144144245446,597544,331,3071,1,597544,597544,988,0.0016534347261456897,0.9983465652738543
primary_development_2022_2023_partial,s4_reclaim_vwap_support,40,gross_return,1d,393941,0.0009926974492426,0.0,0.0317445973622612,0.4755356766622413,1.0954158884713563,394558,331,3070,1,394558,394558,617,0.001563775161066307,0.9984362248389337
primary_development_2022_2023_partial,s4_reclaim_vwap_support,60,gross_return,1d,312917,0.001074778255751,0.0,0.0319803812289908,0.4768612763128881,1.1022087765709483,313373,331,3067,1,313373,313373,456,0.001455134935045457,0.9985448650649545
primary_development_2022_2023_partial,s4_reclaim_vwap_support,120,gross_return,1d,203599,0.0008216241222643,-0.0005170630816959,0.0325329688727916,0.4719718662665337,1.075124168527546,203928,331,3047,1,203928,203928,329,0.0016133145031579773,0.9983866854968421
primary_development_2022_2023_partial,s4_reclaim_vwap_support,240,gross_return,1d,154500,0.0008449719600024,-0.0008669269075773,0.0318127961439475,0.4663106796116504,1.0798527549554582,154744,331,3032,1,154744,154744,244,0.0015767978079925555,0.9984232021920074
primary_development_2022_2023_partial,cs_r3_leader_confirmation,10,gross_return,2d,163241,0.0004065960404623,-0.0025608194622279,0.0472114505174344,0.4604970564992863,1.024999075232345,163598,331,3071,1,163598,163598,357,0.0021821782662379734,0.997817821733762
primary_development_2022_2023_partial,cs_r3_leader_confirmation,20,gross_return,2d,125393,0.001361851453974,-0.0017706908210279,0.0473020496795253,0.4692686194604164,1.0859887957187948,125647,331,3067,1,125647,125647,254,0.0020215365269365764,0.9979784634730634
primary_development_2022_2023_partial,cs_r3_leader_confirmation,40,gross_return,2d,89527,0.0014439787996902,-0.0014347202295552,0.0471424425676175,0.4741251242641884,1.0911744248290116,89709,331,3063,1,89709,89709,182,0.0020287819505289324,0.9979712180494711
primary_development_2022_2023_partial,cs_r3_leader_confirmation,60,gross_return,2d,73201,0.00168712240555,-0.0009328358208955,0.0471314248360013,0.4799387986502916,1.1067870069539143,73339,331,3062,1,73339,73339,138,0.0018816727798306495,0.9981183272201694
primary_development_2022_2023_partial,cs_r3_leader_confirmation,120,gross_return,2d,50794,0.0020773104253901,-0.0007077140835102,0.0469822193346604,0.4806866952789699,1.13363978890657,50899,331,3038,1,50899,50899,105,0.0020629088980137133,0.9979370911019863
primary_development_2022_2023_partial,cs_r3_leader_confirmation,240,gross_return,2d,38310,0.0027284497245602,-0.0006695682036024,0.0457629258996157,0.4799530148786217,1.1860229436242435,38397,330,3022,1,38397,38397,87,0.002265802015782483,0.9977341979842175
primary_development_2022_2023_partial,fu_r3_core_pullback,10,gross_return,2d,57737,0.0047224051829328,0.0011037527593817,0.0478013543684014,0.5052912343904256,1.3278188333874976,57886,199,3055,1,57886,57886,149,0.002574024807380023,0.99742597519262
primary_development_2022_2023_partial,fu_r3_core_pullback,20,gross_return,2d,49127,0.0055015487749824,0.0016005121638922,0.0477307677772748,0.5115516925519572,1.3937554365322664,49238,199,3047,1,49238,49238,111,0.0022543563914050125,0.997745643608595
primary_development_2022_2023_partial,fu_r3_core_pullback,40,gross_return,2d,36788,0.0059307077517103,0.0022441669789161,0.0469127201056623,0.5176144394911384,1.4376028012943236,36871,199,3040,1,36871,36871,83,0.002251091643839332,0.9977489083561607
primary_development_2022_2023_partial,fu_r3_core_pullback,60,gross_return,2d,30368,0.006489500818992,0.0026411772521924,0.0468878866981444,0.5236762381454162,1.4887743344677962,30428,199,3026,1,30428,30428,60,0.0019718680163007757,0.9980281319836992
primary_development_2022_2023_partial,fu_r3_core_pullback,120,gross_return,2d,21620,0.0062829125649314,0.0024539914245795,0.0474276545020704,0.522109158186864,1.4582889339306742,21678,199,2988,1,21678,21678,58,0.002675523572285266,0.9973244764277147
primary_development_2022_2023_partial,fu_r3_core_pullback,240,gross_return,2d,15867,0.0068837481178487,0.0023995200959807,0.0463852483893225,0.5213966093149304,1.5322437253316676,15915,199,2915,1,15915,15915,48,0.0030160226201696515,0.9969839773798304
primary_development_2022_2023_partial,ht_r3_core_pullback,10,gross_return,2d,115834,0.0002162045245865,-0.0025945145442589,0.0467710734644472,0.4593038313448556,1.0132818422291294,116070,331,3069,1,116070,116070,236,0.0020332557939174638,0.9979667442060826
primary_development_2022_2023_partial,ht_r3_core_pullback,20,gross_return,2d,91604,0.0012154448101595,-0.0019298811903312,0.0465682423278548,0.4672721715208943,1.0773150163261382,91775,331,3064,1,91775,91775,171,0.0018632525197493871,0.9981367474802506
primary_development_2022_2023_partial,ht_r3_core_pullback,40,gross_return,2d,66222,0.001174085475519,-0.0017094017094017,0.0462673324939284,0.4707801032889372,1.0747991247899378,66342,331,3058,1,66342,66342,120,0.0018088088993397848,0.9981911911006602
primary_development_2022_2023_partial,ht_r3_core_pullback,60,gross_return,2d,54428,0.0013471430108988,-0.0013086151113222,0.0461689504094446,0.4757477768795473,1.0860339448143523,54528,331,3054,1,54528,54528,100,0.0018339201877934272,0.9981660798122066
primary_development_2022_2023_partial,ht_r3_core_pullback,120,gross_return,2d,38014,0.0018715659882771,-0.0008487784026781,0.0458469402960463,0.4807176303467144,1.1224271736493692,38088,331,3024,1,38088,38088,74,0.001942869145137576,0.9980571308548625
primary_development_2022_2023_partial,ht_r3_core_pullback,240,gross_return,2d,28740,0.0025706935407317,-0.000669344042838,0.0443757653261562,0.4806541405706332,1.1795371687639766,28805,330,3008,1,28805,28805,65,0.002256552681826072,0.9977434473181739
primary_development_2022_2023_partial,ng_r1_auction_reclaim,10,gross_return,2d,322601,0.0033903662422482,0.0009861932938854,0.0396842344002923,0.5049116400755113,1.284901409199105,323179,197,3071,1,323179,323179,578,0.0017884825437296358,0.9982115174562703
primary_development_2022_2023_partial,ng_r1_auction_reclaim,20,gross_return,2d,222586,0.0038951598969363,0.001560062402496,0.0402480171396896,0.5122065179301484,1.328480857159312,222984,197,3068,1,222984,222984,398,0.0017848814264700605,0.99821511857353
primary_development_2022_2023_partial,ng_r1_auction_reclaim,40,gross_return,2d,148828,0.00457462306976,0.0022935779816511,0.0399211087108456,0.5228653210417394,1.4004634363835702,149097,197,3065,1,149097,149097,269,0.0018041945847334286,0.9981958054152665
primary_development_2022_2023_partial,ng_r1_auction_reclaim,60,gross_return,2d,117359,0.0047048287976241,0.002247191011236,0.0398388657726541,0.5216216907097027,1.4140029506418348,117566,197,3058,1,117566,117566,207,0.0017607131313474983,0.9982392868686525
primary_development_2022_2023_partial,ng_r1_auction_reclaim,120,gross_return,2d,74522,0.0043420306803796,0.0018061415336435,0.041181607702404,0.5148949303561364,1.358867144111879,74680,197,3036,1,74680,74680,158,0.0021156936261381896,0.9978843063738618
primary_development_2022_2023_partial,ng_r1_auction_reclaim,240,gross_return,2d,56298,0.004997306009234,0.0019083969465649,0.0401610029152164,0.5165369995381719,1.4428847615654896,56405,197,3015,1,56405,56405,107,0.001896994947256449,0.9981030050527435
primary_development_2022_2023_partial,ng_r3_volume_quality,10,gross_return,2d,791322,0.0002641729730974,-0.0015015015015015,0.0403054182094722,0.4672358407828924,1.019228179143823,792897,331,3073,1,792897,792897,1575,0.0019863866302937206,0.9980136133697063
primary_development_2022_2023_partial,ng_r3_volume_quality,20,gross_return,2d,530567,0.0006109255091995,-0.0009832841691248,0.0404115254100042,0.4740965796968149,1.0448113358170523,531552,331,3071,1,531552,531552,985,0.001853064234543375,0.9981469357654567
primary_development_2022_2023_partial,ng_r3_volume_quality,40,gross_return,2d,356136,0.000773468532411,-0.0004665811331416,0.0407709521107412,0.4781740683334456,1.0565386169880542,356776,331,3071,1,356776,356776,640,0.001793842635154831,0.9982061573648452
primary_development_2022_2023_partial,ng_r3_volume_quality,60,gross_return,2d,285210,0.0009229859512124,0.0,0.041014388240882,0.4823358227271133,1.066939363782415,285699,331,3067,1,285699,285699,489,0.001711591570149003,0.998288408429851
primary_development_2022_2023_partial,ng_r3_volume_quality,120,gross_return,2d,186629,0.0003632484032626,-0.0011614401858304,0.0417872321054693,0.4742296213343049,1.0251823774848727,186990,331,3045,1,186990,186990,361,0.0019305845232365367,0.9980694154767634
primary_development_2022_2023_partial,ng_r3_volume_quality,240,gross_return,2d,140851,0.0005861165411738,-0.0011911852293029,0.0406083933154464,0.4727832958232458,1.0424307228307352,141107,331,3030,1,141107,141107,256,0.0018142260837520463,0.998185773916248
primary_development_2022_2023_partial,s0_distance_only,10,gross_return,2d,1531889,0.0003749718200511,-0.0012958163643096,0.0390595821547872,0.469150179941236,1.0283015250166418,1534685,331,3073,1,1534685,1534685,2796,0.0018218722408833083,0.9981781277591167
primary_development_2022_2023_partial,s0_distance_only,20,gross_return,2d,1046684,0.0006906409879047,-0.0006817794641564,0.0392076758372616,0.4754806608298206,1.052549884396767,1048526,331,3072,1,1048526,1048526,1842,0.001756751859276737,0.9982432481407233
primary_development_2022_2023_partial,s0_distance_only,40,gross_return,2d,704200,0.0008087699846927,0.0,0.0395005433107279,0.4795242828741834,1.0612680764522606,705367,331,3071,1,705367,705367,1167,0.001654457892132748,0.9983455421078673
primary_development_2022_2023_partial,s0_distance_only,60,gross_return,2d,561858,0.0008740256444964,0.0,0.0397665631367736,0.4813547195198787,1.065520403915237,562790,331,3068,1,562790,562790,932,0.0016560351107873274,0.9983439648892126
primary_development_2022_2023_partial,s0_distance_only,120,gross_return,2d,365212,0.000426867968946,-0.0009235742815162,0.0405204586254769,0.4748967722856861,1.0306366929963269,365879,331,3049,1,365879,365879,667,0.0018230070597109974,0.998176992940289
primary_development_2022_2023_partial,s0_distance_only,240,gross_return,2d,279360,0.00050213642917,-0.0009756097560975,0.0392372696457367,0.4725694444444444,1.0376707623668555,279823,331,3033,1,279823,279823,463,0.0016546173831314796,0.9983453826168686
primary_development_2022_2023_partial,s0_liquidity_matched,10,gross_return,2d,16207262,0.0007749404113323,-0.0012499999999999,0.0421257885545652,0.4721037396692915,1.0552500414732375,16239010,331,3071,1,16239010,16239010,31748,0.001955045289090899,0.9980449547109091
primary_development_2022_2023_partial,s0_liquidity_matched,20,gross_return,2d,11581827,0.0009936414845044,-0.00083869164104,0.042231844189277,0.4763764818797587,1.0713201697280357,11604391,331,3071,1,11604391,11604391,22564,0.0019444363775746611,0.9980555636224253
primary_development_2022_2023_partial,s0_liquidity_matched,40,gross_return,2d,8336931,0.0009239923775147,-0.0007173601147776,0.0420391387329441,0.4776928104598683,1.066354301657813,8353238,331,3071,1,8353238,8353238,16307,0.0019521771078472804,0.9980478228921528
primary_development_2022_2023_partial,s0_liquidity_matched,60,gross_return,2d,6990060,0.0008735865882806,-0.0008250825082506,0.0421134512656398,0.4766036343035682,1.0626855931176142,7003515,331,3071,1,7003515,7003515,13455,0.0019211781512569045,0.9980788218487431
primary_development_2022_2023_partial,s0_liquidity_matched,120,gross_return,2d,5107842,0.0005452085815809,-0.0012349490583513,0.0425961542537589,0.4729116523181414,1.0380948127286198,5117908,331,3061,1,5117908,5117908,10066,0.001966819255054995,0.998033180744945
primary_development_2022_2023_partial,s0_liquidity_matched,240,gross_return,2d,4309632,0.0009666004146734,-0.0005854800936766,0.0422214660878449,0.478741340327898,1.0693829196088511,4317956,331,3046,1,4317956,4317956,8324,0.0019277639698042314,0.9980722360301958
primary_development_2022_2023_partial,s0_random_matched,10,gross_return,2d,3897607,0.0003519784526593,-0.0013812154696132,0.0422726308092126,0.470454563530905,1.0245855725457895,3905499,331,3074,1,3905499,3905499,7892,0.002020740499485469,0.9979792595005146
primary_development_2022_2023_partial,s0_random_matched,20,gross_return,2d,3896647,0.0003462561172464,-0.0013882461823231,0.0422084789412802,0.4705789361982238,1.0242007950194552,3904539,331,3073,1,3904539,3904539,7892,0.0020212373342922176,0.9979787626657077
primary_development_2022_2023_partial,s0_random_matched,40,gross_return,2d,3894499,0.000347503567,-0.0013812154696132,0.0421491017812322,0.4705408834358411,1.0243123650976096,3902386,331,3072,1,3902386,3902386,7887,0.0020210712113050834,0.9979789287886949
primary_development_2022_2023_partial,s0_random_matched,60,gross_return,2d,3892232,0.0003516266321441,-0.0013736263736264,0.0421225058831085,0.4705888549295108,1.0246178899999494,3900109,331,3072,1,3900109,3900109,7877,0.0020196871420773113,0.9979803128579227
primary_development_2022_2023_partial,s0_random_matched,120,gross_return,2d,3886004,0.0003598705803749,-0.0013698630136984,0.0420776054266673,0.4707131027142535,1.0252229611705503,3893840,331,3061,1,3893840,3893840,7836,0.0020124093439894807,0.9979875906560105
primary_development_2022_2023_partial,s0_random_matched,240,gross_return,2d,3869936,0.0003628289239874,-0.0013774104683195,0.0420335579079352,0.4707020994662444,1.0254605448717726,3877727,331,3046,1,3877727,3877727,7791,0.0020091667102918797,0.9979908332897082
primary_development_2022_2023_partial,s0_strong_no_ma,10,gross_return,2d,1699529,0.0011215991234726,-0.0012468827930175,0.0445734022966606,0.4709328290367507,1.0779439841806588,1702966,331,3073,1,1702966,1702966,3437,0.0020182434646375796,0.9979817565353625
primary_development_2022_2023_partial,s0_strong_no_ma,20,gross_return,2d,1698820,0.0010906676961831,-0.0012515644555695,0.0444586566083272,0.4708585959666121,1.0758382859817566,1702247,331,3073,1,1702247,1702247,3427,0.002013221348018237,0.9979867786519817
primary_development_2022_2023_partial,s0_strong_no_ma,40,gross_return,2d,1697829,0.0010742544578381,-0.0012515644555693,0.0443474698640441,0.4708530717757795,1.074777411522028,1701255,331,3072,1,1701255,1701255,3426,0.002013807453909026,0.997986192546091
primary_development_2022_2023_partial,s0_strong_no_ma,60,gross_return,2d,1696982,0.001068548376787,-0.0012515483680678,0.0443064456186075,0.4708506041902625,1.0744159635548305,1700405,331,3072,1,1700405,1700405,3423,0.002013049832245847,0.9979869501677542
