sample_group,sample_variant,source_signal_root,selection_ranker,selection_seed,strategy_id,policy_id,starting_cash,ending_cash,ending_equity,net_return,maximum_drawdown,selection_count,accepted_signal_count,filled_entry_count,skipped_slot_count,skipped_cash_count,skipped_duplicate_count,closed_trade_count,positive_trade_fraction,mean_trade_net_return,delayed_exit_count,unresolved_position_count,unresolved_exit_count,unresolved_position_value,annual,exit_reason_delayed_one_price_down_count,exit_reason_stop_loss_count,exit_reason_take_profit_count,exit_reason_time_stop_count,exit_reason_trailing_stop_count,fully_resolved,positive_return
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_first_touch_reclaim,protect_3pct_target6pct_3d,100000.0,30821.8285914289,55468.9197863768,-0.4453108021,-0.4588454247,191860,759,752,190828,7,273,749,0.4592790387,-0.0034376315,3,3,0,24647.0911949479,"[{'year': 2022, 'net_return': -0.4402887929, 'maximum_drawdown': -0.443975783}, {'year': 2023, 'net_return': -0.0089725007, 'maximum_drawdown': -0.4588454247}]",3,289,37,198,225,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_acceleration,fast_failure_2pct_target4pct_2d,100000.0,26372.6586230084,50043.7576329094,-0.4995624237,-0.5113307619,988488,1050,1032,984589,18,2849,1030,0.4436893204,-0.0035466149,2,2,0,23671.099009901,"[{'year': 2022, 'net_return': -0.437494978, 'maximum_drawdown': -0.4531049107}, {'year': 2023, 'net_return': -0.1103411405, 'maximum_drawdown': -0.5113307619}]",2,390,81,285,274,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_acceleration,momentum_trail_4pct_5d,100000.0,59678.1280173595,81793.0533904938,-0.1820694661,-0.2606189508,988488,549,539,985011,10,2928,538,0.4758364312,-0.0021422823,1,1,0,22114.9253731343,"[{'year': 2022, 'net_return': -0.1713822018, 'maximum_drawdown': -0.2606189508}, {'year': 2023, 'net_return': -0.0128977007, 'maximum_drawdown': -0.2024911329}]",1,184,0,187,167,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_acceleration,next_open_1d,100000.0,18482.9314705917,53121.9314705917,-0.4687806853,-0.490012266,988488,1001,979,985099,22,2388,976,0.4118852459,-0.0025332565,0,3,0,34639.0,"[{'year': 2022, 'net_return': -0.4522917493, 'maximum_drawdown': -0.4566893771}, {'year': 2023, 'net_return': -0.030105327, 'maximum_drawdown': -0.490012266}]",0,0,0,976,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_acceleration,next_open_3d,100000.0,69555.5894562099,86382.8474562099,-0.1361715254,-0.2915570411,988488,497,470,985301,27,2690,469,0.4371002132,-0.0022626349,480,1,0,16827.258,"[{'year': 2022, 'net_return': -0.2452217877, 'maximum_drawdown': -0.2915570411}, {'year': 2023, 'net_return': 0.1444798757, 'maximum_drawdown': -0.252533897}]",480,0,0,469,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_acceleration,protect_3pct_target6pct_3d,100000.0,50081.9880396433,77666.1931821929,-0.2233380682,-0.3406096152,988488,782,772,984760,10,2946,770,0.4818181818,-0.0014834514,4,2,0,27584.2051425496,"[{'year': 2022, 'net_return': -0.2887405002, 'maximum_drawdown': -0.3406096152}, {'year': 2023, 'net_return': 0.0919529821, 'maximum_drawdown': -0.2904821342}]",4,256,49,252,213,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_breakout_recent,fast_failure_2pct_target4pct_2d,100000.0,17582.0237788861,46103.9065966869,-0.538960934,-0.553306752,291133,1046,1026,287987,20,2100,1023,0.4232649071,-0.004088449,40,3,0,28521.8828178008,"[{'year': 2022, 'net_return': -0.5513268824, 'maximum_drawdown': -0.5531513328}, {'year': 2023, 'net_return': 0.0275611529, 'maximum_drawdown': -0.553306752}]",40,455,72,134,362,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_breakout_recent,next_open_1d,100000.0,10541.9907192821,48953.3627168387,-0.5104663728,-0.558074311,291133,922,908,288575,14,1636,904,0.4037610619,-0.0038726209,39,4,0,38411.3719975565,"[{'year': 2022, 'net_return': -0.5558368487, 'maximum_drawdown': -0.558074311}, {'year': 2023, 'net_return': 0.1021482213, 'maximum_drawdown': -0.5474686414}]",39,0,0,904,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_breakout_recent,next_open_2d,100000.0,49193.9482110019,64226.2873004839,-0.357737127,-0.3902795712,291133,803,797,287785,6,2545,796,0.4158291457,-0.0027109294,0,1,0,15032.3390894819,"[{'year': 2022, 'net_return': -0.350183236, 'maximum_drawdown': -0.3609911285}, {'year': 2023, 'net_return': -0.0116246477, 'maximum_drawdown': -0.3902795712}]",0,0,0,796,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_breakout_recent,next_open_5d,100000.0,64646.0777405187,76695.3901681528,-0.2330460983,-0.4030261379,291133,300,293,289024,7,1809,291,0.4295532646,-0.0028663604,241,2,0,12049.3124276341,"[{'year': 2022, 'net_return': -0.328003501, 'maximum_drawdown': -0.4030261379}, {'year': 2023, 'net_return': 0.1413063949, 'maximum_drawdown': -0.393694578}]",241,0,0,291,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_breakout_recent,protect_3pct_target6pct_3d,100000.0,34198.369319234,47183.1464096352,-0.5281685359,-0.5337412591,291133,937,917,287749,20,2447,915,0.4579234973,-0.0030378077,87,2,0,12984.7770904011,"[{'year': 2022, 'net_return': -0.5044105237, 'maximum_drawdown': -0.5246001827}, {'year': 2023, 'net_return': -0.0479388957, 'maximum_drawdown': -0.5337412591}]",87,359,46,208,302,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,100000.0,15093.2153051315,30303.8921693763,-0.6969610783,-0.710062251,154512,1155,1133,151561,22,1796,1131,0.4014146773,-0.0049066119,631,2,0,15210.6768642447,"[{'year': 2022, 'net_return': -0.7011811456, 'maximum_drawdown': -0.710062251}, {'year': 2023, 'net_return': 0.0141224933, 'maximum_drawdown': -0.707775738}]",631,510,81,140,400,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,next_open_1d,100000.0,24175.9270248165,41672.6038890612,-0.5832739611,-0.603945988,154512,1293,1274,151589,19,1630,1272,0.3938679245,-0.0029522068,366,2,0,17496.6768642447,"[{'year': 2022, 'net_return': -0.5696870491, 'maximum_drawdown': -0.5838721189}, {'year': 2023, 'net_return': -0.03157449, 'maximum_drawdown': -0.603945988}]",366,0,0,1272,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,next_open_2d,100000.0,64471.3815525014,84013.4223688279,-0.1598657763,-0.3066932292,154512,800,797,151724,3,1988,796,0.4309045226,-0.0008790983,2,1,0,19542.0408163265,"[{'year': 2022, 'net_return': -0.1223196536, 'maximum_drawdown': -0.2741732885}, {'year': 2023, 'net_return': -0.0427788122, 'maximum_drawdown': -0.3066932292}]",2,0,0,796,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,next_open_3d,100000.0,42032.7319817303,50594.1542039526,-0.494058458,-0.5626359188,154512,551,546,152065,5,1896,545,0.4128440367,-0.0056400933,0,1,0,8561.4222222222,"[{'year': 2022, 'net_return': -0.4579313333, 'maximum_drawdown': -0.5405560187}, {'year': 2023, 'net_return': -0.0666467679, 'maximum_drawdown': -0.5626359188}]",0,0,0,545,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,next_open_5d,100000.0,56589.8751448978,69249.0559631147,-0.3075094404,-0.5044322518,154512,310,298,152704,12,1498,297,0.404040404,-0.0076543824,241,1,0,12659.1808182169,"[{'year': 2022, 'net_return': -0.377154086, 'maximum_drawdown': -0.4689671211}, {'year': 2023, 'net_return': 0.1118168139, 'maximum_drawdown': -0.5044322518}]",241,0,0,297,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,100000.0,24832.1209864432,30547.1209864432,-0.6945287901,-0.7234287514,154512,1036,1020,151449,16,2027,1019,0.4200196271,-0.0052810332,986,1,0,5715.0,"[{'year': 2022, 'net_return': -0.62997838, 'maximum_drawdown': -0.6651684603}, {'year': 2023, 'net_return': -0.1744503744, 'maximum_drawdown': -0.7234287514}]",986,430,52,183,354,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,100000.0,42793.2172452592,55203.0240634411,-0.4479697594,-0.4533130144,799992,1176,1168,796117,8,2699,1167,0.4430162811,-0.0025766832,3,1,0,12409.8068181818,"[{'year': 2022, 'net_return': -0.3492536787, 'maximum_drawdown': -0.4050444581}, {'year': 2023, 'net_return': -0.1516967172, 'maximum_drawdown': -0.4533130144}]",3,483,83,209,392,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_daily_trend,momentum_trail_4pct_5d,100000.0,22813.4694870614,57165.3564635807,-0.4283464354,-0.4438047715,799992,436,428,796924,8,2632,426,0.4389671362,-0.00787707,0,2,0,34351.8869765193,"[{'year': 2022, 'net_return': -0.4157106279, 'maximum_drawdown': -0.4357506867}, {'year': 2023, 'net_return': -0.021625941, 'maximum_drawdown': -0.4438047715}]",0,182,0,101,143,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_daily_trend,next_open_1d,100000.0,37253.1901940897,49662.9970122715,-0.5033700299,-0.5379821588,799992,1396,1378,796166,18,2430,1377,0.4088598402,-0.0026188789,0,1,0,12409.8068181818,"[{'year': 2022, 'net_return': -0.4164476307, 'maximum_drawdown': -0.4537352583}, {'year': 2023, 'net_return': -0.1489538964, 'maximum_drawdown': -0.5379821588}]",0,0,0,1377,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_daily_trend,next_open_5d,100000.0,97234.3732498296,161693.4530271951,0.6169345303,-0.2037918459,799992,254,253,797362,1,2376,251,0.4900398406,0.0105335203,0,2,0,64459.0797773655,"[{'year': 2022, 'net_return': 0.6721957855, 'maximum_drawdown': -0.2037918459}, {'year': 2023, 'net_return': -0.0330471203, 'maximum_drawdown': -0.0955467576}]",0,0,0,251,0,False,True
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,100000.0,31271.5041261445,47817.9132170535,-0.5218208678,-0.5285656636,799992,831,820,796221,11,2940,819,0.4249084249,-0.0048737572,2,1,0,16546.4090909091,"[{'year': 2022, 'net_return': -0.4648332121, 'maximum_drawdown': -0.4747429917}, {'year': 2023, 'net_return': -0.1064857853, 'maximum_drawdown': -0.5285656636}]",2,312,43,227,237,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,100000.0,44183.5338092818,79256.8148390921,-0.2074318516,-0.2648337983,1275080,951,948,1271872,3,2257,946,0.455602537,-0.0008815112,2,2,0,35073.2810298103,"[{'year': 2022, 'net_return': -0.1752319565, 'maximum_drawdown': -0.2432943373}, {'year': 2023, 'net_return': -0.0390411527, 'maximum_drawdown': -0.2648337983}]",2,366,85,206,289,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_positive_slope,momentum_trail_4pct_5d,100000.0,56392.822555616,68109.5098184887,-0.3189049018,-0.3618794969,1275080,522,521,1272035,1,2523,520,0.4846153846,-0.0025949201,0,1,0,11716.6872628726,"[{'year': 2022, 'net_return': -0.2355967436, 'maximum_drawdown': -0.2853190056}, {'year': 2023, 'net_return': -0.1089845674, 'maximum_drawdown': -0.3618794969}]",0,189,0,154,177,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_positive_slope,next_open_1d,100000.0,34766.7695996178,76334.7271833121,-0.2366527282,-0.3134583597,1275080,972,968,1272174,4,1934,965,0.4455958549,-0.0004787434,0,3,0,41567.9575836943,"[{'year': 2022, 'net_return': -0.1286058251, 'maximum_drawdown': -0.2382247404}, {'year': 2023, 'net_return': -0.1239931436, 'maximum_drawdown': -0.3134583597}]",0,0,0,965,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_positive_slope,next_open_2d,100000.0,60479.8594453628,71359.6404751731,-0.2864035952,-0.3331874465,1275080,715,714,1272132,1,2233,713,0.443197756,-0.0013874505,0,1,0,10879.7810298103,"[{'year': 2022, 'net_return': -0.1553382134, 'maximum_drawdown': -0.2018692175}, {'year': 2023, 'net_return': -0.1551690676, 'maximum_drawdown': -0.3331874465}]",0,0,0,713,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_positive_slope,protect_3pct_target6pct_3d,100000.0,43183.3749983579,55113.333940713,-0.4488666606,-0.4717120413,1275080,893,887,1271544,6,2643,886,0.4503386005,-0.0032246206,3,1,0,11929.9589423551,"[{'year': 2022, 'net_return': -0.3741954402, 'maximum_drawdown': -0.4048756089}, {'year': 2023, 'net_return': -0.1193203521, 'maximum_drawdown': -0.4717120413}]",3,306,48,280,252,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,fast_failure_2pct_target4pct_2d,100000.0,4302.9113381391,39827.3369012014,-0.601726631,-0.6270634582,1176890,718,693,1174290,25,1882,689,0.3759071118,-0.0072709188,1,4,0,35524.4255630623,"[{'year': 2022, 'net_return': -0.6122386611, 'maximum_drawdown': -0.6193053255}, {'year': 2023, 'net_return': 0.0271095365, 'maximum_drawdown': -0.6270634582}]",1,319,44,114,212,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,momentum_trail_4pct_5d,100000.0,41096.9984071884,52331.4482382447,-0.4766855176,-0.5074008612,1176890,667,651,1174169,16,2054,650,0.4676923077,-0.0046949166,0,1,0,11234.4498310563,"[{'year': 2022, 'net_return': -0.4809377383, 'maximum_drawdown': -0.4971051662}, {'year': 2023, 'net_return': 0.0081921207, 'maximum_drawdown': -0.5074008612}]",0,250,0,152,248,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,next_open_1d,100000.0,4301.4138968024,40098.992411429,-0.5990100759,-0.6308819846,1176890,938,904,1174257,34,1695,900,0.3488888889,-0.0053453592,0,4,0,35797.5785146265,"[{'year': 2022, 'net_return': -0.6168127855, 'maximum_drawdown': -0.62360794}, {'year': 2023, 'net_return': 0.0464595606, 'maximum_drawdown': -0.6308819846}]",0,0,0,900,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,next_open_2d,100000.0,56653.467344129,64846.644947809,-0.3515335505,-0.420991218,1176890,780,768,1174463,12,1647,767,0.4289439374,-0.0020270302,0,1,0,8193.17760368,"[{'year': 2022, 'net_return': -0.3913230563, 'maximum_drawdown': -0.420991218}, {'year': 2023, 'net_return': 0.065370483, 'maximum_drawdown': -0.41109201}]",0,0,0,767,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,next_open_3d,100000.0,43055.9370802453,67159.9370802453,-0.3284006292,-0.4118573502,1176890,501,496,1174556,5,1833,494,0.4291497976,-0.0039524505,0,2,0,24104.0,"[{'year': 2022, 'net_return': -0.3396213231, 'maximum_drawdown': -0.39911392}, {'year': 2023, 'net_return': 0.0169913025, 'maximum_drawdown': -0.4118573502}]",0,0,0,494,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s2_reclaim_recent_high,protect_3pct_target6pct_3d,100000.0,23238.2864391019,32240.4576221818,-0.6775954238,-0.6937992134,1176890,897,853,1174070,44,1923,852,0.4143192488,-0.0066105476,1,1,0,9002.17118308,"[{'year': 2022, 'net_return': -0.6324387501, 'maximum_drawdown': -0.6425424414}, {'year': 2023, 'net_return': -0.1228548267, 'maximum_drawdown': -0.6937992134}]",1,350,41,223,238,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_auction_confirmed_reclaim,next_open_1d,100000.0,13462.0025920687,45851.2006554129,-0.5414879934,-0.5567775681,1176297,1224,1196,1172681,28,2392,1194,0.3768844221,-0.0046645716,0,2,0,32389.1980633442,"[{'year': 2022, 'net_return': -0.5323015726, 'maximum_drawdown': -0.5370936479}, {'year': 2023, 'net_return': -0.0196417612, 'maximum_drawdown': -0.5567775681}]",0,0,0,1194,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_auction_confirmed_reclaim,next_open_2d,100000.0,53220.7731738143,82732.0050756548,-0.1726799492,-0.2721435483,1176297,681,676,1173283,5,2333,675,0.4548148148,-0.0022748268,0,1,0,29511.2319018405,"[{'year': 2022, 'net_return': -0.20973914, 'maximum_drawdown': -0.2721435483}, {'year': 2023, 'net_return': 0.0468948833, 'maximum_drawdown': -0.246986362}]",0,0,0,675,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_auction_confirmed_reclaim,protect_3pct_target6pct_3d,100000.0,50781.6997896325,64128.536365508,-0.3587146363,-0.3917425886,1176297,778,769,1173062,9,2457,768,0.4479166667,-0.0032411018,1,1,0,13346.8365758755,"[{'year': 2022, 'net_return': -0.3408100567, 'maximum_drawdown': -0.361582348}, {'year': 2023, 'net_return': -0.0271614879, 'maximum_drawdown': -0.3917425886}]",1,267,46,263,192,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_amount_acceleration,fast_failure_2pct_target4pct_2d,100000.0,50330.0234034121,59496.6527720091,-0.4050334723,-0.4261069978,1943656,1199,1181,1939217,18,3240,1180,0.4474576271,-0.0017423943,146,1,0,9166.629368597,"[{'year': 2022, 'net_return': -0.3889612591, 'maximum_drawdown': -0.396411181}, {'year': 2023, 'net_return': -0.0263031001, 'maximum_drawdown': -0.4261069978}]",146,431,78,298,373,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_amount_acceleration,next_open_1d,100000.0,19559.2784710596,49487.6218584936,-0.5051237814,-0.5424678125,1943656,1123,1102,1939664,21,2869,1099,0.4212920837,-0.0025495228,386,3,0,29928.343387434,"[{'year': 2022, 'net_return': -0.4776725383, 'maximum_drawdown': -0.5061024983}, {'year': 2023, 'net_return': -0.0525556191, 'maximum_drawdown': -0.5424678125}]",386,0,0,1099,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_amount_acceleration,next_open_2d,100000.0,59531.8129036562,80523.8129036562,-0.194761871,-0.2834077231,1943656,675,667,1939858,8,3123,666,0.4354354354,-0.0015316864,480,1,0,20992.0,"[{'year': 2022, 'net_return': -0.2701011169, 'maximum_drawdown': -0.2834077231}, {'year': 2023, 'net_return': 0.103218744, 'maximum_drawdown': -0.2655571357}]",480,0,0,666,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_amount_acceleration,next_open_3d,100000.0,73759.0894751933,95815.8415357858,-0.0418415846,-0.2835889987,1943656,476,471,1939983,5,3197,470,0.4212765957,-0.0008863848,0,1,0,22056.7520605926,"[{'year': 2022, 'net_return': -0.1962544664, 'maximum_drawdown': -0.2835889987}, {'year': 2023, 'net_return': 0.192116628, 'maximum_drawdown': -0.2693209148}]",0,0,0,470,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,100000.0,48970.8620319065,67691.6627945376,-0.3230833721,-0.4309169098,1943656,674,665,1939984,9,2998,663,0.4690799397,-0.0029243193,147,2,0,18720.8007626311,"[{'year': 2022, 'net_return': -0.3750254797, 'maximum_drawdown': -0.4309169098}, {'year': 2023, 'net_return': 0.0831107605, 'maximum_drawdown': -0.3964323341}]",147,228,39,209,187,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,fast_failure_2pct_target4pct_2d,100000.0,21222.252026756,79017.4666986753,-0.209825333,-0.3014412833,1846125,765,757,1842422,8,2938,754,0.4230769231,-0.002617072,1,3,0,57795.2146719193,"[{'year': 2022, 'net_return': -0.2034711774, 'maximum_drawdown': -0.3014412833}, {'year': 2023, 'net_return': -0.0079773078, 'maximum_drawdown': -0.2839974838}]",1,302,56,207,189,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,momentum_trail_4pct_5d,100000.0,40827.0895697329,61993.7790131214,-0.3800622099,-0.4244676322,1846125,525,519,1842434,6,3166,517,0.4564796905,-0.0033553302,0,2,0,21166.6894433886,"[{'year': 2022, 'net_return': -0.3696054135, 'maximum_drawdown': -0.3831141801}, {'year': 2023, 'net_return': -0.0165877001, 'maximum_drawdown': -0.4244676322}]",0,209,0,141,167,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,next_open_1d,100000.0,20432.6068869145,76179.5271579138,-0.2382047284,-0.3284037864,1846125,979,964,1842445,15,2701,961,0.3943808533,-0.002499188,0,3,0,55746.9202709993,"[{'year': 2022, 'net_return': -0.2296443951, 'maximum_drawdown': -0.3284037864}, {'year': 2023, 'net_return': -0.0111121841, 'maximum_drawdown': -0.2809689903}]",0,0,0,961,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,next_open_2d,100000.0,12376.1849491577,67899.6643654675,-0.3210033563,-0.3779539881,1846125,491,488,1842864,3,2770,484,0.3946280992,-0.0021345561,0,4,0,55523.4794163099,"[{'year': 2022, 'net_return': -0.2218424065, 'maximum_drawdown': -0.2971523466}, {'year': 2023, 'net_return': -0.1274304212, 'maximum_drawdown': -0.3779539881}]",0,0,0,484,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,next_open_3d,100000.0,57221.5913033408,123487.496150381,0.2348749615,-0.354111037,1846125,464,461,1842759,3,2902,459,0.4270152505,2.305e-06,1,2,0,66265.9048470401,"[{'year': 2022, 'net_return': 0.4209402863, 'maximum_drawdown': -0.2311144507}, {'year': 2023, 'net_return': -0.1309452104, 'maximum_drawdown': -0.354111037}]",1,0,0,459,0,False,True
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,next_open_5d,100000.0,42090.4149618679,51735.9162873006,-0.4826408371,-0.5049950684,1846125,316,311,1842716,5,3093,310,0.4258064516,-0.0105139729,1,1,0,9645.5013254327,"[{'year': 2022, 'net_return': -0.4251724266, 'maximum_drawdown': -0.4622827576}, {'year': 2023, 'net_return': -0.0999750416, 'maximum_drawdown': -0.5049950684}]",1,0,0,310,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_normal,protect_3pct_target6pct_3d,100000.0,43690.9401134664,79692.4121180664,-0.2030758788,-0.2853490994,1846125,643,639,1842377,4,3105,637,0.4678178964,-0.0012559972,2,2,0,36001.4720046,"[{'year': 2022, 'net_return': -0.2250122515, 'maximum_drawdown': -0.2569338082}, {'year': 2023, 'net_return': 0.0283054444, 'maximum_drawdown': -0.2853490994}]",2,203,43,236,155,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_proxy,fast_failure_2pct_target4pct_2d,100000.0,37351.5382043152,66541.4247973109,-0.334585752,-0.3374715116,1399131,902,895,1395888,7,2341,893,0.4535274356,-0.002020252,2,2,0,29189.8865929957,"[{'year': 2022, 'net_return': -0.2626380528, 'maximum_drawdown': -0.2820421358}, {'year': 2023, 'net_return': -0.0975744673, 'maximum_drawdown': -0.3374715116}]",2,340,74,240,239,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_proxy,next_open_1d,100000.0,32543.1644793346,63740.4289024115,-0.362595711,-0.3666726887,1399131,1174,1163,1395881,11,2076,1161,0.4246339363,-0.002057171,7,2,0,31197.2644230769,"[{'year': 2022, 'net_return': -0.3259763699, 'maximum_drawdown': -0.3287537744}, {'year': 2023, 'net_return': -0.0543294619, 'maximum_drawdown': -0.3666726887}]",7,0,0,1161,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_proxy,next_open_2d,100000.0,48479.6845298608,61846.3893065297,-0.3815361069,-0.4441106429,1399131,780,774,1396211,6,2140,773,0.4230271669,-0.0031319504,0,1,0,13366.7047766689,"[{'year': 2022, 'net_return': -0.3995802451, 'maximum_drawdown': -0.4441106429}, {'year': 2023, 'net_return': 0.0300525391, 'maximum_drawdown': -0.4284593736}]",0,0,0,773,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_proxy,next_open_3d,100000.0,36610.7071753915,78101.0063675439,-0.2189899363,-0.3482612175,1399131,378,373,1396480,5,2273,370,0.4675675676,-0.0022626028,0,3,0,41490.2991921523,"[{'year': 2022, 'net_return': -0.2115573579, 'maximum_drawdown': -0.3482612175}, {'year': 2023, 'net_return': -0.0094269107, 'maximum_drawdown': -0.2391112749}]",0,0,0,370,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_volume_proxy,next_open_5d,100000.0,81272.6378951373,93048.4198970622,-0.069515801,-0.2773861947,1399131,288,286,1396613,2,2230,285,0.4736842105,0.0001898328,2,1,0,11775.7820019249,"[{'year': 2022, 'net_return': -0.0929828137, 'maximum_drawdown': -0.2773861947}, {'year': 2023, 'net_return': 0.0258727321, 'maximum_drawdown': -0.1703873892}]",2,0,0,285,0,False,False
primary_development_2022_2023_partial,current_contract,runs/minute_ma_development_2022_2024,flow_quality,3,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,100000.0,18776.5383911979,23747.7713491114,-0.7625222865,-0.7770508129,1545027,1201,1175,1541512,26,2314,1174,0.3858603066,-0.005781306,387,1,0,4971.2329579135,"[{'year': 2022, 'net_return': -0.6707091249, 'maximum_drawdown': -0.6946543834}, {'year': 2023, 'net_return': -0.2788208498, 'maximum_drawdown': -0.7770508129}]",387,490,77,302,305,False,False
