sample_group,sample_variant,selection_ranker,strategy_id,policy_id,seed_count,resolved_seed_count,positive_seed_count,positive_seed_fraction,resolved_positive_seed_count,resolved_positive_seed_fraction,all_periods_positive_seed_count,resolved_all_periods_positive_seed_count,combined_net_return_mean,combined_net_return_median,combined_net_return_standard_deviation,combined_net_return_minimum,combined_net_return_q25,combined_net_return_q75,combined_net_return_maximum,maximum_drawdown_mean,maximum_drawdown_median,maximum_drawdown_standard_deviation,maximum_drawdown_minimum,maximum_drawdown_q25,maximum_drawdown_q75,maximum_drawdown_maximum
primary_development_2022_2023_partial,current_contract,flow_quality,s1_touch_immediate,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.3238496605432455,-0.3170820692487276,0.08499883142048813,-0.43532153572489607,-0.3830294999685325,-0.29987729413574604,-0.18393790363832518,-0.3755128867398552,-0.3590454668121468,0.051039813838840514,-0.45822278754593493,-0.4043418550934955,-0.3447522884604495,-0.3112020357872495
primary_development_2022_2023_partial,current_contract,sector_leader,s4_reclaim_volume_proxy,momentum_trail_4pct_5d,5,0,0,0.0,0,,0,0,-0.3178567593051531,-0.3178567593051531,0.0,-0.3178567593051531,-0.3178567593051531,-0.3178567593051531,-0.3178567593051531,-0.40719667704685925,-0.40719667704685925,0.0,-0.40719667704685925,-0.40719667704685925,-0.40719667704685925,-0.40719667704685925
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_vwap_support,next_open_2d,5,2,0,0.0,0,0.0,0,0,-0.3438960240484593,-0.3179100183631983,0.11282340320332365,-0.5315281492216452,-0.3746194294333811,-0.3121999039262826,-0.1832226192977896,-0.3923739435512183,-0.3825386258461356,0.09142061369927712,-0.5623859356879617,-0.3857094746563745,-0.33753151609138077,-0.29370416547423883
primary_development_2022_2023_partial,current_contract,random_hash,s1_touch_reclaim,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.28618918890320255,-0.31852893956066375,0.08468837121254114,-0.3857918336455297,-0.3444378476842389,-0.23241454022744035,-0.14977278339814026,-0.3647196077956646,-0.3585297988078018,0.03599171780109787,-0.4198761436002567,-0.38680429517459813,-0.34306070328301497,-0.31532709811265147
primary_development_2022_2023_partial,current_contract,flow_quality,s2_reclaim_acceleration,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.3286226681426129,-0.318565983779883,0.06835933073954793,-0.4327827639046755,-0.35938439239291864,-0.30904213245751655,-0.22333806817807056,-0.3843752781218635,-0.36666828841035914,0.04697272159399204,-0.4757019120666567,-0.3723661606165891,-0.36653041429445776,-0.34060961522125477
primary_development_2022_2023_partial,current_contract,sector_leader,s4_reclaim_amount_acceleration,next_open_2d,5,0,0,0.0,0,,0,0,-0.3187720465153794,-0.3187720465153794,0.0,-0.3187720465153794,-0.3187720465153794,-0.3187720465153794,-0.3187720465153794,-0.423928506088712,-0.423928506088712,0.0,-0.423928506088712,-0.423928506088712,-0.423928506088712,-0.423928506088712
primary_development_2022_2023_partial,current_contract,flow_quality,s2_first_touch_reclaim,next_open_2d,5,2,1,0.2,0,0.0,0,0,-0.2799092911419171,-0.31924822383898965,0.19295121276506258,-0.4343522238365227,-0.42595203340534316,-0.3120883242151494,0.09209434958641949,-0.38122389089173625,-0.38019453599954944,0.05378656703188519,-0.444993567875967,-0.4319960176328641,-0.35070691015081035,-0.29822842279949036
primary_development_2022_2023_partial,current_contract,random_hash,s2_reclaim_daily_trend,next_open_1d,5,0,0,0.0,0,,0,0,-0.3358185353185328,-0.3208838047910847,0.12724332331460111,-0.5375196419167725,-0.37901234982428944,-0.2974588805969888,-0.14421799946352842,-0.42095401272732846,-0.38405965139017895,0.07756151593754618,-0.5665536602121648,-0.4280375383208318,-0.3826145516203243,-0.34350466209314245
primary_development_2022_2023_partial,current_contract,flow_quality,s4_reclaim_volume_normal,next_open_2d,5,1,1,0.2,1,1.0,0,0,-0.268982802556427,-0.32100335634532473,0.16874462571331164,-0.4489508510801571,-0.39069132741574897,-0.21443573757412304,0.03016725963321898,-0.34877367710555107,-0.37795398808953085,0.0803429807753775,-0.4481357802130368,-0.40261524443439844,-0.2893604686605291,-0.22580290413026005
primary_development_2022_2023_partial,current_contract,trend_structure,s1_touch_reclaim,momentum_trail_4pct_5d,5,4,0,0.0,0,0.0,0,0,-0.2810408804115534,-0.32296171064715995,0.1326074465905248,-0.3867112159011604,-0.3741247302363876,-0.2974024289480962,-0.024004316324963026,-0.3614323496764186,-0.40663184848687417,0.07273006459207625,-0.4265801387639008,-0.4091957667136076,-0.3342433680454807,-0.23051062637222985
primary_development_2022_2023_partial,current_contract,random_hash,s1_touch_immediate,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.29136972650560455,-0.3249758483201719,0.15485142794571038,-0.493235213810696,-0.32763417691424734,-0.29653435946247886,-0.01446903402042865,-0.37434199644800276,-0.34104906730414486,0.08211662160799738,-0.5264675721759531,-0.39029695639853934,-0.31490676137247364,-0.2989896249889028
primary_development_2022_2023_partial,current_contract,random_hash,s2_reclaim_acceleration,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.32949052888976393,-0.3252229792427167,0.07164008268255455,-0.43691162581377807,-0.3777498680194552,-0.26627624905463354,-0.24129192231823648,-0.3778642202355276,-0.35402255023066476,0.05893745934999769,-0.48021447828933395,-0.4045424364705029,-0.3316056780624149,-0.3189359581247214
primary_development_2022_2023_partial,current_contract,sector_leader,s4_reclaim_vwap_support,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.32547471765973557,-0.32547471765973557,0.0,-0.32547471765973557,-0.32547471765973557,-0.32547471765973557,-0.32547471765973557,-0.426741252606276,-0.42674125260627593,5.551115123125783e-17,-0.42674125260627593,-0.42674125260627593,-0.42674125260627593,-0.42674125260627593
primary_development_2022_2023_partial,current_contract,random_hash,ht_r3_core_pullback,next_open_5d,5,3,1,0.2,0,0.0,0,0,-0.2204006236808306,-0.32563743382708354,0.19598655301470996,-0.45817560037171834,-0.3430707966201677,-0.009515325326427848,0.034396037741244445,-0.3936403826505215,-0.44932588933351425,0.10697830148620918,-0.5065457256901761,-0.473332340133914,-0.3153264191807724,-0.22367153891423086
primary_development_2022_2023_partial,current_contract,random_hash,s1_touch_reclaim,momentum_trail_4pct_5d,5,5,1,0.2,1,0.2,0,0,-0.2584326583602162,-0.3258299329145462,0.1912420510993555,-0.4680607387749457,-0.37741532136969125,-0.20501986034045505,0.08416256159855728,-0.34348861319134494,-0.3354564856474629,0.08259897108760311,-0.47777459737292527,-0.381693760544073,-0.28398238365138617,-0.23853583874087736
primary_development_2022_2023_partial,current_contract,sector_leader,s2_reclaim_daily_trend,momentum_trail_4pct_5d,5,0,0,0.0,0,,0,0,-0.3266008800650789,-0.3266008800650789,0.0,-0.3266008800650789,-0.3266008800650789,-0.3266008800650789,-0.3266008800650789,-0.47346449018586423,-0.47346449018586423,0.0,-0.47346449018586423,-0.47346449018586423,-0.47346449018586423,-0.47346449018586423
primary_development_2022_2023_partial,current_contract,sector_leader,s4_auction_confirmed_reclaim,fast_failure_2pct_target4pct_2d,5,0,0,0.0,0,,0,0,-0.3270107123999606,-0.3270107123999606,0.0,-0.3270107123999606,-0.3270107123999606,-0.3270107123999606,-0.3270107123999606,-0.4977316872331471,-0.4977316872331471,0.0,-0.4977316872331471,-0.4977316872331471,-0.4977316872331471,-0.4977316872331471
primary_development_2022_2023_partial,current_contract,flow_quality,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,5,1,0,0.0,0,0.0,0,0,-0.4184029967039321,-0.3279066553128388,0.2222435665438299,-0.7625222865088862,-0.5805930395806596,-0.2721305381574741,-0.14886246395980196,-0.5033664539315916,-0.42231477496273395,0.16245306089309475,-0.7770508129174301,-0.5892704107605016,-0.4105290687264087,-0.31766720229088374
primary_development_2022_2023_partial,current_contract,flow_quality,s2_reclaim_daily_trend,next_open_1d,5,0,0,0.0,0,,0,0,-0.3303780779997926,-0.3285504805369256,0.11754892877598566,-0.5033700298772852,-0.38629353888403484,-0.28842740742918394,-0.1452489332715332,-0.4139921207639904,-0.3912816599542537,0.06624336242627396,-0.5379821588064784,-0.4171791261643073,-0.37885898027702136,-0.34465867861789135
primary_development_2022_2023_partial,current_contract,trend_structure,ng_r1_auction_reclaim,next_open_1d,5,0,0,0.0,0,,0,0,-0.34594443182847645,-0.3294210446720355,0.05952765013910485,-0.46145621329664643,-0.33619988665334055,-0.3048241646762244,-0.29782084984413526,-0.3970118202034218,-0.3809531687964225,0.04883648272114947,-0.49252737133320934,-0.3876298184605208,-0.36254085602239194,-0.3614078864045642
primary_development_2022_2023_partial,current_contract,flow_quality,s1_touch_immediate,next_open_1d,5,1,0,0.0,0,0.0,0,0,-0.35596757226687104,-0.32974998119072685,0.12418057704970979,-0.5027203726575089,-0.46806375986124094,-0.32699056337951304,-0.15231318424536522,-0.43325142209998047,-0.39880881365794874,0.07140922825547223,-0.5273542629700952,-0.5108941081252394,-0.3649993768027008,-0.3642005489439185
primary_development_2022_2023_partial,current_contract,trend_structure,s2_first_touch_reclaim,next_open_1d,5,0,0,0.0,0,,0,0,-0.33980780272613653,-0.3302538977759788,0.10397901190486547,-0.49039307374290697,-0.38202075710998995,-0.32793462252598027,-0.168436662475827,-0.4091418835094034,-0.40305510872033656,0.059393121753852696,-0.5093343424727774,-0.40956631989655023,-0.40120864816060287,-0.3225449982967501
primary_development_2022_2023_partial,current_contract,random_hash,s1_break_reclaim_stable3,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.33767675229141814,-0.33044909853282156,0.05776636197641783,-0.42054725522698444,-0.38425428285445606,-0.2845235304073448,-0.26860959443548393,-0.38781655678369137,-0.37494770999540894,0.02525605505142326,-0.4211014127793995,-0.41540936947359164,-0.36482849355180424,-0.36279579811825247
primary_development_2022_2023_partial,current_contract,sector_leader,s1_touch_immediate,next_open_3d,5,0,0,0.0,0,,0,0,-0.3308816555603451,-0.3308816555603451,0.0,-0.3308816555603451,-0.3308816555603451,-0.3308816555603451,-0.3308816555603451,-0.42102080138982023,-0.42102080138982023,0.0,-0.42102080138982023,-0.42102080138982023,-0.42102080138982023,-0.42102080138982023
primary_development_2022_2023_partial,current_contract,flow_quality,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.31924442838453765,-0.33089247158414137,0.17709159468319674,-0.5218208678294646,-0.5003208170699155,-0.17014409999131763,-0.07304388544784934,-0.39010036630218475,-0.3790607128500403,0.11345444941062044,-0.5285656635734166,-0.5100418708803074,-0.27289098645630216,-0.2599425977508574
primary_development_2022_2023_partial,current_contract,sector_leader,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.33205917742867985,-0.33205917742867985,0.0,-0.33205917742867985,-0.33205917742867985,-0.33205917742867985,-0.33205917742867985,-0.39373497215012676,-0.39373497215012676,0.0,-0.39373497215012676,-0.39373497215012676,-0.39373497215012676,-0.39373497215012676
primary_development_2022_2023_partial,current_contract,trend_structure,ng_r1_auction_reclaim,next_open_2d,5,0,0,0.0,0,,0,0,-0.3198139374197678,-0.3323379557560996,0.04647711468981311,-0.36807599732909546,-0.34892424369092234,-0.3162568286315487,-0.23347466169117337,-0.3567703973775907,-0.35498118060969064,0.02689138831701797,-0.39220802955728773,-0.3757484452734803,-0.3479467073824204,-0.3129676240650746
primary_development_2022_2023_partial,current_contract,flow_quality,s4_reclaim_vwap_support,next_open_2d,5,2,0,0.0,0,0.0,0,0,-0.33768467241926325,-0.3338357147685802,0.09330750992977939,-0.4782783541568504,-0.36612345532091206,-0.3232783255876551,-0.1869075122623184,-0.3901565635694547,-0.3848646920937552,0.06862005152484175,-0.5137027243651859,-0.3869331581494969,-0.36114951632485637,-0.3041327269139793
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_positive_slope,next_open_2d,5,0,0,0.0,0,,0,0,-0.3331918256355836,-0.33385945727597444,0.03791311703069266,-0.3836889183924701,-0.3661320333468725,-0.29385441201670537,-0.2884243071458954,-0.3898420151078211,-0.3903569749667424,0.017908873481155812,-0.4152738528731673,-0.40064907017051343,-0.38053095629717015,-0.36239922123151225
primary_development_2022_2023_partial,current_contract,flow_quality,ht_r3_core_pullback,momentum_trail_4pct_5d,5,2,1,0.2,0,0.0,0,0,-0.3494411417528026,-0.3341298935118747,0.21088265201984036,-0.6287198887747545,-0.48542077983223264,-0.300558760425114,0.0016236137799627848,-0.454250776384419,-0.424984621459364,0.13730986417170635,-0.6639398423009014,-0.5491233184820686,-0.3523059160792156,-0.2809001836005457
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,5,1,0,0.0,0,0.0,0,0,-0.3629783614905634,-0.33489299481302837,0.07772606496193916,-0.4921060427438424,-0.4077889897896235,-0.29710267383586597,-0.2830011062704564,-0.41253698374980685,-0.3934716760727728,0.06050421721507704,-0.5185361771514951,-0.43635878276858775,-0.3585003321610919,-0.3558179505950865
primary_development_2022_2023_partial,current_contract,random_hash,s2_first_touch_reclaim,next_open_2d,5,2,1,0.2,0,0.0,0,0,-0.2820108511054662,-0.3360991244423317,0.18582910074233422,-0.43927921264417824,-0.41391937310405225,-0.295699685923997,0.07494314058722806,-0.37971498814571325,-0.37638417543587543,0.053450853575110556,-0.43851497072131684,-0.43541360954189257,-0.3518345322188242,-0.29642765281065697
primary_development_2022_2023_partial,current_contract,random_hash,s1_near_reversal,protect_3pct_target6pct_3d,5,4,0,0.0,0,0.0,0,0,-0.36821304357726425,-0.3365417917387734,0.11530799359785789,-0.5266794693081667,-0.4768074776307365,-0.27135217573052095,-0.22968430347812363,-0.4124328421184618,-0.4010894920770218,0.09930562267106807,-0.5430147977590811,-0.5052498031241748,-0.32908704315330917,-0.28372307447872225
primary_development_2022_2023_partial,current_contract,random_hash,cs_r3_leader_confirmation,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.3199192143368901,-0.3389331628182751,0.1271739846909799,-0.4888832110721727,-0.4047134457395275,-0.24502848208488603,-0.12203776996958915,-0.3725588352522057,-0.3778950683685194,0.10593417112035651,-0.5195666321693342,-0.4184893700275324,-0.35312243040473634,-0.1937206752909063
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_vwap_support,next_open_1d,5,0,0,0.0,0,,0,0,-0.3767199676325231,-0.3395837758979612,0.18123266412190722,-0.655119392772074,-0.4658794856988252,-0.3182841487024899,-0.10473303509126519,-0.4744044069747094,-0.4439305016774052,0.1155346052021169,-0.6754707038532395,-0.5027989420391397,-0.4238024676722254,-0.32601941963153713
primary_development_2022_2023_partial,current_contract,trend_structure,fu_r3_core_pullback,next_open_1d,5,0,0,0.0,0,,0,0,-0.2617764590040462,-0.34008196534488755,0.1109385540110059,-0.3606017734141106,-0.3520460593897973,-0.15755950955865705,-0.09859298731277855,-0.39185015555663266,-0.4102287016158528,0.03904460570848338,-0.4450757426464409,-0.4107417057612849,-0.34675573550365724,-0.3464488922559277
primary_development_2022_2023_partial,current_contract,flow_quality,s0_strong_no_ma,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.41158316557456975,-0.3407012787587427,0.18197747127615285,-0.665795472193154,-0.5716014095678025,-0.3153438078910553,-0.16447385946209425,-0.47592358238818255,-0.4283190121240755,0.13125755723819824,-0.6737050444920505,-0.5787199774051832,-0.382559356132107,-0.3163145217874965
primary_development_2022_2023_partial,current_contract,flow_quality,s1_touch_immediate,momentum_trail_4pct_5d,5,3,1,0.2,0,0.0,0,0,-0.24786635372831894,-0.3415881181396716,0.16740741340318985,-0.4179862954498478,-0.37077152665377955,-0.13357954661417049,0.024593718215874638,-0.34084420128414783,-0.37747416479303086,0.09063413443163353,-0.4281322673472583,-0.426533329416136,-0.27346764446681704,-0.19861360039749698
primary_development_2022_2023_partial,current_contract,random_hash,ht_r3_core_pullback,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.38040807543850697,-0.34224464000534494,0.1293481330975021,-0.600863458818935,-0.4405130090122823,-0.2766301210102069,-0.24178914834576581,-0.4358414634280033,-0.39347148079685845,0.1175834769434607,-0.6427710576558021,-0.48254691308861364,-0.33307561843823386,-0.3273422471605082
primary_development_2022_2023_partial,current_contract,sector_leader,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,5,0,0,0.0,0,,0,0,-0.3428268881843337,-0.3428268881843337,0.0,-0.3428268881843337,-0.3428268881843337,-0.3428268881843337,-0.3428268881843337,-0.4302846912851822,-0.4302846912851822,0.0,-0.4302846912851822,-0.4302846912851822,-0.4302846912851822,-0.4302846912851822
primary_development_2022_2023_partial,current_contract,flow_quality,s4_reclaim_vwap_support,next_open_1d,5,0,0,0.0,0,,0,0,-0.3751170981848455,-0.34383064532511864,0.1739778047720342,-0.6457160813348847,-0.45116286903244507,-0.32143396350111597,-0.11344193173066308,-0.4733034789535141,-0.4405948445020115,0.10805732177649516,-0.6665429199931034,-0.48810847511782707,-0.43243342919323013,-0.3388377259613983
primary_development_2022_2023_partial,current_contract,trend_structure,s1_touch_immediate,next_open_3d,5,0,2,0.4,0,,1,0,-0.19266456983620042,-0.34747815068183374,0.22453901460209302,-0.4172296782416419,-0.3602753175274197,0.08071212286217921,0.08094817440771407,-0.36387130058506195,-0.38482128256986425,0.07419565794823994,-0.4679018512295272,-0.39661117820294367,-0.3221187603611312,-0.2479034305618435
primary_development_2022_2023_partial,current_contract,flow_quality,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,5,4,0,0.0,0,0.0,0,0,-0.29939920353238947,-0.3485420488716262,0.15245793589001538,-0.5082199366823148,-0.3918349753606716,-0.1356400041718595,-0.11275905257547536,-0.394325377879616,-0.3777859754794972,0.07839652728694595,-0.5114870910960325,-0.43324141871127597,-0.3768998958180164,-0.27221250829325805
primary_development_2022_2023_partial,current_contract,trend_structure,s2_first_touch_reclaim,next_open_3d,5,3,0,0.0,0,0.0,0,0,-0.3120172723713124,-0.35006563439936955,0.1182589025871109,-0.44596544303462005,-0.4070951912315388,-0.23247938889656172,-0.12448070429447189,-0.40059183733610526,-0.40202987686723723,0.06216629620469556,-0.4811178474862142,-0.4571513973561723,-0.33598602854738235,-0.32667403642352
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_acceleration,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.34284502705192765,-0.35037344181718144,0.12476125419969454,-0.5581483192935579,-0.36269670466223713,-0.24954764236421378,-0.1934590271224479,-0.42295223600115434,-0.43565956129264416,0.10454192833225964,-0.5595119712784782,-0.4955015844158951,-0.3666808729237415,-0.25740719009501256
primary_development_2022_2023_partial,current_contract,random_hash,s2_reclaim_daily_trend,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.335091102307025,-0.3506109184462479,0.1211784854100451,-0.4921762422166793,-0.3763153512489751,-0.3375922610245168,-0.11876073859870584,-0.3988865847126907,-0.40365206229944794,0.06863630325553378,-0.5059914606639426,-0.4188474456800052,-0.371522085513068,-0.2944198694069895
primary_development_2022_2023_partial,current_contract,flow_quality,cs_r3_leader_confirmation,protect_3pct_target6pct_3d,5,2,0,0.0,0,0.0,0,0,-0.3674912576380184,-0.3517288771983774,0.050417929619117605,-0.4651903751566433,-0.35698360269238083,-0.34306388261705023,-0.32048955052563977,-0.4236482881315218,-0.4391572255536276,0.04494248065903303,-0.4847570881596519,-0.4420131337621379,-0.40141770876143223,-0.3508962844207594
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_volume_proxy,protect_3pct_target6pct_3d,5,1,0,0.0,0,0.0,0,0,-0.34535038835686455,-0.3525071963527807,0.056650644270089326,-0.40802348673396205,-0.4046548031007069,-0.29109075579839816,-0.2704756997984751,-0.38434175948546717,-0.39374453855161573,0.05999770695182866,-0.46458814154789485,-0.42238882706512393,-0.3510713113646331,-0.2899159788980685
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_volume_normal,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.36359154639020036,-0.3537728792799466,0.0343454701139903,-0.4224373643128263,-0.37805623745079997,-0.33939498954151637,-0.32429626136591283,-0.3805584448961391,-0.3680681104370598,0.03725561303036452,-0.4452140174932694,-0.39673408115879616,-0.3482132779703552,-0.34456273742121546
primary_development_2022_2023_partial,current_contract,random_hash,ng_r3_volume_quality,protect_3pct_target6pct_3d,5,1,0,0.0,0,0.0,0,0,-0.32376122114408956,-0.3545719837009115,0.09665047444326681,-0.46047962416609056,-0.3612523223286992,-0.2694335984712113,-0.1730685770535354,-0.38520334549907626,-0.37985264360904003,0.06403145695062816,-0.4990481975994,-0.39741781587759206,-0.3310287684831682,-0.31866930192618104
primary_development_2022_2023_partial,current_contract,trend_structure,s4_reclaim_volume_normal,momentum_trail_4pct_5d,5,4,0,0.0,0,0.0,0,0,-0.3974983075316373,-0.3553957395116675,0.11168392818819003,-0.5324607006617921,-0.5134760770504343,-0.35275199883905883,-0.23340702159523363,-0.4473964075415469,-0.42874072971723975,0.09306804640241016,-0.5639793121368142,-0.5398823513903213,-0.3888399297657894,-0.3155397146975699
primary_development_2022_2023_partial,current_contract,sector_leader,s4_reclaim_vwap_support,next_open_3d,5,0,0,0.0,0,,0,0,-0.35562689435915595,-0.35562689435915595,0.0,-0.35562689435915595,-0.35562689435915595,-0.35562689435915595,-0.35562689435915595,-0.39438698030738795,-0.39438698030738795,0.0,-0.39438698030738795,-0.39438698030738795,-0.39438698030738795,-0.39438698030738795
primary_development_2022_2023_partial,current_contract,flow_quality,s2_reclaim_recent_high,next_open_3d,5,0,0,0.0,0,,0,0,-0.43166501998788814,-0.358975781556648,0.10424570682801765,-0.5841118844432951,-0.5296513621200751,-0.35718544262187546,-0.3284006291975472,-0.48432799306254787,-0.42067027123318157,0.09335384007996497,-0.6374653799187482,-0.5488806000212345,-0.41185735017034975,-0.4027663639692257
primary_development_2022_2023_partial,current_contract,flow_quality,s2_reclaim_breakout_recent,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.38655819134812,-0.3592998445791372,0.11763259781230828,-0.5722709754760633,-0.439630717260565,-0.3470003121229863,-0.214589107301848,-0.462509438690209,-0.46639043570954664,0.08057231642940658,-0.5823909329896908,-0.4741597437241687,-0.46101789438074803,-0.32858818664689093
primary_development_2022_2023_partial,current_contract,flow_quality,s2_first_touch_reclaim,protect_3pct_target6pct_3d,5,0,0,0.0,0,,0,0,-0.32871436001744164,-0.3613245575974774,0.11792469715203506,-0.4453108021362324,-0.39253115151163254,-0.3407584154651765,-0.10364687337668921,-0.4048508633305419,-0.40888347031729255,0.051566206790164604,-0.46191942907110506,-0.45884542471168177,-0.3628490349214465,-0.3317569576311832
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_bull_stack,next_open_2d,5,0,0,0.0,0,,0,0,-0.36585602683847074,-0.3630088097403381,0.011895314566772152,-0.38507681201108057,-0.3723272324659326,-0.3581166394673746,-0.35075064050762783,-0.4859759730769581,-0.4877653789366643,0.005956139931744164,-0.49214373206351636,-0.4916439163251922,-0.48152852201129126,-0.4767983160481265
primary_development_2022_2023_partial,current_contract,flow_quality,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,5,0,0,0.0,0,,0,0,-0.35734116910180075,-0.36357855244849224,0.060669033438813656,-0.41642034361242175,-0.41521494653106483,-0.34011435060623174,-0.251377652310793,-0.4098050939358771,-0.4220215882340994,0.042434031032469,-0.46733477809671353,-0.4360473222004624,-0.37296405153353507,-0.35065772961457486
primary_development_2022_2023_partial,current_contract,sector_leader,s0_strong_no_ma,next_open_2d,5,0,0,0.0,0,,0,0,-0.36378480145393155,-0.36378480145393155,0.0,-0.36378480145393155,-0.36378480145393155,-0.36378480145393155,-0.36378480145393155,-0.5875590026979107,-0.5875590026979107,0.0,-0.5875590026979107,-0.5875590026979107,-0.5875590026979107,-0.5875590026979107
primary_development_2022_2023_partial,current_contract,flow_quality,ng_r3_volume_quality,momentum_trail_4pct_5d,5,1,1,0.2,0,0.0,0,0,-0.2724319616090843,-0.36428791862480725,0.1500001895952944,-0.39212610720455876,-0.3648553233775166,-0.25272158357971786,0.011831124741179089,-0.35785890014511035,-0.38146426838825787,0.06221745408331078,-0.4193049485350613,-0.41637568497703514,-0.31149230664081806,-0.2606572921843797
primary_development_2022_2023_partial,current_contract,flow_quality,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,5,1,0,0.0,0,0.0,0,0,-0.3620409708495437,-0.36490981074215445,0.030765679295285054,-0.4045737624405873,-0.37766555344166364,-0.35164178344776886,-0.31141394417554413,-0.41261317987655277,-0.4110581050038261,0.03243689183485336,-0.4543456409762483,-0.44331600874493593,-0.3827442950730139,-0.3716018495847395
primary_development_2022_2023_partial,current_contract,sector_leader,s2_reclaim_bull_stack,next_open_5d,5,0,0,0.0,0,,0,0,-0.3669174214519523,-0.3669174214519523,0.0,-0.3669174214519523,-0.3669174214519523,-0.3669174214519523,-0.3669174214519523,-0.4842201476561302,-0.4842201476561302,0.0,-0.4842201476561302,-0.4842201476561302,-0.4842201476561302,-0.4842201476561302
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_acceleration,protect_3pct_target6pct_3d,5,2,0,0.0,0,0.0,0,0,-0.3718450046211493,-0.367287223415083,0.07439584597484462,-0.5047131170043644,-0.38236253474518855,-0.31365147630563095,-0.29121067163547953,-0.4175480273166482,-0.4104288830701377,0.0606704277112865,-0.523143853322179,-0.41121397670701276,-0.4096741650213823,-0.3332792584625288
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,5,1,0,0.0,0,0.0,0,0,-0.4122651197633096,-0.36785655228864766,0.17894618826571324,-0.6988700274473025,-0.4991196803004565,-0.33233646357668145,-0.16314287520345983,-0.4946956369808907,-0.49380190477034247,0.12901725824851154,-0.7166174629314099,-0.5243798749648942,-0.3982157452502024,-0.34046319698760463
primary_development_2022_2023_partial,current_contract,trend_structure,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,5,3,0,0.0,0,0.0,0,0,-0.3902159055681045,-0.36823310714394486,0.07411683796207903,-0.51145466050865,-0.42823314569716486,-0.3481985992695338,-0.29496001522122894,-0.4298799717513589,-0.4110941230640479,0.05436355837905374,-0.5198325350523972,-0.461337938228768,-0.38477627048551744,-0.3723589919260638
primary_development_2022_2023_partial,current_contract,flow_quality,s1_touch_immediate,fast_failure_2pct_target4pct_2d,5,1,0,0.0,0,0.0,0,0,-0.36662927958387154,-0.3687853430636445,0.17359916993348518,-0.5601229748299738,-0.5406014540508342,-0.26744072845468425,-0.09619589752022106,-0.4375640931944722,-0.36999147406764377,0.10869681699914467,-0.5818242301671139,-0.5536273040015506,-0.36991897036321986,-0.31245848737283277
primary_development_2022_2023_partial,current_contract,trend_structure,s1_near_reversal,momentum_trail_4pct_5d,5,4,0,0.0,0,0.0,0,0,-0.380446949224421,-0.36896616159913265,0.09526227068329612,-0.5174555338211493,-0.4390518224794713,-0.3435367064735927,-0.23322452174875918,-0.4303140154708148,-0.3857100669674476,0.08184129437479885,-0.5508042144266767,-0.5002252249535206,-0.3844944304775789,-0.3303361405288505
primary_development_2022_2023_partial,current_contract,random_hash,s0_strong_no_ma,momentum_trail_4pct_5d,5,3,1,0.2,0,0.0,0,0,-0.3027572617040851,-0.37037878677631253,0.1685810528432129,-0.4409544508299963,-0.37165632936122206,-0.36026333914617514,0.029466597593280186,-0.3895647365970203,-0.39828395303246866,0.060469901166241104,-0.45401213091079606,-0.43332523846360793,-0.3825919416460819,-0.2796104189321469
