sample_group,sample_variant,selection_ranker,strategy_id,policy_id,seed_count,resolved_seed_count,positive_seed_count,positive_seed_fraction,resolved_positive_seed_count,resolved_positive_seed_fraction,all_periods_positive_seed_count,resolved_all_periods_positive_seed_count,combined_net_return_mean,combined_net_return_median,combined_net_return_standard_deviation,combined_net_return_minimum,combined_net_return_q25,combined_net_return_q75,combined_net_return_maximum,maximum_drawdown_mean,maximum_drawdown_median,maximum_drawdown_standard_deviation,maximum_drawdown_minimum,maximum_drawdown_q25,maximum_drawdown_q75,maximum_drawdown_maximum
primary_development_2022_2023_partial,current_contract,flow_quality,s1_break_reclaim_stable3,next_open_3d,5,1,3,0.6,0,0.0,0,0,-0.047147846706422115,0.027810560348416447,0.126886552707215,-0.2054912491253621,-0.19485475713327816,0.042996092854447276,0.09380011952366596,-0.3074983849814353,-0.30290690113885976,0.01884704450636866,-0.34412338194516257,-0.303724389067883,-0.29351023339850735,-0.29322701935676354
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_acceleration,next_open_3d,5,0,3,0.6,0,,0,0,0.02707474199267603,0.025953668907653382,0.10133069925841597,-0.11307938899918935,-0.033231611188149435,0.06565339368932643,0.19007764755373913,-0.34026836263540633,-0.3438974693150961,0.027533333636991824,-0.3774579749678506,-0.3595467120242196,-0.3206289843744945,-0.29981067249537074
primary_development_2022_2023_partial,current_contract,trend_structure,s2_reclaim_daily_trend,next_open_5d,5,3,3,0.6,2,0.6666666666666666,0,0,0.034988866510425966,0.023917451976640747,0.07898870520836392,-0.06465149314171237,-0.004693646977854904,0.04591557584682082,0.17445644484823553,-0.25521219057059596,-0.2612958491643672,0.03416223956883805,-0.29264983069753914,-0.28947284455378275,-0.2262684944263641,-0.20637393401092674
primary_development_2022_2023_partial,current_contract,sector_leader,ht_r3_core_pullback,next_open_5d,5,0,5,1.0,0,,0,0,0.021706069967591946,0.021706069967591946,0.0,0.021706069967591946,0.021706069967591946,0.021706069967591946,0.021706069967591946,-0.3787484592032112,-0.3787484592032112,0.0,-0.3787484592032112,-0.3787484592032112,-0.3787484592032112,-0.3787484592032112
primary_development_2022_2023_partial,current_contract,flow_quality,ng_r3_volume_quality,next_open_3d,5,3,3,0.6,3,1.0,0,0,-0.014483761166167097,0.02048773964435413,0.18085444127685393,-0.3009432551856105,-0.0922572606922375,0.05013619943941805,0.2501577709632403,-0.22795633762153034,-0.2239735377272144,0.06755292719605169,-0.34921225717550575,-0.23661688930436942,-0.171826138460497,-0.15815286544006513
primary_development_2022_2023_partial,current_contract,trend_structure,s1_touch_reclaim,next_open_5d,5,3,3,0.6,1,0.3333333333333333,1,0,0.03447523303174378,0.01787032118032683,0.12124089319561941,-0.11336911927510718,-0.05270977834439183,0.08250431005948045,0.23808043153841063,-0.263734104353868,-0.2603289580965463,0.04521907332206409,-0.33249026481117294,-0.2871008196735031,-0.24177386888559937,-0.19697661030251856
primary_development_2022_2023_partial,current_contract,trend_structure,s4_reclaim_amount_acceleration,next_open_5d,5,2,3,0.6,1,0.5,1,1,-0.03527895823426421,0.01783762747542461,0.15906191279669113,-0.24294417190401407,-0.18910977755540326,0.05055732679125535,0.1872642040214163,-0.2983236220537496,-0.2946083150006158,0.04965902944019439,-0.3788534642289846,-0.32030457102406196,-0.2642196872719319,-0.23363207274315423
primary_development_2022_2023_partial,current_contract,sector_leader,ng_r3_volume_quality,next_open_2d,5,0,5,1.0,0,,0,0,0.016928825628479194,0.016928825628479194,0.0,0.016928825628479194,0.016928825628479194,0.016928825628479194,0.016928825628479194,-0.3393323329457918,-0.3393323329457918,0.0,-0.3393323329457918,-0.3393323329457918,-0.3393323329457918,-0.3393323329457918
primary_development_2022_2023_partial,current_contract,flow_quality,s4_reclaim_amount_acceleration,next_open_3d,5,3,3,0.6,3,1.0,0,0,0.09276888439142723,0.012991779045161467,0.1725479970112001,-0.10372079487366859,-0.04184158464214183,0.2721169131667187,0.3242981092610664,-0.22353291257217264,-0.21638499517533105,0.03469015015934108,-0.2835889987431306,-0.2366654019301574,-0.19225325020374895,-0.18877191680849525
primary_development_2022_2023_partial,current_contract,random_hash,s4_reclaim_amount_acceleration,next_open_3d,5,3,3,0.6,3,1.0,0,0,0.09276888439142723,0.012991779045161467,0.1725479970112001,-0.10372079487366859,-0.04184158464214183,0.2721169131667187,0.3242981092610664,-0.22353291257217264,-0.21638499517533105,0.03469015015934108,-0.2835889987431306,-0.2366654019301574,-0.19225325020374895,-0.18877191680849525
