sample_group,strategy_id,ma_period,horizon,date_count,mean_daily_return,median_daily_return,std_daily_return,positive_date_count,positive_date_fraction,ttest_p_value,sign_test_p_value,bh_q_value
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,30m,331,-0.0030007885836547776,-0.002897774785074687,0.001970941994494999,17,0.0513595166163142,5.94227531337129e-88,6.146587156406341e-72,1.0611205916734445e-87
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,60m,331,-0.0030789962334070212,-0.002931759506487087,0.003543036855536827,48,0.14501510574018128,3.2323951138496224e-42,1.1003747782836429e-41,4.848592670774433e-42
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,1d,331,-0.00314653625017363,-0.0014765891641502222,0.014986063365658935,145,0.4380664652567976,0.0001630649661703577,0.027755090478306058,0.0005174511249746073
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,2d,331,-0.0032113547166045496,-0.0016135743249052887,0.020155465851325053,157,0.4743202416918429,0.004052256438310141,0.37919070006212147,0.011375887313386443
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,3d,331,-0.0032399338174560295,-0.0007018440027104967,0.02474175588820817,164,0.4954682779456193,0.017936327579440414,0.9124867149020457,0.04891725703483749
primary_development_2022_2023_partial,s2_reclaim_acceleration,10,5d,331,-0.002771889243559907,0.0003574837078133172,0.031595137697085926,166,0.5015105740181269,0.11195560027651995,1.0,0.2097150036945636
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,5m,331,-0.002987410171926358,-0.003021373191281747,0.0005556689486585587,0,0.0,1.427057911256802e-245,4.5719495651291e-100,3.147921863066475e-245
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,15m,331,-0.0029119320569706317,-0.0029842449089969875,0.0011212018768977446,4,0.012084592145015106,9.589424420367665e-149,2.273076773351272e-91,2.3200220371857255e-148
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,30m,331,-0.002947640970806344,-0.0028422571857150934,0.0018721470532857157,12,0.03625377643504532,2.3784422436729593e-91,1.4016065592824741e-78,4.821166710147891e-91
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,60m,331,-0.0030225304050511465,-0.0029842567452954337,0.0032572069528276036,48,0.14501510574018128,1.9789240518487954e-46,1.1003747782836429e-41,4.302008808366947e-46
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,1d,331,-0.0030748772088669686,-0.0017165753850908857,0.014961547003924889,143,0.43202416918429004,0.00022241210705855176,0.015459633987649112,0.0005560302676463795
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,2d,331,-0.0032347846134902322,-0.0015836713617915423,0.020539175585804485,155,0.46827794561933533,0.0044922420295881536,0.2716127621266505,0.012032791150682554
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,3d,331,-0.003277075130995182,-0.0003902146577294448,0.025002565382691168,161,0.486404833836858,0.017832782029232927,0.6602051224044762,0.04891725703483749
primary_development_2022_2023_partial,s2_reclaim_acceleration,20,5d,331,-0.0028773221644265066,0.0001782014303988028,0.03153605973461437,168,0.5075528700906344,0.09838069003807198,0.8260214930986781,0.20266895946320704
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,5m,331,-0.0029421182105230552,-0.0029047790932147295,0.0005539543176071567,0,0.0,6.951301769184418e-244,4.5719495651291e-100,1.4895646648252325e-243
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,15m,331,-0.0028778510396332718,-0.0029339871038338568,0.001112812038459171,1,0.0030211480362537764,3.2634768153708525e-148,1.5178872556228612e-97,7.531100343163507e-148
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,30m,331,-0.0029169092181228025,-0.002935139402689141,0.0018351712776320539,14,0.04229607250755287,2.5448759367984106e-92,7.865299386413312e-76,5.532338993040023e-92
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,60m,331,-0.0030076040511912297,-0.002904843783609331,0.0032381895979657366,50,0.1510574018126888,1.722569617487808e-46,3.6201647746187974e-40,3.7997859209289885e-46
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,1d,331,-0.0030485465119627748,-0.0015898185393563794,0.01478736551766729,145,0.4380664652567976,0.0002127601607021056,0.027755090478306058,0.0005507312032606784
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,2d,331,-0.0030479718417447447,-0.0010692394687932898,0.02041970170896163,155,0.46827794561933533,0.007047460195744511,0.2716127621266505,0.014921887463917205
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,3d,331,-0.0030712431189553915,-0.0009822644294423906,0.024970123275180146,160,0.48338368580060426,0.026129555360018587,0.5826263292692689,0.05938535309095133
primary_development_2022_2023_partial,s2_reclaim_acceleration,40,5d,331,-0.0027147101611643535,0.0003518111777343778,0.03192913093548808,168,0.5075528700906344,0.12342097593104268,0.8260214930986781,0.21149838592296416
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,5m,331,-0.002945424290041454,-0.0029254776128535467,0.0005874486469530242,0,0.0,6.263782152539417e-236,4.5719495651291e-100,1.1744591536011405e-235
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,15m,331,-0.0028800098616328018,-0.002888036018861647,0.00112620998881778,0,0.0,8.144541765933809e-147,4.5719495651291e-100,1.6735359793014677e-146
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,30m,331,-0.0028878945148809155,-0.002801349393061058,0.0017988885903553475,16,0.04833836858006042,2.3861648553277257e-93,3.3056005762140386e-73,5.592573879674357e-93
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,60m,331,-0.0029834337826979973,-0.0027405272313890732,0.0032178912444887895,48,0.14501510574018128,2.2629099618153738e-46,1.1003747782836429e-41,4.780795693976141e-46
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,1d,331,-0.0028941365239442234,-0.0007841067640605694,0.014709914851279126,153,0.4622356495468278,0.00040387399602067513,0.18703395961266983,0.0007867675247156009
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,2d,331,-0.0028333705695066836,-0.0010685334091008114,0.020515992670942947,153,0.4622356495468278,0.012592816346553378,0.18703395961266983,0.021465027863443256
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,3d,331,-0.002808754904704572,-0.001216788428090784,0.02523748092176515,160,0.48338368580060426,0.044010140357055534,0.5826263292692689,0.07858953635188488
primary_development_2022_2023_partial,s2_reclaim_acceleration,60,5d,331,-0.002458282017304596,0.00124224217706455,0.03247451663596659,173,0.5226586102719033,0.17002180623058646,0.4416382410514279,0.23203270685623598
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,5m,331,-0.0029483789598808065,-0.002914906515240304,0.0006188071201084262,0,0.0,6.507525759679729e-229,4.5719495651291e-100,1.1760588722312763e-228
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,15m,331,-0.002887357825893574,-0.0028445520954086985,0.0011508377478650477,2,0.006042296072507553,1.8976801854123e-144,2.5121491275514865e-95,3.6031902254663926e-144
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,30m,331,-0.002905035530118875,-0.0028635589770158406,0.001715941805765623,15,0.045317220543806644,6.397959882212917e-99,1.6679230067931092e-74,2.7419828066626785e-98
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,60m,331,-0.0029563638890899,-0.0028380627220162507,0.0030392480557171996,50,0.1510574018126888,1.2067268513879503e-49,3.6201647746187974e-40,4.113841538822557e-49
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,1d,331,-0.002933520189649777,-0.0018293828099582906,0.013959446064800877,144,0.4350453172205438,0.00016099063816614535,0.020829637575436134,0.0005174511249746073
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,2d,331,-0.003305866117104738,-0.0014924448495725428,0.01990499084473795,150,0.45317220543806647,0.0027510196852821352,0.0990117771110954,0.009327181379594353
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,3d,331,-0.0033956160263755755,-0.0011020962399074454,0.02431916034379021,154,0.4652567975830816,0.011658633949034892,0.22652105114781237,0.044559911533170925
primary_development_2022_2023_partial,s2_reclaim_acceleration,120,5d,331,-0.0033968994178672374,0.00041531387980162673,0.030985104512766853,168,0.5075528700906344,0.047246719216310865,0.8260214930986781,0.1735001086746531
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,5m,331,-0.0030447411442335696,-0.0029935630259738445,0.0008010374748780943,1,0.0030211480362537764,3.12482176856762e-198,1.5178872556228612e-97,4.464031097953743e-198
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,15m,331,-0.003042460186126049,-0.0029830015179933113,0.0012788145857540799,3,0.00906344410876133,6.333574816021353e-138,2.763465537586981e-93,1.1446219547026542e-137
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,30m,331,-0.0030629055350871585,-0.00299218971729264,0.0018987863565727394,11,0.03323262839879154,7.617970397378839e-94,5.2385004358078865e-80,2.0047290519417996e-93
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,60m,331,-0.0032361395597737984,-0.003031917791333688,0.003339341254155502,46,0.13897280966767372,2.201383040648264e-49,3.0373798198994984e-43,7.178422958635642e-49
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,1d,331,-0.0032061886640673823,-0.0013998708093691029,0.014622929241378506,149,0.4501510574018127,8.375929963666918e-05,0.07844038321120742,0.00033062881435527307
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,2d,331,-0.0035318862365388277,-0.002413467515008737,0.020501587690740654,146,0.44108761329305135,0.001907244645667219,0.036577927738126986,0.007946852690280079
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,3d,331,-0.003353644024566823,-0.00199269081582083,0.024748655379254265,150,0.45317220543806647,0.014341850049676457,0.0990117771110954,0.04537754171815451
primary_development_2022_2023_partial,s2_reclaim_acceleration,240,5d,331,-0.00275401205046576,0.0012006095874210864,0.03157337079305769,170,0.513595166163142,0.11402980427173087,0.6602051224044762,0.2097150036945636
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,5m,331,-0.0030693933310882147,-0.0030395183259426476,0.0007808641789607212,2,0.006042296072507553,9.650403194330639e-203,2.5121491275514865e-95,1.4053985234462096e-202
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,15m,331,-0.0031241401293768904,-0.0030836486795775588,0.00139915282931502,2,0.006042296072507553,2.8654544682900193e-130,2.5121491275514865e-95,4.431115157149515e-130
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,30m,331,-0.003228279117872015,-0.0031825320951740614,0.0020158460468247806,14,0.04229607250755287,4.272011280184782e-93,7.865299386413312e-76,9.564204358622647e-93
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,60m,331,-0.003618604154050012,-0.0034417255199480873,0.003345180856081728,37,0.11178247734138973,1.7965201138657445e-57,8.03675291377859e-51,3.8496859582837383e-56
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,1d,331,-0.004738801118044006,-0.003181485356360391,0.014558867662519877,123,0.3716012084592145,8.395565930713122e-09,3.463203917849445e-06,6.325710317154195e-07
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,2d,331,-0.006206335525723309,-0.00464782546898406,0.019881661196337923,118,0.3564954682779456,3.1074375742903185e-08,1.9806296089240295e-07,2.3305781807177387e-06
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,3d,331,-0.007339482255028026,-0.004961095774209009,0.02460708862002193,124,0.37462235649546827,1.1626326747586707e-07,5.911069616817262e-06,9.370894337682067e-06
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,10,5d,331,-0.008677867539767316,-0.00553536975079201,0.03053502364132737,138,0.4169184290030212,4.216500357743563e-07,0.0029394515441761803,3.162375268307672e-05
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,5m,331,-0.00291870736254069,-0.003070402066050378,0.0011023682626662308,6,0.01812688821752266,3.718436854342593e-151,8.128079013302738e-88,4.687105278583101e-151
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,15m,331,-0.002958769529740666,-0.0030538987906389586,0.0017168438459133097,13,0.03927492447129909,8.016319664410292e-101,3.4509427791658022e-77,1.0736142407692356e-100
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,30m,331,-0.0029167460821123274,-0.0030670197993230256,0.0024266290637342475,25,0.0755287009063444,4.979762486374917e-66,1.2536921370795744e-62,6.669324758537835e-66
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,60m,331,-0.0029675464751429343,-0.0029678563068971896,0.0037604119013337142,53,0.16012084592145015,1.4323958742635083e-36,5.741460623578979e-38,1.901410452562179e-36
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,1d,331,-0.003082984111046796,-0.0015855087512891674,0.015533533608171541,138,0.4169184290030212,0.00035975136601808135,0.0029394515441761803,0.0007867675247156009
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,2d,331,-0.0042404416303939005,-0.003529508838214292,0.020480267484907624,139,0.4199395770392749,0.00019997956592028468,0.004191441220551718,0.003332992765338078
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,3d,331,-0.005320514343008726,-0.003728986556295071,0.025612932014327634,142,0.42900302114803623,0.00019075197316225715,0.011346439750195308,0.005722559194867714
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,20,5d,331,-0.006573541291091131,-0.004396434931172253,0.03236116132504751,143,0.43202416918429004,0.0002621828065202719,0.015459633987649112,0.007865484195608157
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,5m,331,-0.002710916572099618,-0.0028799718460967433,0.0013005202466290222,11,0.03323262839879154,3.7544635328228476e-122,5.2385004358078865e-80,4.4695994438367237e-122
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,15m,331,-0.002520793058756285,-0.002671155691281576,0.002207821580965566,28,0.08459214501510574,9.281660610222714e-62,1.8307943516968578e-59,1.0162402127981075e-61
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,30m,331,-0.002445240265208907,-0.0025647148466860607,0.003138066835060356,51,0.1540785498489426,7.093746352335545e-36,2.0047610277350594e-39,7.766875568250597e-36
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,60m,331,-0.002647980916248894,-0.0025979525027174212,0.004276855509051427,71,0.21450151057401812,4.619228918624055e-25,1.7978382033902047e-26,5.209656675139912e-25
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,1d,331,-0.0023460376591860417,-0.0006436179382023997,0.01710765097841235,156,0.47129909365558914,0.013223572762708774,0.3224854616925212,0.015376247398498574
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,2d,331,-0.002616013316417017,-0.0014607494551733028,0.023775785780496383,158,0.4773413897280967,0.04645354342933934,0.4416382410514279,0.05574098366571697
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,3d,331,-0.002700282856964774,-0.002168025215124037,0.028786760927477464,154,0.4652567975830816,0.08931960736090483,0.22652105114781237,0.11549949227703211
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,40,5d,331,-0.004027871770530299,-0.0036558874260030384,0.03498073483885513,151,0.4561933534743202,0.03722756420920351,0.12367020291162287,0.1670075343286477
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,5m,330,-0.0025581429085898906,-0.0028241865491859925,0.0019975309692271924,19,0.05757575757575758,2.453769942013912e-71,3.3544169779778167e-69,2.5560103562644917e-71
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,15m,330,-0.0021985993412058503,-0.0026749088799040916,0.0031397588144576505,40,0.12121212121212122,2.377957541147807e-30,6.079124532361516e-48,2.4599560770494553e-30
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,30m,330,-0.0018221795428339056,-0.002227800988994546,0.00401962970963287,69,0.20909090909090908,4.6672515168691e-15,2.044528417748668e-27,4.8281912243473445e-15
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,60m,330,-0.0016549750519007048,-0.002231931311810329,0.005189015227987444,106,0.3212121212121212,1.6883403117625628e-08,7.531516790824434e-11,1.7345962107149618e-08
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,1d,330,-0.0017945441820500473,-0.0010780285998842174,0.018666606060978464,151,0.4575757575757576,0.08213496473569279,0.1370796187548106,0.08927713558227478
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,2d,330,-0.002593105751134117,-0.002030525002155276,0.025745204179258147,150,0.45454545454545453,0.06861621528251274,0.1102607870684355,0.0779729719119463
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,3d,330,-0.0028886682280219273,-0.002180377607671657,0.031017862375101634,153,0.4636363636363636,0.09212651530561247,0.20540559736617908,0.11718001518221964
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,60,5d,330,-0.003667205290742702,-0.0024998985276289878,0.03898119922810282,155,0.4696969696969697,0.08887937685754047,0.295589019323859,0.20199858376713742
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,5m,330,-0.0025071800364716503,-0.00282150384668403,0.003093127281101772,27,0.08181818181818182,5.790314876552711e-38,3.0862899927485926e-60,5.90848456791093e-38
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,15m,330,-0.0022303696318201924,-0.0026924412076686074,0.0044106343389830145,71,0.21515151515151515,5.2019333037560516e-18,2.828385949708585e-26,5.3080952079143384e-18
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,30m,330,-0.0016837721308080303,-0.0022568114926835737,0.00585845418086718,94,0.28484848484848485,3.2873874834214215e-07,3.111291791326125e-15,3.3544770238994097e-07
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,60m,330,-0.001709603714674638,-0.0015088746231632264,0.007815226436793712,116,0.3515151515151515,8.907365801242545e-05,7.532488704118487e-08,9.089148776778108e-05
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,1d,330,-0.0011360600502939024,-0.0012752174334723194,0.021262034275055297,153,0.4636363636363636,0.3331784672453958,0.20540559736617908,0.33768087896492816
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,2d,330,-0.0019177603998365182,-0.0014170775740259174,0.028639152916283037,157,0.47575757575757577,0.22539094704327928,0.40899949606305985,0.2449901598296514
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,3d,330,-0.0022190765232416197,-0.0009645173280002268,0.03424887167873407,153,0.4636363636363636,0.24075134958927236,0.20540559736617908,0.26553457675287395
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,120,5d,330,-0.002937729309637543,-0.0038830534027085558,0.04049049114663176,153,0.4636363636363636,0.1890894300237718,0.20540559736617908,0.24451219399625662
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,5m,331,-0.002768880050707473,-0.0029653195374161703,0.0014002117868797852,14,0.04229607250755287,4.541835376539751e-116,7.865299386413312e-76,5.161176564249717e-116
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,15m,331,-0.0027182927356202763,-0.0029499156557653136,0.0020221286613472866,23,0.06948640483383686,5.963449252841822e-76,7.895369112365708e-65,7.099344348621216e-76
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,30m,331,-0.002478517244324491,-0.0026866175675623097,0.002815303162572151,48,0.14501510574018128,5.0187784631866684e-43,1.1003747782836429e-41,5.6180355931194054e-43
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,60m,331,-0.0023943097001180237,-0.0023691811448829266,0.004170559590566426,82,0.24773413897280966,3.3728752906312757e-22,1.0307236357763064e-20,3.7756066686171e-22
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,1d,331,-0.002000616066363394,-0.0006920687253262614,0.01635581306873934,156,0.47129909365558914,0.02695947187851082,0.3224854616925212,0.03017851329684047
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,2d,331,-0.0023565889002138104,-0.0004371555705294534,0.022186927753867124,159,0.48036253776435045,0.05452651184788155,0.5095843076624359,0.06340292075335063
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,3d,331,-0.002570435164135693,-0.0023659826519922293,0.026761165795368743,157,0.4743202416918429,0.08194153323962872,0.37919070006212147,0.10877194677826821
primary_development_2022_2023_partial,s2_reclaim_breakout_recent,240,5d,331,-0.0023881413516994208,-0.0023662640082997887,0.03442562447999295,155,0.46827794561933533,0.20849211752826446,0.2716127621266505,0.25425867991251766
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,5m,331,-0.003029449625769753,-0.0030492650561976557,0.0013161628463902034,2,0.006042296072507553,6.482367129230556e-134,2.5121491275514865e-95,7.841573140198254e-134
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,15m,331,-0.0031396647867197153,-0.0031148402870596306,0.0019622901241483385,11,0.03323262839879154,5.2988375637017934e-93,5.2385004358078865e-80,6.735810462332788e-93
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,30m,331,-0.003251437649961027,-0.003223396593964865,0.0026450119247089306,23,0.06948640483383686,5.942638387634103e-68,7.895369112365708e-65,8.177942735276289e-68
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,60m,331,-0.0037418053097875575,-0.003589566919063483,0.004097452949473219,37,0.11178247734138973,2.2563576498866068e-45,8.03675291377859e-51,4.077754788951699e-45
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,1d,331,-0.005267669514577313,-0.004210903903276664,0.016185986941383,125,0.3776435045317221,8.43428042287226e-09,9.96473521430781e-06,6.325710317154195e-07
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,2d,331,-0.007263855889035698,-0.005636876147179128,0.023234113310690214,125,0.3776435045317221,2.9683489647907207e-08,9.96473521430781e-06,2.3305781807177387e-06
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,3d,331,-0.008805046174819257,-0.006722898020777656,0.029597385158930196,121,0.36555891238670696,1.249452578357609e-07,1.1450741999826543e-06,9.370894337682067e-06
primary_development_2022_2023_partial,s2_reclaim_bull_stack,10,5d,331,-0.011602298584486043,-0.009363319777771177,0.036461659811080585,117,0.35347432024169184,1.725944732897686e-08,1.0758121825375306e-07,2.588917099346529e-06
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,5m,331,-0.0028176256953637143,-0.0030297518814067135,0.0015834443530122553,14,0.04229607250755287,2.764278992643762e-104,7.865299386413312e-76,3.0488371242394435e-104
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,15m,331,-0.0027820489543182504,-0.002904918312329653,0.002277757164829504,26,0.07854984894259819,2.127174298577611e-67,1.4811690280774608e-61,2.3635269984195677e-67
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,30m,331,-0.0027561621667727436,-0.0029929024530070732,0.002967389580080315,45,0.13595166163141995,1.7153993882603635e-46,4.862043696025771e-44,1.9346609642034177e-46
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,60m,331,-0.0027915695253966223,-0.003106865002219784,0.004920556378822168,61,0.18429003021148035,8.901823018528285e-22,1.628245518845457e-32,9.81818715278855e-22
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,1d,331,-0.0033547348384255727,-0.00278822181824871,0.01724875194177345,135,0.4078549848942598,0.00046924281605438686,0.000945718186005133,0.0008909673722551648
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,2d,331,-0.004565543338368411,-0.0039898695281122215,0.023915343595809543,134,0.40483383685800606,0.0005939397817868991,0.00063303510088358,0.004949498181557492
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,3d,331,-0.005641546908228895,-0.004734921285164551,0.029372287309125,133,0.40181268882175225,0.0005503547843427262,0.00041875989026729775,0.013758869608568154
primary_development_2022_2023_partial,s2_reclaim_bull_stack,20,5d,331,-0.008318320583723032,-0.00634850259538397,0.03562252220746955,135,0.4078549848942598,2.8814524800779272e-05,0.000945718186005133,0.0014407262400389636
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,5m,331,-0.0027282739346615936,-0.0029538669785503587,0.00187531940963769,18,0.054380664652567974,1.8615749186919854e-83,1.0760394876854358e-70,2.023450998578245e-83
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,15m,331,-0.0024513278516594722,-0.002843845925818136,0.0032273497606453297,48,0.14501510574018128,1.660211313335665e-34,1.1003747782836429e-41,1.7293867847246512e-34
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,30m,331,-0.002196652384736733,-0.002574205803271908,0.004540804041487828,67,0.20241691842900303,8.50495731607178e-17,8.606137296947794e-29,8.859330537574771e-17
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,60m,331,-0.002068868893785533,-0.002389198890401253,0.00591943295853482,81,0.24471299093655588,7.16449489906157e-10,3.3548459748339645e-21,7.463015519855802e-10
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,1d,331,-0.0026309310813801183,-0.0038882428393873314,0.02119123891055312,134,0.40483383685800606,0.02476737297515173,0.00063303510088358,0.02793312741558466
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,2d,331,-0.0032966582797727124,-0.002179309910925378,0.028918031075219414,142,0.42900302114803623,0.03914384288764224,0.011346439750195308,0.048929803609552805
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,3d,331,-0.0037625185262157657,-0.0037292479199882694,0.03273197568443567,144,0.4350453172205438,0.03754986273229007,0.020829637575436134,0.07129720771953811
primary_development_2022_2023_partial,s2_reclaim_bull_stack,40,5d,331,-0.004893007855395616,-0.003510967938747719,0.038536866941228085,151,0.4561933534743202,0.021700882429450022,0.12367020291162287,0.1589022707688458
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,5m,326,-0.0025055240052787612,-0.0026916017568871394,0.0023962343508110474,25,0.07668711656441718,4.471536918598632e-54,2.706190193715842e-61,4.5940447793821565e-54
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,15m,326,-0.002172688572876349,-0.002428314196650695,0.0036061529810134806,66,0.20245398773006135,1.1852099986529523e-23,2.2729319027768935e-28,1.217681505465362e-23
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,30m,326,-0.0015120151118164686,-0.002050668758060159,0.005658230538226639,98,0.3006134969325153,2.2341359411948283e-06,4.432056450352283e-13,2.264326967427191e-06
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,60m,326,-0.0012677803872212278,-0.001935417425599073,0.007287738914915398,108,0.3312883435582822,0.001868412961283782,1.1012941192805495e-09,0.001893661785084914
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,1d,326,-0.0025400153744322956,-0.0031160576290355764,0.022750009914874705,136,0.4171779141104294,0.044962116435902706,0.003269774823060994,0.04922859463784968
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,2d,326,-0.004117645954911266,-0.005343933993464891,0.02896219949906253,144,0.44171779141104295,0.01082516741939051,0.04027447158832938,0.019802135523275324
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,3d,326,-0.004581009919862524,-0.004573578766493464,0.03309275628384208,142,0.43558282208588955,0.013070907383063471,0.02301382815719804,0.044559911533170925
primary_development_2022_2023_partial,s2_reclaim_bull_stack,60,5d,326,-0.005160768773960137,-0.00599657014651154,0.04285925213925686,148,0.4539877300613497,0.030672948046915168,0.10809594410706919,0.1589022707688458
primary_development_2022_2023_partial,s2_reclaim_bull_stack,120,5m,279,-0.0029052083609241767,-0.0028857925070598553,0.005062437305273294,49,0.17562724014336917,6.206413018640862e-19,3.311218995055098e-29,6.248066797289459e-19
primary_development_2022_2023_partial,s2_reclaim_bull_stack,120,15m,279,-0.002216586897792373,-0.0023526030242909447,0.006706302642338696,78,0.27956989247311825,8.143283235581081e-08,1.1117820239661154e-13,8.19793614320243e-08
primary_development_2022_2023_partial,s2_reclaim_bull_stack,120,30m,279,-0.0015714391285020731,-0.0016711139883430204,0.00882163507923287,103,0.36917562724014336,0.003236950864474106,1.4660679125815703e-05,0.003258675366920241
