selection_ranker,selection_seed,strategy_id,policy_id,net_return_primary,maximum_drawdown_primary,fully_resolved_primary,net_return_supplemental,maximum_drawdown_supplemental,fully_resolved_supplemental,same_return_sign,return_difference_primary_minus_supplemental
flow_quality,2,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,-0.040550236,-0.239852339,False,-0.0096049881,-0.0694242274,True,True,-0.030945247900000004
flow_quality,2,s2_reclaim_positive_slope,momentum_trail_4pct_5d,-0.0629279135,-0.23401859,True,-0.0040558246,-0.0544278369,True,True,-0.0588720889
flow_quality,2,s2_reclaim_positive_slope,next_open_1d,-0.2245181449,-0.2838403959,False,-0.0692297273,-0.100076124,True,True,-0.1552884176
flow_quality,2,s2_reclaim_positive_slope,next_open_2d,-0.0694326242,-0.2113991403,True,-0.0112622501,-0.0682813348,True,True,-0.058170374100000005
flow_quality,2,s2_reclaim_positive_slope,next_open_3d,-0.1595543556,-0.290633053,False,-0.0667529203,-0.0952692848,True,True,-0.0928014353
flow_quality,2,s2_reclaim_positive_slope,next_open_5d,-0.1071758856,-0.203635151,True,0.0563876785,-0.0312981122,True,False,-0.1635635641
flow_quality,2,s2_reclaim_positive_slope,protect_3pct_target6pct_3d,-0.2600870063,-0.3370063936,False,0.0715575202,-0.0301495593,True,False,-0.3316445265
flow_quality,2,s2_reclaim_recent_high,fast_failure_2pct_target4pct_2d,-0.4776478971,-0.5025366329,False,-0.0759708244,-0.1191572214,True,True,-0.40167707269999997
flow_quality,2,s2_reclaim_recent_high,momentum_trail_4pct_5d,-0.4897842856,-0.5624781827,False,-0.0163075677,-0.0537588688,True,True,-0.47347671789999995
flow_quality,2,s2_reclaim_recent_high,next_open_1d,-0.2917050216,-0.3905671481,False,-0.0978418362,-0.1338371603,True,True,-0.1938631854
flow_quality,2,s2_reclaim_recent_high,next_open_2d,-0.3204281111,-0.4263419136,False,-0.0860241018,-0.1236259125,True,True,-0.23440400930000002
flow_quality,2,s2_reclaim_recent_high,next_open_3d,-0.5841118844,-0.6374653799,False,0.0419614941,-0.0419353059,True,False,-0.6260733785
flow_quality,2,s2_reclaim_recent_high,next_open_5d,-0.4127263691,-0.4553415495,True,0.0381186878,-0.0383453125,True,False,-0.4508450569
flow_quality,2,s2_reclaim_recent_high,protect_3pct_target6pct_3d,-0.3844411672,-0.4502594932,False,-0.0309694963,-0.0820711231,True,True,-0.3534716709
flow_quality,2,s4_auction_confirmed_reclaim,fast_failure_2pct_target4pct_2d,-0.5735080659,-0.5814695581,False,0.0631705561,-0.0194379265,True,False,-0.636678622
flow_quality,2,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,-0.3485420489,-0.3768998958,True,0.05689999,-0.0396591776,True,False,-0.4054420389
flow_quality,2,s4_auction_confirmed_reclaim,next_open_1d,-0.5920129426,-0.6140481859,False,0.0503057979,-0.0360315373,True,False,-0.6423187405
flow_quality,2,s4_auction_confirmed_reclaim,next_open_2d,-0.4665778465,-0.4965399862,False,0.0256473755,-0.0298762136,True,False,-0.492225222
flow_quality,2,s4_auction_confirmed_reclaim,next_open_3d,-0.2945035832,-0.3195811478,False,0.0248527321,-0.0388680434,True,False,-0.31935631529999997
flow_quality,2,s4_auction_confirmed_reclaim,next_open_5d,-0.1900973614,-0.3542935257,False,0.0295762168,-0.0533823315,True,False,-0.2196735782
flow_quality,2,s4_auction_confirmed_reclaim,protect_3pct_target6pct_3d,-0.4225681087,-0.422919819,False,0.0824164604,-0.0220886221,True,False,-0.5049845691
flow_quality,2,s4_reclaim_amount_acceleration,fast_failure_2pct_target4pct_2d,-0.2195687134,-0.355723538,False,-0.0637591916,-0.0828677411,True,True,-0.15580952180000002
flow_quality,2,s4_reclaim_amount_acceleration,momentum_trail_4pct_5d,-0.2413653611,-0.336291588,True,-0.0139410326,-0.0342104608,True,True,-0.2274243285
flow_quality,2,s4_reclaim_amount_acceleration,next_open_1d,-0.290460555,-0.3946897195,False,-0.0004054167,-0.0330169076,True,True,-0.2900551383
flow_quality,2,s4_reclaim_amount_acceleration,next_open_2d,-0.295480305,-0.3533306518,False,-0.0068358245,-0.0518121507,True,True,-0.2886444805
flow_quality,2,s4_reclaim_amount_acceleration,next_open_3d,0.012991779,-0.1887719168,True,-0.0054348172,-0.0341580673,True,False,0.0184265962
flow_quality,2,s4_reclaim_amount_acceleration,next_open_5d,-0.0925114239,-0.4257589609,True,-0.0245655836,-0.0569083478,True,True,-0.0679458403
flow_quality,2,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,0.0246707413,-0.2963495647,False,-0.0307542086,-0.0500170551,True,False,0.0554249499
flow_quality,2,s4_reclaim_volume_normal,fast_failure_2pct_target4pct_2d,-0.5071963576,-0.547681144,False,-0.0750294683,-0.0913672272,True,True,-0.4321668893
flow_quality,2,s4_reclaim_volume_normal,momentum_trail_4pct_5d,-0.2885232625,-0.3678566913,False,-0.0742876623,-0.0849774595,True,True,-0.2142356002
flow_quality,2,s4_reclaim_volume_normal,next_open_1d,-0.55029726,-0.5628166667,False,-0.0652778033,-0.0726602191,True,True,-0.4850194567
flow_quality,2,s4_reclaim_volume_normal,next_open_2d,-0.3906913274,-0.4026152444,False,-0.0455029328,-0.0548377271,True,True,-0.3451883946
flow_quality,2,s4_reclaim_volume_normal,next_open_3d,-0.2733973291,-0.366213354,False,-0.0451675811,-0.0560190539,True,True,-0.22822974799999998
flow_quality,2,s4_reclaim_volume_normal,next_open_5d,-0.2470392685,-0.3752381934,True,-0.033998792,-0.0487811863,True,True,-0.2130404765
flow_quality,2,s4_reclaim_volume_normal,protect_3pct_target6pct_3d,-0.5149366512,-0.5324161508,False,-0.028045135,-0.0553390869,True,True,-0.4868915162
flow_quality,2,s4_reclaim_volume_proxy,fast_failure_2pct_target4pct_2d,-0.4441031147,-0.4650910583,True,-0.0730389948,-0.0881950695,True,True,-0.3710641199
flow_quality,2,s4_reclaim_volume_proxy,momentum_trail_4pct_5d,-0.180951478,-0.2542523597,False,-0.0313732292,-0.0514920366,True,True,-0.1495782488
flow_quality,2,s4_reclaim_volume_proxy,next_open_1d,-0.4169617181,-0.4402787441,False,-0.0320165703,-0.0539429359,True,True,-0.3849451478
flow_quality,2,s4_reclaim_volume_proxy,next_open_2d,-0.3139733319,-0.4295679311,False,-0.002252295,-0.0421927422,True,True,-0.31172103689999997
flow_quality,2,s4_reclaim_volume_proxy,next_open_3d,-0.3598962212,-0.4066147658,False,0.0103352293,-0.0321721561,True,False,-0.3702314505
flow_quality,2,s4_reclaim_volume_proxy,next_open_5d,-0.3205902323,-0.3414809869,True,-0.0100412113,-0.0546669325,True,True,-0.310549021
flow_quality,2,s4_reclaim_volume_proxy,protect_3pct_target6pct_3d,-0.2733953144,-0.3465035319,False,-0.0021321758,-0.0319991751,True,True,-0.27126313859999995
flow_quality,2,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,-0.148862464,-0.3176672023,False,-0.070137739,-0.0878860574,True,True,-0.078724725
flow_quality,2,s4_reclaim_vwap_support,momentum_trail_4pct_5d,-0.2353742532,-0.3665150563,False,-0.004924621,-0.0593507991,True,True,-0.2304496322
flow_quality,2,s4_reclaim_vwap_support,next_open_1d,-0.1134419317,-0.338837726,False,-0.0757049335,-0.0931023104,True,True,-0.037736998199999996
flow_quality,2,s4_reclaim_vwap_support,next_open_2d,-0.3232783256,-0.3869331581,False,0.041949871,-0.0438800316,True,False,-0.36522819660000005
flow_quality,2,s4_reclaim_vwap_support,next_open_3d,-0.1622954975,-0.2395010374,False,-0.021667524,-0.0717086491,True,True,-0.1406279735
flow_quality,2,s4_reclaim_vwap_support,next_open_5d,-0.2404740101,-0.3664310305,False,-0.0355820075,-0.0753071498,True,True,-0.2048920026
flow_quality,2,s4_reclaim_vwap_support,protect_3pct_target6pct_3d,-0.1391433325,-0.3828156129,False,-0.0709360285,-0.0947487424,True,True,-0.068207304
flow_quality,3,cs_r3_leader_confirmation,fast_failure_2pct_target4pct_2d,-0.5636971241,-0.6057964118,False,0.0269243145,-0.0395933655,True,False,-0.5906214385999999
flow_quality,3,cs_r3_leader_confirmation,momentum_trail_4pct_5d,-0.0707391521,-0.191275188,False,-0.0005764528,-0.0340248881,True,True,-0.07016269929999999
flow_quality,3,cs_r3_leader_confirmation,next_open_1d,-0.2773371198,-0.3449328827,False,-0.0234405884,-0.0927890912,True,True,-0.25389653139999996
flow_quality,3,cs_r3_leader_confirmation,next_open_2d,-0.1330830066,-0.2147308433,False,0.0655139498,-0.0250631815,True,False,-0.1985969564
flow_quality,3,cs_r3_leader_confirmation,next_open_3d,-0.2031204249,-0.2836055528,False,-0.0451308153,-0.0950630911,True,True,-0.15798960960000002
flow_quality,3,cs_r3_leader_confirmation,next_open_5d,-0.0975966574,-0.3094582108,True,-0.0066622624,-0.0653295623,True,True,-0.090934395
flow_quality,3,cs_r3_leader_confirmation,protect_3pct_target6pct_3d,-0.3569836027,-0.4420131338,False,-0.0595577895,-0.0867190266,True,True,-0.2974258132
flow_quality,3,fu_r3_core_pullback,fast_failure_2pct_target4pct_2d,-0.120326474,-0.2772790625,False,-0.0044171326,-0.0350327211,True,True,-0.1159093414
flow_quality,3,fu_r3_core_pullback,momentum_trail_4pct_5d,0.3870674012,-0.2747733787,False,-0.052984263,-0.0815521906,True,False,0.44005166419999997
flow_quality,3,fu_r3_core_pullback,next_open_1d,-0.1122960647,-0.2682020739,False,-0.0211750086,-0.0470714571,True,True,-0.0911210561
flow_quality,3,fu_r3_core_pullback,next_open_2d,-0.1147356161,-0.277802646,False,0.0049285939,-0.0432162417,True,False,-0.11966421000000001
flow_quality,3,fu_r3_core_pullback,next_open_3d,-0.0236156088,-0.1945054701,False,-0.0405215906,-0.0659085305,True,True,0.016905981799999997
flow_quality,3,fu_r3_core_pullback,next_open_5d,-0.2358300903,-0.326253218,False,-0.0721484468,-0.1106253117,True,True,-0.16368164349999997
flow_quality,3,fu_r3_core_pullback,protect_3pct_target6pct_3d,0.2033890649,-0.3113921891,False,-0.0032603322,-0.0398699396,True,False,0.2066493971
flow_quality,3,ht_r3_core_pullback,fast_failure_2pct_target4pct_2d,-0.5580057814,-0.6185619659,False,-0.0069451729,-0.0474817922,True,True,-0.5510606085
flow_quality,3,ht_r3_core_pullback,momentum_trail_4pct_5d,-0.3341298935,-0.4249846215,False,-0.0312684307,-0.0614761407,True,True,-0.3028614628
flow_quality,3,ht_r3_core_pullback,next_open_1d,-0.4846776636,-0.5608961144,False,0.0055787009,-0.0459692146,True,False,-0.4902563645
flow_quality,3,ht_r3_core_pullback,next_open_2d,-0.4898050935,-0.4948723677,False,-0.0472448017,-0.0739672249,True,True,-0.4425602918
flow_quality,3,ht_r3_core_pullback,next_open_3d,-0.2251579334,-0.3198088414,False,0.001712085,-0.0325143288,True,False,-0.2268700184
flow_quality,3,ht_r3_core_pullback,next_open_5d,-0.0583678048,-0.2902727508,True,0.0131799604,-0.022736122,True,False,-0.0715477652
flow_quality,3,ht_r3_core_pullback,protect_3pct_target6pct_3d,-0.5685537845,-0.587504976,False,0.0132285366,-0.0386960221,False,False,-0.5817823211
flow_quality,3,ng_r1_auction_reclaim,fast_failure_2pct_target4pct_2d,-0.0572372652,-0.2431285478,True,0.0107775274,-0.0379518589,True,False,-0.0680147926
flow_quality,3,ng_r1_auction_reclaim,momentum_trail_4pct_5d,-0.1126441837,-0.2620685486,True,0.0129306186,-0.0518422912,True,False,-0.1255748023
flow_quality,3,ng_r1_auction_reclaim,next_open_1d,-0.2065253567,-0.3175518901,True,0.02341306,-0.0378738149,True,False,-0.22993841669999998
flow_quality,3,ng_r1_auction_reclaim,next_open_2d,-0.0959706733,-0.2469620074,True,0.0118352018,-0.0414929237,True,False,-0.1078058751
flow_quality,3,ng_r1_auction_reclaim,next_open_3d,0.020217935,-0.1253776499,False,0.0041364539,-0.0456211736,True,True,0.0160814811
flow_quality,3,ng_r1_auction_reclaim,next_open_5d,-0.1819846449,-0.3440707779,False,-0.0270801023,-0.068449495,True,True,-0.1549045426
flow_quality,3,ng_r1_auction_reclaim,protect_3pct_target6pct_3d,0.0084450688,-0.1999058352,True,-0.009032832,-0.0445568146,True,False,0.0174779008
flow_quality,3,ng_r3_volume_quality,fast_failure_2pct_target4pct_2d,-0.4595249538,-0.4955845378,False,-0.0197568805,-0.0523074595,True,True,-0.4397680733
flow_quality,3,ng_r3_volume_quality,momentum_trail_4pct_5d,-0.2527215836,-0.3114923066,False,-0.0345585512,-0.0505496384,True,True,-0.2181630324
flow_quality,3,ng_r3_volume_quality,next_open_1d,-0.5706252694,-0.5958658113,False,-0.049146321,-0.0554797794,True,True,-0.5214789484
flow_quality,3,ng_r3_volume_quality,next_open_2d,-0.3088505997,-0.331950243,False,-0.0087604021,-0.036653947,False,True,-0.3000901976
flow_quality,3,ng_r3_volume_quality,next_open_3d,-0.0922572607,-0.2366168893,False,-0.0027705956,-0.020990739,True,True,-0.0894866651
flow_quality,3,ng_r3_volume_quality,next_open_5d,-0.0910931222,-0.2711506325,False,-0.0295619625,-0.0499948064,True,True,-0.061531159700000004
flow_quality,3,ng_r3_volume_quality,protect_3pct_target6pct_3d,-0.3538103067,-0.3692345688,False,-0.0430882855,-0.0607937841,True,True,-0.31072202120000003
flow_quality,3,s0_distance_only,fast_failure_2pct_target4pct_2d,-0.4316506013,-0.484155098,False,-0.0606063083,-0.0644544024,True,True,-0.37104429299999997
flow_quality,3,s0_distance_only,momentum_trail_4pct_5d,-0.0705307871,-0.2711282807,True,-0.0271612951,-0.0488718204,True,True,-0.04336949200000001
flow_quality,3,s0_distance_only,next_open_1d,-0.4044212393,-0.4462678732,False,-0.0753195363,-0.0693643562,True,True,-0.329101703
flow_quality,3,s0_distance_only,next_open_2d,-0.0298118374,-0.284092207,False,-0.0542682871,-0.0485751632,True,True,0.0244564497
flow_quality,3,s0_distance_only,next_open_3d,0.2262701173,-0.2139512654,False,-0.0603313271,-0.0557642447,True,False,0.2866014444
flow_quality,3,s0_distance_only,next_open_5d,-0.0649892295,-0.2632590553,True,-0.0136293938,-0.0342548484,True,True,-0.051359835699999995
flow_quality,3,s0_distance_only,protect_3pct_target6pct_3d,-0.189908842,-0.2999582892,False,-0.04562291,-0.0451482377,True,True,-0.144285932
flow_quality,3,s0_strong_no_ma,fast_failure_2pct_target4pct_2d,-0.561797704,-0.6123361497,False,-0.0938797879,-0.1106040524,True,True,-0.46791791609999994
flow_quality,3,s0_strong_no_ma,momentum_trail_4pct_5d,-0.1965989418,-0.3713200961,False,-0.0024080572,-0.0424913157,True,True,-0.1941908846
flow_quality,3,s0_strong_no_ma,next_open_1d,-0.5475892235,-0.5991547701,False,-0.1352230536,-0.1473068615,True,True,-0.4123661699000001
flow_quality,3,s0_strong_no_ma,next_open_2d,-0.5297933512,-0.5429366375,False,-0.0809291869,-0.1180444881,True,True,-0.44886416430000003
flow_quality,3,s0_strong_no_ma,next_open_3d,0.0346327821,-0.2757315909,True,-0.0636175638,-0.0922038957,True,False,0.09825034590000001
flow_quality,3,s0_strong_no_ma,next_open_5d,0.2435625273,-0.2717654297,False,0.0060299007,-0.0483209345,True,True,0.2375326266
flow_quality,3,s0_strong_no_ma,protect_3pct_target6pct_3d,-0.1644738595,-0.3163145218,False,-0.0904403618,-0.1082484977,True,True,-0.07403349770000002
flow_quality,3,s1_break_reclaim_stable3,fast_failure_2pct_target4pct_2d,-0.5067051645,-0.5235988648,False,0.0073263046,-0.0391358928,True,False,-0.5140314691000001
flow_quality,3,s1_break_reclaim_stable3,momentum_trail_4pct_5d,-0.4958398314,-0.5066615729,False,-0.0199766952,-0.0434247225,True,True,-0.4758631362
flow_quality,3,s1_break_reclaim_stable3,next_open_1d,-0.3153853662,-0.3992427092,False,0.0404497253,-0.0209592386,False,False,-0.35583509150000003
flow_quality,3,s1_break_reclaim_stable3,next_open_2d,-0.1434247998,-0.2664034024,False,0.0534831625,-0.0167325003,True,False,-0.19690796230000002
flow_quality,3,s1_break_reclaim_stable3,next_open_3d,0.0938001195,-0.2935102334,False,-0.0293128523,-0.0564525167,True,False,0.1231129718
flow_quality,3,s1_break_reclaim_stable3,next_open_5d,-0.166640617,-0.2847987891,False,0.0301045506,-0.0259638425,True,False,-0.1967451676
flow_quality,3,s1_break_reclaim_stable3,protect_3pct_target6pct_3d,-0.4108465081,-0.4232726806,False,-0.0171703483,-0.0587301652,True,True,-0.39367615980000004
flow_quality,3,s1_near_reversal,fast_failure_2pct_target4pct_2d,-0.4115924412,-0.4455377393,False,-0.0338799533,-0.0449208877,True,True,-0.3777124879
flow_quality,3,s1_near_reversal,momentum_trail_4pct_5d,-0.0781768596,-0.2540665137,True,-0.0616234727,-0.0765933954,True,True,-0.016553386899999994
flow_quality,3,s1_near_reversal,next_open_1d,-0.2080782922,-0.4002932944,False,0.0069342748,-0.0324522999,True,False,-0.215012567
flow_quality,3,s1_near_reversal,next_open_2d,-0.2249341524,-0.286208711,True,-0.0183337648,-0.0483306837,True,True,-0.2066003876
flow_quality,3,s1_near_reversal,next_open_3d,-0.2223615639,-0.3600638034,True,-0.0186435174,-0.0437423943,True,True,-0.2037180465
flow_quality,3,s1_near_reversal,next_open_5d,-0.0661753012,-0.3074140751,True,-0.0440023467,-0.0765907795,True,True,-0.022172954499999994
flow_quality,3,s1_near_reversal,protect_3pct_target6pct_3d,-0.531036603,-0.5409349649,True,-0.0156864117,-0.0251519192,True,True,-0.5153501913
flow_quality,3,s1_touch_immediate,fast_failure_2pct_target4pct_2d,-0.5406014541,-0.5818242302,False,-0.0479102688,-0.0691105323,True,True,-0.49269118530000006
flow_quality,3,s1_touch_immediate,momentum_trail_4pct_5d,-0.4179862954,-0.4265333294,True,-0.0633771689,-0.0746389471,True,True,-0.3546091265
flow_quality,3,s1_touch_immediate,next_open_1d,-0.4680637599,-0.527354263,False,-0.0835135157,-0.0948047285,True,True,-0.3845502442
flow_quality,3,s1_touch_immediate,next_open_2d,-0.1717597649,-0.2829760813,False,-0.0547224008,-0.0738261349,True,True,-0.1170373641
flow_quality,3,s1_touch_immediate,next_open_3d,-0.0353122742,-0.2662120336,False,-0.0244368571,-0.0646329447,True,True,-0.0108754171
flow_quality,3,s1_touch_immediate,next_open_5d,-0.1634575867,-0.2653992127,False,-0.0406548566,-0.0739921565,True,True,-0.1228027301
flow_quality,3,s1_touch_immediate,protect_3pct_target6pct_3d,-0.4353215357,-0.4582227875,False,-0.0361563341,-0.0608643321,True,True,-0.39916520159999996
flow_quality,3,s1_touch_reclaim,fast_failure_2pct_target4pct_2d,-0.3649098107,-0.411058105,False,-0.0437324427,-0.0529154207,True,True,-0.321177368
flow_quality,3,s1_touch_reclaim,momentum_trail_4pct_5d,-0.0598031542,-0.2672462708,True,0.0206903202,-0.0377232532,True,False,-0.0804934744
flow_quality,3,s1_touch_reclaim,next_open_1d,-0.4053398572,-0.4756082406,False,-0.0737460916,-0.0810970128,False,True,-0.3315937656
flow_quality,3,s1_touch_reclaim,next_open_2d,-0.3837983535,-0.4169478433,False,-0.0555857852,-0.0678475134,True,True,-0.3282125683
flow_quality,3,s1_touch_reclaim,next_open_3d,-0.3008983633,-0.362526153,True,-0.011004064,-0.0334314607,True,True,-0.28989429930000005
flow_quality,3,s1_touch_reclaim,next_open_5d,-0.0448747107,-0.2935978946,False,-0.0388062567,-0.0669866196,True,True,-0.006068454000000001
flow_quality,3,s1_touch_reclaim,protect_3pct_target6pct_3d,-0.1478951907,-0.3202964686,False,-0.0158608205,-0.0371245723,False,True,-0.1320343702
flow_quality,3,s2_first_touch_reclaim,fast_failure_2pct_target4pct_2d,-0.2513776523,-0.3729640515,False,-0.0560726191,-0.0917505035,True,True,-0.19530503319999998
flow_quality,3,s2_first_touch_reclaim,momentum_trail_4pct_5d,-0.0089625697,-0.2756021061,False,-0.075734355,-0.0800905179,True,True,0.0667717853
flow_quality,3,s2_first_touch_reclaim,next_open_1d,-0.4557549366,-0.5048119103,False,-0.0942480606,-0.1170519266,True,True,-0.361506876
flow_quality,3,s2_first_touch_reclaim,next_open_2d,-0.4259520334,-0.4449935679,True,-0.0459140737,-0.0721395186,True,True,-0.3800379597
flow_quality,3,s2_first_touch_reclaim,next_open_3d,-0.4326907181,-0.5103867095,False,-0.0892550535,-0.0927601427,True,True,-0.34343566459999997
flow_quality,3,s2_first_touch_reclaim,next_open_5d,-0.2834996469,-0.3696852043,False,-0.0732515554,-0.0804192825,True,True,-0.2102480915
flow_quality,3,s2_first_touch_reclaim,protect_3pct_target6pct_3d,-0.4453108021,-0.4588454247,False,-0.0668079556,-0.0949823372,True,True,-0.3785028465
flow_quality,3,s2_reclaim_acceleration,fast_failure_2pct_target4pct_2d,-0.4995624237,-0.5113307619,False,-0.0309439925,-0.0661126797,False,True,-0.46861843119999996
flow_quality,3,s2_reclaim_acceleration,momentum_trail_4pct_5d,-0.1820694661,-0.2606189508,False,0.0039959413,-0.0394439462,True,False,-0.1860654074
flow_quality,3,s2_reclaim_acceleration,next_open_1d,-0.4687806853,-0.490012266,False,-0.0302269455,-0.0650180581,True,True,-0.4385537398
flow_quality,3,s2_reclaim_acceleration,next_open_2d,-0.149394332,-0.2759505216,True,-0.047556504,-0.0671489269,True,True,-0.10183782799999999
flow_quality,3,s2_reclaim_acceleration,next_open_3d,-0.1361715254,-0.2915570411,False,-0.0107984578,-0.0345719213,True,True,-0.1253730676
flow_quality,3,s2_reclaim_acceleration,next_open_5d,-0.0549537652,-0.1952286653,True,0.0088172475,-0.0281313762,True,False,-0.06377101269999999
flow_quality,3,s2_reclaim_acceleration,protect_3pct_target6pct_3d,-0.2233380682,-0.3406096152,False,-0.0487839052,-0.0614053414,True,True,-0.17455416299999998
flow_quality,3,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,-0.6969610783,-0.710062251,False,-0.0429556239,-0.0645508117,False,True,-0.6540054544
flow_quality,3,s2_reclaim_bull_stack,momentum_trail_4pct_5d,-0.685773418,-0.7219173805,True,-0.0613750828,-0.0763274837,True,True,-0.6243983352
flow_quality,3,s2_reclaim_bull_stack,next_open_1d,-0.5832739611,-0.603945988,False,0.0016070458,-0.0617257022,True,False,-0.5848810069
flow_quality,3,s2_reclaim_bull_stack,next_open_2d,-0.1598657763,-0.3066932292,False,-0.0218231098,-0.0582890085,True,True,-0.13804266650000002
flow_quality,3,s2_reclaim_bull_stack,next_open_3d,-0.494058458,-0.5626359188,False,0.044631773,-0.0246042948,True,False,-0.538690231
flow_quality,3,s2_reclaim_bull_stack,next_open_5d,-0.3075094404,-0.5044322518,False,-0.0413299553,-0.0498685535,True,True,-0.2661794851
flow_quality,3,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,-0.6945287901,-0.7234287514,False,-0.0560949124,-0.0682323862,True,True,-0.6384338777
flow_quality,3,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,-0.4479697594,-0.4533130144,False,-0.1097413624,-0.1273776731,True,True,-0.338228397
flow_quality,3,s2_reclaim_daily_trend,momentum_trail_4pct_5d,-0.4283464354,-0.4438047715,False,-0.0314485294,-0.0630527073,True,True,-0.396897906
flow_quality,3,s2_reclaim_daily_trend,next_open_1d,-0.5033700299,-0.5379821588,False,-0.0748493416,-0.1033045552,True,True,-0.4285206883
flow_quality,3,s2_reclaim_daily_trend,next_open_2d,-0.4850569271,-0.504226399,True,-0.0133927775,-0.0494824205,True,True,-0.47166414959999997
flow_quality,3,s2_reclaim_daily_trend,next_open_3d,-0.1120335562,-0.2384678165,True,-0.0009928199,-0.0630288767,True,True,-0.1110407363
flow_quality,3,s2_reclaim_daily_trend,next_open_5d,0.6169345303,-0.2037918459,False,-0.0281558652,-0.0502277119,True,False,0.6450903955
flow_quality,3,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,-0.5218208678,-0.5285656636,False,-0.0094093165,-0.058381528,True,True,-0.5124115513
flow_quality,3,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,-0.2074318516,-0.2648337983,False,-0.0426585297,-0.0539092777,True,True,-0.1647733219
flow_quality,3,s2_reclaim_positive_slope,momentum_trail_4pct_5d,-0.3189049018,-0.3618794969,False,-0.039916944,-0.0476422466,True,True,-0.27898795779999996
flow_quality,3,s2_reclaim_positive_slope,next_open_1d,-0.2366527282,-0.3134583597,False,-0.0159781251,-0.0321869537,True,True,-0.2206746031
flow_quality,3,s2_reclaim_positive_slope,next_open_2d,-0.2864035952,-0.3331874465,False,-0.0309369303,-0.0390524085,True,True,-0.25546666490000003
flow_quality,3,s2_reclaim_positive_slope,next_open_3d,-0.3186542858,-0.3306515323,True,-0.0052573438,-0.048331051,True,True,-0.313396942
flow_quality,3,s2_reclaim_positive_slope,next_open_5d,0.4885304969,-0.2063314592,True,-0.0075256736,-0.0404945791,True,False,0.4960561705
flow_quality,3,s2_reclaim_positive_slope,protect_3pct_target6pct_3d,-0.4488666606,-0.4717120413,False,-0.0413758571,-0.0526084234,True,True,-0.4074908035
flow_quality,3,s2_reclaim_recent_high,fast_failure_2pct_target4pct_2d,-0.601726631,-0.6270634582,False,-0.0764885524,-0.111064895,True,True,-0.5252380786
flow_quality,3,s2_reclaim_recent_high,momentum_trail_4pct_5d,-0.4766855176,-0.5074008612,False,-0.0177944458,-0.0499639396,True,True,-0.4588910718
flow_quality,3,s2_reclaim_recent_high,next_open_1d,-0.5990100759,-0.6308819846,False,-0.1133575908,-0.1372486419,True,True,-0.4856524851
flow_quality,3,s2_reclaim_recent_high,next_open_2d,-0.3515335505,-0.420991218,False,-0.0904589734,-0.1150732222,True,True,-0.26107457710000004
flow_quality,3,s2_reclaim_recent_high,next_open_3d,-0.3284006292,-0.4118573502,False,0.067618632,-0.0298880169,True,False,-0.39601926120000003
flow_quality,3,s2_reclaim_recent_high,next_open_5d,-0.4581475485,-0.5049926512,True,-0.0071880681,-0.0666335678,True,True,-0.4509594804
flow_quality,3,s2_reclaim_recent_high,protect_3pct_target6pct_3d,-0.6775954238,-0.6937992134,False,-0.0437787851,-0.0863154659,True,True,-0.6338166387
flow_quality,3,s4_auction_confirmed_reclaim,fast_failure_2pct_target4pct_2d,-0.673689698,-0.6761906706,True,0.0107059874,-0.021425821,True,False,-0.6843956854
flow_quality,3,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,-0.5082199367,-0.5114870911,True,-0.0578131911,-0.0635084702,True,True,-0.4504067456
flow_quality,3,s4_auction_confirmed_reclaim,next_open_1d,-0.5414879934,-0.5567775681,False,-0.0178876982,-0.0437436488,True,True,-0.5236002952
flow_quality,3,s4_auction_confirmed_reclaim,next_open_2d,-0.1726799492,-0.2721435483,False,0.0075461566,-0.0278251004,True,False,-0.18022610579999998
flow_quality,3,s4_auction_confirmed_reclaim,next_open_3d,-0.2171412952,-0.3418083908,True,-0.0428605243,-0.0593442189,True,True,-0.1742807709
flow_quality,3,s4_auction_confirmed_reclaim,next_open_5d,-0.2209623859,-0.2772673229,True,-0.0744914941,-0.0984314473,True,True,-0.1464708918
flow_quality,3,s4_auction_confirmed_reclaim,protect_3pct_target6pct_3d,-0.3587146363,-0.3917425886,False,-0.0525256662,-0.0750116859,True,True,-0.3061889701
flow_quality,3,s4_reclaim_amount_acceleration,fast_failure_2pct_target4pct_2d,-0.4050334723,-0.4261069978,False,-0.0102710288,-0.0463187612,True,True,-0.39476244349999995
flow_quality,3,s4_reclaim_amount_acceleration,momentum_trail_4pct_5d,-0.1193317769,-0.2901374124,True,-0.0301735205,-0.0910178661,True,True,-0.08915825640000001
flow_quality,3,s4_reclaim_amount_acceleration,next_open_1d,-0.5051237814,-0.5424678125,False,-0.0229803785,-0.0661100318,True,True,-0.4821434029
