sample_group,trade_date,outcome_path,outcome_rows,schema_match,normalized_complete,event_rows,path_rows,reference_rows,path_id_unique,event_orphan_path_count,reference_orphan_path_count,normalized_row_parity
primary_development_2022_2023_partial,2022-08-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-11\outcomes.parquet,402999,True,True,402999,148940,402999,1,0,0,True
primary_development_2022_2023_partial,2022-08-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-12\outcomes.parquet,358961,True,True,358961,145392,358961,1,0,0,True
primary_development_2022_2023_partial,2022-08-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-15\outcomes.parquet,410694,True,True,410694,156396,410694,1,0,0,True
primary_development_2022_2023_partial,2022-08-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-16\outcomes.parquet,430152,True,True,430152,157158,430152,1,0,0,True
primary_development_2022_2023_partial,2022-08-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-17\outcomes.parquet,413350,True,True,413350,155490,413350,1,0,0,True
primary_development_2022_2023_partial,2022-08-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-18\outcomes.parquet,388653,True,True,388653,150638,388653,1,0,0,True
primary_development_2022_2023_partial,2022-08-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-19\outcomes.parquet,429608,True,True,429608,155737,429608,1,0,0,True
primary_development_2022_2023_partial,2022-08-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-22\outcomes.parquet,453643,True,True,453643,158979,453643,1,0,0,True
primary_development_2022_2023_partial,2022-08-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-23\outcomes.parquet,421340,True,True,421340,154518,421340,1,0,0,True
primary_development_2022_2023_partial,2022-08-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-24\outcomes.parquet,357521,True,True,357521,143943,357521,1,0,0,True
primary_development_2022_2023_partial,2022-08-25,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-25\outcomes.parquet,398069,True,True,398069,148418,398069,1,0,0,True
primary_development_2022_2023_partial,2022-08-26,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-26\outcomes.parquet,428146,True,True,428146,156265,428146,1,0,0,True
primary_development_2022_2023_partial,2022-08-29,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-29\outcomes.parquet,459760,True,True,459760,164680,459760,1,0,0,True
primary_development_2022_2023_partial,2022-08-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-30\outcomes.parquet,420927,True,True,420927,152064,420927,1,0,0,True
primary_development_2022_2023_partial,2022-08-31,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-08-31\outcomes.parquet,387843,True,True,387843,149067,387843,1,0,0,True
primary_development_2022_2023_partial,2022-09-01,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-01\outcomes.parquet,370283,True,True,370283,143257,370283,1,0,0,True
primary_development_2022_2023_partial,2022-09-02,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-02\outcomes.parquet,430563,True,True,430563,156064,430563,1,0,0,True
primary_development_2022_2023_partial,2022-09-05,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-05\outcomes.parquet,430216,True,True,430216,161060,430216,1,0,0,True
primary_development_2022_2023_partial,2022-09-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-06\outcomes.parquet,422502,True,True,422502,158508,422502,1,0,0,True
primary_development_2022_2023_partial,2022-09-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-07\outcomes.parquet,384980,True,True,384980,154005,384980,1,0,0,True
primary_development_2022_2023_partial,2022-09-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-08\outcomes.parquet,387849,True,True,387849,153616,387849,1,0,0,True
primary_development_2022_2023_partial,2022-09-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-09\outcomes.parquet,399273,True,True,399273,150914,399273,1,0,0,True
primary_development_2022_2023_partial,2022-09-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-13\outcomes.parquet,425197,True,True,425197,156942,425197,1,0,0,True
primary_development_2022_2023_partial,2022-09-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-14\outcomes.parquet,380509,True,True,380509,148334,380509,1,0,0,True
primary_development_2022_2023_partial,2022-09-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-15\outcomes.parquet,354001,True,True,354001,138390,354001,1,0,0,True
primary_development_2022_2023_partial,2022-09-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-16\outcomes.parquet,241906,True,True,241906,114757,241906,1,0,0,True
primary_development_2022_2023_partial,2022-09-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-19\outcomes.parquet,213190,True,True,213190,107203,213190,1,0,0,True
primary_development_2022_2023_partial,2022-09-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-20\outcomes.parquet,346299,True,True,346299,137003,346299,1,0,0,True
primary_development_2022_2023_partial,2022-09-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-21\outcomes.parquet,401833,True,True,401833,160184,401833,1,0,0,True
primary_development_2022_2023_partial,2022-09-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-22\outcomes.parquet,393662,True,True,393662,155491,393662,1,0,0,True
primary_development_2022_2023_partial,2022-09-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-23\outcomes.parquet,360770,True,True,360770,140352,360770,1,0,0,True
primary_development_2022_2023_partial,2022-09-26,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-26\outcomes.parquet,229436,True,True,229436,111474,229436,1,0,0,True
primary_development_2022_2023_partial,2022-09-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-27\outcomes.parquet,376063,True,True,376063,142703,376063,1,0,0,True
primary_development_2022_2023_partial,2022-09-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-28\outcomes.parquet,307055,True,True,307055,137058,307055,1,0,0,True
primary_development_2022_2023_partial,2022-09-29,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-29\outcomes.parquet,283955,True,True,283955,124607,283955,1,0,0,True
primary_development_2022_2023_partial,2022-09-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-09-30\outcomes.parquet,274774,True,True,274774,123661,274774,1,0,0,True
primary_development_2022_2023_partial,2022-10-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-10\outcomes.parquet,267985,True,True,267985,123036,267985,1,0,0,True
primary_development_2022_2023_partial,2022-10-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-11\outcomes.parquet,308243,True,True,308243,130278,308243,1,0,0,True
primary_development_2022_2023_partial,2022-10-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-12\outcomes.parquet,479471,True,True,479471,170165,479471,1,0,0,True
primary_development_2022_2023_partial,2022-10-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-13\outcomes.parquet,352539,True,True,352539,146049,352539,1,0,0,True
primary_development_2022_2023_partial,2022-10-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-14\outcomes.parquet,317086,True,True,317086,133018,317086,1,0,0,True
primary_development_2022_2023_partial,2022-10-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-17\outcomes.parquet,355671,True,True,355671,145432,355671,1,0,0,True
primary_development_2022_2023_partial,2022-10-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-18\outcomes.parquet,338034,True,True,338034,144657,338034,1,0,0,True
primary_development_2022_2023_partial,2022-10-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-19\outcomes.parquet,376891,True,True,376891,155818,376891,1,0,0,True
primary_development_2022_2023_partial,2022-10-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-20\outcomes.parquet,443968,True,True,443968,155991,443968,1,0,0,True
primary_development_2022_2023_partial,2022-10-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-21\outcomes.parquet,443505,True,True,443505,158029,443505,1,0,0,True
primary_development_2022_2023_partial,2022-10-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-24\outcomes.parquet,407383,True,True,407383,148412,407383,1,0,0,True
primary_development_2022_2023_partial,2022-10-25,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-25\outcomes.parquet,366018,True,True,366018,140531,366018,1,0,0,True
primary_development_2022_2023_partial,2022-10-26,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-26\outcomes.parquet,473586,True,True,473586,162749,473586,1,0,0,True
primary_development_2022_2023_partial,2022-10-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-27\outcomes.parquet,413265,True,True,413265,158449,413265,1,0,0,True
primary_development_2022_2023_partial,2022-10-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-28\outcomes.parquet,283670,True,True,283670,128237,283670,1,0,0,True
primary_development_2022_2023_partial,2022-10-31,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-10-31\outcomes.parquet,360879,True,True,360879,135863,360879,1,0,0,True
primary_development_2022_2023_partial,2022-11-01,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-01\outcomes.parquet,477850,True,True,477850,162722,477850,1,0,0,True
primary_development_2022_2023_partial,2022-11-02,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-02\outcomes.parquet,366649,True,True,366649,145052,366649,1,0,0,True
primary_development_2022_2023_partial,2022-11-03,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-03\outcomes.parquet,401381,True,True,401381,159044,401381,1,0,0,True
primary_development_2022_2023_partial,2022-11-04,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-04\outcomes.parquet,385909,True,True,385909,143550,385909,1,0,0,True
primary_development_2022_2023_partial,2022-11-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-07\outcomes.parquet,343074,True,True,343074,140217,343074,1,0,0,True
primary_development_2022_2023_partial,2022-11-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-08\outcomes.parquet,386101,True,True,386101,156454,386101,1,0,0,True
primary_development_2022_2023_partial,2022-11-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-09\outcomes.parquet,394415,True,True,394415,154937,394415,1,0,0,True
primary_development_2022_2023_partial,2022-11-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-10\outcomes.parquet,426440,True,True,426440,158580,426440,1,0,0,True
primary_development_2022_2023_partial,2022-11-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-11\outcomes.parquet,407400,True,True,407400,157340,407400,1,0,0,True
primary_development_2022_2023_partial,2022-11-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-14\outcomes.parquet,397281,True,True,397281,152807,397281,1,0,0,True
primary_development_2022_2023_partial,2022-11-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-15\outcomes.parquet,500047,True,True,500047,167932,500047,1,0,0,True
primary_development_2022_2023_partial,2022-11-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-16\outcomes.parquet,368610,True,True,368610,151529,368610,1,0,0,True
primary_development_2022_2023_partial,2022-11-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-17\outcomes.parquet,438239,True,True,438239,163100,438239,1,0,0,True
primary_development_2022_2023_partial,2022-11-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-18\outcomes.parquet,412090,True,True,412090,156866,412090,1,0,0,True
primary_development_2022_2023_partial,2022-11-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-21\outcomes.parquet,428704,True,True,428704,160144,428704,1,0,0,True
primary_development_2022_2023_partial,2022-11-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-22\outcomes.parquet,481864,True,True,481864,164692,481864,1,0,0,True
primary_development_2022_2023_partial,2022-11-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-23\outcomes.parquet,407236,True,True,407236,150483,407236,1,0,0,True
primary_development_2022_2023_partial,2022-11-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-24\outcomes.parquet,461137,True,True,461137,164207,461137,1,0,0,True
primary_development_2022_2023_partial,2022-11-25,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-25\outcomes.parquet,408863,True,True,408863,155845,408863,1,0,0,True
primary_development_2022_2023_partial,2022-11-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-28\outcomes.parquet,401068,True,True,401068,152660,401068,1,0,0,True
primary_development_2022_2023_partial,2022-11-29,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-29\outcomes.parquet,443505,True,True,443505,154058,443505,1,0,0,True
primary_development_2022_2023_partial,2022-11-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-11-30\outcomes.parquet,366898,True,True,366898,153552,366898,1,0,0,True
primary_development_2022_2023_partial,2022-12-01,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-01\outcomes.parquet,396625,True,True,396625,153490,396625,1,0,0,True
primary_development_2022_2023_partial,2022-12-02,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-02\outcomes.parquet,431580,True,True,431580,161647,431580,1,0,0,True
primary_development_2022_2023_partial,2022-12-05,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-05\outcomes.parquet,355484,True,True,355484,141652,355484,1,0,0,True
primary_development_2022_2023_partial,2022-12-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-06\outcomes.parquet,378939,True,True,378939,153760,378939,1,0,0,True
primary_development_2022_2023_partial,2022-12-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-07\outcomes.parquet,425734,True,True,425734,161633,425734,1,0,0,True
primary_development_2022_2023_partial,2022-12-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-08\outcomes.parquet,420947,True,True,420947,160678,420947,1,0,0,True
primary_development_2022_2023_partial,2022-12-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-09\outcomes.parquet,422611,True,True,422611,156673,422611,1,0,0,True
primary_development_2022_2023_partial,2022-12-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-12\outcomes.parquet,365905,True,True,365905,145911,365905,1,0,0,True
primary_development_2022_2023_partial,2022-12-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-13\outcomes.parquet,413263,True,True,413263,155655,413263,1,0,0,True
primary_development_2022_2023_partial,2022-12-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-14\outcomes.parquet,389897,True,True,389897,150520,389897,1,0,0,True
primary_development_2022_2023_partial,2022-12-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-15\outcomes.parquet,438154,True,True,438154,160317,438154,1,0,0,True
primary_development_2022_2023_partial,2022-12-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-16\outcomes.parquet,380161,True,True,380161,149228,380161,1,0,0,True
primary_development_2022_2023_partial,2022-12-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-19\outcomes.parquet,277689,True,True,277689,122280,277689,1,0,0,True
primary_development_2022_2023_partial,2022-12-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-20\outcomes.parquet,276594,True,True,276594,124526,276594,1,0,0,True
primary_development_2022_2023_partial,2022-12-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-21\outcomes.parquet,295846,True,True,295846,130937,295846,1,0,0,True
primary_development_2022_2023_partial,2022-12-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-22\outcomes.parquet,314833,True,True,314833,133351,314833,1,0,0,True
primary_development_2022_2023_partial,2022-12-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-23\outcomes.parquet,273400,True,True,273400,125271,273400,1,0,0,True
primary_development_2022_2023_partial,2022-12-26,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-26\outcomes.parquet,413542,True,True,413542,153345,413542,1,0,0,True
primary_development_2022_2023_partial,2022-12-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-27\outcomes.parquet,426352,True,True,426352,162383,426352,1,0,0,True
primary_development_2022_2023_partial,2022-12-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-28\outcomes.parquet,350963,True,True,350963,146828,350963,1,0,0,True
primary_development_2022_2023_partial,2022-12-29,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-29\outcomes.parquet,344008,True,True,344008,141726,344008,1,0,0,True
primary_development_2022_2023_partial,2022-12-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2022-12-30\outcomes.parquet,436530,True,True,436530,156926,436530,1,0,0,True
primary_development_2022_2023_partial,2023-01-03,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-03\outcomes.parquet,486353,True,True,486353,163809,486353,1,0,0,True
primary_development_2022_2023_partial,2023-01-04,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-04\outcomes.parquet,394508,True,True,394508,157886,394508,1,0,0,True
primary_development_2022_2023_partial,2023-01-05,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-05\outcomes.parquet,414244,True,True,414244,160631,414244,1,0,0,True
primary_development_2022_2023_partial,2023-01-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-06\outcomes.parquet,382201,True,True,382201,152673,382201,1,0,0,True
primary_development_2022_2023_partial,2023-01-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-09\outcomes.parquet,430162,True,True,430162,155244,430162,1,0,0,True
primary_development_2022_2023_partial,2023-01-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-10\outcomes.parquet,379262,True,True,379262,153127,379262,1,0,0,True
primary_development_2022_2023_partial,2023-01-11,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-11\outcomes.parquet,391208,True,True,391208,153217,391208,1,0,0,True
primary_development_2022_2023_partial,2023-01-12,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-12\outcomes.parquet,405706,True,True,405706,152261,405706,1,0,0,True
primary_development_2022_2023_partial,2023-01-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-13\outcomes.parquet,472192,True,True,472192,167257,472192,1,0,0,True
primary_development_2022_2023_partial,2023-01-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-16\outcomes.parquet,457692,True,True,457692,157473,457692,1,0,0,True
primary_development_2022_2023_partial,2023-01-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-17\outcomes.parquet,393958,True,True,393958,155704,393958,1,0,0,True
primary_development_2022_2023_partial,2023-01-18,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-18\outcomes.parquet,450701,True,True,450701,161290,450701,1,0,0,True
primary_development_2022_2023_partial,2023-01-19,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-19\outcomes.parquet,442430,True,True,442430,161820,442430,1,0,0,True
primary_development_2022_2023_partial,2023-01-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-20\outcomes.parquet,393076,True,True,393076,147244,393076,1,0,0,True
primary_development_2022_2023_partial,2023-01-30,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-30\outcomes.parquet,287391,True,True,287391,123877,287391,1,0,0,True
primary_development_2022_2023_partial,2023-01-31,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-01-31\outcomes.parquet,350049,True,True,350049,145885,350049,1,0,0,True
primary_development_2022_2023_partial,2023-02-01,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-01\outcomes.parquet,352674,True,True,352674,142031,352674,1,0,0,True
primary_development_2022_2023_partial,2023-02-02,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-02\outcomes.parquet,306112,True,True,306112,136453,306112,1,0,0,True
primary_development_2022_2023_partial,2023-02-03,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-03\outcomes.parquet,410279,True,True,410279,158875,410279,1,0,0,True
primary_development_2022_2023_partial,2023-02-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-06\outcomes.parquet,399040,True,True,399040,153538,399040,1,0,0,True
primary_development_2022_2023_partial,2023-02-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-07\outcomes.parquet,456079,True,True,456079,164757,456079,1,0,0,True
primary_development_2022_2023_partial,2023-02-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-08\outcomes.parquet,398814,True,True,398814,154935,398814,1,0,0,True
primary_development_2022_2023_partial,2023-02-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-09\outcomes.parquet,513373,True,True,513373,170913,513373,1,0,0,True
primary_development_2022_2023_partial,2023-02-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-10\outcomes.parquet,430322,True,True,430322,162781,430322,1,0,0,True
primary_development_2022_2023_partial,2023-02-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-13\outcomes.parquet,444864,True,True,444864,158438,444864,1,0,0,True
primary_development_2022_2023_partial,2023-02-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-14\outcomes.parquet,379624,True,True,379624,151191,379624,1,0,0,True
primary_development_2022_2023_partial,2023-02-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-15\outcomes.parquet,398617,True,True,398617,153730,398617,1,0,0,True
primary_development_2022_2023_partial,2023-02-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-16\outcomes.parquet,493651,True,True,493651,173043,493651,1,0,0,True
primary_development_2022_2023_partial,2023-02-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-17\outcomes.parquet,370943,True,True,370943,141732,370943,1,0,0,True
primary_development_2022_2023_partial,2023-02-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-20\outcomes.parquet,469685,True,True,469685,165157,469685,1,0,0,True
primary_development_2022_2023_partial,2023-02-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-21\outcomes.parquet,496260,True,True,496260,177678,496260,1,0,0,True
primary_development_2022_2023_partial,2023-02-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-22\outcomes.parquet,459783,True,True,459783,167452,459783,1,0,0,True
primary_development_2022_2023_partial,2023-02-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-23\outcomes.parquet,447068,True,True,447068,164319,447068,1,0,0,True
primary_development_2022_2023_partial,2023-02-24,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-24\outcomes.parquet,459287,True,True,459287,165011,459287,1,0,0,True
primary_development_2022_2023_partial,2023-02-27,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-27\outcomes.parquet,422849,True,True,422849,157177,422849,1,0,0,True
primary_development_2022_2023_partial,2023-02-28,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-02-28\outcomes.parquet,535678,True,True,535678,173530,535678,1,0,0,True
primary_development_2022_2023_partial,2023-03-01,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-01\outcomes.parquet,467503,True,True,467503,168685,467503,1,0,0,True
primary_development_2022_2023_partial,2023-03-02,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-02\outcomes.parquet,393776,True,True,393776,155564,393776,1,0,0,True
primary_development_2022_2023_partial,2023-03-03,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-03\outcomes.parquet,448744,True,True,448744,163781,448744,1,0,0,True
primary_development_2022_2023_partial,2023-03-06,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-06\outcomes.parquet,434427,True,True,434427,157833,434427,1,0,0,True
primary_development_2022_2023_partial,2023-03-07,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-07\outcomes.parquet,372548,True,True,372548,147924,372548,1,0,0,True
primary_development_2022_2023_partial,2023-03-08,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-08\outcomes.parquet,365967,True,True,365967,145374,365967,1,0,0,True
primary_development_2022_2023_partial,2023-03-09,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-09\outcomes.parquet,402487,True,True,402487,155729,402487,1,0,0,True
primary_development_2022_2023_partial,2023-03-10,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-10\outcomes.parquet,293511,True,True,293511,131320,293511,1,0,0,True
primary_development_2022_2023_partial,2023-03-13,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-13\outcomes.parquet,339962,True,True,339962,139526,339962,1,0,0,True
primary_development_2022_2023_partial,2023-03-14,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-14\outcomes.parquet,314992,True,True,314992,135304,314992,1,0,0,True
primary_development_2022_2023_partial,2023-03-15,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-15\outcomes.parquet,450108,True,True,450108,159991,450108,1,0,0,True
primary_development_2022_2023_partial,2023-03-16,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-16\outcomes.parquet,322699,True,True,322699,139227,322699,1,0,0,True
primary_development_2022_2023_partial,2023-03-17,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-17\outcomes.parquet,430053,True,True,430053,154117,430053,1,0,0,True
primary_development_2022_2023_partial,2023-03-20,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-20\outcomes.parquet,345329,True,True,345329,143168,345329,1,0,0,True
primary_development_2022_2023_partial,2023-03-21,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-21\outcomes.parquet,478085,True,True,478085,167231,478085,1,0,0,True
primary_development_2022_2023_partial,2023-03-22,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-22\outcomes.parquet,415039,True,True,415039,158215,415039,1,0,0,True
primary_development_2022_2023_partial,2023-03-23,H:\quant_project\runs\minute_ma_development_2022_2024\outcomes\date=2023-03-23\outcomes.parquet,427054,True,True,427054,164348,427054,1,0,0,True
