sample_group,strategy_id,ma_period,recent_high_breakout_true_fraction,prior_acceleration_true_fraction,breakout_recent_true_fraction,daily_trend_positive_true_fraction,market_supportive_true_fraction,sector_strong_true_fraction,leader_sync_true_fraction,auction_confirmed_true_fraction,volume_normal_true_fraction,not_repeated_cross_true_fraction,sector_strength_rank_mean,sector_breadth_mean,leader_relative_return_mean,vwap_deviation_mean,volume_acceleration_5_20_mean,amount_curve_surprise_mean
primary_development_2022_2023_partial,fu_r3_core_pullback,120,0.29499953870283235,0.5682258510932743,0.026709106006089122,0.05807731340529569,1.0,1.0,1.0,0.7188393763262294,0.3445889842236369,1.0,0.8227030818067986,0.8257652190756751,0.017493333761217856,0.012085673495062019,1.6415420084702077,3.669141411243748
primary_development_2022_2023_partial,fu_r3_core_pullback,240,0.30273327049952875,0.5330819981149859,0.08124410933081998,0.2655984919886899,1.0,1.0,1.0,0.7163682060948791,0.3483506126295947,1.0,0.8237118488265313,0.8299099273428637,0.017694548872746792,0.012334488315097503,1.8393636876801134,4.444986718619539
primary_development_2022_2023_partial,ht_r3_core_pullback,10,0.2764969415008185,0.4668820539329715,0.16026535711208753,0.3699319376238477,0.3631429309899199,1.0,1.0,0.8187300766778668,1.0,0.6454036357370552,0.8226972242696082,0.7121969326169406,0.011313973450380758,0.00863121253040299,0.22062745036109796,1.5799862267576437
primary_development_2022_2023_partial,ht_r3_core_pullback,20,0.2849250885317352,0.456845546172705,0.12575320076273494,0.3370743666575865,0.4065595205666031,1.0,1.0,0.8291364750749115,1.0,0.6696050122582402,0.8273065182224298,0.730741387865075,0.013431346678641078,0.009453904688833965,0.24032978705988725,1.452045168123681
primary_development_2022_2023_partial,ht_r3_core_pullback,40,0.28609327424557596,0.4723402972475958,0.06840312321003286,0.281526031774743,0.42897410388592444,1.0,1.0,0.8367399234270899,1.0,0.6778360616200898,0.8311430765047495,0.7399313118701321,0.015382814463354625,0.010029076952171713,0.24185150207536346,1.489757188120744
primary_development_2022_2023_partial,ht_r3_core_pullback,60,0.2879804870892019,0.5071706279342723,0.0448393485915493,0.1991087147887324,0.4292290199530516,1.0,1.0,0.8383582746478874,1.0,0.6848774941314554,0.8329766981195312,0.74201787018321,0.016344055532386437,0.010203036437114173,0.24525770648452214,1.5880750074357586
primary_development_2022_2023_partial,ht_r3_core_pullback,120,0.28578554925435834,0.5754043268220962,0.022185465238395295,0.07012707414408738,0.4354652383952951,1.0,1.0,0.8362213820625919,1.0,0.688589582020584,0.8353352437889816,0.7452566515125202,0.017918467643247758,0.01062656479316374,0.2427042367019774,1.9654520576809456
primary_development_2022_2023_partial,ht_r3_core_pullback,240,0.284186773129665,0.5370248220795001,0.088422148932477,0.2945321992709599,0.42808540183995836,1.0,1.0,0.829474049644159,1.0,0.6865821905919112,0.8365902481779763,0.7499623125800361,0.01748408277949734,0.010493440420028064,0.24488869637533262,2.4200504830428358
primary_development_2022_2023_partial,ng_r1_auction_reclaim,10,0.23021607220766202,0.5265750559287578,0.12486269219225259,0.330884741892264,1.0,0.3199341541374904,0.26916043431039766,1.0,0.48544924020434493,0.8484307458095978,0.5422817359289839,0.6738800715436525,0.0015921960957413482,0.0043610844639620045,0.7813265568733938,1.155131578042299
primary_development_2022_2023_partial,ng_r1_auction_reclaim,20,0.2550631435439314,0.5310067090015427,0.10287285186381086,0.313269113478994,1.0,0.3477828005596814,0.34311878879202096,1.0,0.46930721486743443,0.8605864097872493,0.5587138199972789,0.6877027665130323,0.0037061201332952843,0.005410935380686651,0.9293659939910355,1.1652127095692728
primary_development_2022_2023_partial,ng_r1_auction_reclaim,40,0.2635063079740035,0.5310234277014293,0.0707324761732295,0.2983158614861466,1.0,0.3626498185744851,0.37969241500499673,1.0,0.46218904471585615,0.8651347780304097,0.56697373124482,0.6935750134875946,0.005209232691608002,0.005930555101381864,1.0288287784770678,1.241631367899368
primary_development_2022_2023_partial,ng_r1_auction_reclaim,60,0.26298419611112056,0.5359032373305207,0.05091608117993297,0.25591582600411683,1.0,0.370574826055152,0.3974703570760254,1.0,0.4572410390759233,0.8646377353996904,0.5727786584231266,0.695648768255834,0.0060154021663672815,0.006127058368229105,1.0500128175588832,1.3646158865391713
primary_development_2022_2023_partial,ng_r1_auction_reclaim,120,0.2687466523835029,0.5268612747723621,0.03178896625602571,0.12569630423138725,1.0,0.3822040707016604,0.42600428494911624,1.0,0.44930369576861273,0.8724156400642742,0.5781008248361784,0.698975942847294,0.007370972729304532,0.006620489620274593,1.1090454775228946,1.7740502550905042
primary_development_2022_2023_partial,ng_r1_auction_reclaim,240,0.26754720326212217,0.4982359719882989,0.10061164790355465,0.3146174984487191,1.0,0.3819342256892119,0.41455544721212656,1.0,0.4557042815353249,0.8646751174541264,0.5791599471853163,0.702082794305068,0.007103408307865822,0.006583035422755844,1.1479667863579501,2.0707798129158954
primary_development_2022_2023_partial,ng_r3_volume_quality,10,0.23820496230910193,0.4978742510061206,0.1578199942741617,0.41530614947464806,0.3444760164308857,0.2386993518704195,0.12260608881103094,0.5746950738872767,1.0,1.0,0.5385810081087429,0.48449610168563284,0.0010856763136258907,0.0017514848305499604,0.2236400673913966,0.6914840945785032
primary_development_2022_2023_partial,ng_r3_volume_quality,20,0.23324717054963578,0.4940306874962374,0.14347044127385467,0.42572880922280415,0.34311036361447234,0.24285864788393233,0.15928639154776955,0.5710410270302811,1.0,1.0,0.5348255279113255,0.47861789764597035,0.0014210523162615605,0.0017512205131418102,0.23724940932858174,0.667836450794721
primary_development_2022_2023_partial,ng_r3_volume_quality,40,0.22908211314662422,0.4827398703948696,0.11217963091687781,0.42949357580106284,0.3379515438258179,0.24261441352557347,0.1744399847523376,0.5686200865529072,1.0,1.0,0.5323384924821776,0.4711405238657895,0.0019540414727674473,0.0016576079206724226,0.2395981580394247,0.6817041061409338
primary_development_2022_2023_partial,ng_r3_volume_quality,60,0.22510054287904402,0.4726057844094659,0.085362566897329,0.42280512007392396,0.3276420288485434,0.24019685053150344,0.1799236259139864,0.5636596557915848,1.0,1.0,0.5300079963614562,0.4644061286896133,0.0021781149960929573,0.0014820854253204195,0.2397270034640896,0.714251599604108
primary_development_2022_2023_partial,ng_r3_volume_quality,120,0.2278357131397401,0.4659286592865929,0.05812610300016044,0.28743248302048235,0.32324723247232473,0.24350500026739397,0.18990855125942563,0.5558746457029787,1.0,1.0,0.5324040641573982,0.46163271611581974,0.0028184150595662485,0.0016019085955365619,0.24384820480053412,0.9076045676606204
primary_development_2022_2023_partial,ng_r3_volume_quality,240,0.2238017958003501,0.4540596852034272,0.13286371335227876,0.38543091412899433,0.323102326603216,0.24501973679548145,0.1886015576831766,0.553877553912988,1.0,1.0,0.5319272058626189,0.4607307805541824,0.002957653067674639,0.0016344346467478017,0.24467377314642455,1.0983333998760145
primary_development_2022_2023_partial,s0_distance_only,10,0.14443159345403128,0.5080736437770618,0.14709533226688212,0.4008281829821755,0.3141602348364648,0.2067831509397694,0.08627633683785271,0.44558655359243104,0.5360709200910936,0.9929751056405712,0.5218648044535933,0.4570467890854042,-0.0008632652767309746,0.00016061149132485353,0.5366176981035362,1.20066837322808
primary_development_2022_2023_partial,s0_distance_only,20,0.15076021004724727,0.5045444748151214,0.13341204700694118,0.4105010271562174,0.31591300549533347,0.21202144725071195,0.1204261983012343,0.45654471133763014,0.5228702006435701,0.9923320928617888,0.5190782466570187,0.4538351070036876,-0.0006305780514864332,0.000164578828275852,0.660501799293211,1.1566937692123165
primary_development_2022_2023_partial,s0_distance_only,40,0.15083495542036982,0.4950203227539706,0.10215533190523515,0.41349680379150144,0.30948428265002476,0.2128026970357275,0.13564286392757247,0.46002577381703424,0.5186491571054501,0.991722039732508,0.5166617429973386,0.4474155784854507,-0.0002675335336129507,6.0401021512258175e-05,0.7253902080712632,1.1399808062570917
primary_development_2022_2023_partial,s0_distance_only,60,0.14939320172710957,0.4893263917269319,0.07646902041614101,0.4019012420263331,0.3026510776666252,0.21313989232218056,0.1415874482489028,0.4568933349917376,0.5172568808969598,0.9911405675296292,0.5154637429449141,0.44356804910684844,-0.00014791957687852563,-0.00011204827454260268,0.7574406699043158,1.1815290048597702
primary_development_2022_2023_partial,s0_distance_only,120,0.15405639569365828,0.47541400299005954,0.052588424041828036,0.2766843683294204,0.3015505126011605,0.21713189333085528,0.1526460933805985,0.4545191169758308,0.5170015223612178,0.9901388163846517,0.51768717751222,0.44238097496118234,0.0002650287574455395,-0.0001019626295186536,0.78503440140511,1.4517115413240884
primary_development_2022_2023_partial,s0_distance_only,240,0.14971249682835222,0.4605268330337392,0.12595104762653533,0.3783141485867852,0.3002183523155709,0.21926360592231517,0.1508024715623805,0.45502335404880945,0.51423578476394,0.9900865904518213,0.5185492128004483,0.4425272758871309,0.00039987618137861907,-9.972077166776815e-05,0.8107706701822815,1.7446616236361323
primary_development_2022_2023_partial,s0_liquidity_matched,10,0.03985366102982879,0.5081458167708499,0.16128206091381186,0.40156154839488367,0.3553719715672322,0.23187213998882936,0.145620453463604,0.45729764314450205,0.5281474671177615,0.9088583602079191,0.5187468505088526,0.4733515254358934,8.382936911080872e-05,0.00038368450904625715,inf,2.1715814313535247
primary_development_2022_2023_partial,s0_liquidity_matched,20,0.03973418337937769,0.5069748166879244,0.16114115768763737,0.4044322532737823,0.361434391516108,0.23046310659473643,0.14703132633155847,0.4601448710233911,0.5259193696592953,0.9365935704855171,0.5182906914303554,0.47379672548405655,0.0001173600070920536,0.0003499259823553099,inf,2.180623410615927
primary_development_2022_2023_partial,s0_liquidity_matched,40,0.039674794373152064,0.5052552076212841,0.1586327361916421,0.40302742481418585,0.36193461745014327,0.22855328676137326,0.14680534662127429,0.45627599740364155,0.5235015451493181,0.9583318468838072,0.5175424987907722,0.47222498743467667,8.999126229479932e-05,0.0002984097597615304,inf,2.2084477062462105
primary_development_2022_2023_partial,s0_liquidity_matched,60,0.03988982675128132,0.5033164061189275,0.1584143105283561,0.40128892420448875,0.35992926409096004,0.2272668795597639,0.14610991766277362,0.45137705851990034,0.5205411853904789,0.9668763470914248,0.5167917896394999,0.4712673969118472,9.149522413576117e-05,0.00023065391882772933,inf,2.2814530524776386
primary_development_2022_2023_partial,s0_liquidity_matched,120,0.04136572990370284,0.5111867974180075,0.15411629126588441,0.3882484796522329,0.3662199476817481,0.22643783358356578,0.14691764681975525,0.44308709730616497,0.5171366894442025,0.9797890075397995,0.5164580624765146,0.47337062729995594,6.360473888125223e-05,0.00029738687054957954,inf,2.3314157914836153
primary_development_2022_2023_partial,s0_liquidity_matched,240,0.04201779730965299,0.4997642403025876,0.1605792185006054,0.399575169362541,0.37103064505520666,0.2281449834134484,0.14833083060596264,0.44207305493617816,0.5135675305630719,0.9851158742701408,0.5178476269740215,0.47727009259897535,6.541298128883761e-05,0.00036664279105210504,0.24672602149899758,2.389125831626278
