sample_group,sample_variant,selection_ranker,selection_seed,strategy_id,policy_id,signal_year,net_return,maximum_drawdown
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,next_open_3d,2022,-0.4919071939,-0.5306250081
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,next_open_3d,2023,-0.158042326,-0.5891874763
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,next_open_5d,2022,-0.1898851086,-0.2935706976
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,next_open_5d,2023,-0.0258576804,-0.2820881065
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,protect_3pct_target6pct_3d,2022,-0.5460393927,-0.5682188429
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,protect_3pct_target6pct_3d,2023,-0.0383986225,-0.5779245661
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,momentum_trail_4pct_5d,2022,-0.5539044914,-0.5766239908
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,momentum_trail_4pct_5d,2023,0.0491578382,-0.5858196711
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,fast_failure_2pct_target4pct_2d,2022,-0.461319005,-0.488654102
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_breakout_recent,fast_failure_2pct_target4pct_2d,2023,-0.0310359832,-0.4947866153
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_1d,2022,-0.5253257024,-0.5391211237
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_1d,2023,0.0106316843,-0.5510970153
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_2d,2022,-0.1896596258,-0.306351323
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_2d,2023,-0.0309861584,-0.3487209372
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_3d,2022,-0.5050770832,-0.5850975791
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_3d,2023,-0.0782555066,-0.6180008197
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_5d,2022,-0.3825437016,-0.4673250514
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,next_open_5d,2023,-0.0401391379,-0.5604162615
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,2022,-0.7037089851,-0.7153763864
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,protect_3pct_target6pct_3d,2023,-0.135704394,-0.7549305551
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,momentum_trail_4pct_5d,2022,-0.4694660654,-0.5154381854
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,momentum_trail_4pct_5d,2023,-0.1910363334,-0.5978287298
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,2022,-0.6769947238,-0.6858196901
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_bull_stack,fast_failure_2pct_target4pct_2d,2023,-0.0247395135,-0.7016288673
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_1d,2022,-0.3201138475,-0.3826145516
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_1d,2023,-0.0011324797,-0.3621420297
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_2d,2022,-0.2459491738,-0.3129485747
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_2d,2023,-0.0617322247,-0.3393339874
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_3d,2022,-0.0407090339,-0.2350852169
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_3d,2023,-0.1325306857,-0.2828817346
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_5d,2022,0.0028826349,-0.253634513
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,next_open_5d,2023,-0.0589182164,-0.161511265
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,2022,-0.2357962274,-0.3422597397
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,protect_3pct_target6pct_3d,2023,0.0979813948,-0.3001202572
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,momentum_trail_4pct_5d,2022,-0.0625351101,-0.2944198694
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,momentum_trail_4pct_5d,2023,-0.0599762499,-0.2158472431
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,2022,-0.2813773688,-0.3470533537
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_daily_trend,fast_failure_2pct_target4pct_2d,2023,0.0436762889,-0.3202805305
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_1d,2022,-0.2915156384,-0.3982619423
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_1d,2023,0.0408885059,-0.3856381913
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_2d,2022,-0.2682193046,-0.3526186833
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_2d,2023,-0.1873408045,-0.4319164574
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_3d,2022,-0.2467489841,-0.3706076858
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_3d,2023,-0.1955543964,-0.45097776
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_5d,2022,-0.3508408957,-0.4496768486
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,next_open_5d,2023,-0.0658879923,-0.4367955795
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,protect_3pct_target6pct_3d,2022,-0.3122262889,-0.372385685
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,protect_3pct_target6pct_3d,2023,-0.1107480729,-0.4162910536
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,momentum_trail_4pct_5d,2022,-0.2018015723,-0.2678749672
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,momentum_trail_4pct_5d,2023,-0.2083530257,-0.3919149291
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,2022,-0.2326835486,-0.4422426621
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_positive_slope,fast_failure_2pct_target4pct_2d,2023,0.0622980621,-0.3011261155
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_1d,2022,-0.6265166381,-0.6263830789
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_1d,2023,-0.1628559054,-0.6966254781
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_2d,2022,-0.3228226745,-0.3504905727
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_2d,2023,-0.1418114942,-0.4188951338
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_3d,2022,-0.2793005392,-0.3248548879
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_3d,2023,-0.1746823807,-0.412068537
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_5d,2022,-0.3117937527,-0.352616143
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,next_open_5d,2023,-0.1297303735,-0.4181410799
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,protect_3pct_target6pct_3d,2022,-0.3926149359,-0.4254448091
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,protect_3pct_target6pct_3d,2023,-0.0848127281,-0.476173852
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,momentum_trail_4pct_5d,2022,-0.4724954365,-0.4797198823
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,momentum_trail_4pct_5d,2023,-0.1220985458,-0.5508067692
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,fast_failure_2pct_target4pct_2d,2022,-0.6104471288,-0.608874719
primary_development_2022_2023_partial,current_contract,random_hash,1,s2_reclaim_recent_high,fast_failure_2pct_target4pct_2d,2023,-0.1480318285,-0.6699330635
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_1d,2022,-0.454532292,-0.487054393
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_1d,2023,-0.1398672448,-0.5591787983
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_2d,2022,-0.059848337,-0.1990989788
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_2d,2023,0.0748111481,-0.1420324811
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_3d,2022,-0.3486078778,-0.3815082407
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_3d,2023,0.0257947163,-0.3792009288
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_5d,2022,0.0741569421,-0.1943167548
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,next_open_5d,2023,-0.1243675205,-0.2881370782
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,protect_3pct_target6pct_3d,2022,-0.4227779695,-0.4726905631
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,protect_3pct_target6pct_3d,2023,-0.0501241502,-0.5057988071
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,2022,-0.4490020678,-0.4763472717
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,momentum_trail_4pct_5d,2023,-0.0323440593,-0.4949781301
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,fast_failure_2pct_target4pct_2d,2022,-0.4559930273,-0.4911549921
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_auction_confirmed_reclaim,fast_failure_2pct_target4pct_2d,2023,-0.2110901253,-0.6025157332
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_1d,2022,-0.1689468588,-0.2637518566
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_1d,2023,-0.0067236637,-0.2439242571
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_2d,2022,-0.2125700331,-0.2713093174
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_2d,2023,-0.0128192546,-0.2788742693
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_3d,2022,-0.0834545963,-0.2163849952
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_3d,2023,0.4448799852,-0.1634191003
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_5d,2022,0.0064711978,-0.2605473532
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,next_open_5d,2023,-0.0037352924,-0.2174262484
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,2022,-0.3077645048,-0.3485080453
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,protect_3pct_target6pct_3d,2023,0.0541093941,-0.3406668814
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,momentum_trail_4pct_5d,2022,-0.2317987505,-0.2864364431
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,momentum_trail_4pct_5d,2023,-0.0381151085,-0.2693515111
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,fast_failure_2pct_target4pct_2d,2022,-0.2012428533,-0.3011508314
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_amount_acceleration,fast_failure_2pct_target4pct_2d,2023,-0.0584559717,-0.2688940231
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_1d,2022,-0.5079628916,-0.5510327105
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_1d,2023,-0.0876294018,-0.6075052987
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_2d,2022,-0.3056530904,-0.4011116381
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_2d,2023,-0.0086633608,-0.3272048321
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_3d,2022,-0.1883903141,-0.3668510932
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_3d,2023,-0.0404358835,-0.249408538
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_5d,2022,0.0378009804,-0.218283246
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,next_open_5d,2023,-0.020151994,-0.1348601373
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,protect_3pct_target6pct_3d,2022,-0.3623574887,-0.4218232728
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,protect_3pct_target6pct_3d,2023,0.0059827392,-0.4696524853
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,momentum_trail_4pct_5d,2022,-0.2473112528,-0.2763540856
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,momentum_trail_4pct_5d,2023,-0.1022800046,-0.3445627374
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,fast_failure_2pct_target4pct_2d,2022,-0.4661576301,-0.5007191937
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_normal,fast_failure_2pct_target4pct_2d,2023,0.0041532166,-0.5390444673
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_1d,2022,-0.4011444241,-0.4180482247
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_1d,2023,-0.2060072746,-0.5252452209
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_2d,2022,-0.0571145373,-0.3102069668
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_2d,2023,-0.0963301152,-0.2623926256
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_3d,2022,-0.1075625617,-0.3069160833
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_3d,2023,0.0318949161,-0.155394631
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_5d,2022,0.1656645756,-0.1718299711
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,next_open_5d,2023,0.022366319,-0.1177030472
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,protect_3pct_target6pct_3d,2022,-0.3796276869,-0.3980355787
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,protect_3pct_target6pct_3d,2023,-0.0403420908,-0.4223888271
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,momentum_trail_4pct_5d,2022,-0.3003038556,-0.3431054263
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,momentum_trail_4pct_5d,2023,-0.0028147306,-0.3351034068
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,fast_failure_2pct_target4pct_2d,2022,-0.4672716434,-0.4755729855
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_volume_proxy,fast_failure_2pct_target4pct_2d,2023,-0.1447842058,-0.5601351776
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_1d,2022,-0.2926255834,-0.4439305017
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_1d,2023,-0.0663837868,-0.4336190403
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_2d,2022,-0.2259214513,-0.2937041655
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_2d,2023,0.0551608516,-0.2146468089
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_3d,2022,-0.0913018024,-0.2257589063
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_3d,2023,-0.0417592499,-0.2750874167
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_5d,2022,-0.2777109765,-0.3423976927
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,next_open_5d,2023,0.0380743519,-0.3030245393
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,protect_3pct_target6pct_3d,2022,-0.2529805886,-0.3532209199
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,protect_3pct_target6pct_3d,2023,-0.0510794183,-0.3874320656
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,momentum_trail_4pct_5d,2022,-0.1901754336,-0.3337458089
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,momentum_trail_4pct_5d,2023,-0.0636537063,-0.3095023856
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,2022,-0.3699848901,-0.4746058031
primary_development_2022_2023_partial,current_contract,random_hash,1,s4_reclaim_vwap_support,fast_failure_2pct_target4pct_2d,2023,0.003378233,-0.4938019048
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_1d,2022,-0.5079025074,-0.529275165
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_1d,2023,-0.1198426146,-0.5959812959
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_2d,2022,-0.238767129,-0.3118467912
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_2d,2023,0.3096164612,-0.2328229077
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_3d,2022,-0.1829430305,-0.2962007936
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_3d,2023,0.1269089425,-0.1770881976
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_5d,2022,0.0005361294,-0.1815410726
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,next_open_5d,2023,0.2894835904,-0.1069944928
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,protect_3pct_target6pct_3d,2022,-0.4913594118,-0.5061619882
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,protect_3pct_target6pct_3d,2023,-0.1581594327,-0.586432922
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,momentum_trail_4pct_5d,2022,-0.1901860155,-0.3531224304
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,momentum_trail_4pct_5d,2023,-0.0677223012,-0.290244347
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,fast_failure_2pct_target4pct_2d,2022,-0.4404837087,-0.4816997148
primary_development_2022_2023_partial,current_contract,random_hash,2,cs_r3_leader_confirmation,fast_failure_2pct_target4pct_2d,2023,-0.2415182215,-0.6014824138
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_1d,2022,-0.0383527944,-0.2407340957
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_1d,2023,-0.0812004667,-0.3078300977
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_2d,2022,0.0930423261,-0.2187900277
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_2d,2023,0.0816339853,-0.2225802227
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_3d,2022,0.3640893477,-0.1767579582
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_3d,2023,0.1044631013,-0.1371712034
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_5d,2022,0.2005637363,-0.2590674485
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,next_open_5d,2023,-0.0268170839,-0.1310555591
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,protect_3pct_target6pct_3d,2022,0.0082938627,-0.2276637229
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,protect_3pct_target6pct_3d,2023,0.0504992317,-0.229709483
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,momentum_trail_4pct_5d,2022,-0.0045971912,-0.158381162
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,momentum_trail_4pct_5d,2023,0.2114735657,-0.1287875686
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,fast_failure_2pct_target4pct_2d,2022,-0.17903845,-0.2994767384
primary_development_2022_2023_partial,current_contract,random_hash,2,fu_r3_core_pullback,fast_failure_2pct_target4pct_2d,2023,0.004381236,-0.3022903308
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_1d,2022,-0.4662883296,-0.4978626042
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_1d,2023,-0.0779958726,-0.5490225015
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_2d,2022,-0.4281236119,-0.4513907091
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_2d,2023,-0.1875734291,-0.5563955063
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_3d,2022,-0.3979878342,-0.471543535
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_3d,2023,-0.0956034051,-0.5093268277
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_5d,2022,-0.4363067412,-0.4493258893
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,next_open_5d,2023,0.1963289532,-0.4416253697
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,protect_3pct_target6pct_3d,2022,-0.5795128204,-0.5885174303
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,protect_3pct_target6pct_3d,2023,-0.0169420047,-0.6075894302
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,momentum_trail_4pct_5d,2022,-0.2459222217,-0.3330756184
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,momentum_trail_4pct_5d,2023,-0.0407224562,-0.3309331293
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,fast_failure_2pct_target4pct_2d,2022,-0.5815547038,-0.5957364903
primary_development_2022_2023_partial,current_contract,random_hash,2,ht_r3_core_pullback,fast_failure_2pct_target4pct_2d,2023,-0.2396877301,-0.6952276733
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_1d,2022,-0.235956836,-0.29973971
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_1d,2023,0.0440394141,-0.276864113
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_2d,2022,-0.0891456758,-0.3488354377
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_2d,2023,0.1439318979,-0.3345501311
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_3d,2022,-0.0447170256,-0.1304104021
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_3d,2023,0.0436637762,-0.1234479395
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_5d,2022,-0.1380347038,-0.2315509175
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,next_open_5d,2023,0.0616158853,-0.1463556527
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,protect_3pct_target6pct_3d,2022,-0.0264383298,-0.1735129169
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,protect_3pct_target6pct_3d,2023,0.0791585196,-0.1509261934
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,momentum_trail_4pct_5d,2022,0.1850640523,-0.1659342095
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,momentum_trail_4pct_5d,2023,0.0391085076,-0.133991262
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,fast_failure_2pct_target4pct_2d,2022,-0.1858353625,-0.2471200173
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r1_auction_reclaim,fast_failure_2pct_target4pct_2d,2023,0.0742444718,-0.2330712337
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_1d,2022,-0.4288695286,-0.4399192436
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_1d,2023,-0.2445705897,-0.5801095154
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_2d,2022,-0.2710193148,-0.3311877534
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_2d,2023,-0.1428156128,-0.4354580566
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_3d,2022,-0.393069676,-0.4245263694
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_3d,2023,-0.060517273,-0.4728653873
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_5d,2022,-0.2360888871,-0.37023761
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,next_open_5d,2023,-0.1060040251,-0.3345381803
primary_development_2022_2023_partial,current_contract,random_hash,2,ng_r3_volume_quality,protect_3pct_target6pct_3d,2022,-0.3587535666,-0.3778498282
