pattern,is_st_label,event_year,event_count,unique_symbol_count,unique_event_date_count,d1_observed_count,d1_missing_count,d1_close_mean,d1_close_median,d1_close_positive_probability,d1_close_ge_1pct_probability,d1_close_ge_3pct_probability,d1_high_mean,d1_high_positive_probability,d1_open_mean,d1_open_positive_probability,d2_observed_count,d2_missing_count,d2_close_mean,d2_close_median,d2_close_positive_probability,d2_close_ge_1pct_probability,d2_close_ge_3pct_probability,d2_high_mean,d2_high_positive_probability,d2_open_mean,d2_open_positive_probability,d3_observed_count,d3_missing_count,d3_close_mean,d3_close_median,d3_close_positive_probability,d3_close_ge_1pct_probability,d3_close_ge_3pct_probability,d3_high_mean,d3_high_positive_probability,d3_open_mean,d3_open_positive_probability,d5_observed_count,d5_missing_count,d5_close_mean,d5_close_median,d5_close_positive_probability,d5_close_ge_1pct_probability,d5_close_ge_3pct_probability,d5_high_mean,d5_high_positive_probability,d5_open_mean,d5_open_positive_probability,success_to_3board_observed_count,success_to_3board_count,success_to_3board_rate,industry_joined_count,industry_join_rate
B,ST,2021,18,18,18,18,0,0.009775390522583064,0.021137753459929187,0.5555555555555556,0.5555555555555556,0.5,0.03506456626503729,1.0,0.002256465847503269,0.4444444444444444,17,1,0.004150029323587963,-0.0027100271002709064,0.4117647058823529,0.4117647058823529,0.29411764705882354,0.02999865850612194,0.5882352941176471,0.004137904239747529,0.5294117647058824,18,0,-0.0016195343863743981,-0.015536251252923461,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.03029185048828217,0.5,0.00016809667014732065,0.4444444444444444,18,0,0.013517758697819996,0.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.030601503771157428,0.6111111111111112,0.008620387711729436,0.5,0,0,,18,1.0
B,ST,2022,12,12,12,12,0,0.00033180494535701527,0.00018328445747789468,0.5,0.4166666666666667,0.25,0.028525885431403747,0.9166666666666666,0.0062205387900284015,0.5,12,0,0.012704275983242993,0.01334193957512353,0.5833333333333334,0.5,0.4166666666666667,0.034785190751087075,0.8333333333333334,0.0016192574874177117,0.3333333333333333,12,0,0.019124874547578913,0.015539112050739878,0.75,0.75,0.4166666666666667,0.03840006582494827,0.75,0.0130569941882309,0.6666666666666666,12,0,0.0064284141188022115,0.010366826156299913,0.5,0.5,0.25,0.02857165367254812,0.6666666666666666,-0.00273493017838052,0.5,0,0,,12,1.0
B,ST,2023,6,6,6,6,0,0.0038869179528259745,-0.004596642096642178,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.030885398473637176,1.0,0.007856688577268975,0.5,6,0,0.011578383904321329,0.005194269426942677,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.03000317172248379,0.8333333333333334,-0.0023323181012142036,0.3333333333333333,6,0,-0.0053161928495782385,-0.0073601110111011225,0.5,0.3333333333333333,0.3333333333333333,0.019031682960454877,0.6666666666666666,0.004202050126938435,0.5,6,0,-0.014059101562568807,-0.026851173020527863,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.007883058501330939,0.5,-0.008711570783628608,0.16666666666666666,0,0,,6,1.0
B,ST,2024,15,15,14,14,1,0.0031396481131747817,0.012819893771125024,0.5714285714285714,0.5,0.42857142857142855,0.025973754777254214,0.7857142857142857,0.0023646612585777366,0.5,15,0,-0.010096309976415752,-0.0020408163265307477,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.018842635234158692,0.5333333333333333,0.0015885710428986898,0.4666666666666667,14,1,-0.014547147968351206,-0.04597056213789863,0.35714285714285715,0.35714285714285715,0.35714285714285715,-0.0004384161124992609,0.5,-0.01651009044677856,0.42857142857142855,13,2,-0.017844433481580952,-0.06938775510204098,0.38461538461538464,0.3076923076923077,0.3076923076923077,-0.004775072844908934,0.46153846153846156,-0.029173671256521934,0.23076923076923078,0,0,,15,1.0
B,ST,2025,16,15,13,16,0,0.01593153942015923,0.02779895793620535,0.625,0.625,0.5,0.032639165297586044,0.8125,0.0061278965706052305,0.5,16,0,0.0057618271394613285,-0.009014224842975815,0.4375,0.4375,0.3125,0.041088643041911344,0.8125,0.02272563291483508,0.625,16,0,0.002029372571180084,-0.01633651787481344,0.4375,0.4375,0.3125,0.028697055136264575,0.625,0.0024263261936335184,0.4375,16,0,0.015930712261602448,-0.009932222692897952,0.4375,0.4375,0.375,0.03584767171292924,0.5625,0.012596329214706742,0.5,0,0,,16,1.0
B,ordinary,2020,73,73,54,73,0,-0.01159695140207372,-0.04385964912280693,0.4383561643835616,0.4246575342465753,0.3424657534246575,0.0286463614307591,0.5753424657534246,-0.017177996362399212,0.3287671232876712,73,0,-0.025393765506956347,-0.05029013539651839,0.3561643835616438,0.3561643835616438,0.2465753424657534,0.024271821616548252,0.5068493150684932,-0.021699916683616597,0.3561643835616438,73,0,-0.027984199459423605,-0.07572209211553482,0.3013698630136986,0.3013698630136986,0.2602739726027397,0.013075128148006827,0.3835616438356164,-0.02705260022339521,0.3150684931506849,73,0,-0.0237916953049477,-0.06932573599240255,0.3561643835616438,0.3424657534246575,0.2876712328767123,0.0033363859159544255,0.3698630136986301,-0.035798694112858104,0.2876712328767123,0,0,,73,1.0
B,ordinary,2021,60,60,49,60,0,0.008504898504287896,0.024617557401347967,0.55,0.55,0.4666666666666667,0.04954610418782678,0.7,-0.006110515817721083,0.4166666666666667,60,0,-0.005960792991398219,-0.011612262713750154,0.36666666666666664,0.35,0.3,0.043771405427162575,0.65,-0.0043779722826974565,0.5333333333333333,60,0,-0.015465036510363954,-0.06623388474535447,0.35,0.35,0.35,0.03252213233438463,0.4666666666666667,-0.016275826628226284,0.31666666666666665,60,0,-0.015443325488674112,-0.05624236874236871,0.36666666666666664,0.35,0.31666666666666665,0.03249250204841972,0.4,-0.021651935608380184,0.31666666666666665,0,0,,60,1.0
B,ordinary,2022,66,65,55,66,0,-0.02086531395114404,-0.0527345761664435,0.36363636363636365,0.3484848484848485,0.2727272727272727,0.030121632434971193,0.5757575757575758,-0.0255263781831568,0.2727272727272727,66,0,-0.03373798098709714,-0.05305225402630287,0.3181818181818182,0.3181818181818182,0.25757575757575757,0.015171636912601035,0.45454545454545453,-0.04337900120572897,0.2727272727272727,66,0,-0.046972669478514154,-0.09421990438939598,0.2727272727272727,0.2727272727272727,0.2727272727272727,-0.008664673534451271,0.3787878787878788,-0.047930109360708316,0.30303030303030304,66,0,-0.058975497583385286,-0.08467962356709002,0.25757575757575757,0.24242424242424243,0.19696969696969696,-0.019847825719334373,0.3484848484848485,-0.06581315153062846,0.24242424242424243,0,0,,66,1.0
B,ordinary,2023,45,45,41,45,0,-0.025579399108464643,-0.05966386554621861,0.3333333333333333,0.3111111111111111,0.28888888888888886,0.021298891592657857,0.5111111111111111,-0.0236043962098676,0.28888888888888886,45,0,-0.0440923533168721,-0.0994930291508237,0.28888888888888886,0.28888888888888886,0.24444444444444444,-0.003604953879451325,0.3333333333333333,-0.04595832484100797,0.2222222222222222,45,0,-0.04226206292971056,-0.10829268292682925,0.3333333333333333,0.28888888888888886,0.28888888888888886,-0.005875433976046305,0.3333333333333333,-0.05343447691009637,0.28888888888888886,45,0,-0.05092048635427185,-0.0969305331179322,0.3111111111111111,0.28888888888888886,0.2222222222222222,-0.01991812775523064,0.37777777777777777,-0.052755619193330806,0.28888888888888886,0,0,,45,1.0
B,ordinary,2024,90,87,63,90,0,0.0045020454433101495,0.000655307994757548,0.5,0.4666666666666667,0.4222222222222222,0.04516130652421047,0.7111111111111111,-0.0048531824777279945,0.4111111111111111,90,0,-0.009542347037287067,-0.03471831628232225,0.36666666666666664,0.36666666666666664,0.32222222222222224,0.03651612602983802,0.5333333333333333,-0.002030766084860316,0.4111111111111111,90,0,-0.01075704328007006,-0.04560154601565736,0.37777777777777777,0.37777777777777777,0.3333333333333333,0.02798441202914531,0.45555555555555555,-0.01461874892751261,0.3333333333333333,90,0,-0.034882659445473446,-0.08570595768267747,0.3,0.28888888888888886,0.23333333333333334,0.0004347796334572533,0.36666666666666664,-0.04066922775204811,0.2777777777777778,0,0,,90,1.0
B,ordinary,2025,111,110,87,111,0,-0.007940172390961927,-0.016238159675236785,0.4594594594594595,0.3963963963963964,0.34234234234234234,0.039760712414881355,0.6576576576576577,-0.01133407876362854,0.34234234234234234,111,0,-0.006912661288981236,-0.020733652312599715,0.38738738738738737,0.38738738738738737,0.3333333333333333,0.0319800126325686,0.5225225225225225,-0.021833357584658684,0.36036036036036034,111,0,-0.020718524558890884,-0.04430705821741365,0.42342342342342343,0.3963963963963964,0.35135135135135137,0.023170181439238022,0.4954954954954955,-0.02285474894199223,0.36036036036036034,111,0,-0.04429590654205313,-0.07903123008285529,0.32432432432432434,0.27927927927927926,0.2702702702702703,-0.012880836565449645,0.3783783783783784,-0.05139117947585735,0.27927927927927926,0,0,,111,1.0
