top_k,slot_count,policy_name,mean_year_rank,worst_year_rank,positive_year_count,worst_year_return,mean_year_return,annualized_log_growth,signal_period_total_return,signal_period_maximum_drawdown
2,4,fixed_d27,227.83333333333334,748.0,5,-0.0004346675726351057,0.7276535552217694,0.5081186793323136,17.79856373709415,-0.43415674285415184
3,3,fixed_d27,259.3333333333333,885.0,5,-0.19052962162063858,0.7313454860228558,0.500508245340115,16.99041783569011,-0.4106224031026001
2,4,fixed_d20,222.16666666666666,832.0,5,-0.13708580305715268,0.7282598364195746,0.49906346880148655,16.840968417156027,-0.3374354917168497
1,1,fixed_d22,329.0,1032.0,5,-0.05069376170787998,0.7415634223983602,0.48939620539819984,15.872422285594876,-0.5613653239790243
2,4,fixed_d48,238.83333333333334,688.0,5,-0.07619066865484392,0.6536628949255294,0.48666298678096886,15.608247145122629,-0.3662212384132326
1,3,fixed_d44,289.5,813.0,5,-0.1278397076567802,0.6459800013414364,0.4753850169226802,14.561229590977504,-0.43577543147380604
1,3,fixed_d31,271.0,941.0,5,-0.24396729968138786,0.6913736227723666,0.4688135743718496,13.981862167337884,-0.4022911197687622
3,6,fixed_d9,282.1666666666667,857.0,5,-0.056246142614285066,0.6649930539296333,0.46258744662622525,13.452852572325972,-0.35460075097546606
1,3,fixed_d22,229.66666666666666,572.0,5,-0.04691151958957063,0.6149515573365038,0.449140175833389,12.373161491472862,-0.3608882238775666
3,3,fixed_d32,295.3333333333333,914.0,5,-0.10087520994286958,0.6010202977818894,0.44677702103064626,12.19193184751652,-0.3918662117428625
3,6,fixed_d54,230.0,514.0,5,-0.035605795069498236,0.581923015699816,0.44294721527477426,11.903425904461997,-0.34882284404071684
2,4,fixed_d17,292.1666666666667,829.0,5,-0.13622398649894019,0.6075926210829876,0.4366230338503598,11.440760652733228,-0.41303996659241926
1,3,fixed_d27,297.6666666666667,707.0,5,-0.06342823618261284,0.5837578543080482,0.4359427682457552,11.39199261460146,-0.33688425338734285
3,3,fixed_d47,299.8333333333333,937.0,5,-0.12782328320519765,0.5846644663041382,0.4344805017113428,11.28780931979969,-0.42186204350272694
3,6,fixed_d39,276.3333333333333,792.0,5,-0.11539815890563421,0.5919725358157669,0.4322562023833879,11.131009926293794,-0.4527541137972666
1,3,fixed_d41,402.8333333333333,973.0,5,-0.2228343998882063,0.6775938158676537,0.42879713384181595,10.891132748329335,-0.4117164210688157
3,6,fixed_d26,267.1666666666667,883.0,5,-0.07415292340083413,0.5862239826818684,0.4284435440553393,10.866881050516215,-0.3920500433751577
1,6,fixed_d39,239.66666666666666,749.0,5,-0.09921204491994629,0.5666786357628087,0.4279057749702689,10.830091810929478,-0.40634834701951994
2,4,fixed_d16,256.6666666666667,1008.0,5,-0.3729319014705412,0.6272487663760993,0.42751658971480044,10.803538474997683,-0.42829710883297234
1,3,fixed_d42,243.83333333333334,568.0,5,-0.04497950702670628,0.5391031033145097,0.42544653014099815,10.663300791376216,-0.37254957148760326
1,3,fixed_d13,305.8333333333333,983.0,5,-0.22550321332635015,0.6497064979267506,0.4249013765637803,10.626646951473335,-0.3521365955985849
2,4,fixed_d33,305.1666666666667,772.0,5,-0.10546093944815327,0.5741960990199128,0.42345478120659585,10.529941362631746,-0.41491798172850336
2,4,fixed_d22,376.5,820.0,5,-0.1304087352660528,0.6247910519352127,0.4211726789485744,10.37901449124286,-0.411283273261671
2,4,fixed_d11,343.0,852.0,5,-0.16083009577436824,0.6406941069950903,0.41783859270058943,10.162059087136422,-0.3411990601337974
3,6,fixed_d13,282.0,497.0,5,-0.03265812530632328,0.5977225621320599,0.4171067249302613,10.114991479590854,-0.31666226323776914
1,1,fixed_d47,385.3333333333333,1031.0,5,-0.556824693553167,0.7523678070411943,0.41639541229384164,10.069436002874014,-0.6436073303125873
2,4,fixed_d54,278.0,691.0,5,-0.07810944308242362,0.5545791444834971,0.4130411079409403,9.857115622286274,-0.5221947354122467
3,6,fixed_d12,268.3333333333333,855.0,5,-0.0543435828542399,0.5458376310669241,0.40998142194010406,9.666997599278828,-0.36185403649651127
1,3,fixed_d23,253.66666666666666,953.0,5,-0.15930137066246663,0.564996347775451,0.4097598989362001,9.653362893424392,-0.42015137773709366
2,2,fixed_d44,330.6666666666667,807.0,5,-0.12413951924307276,0.5237643010155274,0.4095111788518882,9.638074979455943,-0.4336371638860844
2,2,fixed_d7,362.0,1003.0,5,-0.3605114060168969,0.6779599636084815,0.4091415384372125,9.61539505582423,-0.4744609698954436
2,6,fixed_d8,318.1666666666667,897.0,5,-0.08214845054974595,0.5655801232789727,0.4001506716027201,9.078392328053077,-0.30757919780844933
2,2,fixed_d55,405.0,992.0,5,-0.323284775677542,0.572853628406926,0.3980120186604439,8.95470778936166,-0.4887960520257345
1,1,fixed_d28,351.6666666666667,1020.0,5,-0.27622504782368085,0.5951307892496107,0.3965368251239471,8.870278772181738,-0.6401584231554522
2,6,fixed_d27,269.8333333333333,868.0,5,-0.06413934488842077,0.5125395704274351,0.39301593103511434,8.671651933295617,-0.3123687486839588
3,3,fixed_d38,344.3333333333333,851.0,5,-0.15569075712050073,0.5439416443051567,0.39207766873834266,8.619398895349786,-0.4186923187722281
1,3,fixed_d26,308.6666666666667,797.0,5,-0.11803091420132816,0.5047910027562258,0.38921899361703144,8.461929555526684,-0.3579865777224328
1,6,fixed_d46,302.1666666666667,741.0,5,-0.0961389632199452,0.5086092397032629,0.38801506314258377,8.396385245377727,-0.32904567353319536
2,6,fixed_d14,289.0,714.0,5,-0.08443806145721633,0.49432982997805647,0.3877411637713416,8.381537143408414,-0.2875142411179237
2,4,fixed_d18,360.0,957.0,5,-0.2704141767946239,0.5795171673888824,0.3869448263086454,8.338500780307855,-0.3722448171243389
2,6,fixed_d25,304.1666666666667,854.0,5,-0.05392241325421199,0.4995472239536136,0.38443785981950007,8.20430193449307,-0.33693439971617034
1,3,fixed_d52,312.5,671.0,5,-0.07045142517615388,0.48665287897647475,0.38382165501047816,8.171612602604528,-0.4544029907381568
1,1,fixed_d44,573.1666666666666,972.0,5,-0.2019701371363931,0.6367253978165622,0.3835956980894446,8.159654823217878,-0.6124540498973154
2,4,fixed_d32,348.5,859.0,5,-0.17058842680703257,0.5254748549185105,0.38150574821046257,8.049789722921938,-0.43572721842127893
2,2,fixed_d17,404.3333333333333,962.0,5,-0.17092685029130983,0.5849965230734343,0.3806762200914697,8.006549051067834,-0.36195437714718226
2,4,fixed_d40,309.6666666666667,685.0,5,-0.05356249396659141,0.4718148437156761,0.37967418638651884,7.954591641524484,-0.35168868058187963
2,4,fixed_d10,313.8333333333333,964.0,5,-0.1766292390979739,0.5035384089979229,0.37894626563451633,7.9170355822883955,-0.44814080412767476
3,3,fixed_d18,294.8333333333333,937.0,5,-0.23999663369744462,0.5024414830797865,0.37712649170294704,7.82383452970457,-0.39558136182037773
3,6,fixed_d10,325.8333333333333,907.0,5,-0.09420285041571719,0.49596968954316,0.3746917575042122,7.700659592101122,-0.28758002687492623
2,4,model_plan,359.6666666666667,894.0,5,-0.1981659348734217,0.519712619077724,0.3745913589294615,7.695617435763211,-0.3262819923503488
3,3,fixed_d55,500.5,1026.0,5,-0.27744360269750046,0.5844452502288369,0.37446529427038816,7.689290430659495,-0.4967132138129978
2,6,fixed_d10,288.1666666666667,852.0,5,-0.05223966951190795,0.48669162236345537,0.37434329681635764,7.683171935991037,-0.2829043271458659
2,6,fixed_d54,350.8333333333333,875.0,5,-0.18473084274812668,0.48045394822077186,0.3739111596061457,7.661533750949696,-0.3944522861349774
3,6,rolling_path,346.8333333333333,827.0,5,-0.03434582634110317,0.4922494508682335,0.37225135658518893,7.578923401125476,-0.36012867010099636
2,6,fixed_d17,316.1666666666667,773.0,5,-0.10571392904232946,0.47892076890218155,0.36799499205106845,7.370662137694639,-0.3416917914501416
3,6,fixed_d59,400.5,920.0,5,-0.07026599701823943,0.5396177457213828,0.36785070800562697,7.363691705769568,-0.4734688766121523
3,12,fixed_d45,266.0,428.0,5,-0.019996273813272625,0.4537041027277118,0.3675342466628486,7.348423625777144,-0.36420434945306424
1,6,fixed_d59,386.3333333333333,801.0,5,-0.09119803073162813,0.4931688994502903,0.3670845144722881,7.326773662304355,-0.33768274407860543
2,4,fixed_d13,377.3333333333333,847.0,5,-0.15021721936638666,0.5100759753939753,0.3668936428395173,7.3176021423674324,-0.36663575031367246
1,1,fixed_d5,305.8333333333333,1034.0,5,-0.47998981454859835,0.5743750117661142,0.36594505913129854,7.272171644434589,-0.6109187642944262
1,6,fixed_d28,300.0,560.0,5,-0.004371194510730869,0.47973463640690656,0.3657665388965906,7.263649563871537,-0.3416104536724438
1,3,fixed_d10,390.6666666666667,992.0,5,-0.2498422697315461,0.579395847837931,0.3649233641332113,7.223517155009924,-0.3859715996287927
1,6,fixed_d19,284.8333333333333,506.0,5,-0.03396975475656194,0.45983802070076213,0.36467930914299285,7.211937335365507,-0.31579063218921755
2,12,fixed_d45,336.0,780.0,5,-0.10756842359795915,0.4602037816889959,0.3629701942534765,7.13129961021702,-0.26353330620427207
3,6,fixed_d31,276.6666666666667,499.0,5,-0.033270124596739614,0.44649708807797545,0.3621029054228356,7.090683414294425,-0.40136005801813845
3,6,fixed_d40,331.3333333333333,653.0,5,-0.018861143307192352,0.45196387552613143,0.3617655333495699,7.074938733035722,-0.313432676172295
2,6,fixed_d12,356.8333333333333,769.0,5,-0.10476690663797383,0.48179567553121067,0.3615874679737325,7.066641029085243,-0.35161503115105586
2,6,fixed_d32,318.0,872.0,5,-0.18266613810239363,0.47834148301153,0.36131519831829395,7.05396996441902,-0.33549950661440087
2,2,fixed_d47,432.6666666666667,1016.0,5,-0.15051053094154498,0.4875624665697577,0.35530694481454683,6.779364272815535,-0.5758656419704605
1,6,fixed_d16,337.8333333333333,906.0,5,-0.09306619541211503,0.4557059431370143,0.3532867503392153,6.689151226388103,-0.3234665179898776
1,3,fixed_d21,402.3333333333333,862.0,5,-0.17156499039027417,0.4682750318383748,0.35278882021245517,6.667077018924386,-0.4412311788504665
3,6,fixed_d15,325.0,996.0,5,-0.2634427662988579,0.47280519622342426,0.3514145058128974,6.606479276470995,-0.45270655187386044
1,6,fixed_d24,324.0,560.0,5,-0.04388351324971729,0.4422289470805634,0.34941095604393685,6.518993648958905,-0.2912777830189244
1,6,fixed_d25,349.8333333333333,722.0,5,-0.03094701623546925,0.44034944816872335,0.34935193772414397,6.5164319091408505,-0.30511801619122203
1,3,fixed_d35,302.3333333333333,453.0,5,-0.015533875543765063,0.4250822870778128,0.3491770595393932,6.50884629794936,-0.43979151451924436
1,6,fixed_d14,338.8333333333333,844.0,5,-0.045936639116615496,0.46155546445118767,0.34845701378690713,6.4776937693541985,-0.2644903841630444
2,12,fixed_d52,337.6666666666667,673.0,5,-0.0708196318457609,0.43299405790161183,0.3477731436066728,6.4482260405968965,-0.35177382556431613
1,6,fixed_d13,362.8333333333333,936.0,5,-0.12777186947281582,0.4829730097669032,0.3468306816935804,6.407805881591721,-0.3121468649716671
3,12,fixed_d37,297.0,436.0,5,-0.01864924629566944,0.4304849334143914,0.34670748550211095,6.40253849883358,-0.37186455322914846
1,12,fixed_d51,315.8333333333333,599.0,5,-0.053071311812562305,0.4244680846577425,0.3456929374648727,6.359302613481872,-0.3300208584809414
2,4,fixed_d35,431.8333333333333,933.0,5,-0.233383131866591,0.5025696249375536,0.34335363362108784,6.260571028710889,-0.3756232163195362
2,6,model_plan,318.3333333333333,973.0,5,-0.19293112563202353,0.45178749459177725,0.34249403197588263,6.224624813120475,-0.3770252354423378
3,12,fixed_d20,340.8333333333333,878.0,5,-0.07188093563775011,0.422268755797925,0.34240861101348175,6.221062475170702,-0.31848853720547665
3,3,fixed_d59,401.8333333333333,991.0,5,-0.32194112423343424,0.4973982980271583,0.3388903777200507,6.075856458497567,-0.5344309541556785
3,12,fixed_d41,344.5,666.0,5,-0.06930275498407057,0.42742998560817885,0.33748359909639375,6.018615796379546,-0.3555983325768325
1,6,fixed_d30,394.5,835.0,5,-0.13783540653013648,0.4451629045273191,0.33742128388713744,6.016090979683825,-0.34657699664512054
1,1,fixed_d51,408.0,953.0,5,-0.10048170839827675,0.4576568375973838,0.33669776148869723,5.986842531273151,-0.5536705347569466
2,4,fixed_d42,332.3333333333333,958.0,5,-0.0071145825270614305,0.41728865595423686,0.336649077270215,5.984878851922089,-0.40478079831261693
2,6,fixed_d29,384.6666666666667,904.0,5,-0.20221760369564123,0.4424393615020106,0.33648383257418685,5.97821781720488,-0.3997799247271606
3,6,fixed_d16,325.1666666666667,448.0,5,-0.024498287275776742,0.41963862715439554,0.3363706002301343,5.973657075126118,-0.36381897748573544
2,2,fixed_d18,311.0,1031.0,5,-0.44849293306576377,0.5099596264847429,0.33621715352603226,5.967481346095853,-0.502930667832176
2,6,fixed_d48,394.0,962.0,5,-0.2745023951675317,0.4443015057591233,0.33613825819859194,5.964308195838794,-0.33971488881411116
2,12,fixed_d31,304.5,475.0,5,-0.005411163491673809,0.4197688842593627,0.3360472821772875,5.9606509570564,-0.3304419014355292
2,2,fixed_d24,293.6666666666667,1025.0,5,-0.010891787390974517,0.4347254973914254,0.33603762717304775,5.9602629383416135,-0.43177569407474514
1,6,fixed_d49,432.8333333333333,888.0,5,-0.16635375223338655,0.48048974129126804,0.3360292910911518,5.959927942342713,-0.3765005973548712
1,3,model_plan,479.0,972.0,5,-0.18783040571015708,0.5096507718429724,0.3356892207590448,5.9462755222835595,-0.38546425309277965
1,6,fixed_d20,336.0,615.0,5,-0.05797079220424506,0.4168278928617352,0.33476045447875763,5.909125681087355,-0.2954050000336226
1,6,fixed_d26,382.8333333333333,929.0,5,-0.11824808196388759,0.4583439072004874,0.33263135436716695,5.824711586315563,-0.3499994300901883
3,12,fixed_d54,346.3333333333333,756.0,5,-0.024685138513807936,0.41142548020262765,0.332277481996193,5.810781628114592,-0.30084703906505494
1,6,fixed_d47,354.6666666666667,639.0,5,-0.06334049911445783,0.4159031936108377,0.3321569341904329,5.806042836754291,-0.35573602528982895
3,12,fixed_d19,336.0,900.0,5,-0.08699235793743088,0.41542000933857376,0.3319981190607511,5.799804771659275,-0.31969455166305116
1,12,fixed_d54,341.0,614.0,5,-0.05737879117828171,0.40104283945354524,0.3314360722729358,5.777774143442174,-0.3507147725388341
1,12,fixed_d55,360.5,709.0,5,-0.08355814432966435,0.40376654234738374,0.33111040925495505,5.76504175889072,-0.339018370145722
1,6,fixed_d15,375.6666666666667,595.0,5,-0.0527516951863638,0.42205763594633616,0.330864791219067,5.755454702605951,-0.27616043403380475
1,12,fixed_d50,343.5,729.0,5,-0.09061855747586611,0.4048944391414722,0.32905028547398774,5.685049880501084,-0.32592096309181917
1,1,fixed_d52,479.1666666666667,1022.0,5,-0.2802244562858126,0.5563227047126821,0.3287523316462319,5.6735592843108,-0.6346244006695518
3,3,fixed_d25,424.5,997.0,5,-0.3287794205500565,0.4730203543478493,0.3285435111758586,5.665517891835054,-0.4996877402993899
3,6,fixed_d18,437.6666666666667,726.0,5,-0.08111592200218787,0.4267909571123491,0.3268489809802143,5.600621156539012,-0.3608520633500547
2,12,fixed_d40,310.6666666666667,418.0,5,-0.019674148680442705,0.3968869079930286,0.3268080088788262,5.59905986455518,-0.2944674065802937
1,3,fixed_d18,354.0,592.0,5,-0.016864615324831078,0.40165540773975345,0.32647086362467287,5.586226547071364,-0.4066563511273785
1,3,fixed_d45,385.1666666666667,885.0,5,-0.07467503034408562,0.40557685277891037,0.32577203824277823,5.559705423523101,-0.4539775253414561
1,6,fixed_d51,434.1666666666667,794.0,5,-0.11640272444271538,0.4398314057456836,0.3253752446052336,5.544694268930698,-0.3742733255123245
1,3,fixed_d43,386.8333333333333,823.0,5,-0.13086184937451295,0.3966743126938679,0.32510211287711266,5.53438135079881,-0.45910014385437115
1,1,fixed_d55,412.0,812.0,5,-0.10431229140836207,0.39290399902337286,0.3244798203851873,5.51094545738139,-0.5904853823497055
3,12,fixed_d12,344.0,527.0,5,-0.009628706977891865,0.40641320978515044,0.3243280463443352,5.505242321338034,-0.29120160741554346
3,3,fixed_d49,362.5,558.0,5,-0.043433531808283465,0.396597976679917,0.32339253820707115,5.470199334169833,-0.46094898418393526
1,12,fixed_d31,391.8333333333333,693.0,5,-0.07920234018941452,0.4091234305913805,0.32172594129031906,5.408237703482019,-0.2641869014028865
2,12,fixed_d30,366.0,763.0,5,-0.006360815429704125,0.40860436384597293,0.32099010219988267,5.381069452739349,-0.3319297046003794
1,12,fixed_d45,364.3333333333333,591.0,5,-0.03432299372757752,0.3868013363130056,0.3208045377803814,5.374236349258463,-0.29269523230160777
1,6,fixed_d56,374.1666666666667,702.0,5,-0.08106349555336145,0.38951573625298247,0.3203035226174616,5.355823818723369,-0.3641584475316342
2,4,fixed_d46,366.0,800.0,5,-0.11960928977809848,0.3876563316859825,0.3186922025915776,5.296966909229024,-0.35859525844535056
2,6,fixed_d39,408.3333333333333,930.0,5,-0.23064498513172982,0.42489441003662165,0.31848098310740436,5.289292180245785,-0.40882054090876885
3,12,fixed_d31,356.1666666666667,768.0,5,-0.008970875633127928,0.38593082015846614,0.3183466343900585,5.284415443446337,-0.3588679834595546
1,3,fixed_d48,452.6666666666667,974.0,5,-0.05078680847355399,0.4100979357303855,0.3181221090364404,5.2762738154151,-0.4219060603606044
1,3,fixed_d56,386.0,730.0,5,-0.028720838569618712,0.42127337184448416,0.3180800090117349,5.274748379725705,-0.4675573448853184
2,6,fixed_d26,374.1666666666667,621.0,5,-0.04047953028842144,0.3927714193413619,0.3179925193602979,5.271579499919832,-0.34418386252468625
2,6,fixed_d56,387.1666666666667,871.0,5,-0.18199180301659423,0.4179573542211148,0.31781260516012766,5.265068026442434,-0.30699991482455313
3,6,fixed_d38,347.0,887.0,5,-0.07501345290406047,0.3926840070508591,0.31743726281201445,5.251505353056207,-0.43830325416413574
1,1,fixed_d36,588.3333333333334,1003.0,5,-0.2528494818518289,0.4806886414999782,0.3162798886337804,5.209869201623916,-0.5017931980545289
3,12,fixed_d40,413.5,839.0,5,-0.14049783083653777,0.4141819371847648,0.31591856987820666,5.1969277652832515,-0.32478775668320925
2,4,fixed_d53,374.3333333333333,915.0,5,-0.21830021263351063,0.4081144155081267,0.3154501736184325,5.180191244640344,-0.40297017407661895
2,12,fixed_d16,359.3333333333333,552.0,5,-0.04236601751895697,0.38990676573350536,0.3151256888849344,5.16862341534855,-0.2790728766505963
2,4,fixed_d6,444.1666666666667,750.0,5,-0.09934727269932309,0.4151806832039411,0.31422303237333554,5.136557621158978,-0.37252480826446843
1,6,fixed_d35,341.0,502.0,5,-0.012170088707813664,0.3765104692482772,0.31377662140692,5.120761060160713,-0.3595919496131478
2,12,fixed_d19,370.6666666666667,806.0,5,-0.024358411276286573,0.378043253647665,0.3135149034200067,5.1115189028222,-0.31431304996549414
1,1,fixed_d17,380.3333333333333,1033.0,5,-0.10447382284104467,0.43172118453938113,0.3133410294828121,5.105386536058901,-0.5945249427609947
1,1,fixed_d24,436.3333333333333,909.0,5,-0.21045493030554474,0.4167448845440158,0.3122327534968097,5.066443055702234,-0.5185688865947394
2,12,fixed_d47,389.5,868.0,5,-0.17837332488198954,0.39893415923757836,0.31203062641454293,5.059367383756151,-0.3540834671080433
2,4,fixed_d19,366.8333333333333,953.0,5,-0.0014362110286274543,0.39225370263956855,0.3118890620770249,5.054416689321574,-0.41775711414837136
2,2,fixed_d31,470.5,999.0,5,-0.09102822399948007,0.42056410894836677,0.3114314397350882,5.038440678205495,-0.4553708304571584
1,6,fixed_d45,431.1666666666667,787.0,5,-0.11365494759772032,0.37498265228980215,0.310693722344307,5.012775003774378,-0.37334118448094733
1,6,fixed_d44,467.0,955.0,5,-0.17104465794651447,0.4260093901197021,0.3106384064140816,5.010854928415243,-0.34310683682345633
1,12,fixed_d47,365.3333333333333,526.0,5,-0.03709783797446409,0.37184658341092053,0.3102413431502232,4.997090420892009,-0.2990376072869697
2,12,fixed_d14,355.5,576.0,5,-0.010551305264446365,0.38755302514365253,0.3101298592997071,4.993231416769393,-0.2388972329603073
1,12,fixed_d52,382.1666666666667,729.0,5,-0.02215233233908165,0.37473621753539493,0.30900408802259083,4.954401811670225,-0.33500399334407327
2,2,fixed_d56,392.8333333333333,984.0,5,-0.30954839961724356,0.41414827905617885,0.30884628306083534,4.948979013892816,-0.4413992662860886
1,12,fixed_d38,369.0,565.0,5,-0.04475457612322409,0.3695267705997911,0.308785041834269,4.946875855459502,-0.2875779057613499
3,6,fixed_d14,413.6666666666667,879.0,5,-0.1876351300121577,0.3986871697598359,0.3083285471999045,4.931222235344356,-0.3866794842136132
2,12,fixed_d15,365.5,549.0,5,-0.04137020547778325,0.3756261974176022,0.3079257795066782,4.917445180155966,-0.25035413123834516
1,6,fixed_d31,421.1666666666667,866.0,5,-0.17615858692861275,0.4021920606391343,0.3071732581479229,4.891790158705567,-0.3631368461021022
1,3,fixed_d36,454.0,831.0,5,-0.08744499810051565,0.39626484660172895,0.30706940467561755,4.888258322589526,-0.44058115916217133
3,3,fixed_d54,432.0,971.0,5,-0.28646338113123726,0.41517139193415264,0.3070286364919996,4.886872461961604,-0.4491990690005161
1,6,fixed_d27,386.8333333333333,818.0,5,-0.01996264524415925,0.38821894571720766,0.30685996276866134,4.881142086862914,-0.34810320164256814
3,3,fixed_d9,419.8333333333333,953.0,5,-0.2644420326694148,0.42209038828185336,0.3062912083457377,4.861860799769692,-0.4859493139461267
1,12,fixed_d43,390.6666666666667,628.0,5,-0.060858186118250446,0.36675827977256015,0.30611358852950665,4.855852291056827,-0.30540310204230026
2,4,fixed_d39,379.5,891.0,5,-0.194555761722647,0.3879044795845263,0.30569360508373516,4.8416696117296,-0.5023990480276329
1,6,fixed_d33,393.3333333333333,647.0,5,-0.059863251999120015,0.3705042803233885,0.30536379455974366,4.830556120450041,-0.3596222260070221
2,6,fixed_d45,401.1666666666667,701.0,5,-0.06457483710196332,0.3604403460438192,0.3052471306361596,4.826630007861797,-0.35622577177031745
1,6,fixed_d21,430.1666666666667,790.0,5,-0.11469958152223869,0.392811325145816,0.3047541254124802,4.810067982411758,-0.3291377233386811
3,6,fixed_d35,393.3333333333333,547.0,5,-0.040924665103103774,0.376572213456676,0.30355645541002185,4.770029269785408,-0.343167340232605
1,3,fixed_d46,436.8333333333333,814.0,5,-0.12812739709259402,0.402572735774309,0.3030923468693118,4.754588168370352,-0.4763024711720396
2,6,fixed_d42,411.5,681.0,5,-0.014050309578945597,0.36047788504677625,0.30240671152891774,4.731852352022446,-0.3630393381228978
3,6,fixed_d17,397.0,920.0,5,-0.11284196251771705,0.3864640745879621,0.3023527776566484,4.730067708701925,-0.4334628103251631
1,6,fixed_d43,430.3333333333333,812.0,5,-0.12759152769313453,0.3841951651305684,0.30104018867409815,4.6868057359170425,-0.3385653504822457
1,12,fixed_d35,373.8333333333333,609.0,5,-0.055865777777804104,0.3609101569148545,0.30050239579341254,4.669174944736674,-0.23618522786075735
2,4,fixed_d9,422.8333333333333,896.0,5,-0.08164817469030083,0.3800313489180782,0.2986712018448384,4.609550714016162,-0.3619173616253927
2,6,fixed_d30,440.5,804.0,5,-0.09555832109250983,0.370496582772419,0.29781208989466973,4.581794283787776,-0.3418938524274584
2,6,fixed_d41,434.3333333333333,932.0,5,-0.23143145520225294,0.40738670752448963,0.29659647230059827,4.542754262416959,-0.33939988088145023
1,6,fixed_d50,398.3333333333333,936.0,5,-0.23774361493280305,0.37830605040163784,0.2957217383497611,4.514830893808752,-0.37903466315511725
1,6,fixed_d32,383.6666666666667,827.0,5,-0.004272958247325653,0.36385370340822426,0.29536591627288683,4.503512585989515,-0.3741279212124906
3,6,fixed_d5,410.6666666666667,958.0,5,-0.16483327212007193,0.39520454770109353,0.2953407266774202,4.502712213729587,-0.3424736369989023
1,3,fixed_d7,398.6666666666667,993.0,5,-0.2551216213856752,0.4175036619460563,0.29428540470530995,4.469284876915632,-0.35700843057746035
2,12,fixed_d51,412.5,840.0,5,-0.14153976437003524,0.3661699909556564,0.2939801715435024,4.45965452676682,-0.3544406199709419
3,6,fixed_d28,430.5,748.0,5,-0.033851618917665194,0.3788827892744733,0.29390934871201485,4.457422434676144,-0.49196595544910915
2,12,fixed_d39,423.3333333333333,594.0,5,-0.05275139756608782,0.3553617284627233,0.291790236207698,4.391055787979915,-0.3520169084373025
1,6,fixed_d18,417.1666666666667,899.0,5,-0.0851164628261194,0.3690265723382444,0.29149468627764175,4.381864071045201,-0.44177588826781455
3,6,fixed_d30,387.6666666666667,952.0,5,-0.15836982290384904,0.3559910463032773,0.291300159644927,4.375822771384633,-0.4100689609976004
1,12,fixed_d58,418.6666666666667,659.0,5,-0.06688169619302198,0.34990682545238716,0.291111714709392,4.369976814327739,-0.34018263141643745
2,2,fixed_d54,404.0,975.0,5,-0.2931510994081632,0.37785996516676784,0.29089863937251303,4.363374428080535,-0.48289678440125827
2,12,fixed_d46,420.5,822.0,5,-0.1308158038152284,0.36445493405322765,0.29060623898311205,4.354327274435482,-0.28048379984558125
3,12,fixed_d30,421.1666666666667,799.0,5,-0.021925437818556603,0.3622030301218875,0.29048656636240855,4.350628889303248,-0.35737868184923705
2,6,fixed_d55,439.3333333333333,791.0,5,-0.1148605716937382,0.34614450697662197,0.290082698198166,4.338166519193757,-0.3584652834344899
2,12,model_plan,360.1666666666667,567.0,5,-0.002845871399263622,0.3418790943299596,0.2895073884308415,4.320463994359363,-0.2840552000780867
2,12,fixed_d44,415.6666666666667,838.0,5,-0.13997312203424983,0.36045693907608173,0.2892228876024759,4.311731489270078,-0.3085403604957543
3,3,fixed_d31,447.5,926.0,5,-0.2098663246170822,0.3876381724765019,0.2890990261389276,4.307934149227973,-0.4806838986010773
2,12,fixed_d38,473.1666666666667,841.0,5,-0.14197545538888245,0.3722799513588499,0.2887673336107083,4.297778495868901,-0.34763943379806195
3,24,fixed_d47,425.8333333333333,725.0,5,-0.08887887550343909,0.3555653775641709,0.28852864886915985,4.290482548629783,-0.3079421639177996
3,12,fixed_d46,409.1666666666667,824.0,5,-0.1317750298814836,0.3541913208299156,0.2883964791649623,4.286446801400617,-0.3700968118769997
3,3,fixed_d39,470.6666666666667,972.0,5,-0.18083080168510746,0.3799054260841955,0.28823862925194643,4.281630953371751,-0.4774832796758527
3,12,fixed_d56,440.6666666666667,728.0,5,-0.09052953625045057,0.3553861086416905,0.2871684502364607,4.249096323407515,-0.3698710396361694
3,12,fixed_d14,455.5,700.0,5,-0.08030242133164622,0.3560131666373518,0.28633563732016876,4.223916614086376,-0.2953689683216283
3,12,fixed_d17,411.1666666666667,911.0,5,-0.09866486708256406,0.3410052452401237,0.2855611735716744,4.200609465370443,-0.3874019692342613
2,12,fixed_d23,434.0,662.0,5,-0.06782362744835535,0.34768799776824916,0.285108395128757,4.187031494227607,-0.31415145756495855
1,1,fixed_d54,414.0,1035.0,5,-0.2027695336928763,0.38735685622914023,0.284881240965365,4.180232928956881,-0.617935692929651
1,12,fixed_d53,421.6666666666667,705.0,5,-0.0822453733719587,0.3407228959376403,0.28409822229337683,4.156865953293788,-0.3405222135116399
3,12,fixed_d44,419.5,718.0,5,-0.007734708234127141,0.33913128761462197,0.2840076848218177,4.154170926117158,-0.33882907435953513
3,12,fixed_d48,414.5,779.0,5,-0.10746640722516299,0.33883152392492777,0.28366647703754794,4.144026850564754,-0.35955839871151496
1,12,fixed_d57,394.5,493.0,5,-0.031600437159572614,0.3368548355000048,0.28366618994692633,4.14401832379914,-0.34815823885243224
3,12,fixed_d8,406.6666666666667,790.0,5,-0.016408315458856126,0.3437564725199294,0.2834666902770486,4.138096478758987,-0.30336337955670645
1,12,fixed_d48,416.3333333333333,587.0,5,-0.05007865237971443,0.34004957969617616,0.28337398593435964,4.135347011440303,-0.3204583675743705
