top_k,slot_count,policy_name,mean_year_rank,worst_year_rank,positive_year_count,worst_year_return,mean_year_return,annualized_log_growth,signal_period_total_return,signal_period_maximum_drawdown
1,1,fixed_d37,327.6666666666667,918.0,6,0.10745274395869053,0.5116968181138829,0.3998924747851046,9.063378863612934,-0.5003455817528878
1,6,fixed_d17,215.5,261.0,6,0.011718597742721215,0.5139986273913671,0.39429567711840796,8.743380542705188,-0.31461909889065875
3,3,fixed_d24,272.8333333333333,727.0,6,0.007374465081293247,0.5015533946652191,0.3932563461351782,8.685086581912902,-0.418703429253624
3,3,fixed_d28,303.8333333333333,677.0,6,0.18482298181662293,0.4731889265595159,0.3918281346169239,8.605549605440533,-0.5107537596728091
3,6,fixed_d32,216.33333333333334,406.0,6,0.16185355949991664,0.4830291515768475,0.39091559202388626,8.555072527893717,-0.4062086414827938
3,6,fixed_d47,317.8333333333333,899.0,6,0.11915294755714068,0.4842456768144094,0.389738698611988,8.490364396624951,-0.36477175112643945
2,2,fixed_d33,307.5,916.0,6,0.20197229336369493,0.48435943825496725,0.38919228062919403,8.460470300701909,-0.5061699181065322
3,6,fixed_d48,234.0,573.0,6,0.06001192807170841,0.46814762885643685,0.38869124223497603,8.433141652367839,-0.37447805611853835
2,2,fixed_d45,390.6666666666667,788.0,6,0.1409575233785645,0.4476620849498974,0.37333369627368473,7.632702873229771,-0.5501262815279115
1,3,fixed_d17,339.1666666666667,950.0,6,0.0019206550858303917,0.5016629025721051,0.36400426631804095,7.179993038493697,-0.4535489914436992
2,12,fixed_d32,234.33333333333334,372.0,6,0.0848299855414032,0.4432756007705127,0.3621394394853166,7.092390248876239,-0.3058175461245788
3,3,fixed_d45,316.3333333333333,664.0,6,0.20848039958656717,0.4274827344545124,0.361789327458686,7.0760481657550045,-0.5062177255194749
3,6,fixed_d45,301.0,709.0,6,0.2639206980364619,0.4180183851918695,0.3597126645732929,6.979792499447783,-0.384867249218941
2,6,fixed_d33,260.6666666666667,730.0,6,0.07717635144286783,0.427236977330581,0.3591052176065267,6.951854130740393,-0.41344726756513783
2,2,fixed_d15,357.0,809.0,6,0.1074801850264131,0.502003200274959,0.3585749013097551,6.9275432268010775,-0.48291998526768964
3,12,fixed_d33,244.66666666666666,332.0,6,0.01934965815088563,0.43578320675679655,0.3548366067431744,6.758266960415919,-0.317732554643406
1,3,fixed_d20,283.6666666666667,448.0,6,0.06965783082060728,0.42549939438643314,0.34939247132635465,6.518191210352836,-0.39729344421692914
2,4,fixed_d56,300.3333333333333,609.0,6,0.0224223286062899,0.42872647450151796,0.34849112238664887,6.479166545644146,-0.34593777196188036
3,3,fixed_d15,290.1666666666667,426.0,6,0.07579422133146996,0.4243431000429861,0.3478256836630841,6.450485849473212,-0.4872813184704554
2,4,fixed_d47,298.1666666666667,878.0,6,0.1932332330018156,0.4058399400810015,0.3429594048019046,6.244063296205144,-0.47693141963074204
3,6,fixed_d11,320.6666666666667,866.0,6,0.06855547609383028,0.42134278722286506,0.34132138527360206,6.175874709684423,-0.29466774878895696
