period,bucket,rows,mean_gross_return_1,positive_rate_1,mean_mfe_1,mean_mae_1,mean_gross_return_3,positive_rate_3,mean_mfe_3,mean_mae_3,mean_gross_return_5,positive_rate_5,mean_mfe_5,mean_mae_5,mean_gross_return_10,positive_rate_10,mean_mfe_10,mean_mae_10,mean_gross_return_20,positive_rate_20,mean_mfe_20,mean_mae_20
development_2012_2020,>1.5pct,147070,,,,-0.02707634377877685,0.009836566285156324,0.49120826817161894,0.05274487489456211,-0.04920731406168927,0.015202582941714272,0.47669137145576934,0.08104785552921426,-0.06295494913723018,0.02696249620685633,0.4787516148772693,0.130928913582453,-0.08644276505427276,0.027292163753770003,0.468090025158088,0.18934412566189787,-0.12051241337943025
development_2012_2020,0.5-1.5pct,76467,,,,-0.01992447990086704,0.002101831628258277,0.476480050217741,0.03402007246202427,-0.03639219955006722,0.00260436040264348,0.4837250055579531,0.05002452881601602,-0.04709013692175104,0.007165819900791165,0.5101677847960558,0.07970235114174135,-0.06613436911325649,0.012825407113000644,0.5081407666052022,0.12390385687536472,-0.09307630292011537
development_2012_2020,0-0.5pct,43692,,,,-0.018244451355965422,0.0019902385746804036,0.48413897280966767,0.03137382078414228,-0.0333342400585648,0.003083183828987695,0.4945070035704477,0.046384146600683365,-0.043183166323354,0.007608845178475692,0.5180353382770301,0.07438311532813195,-0.061103088427831256,0.013191296083625086,0.5104824681863956,0.11670416868904432,-0.0873939488848003
validation_2021_2022,>1.5pct,40715,,,,-0.032986262120016346,-0.0007908190090148502,0.43932211715583935,0.049662082110899446,-0.05777766252615782,-0.0025289635828861148,0.4169225101314012,0.07364915269699951,-0.073033460370584,-0.0028979077753004496,0.40867002333292396,0.11307959639247968,-0.09736961863699134,-0.005026145995719314,0.3971018052314872,0.16133184780031748,-0.12661678765279347
validation_2021_2022,0.5-1.5pct,19403,,,,-0.021879579648197808,-0.0005593515732134791,0.438591970313869,0.03429482436235558,-0.03793647822780571,-0.0007566550235337827,0.43967427717363294,0.05012456197757538,-0.0488724268723018,0.0009937623994356805,0.45730041746121736,0.0794626430794412,-0.06774506463611858,0.005456080099848328,0.4607534917280833,0.12179014954642957,-0.0924272751783515
validation_2021_2022,0-0.5pct,11126,,,,-0.019453057000769637,0.000324542551680786,0.45227395290310984,0.031494846429314306,-0.03398909641492368,0.0005113404623195603,0.4542513032536401,0.04664574826253303,-0.04415652355379908,0.0022583380326575155,0.4795973395649829,0.07415536583411961,-0.061846852520613026,0.007157591267639468,0.4710587812331476,0.11575707818404377,-0.08555350710542593
oos_2023_2025,0-0.5pct,19677,,,,-0.01603852564521106,0.004076487893613892,0.46607714590638816,0.03077618048651799,-0.027500540022183467,0.004125458533750731,0.4646033440056919,0.0451878673778681,-0.03536405597261628,0.004761344241317832,0.47359861767545863,0.06809378591221957,-0.049707328165806995,0.0067882549197076335,0.4606901458555674,0.10192776225200831,-0.07140553213122532
oos_2023_2025,0.5-1.5pct,31260,,,,-0.018735963663056972,0.0043292839522008995,0.45918106206014075,0.035682329007941035,-0.03184692704981386,0.0031108251228055737,0.4492642354446577,0.05156192676455465,-0.040613390203835566,0.004138158813632041,0.4616762635956494,0.07620342307974301,-0.05584689958704716,0.008066597306419176,0.46065259117082535,0.11117919729180466,-0.07815553373881008
oos_2023_2025,>1.5pct,59165,,,,-0.03521324833967162,-0.009017592034734652,0.4022648525310572,0.045476331401859096,-0.060529504888924904,-0.013499618685797752,0.36890053240936366,0.06669709102104611,-0.07519075931878741,-0.014424452217699498,0.36594270261134115,0.09793790170828158,-0.0949019917941858,-0.008230637557169193,0.3839094058987577,0.14160614761483525,-0.11914621315416064
