event,period,horizon,rows,dates,symbols,mean_gross_return,median_gross_return,mean_net_return,positive_rate,net_positive_rate,mean_mfe,median_mfe,mean_mae,median_mae,hac_se_gross_date_mean,hac_lcb_gross_date_mean,hac_se_net_date_mean,hac_lcb_net_date_mean,cost_bps_round_trip
breakout_confirmed,validation_2021_2022,5,35043,485,3192,-0.005264524760924993,-0.01207729468599028,-0.011264524760925002,0.412835659047456,0.37999029763433495,0.06318256066754381,0.04023226876814601,-0.06585708294804996,-0.04986876640419946,0.0030977493824222383,-0.012616287566178155,0.0030977493824222383,-0.01861628756617816,60.0
breakout_confirmed,validation_2021_2022,10,35041,485,3192,-0.006141816210351264,-0.016309012875536433,-0.012141816210351269,0.4162267058588511,0.39148426129391284,0.09696339957538137,0.062414578587699276,-0.08759336906691925,-0.06862745098039214,0.005299616372114094,-0.018965881251047978,0.005299616372114094,-0.02496588125104799,60.0
breakout_confirmed,validation_2021_2022,20,35039,485,3192,-0.00620345659865397,-0.027611044417767183,-0.012203456598653977,0.4060047375781272,0.38973715003282056,0.1413244272284536,0.09072022160664828,-0.11443647465222026,-0.09509509509509517,0.008001997078061705,-0.02642351640447707,0.008001997078061705,-0.032423516404477076,60.0
breakout_confirmed,oos_2023_2025,1,0,0,3251,,,,,,,,,,,,,,60.0
breakout_confirmed,oos_2023_2025,3,50783,722,3251,-0.007818534398220773,-0.010447761194029903,-0.013818534398220776,0.40842407892404936,0.365870468463856,0.041275077074942,0.023489932885906173,-0.054772850588036236,-0.037735849056603765,0.001954946864263962,-0.009613321938522199,0.001954946864263962,-0.015613321938522197,60.0
breakout_confirmed,oos_2023_2025,5,50594,720,3251,-0.011987007989307068,-0.017182709496947945,-0.017987007989307073,0.3831086690121358,0.3514053049768747,0.06018319348803944,0.034401224274641984,-0.06809339392816463,-0.048861785608528385,0.0031994427465636844,-0.016504722640096378,0.003199442746563684,-0.022504722640096377,60.0
breakout_confirmed,oos_2023_2025,10,50238,715,3251,-0.014106405899302319,-0.02205602773428761,-0.020106405899302328,0.3822007245511366,0.3573390660456228,0.08835510475886668,0.05234899328859055,-0.08661978644407925,-0.0669643227907919,0.0054240218235899005,-0.024709479147243054,0.0054240218235899005,-0.030709479147243056,60.0
breakout_confirmed,oos_2023_2025,20,49789,705,3251,-0.007553187921025036,-0.026104417670682833,-0.01355318792102504,0.4035429512542931,0.3848038723412802,0.12857776621999759,0.0797738693467338,-0.10955781641683172,-0.09076708049001059,0.007980467534466414,-0.0327408650560303,0.007980467534466414,-0.038740865056030305,60.0
retest20,development_2012_2020,1,0,0,2467,,,,,,,,,,,,,,60.0
retest20,development_2012_2020,3,13280,1695,2467,0.0014338493335507834,-0.002055500629536744,-0.0045661506664492185,0.46875,0.40813253012048195,0.03209122520973849,0.020925975797464247,-0.03857711443199371,-0.02765513038104872,0.0013122761944201714,-0.001521601606073584,0.0013122761944201714,-0.007521601606073585,60.0
retest20,development_2012_2020,5,13277,1695,2467,0.0031207077386850813,0.0,-0.002879292261314921,0.4924305189425322,0.44407622203811103,0.04911795134826436,0.032686980609418326,-0.049616942309326194,-0.0357142857142857,0.002122528904789905,-0.0031045181004991816,0.002122528904789905,-0.009104518100499184,60.0
retest20,development_2012_2020,10,13268,1695,2467,0.006482828807902956,0.0033955955263461624,0.00048282880790295144,0.5172595719023214,0.4857552004823636,0.0800248623983865,0.05481662334065951,-0.07139184125646782,-0.05053681107872687,0.004122327915705381,-0.004925246241479095,0.004122327915705381,-0.010925246241479097,60.0
retest20,development_2012_2020,20,13248,1694,2467,0.009295816906059342,0.0060032195093936425,0.0032958169060593352,0.5177385265700483,0.5,0.12611320186175978,0.08682229662611785,-0.10337817604230339,-0.07035815589941263,0.007063154476121005,-0.009689934777854304,0.007063154476121005,-0.01568993477785431,60.0
retest20,validation_2021_2022,1,0,0,1452,,,,,,,,,,,,,,60.0
retest20,validation_2021_2022,3,3231,411,1452,-0.0029380069586516853,-0.004464285714285698,-0.008938006958651688,0.4283503559269576,0.36180748994119466,0.028930643073540024,0.01764556962025332,-0.03788336179893934,-0.02759472817133446,0.0024079713670736892,-0.009907037024737735,0.0024079713670736892,-0.01590703702473774,60.0
retest20,validation_2021_2022,5,3230,411,1452,-0.0031284739472302254,-0.004880265784950766,-0.009128473947230228,0.4371517027863777,0.38699690402476783,0.04394741473626731,0.0270458288332861,-0.0494149568508287,-0.03618734335839596,0.003621341138132922,-0.011908079869678526,0.003621341138132922,-0.01790807986967853,60.0
retest20,validation_2021_2022,10,3230,411,1452,-0.004057576703334163,-0.006340261441800943,-0.010057576703334167,0.448297213622291,0.40464396284829723,0.07056908817532033,0.04388104407359872,-0.07009482485830697,-0.05246139225469232,0.005700232393243654,-0.019271268549872198,0.005700232393243654,-0.0252712685498722,60.0
retest20,validation_2021_2022,20,3230,411,1452,0.000974002038265762,-0.006283589075549656,-0.0050259979617342425,0.4693498452012384,0.44891640866873067,0.1104151628502752,0.06961766138981329,-0.09418093287723393,-0.06967838321461373,0.007188200156403065,-0.019813953888359954,0.007188200156403065,-0.025813953888359963,60.0
retest20,oos_2023_2025,1,0,0,2211,,,,,,,,,,,,,,60.0
retest20,oos_2023_2025,3,8040,646,2211,0.0005012309693824961,-0.0014669930158220934,-0.0054987690306175065,0.46554726368159205,0.37848258706467663,0.023647618160757628,0.014061360531640532,-0.02551826447450726,-0.01845586148169176,0.0015335287869530127,-0.0014325725685200958,0.0015335287869530127,-0.007432572568520096,60.0
retest20,oos_2023_2025,5,8013,644,2211,6.117999386413371e-05,-0.0016638935108153063,-0.00593882000613587,0.46798951703481845,0.3948583551728441,0.0345751268495744,0.021126760563380254,-0.03324685300288634,-0.023869984763839613,0.0021601352458020333,-0.0031135180468889402,0.0021601352458020338,-0.009113518046888942,60.0
retest20,oos_2023_2025,10,7990,639,2211,0.0035726667410029334,-0.0012400328420352769,-0.0024273332589970706,0.4844806007509387,0.4351689612015019,0.05620463419830197,0.03404914037283446,-0.0464594006867543,-0.03413714656113426,0.0038317363881638943,-0.0051459079685157415,0.0038317363881638943,-0.011145907968515743,60.0
retest20,oos_2023_2025,20,7969,631,2211,-0.0031829277153997576,-0.008653846153846123,-0.009182927715399762,0.4437194127243067,0.40883423265152463,0.08447498636315517,0.05148205928237126,-0.0711351067071245,-0.05284552845528456,0.006110190826633531,-0.009755619163621668,0.006110190826633531,-0.01575561916362167,60.0
rebreakout20,development_2012_2020,1,0,0,1866,,,,,,,,,,,,,,60.0
rebreakout20,development_2012_2020,3,5789,1396,1866,0.0008192254443410177,-0.0025150905432596016,-0.005180774555658985,0.47141129728795994,0.42062532389013646,0.03841788791036043,0.024804177545691752,-0.04551499910750271,-0.03141361256544517,0.001900414116792549,-0.003955420820052241,0.0019004141167925496,-0.009955420820052243,60.0
rebreakout20,development_2012_2020,5,5788,1396,1866,0.001909390450071909,-0.001965230716303501,-0.0040906095499280955,0.48082239115411196,0.4379751209398756,0.05671653441938221,0.038205502476999276,-0.058287761434446084,-0.04144380812733445,0.002724289046358555,-0.006415549662268035,0.002724289046358555,-0.012415549662268039,60.0
rebreakout20,development_2012_2020,10,5784,1395,1866,0.005529205276701826,0.002284675708630335,-0.00047079472329817875,0.5098547717842323,0.47994467496542187,0.08933254437847847,0.06309261616810902,-0.07938061617181248,-0.0576201436841739,0.004996252305754453,-0.013377609680978028,0.004996252305754453,-0.019377609680978035,60.0
rebreakout20,development_2012_2020,20,5781,1395,1866,0.006821691083552155,0.005561172901921152,0.0008216910835521488,0.5154817505621865,0.49766476388168135,0.1378545434292062,0.09583333333333344,-0.11247658467452169,-0.07864077669902914,0.008183299594932072,-0.020747466417350795,0.008183299594932072,-0.0267474664173508,60.0
rebreakout20,validation_2021_2022,1,0,0,731,,,,,,,,,,,,,,60.0
rebreakout20,validation_2021_2022,3,1307,369,731,-0.003148868106980607,-0.007135016465422583,-0.00914886810698061,0.42616679418515685,0.3886763580719204,0.03657092338963329,0.022510822510822592,-0.04676638413671829,-0.035386631716906924,0.0029121545766095727,-0.006703703919099368,0.002912154576609573,-0.01270370391909937,60.0
rebreakout20,validation_2021_2022,5,1307,369,731,-0.003666714393260219,-0.00967741935483879,-0.009666714393260223,0.4177505738332058,0.3856159143075746,0.05404534353233783,0.03205128205128216,-0.05998198275788812,-0.043749999999999845,0.00436440753013153,-0.011289876839098358,0.00436440753013153,-0.017289876839098363,60.0
rebreakout20,validation_2021_2022,10,1307,369,731,-0.007821723222887126,-0.011904761904761862,-0.013821723222887132,0.4269319051262433,0.39709257842387147,0.08265553163010131,0.04981118503866222,-0.0827701301791055,-0.0625,0.007852928582709095,-0.02436264575330751,0.007852928582709093,-0.030362645753307507,60.0
rebreakout20,validation_2021_2022,20,1305,369,731,-0.006725179056890075,-0.014627659574467988,-0.01272517905689008,0.4298850574712644,0.41302681992337165,0.12170341687506982,0.07531380753138062,-0.10915050189741216,-0.08324324324324317,0.01063372614921249,-0.032461166042600034,0.01063372614921249,-0.03846116604260004,60.0
rebreakout20,oos_2023_2025,1,0,0,1373,,,,,,,,,,,,,,60.0
rebreakout20,oos_2023_2025,3,3019,578,1373,-0.0027225172416134895,-0.0031779661016948513,-0.00872251724161349,0.4402119907254058,0.361709175223584,0.028236805404208542,0.015923566878980777,-0.037060049910797394,-0.02314814814814825,0.0022296097181144286,-0.004750082722160437,0.0022296097181144286,-0.010750082722160437,60.0
rebreakout20,oos_2023_2025,5,3011,576,1373,-0.0032566269267446054,-0.004765146358066685,-0.009256626926744609,0.43341082696778477,0.3799402191962803,0.042364361488570625,0.02313167259786475,-0.04627153943810507,-0.0294943820224719,0.0032477730290321684,-0.0076419138774131805,0.0032477730290321684,-0.013641913877413182,60.0
rebreakout20,oos_2023_2025,10,3003,572,1373,-0.0024267583140818766,-0.007547169811320753,-0.00842675831408188,0.4435564435564436,0.41125541125541126,0.06514158991791534,0.03688181056160933,-0.06085185637068123,-0.042537313432835844,0.0061493089756416465,-0.009928820921851092,0.006149308975641647,-0.0159288209218511,60.0
rebreakout20,oos_2023_2025,20,2986,562,1373,-0.005632499172506845,-0.01575190841174401,-0.011632499172506852,0.4209645010046886,0.3901540522438044,0.0965940004093003,0.056140350877192935,-0.08242517932873064,-0.061776367575418656,0.006615163815372856,-0.015582163452472146,0.006615163815372857,-0.02158216345247215,60.0
climax_fade,development_2012_2020,1,0,0,1315,,,,,,,,,,,,,,60.0
climax_fade,development_2012_2020,3,1846,1098,1315,0.006721241320615276,-0.0012122352000775716,0.0007212413206152731,0.48537378114842905,0.44907908992416035,0.0463999526110784,0.03194797266467608,-0.043469397148351505,-0.03343973325471933,0.002087407196707843,0.0031701578125155165,0.002087407196707843,-0.002829842187484487,60.0
climax_fade,development_2012_2020,5,1846,1098,1315,0.003150809552744845,-0.00420758190916809,-0.0028491904472551575,0.46803900325027087,0.43607800650054174,0.06275509135106958,0.04392924149021715,-0.05522571288563929,-0.04367995896909854,0.003012556201745021,-0.0032501783706405563,0.003012556201745021,-0.00925017837064056,60.0
climax_fade,development_2012_2020,10,1845,1097,1315,0.00214377490860202,-0.005400540054005254,-0.003856225091397984,0.4715447154471545,0.44552845528455287,0.09071799542811576,0.0657894736842104,-0.07556869619490042,-0.060416666666666674,0.0046041098961365655,-0.008468463216374265,0.0046041098961365655,-0.014468463216374268,60.0
climax_fade,development_2012_2020,20,1843,1096,1315,-0.0012501066605661668,-0.01488833746898266,-0.007250106660566171,0.44004340748779164,0.42647856755290287,0.12747277448767957,0.09358288770053469,-0.10483885488855266,-0.08409658617818483,0.0075420421913479346,-0.01364778263480405,0.0075420421913479346,-0.019647782634804052,60.0
climax_fade,validation_2021_2022,1,0,0,433,,,,,,,,,,,,,,60.0
climax_fade,validation_2021_2022,3,473,281,433,0.0007902198018113119,-0.003039513677811523,-0.005209780198188691,0.4820295983086681,0.4355179704016913,0.04273603001529573,0.03296703296703285,-0.047377851274021186,-0.03728362183754985,0.003919856238704337,-0.008188390570829212,0.003919856238704337,-0.014188390570829214,60.0
