event,year,period,path_target,rows,dates,hit_rate,date_equal_hit_rate,hac_se_date_equal,hac_lcb_date_equal,median_up5_day,median_up10_day
positive_participation_shock,2022,validation_2021_2022,up10_before_down5,29573,242,0.29969904980894735,0.30530964364576363,0.017177853589579944,0.27164105061018695,3.0,5.0
range_expansion,2022,validation_2021_2022,up5_before_down3,56543,242,0.38485754204764516,0.35510509682844754,0.017391533922442134,0.32101769034046096,4.0,6.0
range_expansion,2022,validation_2021_2022,up10_before_down5,56543,242,0.3160249721450931,0.2942825402247092,0.0190705325317672,0.25690429646244545,4.0,6.0
breakout20,2022,validation_2021_2022,up5_before_down3,31831,242,0.3364330369765323,0.3426036531151916,0.01408854127894194,0.3149901122084654,3.0,5.0
breakout20,2022,validation_2021_2022,up10_before_down5,31831,242,0.2827118218089284,0.29452299316083996,0.01665440469441318,0.26188035995979014,3.0,5.0
breakout60,2022,validation_2021_2022,up5_before_down3,14287,242,0.33820956113949746,0.35021688884874813,0.01209143482255296,0.32651767659654435,2.0,4.0
breakout60,2022,validation_2021_2022,up10_before_down5,14287,242,0.29474347308742216,0.3136177789804675,0.015983582109620493,0.28228995804561136,2.0,4.0
breakout_confirmed,2022,validation_2021_2022,up5_before_down3,15292,242,0.3203635888046037,0.32716025582233077,0.013091226221057588,0.3015014524290579,3.0,5.0
breakout_confirmed,2022,validation_2021_2022,up10_before_down5,15292,242,0.27700758566570755,0.28967430402841193,0.015852678813494996,0.25860305355396174,3.0,5.0
retest20,2022,validation_2021_2022,up5_before_down3,1592,182,0.30527638190954776,0.2695265215402733,0.025669464259127448,0.2192143715923835,6.0,9.0
retest20,2022,validation_2021_2022,up10_before_down5,1592,182,0.22487437185929648,0.19132096146091,0.028603760040428153,0.1352575917816708,6.0,9.0
rebreakout20,2022,validation_2021_2022,up5_before_down3,568,152,0.301056338028169,0.30670105661881975,0.02538386696586643,0.2569486773657215,4.0,7.0
rebreakout20,2022,validation_2021_2022,up10_before_down5,568,152,0.21830985915492956,0.23763137159085912,0.02892329082590313,0.180941721572089,4.0,7.0
climax_fade,2022,validation_2021_2022,up5_before_down3,218,135,0.39908256880733944,0.39382716049382716,0.046880706190996636,0.30194097635947376,2.5,5.0
climax_fade,2022,validation_2021_2022,up10_before_down5,218,135,0.3394495412844037,0.3424691358024691,0.04664058223322044,0.25105359462535703,2.5,5.0
participation_shock,2023,oos_2023_2025,up5_before_down3,86137,241,0.36286380997712947,0.35368835603711934,0.01721745830662722,0.31994213775613,4.0,6.0
participation_shock,2023,oos_2023_2025,up10_before_down5,86137,241,0.2570904489359973,0.2570950056980717,0.013813756976107922,0.23002004202490017,4.0,6.0
positive_participation_shock,2023,oos_2023_2025,up5_before_down3,26127,241,0.35733149615340454,0.34277624288093633,0.014491796653130828,0.3143723214407999,4.0,6.0
positive_participation_shock,2023,oos_2023_2025,up10_before_down5,26127,241,0.2610709228001684,0.2617292015945086,0.0111282848804151,0.23991776322889496,4.0,6.0
range_expansion,2023,oos_2023_2025,up5_before_down3,52443,241,0.3651774307343211,0.3434380602015965,0.015879397304932243,0.3123144414839293,5.0,7.0
range_expansion,2023,oos_2023_2025,up10_before_down5,52443,241,0.24887973609442632,0.24972369932136426,0.011591776246992135,0.22700381787725968,5.0,7.0
breakout20,2023,oos_2023_2025,up5_before_down3,31421,241,0.36300563317526496,0.35066729603088775,0.01470288711266508,0.3218496372900642,4.0,6.0
breakout20,2023,oos_2023_2025,up10_before_down5,31421,241,0.2507876897616244,0.2598438998594544,0.012136943071520929,0.23605549143927337,4.0,6.0
breakout60,2023,oos_2023_2025,up5_before_down3,13989,241,0.34148259346629495,0.3491059336764289,0.010833391483012364,0.32787248636972466,3.0,5.0
breakout60,2023,oos_2023_2025,up10_before_down5,13989,241,0.2650654085352777,0.2822843494212973,0.011578907705722997,0.25958969031808027,3.0,5.0
breakout_confirmed,2023,oos_2023_2025,up5_before_down3,14662,241,0.3528850088664575,0.34333456848818833,0.012219928040079256,0.319383509529633,4.0,5.0
breakout_confirmed,2023,oos_2023_2025,up10_before_down5,14662,241,0.25760469240212797,0.2654096793575006,0.010604176928360676,0.24462549257791366,4.0,5.0
retest20,2023,oos_2023_2025,up5_before_down3,2653,213,0.3479080286468149,0.35405178872659476,0.028260192755405693,0.2986618109259996,8.0,10.0
retest20,2023,oos_2023_2025,up10_before_down5,2653,213,0.18846588767433095,0.19209117545583834,0.02052499784680267,0.1518621796761051,8.0,10.0
rebreakout20,2023,oos_2023_2025,up5_before_down3,1050,181,0.3628571428571429,0.3917632225511011,0.03464367212911171,0.3238616251780421,6.0,8.0
rebreakout20,2023,oos_2023_2025,up10_before_down5,1050,181,0.23047619047619047,0.2736901438434813,0.03579560799113509,0.2035307521808565,6.0,8.0
climax_fade,2023,oos_2023_2025,up5_before_down3,233,124,0.4334763948497854,0.40632709584322485,0.043914408571479456,0.3202548550431251,3.0,6.0
climax_fade,2023,oos_2023_2025,up10_before_down5,233,124,0.296137339055794,0.28513243029372065,0.03710950218962028,0.2123978060020649,3.0,6.0
participation_shock,2024,oos_2023_2025,up5_before_down3,97467,241,0.3837093580391312,0.3669333529191321,0.0243815496393516,0.31914551562600296,3.0,5.0
participation_shock,2024,oos_2023_2025,up10_before_down5,97467,241,0.3534016641529954,0.3180378877286538,0.032759694726617966,0.2538288860644826,3.0,5.0
positive_participation_shock,2024,oos_2023_2025,up5_before_down3,33797,241,0.38453117140574605,0.3503759084329742,0.02135477428271966,0.30852055083884367,3.0,4.0
positive_participation_shock,2024,oos_2023_2025,up10_before_down5,33797,241,0.36103796194928545,0.3117331051967105,0.027601135552079614,0.25763487951463443,3.0,4.0
range_expansion,2024,oos_2023_2025,up5_before_down3,59465,241,0.3925502396367611,0.35327462682132243,0.02342921759926239,0.30735336032676813,3.0,5.0
range_expansion,2024,oos_2023_2025,up10_before_down5,59465,241,0.3435970739090221,0.3020299957599239,0.031175715742991196,0.24092559290366117,3.0,5.0
breakout20,2024,oos_2023_2025,up5_before_down3,38716,241,0.37431552846368427,0.35221506920419104,0.01776661643010434,0.31739250100118654,3.0,3.0
breakout20,2024,oos_2023_2025,up10_before_down5,38716,241,0.3339446223783449,0.2961691088941981,0.025843910626970272,0.2455150440653364,3.0,3.0
breakout60,2024,oos_2023_2025,up5_before_down3,20536,241,0.3307362680171406,0.3565054797831342,0.015099866093436878,0.3269097422399979,3.0,3.0
breakout60,2024,oos_2023_2025,up10_before_down5,20536,241,0.2929976626412154,0.30215434610991704,0.022072831834993752,0.2588915957133293,3.0,3.0
breakout_confirmed,2024,oos_2023_2025,up5_before_down3,18555,241,0.354513608191862,0.3345765016970079,0.018121663097144237,0.29905804202660524,2.0,3.0
breakout_confirmed,2024,oos_2023_2025,up10_before_down5,18555,241,0.3329560765292374,0.2958273767181653,0.024422073296756316,0.2479601130565229,2.0,3.0
retest20,2024,oos_2023_2025,up5_before_down3,2320,211,0.3258620689655172,0.3727811552551024,0.02975222132630969,0.3144668014555354,6.0,9.0
retest20,2024,oos_2023_2025,up10_before_down5,2320,211,0.22456896551724137,0.27742358822947855,0.0380851730520233,0.20277664904751286,6.0,9.0
rebreakout20,2024,oos_2023_2025,up5_before_down3,795,185,0.3169811320754717,0.3397778906730313,0.028610646362885635,0.2837010238017755,4.0,6.0
rebreakout20,2024,oos_2023_2025,up10_before_down5,795,185,0.21761006289308177,0.22826189547417164,0.030392436398932066,0.16869272013226477,4.0,6.0
climax_fade,2024,oos_2023_2025,up5_before_down3,260,135,0.38076923076923075,0.3645679012345679,0.03733268183180677,0.29139584484422665,3.0,7.0
climax_fade,2024,oos_2023_2025,up10_before_down5,260,135,0.3384615384615385,0.34358024691358025,0.05596115288159709,0.23389638726564996,3.0,7.0
participation_shock,2025,oos_2023_2025,up5_before_down3,91500,242,0.39285245901639343,0.39291148937839065,0.013142246349102238,0.3671526865341503,4.0,6.0
participation_shock,2025,oos_2023_2025,up10_before_down5,91500,242,0.3225573770491803,0.32540453780159156,0.01373065839364407,0.2984924473500492,4.0,6.0
positive_participation_shock,2025,oos_2023_2025,up5_before_down3,29854,242,0.37428820258591816,0.3773609295387834,0.010366779555290742,0.3570420416104136,3.0,6.0
positive_participation_shock,2025,oos_2023_2025,up10_before_down5,29854,242,0.31989013197561467,0.32435548675305,0.012712224543572334,0.2994395266476482,3.0,6.0
range_expansion,2025,oos_2023_2025,up5_before_down3,56280,242,0.4000177683013504,0.385018156817313,0.012694008244048835,0.3601379006589773,4.0,7.0
range_expansion,2025,oos_2023_2025,up10_before_down5,56280,242,0.32425373134328356,0.31787617564172443,0.013955506302152927,0.2905233832895047,4.0,7.0
breakout20,2025,oos_2023_2025,up5_before_down3,39965,242,0.3728512448392343,0.3793220358678498,0.01135524537488286,0.3570657549330794,4.0,6.0
breakout20,2025,oos_2023_2025,up10_before_down5,39965,242,0.31052170649318156,0.31931006472436746,0.012025109631052678,0.2957408498475042,4.0,6.0
breakout60,2025,oos_2023_2025,up5_before_down3,20877,242,0.3740479954016382,0.37749935165261683,0.00995752482438869,0.357982602996815,3.0,4.0
breakout60,2025,oos_2023_2025,up10_before_down5,20877,242,0.33280643770656704,0.34052388567396163,0.011453170901763407,0.31807567070650533,3.0,4.0
breakout_confirmed,2025,oos_2023_2025,up5_before_down3,17755,242,0.3622078287806252,0.3692747298792819,0.009574344368548203,0.35050901491692743,3.0,5.0
breakout_confirmed,2025,oos_2023_2025,up10_before_down5,17755,242,0.3127569698676429,0.3198616464827897,0.012039118021003627,0.2962649751616226,3.0,5.0
retest20,2025,oos_2023_2025,up5_before_down3,3079,224,0.35498538486521597,0.3721578024074471,0.026563311541622784,0.32009371178586643,7.0,8.0
retest20,2025,oos_2023_2025,up10_before_down5,3079,224,0.2283208834037025,0.2602916573902735,0.024144428443865152,0.2129685776402978,7.0,8.0
rebreakout20,2025,oos_2023_2025,up5_before_down3,1182,214,0.3587140439932318,0.33675550996955944,0.02923777266653626,0.27944947554314836,4.0,6.0
rebreakout20,2025,oos_2023_2025,up10_before_down5,1182,214,0.2825719120135364,0.2831812347166039,0.029475738577864573,0.22540878710398932,4.0,6.0
climax_fade,2025,oos_2023_2025,up5_before_down3,266,148,0.39097744360902253,0.33370870870870867,0.03697191183276596,0.2612437615164874,3.0,5.0
climax_fade,2025,oos_2023_2025,up10_before_down5,266,148,0.3157894736842105,0.26407657657657657,0.03539363118840761,0.19470505944729766,3.0,5.0
