candidate_id,trade_date,date_idx,symbol_idx,symbol,name,compact_symbol_idx,variant,score,predicted_exit_day,predicted_best_exit_close_return,predicted_pre_exit_max_drawdown,predicted_max_return,predicted_min_return,predicted_final_return,predicted_peak_day,predicted_trough_day,predicted_drawdown_after_peak,predicted_next_open_vs_signal_close,predicted_close_return_d2,predicted_high_return_d2,predicted_low_return_d2,predicted_close_return_d3,predicted_high_return_d3,predicted_low_return_d3,predicted_close_return_d5,predicted_high_return_d5,predicted_low_return_d5,predicted_close_return_d7,predicted_high_return_d7,predicted_low_return_d7,predicted_close_return_d10,predicted_high_return_d10,predicted_low_return_d10,predicted_close_return_d14,predicted_high_return_d14,predicted_low_return_d14,predicted_close_return_d16,predicted_high_return_d16,predicted_low_return_d16,predicted_close_return_d20,predicted_high_return_d20,predicted_low_return_d20,predicted_close_return_d30,predicted_high_return_d30,predicted_low_return_d30,predicted_close_return_d40,predicted_high_return_d40,predicted_low_return_d40,predicted_close_return_d50,predicted_high_return_d50,predicted_low_return_d50,predicted_close_return_d60,predicted_high_return_d60,predicted_low_return_d60,log_turnover_pct,relative_turnover_20,turnover_valid,rank,signal_open,signal_high,signal_low,signal_close,signal_volume,signal_amount,signal_raw_close_change_1d
1740,2026-07-21,189,1749,600510.SH,黑牡丹,1754,qdp_strict_carry_forward,0.4764406383037567,16,0.4991232752799988,4.4539556256495416e-05,0.5216950178146362,-4.4539556256495416e-05,0.3783375918865204,18,1,-0.21184907853603363,-0.204415962100029,0.3085830509662628,0.31047365069389343,0.2474106252193451,0.3155348002910614,0.32318630814552307,0.09497077763080597,0.37189480662345886,0.3801063597202301,0.34665319323539734,0.41096407175064087,0.4120749533176422,0.37337931990623474,0.4595367908477783,0.46229350566864014,0.4166218340396881,0.4943788945674896,0.5061485767364502,0.4610670506954193,0.4991232752799988,0.5107993483543396,0.4699374735355377,0.4991634786128998,0.5160983800888062,0.46160081028938293,0.4868900775909424,0.5081451535224915,0.45559099316596985,0.46221762895584106,0.48569542169570923,0.38380008935928345,0.45053887367248535,0.47053876519203186,0.42127618193626404,0.3783375918865204,0.40113040804862976,0.1993253380060196,0.940627932548523,0.16547739505767822,True,11,5.76,5.83,5.33,5.82,16116000.0,90051328.0,0.030088495575221197
1996,2026-07-21,189,2005,600841.SH,动力新科,2010,qdp_strict_carry_forward,0.4692608416080475,16,0.49194586277008057,4.851844278164208e-05,0.512537956237793,-4.851844278164208e-05,0.36072349548339844,18,1,-0.22323153913021088,-0.2073138803243637,0.31304773688316345,0.3149228096008301,0.21953079104423523,0.3220885396003723,0.3270990550518036,0.09848417341709137,0.37679821252822876,0.388232946395874,0.34970593452453613,0.4117112457752228,0.41364026069641113,0.3706815838813782,0.4589531123638153,0.4622088074684143,0.40687528252601624,0.48890987038612366,0.5012296438217163,0.4573380947113037,0.49194586277008057,0.5045270323753357,0.4606964886188507,0.49171844124794006,0.5093114972114563,0.45569130778312683,0.4782121181488037,0.4968787431716919,0.4478035569190979,0.45323023200035095,0.4762220084667206,0.3770160675048828,0.44061172008514404,0.46042537689208984,0.41160085797309875,0.36072349548339844,0.3785414397716522,0.17489178478717804,0.9912269115447998,0.07251501083374023,True,12,5.42,5.51,5.22,5.43,17674450.0,95320776.0,0.0018450184501843658
937,2026-07-21,189,946,002497.SZ,雅化集团,951,qdp_strict_carry_forward,0.46904832124710083,17,0.49240657687187195,0.00011105363955721259,0.5119519233703613,-0.00011105363955721259,0.35903286933898926,17,1,-0.22192786633968353,-0.2044476568698883,0.3120465576648712,0.3129984438419342,0.21459168195724487,0.33563530445098877,0.3398902714252472,0.21119046211242676,0.37877514958381653,0.38127049803733826,0.33609917759895325,0.4239407181739807,0.4492603540420532,0.3989080786705017,0.45981714129447937,0.4637402594089508,0.4034145772457123,0.4866344630718231,0.4987042546272278,0.44894856214523315,0.4904666244983673,0.5085485577583313,0.46045181155204773,0.48866403102874756,0.5065697431564331,0.45585718750953674,0.47120779752731323,0.490011066198349,0.4417511820793152,0.4464133679866791,0.46925511956214905,0.3751862943172455,0.43322718143463135,0.4524710476398468,0.4045694172382355,0.35903286933898926,0.3786712884902954,0.17640765011310577,1.8710414171218872,-0.10552442073822021,True,13,16.0,17.04,15.87,16.91,58224942.0,964457788.32,0.03806015960712106
1942,2026-07-21,189,1951,600773.SH,西藏城投,1956,qdp_strict_carry_forward,0.4690335988998413,17,0.4923480749130249,3.809395639109425e-05,0.5159091353416443,-3.809395639109425e-05,0.36229804158210754,18,1,-0.22446352243423462,-0.20710116624832153,0.31117260456085205,0.3120628595352173,0.22570286691188812,0.31961920857429504,0.32552075386047363,0.1042725145816803,0.3697182834148407,0.37820735573768616,0.3492593467235565,0.405500590801239,0.4089336693286896,0.36102065443992615,0.4484902024269104,0.4512796700000763,0.403141587972641,0.48604539036750793,0.49905064702033997,0.4556916654109955,0.49121567606925964,0.502121090888977,0.4598393142223358,0.4923765957355499,0.5087053775787354,0.4549782872200012,0.47952044010162354,0.49780499935150146,0.4488394558429718,0.45448729395866394,0.4777979552745819,0.3763657212257385,0.4426593482494354,0.462528258562088,0.41360726952552795,0.36229804158210754,0.37957990169525146,0.17564283311367035,1.6366277933120728,0.29444921016693115,True,14,9.96,10.17,9.3,10.16,39374900.0,385347724.94,0.01905717151454356
2844,2026-07-21,189,2866,603897.SH,长城科技,2873,qdp_strict_carry_forward,0.4644941985607147,16,0.4871690571308136,3.157894389005378e-05,0.5107638239860535,-3.157894389005378e-05,0.3665006756782532,18,1,-0.21400676667690277,-0.2077299803495407,0.3194217085838318,0.3205230236053467,0.25248783826828003,0.3251863718032837,0.3306317925453186,0.1047433391213417,0.3660447597503662,0.40035122632980347,0.32851386070251465,0.4060622453689575,0.4109576642513275,0.36729946732521057,0.4475453495979309,0.4510903060436249,0.4005557894706726,0.4821852445602417,0.49753522872924805,0.45201757550239563,0.4871690571308136,0.4981071650981903,0.45604461431503296,0.4885339140892029,0.5052857995033264,0.45318976044654846,0.47387441992759705,0.49309688806533813,0.44382262229919434,0.4495660960674286,0.47191470861434937,0.377527117729187,0.43645352125167847,0.4557073712348938,0.40773123502731323,0.3665006756782532,0.38876742124557495,0.18745014071464539,1.9309250116348267,0.2978532314300537,True,15,22.43,23.46,20.69,23.45,12171213.0,271101952.45,0.0450089126559714
2867,2026-07-21,189,2889,603937.SH,丽岛新材,2896,qdp_strict_carry_forward,0.46126651763916016,14,0.48270076513290405,0.00018736341735348105,0.5086219906806946,-0.00018736341735348105,0.3751358091831207,18,1,-0.19251926243305206,-0.20135174691677094,0.3059855103492737,0.33649468421936035,0.21792466938495636,0.3119427263736725,0.3154277503490448,0.0763302892446518,0.3713778555393219,0.38669586181640625,0.3320715129375458,0.39971253275871277,0.4014570713043213,0.3599960505962372,0.44936129450798035,0.45197421312332153,0.3973543643951416,0.48270076513290405,0.4968132972717285,0.45586973428726196,0.4817452132701874,0.4924583435058594,0.44745856523513794,0.4836566746234894,0.5018898248672485,0.4462624490261078,0.4699819087982178,0.4881193935871124,0.43848729133605957,0.4479343593120575,0.4679456651210785,0.39495280385017395,0.43168506026268005,0.45001736283302307,0.4028809666633606,0.3751358091831207,0.40248897671699524,0.21818318963050842,1.6618133783340454,0.07707440853118896,True,16,9.39,9.5,8.66,9.49,8917300.0,81444406.0,0.01497326203208571
2971,2026-07-21,189,2993,605286.SH,同力天启,3000,qdp_strict_carry_forward,0.4609394073486328,16,0.4836222529411316,4.488965350901708e-05,0.5003288984298706,-4.488965350901708e-05,0.3592393696308136,19,1,-0.2162684053182602,-0.2049775868654251,0.3114570379257202,0.317687451839447,0.24230723083019257,0.31592464447021484,0.3205953538417816,0.09219607710838318,0.36342182755470276,0.38111692667007446,0.32392996549606323,0.4040108025074005,0.4055739939212799,0.3752131462097168,0.44620445370674133,0.4487915337085724,0.40145212411880493,0.478177011013031,0.4873519241809845,0.44417738914489746,0.4836222529411316,0.49937236309051514,0.45590025186538696,0.4827735424041748,0.5002284049987793,0.4494297206401825,0.47032102942466736,0.49024948477745056,0.4403417110443115,0.4461022615432739,0.4684799909591675,0.37558552622795105,0.4324635863304138,0.4515891969203949,0.40382108092308044,0.3592393696308136,0.3789903223514557,0.17585515975952148,1.1718922853469849,0.21283107995986938,True,17,21.57,21.76,20.28,21.2,3743200.0,79000027.0,-0.007025761124121899
2541,2026-07-21,189,2556,603278.SH,大业股份,2561,qdp_strict_carry_forward,0.4575841426849365,19,0.4821290671825409,5.9458376199472696e-05,0.5042929649353027,-5.9458376199472696e-05,0.35853326320648193,18,1,-0.21497125923633575,-0.20680350065231323,0.3128986954689026,0.33455634117126465,0.23746417462825775,0.3175249993801117,0.32081466913223267,0.08728004992008209,0.3675760328769684,0.39150169491767883,0.334335595369339,0.3941260874271393,0.39948272705078125,0.34653639793395996,0.44217365980148315,0.4451402723789215,0.39946991205215454,0.47775977849960327,0.4913037121295929,0.45074084401130676,0.47929951548576355,0.4890412986278534,0.4453589618206024,0.4818379580974579,0.49851447343826294,0.44649800658226013,0.46702897548675537,0.4850577712059021,0.4362626075744629,0.4430672526359558,0.46419233083724976,0.3785834312438965,0.4281488358974457,0.4469049870967865,0.39969396591186523,0.35853326320648193,0.3799476623535156,0.18091320991516113,1.8474247455596924,0.004445075988769531,True,18,8.08,8.25,7.38,8.2,18261783.0,143570299.71,0.014851485148514865
1451,2026-07-21,189,1460,600076.SH,康欣新材,1465,qdp_strict_carry_forward,0.45681557059288025,14,0.4781985282897949,0.0001018864568322897,0.5003379583358765,-0.0001018864568322897,0.36919644474983215,18,1,-0.19191381335258484,-0.20131444931030273,0.3057754635810852,0.30746087431907654,0.2402331382036209,0.3193025588989258,0.3237733840942383,0.12726238369941711,0.3711039423942566,0.3837118148803711,0.34943699836730957,0.4027200937271118,0.41456663608551025,0.363046258687973,0.4482029676437378,0.45183292031288147,0.39303693175315857,0.4781985282897949,0.4928092956542969,0.44616925716400146,0.47798439860343933,0.4891059398651123,0.44602617621421814,0.4792422950267792,0.495185911655426,0.4449920654296875,0.4654073119163513,0.48425889015197754,0.4346693158149719,0.44282928109169006,0.4631817042827606,0.3884124755859375,0.4268152415752411,0.44522202014923096,0.39830878376960754,0.36919644474983215,0.39633268117904663,0.2124023735523224,1.0385328531265259,-0.22395551204681396,True,19,2.68,2.75,2.5,2.74,24538849.0,64477481.28,0.02621722846441954
1872,2026-07-21,189,1881,600683.SH,京投发展,1886,qdp_strict_carry_forward,0.4565625786781311,17,0.47987669706344604,3.750753967324272e-05,0.49904000759124756,-3.750753967324272e-05,0.34777891635894775,18,1,-0.22391751408576965,-0.2046365737915039,0.310197651386261,0.31313273310661316,0.25590601563453674,0.31708553433418274,0.3213964104652405,0.1070018783211708,0.36808180809020996,0.3783763349056244,0.33760493993759155,0.40258756279945374,0.4048672020435333,0.36795881390571594,0.4422972798347473,0.44541749358177185,0.39400193095207214,0.47446194291114807,0.48618555068969727,0.4375442564487457,0.4791035056114197,0.49207067489624023,0.4514164924621582,0.47853097319602966,0.49470824003219604,0.44354215264320374,0.46410804986953735,0.48357126116752625,0.43409618735313416,0.4389714002609253,0.46294260025024414,0.35545510053634644,0.4290124475955963,0.4490653872489929,0.4001840054988861,0.34777891635894775,0.36437320709228516,0.16337868571281433,1.6062144041061401,0.31899917125701904,True,20,7.7,7.86,6.8,7.8,29511900.0,215912034.0,0.0331125827814569
