date_idx,trade_date,year,universe_count,is_st_count,calculated_st_rate,feature_st_rate,feature_error,one_day_change
1230,2015-01-29,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,-2.6847300813679503e-06
1231,2015-01-30,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1232,2015-02-02,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1233,2015-02-03,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1234,2015-02-04,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1235,2015-02-05,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1236,2015-02-06,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1237,2015-02-09,2015,2201,13,0.005906406179009541,0.005906406324356794,1.4534725333026355e-10,0.0
1238,2015-02-10,2015,2201,12,0.005452067242162653,0.0054520671255886555,-1.1657399785064415e-10,-0.0004543389368468877
1239,2015-02-11,2015,2201,12,0.005452067242162653,0.0054520671255886555,-1.1657399785064415e-10,0.0
1240,2015-02-12,2015,2201,12,0.005452067242162653,0.0054520671255886555,-1.1657399785064415e-10,0.0
1241,2015-02-13,2015,2201,12,0.005452067242162653,0.0054520671255886555,-1.1657399785064415e-10,0.0
1242,2015-02-16,2015,2203,12,0.005447117566954153,0.0054471176117658615,4.481170816361679e-11,-4.949675208499975e-06
1243,2015-02-17,2015,2210,12,0.005429864253393665,0.0054298643954098225,1.42016157514413e-10,-1.7253313560488398e-05
1244,2015-02-25,2015,2211,12,0.005427408412483039,0.0054274084977805614,8.529752251740241e-11,-2.45584091062602e-06
1245,2015-02-26,2015,2213,12,0.005422503389064619,0.005422503221780062,-1.6728455686648713e-10,-4.9050234184203415e-06
1246,2015-02-27,2015,2214,12,0.005420054200542005,0.00542005430907011,1.0852810490569187e-10,-2.449188522613173e-06
1247,2015-03-02,2015,2216,12,0.005415162454873646,0.0054151625372469425,8.23732965518631e-11,-4.891745668359447e-06
1248,2015-03-03,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,-0.00045350255410684433
1249,2015-03-04,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,0.0
1250,2015-03-05,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,0.0
1251,2015-03-06,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,0.0
1252,2015-03-09,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,0.0
1253,2015-03-10,2015,2217,11,0.004961659900766802,0.004961660131812096,2.3104529400796991e-10,0.0
1254,2015-03-11,2015,2217,13,0.005863779882724403,0.005863779690116644,-1.926077587352526e-10,0.000902119981957601
1255,2015-03-12,2015,2217,14,0.006314839873703203,0.006314839702099562,-1.7160364101931336e-10,0.00045105999097880007
1256,2015-03-13,2015,2217,14,0.006314839873703203,0.006314839702099562,-1.7160364101931336e-10,0.0
1257,2015-03-16,2015,2217,14,0.006314839873703203,0.006314839702099562,-1.7160364101931336e-10,0.0
1258,2015-03-17,2015,2217,14,0.006314839873703203,0.006314839702099562,-1.7160364101931336e-10,0.0
1259,2015-03-18,2015,2217,14,0.006314839873703203,0.006314839702099562,-1.7160364101931336e-10,0.0
1260,2015-03-19,2015,2221,14,0.006303466906798739,0.006303466856479645,-5.031909437736015e-11,-1.1372966904463558e-05
1261,2015-03-20,2015,2226,14,0.006289308176100629,0.006289307959377766,-2.1672286361351656e-10,-1.4158730698109884e-05
1262,2015-03-23,2015,2227,14,0.006286484059272564,0.0062864841893315315,1.3005896793566452e-10,-2.82411682806568e-06
1263,2015-03-24,2015,2229,15,0.006729475100942127,0.006729475222527981,1.2158585423194257e-10,0.000442991041669563
1264,2015-03-25,2015,2231,15,0.006723442402510085,0.006723442580550909,1.7804082427103074e-10,-6.032698432041801e-06
1265,2015-03-26,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,-6.021891986125738e-06
1266,2015-03-27,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1267,2015-03-30,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1268,2015-03-31,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0004478280340349302
1269,2015-04-01,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1270,2015-04-02,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1271,2015-04-03,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1272,2015-04-07,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1273,2015-04-08,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1274,2015-04-09,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1275,2015-04-10,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1276,2015-04-13,2015,2233,16,0.007165248544558889,0.00716524850577116,-3.878772910498318e-11,0.0
1277,2015-04-14,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,-0.0004478280340349302
1278,2015-04-15,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1279,2015-04-16,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1280,2015-04-17,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1281,2015-04-20,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1282,2015-04-21,2015,2233,15,0.006717420510523959,0.006717420648783445,1.3825948632500973e-10,0.0
1283,2015-04-22,2015,2237,15,0.006705409029950827,0.006705408915877342,-1.1407348503300607e-10,-1.2011480573131776e-05
1284,2015-04-23,2015,2240,15,0.006696428571428571,0.0066964286379516125,6.652304141568921e-11,-8.9804585222562e-06
1285,2015-04-24,2015,2244,16,0.0071301247771836,0.007130124606192112,-1.709914883296637e-10,0.00043369620575502924
1286,2015-04-27,2015,2245,16,0.0071269487750556795,0.007126948796212673,2.115699369170665e-11,-3.176002127920803e-06
1287,2015-04-28,2015,2246,16,0.007123775601068566,0.007123775780200958,1.7913239207939524e-10,-3.173173987113323e-06
1288,2015-04-29,2015,2246,17,0.007569011576135352,0.007569011766463518,1.9032816642172712e-10,0.00044523597506678555
1289,2015-04-30,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0013357079252003558
1290,2015-05-04,2015,2246,21,0.009349955476402494,0.00934995524585247,-2.3055002351668463e-10,0.0004452359750667864
1291,2015-05-05,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,-0.0004452359750667864
1292,2015-05-06,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0
1293,2015-05-07,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0
1294,2015-05-08,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0
1295,2015-05-11,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0
1296,2015-05-12,2015,2246,20,0.008904719501335707,0.008904719725251198,2.2391549031608449e-10,0.0
1297,2015-05-13,2015,2248,20,0.008896797153024912,0.008896796964108944,-1.8891596793857435e-10,-7.922348310795621e-06
1298,2015-05-14,2015,2248,20,0.008896797153024912,0.008896796964108944,-1.8891596793857435e-10,0.0
1299,2015-05-15,2015,2253,20,0.00887705281846427,0.008877052925527096,1.0706282561889768e-10,-1.9744334560641702e-05
1300,2015-05-18,2015,2257,20,0.008861320336730172,0.008861320093274117,-2.434560556624499e-10,-1.5732481734097997e-05
1301,2015-05-19,2015,2258,20,0.008857395925597875,0.008857395499944687,-4.2565318804366203e-10,-3.924411132297245e-06
1302,2015-05-20,2015,2256,20,0.008865248226950355,0.008865248411893845,1.8494348934250393e-10,7.852301352480329e-06
1303,2015-05-21,2015,2255,19,0.008425720620842573,0.00842572096735239,3.465098173671688e-10,-0.00043952760610778234
1304,2015-05-22,2015,2255,19,0.008425720620842573,0.00842572096735239,3.465098173671688e-10,0.0
1305,2015-05-25,2015,2255,19,0.008425720620842573,0.00842572096735239,3.465098173671688e-10,0.0
1306,2015-05-26,2015,2255,19,0.008425720620842573,0.00842572096735239,3.465098173671688e-10,0.0
1307,2015-05-27,2015,2261,19,0.008403361344537815,0.008403361774981022,4.304432071194908e-10,-2.235927630475816e-05
1308,2015-05-28,2015,2266,19,0.008384819064430714,0.008384819142520428,7.808971351497274e-11,-1.8542280107100573e-05
1309,2015-05-29,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,-0.0004518089278066507
1310,2015-06-01,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1311,2015-06-02,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1312,2015-06-03,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1313,2015-06-04,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1314,2015-06-05,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1315,2015-06-08,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1316,2015-06-09,2015,2269,18,0.007933010136624064,0.007933010347187519,2.1056345556047518e-10,0.0
1317,2015-06-10,2015,2273,18,0.007919049714034315,0.007919049821794033,1.0775971781562532e-10,-1.3960422589748278e-05
1318,2015-06-11,2015,2278,18,0.007901668129938543,0.007901668548583984,4.186454412302698e-10,-1.738158409577209e-05
1319,2015-06-12,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,-1.0392373691282472e-05
1320,2015-06-15,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1321,2015-06-16,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1322,2015-06-17,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1323,2015-06-18,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1324,2015-06-19,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1325,2015-06-23,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1326,2015-06-24,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1327,2015-06-25,2015,2281,18,0.00789127575624726,0.00789127591997385,1.6372658957763964e-10,0.0
1328,2015-06-26,2015,2285,18,0.00787746170678337,0.007877461612224579,-9.45587913525614e-11,-1.3814049463890463e-05
1329,2015-06-29,2015,2291,18,0.00785683107813182,0.007856830954551697,-1.2358012356494807e-10,-2.0630628651549868e-05
1330,2015-06-30,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,-1.710982377641987e-05
1331,2015-07-01,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,-3.413026231760541e-06
1332,2015-07-02,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1333,2015-07-03,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1334,2015-07-06,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1335,2015-07-07,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1336,2015-07-08,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1337,2015-07-09,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1338,2015-07-10,2015,2297,18,0.00783630822812364,0.00783630833029747,1.0217383016042358e-10,0.0
1339,2015-07-13,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,3.413026231760541e-06
1340,2015-07-14,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1341,2015-07-15,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1342,2015-07-16,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1343,2015-07-17,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1344,2015-07-20,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1345,2015-07-21,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1346,2015-07-22,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1347,2015-07-23,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1348,2015-07-24,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1349,2015-07-27,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1350,2015-07-28,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1351,2015-07-29,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1352,2015-07-30,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1353,2015-07-31,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1354,2015-08-03,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1355,2015-08-04,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1356,2015-08-05,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1357,2015-08-06,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1358,2015-08-07,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1359,2015-08-10,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1360,2015-08-11,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1361,2015-08-12,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1362,2015-08-13,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1363,2015-08-14,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1364,2015-08-17,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1365,2015-08-18,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1366,2015-08-19,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1367,2015-08-20,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1368,2015-08-21,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1369,2015-08-24,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1370,2015-08-25,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1371,2015-08-26,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1372,2015-08-27,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1373,2015-08-28,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1374,2015-08-31,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1375,2015-09-01,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1376,2015-09-02,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1377,2015-09-07,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1378,2015-09-08,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1379,2015-09-09,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1380,2015-09-10,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1381,2015-09-11,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1382,2015-09-14,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1383,2015-09-15,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1384,2015-09-16,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1385,2015-09-17,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1386,2015-09-18,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1387,2015-09-21,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1388,2015-09-22,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1389,2015-09-23,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1390,2015-09-24,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1391,2015-09-25,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1392,2015-09-28,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1393,2015-09-29,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1394,2015-09-30,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1395,2015-10-08,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1396,2015-10-09,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1397,2015-10-12,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1398,2015-10-13,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1399,2015-10-14,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1400,2015-10-15,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1401,2015-10-16,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1402,2015-10-19,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1403,2015-10-20,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1404,2015-10-21,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1405,2015-10-22,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1406,2015-10-23,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1407,2015-10-26,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1408,2015-10-27,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1409,2015-10-28,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1410,2015-10-29,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1411,2015-10-30,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1412,2015-11-02,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1413,2015-11-03,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1414,2015-11-04,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1415,2015-11-05,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1416,2015-11-06,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1417,2015-11-09,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1418,2015-11-10,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1419,2015-11-11,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1420,2015-11-12,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1421,2015-11-13,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1422,2015-11-16,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1423,2015-11-17,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1424,2015-11-18,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1425,2015-11-19,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1426,2015-11-20,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1427,2015-11-23,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1428,2015-11-24,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1429,2015-11-25,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1430,2015-11-26,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1431,2015-11-27,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1432,2015-11-30,2015,2296,18,0.0078397212543554,0.007839721627533436,3.731780353483094e-10,0.0
1433,2015-12-01,2015,2296,19,0.008275261324041812,0.008275261148810387,-1.7523142485653675e-10,0.00043554006968641104
1434,2015-12-02,2015,2296,19,0.008275261324041812,0.008275261148810387,-1.7523142485653675e-10,0.0
1435,2015-12-03,2015,2296,19,0.008275261324041812,0.008275261148810387,-1.7523142485653675e-10,0.0
1436,2015-12-04,2015,2297,19,0.00827165868524162,0.008271658793091774,1.0785015415459842e-10,-3.602638800191682e-06
1437,2015-12-07,2015,2297,19,0.00827165868524162,0.008271658793091774,1.0785015415459842e-10,0.0
1438,2015-12-08,2015,2297,19,0.00827165868524162,0.008271658793091774,1.0785015415459842e-10,0.0
1439,2015-12-09,2015,2303,19,0.008250108554059922,0.008250108920037746,3.659778244347045e-10,-2.1550131181697837e-05
1440,2015-12-10,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,-7.158445600051813e-06
1441,2015-12-11,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1442,2015-12-14,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1443,2015-12-15,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1444,2015-12-16,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1445,2015-12-17,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1446,2015-12-18,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1447,2015-12-21,2015,2305,19,0.00824295010845987,0.008242949843406677,-2.650531929354605e-10,0.0
1448,2015-12-22,2015,2309,19,0.00822867042009528,0.008228670805692673,3.8559739255761283e-10,-1.427968836459001e-05
1449,2015-12-23,2015,2311,19,0.008221549112938122,0.008221548981964588,-1.3097353410151946e-10,-7.121307157157905e-06
1450,2015-12-24,2015,2312,19,0.008217993079584774,0.008217993192374706,1.1278993190810827e-10,-3.5560333533479066e-06
1451,2015-12-25,2015,2312,19,0.008217993079584774,0.008217993192374706,1.1278993190810827e-10,0.0
1452,2015-12-28,2015,2312,19,0.008217993079584774,0.008217993192374706,1.1278993190810827e-10,0.0
1453,2015-12-29,2015,2312,19,0.008217993079584774,0.008217993192374706,1.1278993190810827e-10,0.0
1454,2015-12-30,2015,2312,19,0.008217993079584774,0.008217993192374706,1.1278993190810827e-10,0.0
1455,2015-12-31,2015,2316,19,0.008203799654576857,0.008203799836337566,1.8176070891440244e-10,-1.4193425007916899e-05
1456,2016-01-04,2016,2316,19,0.008203799654576857,0.008203799836337566,1.8176070891440244e-10,0.0
1457,2016-01-05,2016,2316,19,0.008203799654576857,0.008203799836337566,1.8176070891440244e-10,0.0
1458,2016-01-06,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,-3.5406990308919917e-06
1459,2016-01-07,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1460,2016-01-08,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1461,2016-01-11,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1462,2016-01-12,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1463,2016-01-13,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1464,2016-01-14,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1465,2016-01-15,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1466,2016-01-18,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1467,2016-01-19,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1468,2016-01-20,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1469,2016-01-21,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1470,2016-01-22,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1471,2016-01-25,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1472,2016-01-26,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1473,2016-01-27,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1474,2016-01-28,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1475,2016-01-29,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1476,2016-02-01,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1477,2016-02-02,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1478,2016-02-03,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1479,2016-02-04,2016,2317,19,0.008200258955545965,0.008200258947908878,-7.63708714324185e-12,0.0
1480,2016-02-05,2016,2318,19,0.00819672131147541,0.008196720853447914,-4.5802749613910176e-10,-3.537644070555207e-06
1481,2016-02-15,2016,2319,19,0.008193186718413108,0.008193186484277248,-2.3413586000553543e-10,-3.5345930623018745e-06
1482,2016-02-16,2016,2319,18,0.007761966364812419,0.007761966437101364,7.228894479544001e-11,-0.00043122035360068905
1483,2016-02-17,2016,2319,18,0.007761966364812419,0.007761966437101364,7.228894479544001e-11,0.0
1484,2016-02-18,2016,2321,18,0.007755277897457992,0.007755277678370476,-2.1908751635796309e-10,-6.688467354427213e-06
1485,2016-02-19,2016,2321,18,0.007755277897457992,0.007755277678370476,-2.1908751635796309e-10,0.0
1486,2016-02-22,2016,2321,18,0.007755277897457992,0.007755277678370476,-2.1908751635796309e-10,0.0
1487,2016-02-23,2016,2321,18,0.007755277897457992,0.007755277678370476,-2.1908751635796309e-10,0.0
1488,2016-02-24,2016,2321,18,0.007755277897457992,0.007755277678370476,-2.1908751635796309e-10,0.0
1489,2016-02-25,2016,2321,17,0.007324429125376993,0.007324429228901863,1.0352487010006906e-10,-0.00043084877208099913
