date_idx,trade_date,year,universe_count,is_st_count,calculated_st_rate,feature_st_rate,feature_error,one_day_change
296,2011-03-28,2011,1925,163,0.08467532467532468,0.08467532694339752,2.268072840649893e-09,-0.0005194805194805169
297,2011-03-29,2011,1925,162,0.08415584415584415,0.0841558426618576,-1.4939865455865231e-09,-0.0005194805194805308
298,2011-03-30,2011,1925,162,0.08415584415584415,0.0841558426618576,-1.4939865455865231e-09,0.0
299,2011-03-31,2011,1925,162,0.08415584415584415,0.0841558426618576,-1.4939865455865231e-09,0.0
300,2011-04-01,2011,1925,161,0.08363636363636363,0.08363636583089828,2.1945346512231012e-09,-0.0005194805194805169
301,2011-04-06,2011,1925,161,0.08363636363636363,0.08363636583089828,2.1945346512231012e-09,0.0
302,2011-04-07,2011,1925,159,0.0825974025974026,0.08259740471839905,2.1209964479185217e-09,-0.0010389610389610338
303,2011-04-08,2011,1925,158,0.08207792207792208,0.08207792043685913,-1.641062952195682e-09,-0.0005194805194805169
304,2011-04-11,2011,1925,158,0.08207792207792208,0.08207792043685913,-1.641062952195682e-09,0.0
305,2011-04-12,2011,1929,157,0.08138932089165371,0.08138932287693024,1.9852765265060413e-09,-0.0006886011862683727
306,2011-04-13,2011,1929,157,0.08138932089165371,0.08138932287693024,1.9852765265060413e-09,0.0
307,2011-04-14,2011,1929,155,0.08035251425609125,0.08035251498222351,7.261322654272817e-10,-0.001036806635562465
308,2011-04-15,2011,1929,155,0.08035251425609125,0.08035251498222351,7.261322654272817e-10,0.0
309,2011-04-18,2011,1929,155,0.08035251425609125,0.08035251498222351,7.261322654272817e-10,0.0
310,2011-04-19,2011,1929,154,0.07983411093831,0.07983411103487015,9.656014876568975e-11,-0.0005184033177812464
311,2011-04-20,2011,1929,155,0.08035251425609125,0.08035251498222351,7.261322654272817e-10,0.0005184033177812464
312,2011-04-21,2011,1929,155,0.08035251425609125,0.08035251498222351,7.261322654272817e-10,0.0
313,2011-04-22,2011,1932,155,0.08022774327122154,0.08022774010896683,-3.162254708088952e-09,-0.00012477098486970983
314,2011-04-25,2011,1932,156,0.08074534161490683,0.08074533939361572,-2.2212911093832943e-09,0.0005175983436852966
315,2011-04-26,2011,1932,158,0.08178053830227744,0.08178053796291351,-3.3936392584976716e-10,0.001035196687370607
316,2011-04-27,2011,1932,159,0.08229813664596274,0.08229813724756241,6.015996728558903e-10,0.0005175983436852966
317,2011-04-28,2011,1936,160,0.08264462809917356,0.08264462649822235,-1.6009512049386387e-09,0.0003464914532108204
318,2011-04-29,2011,1936,159,0.08212809917355372,0.08212810009717941,9.236256898192963e-10,-0.000516528925619833
319,2011-05-03,2011,1936,158,0.08161157024793389,0.08161157369613647,3.4482025845772313e-09,-0.000516528925619833
320,2011-05-04,2011,1936,161,0.08316115702479339,0.08316116034984589,3.3250524972272544e-09,0.001549586776859499
321,2011-05-05,2011,1936,161,0.08316115702479339,0.08316116034984589,3.3250524972272544e-09,0.0
322,2011-05-06,2011,1939,161,0.08303249097472924,0.08303248882293701,-2.1517922305092085e-09,-0.00012866605006414678
323,2011-05-09,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,-4.28002530797611e-05
324,2011-05-10,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
325,2011-05-11,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
326,2011-05-12,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
327,2011-05-13,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
328,2011-05-16,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
329,2011-05-17,2011,1940,161,0.08298969072164948,0.08298969268798828,1.966338800118983e-09,0.0
330,2011-05-18,2011,1941,161,0.08294693456980938,0.08294693380594254,-7.638668447773611e-10,-4.275615184010095e-05
331,2011-05-19,2011,1941,161,0.08294693456980938,0.08294693380594254,-7.638668447773611e-10,0.0
332,2011-05-20,2011,1944,161,0.08281893004115226,0.08281893283128738,2.790135122943127e-09,-0.0001280045286571191
333,2011-05-23,2011,1944,161,0.08281893004115226,0.08281893283128738,2.790135122943127e-09,0.0
334,2011-05-24,2011,1944,161,0.08281893004115226,0.08281893283128738,2.790135122943127e-09,0.0
335,2011-05-25,2011,1944,161,0.08281893004115226,0.08281893283128738,2.790135122943127e-09,0.0
336,2011-05-26,2011,1944,161,0.08281893004115226,0.08281893283128738,2.790135122943127e-09,0.0
337,2011-05-27,2011,1946,161,0.08273381294964029,0.08273380994796753,-3.0016727575743474e-09,-8.511709151197422e-05
338,2011-05-30,2011,1947,160,0.08217770929635336,0.08217770606279373,-3.2335596283905588e-09,-0.0005561036532869268
339,2011-05-31,2011,1947,160,0.08217770929635336,0.08217770606279373,-3.2335596283905588e-09,0.0
340,2011-06-01,2011,1947,160,0.08217770929635336,0.08217770606279373,-3.2335596283905588e-09,0.0
341,2011-06-02,2011,1951,160,0.08200922603792926,0.0820092260837555,4.5826231698242736e-11,-0.00016848325842409861
342,2011-06-03,2011,1952,158,0.08094262295081968,0.08094262331724167,3.664219899723875e-10,-0.0010666030871095827
343,2011-06-07,2011,1952,158,0.08094262295081968,0.08094262331724167,3.664219899723875e-10,0.0
344,2011-06-08,2011,1952,156,0.07991803278688525,0.0799180343747139,1.5878286463433255e-09,-0.0010245901639344274
