label,task,closed_trades,take_profit_hit_rate,hit_mean_gross_return,miss_mean_gross_return,mean_gross_return,loss_below_minus_10_rate,es05_gross_return,breakeven_hit_rate
old_mfe_plus_risk,dual_mfe_risk_veto__tp08_d20__k12__base,821,0.6650426309378806,0.08683031087573354,-0.13120952768224362,0.013796260201624258,0.1961023142509135,-0.29795294842941855,0.6017685967390533
new_hit_plus_timeout,dual_mfe_hit_timeout_maximin__tp08_d20__k12__base,564,0.43617021276595747,0.08455795363131835,-0.03628601777293761,0.016422522945939995,0.06205673758865248,-0.15501708523274768,0.30027164244338683
