scope,year,top_k,policy_name,policy_kind,fixed_day,cost_scenario,annualized_unit_time_alpha,median_daily_unit_time_alpha,positive_day_rate,signal_date_count,selected_return,universe_return,selected_day,universe_day,selected_fill,universe_fill,selected_terminal,universe_terminal,selected_cost,universe_cost,selected_utilization,universe_utilization
2020-2025,,1,fixed_d26,fixed,26.0,base,0.2131485173070549,0.0420395212658434,0.5124137931034483,1450,0.04801351671170672,0.011112618574054383,26.10551724137931,26.012860516336694,0.9965635738831615,0.9970352438338204,0.0,1.3489845862817634e-05,2887.7884760536285,2825.8594229152795,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d27,fixed,27.0,base,0.2037030025804371,0.05032766866518461,0.5144827586206897,1450,0.048914001777491015,0.011613979801544097,27.099310344827586,27.012913420337668,0.9965635738831615,0.9970352438338204,0.0,1.402931629392379e-05,2889.125338367365,2826.3805490008435,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d28,fixed,28.0,base,0.20477540648037743,0.048003394534720814,0.5179310344827586,1450,0.050757080262519065,0.012097515455970617,28.093103448275862,28.01296061650671,0.9965635738831615,0.9970352438338204,0.0,1.4569104434402302e-05,2892.105027633191,2826.8674221154683,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d29,fixed,29.0,base,0.20846385755963204,0.02212286106170635,0.5117241379310344,1450,0.052803298397788315,0.012577715361264166,29.090344827586208,29.01299637830522,0.9965635738831615,0.9970352438338204,0.0,1.5108998561164046e-05,2895.2368663235525,2827.3510642995566,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d3,fixed,3.0,base,0.33139616982864806,-0.20653432417919956,0.48,1450,0.004456799444880138,-0.000771952637046573,3.010344827586207,3.0077733158263964,0.9965635738831615,0.9970352438338204,0.0,1.080213448200908e-06,2821.1759776939316,2813.036473797582,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d30,fixed,30.0,base,0.2217105461138077,0.0509391450129037,0.5144827586206897,1450,0.05634531429018396,0.013039506758525998,30.09103448275862,30.0130534055298,0.9965635738831615,0.9970352438338204,0.0,1.564921098003293e-05,2900.8737164137397,2827.8012650519577,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d31,fixed,31.0,base,0.2297882973519037,0.05675447998143854,0.5241379310344828,1450,0.059537778300284575,0.013499101878011888,31.095172413793104,31.013097824612153,0.9965635738831615,0.9970352438338204,0.0,1.618952963534928e-05,2906.2002165128542,2828.2489283924806,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d32,fixed,32.0,base,0.22847245122020282,0.07397121357221417,0.52,1450,0.06118312055669592,0.013962530988143177,32.08827586206897,32.01314186655124,0.9965635738831615,0.9970352438338204,0.0,1.6729954610698038e-05,2908.545469517815,2828.6975937260418,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d33,fixed,33.0,base,0.23158857917017678,0.06130714794651712,0.5220689655172414,1450,0.06360289494085142,0.014432957058200075,33.08896551724138,33.01317899661083,0.9965635738831615,0.9970352438338204,0.0,1.727037958604679e-05,2912.3866894032676,2829.1553192516762,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d34,fixed,34.0,base,0.2323289277751064,0.0849574490263596,0.5241379310344828,1450,0.06575505725172241,0.014937535623328365,34.08275862068965,34.01318878877582,0.9965635738831615,0.9970352438338204,0.0,1.781091071435661e-05,2915.6101045589294,2829.674308409876,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d35,fixed,35.0,base,0.23720651555729652,0.10235602284149853,0.5289655172413793,1450,0.06845493082252654,0.015411871617219654,35.0848275862069,35.01321496318688,0.9965635738831615,0.9970352438338204,0.0,1.83514417590815e-05,2919.544605978497,2830.1430980057976,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d36,fixed,36.0,base,0.2323264668448249,0.09796695011280657,0.5331034482758621,1450,0.06988343009565842,0.015902468060387098,36.08620689655172,36.01322101582425,0.9965635738831615,0.9970352438338204,0.0,1.916223840975377e-05,2921.491149330711,2830.6521969563,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d37,fixed,37.0,base,0.22937982206315363,0.11564087292473141,0.5344827586206896,1450,0.07166768383895734,0.01634885407241317,37.08413793103448,37.013251206380346,0.9965635738831615,0.9970352438338204,0.0,2.044260154505575e-05,2924.297186882651,2831.0812541283476,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d38,fixed,38.0,base,0.22503623924416655,0.09749710365508064,0.5289655172413793,1450,0.07265551803600678,0.016803601321705,38.08,38.01326434062841,0.9965635738831615,0.9970352438338204,0.0,2.1723493595838768e-05,2925.584509426646,2831.521964484784,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d39,fixed,39.0,base,0.22301300730590606,0.10692171865411072,0.5393103448275862,1450,0.07392015498479405,0.01724425758886096,39.07793103448276,39.013267898603566,0.9965635738831615,0.9970352438338204,0.0,2.323669964537005e-05,2927.763263849515,2831.9357071249406,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d4,fixed,4.0,base,0.3794287716543181,-0.07166277268911792,0.48551724137931035,1450,0.008030947148994409,-0.00023967064874626842,4.008275862068966,4.008709072425286,0.9965635738831615,0.9970352438338204,0.0,1.6200032534995944e-06,2827.1096238545797,2813.607193294075,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d40,fixed,40.0,base,0.22152004159758545,0.1166985783032988,0.5420689655172414,1450,0.07498287905966673,0.017661935279571148,40.066896551724135,40.01326900180959,0.9965635738831615,0.9970352438338204,0.0,2.4989477600400754e-05,2929.4667114919557,2832.3085406582504,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d41,fixed,41.0,base,0.22630518833730418,0.1239431761499235,0.5462068965517242,1450,0.0779087117785228,0.01810072091310082,41.061379310344826,41.013271260876834,0.9965635738831615,0.9970352438338204,0.0,2.674236565761228e-05,2934.395826273321,2832.711931207612,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d42,fixed,42.0,base,0.222959100371784,0.12573277219481802,0.5579310344827586,1450,0.0795982994275052,0.018566779335718667,42.057931034482756,42.01325857103624,0.9965635738831615,0.9970352438338204,0.0,2.8765171231951967e-05,2936.8898346891315,2833.161642719847,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d43,fixed,43.0,base,0.21932627106660407,0.1361909355278212,0.5606896551724138,1450,0.0810073346236348,0.019012166807053962,43.05379310344828,43.01323172122289,0.9965635738831615,0.9970352438338204,0.0,3.078828192268119e-05,2938.8282182915354,2833.57063082965,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d44,fixed,44.0,base,0.21235817691239464,0.1317748343336405,0.5544827586206896,1450,0.08188983357934612,0.01945939088045025,44.0551724137931,44.01322171016774,0.9965635738831615,0.9970352438338204,0.0,3.2811070305959196e-05,2939.758678224028,2833.9853924634485,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d45,fixed,45.0,base,0.221107635143137,0.12685166511134896,0.5482758620689655,1450,0.08552758954123843,0.01992204042544296,45.06413793103448,45.01319154517777,0.9965635738831615,0.9970352438338204,0.0,3.483369599451986e-05,2945.9620003529994,2834.424577662926,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d46,fixed,46.0,base,0.22192001272528938,0.10597556986994963,0.5503448275862068,1450,0.0880566012472627,0.020379482598936165,46.06206896551724,46.01315601747577,0.9965635738831615,0.9970352438338204,0.0,3.7125764148515895e-05,2949.882612384477,2834.8603869306576,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d47,fixed,47.0,base,0.21847086277623126,0.1287048576539939,0.5537931034482758,1450,0.08948225718372461,0.020856563212670945,47.069655172413796,47.013106358486056,0.9965635738831615,0.9970352438338204,0.0,3.941738429930279e-05,2951.8725155678326,2835.341990827299,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d48,fixed,48.0,base,0.20987007566180485,0.12279427224388265,0.5586206896551724,1450,0.08966803324315263,0.021314284264505413,48.064827586206896,48.01306834546991,0.9965635738831615,0.9970352438338204,0.0,4.1709121342728844e-05,2951.515619552892,2835.7929669060572,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d49,fixed,49.0,base,0.2022848489061737,0.10719256285542891,0.5496551724137931,1450,0.08983652941970348,0.02177391435754876,49.06758620689655,49.01304505531508,0.9965635738831615,0.9970352438338204,0.0,4.40009362958847e-05,2951.4921065348717,2836.2533630956877,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d5,fixed,5.0,base,0.33077609405625197,-0.11411739054911332,0.48551724137931035,1450,0.009823978877329834,0.0002816965973495423,5.013103448275862,5.00953249562707,0.9965635738831615,0.9970352438338204,0.0,2.1595819988978466e-06,2829.5654958424125,2814.163813389469,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d50,fixed,50.0,base,0.1942372355513,0.10918110003829723,0.5475862068965517,1450,0.08990004959133448,0.022198514997819226,50.06068965517241,50.01301566941685,0.9965635738831615,0.9970352438338204,0.0,4.6292673339310764e-05,2951.228383943726,2836.6569467053123,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d51,fixed,51.0,base,0.196403007221238,0.12094252742462044,0.5531034482758621,1450,0.09274737381381178,0.022647182342094736,51.05172413793103,51.012989136413914,0.9965635738831615,0.9970352438338204,0.0,4.8828131853668304e-05,2955.829401025313,2837.0917849400944,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d52,fixed,52.0,base,0.18912082466010138,0.09550315130778525,0.5489655172413793,1450,0.09291510287090912,0.02312009957576865,52.044137931034484,52.012922514702396,0.9965635738831615,0.9970352438338204,0.0,5.1363360615669585e-05,2955.7363448905717,2837.5761392670843,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d53,fixed,53.0,base,0.1799504823081514,0.09826512316340114,0.546896551724138,1450,0.09214498432546243,0.023570344014162928,53.04206896551724,53.012871871200595,0.9965635738831615,0.9970352438338204,0.0,5.362791733412602e-05,2953.760921966327,2838.02135560546,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d54,fixed,54.0,base,0.1750467347127249,0.07581454548189036,0.5489655172413793,1450,0.0924868980773437,0.024008655700381562,54.03793103448276,54.01282016352288,0.9965635738831615,0.9970352438338204,0.0,5.589276476886396e-05,2953.735058501865,2838.4374476604667,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d55,fixed,55.0,base,0.17042248508981162,0.06952805125871485,0.5386206896551724,1450,0.09334553403500556,0.02446763602744719,55.037241379310345,55.01277101656092,0.9965635738831615,0.9970352438338204,0.0,5.815942679437986e-05,2954.5786423113286,2838.8877731139264,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d56,fixed,56.0,base,0.16656697289770592,0.061517019842605124,0.5331034482758621,1450,0.0943621958940914,0.024904939237566055,56.031724137931036,56.012706045372724,0.9965635738831615,0.9970352438338204,0.0,6.0425675423955126e-05,2955.563691739781,2839.3084409613257,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d57,fixed,57.0,base,0.16157978831671682,0.0490929844408679,0.5282758620689655,1450,0.09536784552486349,0.025366888504863277,57.03241379310345,57.012638491013995,0.9965635738831615,0.9970352438338204,0.0,6.29226002201012e-05,2956.4630979825683,2839.7691980615937,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d58,fixed,58.0,base,0.1641761930525669,0.061895289053839245,0.5255172413793103,1450,0.09853092148951886,0.0258037147847158,58.033793103448275,58.01257464874876,0.9965635738831615,0.9970352438338204,0.0,6.541955882029081e-05,2961.4704214929307,2840.1970703523216,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d59,fixed,59.0,base,0.16156137295866396,0.05013363492989786,0.5262068965517241,1450,0.10015942370913414,0.026228340321625215,59.04344827586207,59.01250263331235,0.9965635738831615,0.9970352438338204,0.0,6.791647078143561e-05,2963.8183351836287,2840.6094960347395,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d6,fixed,6.0,base,0.3264180160097049,-0.057775449985006895,0.4896551724137931,1450,0.012297863610197631,0.0008117093136271648,6.0137931034482754,6.01021321925519,0.9965635738831615,0.9970352438338204,0.0,2.699583195301205e-06,2833.4007859053436,2814.727730250511,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d60,fixed,60.0,base,0.15560952033011086,0.056325985031617565,0.5186206896551724,1450,0.10109258160967079,0.02667162677216174,60.035862068965514,60.012432089501964,0.9965635738831615,0.9970352438338204,0.0,7.041351419935549e-05,2964.84371745,2841.0456001851994,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d7,fixed,7.0,base,0.31913475103420663,-0.12651075095336145,0.47448275862068967,1450,0.014762227702127085,0.0013106986999786375,7.0151724137931035,7.010766489328298,0.9965635738831615,0.9970352438338204,0.0,3.239478071672162e-06,2837.1590535843407,2815.245355625272,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d8,fixed,8.0,base,0.32668045954806163,-0.07507560565145985,0.48551724137931035,1450,0.017504844476829852,0.0018023535510061973,8.013793103448275,8.011198882399373,0.9965635738831615,0.9970352438338204,0.0,3.7793729480431185e-06,2841.634038247032,2815.74753896186,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d9,fixed,9.0,base,0.31217476475325523,-0.11602128676061468,0.4862068965517241,1450,0.019696472857269644,0.002271454507924874,9.018620689655172,9.011565807854963,0.9965635738831615,0.9970352438338204,0.0,4.318950862007326e-06,2845.1759127071077,2816.215106068125,0.9959487604679118,0.9961995331381387
2020-2025,,1,model_plan,model_plan,,base,0.23136980031542925,0.1430553735935275,0.5310344827586206,1450,0.03841141754907021,0.00156414006424475,21.37793103448276,4.854628201886818,0.9965635738831615,0.9970352438338204,0.0,5.1412423926556124e-06,2877.0379601311497,2817.332821239114,0.9959487604679118,0.9961995331381387
2020-2025,,1,rolling_path,rolling,,base,0.6105914814991236,0.22486605470765628,0.5475862068965517,1450,0.030560725292968962,0.0010346129871983663,13.559310344827587,3.6060708049558534,0.9965635738831615,0.9970352438338204,0.0,5.40318571829951e-07,2862.2777214062908,2816.411684088158,0.9959487604679118,0.9961995331381387
2020-2025,,1,fixed_d10,fixed,10.0,double_slippage,0.31699489382540114,-0.09048963441991495,0.4827586206896552,1450,0.020847546067633733,0.0013489953696229119,10.02344827586207,10.011849511396814,0.9965635738831615,0.9970352438338204,0.0,4.858528110826142e-06,4256.519246106964,4210.366075738885,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d11,fixed,11.0,double_slippage,0.3216416763129058,-0.004149411749913763,0.4986206896551724,1450,0.023333661910722347,0.0018312471653783634,11.020689655172413,11.012059923683893,0.9965635738831615,0.9970352438338204,0.0,5.398422320877694e-06,4262.406843113323,4211.193769452373,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d12,fixed,12.0,double_slippage,0.3174560897074529,-0.002789201287936863,0.4993103448275862,1450,0.025382112099358804,0.0023199010134974623,12.026206896551724,12.012196585115047,0.9965635738831615,0.9970352438338204,0.0,5.93810580614398e-06,4267.240884905743,4212.042503530156,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d13,fixed,13.0,double_slippage,0.32871569173971993,-0.010789857854233673,0.4986206896551724,1450,0.028251902967612846,0.002814002897909093,13.031724137931034,13.012320229759506,0.9965635738831615,0.9970352438338204,0.0,6.477682223533364e-06,4274.0537184545765,4212.899488349109,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d14,fixed,14.0,double_slippage,0.31063216260411536,-0.011803096145546872,0.49724137931034484,1450,0.02956315987658614,0.00330727034160196,14.03103448275862,14.012423974198883,0.9965635738831615,0.9970352438338204,0.0,7.017258640922746e-06,4276.974923770957,4213.759618642843,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d15,fixed,15.0,double_slippage,0.2797443428296309,0.0036685172869682014,0.5006896551724138,1450,0.02992121072851638,0.0038040200291398446,15.028275862068966,15.012524356273925,0.9965635738831615,0.9970352438338204,0.0,7.556623335027331e-06,4277.392379552135,4214.62541014471,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d16,fixed,16.0,double_slippage,0.2723486575466343,-0.028688243422699114,0.49517241379310345,1450,0.0317017270021172,0.004327487325165383,16.025517241379312,16.012634673147044,0.9965635738831615,0.9970352438338204,0.0,8.096093766133486e-06,4281.399800274014,4215.561468190139,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d17,fixed,17.0,double_slippage,0.26428130813003303,0.00419819442676761,0.5013793103448276,1450,0.03327250844785739,0.004906635639758547,17.03103448275862,17.012198150278937,0.9965635738831615,0.9970352438338204,0.0,8.63545829414816e-06,4284.6650660417645,4216.652881586209,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d18,fixed,18.0,double_slippage,0.26517585070091815,0.03446512143425607,0.5124137931034483,1450,0.03529736587108061,0.005483022681134557,18.028275862068966,18.01228363232122,0.9965635738831615,0.9970352438338204,0.0,9.174822822162831e-06,4289.124625926797,4217.736901870161,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d19,fixed,19.0,double_slippage,0.2618474221006016,0.0497186941456265,0.5062068965517241,1450,0.03727413387046193,0.006058195501307989,19.024827586206897,19.012359958713894,0.9965635738831615,0.9970352438338204,0.0,9.714081613175933e-06,4293.3806051098045,4218.810714579949,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d2,fixed,2.0,double_slippage,0.3319220937136137,-0.21812620880824127,0.48482758620689653,1450,0.0006152214691230598,-0.00268169762093153,2.0089655172413794,2.006768127166697,0.9965635738831615,0.9970352438338204,0.0,5.40318571829951e-07,4210.441489507117,4203.3378072958085,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d20,fixed,20.0,double_slippage,0.26794220636836796,0.06823995805951358,0.5186206896551724,1450,0.04025604802748545,0.006591884689369685,20.04344827586207,20.012471004574337,0.9965635738831615,0.9970352438338204,0.0,1.0253340404189033e-05,4300.100804539135,4219.787590869081,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d21,fixed,21.0,double_slippage,0.2664940859441451,0.06716054396443556,0.5151724137931034,1450,0.04220411809043479,0.007112501386857012,21.073103448275862,21.012561820192992,0.9965635738831615,0.9970352438338204,0.0,1.0792810752201356e-05,4304.4340507793595,4220.736230034438,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d22,fixed,22.0,double_slippage,0.2668493410651712,0.061879224990932985,0.5193103448275862,1450,0.04436572650903623,0.0076366018215210515,22.100689655172413,22.012619824295047,0.9965635738831615,0.9970352438338204,0.0,1.1332175280216029e-05,4309.503137861161,4221.680957912065,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d23,fixed,23.0,double_slippage,0.2526074456790532,0.05205153358159631,0.5131034482758621,1450,0.044941666660913634,0.008166397671387287,23.100689655172413,23.012672943124862,0.9965635738831615,0.9970352438338204,0.0,1.187154030650074e-05,4310.495810944459,4222.641172904982,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d24,fixed,24.0,double_slippage,0.23780731697791746,0.06551751589491656,0.5193103448275862,1450,0.04561232684901409,0.008674562851400358,24.11310344827586,24.012737408274432,0.9965635738831615,0.9970352438338204,0.0,1.2410905000605324e-05,4311.877688657782,4223.547793513534,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d25,fixed,25.0,double_slippage,0.22320083281750427,0.04989258632900196,0.5124137931034483,1450,0.045864343132461495,0.0091762808132865,25.106896551724137,25.012804086791274,0.9965635738831615,0.9970352438338204,0.0,1.2950375431711477e-05,4312.123628952224,4224.436669194858,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d26,fixed,26.0,double_slippage,0.21309471913883765,0.04169603789813206,0.5124137931034483,1450,0.04655054558098829,0.009703466097276339,26.10551724137931,26.012860516336694,0.9965635738831615,0.9970352438338204,0.0,1.3489845862817634e-05,4312.835896405362,4225.379960528206,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d27,fixed,27.0,double_slippage,0.20366044550011714,0.05369990113990336,0.5144827586206897,1450,0.04745095974729027,0.010204100149684913,27.099310344827586,27.012913420337668,0.9965635738831615,0.9970352438338204,0.0,1.402931629392379e-05,4314.805170291495,4226.251606169268,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d28,fixed,28.0,double_slippage,0.204738810747485,0.05099640030168728,0.5179310344827586,1450,0.04929205368652331,0.010686934526981778,28.093103448275862,28.01296061650671,0.9965635738831615,0.9970352438338204,0.0,1.4569104434402302e-05,4319.074559802082,4227.076552361398,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d29,fixed,29.0,double_slippage,0.20842761662008868,0.022029841780277434,0.5117241379310344,1450,0.05133536972743429,0.011166474037230315,29.090344827586208,29.01299637830522,0.9965635738831615,0.9970352438338204,0.0,1.5108998561164046e-05,4323.636327708567,4227.896035169712,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d3,fixed,3.0,double_slippage,0.33110801714149296,-0.20699723007519008,0.48,1450,0.003058321133205357,-0.0021645697358373744,3.010344827586207,3.0077733158263964,0.9965635738831615,0.9970352438338204,0.0,1.080213448200908e-06,4215.788997624145,4204.246604328708,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d30,fixed,30.0,double_slippage,0.22167239583891857,0.05077861764118183,0.5144827586206897,1450,0.05487189005616646,0.011627618942929359,30.09103448275862,30.0130534055298,0.9965635738831615,0.9970352438338204,0.0,1.564921098003293e-05,4331.747436219877,4228.669174168356,0.9959733594487397,0.9962022716993258
2020-2025,,1,fixed_d31,fixed,31.0,double_slippage,0.22974836451003755,0.05672990880007918,0.5241379310344828,1450,0.05805940680633321,0.012086542653744389,31.095172413793104,31.013097824612153,0.9965635738831615,0.9970352438338204,0.0,1.618952963534928e-05,4339.303669671165,4229.438164122812,0.9959733594487397,0.9962022716993258
