profile,policy,slot_count,cost_scenario,symbol,signal_date,entry_date,exit_date,signal_date_idx,entry_date_idx,exit_date_idx,entry_price_raw,exit_price_raw,shares,buy_cash_cny,sell_proceeds_cny,net_pnl_cny,net_return_on_buy_cash,occupied_sessions,requested_exit_date,exit_reason
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,603023.SH,2024-10-25,2024-10-28,2024-11-14,3595,3596,3609,2.3299999237060547,2.9000000953674316,9451300,22059194.649623264,27348228.599200435,5289033.949577171,0.23976550520476492,14,2024-11-14,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,600960.SH,2024-11-14,2024-11-15,2024-12-04,3609,3610,3623,3.440000057220459,3.9700000286102295,7936700,27348947.14817403,31439100.732643906,4090153.584469877,0.14955433429703202,14,2024-12-04,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,002379.SZ,2024-12-04,2024-12-05,2025-01-07,3623,3624,3646,7.840000152587891,9.869999885559082,4002900,31436414.710506212,39421353.28886481,7984938.578358594,0.25400283880623276,23,2024-12-24,deferred_sellable_close
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,000668.SZ,2025-01-07,2025-01-08,2025-01-27,3646,3647,3660,6.699999809265137,6.110000133514404,5874300,39425127.81403931,35812693.223738626,-3612434.5903006867,-0.09162772045635059,14,2025-01-27,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,002693.SZ,2025-01-27,2025-02-05,2025-02-24,3660,3661,3674,13.199999809265137,15.229999542236328,2707900,35805417.714443155,41150219.2202433,5344801.505800143,0.1492735414630888,14,2025-02-24,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,000668.SZ,2025-02-24,2025-02-25,2025-03-14,3674,3675,3688,5.900000095367432,5.920000076293945,6964100,41158469.30245877,41136406.5689783,-22062.733480468392,-0.0005360435860317647,14,2025-03-14,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,002141.SZ,2025-03-14,2025-03-17,2025-04-03,3688,3689,3702,1.4299999475479126,1.7000000476837158,28720400,41140418.30955305,48716834.190857485,7576415.881304435,0.18415991359876727,14,2025-04-03,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,603007.SH,2025-04-03,2025-04-07,2025-04-24,3702,3703,3716,4.730000019073486,4.670000076293945,10281900,48716571.39510707,47910411.82806437,-806159.567042701,-0.016547953683039185,14,2025-04-24,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,603813.SH,2025-04-24,2025-04-25,2025-05-19,3716,3717,3730,11.029999732971191,13.65999984741211,4335700,47904567.53375554,59094839.78876671,11190272.255011171,0.23359510024020236,14,2025-05-19,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,603800.SH,2025-05-19,2025-05-20,2025-06-09,3730,3731,3744,22.760000228881836,23.6299991607666,2591700,59087986.12192561,61106593.7431349,2018607.6212092936,0.034162741932750595,14,2025-06-09,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,002197.SZ,2025-06-09,2025-06-10,2025-06-27,3744,3745,3758,6.289999961853027,6.900000095367432,9700700,61121768.86999762,66786980.852884576,5665211.982886955,0.09268730417368198,14,2025-06-27,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,000608.SZ,2025-06-27,2025-06-30,2025-07-17,3758,3759,3772,1.850000023841858,1.899999976158142,36042300,66792304.61519788,68329105.18162233,1536800.5664244443,0.02300864710804973,14,2025-07-17,time_exit
structured_joint_turnover_180x35_v2_top1,fixed_d14,1,double_slippage,002434.SZ,2025-07-17,2025-07-18,2025-08-06,3772,3773,3786,7.75,8.6899995803833,8801000,68324414.85466352,76311750.71931334,7987335.864649817,0.11690309945046873,14,2025-08-06,time_exit
